FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.591,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177413.199 502431.08, 177372.639 502447.95))"
O10002_Rioolkaart_streng_OD.592,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177824.599 502626.58, 177778.339 502645.7))"
O10002_Rioolkaart_streng_OD.593,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177706.259 502471.53, 177681.049 502481.95))"
O10002_Rioolkaart_streng_OD.594,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176641.919 503290.43, 176620.739 503239.35))"
O10002_Rioolkaart_streng_OD.595,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176682.459 503257.78, 176685.309 503286.26))"
O10002_Rioolkaart_streng_OD.596,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176862.606 504801.3, 176809.436 504821.094))"
O10002_Rioolkaart_streng_OD.597,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176735.429 504861.835, 176754.392 504841.563))"
O10002_Rioolkaart_streng_OD.598,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176252.227 505434.489, 176332.477 505426.102))"
O10002_Rioolkaart_streng_OD.599,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176171.238 505442.904, 176252.227 505434.489))"
O10002_Rioolkaart_streng_OD.600,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((175799.747 495787.354, 175846.73 495815.764))"
O10002_Rioolkaart_streng_OD.601,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172515.398 508891.16, 172535.589 508877.813))"
O10002_Rioolkaart_streng_OD.602,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172535.589 508877.813, 172553.935 508904.954))"
O10002_Rioolkaart_streng_OD.603,rioolleiding,gemengd stelsel,1988,"MULTILINESTRING ((175982.679 496466.36, 176008.082 496488.755))"
O10002_Rioolkaart_streng_OD.604,rioolleiding,hemelwaterafvoer,1977,"MULTILINESTRING ((176389.008 496681.827, 176391.512 496695.534))"
O10002_Rioolkaart_streng_OD.605,rioolleiding,gemengd stelsel,1976,"MULTILINESTRING ((177552.249 505683.91, 177570.879 505716.56))"
O10002_Rioolkaart_streng_OD.606,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177673.234 505897.043, 177711.331 505875.293))"
O10002_Rioolkaart_streng_OD.607,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176889.509 502722.42, 176874.459 502686))"
O10002_Rioolkaart_streng_OD.608,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176858.489 502647.24, 176842.609 502608.31))"
O10002_Rioolkaart_streng_OD.609,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((176842.149 505724.358, 176903.212 505710.74))"
O10002_Rioolkaart_streng_OD.610,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((182103.032 494050.768, 182136.2 494086.82))"
O10002_Rioolkaart_streng_OD.611,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((182417.094 494358.784, 182457.745 494393.019))"
O10002_Rioolkaart_streng_OD.612,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175465.155 504972.959, 175463.769 504953.451))"
O10002_Rioolkaart_streng_OD.613,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176250.842 505405.579, 176253.781 505435.687))"
O10002_Rioolkaart_streng_OD.614,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175349.319 496278.14, 175337.859 496267.96))"
O10002_Rioolkaart_streng_OD.615,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175239.219 496138.06, 175205.189 496172.54))"
O10002_Rioolkaart_streng_OD.616,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((178595.868 492116.373, 178644.064 492110.954))"
O10002_Rioolkaart_streng_OD.617,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((171469.165 488370.746, 171528.344 488416.001))"
O10002_Rioolkaart_streng_OD.618,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((171528.344 488416.001, 171588.422 488461.231))"
O10002_Rioolkaart_streng_OD.619,rioolleiding,overig,2000,"MULTILINESTRING ((177768.635 504533.447, 177707.415 504546.582))"
O10002_Rioolkaart_streng_OD.620,rioolleiding,overig,2000,"MULTILINESTRING ((177564.238 504609.103, 177557.29 504568.216))"
O10002_Rioolkaart_streng_OD.621,rioolleiding,overig,2000,"MULTILINESTRING ((177491.25 504624.74, 177482.402 504618.327))"
O10002_Rioolkaart_streng_OD.622,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176901.589 502760.05, 176940.199 502743.88))"
O10002_Rioolkaart_streng_OD.623,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177069.059 502708.99, 177062.522 502693.527))"
O10002_Rioolkaart_streng_OD.624,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177021.809 502710.39, 177062.522 502693.527))"
O10002_Rioolkaart_streng_OD.625,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((176903.212 505710.74, 176971.282 505695.767))"
O10002_Rioolkaart_streng_OD.626,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((181643.336 493660.661, 181680.946 493693.436))"
O10002_Rioolkaart_streng_OD.627,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177512.497 504119.84, 177508.219 504076.764))"
O10002_Rioolkaart_streng_OD.628,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177449.913 504216.299, 177455.215 504267.744))"
O10002_Rioolkaart_streng_OD.629,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177455.215 504267.744, 177405.117 504258.528))"
O10002_Rioolkaart_streng_OD.630,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177402.652 504232.513, 177330.034 504239.913))"
O10002_Rioolkaart_streng_OD.631,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((172600.839 509517.14, 172580 509509.992))"
O10002_Rioolkaart_streng_OD.632,rioolleiding,droogweerafvoer,1968,"MULTILINESTRING ((175968.135 496915.779, 175974.26 496907.082))"
O10002_Rioolkaart_streng_OD.633,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172341.665 508046.059, 172345.652 508043.387))"
O10002_Rioolkaart_streng_OD.634,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((177024.379 506144.047, 176990.617 506163.153))"
O10002_Rioolkaart_streng_OD.635,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((175988.649 503176.62, 175964.709 503204.879))"
O10002_Rioolkaart_streng_OD.636,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176087.02 503028.06, 176134.32 503008.03))"
O10002_Rioolkaart_streng_OD.637,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177103.799 502974.35, 177067.969 502989.14))"
O10002_Rioolkaart_streng_OD.638,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177147.419 503078.54, 177131.699 503040.56))"
O10002_Rioolkaart_streng_OD.639,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176108.475 505164.248, 176132.454 505189.851))"
O10002_Rioolkaart_streng_OD.640,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176770.15 505642.859, 176793.715 505746.251))"
O10002_Rioolkaart_streng_OD.641,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176784.04 505962.952, 176755.225 505911.32))"
O10002_Rioolkaart_streng_OD.642,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172345.872 508656.865, 172331.742 508629.38))"
O10002_Rioolkaart_streng_OD.643,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172047.321 508561.402, 172083.617 508523.049))"
O10002_Rioolkaart_streng_OD.644,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((171976.25 508686.087, 172007.777 508636.488))"
O10002_Rioolkaart_streng_OD.645,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((171971.309 508565.49, 171939.602 508545.125))"
O10002_Rioolkaart_streng_OD.646,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176778.748 502978.626, 176749.549 502990.68))"
O10002_Rioolkaart_streng_OD.647,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176558.889 502746.52, 176573.599 502781.94))"
O10002_Rioolkaart_streng_OD.648,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176558.889 502746.52, 176590.379 502733.57))"
O10002_Rioolkaart_streng_OD.649,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177872.219 502610.47, 177900.459 502630.82))"
O10002_Rioolkaart_streng_OD.650,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177974.149 502563.23, 177945.679 502574.91))"
O10002_Rioolkaart_streng_OD.651,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177842.179 502402.36, 177830.199 502373.94))"
O10002_Rioolkaart_streng_OD.652,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177846.749 502366.78, 177830.199 502373.94))"
O10002_Rioolkaart_streng_OD.653,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177797.739 502259.61, 177769.059 502258.45))"
O10002_Rioolkaart_streng_OD.654,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177935.359 502469.4, 177917.449 502426.35))"
O10002_Rioolkaart_streng_OD.655,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((178011.439 502392.24, 177973.959 502401.6))"
O10002_Rioolkaart_streng_OD.656,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177988.929 502437.08, 177973.959 502401.6))"
O10002_Rioolkaart_streng_OD.657,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176497.405 506311.329, 176536.709 506370.359))"
O10002_Rioolkaart_streng_OD.658,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176536.709 506370.359, 176568.329 506417.168))"
O10002_Rioolkaart_streng_OD.659,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177796.138 504585.911, 177750.372 504595.694))"
O10002_Rioolkaart_streng_OD.660,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177972.449 504548.15, 177928.768 504557.534))"
O10002_Rioolkaart_streng_OD.661,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178165.377 504513.04, 178159.409 504514.209))"
O10002_Rioolkaart_streng_OD.662,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178176.05 504562.52, 178165.377 504513.04))"
O10002_Rioolkaart_streng_OD.663,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177712.958 504645.124, 177704.492 504605.592))"
O10002_Rioolkaart_streng_OD.664,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177723.981 504688.988, 177712.958 504645.124))"
O10002_Rioolkaart_streng_OD.665,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177771.832 504629.852, 177773.141 504635.956))"
O10002_Rioolkaart_streng_OD.666,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172703.313 509436.743, 172725.969 509409.97))"
O10002_Rioolkaart_streng_OD.667,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176177.709 503126.86, 176161.179 503086.79))"
O10002_Rioolkaart_streng_OD.668,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176113.809 503136.47, 176125.759 503164.9))"
O10002_Rioolkaart_streng_OD.669,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((172365.061 508034.886, 172344.949 508048.193))"
O10002_Rioolkaart_streng_OD.670,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172281.888 508329.898, 172330.556 508297.235))"
O10002_Rioolkaart_streng_OD.671,rioolleiding,droogweerafvoer,1996,"MULTILINESTRING ((172268.393 508157.557, 172217.955 508147.969))"
O10002_Rioolkaart_streng_OD.672,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172107.573 508256.96, 172056.247 508292.08))"
O10002_Rioolkaart_streng_OD.673,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172056.247 508292.08, 172011.472 508316.985))"
O10002_Rioolkaart_streng_OD.674,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172021.444 508240.222, 172005.094 508215.59))"
O10002_Rioolkaart_streng_OD.675,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172175.589 508246.815, 172142.235 508196.807))"
O10002_Rioolkaart_streng_OD.676,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178328.194 503899.89, 178298.305 503905.602))"
O10002_Rioolkaart_streng_OD.677,rioolleiding,gemengd stelsel,1975,"MULTILINESTRING ((178125.157 503429.042, 178141.828 503422.921))"
O10002_Rioolkaart_streng_OD.678,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((177673.621 503236.038, 177664.358 503261.44))"
O10002_Rioolkaart_streng_OD.679,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172473.67 508921.723, 172481.884 508916.097))"
O10002_Rioolkaart_streng_OD.680,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177369.245 504092.803, 177387.784 504089.321))"
O10002_Rioolkaart_streng_OD.681,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177989.079 502669.57, 177997.129 502688.84))"
O10002_Rioolkaart_streng_OD.682,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178219.149 502926.19, 178189.439 502939.05))"
O10002_Rioolkaart_streng_OD.683,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178120.619 502770.72, 178134.809 502805.29))"
O10002_Rioolkaart_streng_OD.684,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178115.509 502893.63, 178089.089 502882.62))"
O10002_Rioolkaart_streng_OD.685,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175897.247 503313.687, 175937.334 503311.458))"
O10002_Rioolkaart_streng_OD.686,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176110.143 504921.109, 176155.657 504896.333))"
O10002_Rioolkaart_streng_OD.687,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176403.763 504614.34, 176410.969 504594.793))"
O10002_Rioolkaart_streng_OD.688,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176594.913 505153.212, 176586.312 505110.973))"
O10002_Rioolkaart_streng_OD.689,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176410.258 504945.744, 176428.23 504965.212))"
O10002_Rioolkaart_streng_OD.690,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176601.603 505185.082, 176594.913 505153.212))"
O10002_Rioolkaart_streng_OD.691,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176417.409 504699.694, 176387.13 504727.621))"
O10002_Rioolkaart_streng_OD.692,rioolleiding,overig,1995,"MULTILINESTRING ((176528.059 504594.989, 176530.26 504595.054))"
O10002_Rioolkaart_streng_OD.693,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176674.108 504546.211, 176711.833 504586.782))"
O10002_Rioolkaart_streng_OD.694,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176664.953 504637.632, 176623.571 504592.864))"
O10002_Rioolkaart_streng_OD.695,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((177317.779 503035.62, 177279.459 503046.56))"
O10002_Rioolkaart_streng_OD.696,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((177207.939 502999.64, 177222.899 503035.62))"
O10002_Rioolkaart_streng_OD.697,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178043.309 502771.86, 178058.619 502808.76))"
O10002_Rioolkaart_streng_OD.698,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178014.369 503013.79, 178026.339 503019.24))"
O10002_Rioolkaart_streng_OD.699,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177855.429 502969.54, 177836.339 502923.61))"
O10002_Rioolkaart_streng_OD.700,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177851.069 502844.83, 177866.809 502875.31))"
O10002_Rioolkaart_streng_OD.701,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178471.249 505297.03, 178463.658 505258.63))"
O10002_Rioolkaart_streng_OD.702,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178501.199 505272.5, 178495.689 505269.16))"
O10002_Rioolkaart_streng_OD.703,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178544.199 505461.91, 178586.549 505453.5))"
O10002_Rioolkaart_streng_OD.704,rioolleiding,hemelwaterafvoer,1991,"MULTILINESTRING ((171931.929 509570.56, 171928.389 509565.52))"
O10002_Rioolkaart_streng_OD.705,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176636.469 502755.95, 176621.779 502720.43))"
O10002_Rioolkaart_streng_OD.706,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177872.219 502610.47, 177825.549 502628.99))"
O10002_Rioolkaart_streng_OD.707,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177954.749 502516.07, 177974.149 502563.23))"
O10002_Rioolkaart_streng_OD.708,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((178019.419 502508.76, 178003.319 502470.87))"
O10002_Rioolkaart_streng_OD.709,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((178074.369 502486.11, 178058.759 502448.43))"
O10002_Rioolkaart_streng_OD.710,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177898.059 502379.23, 177869.739 502391.07))"
O10002_Rioolkaart_streng_OD.711,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177917.449 502426.35, 177898.059 502379.23))"
O10002_Rioolkaart_streng_OD.712,rioolleiding,hemelwaterafvoer,1985,"MULTILINESTRING ((177926.159 502367.5, 177898.059 502379.23))"
O10002_Rioolkaart_streng_OD.713,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177654.097 504448.809, 177663.879 504495.182))"
O10002_Rioolkaart_streng_OD.714,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172583.979 509386.01, 172586.17 509395.943))"
O10002_Rioolkaart_streng_OD.715,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172522.419 509481.63, 172524.722 509491.288))"
O10002_Rioolkaart_streng_OD.716,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((176960.23 504437.277, 176957.962 504444.784))"
O10002_Rioolkaart_streng_OD.717,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((177063.108 504476.961, 177037.785 504468.991))"
O10002_Rioolkaart_streng_OD.718,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((177020.565 504462.257, 177063.305 504475.167))"
O10002_Rioolkaart_streng_OD.719,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((177113.668 504470.482, 177081.957 504473.432))"
O10002_Rioolkaart_streng_OD.720,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177028.907 504377.843, 177017.186 504428.331))"
O10002_Rioolkaart_streng_OD.721,rioolleiding,gemengd stelsel,1992,"MULTILINESTRING ((175373.951 496045.618, 175408.889 496017.2))"
O10002_Rioolkaart_streng_OD.722,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175394.089 496360.95, 175405.989 496371.66))"
O10002_Rioolkaart_streng_OD.723,rioolleiding,droogweerafvoer,1974,"MULTILINESTRING ((176186.019 496530.055, 176133.248 496492.183))"
O10002_Rioolkaart_streng_OD.724,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176418.689 496485.8, 176435.629 496462.36))"
O10002_Rioolkaart_streng_OD.725,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176314.029 496480.52, 176288.879 496462.61))"
O10002_Rioolkaart_streng_OD.726,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176361.199 496410.99, 176312.409 496422.68))"
O10002_Rioolkaart_streng_OD.727,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176286.589 496403.71, 176257.519 496382.8))"
O10002_Rioolkaart_streng_OD.728,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176196.979 496324.77, 176167.229 496330.21))"
O10002_Rioolkaart_streng_OD.729,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((177769.559 503261.969, 177758.754 503291.969))"
O10002_Rioolkaart_streng_OD.730,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177734.761 503304.188, 177738.982 503283.334))"
O10002_Rioolkaart_streng_OD.731,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177250.7 505179.94, 177292.8 505170.88))"
O10002_Rioolkaart_streng_OD.732,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((177010.651 506119.971, 177013.485 506107.132))"
O10002_Rioolkaart_streng_OD.733,rioolleiding,overig,1999,"MULTILINESTRING ((177041.172 505595.96, 177059.211 505590.675))"
O10002_Rioolkaart_streng_OD.734,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176229.389 503190.966, 176210.246 503199.022))"
O10002_Rioolkaart_streng_OD.735,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175966.363 503152.605, 175936.509 503186.341))"
O10002_Rioolkaart_streng_OD.736,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175995.939 503125.68, 175966.363 503152.605))"
O10002_Rioolkaart_streng_OD.737,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((175934.877 503310.174, 175879.202 503313.504))"
O10002_Rioolkaart_streng_OD.738,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176722.369 503310.26, 176751.357 503307.305))"
O10002_Rioolkaart_streng_OD.739,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((178407.461 503686.7, 178428.828 503720.169))"
O10002_Rioolkaart_streng_OD.740,rioolleiding,hemelwaterafvoer,1988,"MULTILINESTRING ((178209.859 504372, 178175.239 504379.46))"
O10002_Rioolkaart_streng_OD.741,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((178169.819 504359.217, 178175.239 504379.46))"
O10002_Rioolkaart_streng_OD.742,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176569.7 505384.647, 176555.478 505316.037))"
