Verkiezing;Gemeente;Stembureau_naam/totaal;Stembureau_nummer;Partij;Aantal_stemmen;Stembureau_woonplaats;Stembureau_wijknaam;Stembureau_buurtnaam;Stembureau_straatnaam;Stembureau_huisnummer;Stembureau_huisnummer_toevoeging;Stembureau_postcode;Stembureau_latitude;Stembureau_longitude;Stembureau_x;Stembureau_y;Stembureau_BAG_referentienummer;CBS_gemeentecode;CBS_wijkcode;CBS_buurtcode
TK2021;Stichtse Vecht;Gemeentekantoor;1;LP (Libertaire Partij);0;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Lijst Henk Krol;0;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;NIDA;3;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;NLBeter;2;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;OPRECHT;2;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;PVV (Partij voor de Vrijheid);192;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Partij van de Arbeid (P.v.d.A.);107;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Partij voor de Dieren;67;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Piratenpartij;5;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;SP (Socialistische Partij);85;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Splinter;3;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Staatkundig Gereformeerde Partij (SGP);13;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Trots op Nederland (TROTS);1;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;U-Buntu Connected Front;0;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;619;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Volt;41;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;Gemeentekantoor;1;Vrij en Sociaal Nederland;0;Maarssen;Maarssen;Omgeving Goudestein;Endelhovenlaan;1;;3601 GR;5.032985;52.144572;130753.67;461879.72;333100000019517;G1904;WK190401;BK19040107
TK2021;Stichtse Vecht;De Vondel;2;50PLUS;14;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;BBB;2;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;BIJ1;3;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;CDA;41;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;CODE ORANJE;3;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;ChristenUnie;7;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;D66;63;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;DE FEESTPARTIJ (DFP);0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;DENK;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Forum voor Democratie;27;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;GROENLINKS;14;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;JA21;20;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;JEZUS LEEFT;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;JONG;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;LP (Libertaire Partij);0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Lijst Henk Krol;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;NIDA;2;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;NLBeter;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;OPRECHT;1;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;PVV (Partij voor de Vrijheid);88;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Partij van de Arbeid (P.v.d.A.);22;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Partij voor de Dieren;18;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Piratenpartij;1;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;SP (Socialistische Partij);30;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Splinter;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Staatkundig Gereformeerde Partij (SGP);4;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Trots op Nederland (TROTS);0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;U-Buntu Connected Front;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;VVD;128;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Volt;13;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;De Vondel;2;Vrij en Sociaal Nederland;0;Maarssen;Maarssen;Lanenkwartier;Achter Maria Dommer;8;;3601 EX;5.038439;52.143581;131126.48;461767.63;333100000009480;G1904;WK190401;BK19040109
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;50PLUS;7;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;BBB;1;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;BIJ1;9;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;CDA;78;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;CODE ORANJE;4;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;ChristenUnie;24;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;D66;157;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;DE FEESTPARTIJ (DFP);0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;DENK;34;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Forum voor Democratie;65;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;GROENLINKS;66;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;JA21;36;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;JEZUS LEEFT;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;JONG;1;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;LP (Libertaire Partij);1;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Lijst Henk Krol;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;NIDA;6;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;NLBeter;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;OPRECHT;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;PVV (Partij voor de Vrijheid);155;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Partij van de Arbeid (P.v.d.A.);39;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Partij voor de Dieren;31;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Piratenpartij;2;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;SP (Socialistische Partij);69;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Splinter;5;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Staatkundig Gereformeerde Partij (SGP);10;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Trots op Nederland (TROTS);1;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;U-Buntu Connected Front;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;231;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Volt;33;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;Vrij en Sociaal Nederland;0;Maarssen;Maarssen;Zeeheldenbuurt;Michiel Adriaanszoon de Ruyterstraat;2;;3601 TJ;5.042356;52.146364;131396.04;462075.99;333100000013689;G1904;WK190401;BK19040115
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;50PLUS;5;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;BBB;3;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;BIJ1;7;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;CDA;88;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;CODE ORANJE;2;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;ChristenUnie;28;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;D66;249;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;DE FEESTPARTIJ (DFP);0;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;DENK;9;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;Forum voor Democratie;40;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;GROENLINKS;56;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;JA21;29;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;JEZUS LEEFT;0;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;JONG;2;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;LP (Libertaire Partij);0;Maarssen;Maarssen;Schilderskwartier;Huis ten Boschstraat;7;;3601 AA;5.048083;52.1411;131785.32;461488.47;333100000018238;G1904;WK190401;BK19040112
