OBJECTID,REF_WISSEL_KRUISING_PUIC,NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,REF_WISSEL_KRUISING_NAAM,M_GANG_VAN_T,M_GANG_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LATITUDE_EIND,IS_BERIJDBAAR,BI_DIRECTIONEEL,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN
489,9fe390c6-a141-4eee-b004-5e6b532f14e8,Links,34.3505526,103897.354,499520.47499999,4.98099999,103863.834,499527.983,4.98099999,914,"-2,375","31,975",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.48102049,52.48108483,Ja,Ja,4.63495446,4.63445993,31.975,-2.375
490,3d8d1118-4c13-4ae8-9122-a4ea0d87fd35,Rechts,40.33566383,148491.151,411034.014,6.524,148505.291,411071.78999999,6.524,406,"-4,501","35,835",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.68805185,51.68839156,Ja,Ja,5.29307377,5.29327756,35.835,-4.501
491,3d8d1118-4c13-4ae8-9122-a4ea0d87fd35,Links,40.2930651,148491.151,411034.014,6.524,148502.828,411072.53999999,6.524,406,"-4,501","35,792",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.68805185,51.68839827,Ja,Ja,5.29307377,5.29324192,35.792,-4.501
492,f9b4dcfd-85a2-4407-82a9-df92399e88cd,Links,37.81826757,177350.912,318159.623,46.79699999,177368.50599999,318126.177,46.79699999,123B,"-1,325","36,493",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85283242,50.8525311,Ja,Ja,5.70458156,5.70482933,36.493,-1.325
493,f9b4dcfd-85a2-4407-82a9-df92399e88cd,Rechts,37.79485861,177350.912,318159.623,46.79699999,177366.00599999,318124.973,46.79699999,123B,"-1,325","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85283242,50.85252037,Ja,Ja,5.70458156,5.70479375,36.47,-1.325
494,f7b5bc66-5d65-4de3-b072-540957926832,Links,63.63753555,197348.76999999,355774.26699999,27.18499999,197365.44099999,355835.68199999,27.355,23,"-2,493","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.18979846,51.19034924,Ja,Ja,5.99296738,5.99321313,61.145,-2.493
495,f7b5bc66-5d65-4de3-b072-540957926832,Rechts,56.50163508,197348.76999999,355774.26699999,27.18499999,197365.739,355828.151,27.39399999,23,"-2,493","54,009",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.18979846,51.19028153,Ja,Ja,5.99296738,5.99321649,54.009,-2.493
496,d14778b9-f9be-4c2e-abad-57d86e3c6acc,Rechts,38.56532459,256892.226,471415.201,40.22999999,256854.321,471408.09499999,40.16899999,1007,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.22138887,52.22133203,Ja,Ja,6.87839965,6.87784295,34.065,-4.5
497,d14778b9-f9be-4c2e-abad-57d86e3c6acc,Links,36.01978917,256892.226,471415.201,40.22999999,256857.36199999,471406.27399999,40.121,1007,"-4,500","31,520",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.22138887,52.2213151,Ja,Ja,6.87839965,6.8778869,31.52,-4.5
498,7c00bbbe-e886-4785-bd74-064e2f85aa08,Rechts,40.3916706,92418.32499999,395795.858,4.929,92457.948,395803.533,4.929,65,"-3,900","36,491",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.54763892,51.5477123,Ja,Ja,4.4849615,4.48553131,36.491,-3.9
499,7c00bbbe-e886-4785-bd74-064e2f85aa08,Links,40.36995454,92418.32499999,395795.858,4.929,92457.323,395806.293,4.929,65,"-3,900","36,469",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.54763892,51.54773704,Ja,Ja,4.4849615,4.48552181,36.469,-3.9
500,c055dc9a-6fff-4f33-8818-643d0ecb6147,Links-Links,46.02362193,177239.97,318420.99599999,46.764,177255.74299999,318377.80499999,46.764,157B/159,"-16,015","30,008",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85518614,50.8547973,Ja,Ja,5.70302221,5.70324355,30.008,-16.015
501,c055dc9a-6fff-4f33-8818-643d0ecb6147,Rechts-Links,42.97736492,177238.494,318417.16899999,46.80899999,177255.74299999,318377.80499999,46.764,157B/159,"-12,943","30,034",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8551518,50.8547973,Ja,Ja,5.70300102,5.70324355,30.034,-12.943
502,c055dc9a-6fff-4f33-8818-643d0ecb6147,Links-Rechts,51.98081719,177239.97,318420.99599999,46.764,177255.435,318371.369,46.764,157B/159,"-16,015","35,966",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85518614,50.85473946,Ja,Ja,5.70302221,5.70323878,35.966,-16.015
503,c055dc9a-6fff-4f33-8818-643d0ecb6147,Rechts-Rechts,48.88263975,177238.494,318417.16899999,46.80899999,177255.435,318371.369,46.764,157B/159,"-12,943","35,939",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8551518,50.85473946,Ja,Ja,5.70300102,5.70323878,35.939,-12.943
504,0a4410ed-f7e6-492c-b818-89d35bbe4aa6,Rechts,35.41922123,46147.57299999,372270.33,1.256,46135.824,372303.70899999,1.254,43,"-1,325","34,094",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.32918742,51.32948511,Ja,Ja,3.82532808,3.82514931,34.094,-1.325
505,0a4410ed-f7e6-492c-b818-89d35bbe4aa6,Links,35.39042054,46147.57299999,372270.33,1.256,46133.285,372302.70799999,1.254,43,"-1,325","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.32918742,51.32947562,Ja,Ja,3.82532808,3.8251132,34.065,-1.325
506,9403ce6c-c1f8-49ac-95d5-bea982266087,Links,30.89880834,209971.595,462045.015,11.73499999,210000.451,462056.003,11.596,121B,"-3,359","27,540",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.14385371,52.14394959,Ja,Ja,6.19028831,6.19071161,27.54,-3.359
507,9403ce6c-c1f8-49ac-95d5-bea982266087,Rechts,37.42314329,209971.595,462045.015,11.73499999,210007.306,462056.205,11.535,121B,"-3,359","34,064",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.14385371,52.14395072,Ja,Ja,6.19028831,6.19081178,34.064,-3.359
508,8ef5e286-9dbb-44d9-83d4-920800343488,Links,33.33095362,125590.048,484853.03899999,3.35599999,125618.337,484835.444,3.145,946,"-1,325","32,006",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35079573,52.35063911,Ja,Ja,4.95555282,4.95596954,32.006,-1.325
509,8ef5e286-9dbb-44d9-83d4-920800343488,Rechts,33.31986465,125590.048,484853.03899999,3.35599999,125616.704,484833.07,3.14599999,946,"-1,325","31,995",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35079573,52.35061769,Ja,Ja,4.95555282,4.95594578,31.995,-1.325
510,d49f6aba-3ff9-4de0-aed6-0f6467e83a91,Rechts,51.51972843,89701.44,437498.505,7.70399999,89752.58299999,437504.72399999,7.589,165A,"-4,500","47,020",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92213091,51.9221928,Ja,Ja,4.43795609,4.43869828,47.02,-4.5
511,d49f6aba-3ff9-4de0-aed6-0f6467e83a91,Links,44.8177381,89701.44,437498.505,7.70399999,89745.633,437505.862,7.617,165A,"-4,500","40,318",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92213091,51.92220221,Ja,Ja,4.43795609,4.43859705,40.318,-4.5
512,72e89c1d-87f0-4184-84e7-7eef0dc9ad47,Links-Rechts,39.84487035,99629.78699999,428062.379,-0.581,99599.664,428088.46,-0.505,353A/353B,"-6,860","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83839939,51.8386308,Ja,Ja,4.58378621,4.58334499,32.985,-6.86
513,72e89c1d-87f0-4184-84e7-7eef0dc9ad47,Links-Links,39.81865477,99629.78699999,428062.379,-0.581,99598.099,428086.435,-0.505,353A/353B,"-6,860","32,958",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83839939,51.83861245,Ja,Ja,4.58378621,4.5833226,32.958,-6.86
514,72e89c1d-87f0-4184-84e7-7eef0dc9ad47,Rechts-Rechts,45.49436542,99635.60899999,428060.646,-0.593,99599.664,428088.46,-0.505,353A/353B,"-12,535","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83838439,51.8386308,Ja,Ja,4.58387095,4.58334499,32.959,-12.535
515,72e89c1d-87f0-4184-84e7-7eef0dc9ad47,Rechts-Links,45.52002449,99635.60899999,428060.646,-0.593,99598.099,428086.435,-0.505,353A/353B,"-12,535","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83838439,51.83861245,Ja,Ja,4.58387095,4.5833226,32.985,-12.535
516,5bda9c2d-c65a-420f-95b8-d6e281b02326,Rechts,38.56486757,60852.281,387331.44199999,1.581,60820.12999999,387352.739,1.696,375A,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.46717393,51.46735995,Ja,Ja,4.03224491,4.03177662,34.065,-4.5
517,5bda9c2d-c65a-420f-95b8-d6e281b02326,Links,31.47252731,60852.281,387331.44199999,1.581,60825.10199999,387347.26299999,1.67599999,375A,"-4,500","26,972",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.46717393,51.46731157,Ja,Ja,4.03224491,4.03184962,26.972,-4.5
518,4946ee2d-a4aa-40d9-898a-fd73b7337b2d,Rechts,51.80295776,211193.37599999,463295.933,10.851,211160.651,463255.79499999,10.67099999,17A,"-4,499","47,304",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15497303,52.15461563,Ja,Ja,6.20834251,6.20785772,47.304,-4.499
519,4946ee2d-a4aa-40d9-898a-fd73b7337b2d,Links,62.62661707,211193.37599999,463295.933,10.851,211155.578,463245.999,10.643,17A,"-4,499","58,127",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15497303,52.15452811,Ja,Ja,6.20834251,6.20778197,58.127,-4.499
520,a12e3639-52b1-48a1-9375-094851515601,Links,38.56479025,99733.69299999,409965.678,3.016,99730.28599999,410004.092,3.016,927,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.67576164,51.67610656,Ja,Ja,4.58817647,4.58812112,34.065,-4.5
521,a12e3639-52b1-48a1-9375-094851515601,Rechts,38.5880809,99733.69299999,409965.678,3.016,99732.87699999,410004.223,3.016,927,"-4,500","34,089",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.67576164,51.676108,Ja,Ja,4.58817647,4.58815856,34.089,-4.5
522,7b0c32f2-e59a-4621-bba1-ed62bbaa76cc,Rechts,53.85634653,165279.159,448684.064,7.74,165231.913,448709.896,7.70899999,231B,"-3,900","49,957",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.02640478,52.02663784,Ja,Ja,5.53697591,5.53628828,49.957,-3.9
523,7b0c32f2-e59a-4621-bba1-ed62bbaa76cc,Links,65.04499123,165279.159,448684.064,7.74,165220.965,448713.12099999,7.74,231B,"-3,900","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.02640478,52.02666703,Ja,Ja,5.53697591,5.53612886,61.145,-3.9
524,4899b63a-5240-41d2-993f-b3adcdce6725,Links,38.5657538,203563.174,534245.68099999,4.17799999,203532.02799999,534268.424,4.17799999,35A,"-4,500","34,066",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.79330682,52.79351398,Ja,Ja,6.10716605,6.1067077,34.066,-4.5
525,4899b63a-5240-41d2-993f-b3adcdce6725,Rechts,34.22891121,203563.174,534245.68099999,4.17799999,203536.851,534267.51199999,4.219,35A,"-4,500","29,729",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.79330682,52.79350535,Ja,Ja,6.10716605,6.10677906,29.729,-4.5
526,de8481ca-2ce2-487e-b08d-b60390a63567,Links,35.65081228,161323.78599999,383712.917,19.65899999,161358.871,383719.069,19.559,53A,"-4,500","31,151",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44247567,51.44253057,Ja,Ja,5.47815756,5.47866231,31.151,-4.5
527,de8481ca-2ce2-487e-b08d-b60390a63567,Rechts,37.26650539,161323.78599999,383712.917,19.65899999,161360.83199999,383716.965,19.53699999,53A,"-4,500","32,767",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44247567,51.44251164,Ja,Ja,5.47815756,5.47869048,32.767,-4.5
528,92195792-1027-494f-a20b-b5392f3ca3c5,Links,30.9856434,153988.008,462821.72499999,5.493,154018.77299999,462825.21299999,5.493,201A,"-4,500","26,486",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15356965,52.15360106,Ja,Ja,5.37241632,5.37286585,26.486,-4.5
529,92195792-1027-494f-a20b-b5392f3ca3c5,Rechts,35.21486653,153988.008,462821.72499999,5.493,154023.168,462823.69,5.493,201A,"-4,500","30,715",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15356965,52.15358738,Ja,Ja,5.37241632,5.37293008,30.715,-4.5
530,39d9346d-e7e0-4eec-a472-928d2cc08fe0,Rechts-Links,7.31178296,161757.511,383854.58899999,18.593,161764.404,383857.02799999,18.585,K103,"-3,525","3,787",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44374407,51.44376591,Ja,Ja,5.48439875,5.48449794,3.787,-3.525
531,39d9346d-e7e0-4eec-a472-928d2cc08fe0,Links-Rechts,7.33908469,161757.295,383855.362,18.59499999,161764.587,383856.19199999,18.581,K103,"-3,562","3,777",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44375102,51.44375839,Ja,Ja,5.48439565,5.48450056,3.777,-3.562
532,af4a6e28-90a6-4f9a-b45c-2c9429c4fa42,Rechts-Rechts,40.86695677,122257.012,487795.29599999,5.77899999,122219.842,487812.20199999,5.80799999,273/275A,"-13,036","27,831",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37705025,52.37719997,Ja,Ja,4.90634899,4.90580149,27.831,-13.036
533,af4a6e28-90a6-4f9a-b45c-2c9429c4fa42,Rechts-Links,43.76227351,122257.012,487795.29599999,5.77899999,122216.369,487811.522,5.815,273/275A,"-13,036","30,727",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37705025,52.37719365,Ja,Ja,4.90634899,4.90575056,30.727,-13.036
534,af4a6e28-90a6-4f9a-b45c-2c9429c4fa42,Links-Links,43.73615818,122255.933,487792.976,5.77899999,122216.369,487811.522,5.815,273/275A,"-13,035","30,701",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37702933,52.37719365,Ja,Ja,4.90633337,4.90575056,30.701,-13.035
535,af4a6e28-90a6-4f9a-b45c-2c9429c4fa42,Links-Rechts,40.8927366,122255.933,487792.976,5.77899999,122219.842,487812.20199999,5.80799999,273/275A,"-13,035","27,858",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.37702933,52.37719997,Ja,Ja,4.90633337,4.90580149,27.858,-13.035
536,a00f5a12-8086-49fe-8e9f-b78429a6f4c4,Rechts,65.04497872,127938.55899999,465493.397,2.16299999,127950.944,465557.25199999,2.16299999,3609,"-3,900","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.17692052,52.17749504,Ja,Ja,4.99157189,4.99174786,61.145,-3.9
537,a00f5a12-8086-49fe-8e9f-b78429a6f4c4,Links,55.77379074,127938.55899999,465493.397,2.16299999,127947.09299999,465548.504,2.05799999,3609,"-3,900","51,874",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.17692052,52.17741622,Ja,Ja,4.99157189,4.99169226,51.874,-3.9
538,4b519bc1-92f0-41f1-8f23-31adaca9f22f,Rechts,38.56453152,124466.64,485538.911,2.79199999,124434.999,485560.95799999,2.79199999,13,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35689863,52.35709502,Ja,Ja,4.93900282,4.93853637,34.065,-4.5
539,4b519bc1-92f0-41f1-8f23-31adaca9f22f,Links,34.12724635,124466.64,485538.911,2.79199999,124437.5,485556.619,2.874,13,"-4,500","29,628",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35689863,52.35705616,Ja,Nee,4.93900282,4.93857348,29.628,-4.5
540,d1db8c07-bd2e-4549-badc-087c2f414d49,Rechts-Links,7.26164713,196178.265,322553.61599999,108.78,196185.516,322553.227,108.86199999,K63A,"-3,570","3,692",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8912837,50.89127968,Ja,Ja,5.97242059,5.9725236,3.692,-3.57
541,d1db8c07-bd2e-4549-badc-087c2f414d49,Links-Rechts,6.95756124,196178.614,322554.342,108.821,196185.33499999,322552.54399999,108.882,K63A,"-3,338","3,620",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.8912902,50.89127355,Ja,Ja,5.97242564,5.97252095,3.62,-3.338
542,ac4a205b-f804-456f-9d04-ae7e3387d031,Links,62.63823008,92645.346,464160.685,5.32099999,92606.353,464111.689,5.32099999,1109A,"-4,500","58,138",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.16208636,52.16164163,Ja,Ja,4.47588309,4.47532227,58.138,-4.5
543,ac4a205b-f804-456f-9d04-ae7e3387d031,Rechts,62.63226728,92645.346,464160.685,5.32099999,92604.32099999,464113.359,5.32099999,1109A,"-4,500","58,132",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.16208636,52.16165641,Ja,Ja,4.47588309,4.47529227,58.132,-4.5
544,a7fce86d-5504-43ec-9cf1-e0de9db8669f,Rechts,38.58811911,184374.505,339201.63799999,34.17499999,184361.378,339237.88799999,34.17499999,37,"-4,501","34,087",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.04165358,51.04198009,Ja,Ja,5.80602586,5.80584166,34.087,-4.501
545,a7fce86d-5504-43ec-9cf1-e0de9db8669f,Links,38.56511558,184374.505,339201.63799999,34.17499999,184358.96599999,339236.934,34.17499999,37,"-4,501","34,064",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.04165358,51.04197164,Ja,Ja,5.80602586,5.80580719,34.064,-4.501
546,247a74ee-84fe-43a6-9cf3-7d31cefb8d96,Rechts,36.35386278,210814.07699999,462916.329,9.21,210787.101,462892.02899999,9.201,908,"-2,249","34,104",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15159992,52.15138426,Ja,Ja,6.2027381,6.20233998,34.104,-2.249
547,247a74ee-84fe-43a6-9cf3-7d31cefb8d96,Links,36.31448844,210814.07699999,462916.329,9.21,210789.11499999,462889.954,9.21,908,"-2,249","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15159992,52.1513654,Ja,Ja,6.2027381,6.20236907,34.065,-2.249
548,b50f5a51-205f-405b-a507-ae5e070a6c90,Links-Links,51.9536011,84390.478,432587.96299999,3.858,84442.153,432592.78399999,3.802,237/239,"-16,014","35,939",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87735077,51.87740065,Ja,Ja,4.36176892,4.36251827,35.939,-16.014
549,b50f5a51-205f-405b-a507-ae5e070a6c90,Links-Rechts,51.97932761,84390.478,432587.96299999,3.858,84442.421,432589.906,3.802,237/239,"-16,014","35,965",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87735077,51.87737482,Ja,Ja,4.36176892,4.36252275,35.965,-16.014
550,b50f5a51-205f-405b-a507-ae5e070a6c90,Rechts-Rechts,51.95427652,84390.74599999,432585.08399999,3.858,84442.421,432589.906,3.802,237/239,"-16,016","35,939",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87732493,51.87737482,Ja,Nee,4.3617734,4.36252275,35.939,-16.016
551,b50f5a51-205f-405b-a507-ae5e070a6c90,Rechts-Links,51.98047376,84390.74599999,432585.08399999,3.858,84442.153,432592.78399999,3.802,237/239,"-16,016","35,965",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87732493,51.87740065,Ja,Nee,4.3617734,4.36251827,35.965,-16.016
552,d4782401-ca9a-4427-97f1-a6f32d7b9fac,Links-Links,45.99353104,105318.149,499199.74599999,2.11399999,105288.594,499164.564,2.069,1617/1619,"-13,035","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47826902,52.47795016,Ja,Ja,4.65591514,4.65548538,32.959,-13.035
553,d4782401-ca9a-4427-97f1-a6f32d7b9fac,Rechts-Links,41.20263048,105313.321,499197.522,2.11399999,105288.594,499164.564,2.069,1617/1619,"-8,218","32,984",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47824859,52.47795016,Ja,Ja,4.65584441,4.65548538,32.984,-8.218
554,d4782401-ca9a-4427-97f1-a6f32d7b9fac,Links-Rechts,43.07428251,105318.149,499199.74599999,2.11399999,105288.649,499168.359,2.07799999,1617/1619,"-13,035","30,040",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47826902,52.47798427,Ja,Ja,4.65591514,4.65548562,30.04,-13.035
555,d4782401-ca9a-4427-97f1-a6f32d7b9fac,Rechts-Rechts,38.23147804,105313.321,499197.522,2.11399999,105288.649,499168.359,2.07799999,1617/1619,"-8,218","30,013",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47824859,52.47798427,Ja,Ja,4.65584441,4.65548562,30.013,-8.218
556,fb2d1c06-d9cc-40bd-b761-569086eb6016,Links,35.38987624,177238.50599999,318447.482,46.789,177232.931,318482.42999999,46.789,810,"-1,324","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85542428,50.85573863,Ja,Ja,5.70300305,5.70292602,34.065,-1.324
557,fb2d1c06-d9cc-40bd-b761-569086eb6016,Rechts,29.0601952,177238.50599999,318447.482,46.789,177235.851,318476.397,46.80899999,810,"-1,324","27,736",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85542428,50.85568429,Ja,Ja,5.70300305,5.70296712,27.736,-1.324
558,6c96b989-1f99-46cc-ae54-0fae6cd536c4,Rechts,44.84799367,154430.154,462973.26,5.00199999,154460.249,463006.511,4.838,215A,"-4,500","40,348",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15493227,52.15523116,Ja,Ja,5.37887676,5.37931647,40.348,-4.5
559,6c96b989-1f99-46cc-ae54-0fae6cd536c4,Links,51.50465005,154430.154,462973.26,5.00199999,154462.76999999,463013.09399999,4.79199999,215A,"-4,500","47,005",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15493227,52.15529033,Ja,Ja,5.37887676,5.3793533,47.005,-4.5
560,866567c9-a641-4c79-a594-767712784661,Rechts,38.56500593,91266.03299999,395800.587,4.16699999,91282.634,395835.396,4.16699999,912,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.547552,51.54786673,Ja,Ja,4.46835008,4.46858307,34.065,-4.5
561,866567c9-a641-4c79-a594-767712784661,Links,38.58786821,91266.03299999,395800.587,4.16699999,91280.178,395836.451,4.16699999,912,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.547552,51.54787594,Ja,Ja,4.46835008,4.46854747,34.088,-4.5
562,968e15a0-ee1e-4d28-9c95-37d82edd322c,Rechts-Rechts,45.1710563,62299.423,438652.222,5.27799999,62258.89299999,438672.071,5.309,1019/1021,"-9,231","35,940",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92860649,51.92877809,Ja,Ja,4.03939051,4.03879603,35.94,-9.231
563,968e15a0-ee1e-4d28-9c95-37d82edd322c,Links-Rechts,46.24245654,62299.402,438649.76899999,5.25699999,62258.89299999,438672.071,5.309,1019/1021,"-10,277","35,965",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92858444,51.92877809,Ja,Ja,4.03939087,4.03879603,35.965,-10.277
564,968e15a0-ee1e-4d28-9c95-37d82edd322c,Rechts-Links,45.197041,62299.423,438652.222,5.27799999,62257.644,438669.46399999,5.309,1019/1021,"-9,231","35,966",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92860649,51.92875446,Ja,Ja,4.03939051,4.03877858,35.966,-9.231
565,968e15a0-ee1e-4d28-9c95-37d82edd322c,Links-Links,46.21652945,62299.402,438649.76899999,5.25699999,62257.644,438669.46399999,5.309,1019/1021,"-10,277","35,939",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92858444,51.92875446,Ja,Ja,4.03939087,4.03877858,35.939,-10.277
566,0abda76e-b889-4126-8304-24f89fa90644,Links,51.51842699,105122.742,424597.44099999,0.975,105072.128,424607.052,1.292,1239A,"-4,500","47,019",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80777594,51.8078578,Ja,Ja,4.66398145,4.66324622,47.019,-4.5
567,0abda76e-b889-4126-8304-24f89fa90644,Rechts,47.79376694,105122.742,424597.44099999,0.975,105076.28,424608.558,1.28,1239A,"-4,500","43,294",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80777594,51.80787171,Ja,Ja,4.66398145,4.6633062,43.294,-4.5
568,9b477cd4-613a-4357-b20d-440f1368cbce,Rechts,40.36952184,124397.394,485587.03499999,3.043,124430.568,485564.031,2.822,9A,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35732729,52.35712239,Ja,Ja,4.93798201,4.93847105,36.47,-3.9
569,9b477cd4-613a-4357-b20d-440f1368cbce,Links,34.84812091,124397.394,485587.03499999,3.043,124427.191,485569.02,2.853,9A,"-3,900","30,948",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35732729,52.35716704,Ja,Ja,4.93798201,4.93842103,30.948,-3.9
570,f5818e5c-3c89-4a48-91c6-7408e08e7614,Links,40.3932778,110973.477,516844.477,2.33599999,110939.413,516822.83199999,2.403,71A,"-3,900","36,493",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.63732225,52.63712499,Ja,Ja,4.7368183,4.736318,36.493,-3.9
571,f5818e5c-3c89-4a48-91c6-7408e08e7614,Rechts,32.54710328,110973.477,516844.477,2.33599999,110944.835,516829.01899999,2.454,71A,"-3,900","28,647",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.63732225,52.63718102,Ja,Ja,4.7368183,4.73639727,28.647,-3.9
572,cede7a17-1d58-422d-967c-2c44d6bf6126,Links,38.58857369,73080.091,436527.63,5.405,73048.834,436550.199,5.405,411,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.91120611,51.91140433,Ja,Ja,4.1966076,4.19614804,34.088,-4.5
573,cede7a17-1d58-422d-967c-2c44d6bf6126,Rechts,38.56496432,73080.091,436527.63,5.405,73050.464,436552.318,5.405,411,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.91120611,51.91142361,Ja,Ja,4.1966076,4.19617122,34.065,-4.5
574,174d69d8-dbd2-481a-b2db-30cd058e6cfd,Rechts-Rechts,39.81818508,87352.532,437759.32299999,3.988,87321.448,437784.15299999,3.712,55B/57A,"-6,860","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.9241942,51.92441357,Ja,Ja,4.40376333,4.40330662,32.959,-6.86
575,174d69d8-dbd2-481a-b2db-30cd058e6cfd,Links-Rechts,43.23744534,87353.895,437755.576,4.04699999,87321.448,437784.15299999,3.712,55B/57A,"-10,253","32,984",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92416069,51.92441357,Ja,Ja,4.40378388,4.40330662,32.984,-10.253
