FID,id,gebied,omschrijving,geldig_van,geldig_tot,aanmaak_dd,mutatie_dd,bron,entiteit,systeem,status,lengte_km,se_anno_cad_data,gdb_geomattr_data,shape
diepwaterroute.148,160,IJgeul,Aanloop geul/gebied IJgeul,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,40.92207724,,,"LINESTRING (562121.1975999996 5817532.8124, 562091.8065999998 5819833.2136, 562037.9719000002 5819832.4484, 557183.2012999998 5819763.464500001, 554008.0000999998 5819718.3466, 553337.6513 5819708.8212, 548141.1671000002 5814257.7029, 545882.8543999996 5811888.730900001, 549293.4040999999 5812400.6493, 554008.0000999998 5813108.302999999, 556006.5118000004 5813408.276699999, 558000.2119000005 5813707.5283, 562162.0899 5814332.2201000005, 562128.8639000002 5816932.796499999)"
diepwaterroute.149,161,IJgeul,Geulbegrenzing IJgeul noordzijde,1995-05-26T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,42.38227805,,,"LINESTRING (562121.1975999996 5817532.8124, 562449.9166000001 5817541.419500001, 563322.8131999997 5817564.275800001, 563449.5922999997 5817567.5954, 564449.2500999998 5817593.7709, 565448.9047999997 5817619.9464, 566448.5617000004 5817646.1218, 567448.2295000004 5817672.2973, 568447.8776000002 5817698.4728, 568563.3398000002 5817701.496099999, 568697.4841 5817705.0088, 569447.4647000004 5817724.6483, 570447.3793000001 5817750.832599999, 571446.8455999997 5817777.005000001, 572446.506 5817803.182600001, 573446.1550000003 5817829.3599, 574445.7746000001 5817855.536699999, 574666.4961999999 5817861.316299999, 575005.4698000001 5817870.1929, 575445.6501000002 5817881.7195999995, 576368.4485999998 5817905.8837, 576445.2969000004 5817907.896, 577444.9186000004 5817934.071900001, 577973.3953 5817947.9103, 578444.6119999997 5817960.249600001, 578963.3380000005 5817973.832900001, 579444.2622999996 5817986.425899999, 580443.9292000001 5818012.6032, 581268.2998000002 5818034.1899999995, 581494.0099999998 5817996.940400001, 582480.6467000004 5817834.137700001, 583467.2939999998 5817671.3333, 584453.9413000001 5817508.528899999, 585440.5977999996 5817345.723200001, 586160.0192 5817227.013, 586259.1381999999 5817210.657500001, 586427.2451 5817182.9188, 587413.9016000004 5817020.112600001, 588400.5488 5816857.3082, 589387.1974 5816694.503799999, 590373.8539000005 5816531.697699999, 590565.3953 5816500.1118, 591360.5143999998 5816368.9925, 591360.8163999999 5816368.942, 592346.7328000003 5816203.508099999, 592545.4523 5816170.1843, 592891.0324999997 5816112.1994, 593332.9424 5816038.0518, 593778.0125000002 5815963.3739, 594319.1489000004 5815872.577099999, 595253.2174000004 5815715.850400001, 595253.2204999998 5815715.8499, 595305.3656000001 5815707.1006000005, 596007.8306 5815589.2346, 596291.5721000005 5815541.625499999, 597277.7786999997 5815376.150699999, 597770.8871999998 5815293.412699999, 598263.9952999996 5815210.6743, 599250.0029999996 5815045.232899999, 599463.2958000004 5815009.9410999995, 600236.7880999995 5814881.957, 600513.9665000001 5814836.0942, 601223.3629999999 5814718.7159, 602209.9382999996 5814555.474199999, 603196.5228000004 5814392.231699999, 604183.0998 5814228.9901)"
diepwaterroute.150,162,IJgeul,Geulbegrenzing IJgeul zuidzijde,1995-05-26T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,42.29037214,,,"LINESTRING (562128.8639000002 5816932.796499999, 562465.6228 5816941.6152, 563210.7465000004 5816961.1274, 563465.2986000003 5816967.793299999, 564125.7980000004 5816985.09, 564464.9562999997 5816993.9714, 565464.6106000002 5817020.148600001, 565664.0426000003 5817025.371200001, 566464.2675000001 5817046.3267, 567463.9358000001 5817072.5044, 568463.5839 5817098.6821, 568571 5817101.495100001, 569463.1705 5817124.856699999, 570463.0850999998 5817151.0392, 571462.5519000003 5817177.2103, 572462.2117999997 5817203.386700001, 572701.9732999997 5817209.664899999, 573461.8607999999 5817229.5626, 574461.4803999998 5817255.737600001, 575013.1401000004 5817270.1831, 575461.3563000001 5817281.9197, 576461.0031000003 5817308.0956, 576634.5239000004 5817312.6395, 577460.6249000002 5817334.2711, 577688.2653000001 5817340.232000001, 578239.4709999999 5817354.6657, 578460.3181999996 5817360.4483, 579459.9685000004 5817386.6247000005, 580459.6354999999 5817412.8015, 581401.7100999998 5817437.470000001, 582017.3102000002 5817453.5901999995, 582407.2654999997 5817389.1567, 583393.8772999998 5817226.1372, 583885.9735000003 5817144.827199999, 584380.4890000001 5817063.1173, 585367.1098999996 5816900.096000001, 586353.7216999996 5816737.0765, 587340.3430000003 5816574.0548, 588326.9543000003 5816411.0353, 589301.3036000002 5816250.0417, 589313.5674 5816248.0154, 590300.1886999998 5816084.994100001, 590491.7194999997 5816053.3467, 591286.8092999998 5815921.9728, 591404.7451 5815902.486099999, 591780.1152999997 5815840.4627, 592273.4219000004 5815758.9529, 592470.9368000003 5815726.317, 592565.4386 5815710.463199999, 592938.0968000004 5815647.944599999, 593138.1415999997 5815614.384199999, 593259.7122 5815593.9892, 593694.4759999998 5815521.0514, 593954.7602000004 5815477.385199999, 594077.9097999996 5815456.725, 594245.9227 5815428.5386, 594249.4407000002 5815427.9482, 594268.6035000002 5815424.7335, 594483.9278999995 5815388.6099, 594612.3211000003 5815367.07, 594744.8737000003 5815344.832599999, 594755.1553999996 5815343.1074, 594866.1036 5815324.4947, 594872.8661000002 5815323.3599, 594945.1427999996 5815311.2344, 595232.1432999996 5815263.086300001, 595907.6216000002 5815149.7654, 596218.3542999998 5815097.6357, 596658.8071999997 5815023.7435, 597204.5647999998 5814932.1851, 598190.7854000004 5814766.732799999, 598258.0071999999 5814755.455399999, 599176.7531000003 5814601.323000001, 599536.1568 5814541.8487, 600163.5799000002 5814438.023, 600670.2586000003 5814354.1779, 601150.1520999996 5814274.7651, 602136.7243999997 5814111.5077, 603123.3062000005 5813948.2480999995, 603381.5017999997 5813905.5217, 604109.8798000002 5813784.9902)"
diepwaterroute.151,163,IJgeul,Verbinding geul-draaicirkel,1995-05-26T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,3.10976104,,,"LINESTRING (591360.5143999998 5816368.9925, 591465.4638999999 5816387.4384, 591609.4637000002 5816412.7478, 591711.6231000004 5816430.703400001, 591854.8651999999 5816455.8796999995, 592006.9537000004 5816482.6105, 592147.2306000004 5816507.2654, 592222.2315999996 5816520.4475, 592304.7242 5816534.946599999, 592455.2572999997 5816561.4043000005, 592705.7159000002 5816605.424699999, 592861.4084000001 5816632.789000001, 593613.2182 5816764.9267, 593862.5937999999 5816808.757099999, 594161.0674999999 5816861.216499999, 594423.3276000004 5816907.3111000005)"
diepwaterroute.153,165,Maasgeul,Geulbegrenzing Maasgeul zuidzijde,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,11.15945017,,,"LINESTRING (561160.5405000001 5764042.062000001, 561301.3398000002 5764023.8719999995, 561303.1531999996 5764023.637599999, 561445.3879000004 5764002.492799999, 561587.1931999996 5763978.636499999, 561728.5170999998 5763952.075999999, 561869.3079000004 5763922.822000001, 562009.5146000003 5763890.8849, 562019.9790000003 5763888.290100001, 562149.0855 5763856.2765999995, 562287.9704 5763819.009, 562293.7551999995 5763817.3378, 562426.1180999996 5763779.096100001, 562563.4787999997 5763736.5528, 562700.0020000003 5763691.394099999, 562835.6375000002 5763643.636600001, 562878.9823000003 5763627.411900001, 562970.3366999999 5763593.297900001, 562983.0996000003 5763588.351, 563051.8289000001 5763561.7129, 563239.0344000002 5763489.155200001, 564171.4386999998 5763127.7709, 565103.8526999997 5762766.3826, 566036.2614000002 5762404.9965, 566969.3492 5762043.346999999, 567901.0813999996 5761682.2173, 568833.4840000002 5761320.8277, 569765.8870000001 5760959.4376, 569939.5702 5760892.120100001, 570687.7571 5760570.8431, 571607.9345000004 5760175.7127, 571607.9397999998 5760175.710000001)"
diepwaterroute.156,168,Eurogeul,Berm Eurogeul 9 - 57 km zuidzijde,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,47.3246086,,,"LINESTRING (516030.3518000003 5757635.006100001, 517019.70940000005 5757774.3321, 518009.93259999994 5757913.780200001, 519000.15579999983 5758053.2282, 519990.37990000006 5758192.6763, 520559.35730000027 5758272.8028, 520980.60140000004 5758332.124299999, 521368.3052000003 5758386.7224, 521970.82540000044 5758471.5724, 522961.04870000016 5758611.020400001, 523951.2726999996 5758750.468900001, 524941.4960000003 5758889.916999999, 525931.7204999998 5759029.365, 526061.5987999998 5759047.655099999, 526921.9336000001 5759168.8116999995, 527417.8569 5759238.649900001, 527912.1558999997 5759308.2629, 528803.5652000001 5759433.8014, 528902.3790999996 5759447.7171, 529892.6014999999 5759587.171700001, 530882.8234000001 5759726.6259, 531873.0453000003 5759866.0801, 532863.2688999996 5760005.534700001, 532864.0261000004 5760005.6414, 533853.4907999998 5760144.9889, 534074.8529000003 5760176.1635, 539895.3437000001 5760995.7729, 539895.3612000002 5760995.7754999995, 540326.4923999999 5761056.493899999, 540785.0524000004 5761121.075200001, 541775.2768999999 5761260.520199999, 541862.9068999998 5761272.860400001, 542765.5005999999 5761399.9651999995, 543755.7251000004 5761539.4102, 544745.9483000003 5761678.855599999, 545736.1727999998 5761818.3006, 546726.3964999998 5761957.7455, 547716.6201 5762097.1905000005, 548706.8447000002 5762236.635500001, 549697.0683000004 5762376.080499999, 550192.9806000004 5762445.9156, 550687.2911 5762515.5206, 551677.5159999998 5762654.9564, 552180.5986000001 5762725.7963, 552667.7322000004 5762794.390799999, 553211.8563999999 5762871.0099, 553657.9567999998 5762933.826099999, 554648.1826 5763073.2623, 555638.4075999996 5763212.697699999, 556628.6333999997 5763352.1339, 557618.8584000003 5763491.5692, 558609.0842000004 5763631.0054, 559599.2587000001 5763770.433700001, 560322.2709999997 5763872.242699999, 560409.9584999997 5763884.590299999, 560499.2100999998 5763896.3813000005, 560588.6377999997 5763906.6052, 560589.9714000002 5763906.734200001, 560678.2303999998 5763915.2618, 560693.8704000004 5763916.4967, 560767.9610000001 5763922.3478999995, 560857.8021 5763927.8619, 560947.7258000001 5763931.8013, 561037.7048000004 5763934.1656, 561127.7114000004 5763934.954, 561159.4457 5763934.855699999, 561256.9496999998 5763933.328500001, 561266.1229999997 5763933.0107, 561354.4075999996 5763929.9519, 561451.7838000003 5763924.7267, 561549.0437000003 5763917.655200001, 561646.1513 5763908.739499999, 561743.0727000004 5763897.9827, 561839.7725 5763885.389699999, 561936.2159000002 5763870.964, 561996.4013 5763860.7906, 562032.3683000002 5763854.711200001, 562128.1948999995 5763836.636600001, 562223.6611000001 5763816.7478, 562287.8482999997 5763802.0995000005, 562318.7331999997 5763795.051200001, 562413.3767999997 5763771.5548, 562507.5568000004 5763746.267000001, 562601.2407999998 5763719.196799999, 562694.3940000003 5763690.3541, 562786.9831999997 5763659.749299999, 562878.9823000003 5763627.411900001)"
diepwaterroute.157,169,Eurogeul,Berm Eurogeul K1 - 57 km noordzijde,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,45.78932307,,,"LINESTRING (515862.9307000004 5758823.2706, 515862.9671 5758823.275900001, 516852.3702999996 5758962.6085, 517842.5939999996 5759102.057, 518832.8167000003 5759241.505000001, 519823.0407999996 5759380.9531, 520752.74540000036 5759511.878799999, 520813.26269999985 5759520.4011, 521803.4868000001 5759659.8496, 522793.70999999996 5759799.297700001, 523783.93369999994 5759938.7457, 524774.1573000001 5760078.1938000005, 525764.381 5760217.6423, 526754.5944999997 5760357.089, 527250.5288000004 5760426.9289, 527744.8176999995 5760496.536599999, 528735.0422999999 5760635.9847, 528937.8206000002 5760664.5407, 528937.8394999998 5760664.543400001, 529725.2654999997 5760775.4318, 530614.9022000004 5760900.714400001, 530715.4881999996 5760914.8794, 531705.7115000002 5761054.327, 532695.9354999997 5761193.774700001, 532696.6945000002 5761193.8813000005, 533686.1588000003 5761333.2217999995, 534676.3827999998 5761472.6699, 535216.3968000002 5761548.716499999, 535666.6061000004 5761612.1171, 536656.8293000003 5761751.5647, 537647.0533999996 5761891.0123, 538637.2769999998 5762030.459899999, 539628.2999999998 5762170.0199, 540232.182 5762255.062100001, 540617.7120000003 5762309.354699999, 541607.9360999996 5762448.8036, 542598.1593000004 5762588.2521, 542775.1760999998 5762613.1809, 543588.3833999997 5762727.700999999, 544578.6062000003 5762867.149900001, 545568.8302999996 5763006.5989, 546559.0535000004 5763146.0474, 547549.2762000002 5763285.496300001, 548539.5003000004 5763424.9452, 549295.1081999997 5763531.3543, 549529.7231000001 5763564.394099999, 550025.6341000004 5763634.231000001, 550519.9472000003 5763703.8422, 551510.1704000002 5763843.2894, 552500.3848000001 5763982.735200001, 553490.608 5764122.182399999, 554480.8321000002 5764261.630000001, 555471.0553000001 5764401.077199999, 556461.2794000003 5764540.5243999995, 557451.5026000002 5764679.971999999, 558441.7267000005 5764819.4191, 559431.8998999996 5764958.859300001, 560154.5206000004 5765060.6218, 560422.1717999997 5765098.3135, 560595.9753 5765122.7892, 561169.3091000002 5764900.572000001)"
diepwaterroute.158,170,Maasgeul,Verbinding noordberm-draaicirkel noodankergebied,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,3.35752834,,,"LINESTRING (560595.9753 5765122.7892, 561943.1745999996 5765389.317500001, 563881.2937000003 5765772.7535999995, 563889.6642000005 5765774.409399999)"
diepwaterroute.161,173,Eurogeul,Verbinding geul-draaicirkel 35 km,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,5.20821157,,,"LINESTRING (533317.3564999998 5760372.444499999, 533329.2186000003 5760369.3708, 533840.551 5760236.8752999995, 534074.8529000003 5760176.1635, 534074.9687999999 5760176.1337, 538358.6316 5759066.157199999, 538359.0618000003 5759066.045700001)"
diepwaterroute.162,174,Maasgeul,Geulbegrenzing Maasgeul noordzijde,1994-10-13T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,begrenzing,DW,Actief,11.44469213,,,"MULTILINESTRING ((561169.3091000002 5764900.572000001, 561169.3135000002 5764900.5702, 561314.4770999998 5764844.3058, 561575.0037000002 5764743.3277, 561579.5137 5764741.579700001, 562257.2949000001 5764478.876700001, 562268.5735999998 5764474.504899999, 562511.9334000004 5764380.180400001, 563042.7854000004 5764174.425799999, 563444.3386000004 5764018.786900001, 563786.5422 5763886.1513, 564376.7397999996 5763657.3946, 564556.1583000002 5763587.8541, 565094.9075999996 5763379.0407), (565094.9075999996 5763379.040200001, 565096.9313000003 5763378.256200001, 565105.0151000004 5763375.1228, 565166.1017000005 5763351.445499999, 565169.2900999999 5763350.209799999, 565309.1512000002 5763295.9998, 566241.5581 5762934.609300001, 566631.2934999997 5762783.5524, 567174.6213999996 5762572.9646000005, 567832.9478000002 5762317.805, 568106.3772999998 5762211.8266, 568787.6518999999 5761947.772399999, 569038.7799000004 5761850.4377999995, 569350.2807 5761729.7039, 569386.2730999999 5761715.7535999995, 569971.1832999997 5761489.0491, 570161.9497999996 5761415.109999999, 570884.9967999998 5761079.726399999, 570991.6069999998 5761030.275800001, 571795.0299000004 5760657.610099999))"
diepwaterroute.193,,West Hinder,Deep-water route in the approaches to the river Scheldt noordzijde,2016-01-01T00:00:00,9999-12-31T00:00:00,2016-11-10T00:00:00,2016-11-10T00:00:00,IMO Ships' Routeing,Diepwater,DW,Actief,5.22840822,,,"LINESTRING (482053.99260000046 5694802.8894, 486235.99069999997 5697940.9054000005)"
diepwaterroute.194,,West Hinder,Deep-water route in the approaches to the river Scheldt zuidzijde,2016-01-01T00:00:00,9999-12-31T00:00:00,2016-11-10T00:00:00,2016-11-10T00:00:00,IMO Ships' Routeing,Diepwater,DW,Actief,20.67247133,,,"LINESTRING (484008.1568 5693183.808700001, 487309.2291000001 5696232.8608, 491794.51829999965 5696260.737, 497588.98149999976 5695476.2202, 499907.26520000026 5695290.2983, 503303.07859999966 5696218.1316)"
