GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.337518,"1,337518",Zuid,Z,208493.196,376185.828018,51.3723196653497,6.15544419008651,Prorail,L0004,bestaand,25.019008,283,b67f9a9294b045058c8ae35e4e817a73,1,gerealiseerd,2023/01/22 18:46:08+00,5926465,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.123707,"155,123707",Randstad Noord,RN,120088.303861,483589.4575,52.3391174320835,4.8749384523586,Prorail,L0004,bestaand,9.707438,283,b8ca42afc0875d84e0531529a8c01171,1,gerealiseerd,2022/12/13 10:02:30+00,5927965,0,0
,,,,,,,,,,,124985.116738,482205.836,52.3269714441854,4.94691139065542,Prorail,L0004,bestaand,5.49347,283,b8ca42afc10f5d84e0531529a8c01171,1,gerealiseerd,2021/01/22 17:02:32+00,5927979,0,0
,,,,,,,,,,,125002.245,482214.9175,52.3270539981669,4.94716183197094,Prorail,L0004,bestaand,5.11839,283,b8ca42afc0ff5d84e0531529a8c01171,1,gerealiseerd,2021/01/22 17:02:48+00,5928029,0,0
,,,,,,,,,,,255389.191,530061.454607,52.7485957410932,6.87403549061656,Prorail,L0004,bestaand,2.655018,283,d4e6a1b26bc14b60e0530b29a8c0c4e4,1,gerealiseerd,2022/01/20 10:42:03+00,5929570,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,3.337841,"3,337841",Randstad Noord,RN,113104.8555,549712.396006,52.9328492103541,4.76411744615227,Prorail,L0004,bestaand,14.299635,283,7b056afbacfe4cb786f61213e18b5ccb,1,gerealiseerd,2015/05/19 12:53:52+00,5932058,0,0
,,,,,,,,,,,115704.329,533257.090203,52.785174971484,4.8047497561636,Prorail,L0004,bestaand,7.831951,283,c26f92126bd64316b1f7fd0ed807ce82,1,gerealiseerd,2015/05/19 12:53:52+00,5932060,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,3.337745,"3,337745",Randstad Noord,RN,113094.1545,549709.23752,52.9328199984845,4.7639587092398,Prorail,L0004,bestaand,14.15625,283,cfd797bc024e4d09ade707d3514f5b8a,1,gerealiseerd,2023/01/16 17:07:07+00,5932132,0,0
,,,,,,,,,,,116252.6735,542431.571253,52.8676583784765,4.81179409684769,Prorail,L0004,bestaand,3.026079,283,2cf9b1aa1d2f4d868ef88200e4c1b6f4,1,gerealiseerd,2015/05/19 12:53:52+00,5932136,0,0
,,,,,,,,,,,113055.468959,549732.004,52.9330215731729,4.76338046284808,Prorail,L0004,bestaand,5.822396,283,e998331ccfbb403c8696dfb55e310aeb,1,gerealiseerd,2015/05/19 12:53:52+00,5932226,0,0
,,,,,,,,,,,113061.114,549737.568742,52.9330720156556,4.76346369969801,Prorail,L0004,bestaand,5.997969,283,dc4a66aad3574bb789779343aae46c97,1,gerealiseerd,2015/05/19 12:53:52+00,5932296,0,0
212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,39.284051,"39,284051",Noord-Oost,NO,211785.593364,441281.5655,51.9570624585758,6.21333442458007,Prorail,L0004,bestaand,13.318759,283,4b1d99ab5ee14814aa4c317dadf6b1bf,1,gerealiseerd,2015/01/21 08:40:58+00,5932376,0,0
210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,33.986792,"33,986792",Noord-Oost,NO,237988.27409,447759.2605,52.0119784659224,6.59603798742298,Prorail,L0004,bestaand,18.482264,283,a26b3f69d4644cf1b3b7a91c73b06259,1,gerealiseerd,2020/11/13 16:28:33+00,5932377,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,12.223578,"12,223578",Randstad Noord,RN,116193.8985,542329.76219,52.8667392985477,4.81093337143711,Prorail,L0004,bestaand,13.707855,283,581c96f8601c426fac345126c5bd5e44,1,gerealiseerd,2015/05/19 12:53:52+00,5932528,0,0
212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,45.366001,"45,366001",Noord-Oost,NO,206324.0945,438604.709,51.9335353891329,6.13348583606071,Prorail,L0004,bestaand,13.140765,283,278e9bc42c804d94928dd78b23478970,1,gerealiseerd,2015/01/21 08:40:58+00,5932605,0,0
210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,33.985847,"33,985847",Noord-Oost,NO,237993.975389,447771.9,52.0120911978722,6.59612408156605,Prorail,L0004,bestaand,21.963666,283,f66931bbe59a4f92a6b05e9f9b50fda8,1,gerealiseerd,2020/11/13 16:28:54+00,5932619,0,0
212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,39.28406,"39,284060",Noord-Oost,NO,211786.006353,441280.72,51.9570548174739,6.21334029236714,Prorail,L0004,bestaand,13.302524,283,1699eab938764eddb045f07d560d372c,1,gerealiseerd,2015/01/21 08:40:58+00,5932621,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,21.421766,"21,421766",Randstad Noord,RN,115751.6935,533172.346314,52.7844168643965,4.80546188809295,Prorail,L0004,bestaand,15.047032,283,2c4c5294ab0a4081a553e6643e4f469d,1,gerealiseerd,2015/05/19 12:53:52+00,5932685,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,12.080568,"12,080568",Randstad Noord,RN,116231.1335,542468.987543,52.8679930633959,4.81146980640602,Prorail,L0004,bestaand,13.168581,283,7be2ee4b094d4d00aef96d409a136d2b,1,gerealiseerd,2015/05/19 12:53:52+00,5932687,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,21.357647,"21,357647",Randstad Noord,RN,115748.48,533236.248491,52.7849908772629,4.80540663439765,Prorail,L0004,bestaand,18.479891,283,c2723823bd9549abaefe9c45e2c15f58,1,gerealiseerd,2015/05/19 12:53:52+00,5932689,0,0
,,,,,,,,,,,115710.456,533257.360282,52.7851778422369,4.80484053622878,Prorail,L0004,bestaand,7.040821,283,e643758ab9c549788877a32a922804ec,1,gerealiseerd,2015/05/19 12:53:52+00,5932691,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,12.167646,"12,167646",Randstad Noord,RN,116216.693,542382.739548,52.8672169936018,4.8112655814844,Prorail,L0004,bestaand,13.95202,283,609885d4b3fd4f46be77916deedb9faa,1,gerealiseerd,2015/05/19 12:53:52+00,5933014,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,3.272664,"3,272664",Randstad Noord,RN,113086.076,549774.767724,52.9334082192143,4.76383015279752,Prorail,L0004,bestaand,13.866775,283,ab3e9bad1aaf4e6d9e53f2cbbb0971d2,1,gerealiseerd,2015/05/19 12:53:52+00,5933076,0,0
