buurt;wijk;woonplaats;gemeente;type_proces;type_aanvraag;status;resultaat;periode;aantal_aanvragen
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201509;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201510;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201511;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201512;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201602;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201603;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201604;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201606;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201608;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Aanvraag ingetrokken;201902;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201501;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201502;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201503;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201504;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201505;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201506;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201507;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201508;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201509;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201510;10
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201511;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201512;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201601;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201602;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201603;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201604;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201605;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201606;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201607;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201608;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201609;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201610;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201811;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201901;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201902;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afgewezen;201903;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201609;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201610;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201611;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201612;10
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201701;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201702;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201703;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201704;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201705;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201706;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201707;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201708;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201709;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201710;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201711;10
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201712;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201801;10
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201802;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201803;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201804;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201805;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201806;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201807;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201808;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201809;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201810;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201811;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201812;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201901;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201902;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201903;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201904;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201905;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201906;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201907;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201908;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201909;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201910;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201911;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;201912;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202001;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202002;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202003;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202004;14
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202005;10
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202006;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202007;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202008;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202009;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202010;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202011;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202012;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202101;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202102;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202103;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202104;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202105;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202106;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202107;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202108;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202109;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202110;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Afwijzing;202111;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201609;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201610;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201611;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201612;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201701;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201702;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201703;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201704;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201705;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201706;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201707;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201708;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201710;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201711;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201712;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201801;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201802;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201803;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201804;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201805;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201806;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201807;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201809;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201810;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201811;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201812;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201903;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201904;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201905;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201906;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201907;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201908;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201909;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201910;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201911;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;201912;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202001;6
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202002;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202003;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202004;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202005;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202006;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202007;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202009;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202010;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202012;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202101;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202102;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202103;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202104;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202105;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202106;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202107;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202108;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling;202109;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201504;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201506;8
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201507;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201508;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201509;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201510;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201511;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201512;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201601;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201602;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201603;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201604;7
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201606;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201607;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201608;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201812;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201901;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;201902;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Buiten behandeling gesteld;202103;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201608;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201609;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201611;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201612;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201701;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201702;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201703;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201704;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201705;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201707;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201711;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201712;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201801;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201804;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201805;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201806;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201807;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201808;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201809;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201810;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201811;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201902;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201904;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201905;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201906;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201907;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201908;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201909;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;201911;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202002;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202003;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202004;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202005;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202006;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202007;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202008;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202009;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202010;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202011;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202012;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202101;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202102;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202103;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202104;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202105;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202106;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202107;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202109;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Intrekking;202110;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201502;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201503;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201504;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201505;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201506;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201511;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201601;2
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201602;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201605;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Onbekend;201612;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201501;28
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201502;25
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201503;28
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201504;22
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201505;21
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201506;25
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201507;27
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201508;26
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201509;23
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201510;34
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201511;26
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201512;23
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201601;19
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201602;18
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201603;23
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201604;22
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201605;28
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201606;31
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201607;25
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201608;21
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201609;14
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201610;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201811;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201812;4
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201901;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201902;15
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toegekend;201903;5
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201604;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201606;1
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201607;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201608;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201609;17
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201610;14
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201611;34
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201612;25
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201701;29
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201702;37
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201703;29
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201704;21
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201705;28
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201706;19
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201707;27
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201708;18
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201709;23
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201710;24
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201711;26
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201712;20
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201801;30
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201802;31
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201803;16
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201804;20
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201805;20
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201806;18
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201807;17
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201808;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201809;24
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201810;28
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201811;25
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201812;14
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201901;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201902;3
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201903;21
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201904;16
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201905;18
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201906;26
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201907;23
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201908;21
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201909;20
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201910;16
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201911;26
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;201912;12
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202001;24
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202002;19
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202003;15
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202004;16
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202005;17
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202006;14
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202007;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202008;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202009;15
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202010;15
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202011;11
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202012;9
;;* Anders;;Minima;Aanvraag BB;afgehandeld;Toekenning;202101;11
