BEGINDATUM;EINDDATUM;NWB_ID;AANTALPLAATSEN;ORIENTATIE;TYPE_PARKEERPLEK;MAANDAG;DINSDAG;WOENSDAG;DONDERDAG;VRIJDAG;ZATERDAG;ZONDAG;VAN;TOT;GEBRUIKSDOEL;STRAATNAAM;HUISNUMMER;STADSDEELCODE;STADSDEEL;WIJKCODE;WIJK;BUURTCODE;BUURT;GEMEENTECODE;GEMEENTE;WEGDEEL_ID;X;Y;LONG;LAT;ID;GUID
20130411;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;;;5;Centrum;22;Zeeheldenkwartier;45;Zeeheldenkwartier;518;Den Haag;242500;79799.20264149115;455257.7984701285;4.290132078398019;52.0804798767267;1128641;{E12ED139-ACB3-4A80-9C45-D0701
20130411;;;1;Haaks;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;09:00;18:00;Gehandicapte algemeen, Parkeergelegenheid;;;3;Segbroek;19;Vruchtenbuurt;53;Vruchtenbuurt;518;Den Haag;669492;77379.10800000001;453862.36;4.255150285703951;52.067605533045;1128753;{5D9CD4C9-BE8C-4BD5-92FA-F2212
20130411;;;1;Haaks;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;09:00;18:00;Gehandicapte algemeen, Parkeergelegenheid;;;3;Segbroek;19;Vruchtenbuurt;53;Vruchtenbuurt;518;Den Haag;669491;77357.2315;453855.114;4.25483293777448;52.06753734891103;1128755;{21CF5056-5A3E-4070-A235-E3873
20130411;;;2;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;KNEUTERDIJK;1;5;Centrum;28;Centrum;12;Voorhout;518;Den Haag;264880;81088.39867713666;455281.124196375;4.30893131253498;52.08086310714826;1128893;{A9B13EC9-BAB3-4EC3-9F1A-4969B
20130411;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Nee;Nee;08:00;18:00;Gehandicapte algemeen, Parkeergelegenheid;LN V MEERDERVOORT;297;3;Segbroek;21;Regentessekwartier;44;Koningsplein e.o.;518;Den Haag;695203;78931.96694249415;455093.8957689635;4.277519165968556;52.078888454378415;1129159;{30D4901B-5C93-46B1-AF63-4D5E8
20130411;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Nee;Nee;09:00;18:00;Gehandicapte algemeen, Parkeergelegenheid;;;3;Segbroek;12;Bomen- en Bloemenbuurt;51;Bloemenbuurt-Oost;518;Den Haag;3613932;78085.91750000001;454688.424;4.265270610384018;52.07512772095555;1129143;{4219F268-0295-475B-B82F-DA288
20130411;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;;;5;Centrum;28;Centrum;13;Uilebomen;518;Den Haag;258730;81649.73337537126;455000.02176190354;4.317179502030886;52.07841155111313;1128912;{AD052E87-B4E7-4660-A4BD-F3D7E
20130411;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;;;5;Centrum;28;Centrum;12;Voorhout;518;Den Haag;238494;81050.0231315493;455507.596239679;4.308322460815162;52.082893232502364;1128919;{97E35A39-AA31-4C6D-8646-C1B2B
20130412;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;07:00;18:00;Gehandicapte algemeen;LOUDONSTR;118;7;Haagse Hout;26;Bezuidenhout;66;Bezuidenhout-Oost;518;Den Haag;256596;83692.15331842235;455864.1850831695;4.346788584429901;52.08644441994179;1129335;{926BFC6B-A0A6-4A71-B94A-47A14
20130412;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;07:00;18:00;Gehandicapte algemeen;LOUDONSTR;118;7;Haagse Hout;26;Bezuidenhout;66;Bezuidenhout-Oost;518;Den Haag;256596;83687.0521741009;455860.55653287447;4.346714926952836;52.086411153732286;1129336;{1C0CE40B-DB97-4809-A925-9B17F
20130412;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;08:00;21:00;Gehandicapte algemeen;;;5;Centrum;30;Transvaalkwartier;34;Transvaalkwartier-Zuid;518;Den Haag;256721;80065.144;453445.84349999996;4.294408966761012;52.06423236755985;1129536;{9574CE14-E636-4C29-98E1-5E612
20130412;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;;;5;Centrum;29;Schildersbuurt;15;Schildersbuurt-West;518;Den Haag;245995;80677.1265;453438.6355;4.30333369530194;52.06425004573505;1129573;{4A60778F-C562-4BAC-8205-FA971
20130412;;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;08:00;22:00;Gehandicapte algemeen;;;7;Haagse Hout;26;Bezuidenhout;66;Bezuidenhout-Oost;518;Den Haag;246316;83132.0454558448;455825.503409334;4.338625817399946;52.086024375521255;1129355;{88BED15F-5471-4D5C-AADE-B08A6
