Ministerie;Handelsnaam;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
EZ;Atrion Information Technology B.V.;;;2;;;;;2
EZ;Atrivé B.V.;;;1;;;;;1
EZ;Atticus B.V.;;;1;;;;;1
EZ;Audit Dienst Rijk;;;;;;;5;5
EZ;Auditconnect B.V.;;;1;;;;;1
EZ;Aurea Imaging bvba;;;1;;;;;1
EZ;Aurika Ltd.;;;3;;;;;3
EZ;Auroville Consulting;;;2;;;;;2
EZ;Austrian Energy Agency;;;2;;;;;2
EZ;Automotive Publishing B.V.;;;2;;;;;2
EZ;AutomotiveNL B.V.;;;2;;;;;2
EZ;Avans Hogeschool;;;1;;;;;1
EZ;Avans Hogeschool B.V.;;;2;;;;;2
EZ;Avante Consultancy B.V.;;;1;;;;;1
EZ;Avantgarde Hotel Kft.;;;1;;;;;1
EZ;Aventuras;;;2;;;;;2
EZ;Aviareps B.V.;;;2;;;;;2
EZ;AW Veenman;;;1;;;;;1
EZ;B  Kristensen;;;1;;;;;1
EZ;B Carrier;;;1;;;;;1
EZ;B Oudomvilay;;;1;;;;;1
EZ;B.V. Kwaliteitskeuring Dierlijke Sector;;;9;;;;;9
EZ;B3partners B.V.;;;2;;;;;2
EZ;Baay& B.V.;;;3;;;;;3
EZ;Babette Porcelijn;;;1;;;;;1
EZ;Baker Tilly Berk N.V.;;;2;;;;;2
EZ;Bakkerij Henk Post;;;1;;;;;1
EZ;Bakkerij Schuurmans;;;1;;;;;1
EZ;BAM Internationaal;;;2;;;;;2
EZ;Banctec B.V.;;;2;;;;;2
EZ;Barbafilms;;;1;;;;;1
EZ;Barbara Alberts Office Support;;;1;;;;;1
EZ;Barnel B.V.;;;1;;;;;1
EZ;Bart Bremmer Innovatiesocioloog;;;1;;;;;1
EZ;Bart Kiewiet Consultancy;;;1;;;;;1
EZ;Bart Poel Consultancy B.V.;;;2;;;;;2
EZ;Bart van Vliet Freelance Fotograaf;;;1;;;;;1
EZ;Bas Haring;;;1;;;;;1
EZ;Bas van Horn;;;1;;;;;1
EZ;BaseClear B.V.;;;2;;;;;2
EZ;Basis & Beleid Organisatie-Adviseurs B.V.;;;2;;;;;2
EZ;Bastiaan Bijl Consultancy;;;2;;;;;2
EZ;Bastiaan Bijl Consultancy GmbH;;;2;;;;;2
EZ;Bawa la Tumaini Ltd;;;1;;;;;1
EZ;BBA Binnenmilieu B.V.;;;1;;;;;1
EZ;BBM Ledlight Products B.V.;1;;;;;;;1
EZ;BDO Audit & Assurance B.V.;;;1;;;;;1
EZ;BE Vital;;;2;;;;;2
EZ;Beagle Sustainable Solutions;;;3;;;;;3
EZ;Beatex;;;3;;;;;3
EZ;BECO Groep B.V.;;;1;;;;;1
EZ;Behavioural Insights Team;;;2;;;;;2
EZ;Beheer- en Expl.mij. Westergasfabriek B.V.;;;2;;;;;2
EZ;Behind the Story;;;1;;;;;1
EZ;Beleidstheater;;;2;;;;;2
EZ;Bemeko B.V.;;;2;;;;;2
EZ;Ben Koenen B.V.;;;1;;;;;1
EZ;Beneden ! bvba;;;1;;;;;1
EZ;Benraad Hernieuwt;;;2;;;;;2
EZ;Berenschot B.V.;;;4;;;;;4
EZ;Berenschot Groep B.V.;4;;6;;;;;6
EZ;Bernadette Botman Consult;;;2;;;;;2
EZ;Beroepsorganisatie Nederlandse Ontwerpers;;;1;;;;;1
EZ;Bert Hellinger Instituut Nederland;;;1;;;;;1
EZ;Best Value Group B.V.;;;1;;;;;1
EZ;Between B.V.;7;;;;;;;7
EZ;Bev. der Bouwk. Bond v. Nederland. Arch. BNA;;;2;;;;;2
EZ;Bewonersbedrijf Kamperpoorterij (Wijkcentrum Ons Eigen Huis);;;1;;;;;1
EZ;Bezoekerscentrum de Kennemerduinen;;;1;;;;;1
EZ;Bibliotheek Franeker;;;1;;;;;1
EZ;Bibo Expression;;;2;;;;;2
EZ;Bierens;;;1;;;;;1
EZ;BigData Republic B.V.;;;2;;;;;2
EZ;BIJ12;1;;;;;;;1
EZ;Bikker & Company B.V.;;;5;;;;;5
EZ;Bilderberg Hotel De Keizerskroon;;;1;;;;;1
EZ;Bio Intelligence Service SA;;;2;;;;;2
EZ;Bio Refinery Development B.V.;;;1;;;;;1
EZ;BioAware SA N.V.;;;1;;;;;1
EZ;Biomass Research B.V.;;;2;;;;;2
EZ;BIOnetWORKS;;;2;;;;;2
EZ;Bionext;;;3;;;;;3
EZ;Birch Consultants B.V.;;;2;;;;;2
EZ;Bita Bina Semesta, PT;;;1;;;;;1
EZ;BK Ingenieurs Holding B.V.;;;2;;;;;2
EZ;Blaauwendraad Advies;;;2;;;;;2
EZ;Blackwood Advies;;;2;;;;;2
EZ;Blauw Research B.V.;;;2;;;;;2
EZ;Bleyl;;;1;;;;;1
EZ;BLIK51;;;1;;;;;1
EZ;Blink2Blinked;;;1;;;;;1
EZ;BLIX Consultancy B.V.;;;6;;;;;6
EZ;Bloc B.V.;;;2;;;;;2
EZ;Bloem Doze Nienhuis B.V.;;;1;;;;;1
EZ;Blok;;;2;;;;;2
EZ;Blom;;;2;;;;;2
EZ;Blonk Milieu Advies B.V.;;;3;;;;;3
EZ;Bloomberg Finance L.P.;;;3;;;;;3
EZ;Blue Collar Hotel;;;1;;;;;1
EZ;Blue Skies Consultancy UK Ltd;;;4;;;;;4
EZ;Blueconomy B.V.;;;1;;;;;1
EZ;BMC Advies B.V.;;;3;;;;;3
EZ;BMC Implementatie;;;1;;;;;1
EZ;Bodec B.V.;;;1;;;;;1
EZ;BodemenergieNL;;;2;;;;;2
EZ;Boekel De Nerée;;;1;;;;;1
EZ;Boekhandel Van der Velde B.V.;;;1;;;;;1
EZ;Boer & Croon Corporate Finance B.V.;;;4;;;;;4
EZ;Boer & Croon Management B.V.;;;3;;;;;3
EZ;Boer Bos Management van Natuurtalent;;;1;;;;;1
EZ;Boer Brunia;;;1;;;;;1
EZ;Boerdam;;;2;;;;;2
EZ;bol.com B.V.;;;1;;;;;1
EZ;BOM;;;2;;;;;2
EZ;Bomendienst;;;1;;;;;1
EZ;Bons Negocios!;;;2;;;;;2
EZ;Bont Interior Design;;;1;;;;;1
EZ;Boot Coffee;;;1;;;;;1
EZ;Borgman Beheer Advies V.O.F.;;;2;;;;;2
EZ;Bosch & Van Rijn B.V.;;;2;;;;;2
EZ;Bosch en Slabbers Den Haag B.V.;;;1;;;;;1
EZ;Boslaan B.V.;;;1;;;;;1
EZ;Bourgonje Geluid- en Lichtservice B.V.;;;1;;;;;1
EZ;Bouwbedrijf Tadema Groningen;;;1;;;;;1
EZ;Bouwen en Milieu;;;1;;;;;1
EZ;Bouwkennis B.V.;;;1;;;;;1
EZ;Bouwstenen voor Sociaal;;;1;;;;;1
EZ;Bouzy;;;1;;;;;1
EZ;Bovenkamers;;;2;;;;;2
EZ;BPRvisie Rental Solutions;;;1;;;;;1
EZ;Brabant Water N.V.;;;3;;;;;3
EZ;Brabantse Populieren Vereniging;;;2;;;;;2
EZ;Braber Infinitus Energy Solutions;;;1;;;;;1
EZ;Branche Vereniging Organische Reststoffen;;;2;;;;;2
EZ;Brand Project & Advies B.V.;;;1;;;;;1
EZ;Brand! communicatie B.V.;;;2;;;;;2
EZ;Brandwijk Sales B.V.;;;2;;;;;2
EZ;Brandwise B.V.;;;4;;;;;4
EZ;Braveheart Shipping B.V.;;;2;;;;;2
EZ;Bregman Advisering B.V.;;;2;;;;;2
EZ;Breijer Contractonderhoud B.V.;2;;;;;;;2
EZ;Brein - communicatieadvies & tekst;;;1;;;;;1
EZ;BRESSER BOUW B.V.;;;1;;;;;1
EZ;Brightface Enterprises;;;1;;;;;1
EZ;Brink Management/Advies;;;2;;;;;2
EZ;BRO;;;5;;;;;5
EZ;Bruggink & vd Velden Advocaten. Bel.adv. B.V.;;;2;;;;;2
EZ;Brunel Nederland B.V.;;;;;2;;;2
EZ;Bruno Steiner Advies;;;2;;;;;2
EZ;BSA Schaderegeling B.V.;;;;;2;;;2
EZ;BSD Consulting;;;2;;;;;2
EZ;BSI Management Systems CIS, LLC;;;1;;;;;1
EZ;BT Nederland N.V.;;;;4;;;;4
EZ;BT Professional Services Nederland B.V.;8;;2;;;;;8
EZ;BTC Mediatest B.V.;;;2;;;;;2
EZ;Bubbles Company B.V.;;;1;;;;;1
EZ;Buck Consultants International;;;2;;;;;2
EZ;Buck Consultants International B.V.;;;2;;;;;2
EZ;BügelHajema Adviseurs B.V.;;;2;;;;;2
EZ;Buijsse Consultancy B.V.;;;1;;;;;1
EZ;BuildDesk Benelux B.V.;;;1;;;;;1
EZ;Building Vision B.V.;;;2;;;;;2
EZ;Buildsight B.V.;;;3;;;;;3
EZ;Bureau A tot Z;;;1;;;;;1
EZ;Bureau Bartels B.V.;;;2;;;;;2
EZ;Bureau Berdt;;;2;;;;;2
EZ;Bureau BlauwGeel B.V.;;;1;;;;;1
EZ;Bureau Brand;;;1;;;;;1
EZ;Bureau Buitenkans;;;2;;;;;2
EZ;Bureau De Heer;;;2;;;;;2
EZ;Bureau Europeen des Unions de Consommateurs;;;1;;;;;1
EZ;Bureau Leeters;;;4;;;;;4
EZ;Bureau Mozaiek;;;2;;;;;2
EZ;Bureau Mulder-Natuurlijk;;;2;;;;;2
EZ;Bureau Onderweg;;;1;;;;;1
EZ;Bureau Van de Wetering;;;3;;;;;3
EZ;Bureau van Veen;;;2;;;;;2
EZ;Bureau voor Overheidscommunicatie B.V.;3;;;;;;;3
EZ;Bureau Waardenburg B.V.;;;4;;;;;4
EZ;Bureau ZET;;;2;;;;;2
EZ;BureauSierteelt.nl B.V.;;;2;;;;;2
EZ;Bureautaal B.V.;;;1;;;;;1
EZ;Burke Agro de Nicaragua, S.A.;;;1;;;;;1
EZ;Buro Beeld B.V.;;;1;;;;;1
EZ;Buro Blauw B.V.;;;1;;;;;1
EZ;Buro Brands;;;1;;;;;1
EZ;Buro del Rey;;;1;;;;;1
EZ;Burosa;;;2;;;;;2
EZ;Business Bridge;;;2;;;;;2
EZ;Business Development Group;;;1;;;;;1
EZ;Business Development Holland B.V.;;;1;;;;;1
EZ;Business Management Concepts;;;1;;;;;1
EZ;Business Openers B.V.;;;3;;;;;3
EZ;BuzzMaster B.V.;;;1;;;;;1
EZ;BViT Noordwijk;;;1;;;;;1
EZ;C. Franke;1;;;;;;;1
EZ;C. Verhoef;1;;;;;;;1
EZ;C.G Rio de Janeiro;;;1;;;;;1
EZ;C.M. Marcus;;;1;;;;;1
EZ;C.N. Min Beheer B.V.;;;2;;;;;2
EZ;C22C B.V.;;;2;;;;;2
EZ;Cabinet Audit et Conseil CAC Ousseynou Lagnane;;;1;;;;;1
EZ;CADEX - Cámara de Exportadores Santa Cruz;;;2;;;;;2
EZ;Cailin Partners;;;2;;;;;2
EZ;Callaghan;;;1;;;;;1
EZ;Can you imagine;;;1;;;;;1
EZ;Canal Digitaal;;;;1;;;;1
EZ;CanCreate Concepts & Productions;;;1;;;;;1
EZ;Candour & Partners;;;2;;;;;2
EZ;Capgemini Nederland B.V.;4;;4;;;;;5
EZ;Capricorn Projekt B.V.;;;1;;;;;1
EZ;Carat Nederland B.V.;;;3;;;;;3
EZ;Caribbean Netherlands Science Institute (CNSI);;;2;;;;;2
EZ;Caring4Cars;1;;;;;;;1
EZ;Carla van Gotum Ontwikkeling & Theater;;;1;;;;;1
EZ;carli-d;;;1;;;;;1
EZ;CARMABI Foundation;;;1;;;;;1
EZ;Carnegie Consult B.V.;;;3;;;;;3
EZ;Carsten RÖH Consulting;;;1;;;;;1
EZ;Carver;;;2;;;;;2
EZ;Carwei Communications;;;2;;;;;2
EZ;Casa Academica Amsterdam B.V.;;;1;;;;;1
EZ;Cause & Affect Speeches;;;1;;;;;1
EZ;cc:K;;;4;;;;;4
EZ;CC4U&Me - Cultural Creatives for U&Me;;;1;;;;;1
EZ;CE Delft;;;5;;;;;5
EZ;Cedla;;;2;;;;;2
EZ;Cees Bavius Allerlei;;;1;;;;;1
EZ;Cees van Casteren;;;4;;;;;4
EZ;Cees Vulto Consulting B.V.;;;2;;;;;2
EZ;Cefas;;;4;;;;;4
EZ;CelSian Glass & Solar B.V.;;;3;;;;;3
EZ;CEM Benchmarking;;;2;;;;;2
EZ;CENER Centro Nacional De Energias Renovables;;;1;;;;;1
EZ;Center For Organizational Performance B.V.;;;2;;;;;2
EZ;Centrale Organisatie voor de Vleessector;;;2;;;;;2
EZ;Centrum voor mindfulness Leiden;;;1;;;;;1
EZ;Certifield International B.V.;;;2;;;;;2
EZ;Certios;;;2;;;;;2
EZ;CertiQ B.V.;;;3;;;;;3
EZ;CGI Nederland B.V.;;;4;;;;;4
EZ;Charles River Laboratories Den Bosch B.V.;;;1;;;;;1
EZ;Chatik International;;;2;;;;;2
EZ;Chef Catering;;;1;;;;;1
EZ;Chinees Restaurant 'Paradijs';;;1;;;;;1
EZ;ChiPro GmbH;;;4;;;;;4
EZ;Chris Westra Consulting B.V.;;;2;;;;;2
EZ;Chubb Fire & Security B.V.;;;1;;;;;1
EZ;Ciconia Aviation Services B.V.;;;2;;;;;2
EZ;Cimsolutions;7;;;;;;;7
EZ;Cinop Advies B.V.;;;2;;;;;2
EZ;Ciran Nederland B.V.;;;1;;;;;1
EZ;Circular Landscapes;;;1;;;;;1
EZ;Cirkelstad;;;1;;;;;1
EZ;Cit Industriell Energi Ab;;;1;;;;;1
EZ;Citaat V.O.F.;;;3;;;;;3
EZ;Citigate First Financial B.V.;;;2;;;;;2
EZ;Cityförster;;;2;;;;;2
EZ;CL Venture Partners B.V.;;;1;;;;;1
EZ;Clipit News B.V.;;;1;;;;;1
EZ;CLM Onderzoek en Advies B.V.;;;2;;;;;2
EZ;clothing connect B.V.;;;4;;;;;4
EZ;CloudVPS;;;1;;;;;1
EZ;Club van Delft;;;1;;;;;1
EZ;CMS Derks Star Busmann;;;;;2;;;2
EZ;Co.-Motion Consult;;;3;;;;;3
EZ;Coastal & Marine Union;;;1;;;;;1
EZ;COCOCAN;;;2;;;;;2
EZ;Coffee a Cup Cooperative Society Ltd.;;;1;;;;;1
EZ;CO-Laboratory . ltd;;;2;;;;;2
EZ;College van Gedeputeerde Staten van de provincie Limburg;2;;;;;;;2
EZ;Common Wadden Sea Secretariat;;;5;;;;;5
EZ;Communicatie Bureau Podium B.V.;;;1;;;;;1
EZ;Communicatiebureau De Lynx;;;2;;;;;2
EZ;"Companen: Adviesgr. Beleid; Onderz./Plann. BV";;;1;;;;;1
EZ;Compas Q;;;1;;;;;1
EZ;COMPASS GmbH;;;4;;;;;4
EZ;Compass Group Nederland B.V.;;;1;;;;;1
EZ;Competa It B.V.;;;2;;;;;2
EZ;Concept7 B.V.;;;2;;;;;2
EZ;Concepts To Go;;;2;;;;;2
EZ;Concorde Group B.V.;;;;1;;;;1
EZ;ConFusion Matching;;;1;;;;;1
EZ;Conico Valves B.V.;;;1;;;;;1
EZ;Conoship International B.V.;;;2;;;;;2
EZ;Conquaestor B.V.;;;4;;;;;4
EZ;Consolair B.V.;;;1;;;;;1
EZ;Consorcio Ecuatoriano para la Responsabilidad Social;;;2;;;;;2
EZ;Consulaat-Generaal in Dubai;;;1;;;;;1
EZ;Consultancy Bureau Santema;;;2;;;;;2
EZ;CONSULTING SERVICES;;;1;;;;;1
EZ;ConsultingKids;;;2;;;;;2
EZ;ConsumerView Group Ltd;;;2;;;;;2
EZ;Contenemos;;;1;;;;;1
EZ;Content to Image B.V.;;;2;;;;;2
EZ;Coöperat. Ver. Nuttig Landschap Nederland UA;;;1;;;;;1
EZ;Coöperatie ACS partners UA;;;1;;;;;1
EZ;coöperatie ADMONDO UA;2;;3;;;;;4
EZ;Coöperatie Dutch Creative Industries UA;;;2;;;;;2
EZ;Coöperatie Hoeve Biesland BA;;;1;;;;;1
EZ;Coöperatie NoorderlandMelk UA;;;1;;;;;1
EZ;Coöperatief Congrestolkensecretariaat UA;;;2;;;;;2
EZ;Coöperatief Nevasco UA;;;2;;;;;2
EZ;Coöperatieve Circle Economy UA;;;5;;;;;5
EZ;Coöperatieve Publieke Versnellers UA;;;1;;;;;1
EZ;Coöperatieve Rabobank Haarlem en omstreken U.A.;;;1;;;;;1
EZ;Coöperatieve Vereniging SAMEEN UA;;;1;;;;;1
EZ;Cooperativa la Dulce Miel R.L.;;;1;;;;;1
EZ;Coördesign B.V.;2;;;;;;;2
EZ;Coppens Advies;;;1;;;;;1
EZ;Copper8 B.V.;;;2;;;;;2
EZ;Cornelissen Consulting Services B.V.;;;2;;;;;2
EZ;Cornelius Mzezewa;;;2;;;;;2
EZ;Corporate Hotel Connections;;;;;1;;;1
EZ;Corrino Films B.V.;;;1;;;;;1
EZ;Corten Marine Research B.V.;;;2;;;;;2
EZ;Courage, Stichting Innovatie Rundveehouderij;;;1;;;;;1
EZ;Couriers Sneltransport;;;;1;;;;1
EZ;Cownexxion;;;2;;;;;2
EZ;Cowsignals Training Company B.V.;;;1;;;;;1
EZ;Craft Afrika;;;1;;;;;1
EZ;Cramer Milieuadvies;;;1;;;;;1
EZ;Cre-Aid B.V.;;;1;;;;;1
EZ;Créaset S.A.;;;4;;;;;4
EZ;Creating Perspective;;;1;;;;;1
EZ;Creatz;;;2;;;;;2
EZ;CREM B.V.;;;4;;;;;4
EZ;Crisislab;;;3;;;;;3
EZ;Crisisplan B.V.;;;3;;;;;3
EZ;Crowd Support B.V.;;;1;;;;;1
EZ;Customerfactory B.V.;;;2;;;;;2
EZ;CWF B.V.;1;;;;;;;1
EZ;Cynthia Boll Photography;;;2;;;;;2
EZ;D., A.A., M.P. en D.R. de Boer;;;1;;;;;1
EZ;D.J. Joustra;;;2;;;;;2
EZ;D.K.J. Tommel Adv., Directievoer. & Toez.;;;1;;;;;1
EZ;D7 archeologie;;;1;;;;;1
EZ;Daccle B.V.;;;4;;;;;4
EZ;Dagvoorzitter.nl;;;1;;;;;1
EZ;Daily Business;;;2;;;;;2
EZ;Damen Bemiddeling;;;;;1;;;1
EZ;Dammers Interaction;;;3;;;;;3
EZ;Data B. Mailservice B.V.;1;;;;;;;1
EZ;DatacenterAdvies.nl;;;2;;;;;2
EZ;David Redeker;;;2;;;;;2
EZ;DBvT;;;1;;;;;1
EZ;DDFA B.V.;;;1;;;;;1
EZ;De Advocaten van Van Riet B.V.;;;1;;;;;1
EZ;De Architectencombinatie Oeverzaaijerlyongo;;;1;;;;;1
EZ;De Argumentenfabriek B.V.;;;3;;;;;3
EZ;De Baaij, Verbeeten & Partners B.V.;;;3;;;;;3
EZ;De Boer Onderzoek & Projectmanagement;;;2;;;;;2
EZ;De Boerenstee;;;1;;;;;1
EZ;De Booij Party en Congresarchitekten;;;2;;;;;2
EZ;De Brauw Blackstone Westbroek N.V.;;;;;4;;;4
EZ;De Bruijn Diensten;;;1;;;;;1
EZ;De Economen;;;1;;;;;1
EZ;De Eiland Pers;;;1;;;;;1
EZ;De Galan Groep B.V.;;;5;;;5;;6
EZ;De Gemeynt Coöperatie UA;;;3;;;;;3
EZ;De Groene Zaak;;;4;;;;;4
EZ;De Heus Opleidingsconsultancy;;;2;;;;;2
EZ;De investeringsmaatschappij;;;3;;;;;3
EZ;De Jong & Verder B.V.;;;1;;;;;1
EZ;De keuken van Thijs;;;1;;;;;1
EZ;De Klantcontact Monitor B.V.;;;2;;;;;2
EZ;De Kleijn Energy Consulting B.V.;;;2;;;;;2
EZ;De Kooi;;;1;;;;;1
EZ;De Kwartiermakers Huub Janssen;;;5;;;;;5
EZ;de la Vieter Consultancy;;;1;;;;;1
EZ;De Laar B.V.;;;2;;;;;2
EZ;De Lof der Zotheid (Breitner);;;1;;;;;1
EZ;De Merkplaats B.V.;;;1;;;;;1
EZ;De Natuurverdubbelaars;;;2;;;;;2
EZ;De Nieuwe Karmeliet;;;1;;;;;1
EZ;De Ruijter Strategie B.V.;;;2;;;;;2
EZ;De schaal van Kampen;;;2;;;;;2
EZ;De SeniorenMakelaar;;;1;;;;;1
EZ;De Staffing Groep B.V.;;;3;;;;;3
EZ;De Tombe Consultancy B.V.;;;1;;;;;1
EZ;De Vlinderstichting;;;2;;;;;2
EZ;De Waard Eetbaar Landschap;;;2;;;;;2
EZ;DE WATERMOLEN van Opwetten B.V.;;;1;;;;;1
EZ;de Wijkondernemer;;;1;;;;;1
EZ;De Wijkplaats B.V.;;;1;;;;;1
EZ;De Wikel B.V.;;;2;;;;;2
EZ;De Zevensprong Coöperatie UA;;;1;;1;;;2
EZ;De Zwarte Vosch B.V.;;;1;;;;;1
EZ;Debbee Dale Development Limited;;;4;;;;;4
EZ;Decisio B.V.;;;4;;;;;4
EZ;Decoded;;;2;;;;;2
EZ;Deerns Nederland B.V.;;;1;;;;;1
EZ;Degen en Leideritz;1;;;;;;;1
EZ;DEKRA Certification B.V.;2;;2;;;;;3
EZ;Delft Research Group B.V.;;;1;;;;;1
EZ;Delftechniek;;;1;;;;;1
EZ;Delight Products B.V.;;;1;;;;;1
EZ;Deloitte Accountants;;;1;;;;;1
EZ;Deloitte Consulting B.V.;;;4;;;5;;5
EZ;Deloitte Group Support Center B.V.;;;2;;;;;2
EZ;Delphy B.V.;;;3;;;;;3
EZ;DELTA N.V.;;;2;;;;;2
EZ;Deltares Indonesia;;;2;;;;;2
EZ;Demi Sec;;;1;;;;;1
EZ;Den Haag Centrum v. Strategische Studies B.V.;;;2;;;;;2
EZ;Den Hollander Advocaten B.V.;;;;;1;;;1
EZ;Department of the Future B.V.;;;1;;;;;1
EZ;Design & Development;;;1;;;;;1
EZ;Det Norske Veritas - GL Energy;;;2;;;;;2
EZ;Det Norske Veritas B.V.;;;1;;;;;1
EZ;Det Norske Veritas Danmark;;;2;;;;;2
EZ;Detron Telecom Enterprise;2;;;;;;;2
EZ;Deutsche Gesellschaft Für Internationale Zusammenarbeit GmbH;;;5;;;;;5
EZ;Deutsche Windguard;;;3;;;;;3
EZ;Development Analysis and Research Team DART;;;1;;;;;1
EZ;DGMR Bouw B.V.;;;4;;;;;4
EZ;DGMR Raadgevende Ingenieurs B.V.;;;3;;;;;3
EZ;DHI;;;4;;;;;4
EZ;Diabel NDAW;;;2;;;;;2
EZ;Dialogic Innovatie & Interactie;;;5;;;;;5
EZ;Dialogic Innovatie & Interactie B.V.;;;3;;;;;3
EZ;Dierenartsenpraktijk Ell;;;1;;;;;1
EZ;Dietz Dröge & van Loo B.V.;;;1;;;;;1
EZ;Difco International B.V.;;;3;;;;;3
EZ;DIG - Design Innovation Group B.V.;;;1;;;;;1
EZ;Dinalog;;;2;;;;;2
EZ;Dionar B.V.;;;;1;;;;1
EZ;Direct Teleservice B.V.;;;;2;;;;2
EZ;Dirks Water Advisory Services;;;2;;;;;2
EZ;Display Concepts B.V.;;;1;;;;;1
EZ;Ditty Blom Plan+Project;;;2;;;;;2
EZ;DLV Intensief Advies B.V.;;;1;;;;;1
EZ;DM Frigo;;;2;;;;;2
EZ;DMT GmbH & Co. KG;;;2;;;;;2
EZ;DNV GL Generators B.V.;;;4;;;;;4
EZ;DNV GL Netherlands B.V.;;;2;;;;;2
EZ;Docfactory B.V.;;;2;;;;;2
EZ;Doekle Terpstra Advies;;;4;;;;;4
EZ;Domucantus B.V.;;;2;;;;;2
EZ;Donki Gotte;;;1;;;;;1
EZ;Dorine Spanjers;;;2;;;;;2
EZ;Dorpshuis Ten Post;;;1;;;;;1
EZ;DotEcon Ltd;5;;;;1;;;5
EZ;Douw & Koren B.V.;;;2;;;;;2
EZ;Down to Earth B.V.;;;1;;;;;1
EZ;Doxis;;;2;;;;;2
EZ;Dr. G.L. Sporre;;;1;;;;;1
EZ;Dr. Holly Alexandra Ritchie;;;2;;;;;2
EZ;Dr. van Haeringen Laboratorium B.V.;;;1;;;;;1
EZ;Driven By Values B.V.;;;2;;;;;2
EZ;Dröge & Van Drimmelen, C.C. & Publ. Aff. B.V.;;;3;;;;;3
EZ;Dröge&V. Drimmelen, Corp.Comm.&Publ.Aff. B.V.;;;3;;;;;3
EZ;Droom van Zwolle;;;1;;;;;1
EZ;DRRR GmbH;;;1;;;;;1
EZ;Drs. Irma van Leeuwen MRE;;;2;;;;;2
EZ;DucaRes B.V.;;;;;1;;;1
EZ;Dudok Den Haag B.V.;;;1;;;;;1
EZ;Duijvestijn Energie B.V.;;;;;;;1;1
EZ;Duke University;;;1;;;;;1
EZ;Dun & Bradstreet B.V.;;;2;;;;;2
EZ;DuneWorks B.V.;;;2;;;;;2
EZ;Dutch Association Geothermal Operators (DAGO);;;3;;;;;3
EZ;Dutch Digital Agencies (DDA);;;2;;;;;2
EZ;Dutch Embassy Jakarta;;;2;;;;;2
EZ;Dutch Innovation Centre for Electric Road Transport;;;3;;;;;3
EZ;Dutch Moldovan Business Council (DMBC) B.V.;;;2;;;;;2
EZ;Dutch Operat. Train. Equipm. Services (DOTES);;;2;;;;;2
EZ;Dutch Research Institute for Transitions B.V.;;;2;;;;;2
EZ;Duurzaam Vooruit;;;1;;;;;1
EZ;DuurzaamGebouw B.V.;;;2;;;;;2
EZ;Dvelop Advies Management;;;1;;;;;1
EZ;DWA Installatie- en energieadvies;;;3;;;;;3
EZ;Dwarsverband;;;2;;;;;2
EZ;E & M Exportmanagement B.V.;;;2;;;;;2
EZ;E Coltdgroup;;;1;;;;;1
EZ;E.H. Struik Holding B.V.;;;2;;;;;2
EZ;E.J.J. Koopman Management B.V.;;;4;;;;;4
EZ;E.K.A. Energie Klimaat Advies;;;1;;;;;1
EZ;E.T. Ebbens Wateradvies & Projecten;;;2;;;;;2
EZ;E4 Consulting;;;2;;;;;2
EZ;EASSI Ltd. Events And Show Services International;;;2;;;;;2
EZ;EB Quaye;;;1;;;;;1
EZ;EBSCO Information Services B.V.;;;2;;;;;2
EZ;ECEE;;;1;;;;;1
EZ;EcoAgriculture International;;;3;;;;;3
EZ;Ecobus Consult;;;1;;;;;1
EZ;Eco-Call Services;;;1;;;;;1
EZ;Ecocert SA;;;1;;;;;1
EZ;EcoChain Technologies B.V.;;;2;;;;;2
EZ;Ecofys Investments B.V.;;;2;;;;;2
EZ;Ecofys Netherlands B.V.;;;5;;;;;5
EZ;Eco-movement B.V.;;;2;;;;;2
EZ;Economic Consulting Associates ECA;;;4;;;;;4
EZ;Economic Point of View B.V.;;;2;;;;;2
EZ;Ecorys B.V.;;;1;;;;;1
EZ;ECORYS Nederland B.V.;;;6;;;;;6
EZ;Ecospace;;;1;;;;;1
EZ;EcoVision N.V.;;;2;;;;;2
EZ;EDC Environmental & Dredging Consultancy;;;2;;;;;2
EZ;EDM-Competence Centre B.V.;;;;;;3;;3
EZ;Ednoco LLC;;;2;;;;;2
EZ;Edurne Quincoces;;;2;;;;;2
EZ;EED Advisory;;;1;;;;;1
EZ;Eelerwoude B.V.;;;2;;;;;2
EZ;Eemflow Energy;;;2;;;;;2
EZ;Eemlandhoeve;;;1;;;;;1
EZ;Eemshotel;;;1;;;;;1
EZ;Eenmooietoekomst B.V.;;;2;;;;;2
EZ;Effectory B.V.;1;;2;;;;;2
EZ;EG Media;;;1;;;;;1
EZ;Eggink van Manen B.V.;;;2;;;;;2
EZ;EGN Nederland B.V.;;;1;;;;;1
EZ;EH Kidane;;;2;;;;;2
EZ;Eiffel B.V.;2;;;;;;;2
EZ;Ekopart Kees Water Advies;;;1;;;;;1
EZ;El Qatarijne;;;1;;;;;1
EZ;Elannet B.V.;;;1;;;;;1
EZ;Elastomer Research Testing B.V.;;;1;;;;;1
EZ;Elba-Rec;;;2;;;;;2
EZ;Electric Vehicle Initiative;;;2;;;;;2
