objectid,functie,omschrijving,shape.area,shape.len,longitude,latitude,_z
76,werkgebied,gv-vlk-ruv functie,0,0,137051.37900000066,399178.0949999988,-9999
78,werkgebied,gv-vlk-ruv functie,0,0,136982.49700000137,398856.36300000176,-9999
129,werkgebied,gv-vlk-ruv functie,0,0,136193.84200000018,397709.7509999983,-9999
190,werkgebied,gv-vlk-ruv functie,0,0,132837.23200000077,400133.23099999875,-9999
278,werkgebied,gv-vlk-ruv functie,0,0,139713.1009999998,401913.2749999985,-9999
371,werkgebied,gv-vlk-ruv functie,0,0,129236.68600000069,401590.1400000006,-9999
377,werkgebied,gv-vlk-ruv functie,0,0,136584.15700000152,399501.7120000012,-9999
469,werkgebied,gv-vlk-ruv functie,0,0,132610.99599999934,398947.97399999946,-9999
442,werkgebied,gv-vlk-ruv functie,0,0,134839.87299999967,398089.8539999984,-9999
489,werkgebied,gv-vlk-ruv functie,0,0,132605.60700000077,398947.0080000013,-9999
498,werkgebied,gv-vlk-ruv functie,0,0,127205.99799999967,402113.09800000116,-9999
512,werkgebied,gv-vlk-ruv functie,0,0,131789.28599999845,400531.2039999999,-9999
514,werkgebied,gv-vlk-ruv functie,0,0,128210.26099999994,401426.37000000104,-9999
551,werkgebied,gv-vlk-ruv functie,0,0,127403.29100000113,401107.9609999992,-9999
553,werkgebied,gv-vlk-ruv functie,0,0,131503.49599999934,399772.2280000001,-9999
555,werkgebied,gv-vlk-ruv functie,0,0,127180.59899999946,402107.7320000008,-9999
525,werkgebied,gv-vlk-ruv functie,0,0,128256.33900000155,401417.0300000012,-9999
526,werkgebied,gv-vlk-ruv functie,0,0,129957.86600000039,399807.6700000018,-9999
529,werkgebied,gv-vlk-ruv functie,0,0,130084.44799999893,399431.91099999845,-9999
544,werkgebied,gv-vlk-ruv functie,0,0,129751.18699999899,399804.1090000011,-9999
583,werkgebied,gv-vlk-ruv functie,0,0,132297.89299999923,395019.8209999986,-9999
557,werkgebied,gv-vlk-ruv functie,0,0,128264.45300000161,401451.02800000086,-9999
560,werkgebied,gv-vlk-ruv functie,0,0,127490.16099999845,401053.99500000104,-9999
574,werkgebied,gv-vlk-ruv functie,0,0,134020.64200000092,398918.95899999887,-9999
584,werkgebied,gv-vlk-ruv functie,0,0,131508.14600000158,394582.561999999,-9999
601,werkgebied,gv-vlk-ruv functie,0,0,130871.42599999905,393951.40300000086,-9999
959,werkgebied,gv-vlk-ruv functie,0,0,135902.09299999848,397594.80900000036,-9999
971,werkgebied,gv-vlk-ruv functie,0,0,135687.26099999994,397187.11199999973,-9999
979,werkgebied,gv-vlk-ruv functie,0,0,135403.98000000045,397686.7049999982,-9999
911,werkgebied,gv-vlk-ruv functie,0,0,136203.12799999863,397728.76900000125,-9999
924,werkgebied,gv-vlk-ruv functie,0,0,137031.12200000137,399307.02600000054,-9999
947,werkgebied,gv-vlk-ruv functie,0,0,135259.2349999994,398360.5450000018,-9999
952,werkgebied,gv-vlk-ruv functie,0,0,136908.3449999988,398630.8669999987,-9999
827,werkgebied,gv-vlk-ruv functie,0,0,135020.45699999854,397721.6220000014,-9999
687,werkgebied,gv-vlk-ruv functie,0,0,130852.55900000036,393948.6420000009,-9999
830,werkgebied,gv-vlk-ruv functie,0,0,134894.4699999988,397922.875,-9999
634,werkgebied,gv-vlk-ruv functie,0,0,131760.01900000125,393478.09099999815,-9999
767,werkgebied,gv-vlk-ruv functie,0,0,130755.35799999908,399695.6629999988,-9999
648,werkgebied,gv-vlk-ruv functie,0,0,130723.2100000009,394145.2529999986,-9999
651,werkgebied,gv-vlk-ruv functie,0,0,133994.83900000155,398720.3579999991,-9999
653,werkgebied,gv-vlk-ruv functie,0,0,130449.77800000086,393679.88899999857,-9999
779,werkgebied,gv-vlk-ruv functie,0,0,134835.96700000018,398071.91899999976,-9999
659,werkgebied,gv-vlk-ruv functie,0,0,132543.125,395033.5089999996,-9999
788,werkgebied,gv-vlk-ruv functie,0,0,134804.3500000015,398049.4299999997,-9999
877,werkgebied,gv-vlk-ruv functie,0,0,131140.84099999815,400036.6979999989,-9999
804,werkgebied,gv-vlk-ruv functie,0,0,132280.3999999985,395020.6499999985,-9999
