X,Y,OBJECTID,NUMMER,INSTALLATIENAAM,PLAATSINGSADRES,AFVALSTROOM,ZWERFVUILKLEP,BUURTNAAM,WIJKNAAM,MEETLOCATIENR,LAT,LON
5.91134718762232,51.9657111842578,41,743,00531,Lobeliastraat 40,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9657114,5.9113472
5.9103012991555,51.9642227891302,42,738,,Akkerwindestraat t/o No. 51,Restafval_ZW,Ja,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9642230,5.9103013
5.9122987453041,51.9654704072751,43,745,,Clematarisstraat 47,Papier,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9654706,5.9122988
5.9137204727918,51.9647227449269,44,747,,Lisdoddelaan/Papaverstraat,Restafval_ZW,Ja,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9647229,5.9137205
5.91062888339856,51.9668432973283,45,740,00682,Huissensestraat 62 voor Apotheek Zorgcentrum,PMD,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9668435,5.9106289
5.91065447639249,51.9668324342124,46,741,00681,Huissensestraat 62 voor Apotheek Zorgcentrum,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9668326,5.9106545
5.90714289460854,51.9667849643315,47,732,00679,Salvatorplein bij kerk,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9667851,5.9071429
5.90661152240725,51.967111516787,48,728,,Salvatorplein 40,Papier,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9671117,5.9066115
5.91289602581656,51.9651681361298,49,746,00532,Ribesstraat 47,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9651683,5.9128960
5.91227556170682,51.9654797805125,50,744,00528,Clematarisstraat 47,Restafval_ZW,Ja,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9654800,5.9122756
5.90776812583074,51.9676607982846,51,734,00520,Drieslag 4,Restafval_ZW,Ja,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9676610,5.9077681
5.90951010495737,51.9657615050821,52,737,00536,Hortensiastraat  3-31,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9657617,5.9095101
5.9103494447458,51.9653710670102,53,739,00537,Hortensiastraat 63-91,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9653712,5.9103495
5.90778285402266,51.9677221434944,54,1205,,Drieslag 4,Textiel,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9677223,5.9077829
5.90775497106807,51.9676471321534,55,735,,Drieslag 4,Glas,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9676473,5.9077550
5.90662949638365,51.9671280937712,56,730,00678,Salvatorplein 40,Restafval,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9671283,5.9066295
5.90664760186167,51.9671447160127,57,729,,Salvatorplein 40,Glas,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9671449,5.9066476
5.90712532095225,51.9667717949474,58,731,00679,Salvatorplein bij kerk,PMD,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9667720,5.9071253
5.90742360531372,51.9666387737086,59,733,,Salvatorplein bij kerk,Glas,Nee,Middelgraaflaan e.o.,Malburgen-Oost (Zuid),,51.9666389,5.9074236
5.854928825747,51.9468561752308,60,880,00680,Mierlostraat t.h.v. 15,Restafval_ZW,Ja,De Laar-West,De Laar,,51.9468565,5.8549289
5.91321404875196,51.9699562699072,61,681,,"Veerpolderstraat 15/19, brugwachter",PMD,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9699564,5.9132141
5.90870990083103,51.9684340694161,62,667,00049,Suikerland t.h.v. 2,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9684342,5.9087099
5.91421278450729,51.9695675275993,63,686,00054,Forelstraat 2,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9695677,5.9142128
5.90797112467542,51.9689231378847,64,665,,Margrietstraat  69 overzijde,Restafval_ZW,Ja,Groene Weide,Malburgen-Oost (Noord),,51.9689233,5.9079711
5.91181447943675,51.9683586778971,65,675,00042,Groene weide t/o No. 61-63,Restafval_ZW,Ja,Groene Weide,Malburgen-Oost (Noord),,51.9683588,5.9118145
5.91218560327953,51.9665269828306,66,680,00038,Huissensestraat t/h No. 109,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9665272,5.9121856
5.90839483169429,51.9693125429834,67,666,,Margrietstraat t/h No. 51,Papier,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9693127,5.9083948
5.90881583718087,51.9697061426287,68,668,00044,Margrietstraat t/h No. 33,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9697063,5.9088158
5.90923818417312,51.9700980854474,69,669,,Margrietstraat t/h No. 15,PMD,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9700982,5.9092382
5.91372284338254,51.9658849823176,70,685,00037,Huissensestraat t.h.v. 135,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9658852,5.9137228
5.91046661814623,51.9700621558123,71,674,00040,Graslaan t.h.v. 34,PMD,Nee,Groene Weide,Malburgen-Oost (Noord),38743,51.9700623,5.9104666
5.91048556565145,51.9700783809214,72,673,00039,Graslaan t.h.v. 34,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),38743,51.9700785,5.9104856
5.91192538675319,51.9705405300709,73,676,00048,Veerpolderstraat t/h No. 48-50,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9705407,5.9119254
5.91197958105029,51.9694447262989,74,677,00041,Graslaan 37,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9694449,5.9119796
5.91375162166198,51.9658738597769,75,684,,Huissensestraat t.h.v. 135,PMD,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9658740,5.9137516
5.91212422583925,51.9664928133207,76,679,,Huissensestraat t/h No. 109,Papier,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9664930,5.9121242
5.91631216221094,51.9672333766013,77,688,,Snoekstraat t.h.v. 2 overzijde in gazon,Restafval_ZW,Ja,Groene Weide,Malburgen-Oost (Noord),,51.9672335,5.9163122
5.9149382790577,51.9679877023531,78,687,00052,Grondelstraat 48A,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9679879,5.9149383
5.91353981578776,51.9684407296835,79,683,00051,Forelstraat t.h.v. 51 zijkant(Graslaan),Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9684409,5.9135398
5.91045029664198,51.9700976363418,80,671,,Graslaan t.h.v. 34,Papier,Nee,Groene Weide,Malburgen-Oost (Noord),38743,51.9700978,5.9104503
5.91043175286752,51.9700815891985,81,672,,Graslaan t.h.v. 34,Glas,Nee,Groene Weide,Malburgen-Oost (Noord),38743,51.9700818,5.9104318
5.90971749215329,51.9680347295505,82,670,00050,Distellaan t.h.v. 36,Restafval,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9680349,5.9097175
5.91324075837561,51.9699452232729,83,682,,"Veerpolderstraat 15/19, brugwachter",Restafval_ZW,Ja,Groene Weide,Malburgen-Oost (Noord),,51.9699454,5.9132408
5.9132681447264,51.9699340567566,84,1006,00676,"Veerpolderstraat 15/19, brugwachter",Papier,Nee,Groene Weide,Malburgen-Oost (Noord),,51.9699342,5.9132681
5.85869383805007,51.9512177834455,85,892,,Milweg 16,Glas,Nee,De Laar-West,De Laar,,51.9512181,5.8586939
5.85330471697497,51.9495899475974,86,875,,Aalburgstraat t/h No. 70-86,Restafval_ZW,Ja,De Laar-West,De Laar,,51.9495903,5.8533048
5.85530893063645,51.9456683400839,87,881,00771,Eindhovensingel 128,Restafval,Nee,De Laar-West,De Laar,,51.9456687,5.8553090
5.86300221821097,51.9499249616403,88,910,,Bredasingel 74 - 76,Papier,Nee,De Laar-West,De Laar,40888,51.9499253,5.8630023
5.86302019304807,51.9499403623958,89,911,,Bredasingel 74 - 76,Glas,Ja,De Laar-West,De Laar,40888,51.9499407,5.8630203
5.86305735938767,51.9499240374179,90,913,00066,Bredasingel 74 - 76,Restafval,Nee,De Laar-West,De Laar,40888,51.9499243,5.8630574
5.86005524550727,51.9506496538759,91,896,00063,Millweg 52 t/m 144,Restafval,Nee,De Laar-West,De Laar,,51.9506500,5.8600553
5.85651393627501,51.9482418330543,92,889,00071,Sint Oederodestraat / Vughtstraat,Restafval,Nee,De Laar-West,De Laar,,51.9482422,5.8565140
5.85456502727686,51.9458045115624,93,879,00070,Halsterenstraat t/h No. 143,Restafval,Nee,De Laar-West,De Laar,,51.9458048,5.8545651
5.86045644880175,51.945879948963,94,899,,Bredasingel / Erpstraat,Glas,Nee,De Laar-West,De Laar,,51.9458803,5.8604565
5.86112545011953,51.9464100226064,95,905,00068,Bredasingel / Eerselstraat,Restafval_ZW,Ja,De Laar-West,De Laar,,51.9464103,5.8611255
5.86170646495843,51.9486385184795,96,906,00067,Bredasingel t/o No. 214,Restafval,Nee,De Laar-West,De Laar,,51.9486388,5.8617065
5.86169494988075,51.9486116186906,97,907,,Bredasingel t/o No. 214,Papier,Nee,De Laar-West,De Laar,,51.9486119,5.8616950
5.86104040323979,51.9431852711993,98,904,00664,Boxmeerhof t.h.v. 2-20,Restafval_ZW,Ja,De Laar-West,De Laar,,51.9431856,5.8610405
5.8620787059824,51.9468776215783,99,908,00642,Cuijkstraat 1,Restafval,Nee,De Laar-West,De Laar,,51.9468779,5.8620788
5.85844468977634,51.9486661698391,100,891,00087,Woudrichemstraat 84,Restafval,Nee,De Laar-West,De Laar,,51.9486665,5.8584448
5.86376624433189,51.9522836673049,101,915,,Helmondstraat t.h.v. 1 zijkant,Restafval_ZW,Ja,De Laar-West,De Laar,,51.9522840,5.8637663
5.86057997735672,51.9459768219216,102,901,,Bredasingel / Erpstraat,PMD,Nee,De Laar-West,De Laar,,51.9459771,5.8605801
5.91535022652665,51.9914481806948,103,326,00251,Naëll Tynnegieterstraat 62 - 64,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9914483,5.9153502
5.91621055379326,51.9918733123901,104,330,00251,St. Antonielaan 73 overzijde,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9918734,5.9162106
5.91574212979235,51.9906416656718,105,328,00249,Graaf Lodewijkstraat 36 zijkant,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9906418,5.9157421
5.9115612486898,51.9899416261018,106,317,,Graaf Ottoplein 8,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9899417,5.9115613
5.9099473273731,51.9884392573164,107,315,00259,Sloetstraat 201,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9884394,5.9099473
5.91234924989564,51.9889983478656,108,319,00268,Sloetstraat 46,PMD,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9889984,5.9123493
5.91236054434205,51.9889763343969,109,320,00267,Sloetstraat 46,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9889764,5.9123606
5.91031673832302,51.9890503503602,110,316,00269,Jacob Cremerstraat 53 zijkant,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9890505,5.9103167
5.9123860410632,51.9898205866333,111,321,00244,Staringstraat 85,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9898207,5.9123861
5.91486580223907,51.9905178348034,112,325,00243,Leoninusstraat 62 - 64,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9905179,5.9148658
5.91590370791666,51.9892184801033,113,327,00262,Staringplein 2,Restafval,Nee,Klarendal-Noord,Klarendal,59711,51.9892186,5.9159037
5.90906589767849,51.9895260689843,114,312,00240,De Wiltstraat t/o no 92,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9895262,5.9090659
5.91442638649428,51.9892801031836,115,324,00263,Sloetstraat 2,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9892802,5.9144264
5.91749212574426,51.9914510161443,116,332,,Hommelseweg 319,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9914511,5.9174921
5.90989878465601,51.988426490245,117,313,00258,Sloetstraat 201,Restafval,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9884266,5.9098988
5.91160017811054,51.9899064168619,118,318,,Graaf Ottoplein 8,Glas,Nee,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9899065,5.9116002
5.91613794700751,51.9899428845429,119,329,00250,Hommelseweg 205/207,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9899430,5.9161380
5.91659267828061,51.9908472770374,120,331,00238,Bouwmeesterstraat 1,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9908474,5.9165927
5.90806709498886,51.9889842825463,121,311,00237,Apeldoornseweg t.h.v. No. 148,Restafval_ZW,Ja,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,,51.9889844,5.9080671
5.94488971446426,51.9892223100746,122,423,00387,Ernst Casimirlaan 6 - 62,Restafval,Nee,Plattenburg,Velperweg e.o.,,51.9892224,5.9448897
5.93253492737802,51.9876203291309,123,411,,Tivolilaan,Glas,Nee,Terrein ENKA,Velperweg e.o.,,51.9876204,5.9325349
5.93253399105274,51.9876379057285,124,410,00395,Tivolilaan,Restafval_ZW,Ja,Terrein ENKA,Velperweg e.o.,,51.9876380,5.9325340
5.94119854210599,51.9966443079454,125,436,00385,de Goeijenlaan 5,Restafval_ZW,Ja,Paasberg,Velperweg e.o.,,51.9966444,5.9411985
5.95096116864699,51.9923644956253,126,445,,Wellensteinlaan 15,Restafval_ZW,Ja,Paasberg,Velperweg e.o.,,51.9923646,5.9509612
5.94118049585989,51.9966555735664,127,435,,de Goeijenlaan 5,Restafval,Nee,Paasberg,Velperweg e.o.,,51.9966556,5.9411805
5.94121845040363,51.9966324277353,128,437,,de Goeijenlaan 5,Papier,Nee,Paasberg,Velperweg e.o.,,51.9966325,5.9412185
5.88917413461953,51.9911078399885,129,441,,Bauerstraat t.h.v. 6 overzijde,Glas,Nee,Sterrenberg,Burgemeesterswijk/Hoogkamp,,51.9911080,5.8891742
5.94797145575968,52.0020102503622,130,440,00405,Kloosterstraat 135-181,Restafval_ZW,Ja,Paasberg,Velperweg e.o.,,52.0020103,5.9479715
5.9523714217014,51.9940240303155,131,446,00396,Velperweg 196,Restafval,Nee,Paasberg,Velperweg e.o.,,51.9940241,5.9523714
5.94853038295957,52.002381639704,132,442,00406,Kloosterstraat 183-229,Restafval_ZW,Ja,Paasberg,Velperweg e.o.,,52.0023817,5.9485304
5.94743614680875,52.0016543317061,133,438,00404,Kloosterstraat. 87-133,Restafval_ZW,Ja,Paasberg,Velperweg e.o.,,52.0016544,5.9474362
5.95042231777303,51.9934210611118,134,443,,Velperweg t.h.v. 170,Papier,Nee,Paasberg,Velperweg e.o.,,51.9934211,5.9504223
5.9479535270386,52.0019992864372,135,439,,Kloosterstraat 135-181,Papier,Nee,Paasberg,Velperweg e.o.,,52.0019993,5.9479535
5.95044911584942,51.9934266323024,136,444,00397,Velperweg t.h.v. 170,Restafval,Nee,Paasberg,Velperweg e.o.,,51.9934267,5.9504491
5.94322409025285,51.9943144468243,137,1030,,Velperweg 141 (insula Dei Noordzijde),Papier,Nee,Angerenstein,Velperweg e.o.,,51.9943145,5.9432241
5.9428365814871,51.9936752457571,138,1028,,Velperweg 141 (insula Dei Westzijde),Glas,Nee,Angerenstein,Velperweg e.o.,,51.9936753,5.9428366
5.93912071673503,51.9952520549531,139,427,,Bernhardlaan / v. Lippe Biesterveldstraat,Restafval,Nee,Angerenstein,Velperweg e.o.,,51.9952521,5.9391207
5.93895990252206,51.9973833496211,140,424,00381,Beatrixstraat t/h No. 48,Restafval,Nee,Angerenstein,Velperweg e.o.,,51.9973834,5.9389599
5.9428444068957,51.9936674347498,141,428,,Velperweg 141 (insula Dei Westzijde),Restafval_ZW,Ja,Angerenstein,Velperweg e.o.,,51.9936675,5.9428444
5.94282965520502,51.993683588223,142,1029,,Velperweg 141 (insula Dei Westzijde),Papier,Nee,Angerenstein,Velperweg e.o.,,51.9936837,5.9428297
5.93910358904108,51.9952631802206,143,425,00383,Bernhardlaan / v. Lippe Biesterveldstraat,Restafval_ZW,Ja,Angerenstein,Velperweg e.o.,,51.9952633,5.9391036
5.93907513107064,51.9952739056331,144,426,,Bernhardlaan / v. Lippe Biesterveldstraat,Papier,Ja,Angerenstein,Velperweg e.o.,,51.9952740,5.9390751
5.92724595118077,51.9895360532045,145,1077,,Rosendaalsestraat 337,PMD,Nee,St. Janskerkstraat e.o.,Klarendal,,51.9895361,5.9272460
5.92547738566979,51.9897597972889,146,1078,,Sint Janskerkstraat 13,Papier,Nee,St. Janskerkstraat e.o.,Klarendal,,51.9897599,5.9254774
5.92852048968904,51.9927223222437,147,1079,00758,Vijverlaan t.h.v. 16,Restafval_ZW,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9927224,5.9285205
5.92599179874753,51.9905203012321,148,1083,,Klarendalseweg 333 overzijde,Glas,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9905204,5.9259918
5.93037885983544,51.9921975201911,149,1090,,Vijverlaan 27 overzijde,Glas,Nee,St. Janskerkstraat e.o.,Klarendal,,51.9921976,5.9303789
5.93035412318847,51.992203917287,150,1156,,Vijverlaan 27 overzijde,Papier,Nee,St. Janskerkstraat e.o.,Klarendal,,51.9922040,5.9303541
5.92553963077173,51.9920660633699,151,1092,00763,Kazernestraat 39 overzijde,Restafval_ZW,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9920661,5.9255396
5.92954187162423,51.9922157952168,152,1089,00760,St. Janskerkstraat 164,Restafval_ZW,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9922159,5.9295419
5.9275020389125,51.9905595655728,153,1091,00761,St. Janskerkstraat.95 overzijde,Restafval_ZW,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9905597,5.9275020
5.93086587594963,51.9928101065867,154,1015,,Thomas a Kempislaan 120,PMD,Nee,St. Janskerkstraat e.o.,Klarendal,,51.9928102,5.9308659
5.92486509003264,51.9900756264574,155,390,00343,Verlengde Hoflaan 100,Restafval_ZW,Ja,St. Janskerkstraat e.o.,Klarendal,,51.9900757,5.9248651
5.91689973619013,51.9866260915567,156,335,00341,Klarendalseweg 495,Restafval_ZW,Ja,Klarendal-Zuid,Klarendal,43254,51.9866262,5.9168997
5.91846824038122,51.9872805784527,157,339,00345,Catharijnestraat 143 overzijde,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9872807,5.9184682
5.91846355469263,51.987286646984,158,340,00330,Catharijnestraat 143 overzijde,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9872867,5.9184636
5.92346305468751,51.9892966101019,159,349,00337,Klarendalseweg 155,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9892967,5.9234631
5.92150936275824,51.9862823637029,160,345,00357,Rosendaalsestaat 53 overzijde,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9862825,5.9215094
5.92154847386692,51.9880372626751,161,346,00340,Johannastraat 85 zijkant,Restafval_ZW,Ja,Klarendal-Zuid,Klarendal,,51.9880374,5.9215485
5.92254978690386,51.9882624479477,162,347,00366,Johannastraat  111 overzijde,Restafval_ZW,Ja,Klarendal-Zuid,Klarendal,,51.9882625,5.9225498
5.92393017866881,51.9888775006204,163,352,00368,Solostraat 19 - 27,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9888776,5.9239302
5.92415579241536,51.9885157185985,164,354,00339,Solostraat 16,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9885158,5.9241558
5.92290663152541,51.987059429886,165,348,00358,Rosendaalsestraat 129 overzijde,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9870595,5.9229066
5.92505078263233,51.9888225324875,166,355,00338,Javastraat 39-51,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9888226,5.9250508
5.92015630030388,51.9864297720243,167,341,00356,Rappardstraat No. 14-16,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9864299,5.9201563
5.92540693057303,51.9885630047597,168,357,00361,Rosendaalsestraat 234 - 248,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9885631,5.9254069
5.92519115833106,51.9894414222977,169,350,00369,Verlengde Hoflaan 49 - 53,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9894415,5.9251912
5.91709978248698,51.9861542094195,170,337,00347,Putstraat 15,Restafval_ZW,Ja,Klarendal-Zuid,Klarendal,54024,51.9861543,5.9170998
5.92084734159706,51.9858082036801,171,342,00665,Rosendaalsestraat 27 overzijde,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9858083,5.9208473
5.92138638356783,51.9869560787304,172,344,00378,Willemsstraat 45 / Rappartstraat,Restafval,Nee,Klarendal-Zuid,Klarendal,,51.9869562,5.9213864
5.92394719985397,51.9888636932341,173,353,00368,Solostraat 19 - 27,Papier,Nee,Klarendal-Zuid,Klarendal,,51.9888638,5.9239472
