OBJECTID,PUIC,NAAM,OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,REF_VLPOST_PUIC,REF_VLPOST_NAAM,REF_VLPOST_OMSCHRIJVING
127,d8c55e9c-d44e-4200-b0a4-f22271adf443,BHDV,Boven Hardinxveld,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
128,7384229a-625d-4bab-bcbb-36dc68cb088c,MDO,Moordrecht overloopw.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
129,99082f19-6067-4569-b702-625d85ffab2d,NVD,Nijverdal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
130,0b6bb966-1bbf-4c2e-8ebe-da77810d8df8,LLS,Lelystad Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
131,b50e1397-7b1a-48b2-aa28-169c1adf2e40,NWKI,Nieuwerkerk IVO,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
132,ac677dac-428f-406e-aeb3-25f8d5383127,DMN,Diemen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
133,c9a69cbe-2c8f-47cc-a98a-e3f872959005,ZDK,Zaandam Kogerveld,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
134,9ff4cdd8-72cd-46b2-8b95-1bdd805835f4,KFH,Kijfhoek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
135,29ec36df-cec2-432f-907f-c2031361882f,KRD,Kerkrade Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
136,fdf46c1a-a3ce-409b-927d-e0f083926f15,MP,Meppel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
137,69b5d592-68ea-4f55-a4f7-e04991f23559,LW,Leeuwarden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
138,8d938307-10ac-45fd-b8ce-2ce1d8be0f13,AH,Arnhem Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
139,26fcbc32-9325-4ccc-9680-551f386974b8,BKLA,Breukelen aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
140,a9c25872-73a4-4462-953a-b1d5f5c4b8b2,HD,Harderwijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
141,e560277d-5604-4489-b4fc-2c11bdb5def4,LEK,Lekbrug aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
142,3d7b2c37-e226-45d1-9def-7d8583f3c131,ODB,Oudenbosch,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
143,a0478243-7fa0-43b8-a54d-6b281abf3934,APD,Apeldoorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
144,9c0016fb-232b-4a5c-a832-bc778654a5bb,ANA,Anna Paulowna,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
145,a68de226-6be2-427d-b872-e7b538a0587d,SGN,Schagen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
146,44a7f16a-4237-45df-8da5-c13027a87829,DTA,Delft aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
147,c0215559-2199-474a-bb6a-691d0b416d57,BKG,Bovenkarspel-Grootebroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
148,4faa56bc-ef04-460f-8f39-87c74020a194,LDD,Leidschendam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
149,ee924e04-eb7b-450d-bfe5-85446b647251,WSM,Winsum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
150,85ff3d6a-2579-48d2-9b3e-9c06198c0701,ODW,Oudewater wachtspoor,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
151,49b4c991-2180-4071-9cff-d6cd638ae1b2,BDG,Bodegraven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
152,1fb0c319-ab2d-4858-ab2b-30455618b717,LWD,Lewedorp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
153,c97ff67f-0ef5-49c8-a219-951f9320efa0,WW,Winterswijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
154,f35f8ee8-e8f1-49a3-957a-a9c9d72435ef,DVAW,Duivendrecht Aansluiting West,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
155,0402757a-c09a-4f9c-8a28-fe3c30d47356,ALMO,Almere Oostvaarders,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
156,a8e170e0-85e2-4fa6-ad9b-39a5fb3cac67,OMN,Ommen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
157,bd997acf-e003-4851-8df1-5c0bbca8a907,HGKA,Hoogkerk aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
158,6afab917-b882-4276-a85e-707146913e78,WM,Wormerveer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
159,327f4b5c-12bb-4bc5-bdf4-d3fa38deeac3,STO,Stroe,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
160,338d3e7c-a624-4870-a572-0c25456c46a3,ZVT,Zandvoort aan Zee,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
161,30071971-b003-49c8-a9c2-76688f7ed30a,LLSOA,Lelystad Opstelterrein Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
162,d3112429-6897-4b9b-a286-9fd808108e88,MRB,Mariënberg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
163,3900927f-6977-4669-8758-eca86ec8fe39,UTG,Uitgeest,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
164,d1c22905-3e72-4f94-8d58-b741c24dd17d,EEM,Eemshaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
165,705a9939-3490-406c-bfd7-758c84d8f853,BRPPD,Betuweroute Papendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
166,b138bfdd-f9f5-4144-86e1-58cb3f501bc3,MTR,Maastricht Randwijck,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
167,53bde5f7-d74b-4722-a8be-07723c1bf0c2,BRDA,Barendrecht aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
168,d179e991-7a3d-4578-90da-8eb1441fe65b,UTZA,Utrecht Zuid aansluiting,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
169,9e9cf675-19d6-444f-9731-f2a3a7648617,NS,Nunspeet,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
170,50f3a011-7eea-4dd4-a9dc-de95d458de03,HMTA,Hemtunnel aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
171,4da74627-b2d7-4d8a-b9d4-531db8028ac8,HGV,Hoogeveen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
172,00e29087-c524-4969-a4e6-d5fe33bd5e1a,CO,Coevorden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
173,1a4b3575-92aa-427a-b6a6-45cb3606083b,SWK,Steenwijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
174,672400c9-1b57-4120-83c0-9b694d2bf85f,GVC,Den Haag Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
175,8c7f46ce-7f89-4810-853b-cbe8651496ff,EMN,Emmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
176,5fb809a6-1056-47ff-b441-4ff79f356f03,ALMMO,Almere Muziekwijk overloopw.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
177,b5595d36-c95a-4072-9a3e-4bc1600fcac5,SWD,Sauwerd,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
178,cfc30233-466f-44ec-820e-e97caedf87ae,TB,Tilburg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
179,33c85781-6c3a-4c56-84f0-cdc5c7f3f8e3,HM,Helmond,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
180,ae136cb0-9ea6-4f00-b636-327fbaf4a2e4,YPB,Ypenburg (Den Haag),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
181,0f6c2c42-35bf-4676-86bf-2923a29d2f2d,WC,Wijchen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
182,dbc71528-d05c-481a-8157-210ce353d67d,VDMA,Veendam Aansluiting,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
183,9a765dbb-7b19-466f-bb28-01303cc29554,ZHA,Zevenbergschenhoek aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
184,31dafe02-930f-48cd-93de-6bae8cb114c6,WV,Wolvega,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
185,cb0d50d1-30ac-4b1e-9f82-5d26da7cd1a0,RAI,Amsterdam Rai,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
186,404b76b4-54c3-41f0-8101-ce774a124a23,STV,Stavoren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
187,56cc0250-89eb-4d23-a8fb-fab4751d4882,LTM,Lottum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
188,745df6b9-25e2-4e6a-8e54-048942b9a882,CK,Cuijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
189,104b6ee0-4e59-4181-9606-093583f2f9a9,TG,Tegelen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
190,99a39efa-71d3-44ae-bade-274c270909ee,STM,Stedum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
191,a2ad7c21-9898-43b9-a51b-7f05208ee9f5,GKGF,Gekkengraaf,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
192,34ea8682-9b7e-42cc-90dc-fe7f01005a4a,ERPW,Europoort West,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
193,8f670b19-36a8-4b61-b546-ff005f58bcb0,BNVA,Barneveld aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
194,a55fc895-55ec-4d2f-878a-82b1ec212c29,ZL,Zwolle,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
195,7ad492eb-0d89-4e0f-8e21-6aa6e700ffd2,HLBA,Hillegersberg aansluiting,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
196,877597ce-5eca-4eaa-b21e-dee797f65a54,KRGE,De Kragge,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
197,d317744f-4820-4b42-94fa-9c4b9a99fb3a,BTL,Boxtel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
198,2071643a-14cf-45a6-98a7-9a84fd987e9d,MAS,Maarssen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
199,fdb75baf-bfcb-484b-8a17-ddb5822497ac,DDN,Delden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
200,f7c9e885-d28d-4545-9830-f56a0028b1ca,RD,Roodeschool,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
201,8541d771-aad5-4c85-a2a9-150d0a64330e,NSCH,Nieuweschans,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
202,94652327-dec5-4342-8ef2-f823388025e7,RL,Ruurlo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
203,20abb3f3-d087-43ae-b821-34a571917aa1,HLGH,Harlingen Haven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
204,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,Amersfoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
205,e27257eb-292b-4ae3-8ad4-d740d13e32d3,NDB,Naarden-Bussum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
206,14f8096e-83e6-4a03-8a14-d143d98de9d0,BRGND,Betuweroute Giessendam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
207,25dfc365-ba12-46d0-8d73-211dddce16ee,HDG,Hurdegaryp,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
208,2579196a-bd5e-422a-a41d-5505dc38b2fd,WHA,Waterhuizen aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
209,b92fe960-0a87-4456-9c79-4d5333f2f11e,AEG,Amsterdam erasmusgracht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
210,ebf118a2-e283-414b-9621-122b17df6e45,BRVAL,Betuweroute Valburg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
211,f1fb38d7-03fa-475e-8e96-4db274451285,UT,Utrecht Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
212,304ff975-47b8-4366-a282-fb77f245c93e,DRON,Dronten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
213,e0bcc852-5482-4f1c-abb7-4b171e1cd94f,HGL,Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
214,7a707c23-5234-4721-89c8-9e0f70b51566,EDN,Eijsden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
215,e59e5683-0d3b-4ab5-a798-5cd99d1e550f,ZD,Zaandam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
216,3b612b1f-676e-4203-9d7b-a64a38d743be,HDL,Hedel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
217,1c2188fa-136b-43dc-9476-f4cf43a4126b,ATN,Aalten,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
218,195894fd-d443-4282-9c71-3b74f5ccec6d,MDAZ,Moordrecht aansl. Zuid,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
219,9951df18-4bc6-4d8b-b77b-62938e2676ac,OSS,Oss,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
220,63683eb1-c56b-4ab8-bf93-88031bb4275f,SRN,Susteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
221,c7e72fce-eb38-4ce9-a242-f654ae8e76ad,HMLA,Harmelen aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
222,7a63dbd6-10f2-4e2e-94e8-9de8ce9c8083,DTC,Doetinchem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
223,66494389-dd5f-4e65-9046-8417adc5ca15,MTNA,Meteren Aansluiting,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
224,c537c873-94a0-4791-ba8c-aa4f41c245fb,AML,Almelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
225,6e0056f9-c860-4066-a6ba-067ab9af88b1,TBI,Tilburg ind. terr.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
226,3b72aec9-9b88-40e8-98c6-eb4ea7580c28,RV,Reuver,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
227,fa0b3749-d6e7-40f5-8ab6-7c6a0c5ffbd0,HWD,Heerhugowaard,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
228,58043c4d-4667-4bd7-8b5f-86b1e6fbe948,HFDGHT,Hoofddorp Groene Hart tunnel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
229,720fc36c-b289-494d-ba5e-774c9fabef60,WSPT,Willemstunnel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
230,14332cf1-f8c4-478c-9347-c6f62aced73f,BLOA,Blauwkapel Oost aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
231,c57933d7-bebc-4bcf-af0a-80d625269ff0,ES,Enschede,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
232,a4876d30-e127-4af0-8c12-a9507e94037f,DID,Didam,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
233,79705f84-34da-48bf-9fc3-c079f05c3f2f,APN,Alphen aan de Rijn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
234,95537b4f-9555-49c2-ae4c-a1e4a94d00f4,WHZAN,Waalhaven aansluiting Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
235,e05a2a8c-868a-410f-8799-ff0409d475e4,VA,Velperbroek aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
236,604f0025-fa95-42de-86bf-14fcec4b1f76,ASB,Amsterdam Bijlmer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
237,b1d0c5dd-0b31-4a3c-a400-c17cf5c9828b,SHL,Schiphol Airport,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
238,7e61cc1f-7ffd-4b44-873b-7b3991777e97,HDB,Hardenberg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
239,cf9c42f1-c9d9-493d-8c47-2a54aee013bb,GKA,Grijpskerk aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
240,9292663e-935b-4416-877c-0b5d8ac9cd59,LIS,Lisse,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
241,3e79722d-93e2-463a-bffd-d602489d26ed,TL,Tiel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
242,cd4cb504-ef06-4528-8460-2b9a60e16ed2,VGA,Vught Aansluiting,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
243,0da4dbd4-6f63-41fb-9373-1623a0ce519b,HRL,Heerlen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
244,7f8712dd-1e93-4e5d-ae52-3c83774f2c56,GDG,Gouda Goverwelle,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
245,c9690919-2448-49e4-b0a4-9abfeeb97ee7,WDN,Wierden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
246,b2df9ba5-e859-4adb-af8e-12316134adb8,SK,Sneek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
247,07ec25cb-caa0-4862-a2c7-7220a006646a,BK,Beek-Elsloo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
248,5acf5d8c-a2bd-4c07-bb0a-35a8a15cf930,ZV,Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
249,95c2ded2-dd4b-4a7f-a244-97cc1244a282,IJSM,IJsselmonde,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
250,29b0e08a-33d8-4613-add4-8c26b9704952,HW,Halfweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
251,78ec242b-563a-497a-a0d4-16387bcd6ad4,DV,Deventer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
252,364e0b4a-58b9-490d-9c97-84ff10f609bb,PMO,Purmerend Overwhere,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
253,ba09e374-eebc-4fc7-be34-659598899583,RTD,Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
254,0a58f626-0ce3-4ab7-a325-d54a3fdbafad,ASRA,Amsterdam Riekerpolder aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
255,eae30205-285f-45f2-8e26-11a5834eaa18,WF,Wolfheze,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
