OBJECTID,REF_WISSEL_KRUISING_PUIC,NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,REF_WISSEL_KRUISING_NAAM,M_GANG_VAN_T,M_GANG_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LATITUDE_EIND,IS_BERIJDBAAR,BI_DIRECTIONEEL,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN,SPOORSTAAF_LINKS_RECHTS
28,4f2f2a14-5981-46ea-81b3-a7f14f92b423,Rechts,38.58814261,132508.83499999,458483.28,1.36,132527.682,458449.647,1.36,802,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.11411952,52.11381799,Ja,Ja,5.05885053,5.0591279,34.088,-4.5,Rechts
29,534aab5a-2b62-4165-a1b8-eb23e860d87a,Rechts,38.58831487,37162.71499999,385303.081,4.65299999,37133.256,385327.95199999,4.65299999,44,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.44449356,51.44471088,Ja,Ja,3.69211634,3.69168443,34.088,-4.5,Rechts
30,751d9f28-8379-4a0f-ab07-f8f3764efe13,Links,131.08075061,124498.35,457110.103,2.98499999,124383.193,457047.49599999,3.447,1067A,"-5,100","125,981",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.10139435,52.1008253,Ja,Ja,4.94202978,4.94035473,125.981,-5.1,Rechts
32,28f4d58a-1825-450a-9f78-a6ce8f1a4d0b,Rechts,53.70556248,178851.08499999,424879.02799999,8.53299999,178901.97899999,424896.177,8.53299999,317,"-3,900","49,805",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.81202436,51.81217631,Ja,Ja,5.73307216,5.73381136,49.805,-3.9,Rechts
34,404e89b6-bc33-4a94-8377-37b608f3ec8f,Rechts,55.76626763,149623.638,412510.797,8.984,149569.53599999,412524.27799999,8.984,2001,"-3,901","51,866",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.70133789,51.70145854,Ja,Ja,5.30942838,5.30864555,51.866,-3.901,Rechts
35,e8346b40-af1b-46de-976e-1dd6cc03d15d,Links,36.03522012,186992.98199999,427838.92499999,23.678,187002.972,427804.33199999,23.722,19B,"-1,948","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83822028,51.83790878,Ja,Ja,5.85141071,5.85155245,34.088,-1.948,Rechts
36,b16e6205-881b-4a37-94c8-fd4736611a30,Rechts,40.39217783,105193.689,459573.234,-0.352,105174.996,459609.004,-0.352,365,"-3,900","36,492",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.12213089,52.12245068,Ja,Ja,4.65993407,4.65965591,36.492,-3.9,Rechts
37,2080b7cb-e8af-484f-b1e7-d8a7d4566324,Links,38.58824171,89185.535,431876.72399999,3.887,89223.748,431871.61499999,3.842,215,"-4,500","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.87154575,51.87150434,Ja,Ja,4.43153189,4.43208767,34.088,-4.5,Rechts
41,0db58467-9b72-4168-803d-2a8e0f42050c,Links,35.41295276,177332.554,318550.232,46.69299999,177326.119,318515.43599999,46.69299999,203,"-1,325","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85634421,50.85603169,Ja,Ja,5.70434492,5.7042514,34.088,-1.325,Rechts
45,da73fd9e-3493-42c5-b863-46a172500f15,Links,38.56467288,39127.21699999,387307.25799999,5.69,39146.154,387273.663,5.69,56,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.46290932,51.46261135,Ja,Ja,3.71970488,3.71998834,34.065,-4.5,Rechts
46,50354b60-331f-4e8e-bfb6-a6609e56abf2,Links-Rechts,7.09759194,61696.902,439055.455,5.198,61695.24599999,439062.356,5.198,K1193,"-3,451","3,647",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.93212916,51.9321909,Ja,Ja,4.03052302,4.03049707,3.647,-3.451,Rechts
50,1ad2e388-e017-45d3-a092-79178e90c5a0,Rechts,42.82122105,61340.90299999,440168.16499999,5.17799999,61325.006,440207.87599999,5.17799999,1601,"-3,901","38,921",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94206815,51.94242232,Ja,Ja,4.02504461,4.02480264,38.921,-3.901,Rechts
51,6869bb19-cf29-408d-9c08-bb6443da039e,Rechts,38.35823838,238348.08499999,574181.537,3.095,238345.652,574219.81799999,3.081,14,"-4,281","34,078",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.14788013,53.14822443,Ja,Ja,6.63298884,6.63296237,34.078,-4.281,Rechts
52,0f7b3a65-ab35-48f1-9e33-b2486e470700,Links,38.56540144,119800.39599999,489355.101,2.565,119831.42999999,489332.206,2.565,939,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.39091665,52.39071288,Ja,Ja,4.87010979,4.87056806,34.065,-4.5,Rechts
56,589464d8-6153-4882-be3b-f8d1dc103878,Rechts,65.04558061,235019.689,557663.06599999,10.852,234963.975,557629.49699999,10.836,425,"-3,901","61,145",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.99997888,52.99968554,Ja,Ja,6.57916954,6.57833155,61.145,-3.901,Rechts
57,a1d6cd66-05d6-44b8-9bee-8fbda504739f,Rechts,31.18180647,209600.39199999,375380.28399999,21.57799999,209618.657,375355.042,21.57799999,153B,"-3,900","27,282",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.36497286,51.36474422,Ja,Ja,6.17121764,6.17147599,27.282,-3.9,Rechts
60,1104cf52-6938-4fd5-8bbd-8faf5d196515,Rechts-Rechts,48.55236973,91428.71899999,437723.357,2.68,91381.278,437713.26199999,2.686,255B/257,"-16,015","32,537",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92435175,51.9242556,Ja,Ja,4.46302091,4.46233318,32.537,-16.015,Rechts
62,22ee6873-2a8b-4209-b0d3-161194bf3d56,Links-Rechts,43.00248634,152707.78599999,463117.674,5.158,152683.632,463153.25199999,5.174,387/389A,"-10,018","32,985",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.15622583,52.15654551,Ja,Ja,5.35370764,5.35335444,32.985,-10.018,Rechts
64,f84beecf-ab1e-459b-8faf-531fb170bf31,Links,54.53489417,107843.081,447935.43199999,-0.021,107897.586,447934.109,-0.021,195B,"-4,499","50,035",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.01776827,52.01776101,Ja,Ja,4.7002253,4.70101946,50.035,-4.499,Rechts
66,1d354433-96af-4941-bf9c-87da6edd4820,Rechts,40.39124839,83531.63099999,454213.76799999,0.439,83495.88499999,454232.505,0.374,431A,"-3,900","36,491",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.07159167,52.07175544,Ja,Ja,4.34479259,4.34426737,36.491,-3.9,Rechts
69,cfd03096-a372-4851-8096-e7df72c2c902,Rechts,38.5645862,100525.64,409692.94799999,3.79099999,100491.13099999,409675.733,3.79899999,956,"-4,499","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.673388,51.67322992,Ja,Ja,4.59966784,4.59917168,34.065,-4.499,Rechts
70,a01d591c-e630-4f6a-a4d1-a52fba0f1916,Links,62.63745384,150190.409,399581.961,8.58799999,150145.255,399625.34399999,8.554,1115B,"-4,500","58,137",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.58513186,51.58552143,Ja,Ja,5.31780474,5.31715263,58.137,-4.5,Rechts
71,27ad916b-f37b-4c07-bb16-e27ec13e3fd7,Links,62.63232252,93792.497,465510.335,5.29999999,93753.197,465461.56699999,5.29999999,1001A,"-4,500","58,132",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.17434398,52.17390134,Ja,Ja,4.49240348,4.49183782,58.132,-4.5,Rechts
76,ce154fc5-bd0b-49ba-8f01-b8a7bb3d6756,Links-Links,40.72681212,82352.68799999,455025.10999999,0.483,82326.55599999,455056.303,0.457,21B/1233,"-13,035","27,691",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.07872968,52.07900658,Ja,Ja,4.32742707,4.32703927,27.691,-13.035,Rechts
78,9d6fcbc5-a9f1-418a-aefd-9d87204b61a0,Rechts,38.58768876,188562.382,415675.22399999,12.237,188571.755,415637.82699999,12.237,33,"-2,076","36,512",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.7287988,51.72846211,Ja,Ja,5.87300211,5.87313416,36.512,-2.076,Rechts
79,0108907b-c691-4e4e-9ab9-d9f10b39b884,Links,40.37020392,91365.422,437658.662,2.786,91405.44,437663.983,2.786,221A,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92376309,51.92381548,Ja,Ja,4.4621128,4.46269351,36.47,-3.9,Rechts
80,c1ca2867-a259-4bf6-bc90-7709a05ae058,Rechts-Links,45.38845011,103504.048,489226.22499999,4.61599999,103549.424,489227.288,4.607,111/113A,"-8,794","36,594",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.38847118,52.38848499,Ja,Ja,4.63074791,4.63141424,36.594,-8.794,Rechts
81,48d130c0-93ac-4250-9255-de7415ecbedb,Links,35.31712621,62868.637,440339.40399999,5.083,62834.481,440330.549,5.08,988,"-4,500","30,817",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94386235,51.94377711,Ja,Ja,4.04721203,4.04671776,30.817,-4.5,Rechts
83,56707a68-933f-4c6d-bb99-c3137922af29,Links,37.09989702,83295.482,454291.972,0.347,83261.02499999,454305.72399999,0.387,1365,"-3,900","33,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.07226396,52.07238309,Ja,Ja,4.34133234,4.34082695,33.2,-3.9,Rechts
85,b9a13c86-f118-463e-b99d-47704089cf84,Rechts,38.56512381,137551.851,455665.891,2.805,137540.314,455629.092,2.805,9003,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.08897868,52.08864757,Ja,Ja,5.13261751,5.13245105,34.065,-4.5,Rechts
88,efbca45c-3924-46aa-a809-f4ff77f72742,Rechts-Links,44.11660667,108675.248,503829.505,0.326,108638.749,503854.286,0.286,213/215A,"-10,431","33,685",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.52017037,52.52038997,Ja,Ja,4.70468369,4.70414253,33.685,-10.431,Rechts
89,8cc56137-8f20-441f-ba96-43098c296329,Links,38.58857716,106039.668,476665.11599999,-4.102,106015.979,476634.699,-4.10799999,1213,"-4,501","34,088",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.27581616,52.27554069,Ja,Onbekend,4.66981839,4.66947572,34.088,-4.501,Rechts
92,e91569a4-7202-40d8-b6d0-75d3691cbbf2,Rechts,33.80994529,104192.533,499342.18699999,3.78699999,104165.985,499363.123,3.78699999,X0315,"-3,165","30,645",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.47944575,52.47963143,Ja,Ja,4.63932637,4.63893243,30.645,-3.165,Rechts
95,2aaef934-d8fd-4e1d-8c5a-b8b91715de76,Links,36.50557218,195397.684,322934.31099999,108.608,195429.856,322917.06199999,108.561,906,"-2,440","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.89476114,50.89460383,Ja,Ja,5.96136996,5.96182528,34.065,-2.44,Rechts
100,7f45457c-f3af-4e42-abf7-64333a937e46,Links,38.56519938,115119.984,490743.286,0.818,115119.86,490704.721,0.818,107,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.40307236,52.40272576,Ja,Ja,4.80119133,4.80119409,34.065,-4.5,Rechts
101,154675f7-23f7-4e16-bf96-d5fa917869c1,Links,55.77574168,158347.396,386413.652,18.89,158310.25,386455.245,18.89,1377B,"-3,900","51,876",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.46677725,51.46715133,Ja,Ja,5.43537233,5.43483814,51.876,-3.9,Rechts
105,4b0ab981-e885-4c54-a1fe-ceed0e9e66fb,Links,38.56444607,79158.837,434731.405,4.197,79121.644,434741.598,4.197,203,"-4,500","34,064",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.89592559,51.89601212,Ja,Ja,4.28533305,4.28479054,34.064,-4.5,Rechts
106,77b98360-ff4b-49a0-ae58-8bb0bde2769e,Links,38.56532175,246403.02799999,519176.351,10.582,246398.94899999,519138.00199999,10.581,8,"-4,500","34,065",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.65238222,52.65203834,Ja,Ja,6.7379701,6.73789925,34.065,-4.5,Rechts
108,cd0c2a28-e404-402d-8312-2936f2712527,Rechts,55.15491818,85377.86999999,456417.64299999,0.994,85424.239,456447.483,0.912,169B,"-4,500","50,655",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.09163282,52.09190682,Ja,Ja,4.3712672,4.37193764,50.655,-4.5,Rechts
112,453e0206-cc76-4653-9e38-eb1efa98117e,Rechts,32.82715569,186986.20499999,427871.04499999,23.702,186992.98199999,427838.92499999,23.678,31,"-1,315","31,512",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83850936,51.83822028,Ja,Ja,5.85131536,5.85141071,31.512,-1.315,Rechts
113,abc169bc-46b1-48f3-8ccd-12fdc474b010,Rechts,51.50468406,203242.25599999,501853.07199999,1.78899999,203199.70699999,501882.05699999,1.78899999,915,"-4,500","47,005",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.50224107,52.5025053,Ja,Ja,6.09768956,6.09706716,47.005,-4.5,Rechts
117,172949bb-b96a-4ee3-b320-6b67b8429431,Links,38.44319987,61290.961,440059.738,5.23899999,61302.489,440023.09399999,5.23899999,1547,"-1,949","36,494",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.9410854,51.94075806,Ja,Ja,4.02434804,4.02452565,36.494,-1.949,Rechts
118,f5abded0-b705-4580-b3c5-704093db4c56,Links,51.5049947,193639.132,405710.348,15.334,193607.25599999,405750.777,15.266,85,"-4,500","47,005",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.63890512,51.6392707,Ja,Ja,5.94537608,5.9449201,47.005,-4.5,Rechts
119,f2348292-4953-4942-8e10-24d6356b76dd,Links,65.04371116,112512.47,400817.22999999,5.37699999,112575.07799999,400834.863,4.98,1075,"-3,900","61,143",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.59464922,51.59481244,Ja,Ja,4.77403024,4.7749316,61.143,-3.9,Rechts
120,6555bc03-be6c-4ca0-9343-8799b4b37280,Links-Rechts,50.82149071,103458.74099999,489227.727,4.625,103509.41,489223.793,4.625,113B/115,"-14,228","36,594",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.38848042,52.38844983,Ja,Ja,4.63008219,4.63082704,36.594,-14.228,Rechts
121,2216b713-238b-42c4-b4ca-44b51b44efe6,Rechts,34.60639216,223337.168,584957.488,4.298,223366.823,584939.697,4.208,393,"-3,900","30,706",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.2468168,53.24665318,Ja,Ja,6.41095245,6.41139285,30.706,-3.9,Rechts
124,da39ca66-aea9-4bdc-b650-e71e3a2f1e1e,Rechts,39.16006786,105763.051,424485.275,0.091,105726.554,424499.445,0.101,1165,"-4,501","34,660",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.80682467,51.80694881,Ja,Ja,4.67328117,4.67275,34.66,-4.501,Rechts
125,2d999f1f-35ce-4ef0-8e3c-513ac8887fc2,Rechts-Rechts,45.99426276,162959.70499999,506849.282,-3.33999999,163005.62899999,506850.78899999,-3.33999999,914A/914B,"-13,035","32,959",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.54921391,52.54922679,Ja,Ja,5.50455484,5.50523193,32.959,-13.035,Rechts
126,9ad5ae6c-60e5-4bde-927c-39427755a78b,Rechts,31.95886118,72226.94599999,438679.492,5.376,72229.289,438711.326,5.36599999,62,"-4,750","27,209",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.93041785,51.93070428,Ja,Onbekend,4.1836929,4.18371929,27.209,-4.75,Rechts
128,8d1a2563-ae7d-42e7-89d2-6b7b97b2cb38,Links,76.21782204,116029.016,427608.826,-0.016,116100.00999999,427636.55699999,-0.016,4061,"-8,050","68,168",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.83571009,51.83596429,Ja,Ja,4.82177426,4.82280114,68.168,-8.05,Rechts
132,97e8d47c-5bc4-46e9-af0f-88ecf0d2c47e,Links,39.88509355,153562.964,462855.924,5.386,153523.108,462857.32299999,5.43299999,115,"-4,048","35,837",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.1538761,52.15388857,Ja,Ja,5.3662054,5.36562301,35.837,-4.048,Rechts
133,5fa39f2d-5641-46b1-8eb9-c151dfb75362,Links-Rechts,41.46294429,209909.858,374893.364,20.84799999,209931.76999999,374858.16399999,20.84799999,63/73,"-14,653","26,810",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.36056644,51.36024794,Ja,Ja,6.17558537,6.17589448,26.81,-14.653,Rechts
135,5c925466-a31e-44d2-a2c8-2d06a053b2ed,Rechts,40.36849177,124563.653,485530.76199999,3.06199999,124602.526,485519.87599999,2.716,3225,"-3,899","36,469",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.35683078,52.35673509,Ja,Ja,4.94042757,4.94099915,36.469,-3.899,Rechts
142,8e72da76-0915-4a3a-b11a-06d1ffedcaee,Links,37.30563961,62048.843,438755.11499999,4.963,62013.57299999,438767.16499999,4.972,1029,"-3,900","33,406",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92948925,51.92959163,Ja,Ja,4.03572034,4.0352044,33.406,-3.9,Rechts
143,62349c88-3b04-41a0-8592-4a6cc9757500,Links,37.7954007,266466.449,470968.55099999,37.741,266428.657,470969.058,37.741,13,"-1,325","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.21552367,52.21553586,Ja,Ja,7.01831981,7.01776717,36.47,-1.325,Rechts
145,48899b48-ba4b-4651-af1a-b3ef8e1a5c24,Links,50.7831063,136175.71799999,455445.282,3.67799999,136144.75099999,455485.493,2.466,2707,"-1,320","49,463",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.08695086,52.08731122,Ja,Ja,5.11255085,5.11209682,49.463,-1.32,Rechts
146,42f47ccc-29d5-4a5b-ba13-12fbc4e9497d,Rechts,53.55027173,111668.731,479741.59899999,-10.096,111622.092,479715.287,-10.096,1083A,"-3,600","49,950",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.30393704,52.30369689,Nee,Ja,4.75189754,4.75121716,49.95,-3.6,Rechts
148,ba91fcd6-a4f6-4987-8994-9545deb4474c,Links,38.56520719,238267.29999999,574803.741,3.31899999,238281.002,574767.692,3.31899999,29,"-4,500","34,066",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.15348257,53.15315658,Ja,Ja,6.63194229,6.63213776,34.066,-4.5,Rechts
149,414d1cef-5a17-45b2-9132-484a5342694b,Links,40.3697806,92053.67299999,439560.688,-0.637,92093.201,439568.889,-0.543,441A,"-3,900","36,470",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.94093539,51.94101356,Ja,Ja,4.47176876,4.47234205,36.47,-3.9,Rechts
151,81031ce1-9f9f-4a3e-9784-7cbd62e3bd9f,Links,37.61493544,210552.571,462493.103,10.058,210568.833,462527.021,9.992,247,"-3,900","33,715",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.14782266,52.14812586,Ja,Ja,6.19884825,6.19909137,33.715,-3.9,Rechts
153,803d53ee-9292-4b53-8bc3-3fdda94e2c35,Links,40.3352033,251507.16099999,475799.443,21.61199999,251472.896,475778.163,21.61199999,215,"-4,499","35,836",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.2617527,52.26156749,Ja,Ja,6.80086323,6.80035538,35.836,-4.499,Rechts
154,f0b1715b-b242-4556-a371-e13505e14cef,Rechts,31.376895,193444.836,442131.326,13.749,193413.725,442127.738,13.987,X0093,"-0,677","30,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.96627196,51.96624187,Ja,Onbekend,5.94661859,5.94616551,30.7,-0.677,Rechts
155,d040da46-8d28-4c62-a155-e6339d3c293d,Links-Links,50.00459379,177315.999,318201.636,46.838,177328.067,318153.162,46.838,133/135A,"-16,016","33,989",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.85321142,50.85277523,Ja,Ja,5.70408838,5.70425676,33.989,-16.016,Rechts
156,80f0aacd-e3b3-4a1d-9b11-8d5e9d0f70c9,Rechts,33.66203403,43698.90299999,360863.042,1.469,43697.90099999,360829.395,1.474,14,"-4,500","29,162",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.22620611,51.22590356,Ja,Ja,3.793779,3.79377517,29.162,-4.5,Rechts
162,466f9202-50c8-499a-9ccf-1f99672672a8,Rechts,38.48594102,181243.035,578757.49699999,1.147,181280.451,578766.35999999,1.147,59,"-4,500","33,986",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.1948297,53.19490751,Ja,Ja,5.77986872,5.78042927,33.986,-4.5,Rechts
163,bc5da377-fede-41cc-a579-b2704513654c,Links-Links,42.79905725,90810.149,395307.606,4.642,90844.447,395333.145,4.596,265B/267,"-16,015","26,784",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.54306937,51.54330282,Ja,Ja,4.46186863,4.46235832,26.784,-16.015,Rechts
168,83b7aac1-7253-4be6-a7a9-b3db74fe0827,Rechts,55.81258782,128524.008,457321.783,7.12999999,128578.853,457311.492,7.089,2101B,"-3,900","51,913",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.10350399,52.10341411,Ja,Ja,5.00076663,5.00156791,51.913,-3.9,Rechts
175,3383a851-2b9d-44e0-9d15-6ec5cf49f1a6,Rechts,40.39224662,166442.81299999,421617.46299999,5.84799999,166436.467,421577.60499999,5.84799999,901,"-3,900","36,492",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.78310105,51.78274292,Ja,Ja,5.55303,5.55293671,36.492,-3.9,Rechts
177,e6ec89b5-ff63-4429-8acb-890bbbf79b8c,Rechts-Rechts,40.46411142,79691.096,431669.82799999,4.322,79650.66899999,431669.89299999,4.34199999,349/357B,"-10,136","30,328",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.86848377,51.86847889,Ja,Ja,4.29373396,4.29314706,30.328,-10.136,Rechts
179,270362f7-e5c1-47d1-9f34-86c8f9611e05,Rechts,35.00077163,81355.407,433601.42999999,4.261,81338.678,433632.174,4.282,283,"-3,301","31,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.88606564,51.88633973,Ja,Ja,4.3174824,4.31723287,31.7,-3.301,Rechts
180,9ddb92b7-e5ae-4fdc-bdcf-8ff2fed60a32,Rechts-Rechts,60.30233568,92174.754,437897.98599999,3.125,92115.217,437888.614,3.278,363/365,"-16,670","43,632",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.92600592,51.92591497,Ja,Ja,4.47383337,4.47296962,43.632,-16.67,Rechts
