Start Opbouw,Einde Afbouw,Datum,Starttijd,Eindtijd,Naam evenement,Locatie,Activiteit,Vergunning / Aanvraag
05-02-2017,05-02-2017,05-02-2017,11:00,18:00,Integratiecaravan,Mariaplaats,Versterkt geluid  bouwsels,Gaat niet door
17-02-2017,17-02-2017,17-02-2017,14:00,18:00,Filmopnames Kruispunt TV,Korte Minrebroederstraat,,Vergunning verstrekt
18-02-2017,18-02-2017,18-02-2017,20:00,06:00,A State of Trance Festival 2017,Jaarbeurs,Versterkt geluid  bouwsels,Vergunning verstrekt
19-02-2017,19-02-2017,19-02-2017,11:00,13:30,Hellas-7-Loop,Atletiekbaan Maarschalkerweerd,,Vergunning verstrekt
20-02-2017,22-02-2017,20-02-2017,10:00,00:00,Filmopname Fenix,Verenigingdwarsstraat 28,,Vergunning verstrekt
25-02-2017,25-02-2017,25-02-2017,10:00,16:00,Carnavalsfestijn,Oudegracht en route,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
01-03-2017,24-04-2017,03-03-2017,17:00,19:00,(Re)Inventing Nature,Domplein,bouwsels,Vergunning verstrekt
02-03-2017,05-03-2017,04-03-2017,13:00,23:00,Soenda Indoor Festival 2017,De Fabrique,Versterkt geluid  bouwsels,Vergunning verstrekt
05-03-2017,03-12-2017,05-03-2017,11:00,18:00,de Streekmarkt,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
08-03-2017,08-03-2017,08-03-2017,06:00,21:00,Filmopname voor Aqua Protect,Achter de dom,bouwsels,Vergunning verstrekt
06-03-2017,10-03-2017,09-03-2017,09:00,18:00,Rag Week Johanna Tokkelbaan,Cambridgelaan,bouwsels,Vergunning verstrekt
06-03-2017,10-03-2017,10-03-2017,09:00,18:00,Rag Week Johanna Tokkelbaan,Cambridgelaan,bouwsels,Vergunning verstrekt
10-03-2017,11-03-2017,11-03-2017,09:00,12:00,Rondleidingen Stalling Stationsplein,Fietsenstalling Stationsplein (bouwplaats),,Vergunning verstrekt
12-03-2017,17-12-2017,12-03-2017,09:00,13:00,Maximapark Seizoenslopen,Maximapark,Versterkt geluid  bouwsels,Vergunning verstrekt
12-03-2017,08-10-2017,12-03-2017,11:00,18:00,"Home Made Market ""on tour""",Vredenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
12-03-2017,12-03-2017,12-03-2017,13:00,18:00,Culturele Zondag: Uitgesproken Utrecht,Korte Minrebroederstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
12-03-2017,12-03-2017,12-03-2017,13:00,18:00,Culturele Zondag: Uitgesproken Utrecht,Stadhuisbrug,Versterkt geluid  bouwsels,Vergunning verstrekt
18-03-2017,19-03-2017,19-03-2017,10:00,17:00,Braderie Marco Pololaan,Marco Pololaan,wegafsluiting bouwsels,Vergunning verstrekt
19-03-2017,19-03-2017,19-03-2017,11:00,17:00,Platen en CD Beurs,Janskerkhof,bouwsels,Vergunning verstrekt
18-03-2017,19-03-2017,19-03-2017,09.00,18.00,Utrecht Science Park Marathon,Cambridgelaan,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-03-2017,25-03-2017,25-03-2017,10:00,14:00,Bazaar Scouting Hoograven,Verlengde Hoogravenseweg,Versterkt geluid,Vergunning verstrekt
25-03-2017,26-03-2017,26-03-2017,09:00,17:00,Creatieve markt,WKC Overvecht,Versterkt geluid  bouwsels,Vergunning verstrekt
27-03-2017,27-03-2017,27-03-2017,14:00,18:00,Vitaal oud in Utrecht,Prinses Beatrixlaan,,Gaat niet door
30-03-2017,30-03-2017,30-03-2017,10:00,17:30,Geldstromen door de wijk festijn,Amerikalaan,,Gaat niet door
20-03-2017,21-04-2017,31-03-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
31-03-2017,02-04-2017,01-04-2017,08:00,23:59,Frozen Cherries,Sportpark de Vechtzoom,Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,01-04-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
31-03-2017,02-04-2017,02-04-2017,00:00,17:00,Frozen Cherries,Sportpark de Vechtzoom,Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,02-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
05-03-2017,03-12-2017,02-04-2017,11:00,18:00,De Streekmarkt,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,03-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,04-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,05-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
06-04-2017,08-04-2016,06-04-2017,08:00,20:00,Lidl Plantjesmarkt,Noorderburcht,bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,06-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
06-04-2017,06-04-2017,06-04-2017,10:00,20:00,Platen en CD Beurs,Vredenburg,,Vergunning verstrekt
07-04-2017,07-04-2017,07-04-2017,06:00,19:00,A struggle for peace,Domplein,bouwsels,Vergunning verstrekt
06-04-2017,08-04-2016,07-04-2017,08:00,20:00,Lidl Plantjesmarkt,Noorderburcht,bouwsels,Vergunning verstrekt
07-04-2017,07-04-2017,07-04-2017,09:00,19:00,100 dagen Kick Off voor Ek voetbal voorvrouwen,"Stadsplateau, Neude, Korte Minrebroederstraat",Versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,07-04-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
07-04-2017,07-04-2017,07-04-2017,17:00,01:00,Opening terrasseizoen 2017,Janskerkhof,Versterkt geluid,Vergunning verstrekt
07-04-2017,07-04-2017,07-04-2017,17:30,19:30,Funplein 100 dagen moment WEURO2017,Herculesplein,Versterkt geluid,Vergunning verstrekt
06-04-2017,07-04-2017,07-04-2017,09.30,17:00,Radiantsdag,Vogelsanglaan,Versterkt geluid  bouwsels,Vergunning verstrekt
06-04-2017,08-04-2016,08-04-2017,08:00,20:00,Lidl Plantjesmarkt,Noorderburcht,bouwsels,Vergunning verstrekt
08-04-2017,08-04-2017,08-04-2017,08:00,19:00,Zeeman 50 jaar,Haroekoeplein,,Vergunning verstrekt
07-04-2017,09-04-2017,08-04-2017,09:00,23:30,Grachtenrace Rondom,Veilinghavenkade,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,08-04-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,08-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
08-04-2017,08-04-2017,08-04-2017,15:30,18:00,Zwemloop Het Lint,Het Lint,bouwsels,Vergunning verstrekt
08-04-2017,08-04-2017,08-04-2017,15:30,18:00,Zwemloop Het Lint,Maximapark,bouwsels,Vergunning verstrekt
08-04-2017,09-04-2017,09-04-2017,10:00,17:00,Braderie Kanaleneiland,Marshalllaan,wegafsluiting bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,09-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
09-04-2017,09-04-2017,09-04-2017,11:00,18:00,Swan Market Utrecht,Vredenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
12-03-2017,08-10-2017,09-04-2017,11:00,18:00,"Home Made Market ""on tour""",Vredenburg,Versterkt geluid  bouwsels,Gaat niet door
04-04-2017,18-04-2017,09-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
09-04-2017,10-04-2017,09-04-2017,21:00,02:00,Varsity borrel,Janskerkhof,wegafsluiting bouwsels,Vergunning verstrekt
,,09-04-2017,,,Braderie Marco Polo,Marco Pololaan,,Gaat niet door
20-03-2017,21-04-2017,10-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,10-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,11-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,11-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2017,12-04-2017,12-04-2017,08:00,18:00,Met Alle Respect 2017,Muntkade,bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,12-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,12-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,13-04-2017,10:00,00:00,Tweetakt,Neude,versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,13-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,14-04-2017,09:00,21:00,Opening nieuwe locatie stichtingoranje horizon ,Burgemeester verderlaan,bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,14-04-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
14-04-2017,14-04-2017,14-04-2017,11:00,15:30,Sponsorloop Jenaplanschool Wittevrouwen,Bladstraat,Versterkt geluid wegafsluiting,Vergunning verstrekt
12-04-2017,18-04-2017,14-04-2017,13:00,22:00,Lentemarkt,Moskeeplein,bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,14-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
13-04-2017,17-04-2017,14-04-2017,17:00,22:00,Disaster Cup 2017,Manitobadreef,Versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,15-04-2017,09:00,21:00,Opening nieuwe locatie stichtingoranje horizon ,Burgemeester verderlaan,bouwsels,Vergunning verstrekt
15-04-2017,15-04-2017,15-04-2017,09:00,17:00,Braderie WKC Plantage,WKC Plantage,bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,15-04-2017,09:00,22:00,Lentemarkt,Moskeeplein,bouwsels,Vergunning verstrekt
15-04-2017,15-04-2017,15-04-2017,10:00,19:00,Ouderdag Unitas S.R.,Lucasbolwerk,bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,15-04-2017,10:00,02:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,15-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
13-04-2017,17-04-2017,15-04-2017,17:00,22:00,Disaster Cup 2017,Manitobadreef,Versterkt geluid  bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,16-04-2017,09:00,21:00,Opening nieuwe locatie stichtingoranje horizon ,Burgemeester verderlaan,bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,16-04-2017,09:00,22:00,Lentemarkt,Moskeeplein,bouwsels,Vergunning verstrekt
20-03-2017,21-04-2017,16-04-2017,10:00,00:00,Tweetakt,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,16-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
13-04-2017,17-04-2017,16-04-2017,17:00,22:00,Disaster Cup 2017,Manitobadreef,Versterkt geluid  bouwsels,Vergunning verstrekt
15-04-2017,18-04-2017,17-04-2017,08:00,14:00,Utrecht Urban Trail,Sonnenborgh en route,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,17-04-2017,09:00,21:00,Opening nieuwe locatie stichtingoranje horizon ,Burgemeester verderlaan,bouwsels,Vergunning verstrekt
12-04-2017,18-04-2017,17-04-2017,09:00,22:00,Lentemarkt,Moskeeplein,bouwsels,Vergunning verstrekt
15-04-2017,19-04-2017,17-04-2017,10:00,18:00,Kasteelloop De Halve van de Haar,Kasteel De Haar,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
15-04-2017,19-04-2017,17-04-2017,10:00,18:00,Kasteelloop De Halve van de Haar,route door Vleuten en Haarzuilens,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
17-04-2017,17-04-2017,17-04-2017,11:00,17:00,Platen en CD Beurs,Janskerkhof,bouwsels,Vergunning verstrekt
04-04-2017,18-04-2017,17-04-2017,13:00,23:00,Kermis Griftpark,Griftpark,versterkt geluid  bouwsels,Vergunning verstrekt
18-04-2017,18-04-2017,18-04-2017,19.30,21.30,Zomeravondcup 2017,Atletiekbaan Maarschalkerweerd,,Vergunning verstrekt
,,18-04-2017,,,Object vergunning: tentoonstelling slachtoffers mensenhandel,Korte Minrebroederstraat,,Gaat niet door
16-04-2017,16-04-2017,19-04-2017,11:00,18:00,Trots op het Berlijnplein,Berlijnplein,Versterkt geluid,Vergunning verstrekt
19-04-2017,24-04-2017,22-04-2017,10:00,18:00,DYTG2017,Jaarbeurs,Versterkt geluid  bouwsels,Vergunning verstrekt
21-04-2017,24-04-2017,22-04-2017,10:00,17:00,Rivierenwijkfeest,Merwedekade,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
19-04-2017,23-04-2017,22-04-2017,21:30,02:00,Tentfeest IDUNA De Meern,Meerndijk,Versterkt geluid  bouwsels,Vergunning verstrekt
19-04-2017,24-04-2017,23-04-2017,10:00,18:00,DYTG2017,Jaarbeurs,Versterkt geluid  bouwsels,Vergunning verstrekt
23-04-2017,23-04-2017,23-04-2017,12:00,18:00,Culturele Zondag: Utrecht '50 - '75,Stadhuisbrug,bouwsels,Vergunning verstrekt
23-04-2017,23-04-2017,23-04-2017,12:30,16:00,SVU skeelertocht 2017,Nedereindse Plas,,Vergunning verstrekt
25-04-2017,01-05-2017,26-04-2017,10:00,21:00,Attractiedagen,Amaliapark,bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,12:00,01:00,Koningsdag WWG,Van Asch van Wijcksplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Vrijmarkt Marktzicht,Breedstraat,bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Beatrix,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Jkoningsdag,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2017,28-04-2017,26-04-2017,18:00,01:00,Koningsnacht en Koningsdag 2017 Stadhuisplein,Korte Minrebroederstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,00:00,Koningsnacht en -dag,Lange Jufferstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,00:00,Koningsnacht en -dag,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
24-04-2017,28-04-2017,26-04-2017,18:00,01:00,Neude Koningsdag 2017,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Koningsdag en nacht 2017,Rozenstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,DutchKings Night & Day,Vredenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Koningsnacht 2017 Ouwe Dikke Dries,Waterstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,26-04-2017,18:00,01:00,Koningsdag Jacobskerkhof,Jacobskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
25-04-2017,28-04-2017,26-04-2017,20:00,01:00,Kingdom,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,06:00,12:00,Aubade,Stadhuisbrug,,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,07:00,19:00,Koningsdag De Meern,Castellumlaan (grasveld bij sportschool),Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,08:00,18:00,Koningsdag Julianapark,Julianapark,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09:00,16:00,Kindervrijmarkt Nicolaaskerkhof,Twijnstraat aan de werf,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09:00,19:00,Koningskinderen,Park Lepelenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09:00,13:00,Kinder Vrijmarkt Koningsdag,WKC Terweide,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09:00,13:00,Kinder Vrijmarkt Koningsdag, ,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,10:00,14:00,kindervrijmarkt,Ab Harrewijnstraat,wegafsluiting bouwsels,Vergunning verstrekt
25-04-2017,01-05-2017,27-04-2017,10:00,21:00,Attractiedagen,Amaliapark,bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,10:00,18:00,Koningsdag,Jan Muschlaan,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2017,28-04-2017,27-04-2017,10:00,16:00,Koningsdag 2017 Tuindorp,Willem de Zwijgerplantsoen,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2017,28-04-2017,27-04-2017,11:00,18:00,Neude Koningsdag 2017,Neude,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,11:00,18:00,Koningsdag Jacobskerkhof,Jacobskerkhof,Versterkt geluid  bouwsels,Vergunning verstrekt
25-04-2017,28-04-2017,27-04-2017,12:00,23:00,Fluff Disco,Strand Oog in Al,Versterkt geluid  bouwsels,Gaat niet door
27-04-2017,27-04-2017,27-04-2017,12:00,18:00,Koningsdag 't Zand 2017,Aldo van Eyckplantsoen,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-04-2017,28-04-2017,27-04-2017,12:00,18:00,Kingdom,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,12:00,21:00,Beatrix,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
24-04-2017,28-04-2017,27-04-2017,12:00,18:00,Koningsnacht en Koningsdag 2017 Stadhuisplein,Korte Minrebroederstraat,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,12:00,18:00,Koningsnacht en -dag,Lange Jufferstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,12:00,18:00,Koningsnacht en -dag,Lucasbolwerk,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,12:00,17:00,Koningsdag Mariaplaats,Mariaplaats,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,12:00,18:00,koningsdag Dikke Dries,oudkerkhof,Versterkt geluid wegafsluiting,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,12:00,01:00,Koningsdag WWG,Van Asch van Wijcksplein,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,12:00,18:00,DutchKings Night & Day,Vredenburg,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,12:00,18:00,Koningsdag Café De Binnenstad,Clarenburg ,Versterkt geluid,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,13:00,18:00,Jkoningsdag,Janskerkhof,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,13:00,18:00,Koningsdag en nacht 2017,Rozenstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,13:00,18:00,Koningsnacht 2017 Ouwe Dikke Dries,Waterstraat,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,20:00,23:00,Koningsdag Hoograven 2017,Tolsteegplantsoen,Versterkt geluid  bouwsels,Vergunning verstrekt
27-04-2017,14-09-2017,27-04-2017,20:30,23:00,Las Nueve,Korte Minrebroederstraat,Versterkt geluid,Gaat niet door
27-04-2017,27-04-2017,27-04-2017,09.00,18.00,Koningsmarkt,Damstraat,wegafsluiting bouwsels,Vergunning verstrekt
26-04-2017,27-04-2017,27-04-2017,09.00,18.00,Utrecht Foodstreet,Janskerkhof,bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09.00,18.00,Koningsmarkt,Kanaalstraat,wegafsluiting bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,09.00,18:00,Koningsdag Oog in al,Plein Dominicuskerk,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
27-04-2017,27-04-2017,27-04-2017,12.30,18.00,Seizoensopening De Klanksteen,Tolsteegplantsoen,Versterkt geluid  bouwsels,Vergunning verstrekt
25-04-2017,01-05-2017,28-04-2017,10:00,21:00,Attractiedagen,Amaliapark,bouwsels,Vergunning verstrekt
25-04-2017,01-05-2017,29-04-2017,10:00,21:00,Attractiedagen,Amaliapark,bouwsels,Vergunning verstrekt
18-04-2017,04-05-2017,29-04-2017,10:00,22:30,Elfia,Kasteel De Haar,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
25-04-2017,01-05-2017,30-04-2017,10:00,21:00,Attractiedagen,Amaliapark,bouwsels,Vergunning verstrekt
18-04-2017,04-05-2017,30-04-2017,10:00,19:00,Elfia,Kasteel De Haar,Versterkt geluid wegafsluiting bouwsels,Vergunning verstrekt
30-04-2017,30-04-2017,30-04-2017,12:00,17:00,Kleedjesmarkt,WKC Overvecht,bouwsels,Vergunning verstrekt
01-05-2017,30-06-2016,01-05-2017,09:00,23:00,Zandverhaal,Domplein,bouwsels,Vergunning verstrekt
01-05-2017,06-05-2017,02-05-2017,08:00,20:00,Filmopnamen,Plankstraat,Wegafsluiting bouwsels,Vergunning verstrekt
01-05-2017,30-06-2016,02-05-2017,09:00,23:00,Zandverhaal,Domplein,bouwsels,Vergunning verstrekt
01-05-2017,02-05-2017,02-05-2017,12:00,14:00,Bewustwording emancipatie van mensen met een handicap op de arbeidsmarkt,Domplein,Versterkt geluid  bouwsels,Vergunning verstrekt
02-05-2017,02-05-2017,02-05-2017,17:00,23:00,Zes Uursloop,Wilhelminapark,Versterkt geluid  bouwsels,Vergunning verstrekt
