OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,BRON,REF_OVERWEG_PUIC,REF_PORTAAL_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,OPPERVLAKTE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
23,e46a0232-4a31-409b-969b-b421b21efc86,,60,,Bestaand,,,Fugro,c6bb4979-deff-43a5-8c6b-920b383cff35,fa007138-eda7-45f3-b84d-59fe9c397545,,,,,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,100.194501,"100,194501",6.5635,"6,563500",ProRail,103705.009,425299.501,51.81395736,4.64332196,Zwijndrecht Groote Lindt,ZWDI,NCBG
24,4a49531d-fae2-4b47-9237-88e5f4249f42,,60,,Bestaand,,,Arcadis,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,b829d387-a35f-4212-8130-97ccdbc5860c,,,,,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.413843,"42,413843",5.703222,"5,703222",ProRail,245408.599,443749.607,51.97478715,6.70304045,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
25,bcbc4301-b442-4458-a455-308ffbe45086,,60,,Bestaand,,,Arcadis,0ef9453b-8af8-4387-b42f-d98bd7c2ba46,85827ac5-74f9-493a-9199-8aa47e4cf089,,,,,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,42.397796,"42,397796",-5.992435,"-5,992435",ProRail,245399.045,443767.043,51.97494539,6.70290603,Winterswijk - Lichtenvoorde = Groenlo,WW-LTV,Vrije baan
26,6aebe858-c3b0-4870-9a33-de99c152ba63,DUMMY,60,,Bestaand,,,Fugro,13a0e337-50e7-4ecc-af43-52c41264aa48,38fd8408-bf57-4fd0-9996-5fd27cd402f1,,,,,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,30.678484,"30,678484",5.510024,"5,510024",ProRail,188880.615,343495.456,51.07999854,5.87067795,Susteren,SRN,PPLG
27,02eb0173-e4c2-4e2d-90fc-1572642a39a0,,60,,Bestaand,,,Fugro,13a0e337-50e7-4ecc-af43-52c41264aa48,38fd8408-bf57-4fd0-9996-5fd27cd402f1,,,,,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,30.678484,"30,678484",5.510024,"5,510024",ProRail,188880.615,343495.456,51.07999854,5.87067795,Susteren,SRN,PPLG
28,c31a8e4e-84c4-415a-ac25-f96b26bde1fc,,60,,Bestaand,,,Fugro,13a0e337-50e7-4ecc-af43-52c41264aa48,049dcc6b-b395-409f-bb1b-3c49f9fb94b5,,,,,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,30.616923,"30,616923",-5.855543,"-5,855543",ProRail,188854.88,343437.975,51.0794834,5.8703053,Susteren,SRN,PPLG
29,5490a581-8b29-444c-bdec-708de01fd050,,60,,Bestaand,,,Arcadis,998b3dfc-605a-4c80-9854-91ae94eb697a,ef75dfc1-44fb-478b-8f91-85aa8113649a,,,,,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,19.599036,"19,599036",-4.263043,"-4,263043",ProRail,103066.794,460341.971,52.12884413,4.6287626,Zoeterwoude Oost - Alphen a/d Rijn,ZTWO-APN,Vrije baan
30,02914711-1d2c-4d76-bc6f-9e2de760ecd8,,60,,Bestaand,,,Fugro,1fe77631-9cd5-40c6-9ee6-db12af907698,55733e14-5bec-48c9-b8e4-434c27ea40f6,,,,,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,17.996517,"17,996517",8.06081,"8,060810",ProRail,106953.622,400255.829,51.58915527,4.69388889,Roosendaal - Breda,RSD-BD,Vrije baan
31,147a566f-444e-4f29-ba2e-b6e0edcab234,,60,,Bestaand,,,Fugro,37253f0d-0f66-403c-9a72-5e0d1bbb49a7,4b4e5a67-3994-43b9-b14c-cf39f33c3b4e,,,,,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,67.64672,"67,646720",8.725513,"8,725513",ProRail,180380.423,361868.944,51.24559293,5.75068814,Weert - Haelen,WT-HLN,Vrije baan
32,2dcd4c7c-b8cb-43c3-b224-3b3bfe4a1c56,,60,,Bestaand,,,Fugro,28d3c850-0191-4858-9426-d14dfb7b13bd,9545500d-9f47-4ba7-8473-06420cdb8bc0,,,,,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,38.7574,"38,757400",8.305643,"8,305643",ProRail,173694.77,387279.632,51.47426066,5.65628362,Helmond,HM,PPLG
33,7f0dd094-dd8e-409c-9ee6-2b0c0cbc8f90,,60,,Bestaand,,,Arcadis,6b20f073-f37d-4fb7-ae1c-46ef5332c448,83c01ab4-a2cc-4f12-bb67-0dea8748f64f,,,,,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,62.134836,"62,134836",-6.736099,"-6,736099",ProRail,216749.176,585872.25,53.25583645,6.31244797,Buitenpost - Grijpskerk Aansl.,BP-GKA,Vrije baan
34,e4dd82c4-f923-4b96-b6b0-e196d0570570,,60,,Bestaand,,,Fugro,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,0c34dd82-d482-4d5c-8eab-42db7316e5ab,,,,,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.844804,"57,844804",6.760074,"6,760074",ProRail,203151.453,365979.905,51.28106694,6.07734559,Reuver,RV,PPLG
35,e55cf784-c08f-44a9-954a-084020055e21,,60,,Bestaand,,,Fugro,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,0b14da95-eebe-43c2-8348-9865b0f0cdec,,,,,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.851392,"57,851392",-6.21385,"-6,213850",ProRail,203144.383,365992.647,51.28118207,6.07724599,Reuver,RV,PPLG
36,d957c68b-5898-4674-a8ac-78945c36d6ff,,60,,Bestaand,,,Fugro,577a8767-a375-4f4f-9b71-36bdc6b37118,510a1b49-a340-43d6-8669-ed054f136ee4,,,,,Lg-Spv,Landgraaf - Simpelveld ,309,,309,309__,Landgraaf - Simpelveld,2.055147,"2,055147",-5.813055,"-5,813055",ProRail,201349.87,322454.035,50.8899936,6.04590235,Landgraaf - Kerkrade,LG-KRD,Vrije baan
37,4084fe11-cf5d-4e5d-aea3-b0433314b60b,,60,,Bestaand,,,Fugro,f8feca22-c2dd-4e06-9b68-7af28323a897,2d8d9256-9303-4220-abb5-f1306b5c68ab,,,,,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,30.88393,"30,883930",-8.52303,"-8,523030",ProRail,155684.859,414975.092,51.72351347,5.3971131,Oss - 's Hertogenbosch,OSS-HT,Vrije baan
38,0e6d800f-c037-406e-83eb-15a0dd94e4e8,,60,,Bestaand,,,Fugro,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,68df4100-66a1-4a73-8fe2-5554b1fc087d,,,,,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.772081,"45,772081",6.803536,"6,803536",ProRail,169283.959,420660.86,51.77443727,5.59416394,Oss - Ravenstein,OSS-RVS,Vrije baan
39,dec7c438-f104-470e-aab0-f63b3dd109cc,,60,,Bestaand,,,Fugro,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,1aae5933-b2cb-4eda-8202-34810efb937d,,,,,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.757419,"45,757419",-7.729745,"-7,729745",ProRail,169264.849,420668.682,51.77450806,5.59388737,Oss - Ravenstein,OSS-RVS,Vrije baan
40,77d76487-a3c6-4b83-b91b-a2a283f6aed0,,60,,Bestaand,,,Fugro,308b94dc-5226-4b8d-bb02-baff055effe9,d72be361-c7ab-47e5-9e4d-bff44196e777,,,,,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,818,a,818,818_a,Terneuzen Dow Chemical,105.809752,"105,809752",6.600696,"6,600696",ProRail,44148.211,372445.224,51.33037088,3.79659595,Sas van Gent,SVG,NCBG
41,d99ad953-48c9-472f-9762-f9807d42b866,,60,,Bestaand,,,Arcadis,dd7d5a40-5f14-461b-91cf-ce2dc6249f50,7361d1d6-93e7-493a-b155-3f5072663513,,,,,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,21.076995,"21,076995",6.557749,"6,557749",ProRail,227621.122,455350.836,52.08165681,6.44666708,Ruurlo,RL,PPLG
42,aca923c9-a655-49a3-bd72-1afc79e8b0ca,,60,,Bestaand,,,Arcadis,9673392a-90af-40ef-8f6b-d1f54fde5051,5fcd1f6b-5cd2-4364-b3a4-1ba4eabda0ba,,,,,Est-Gdm,Elst - Geldermalsen ,511,,511,511__,Vork,2.853547,"2,853547",-4.573168,"-4,573168",ProRail,186028.359,435053.528,51.90312033,5.83806451,Elst Aansl.,ESTA,PPLG
43,1fd6e4eb-9885-49ee-bc2e-9fff52720e2f,,60,,Bestaand,,,Fugro,c7d75799-cdcf-49f1-819f-3ff600b04403,ccabdeaa-bdba-4aa9-808a-b6eb7aeff51a,,,,,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,40.446099,"40,446099",-5.079458,"-5,079458",ProRail,192718.88,407233.668,51.6526597,5.93224765,Beugen Kruispunt - Boxmeer,BGK-BMR,Vrije baan
44,a022cce1-c8c3-461f-885f-26aa4781855b,,60,,Bestaand,,,Arcadis,f5841b9a-ec12-4ad7-b900-18356a0227e9,12bfdfe5-6f7d-40a3-8836-871da5317835,,,,,Hlg-Nscg,Harlingen - Nieuweschans Grens ,548,,548,548__,Waterhuizen Aansl.,86.839062,"86,839062",6.254553,"6,254553",ProRail,239257.219,578202.426,53.18386154,6.64762559,Zuidbroek - Waterhuizen Aansl.,ZB-WHA,Vrije baan
45,166b21c2-d99c-4ab8-bcba-cca25a6c5ded,,60,,Bestaand,,,Fugro,fe3081dd-dd54-4137-a2ed-48c15086db97,ce0650ac-e2fb-4cd5-b2a8-150b45e5e1d0,,,,,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,17.916995,"17,916995",-6.185041,"-6,185041",ProRail,194077.337,383440.181,51.43870487,5.94922307,Horst = Sevenum - Griendtsveen Overloopw.,HRT-GRVN,Vrije baan
46,9564fe08-7b70-4871-ad8b-830e3d3625de,,60,,Bestaand,,,Fugro,fe3081dd-dd54-4137-a2ed-48c15086db97,377eb346-4bfc-459f-ae85-99c67ca7f27d,,,,,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,17.929083,"17,929083",6.872228,"6,872228",ProRail,194067.55,383454.89,51.43883775,5.94908395,Horst = Sevenum - Griendtsveen Overloopw.,HRT-GRVN,Vrije baan
47,26e354fc-c8a8-493a-942a-0c59c299977b,,60,,Bestaand,,,Arcadis,fb90a2e8-7dde-46c4-99f0-f1b0b0023c29,7f0ebd08-af95-4dd4-9c58-2aa83ae4e9a4,,,,,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,41.238454,"41,238454",4.360653,"4,360653",ProRail,157267.225,550854.603,52.94473331,5.42093566,Stavoren - Workum,STV-WK,Vrije baan
48,1991fdfe-03c6-4c5c-8aac-7f1231d0a80c,,60,,Bestaand,,,Arcadis,fb90a2e8-7dde-46c4-99f0-f1b0b0023c29,44cb622d-2a6a-403b-8a2b-0064f9468958,,,,,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,41.205659,"41,205659",-3.692273,"-3,692273",ProRail,157293.824,550875.76,52.94492332,5.42133151,Stavoren - Workum,STV-WK,Vrije baan
49,cce5e351-e7e9-4f3d-86f1-5e4ced4aec5f,,60,,Bestaand,,,Arcadis,16efdd06-9b78-4c2c-8f7e-91162f725325,b8bf1384-9c7d-4833-8a53-162b4d7699da,,,,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,42.912083,"42,912083",-6.092944,"-6,092944",ProRail,142663.505,452835.26,52.06367448,5.20730321,Utrecht Zuid Aansluiting- Driebergen = Zeist,UTZA-DB,Vrije baan
50,73d24000-a004-4af5-914a-7ad2d33914ca,,60,,Bestaand,,,Arcadis,16efdd06-9b78-4c2c-8f7e-91162f725325,70da610e-cf0c-4a95-bc66-6de3e429b610,,,,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,42.941697,"42,941697",7.386648,"7,386648",ProRail,142693.786,452823.46,52.0635691,5.20774521,Utrecht Zuid Aansluiting- Driebergen = Zeist,UTZA-DB,Vrije baan
51,d8aa3d27-0bdb-4aae-aae8-404b9bbaf8f0,,60,,Bestaand,,,Arcadis,3ed03f35-2cb4-4cec-b548-a3054b8fd3af,ae07a028-3874-4491-b729-15b88f104af1,,,,,Zd-Ekz,Zaandam - Enkhuizen ,524,a,524,524_a,Zaandam,1.105544,"1,105544",11.197303,"11,197303",ProRail,115596.562,496001.867,52.45036622,4.80757587,Zaandam Kogerveld - Zaandam,ZDK-ZD,Vrije baan
52,99d22e95-fa7d-40c8-a707-90ff93edafe8,,60,,Bestaand,,,Arcadis,3ed03f35-2cb4-4cec-b548-a3054b8fd3af,ae07a028-3874-4491-b729-15b88f104af1,,,,,Zd-Ekz,Zaandam - Enkhuizen ,524,a,524,524_a,Zaandam,1.109392,"1,109392",20.542231,"20,542231",ProRail,115606.002,496005.517,52.4503997,4.8077143,Zaandam Kogerveld - Zaandam,ZDK-ZD,Vrije baan
53,24fdd3bc-8288-42c8-b20f-a0c5cf7e13c3,,60,,Bestaand,,,Arcadis,3ed03f35-2cb4-4cec-b548-a3054b8fd3af,5dfb8ea3-3a41-498b-9891-c6a96b3e22d3,,,,,Zd-Ekz,Zaandam - Enkhuizen ,524,a,524,524_a,Zaandam,1.122401,"1,122401",3.839476,"3,839476",ProRail,115589.636,496019.074,52.45052037,4.80747197,Zaandam Kogerveld - Zaandam,ZDK-ZD,Vrije baan
54,8a9cdcd8-89ca-4d7f-ac5d-12775ac2d4a4,,60,,Bestaand,,,Fugro,34070a11-4621-4f75-a508-37088b0268ac,1ca3aada-86be-4625-b39b-168703628b8b,,,,,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,119.742777,"119,742777",-6.911672,"-6,911672",ProRail,37299.875,385190.419,51.44350988,3.69412617,Sloehaven Emplacement,SLOE_523-524,NCBG
55,e759a159-8e12-4288-b097-1e04ad202ef5,,120,,Bestaand,,,Fugro,15d9f17b-6340-446f-aec9-2a59a45d7e97,18595ec9-b653-44a4-8ce0-e65dc0fdd53f,,,,,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,39.54075,"39,540750",88.310272,"88,310272",ProRail,62596.045,438687.389,51.92897189,4.04369267,"Rotterdam, Emplacement Maasvlakte",MVT_707,NCBG
56,7e0793e6-cdf4-44ca-8e69-a54bbcbece19,,60,,Bestaand,,,Arcadis,d6e237a0-f6f3-4473-b2c3-9fae57ef3f05,5917308d-32c7-45c1-8bda-e4ade4c74890,,,,,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,110.585765,"110,585765",-7.655129,"-7,655129",ProRail,207507.369,532272.369,52.77520669,6.16531928,Steenwijk - Meppel,SWK-MP,Vrije baan
57,5732de6a-a735-401c-96d3-f2645ce8c433,,60,,Bestaand,,,Arcadis,d6e237a0-f6f3-4473-b2c3-9fae57ef3f05,4fa09735-9ed7-4cd7-95ad-961e326e9ed8,,,,,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,110.583291,"110,583291",7.40847,"7,408470",ProRail,207522.306,532275.525,52.7752336,6.16554111,Steenwijk - Meppel,SWK-MP,Vrije baan
58,b8ed6574-914f-4a42-981a-fc94b5e54238,,60,,Bestaand,,,Arcadis,d9357d57-ea03-4c0d-9bde-1b3c2b1a7137,a855f25d-9d94-4dd1-a72f-e9faaf84a432,,,,,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,38.799668,"38,799668",4.718892,"4,718892",ProRail,212250.495,441399.985,51.95807931,6.22011792,Wehl,WL,PPLG
