AreaManagerId,UsageId,UsageIdDesc,StartDateUsageId,EndDateUsageId,SpecificationIndicator,SuperiorAreaManagerId,SuperiorUsageId
2468,GARAGEP,Garageparkeren,20140101,29991231,N,2468,PARKEREN
484,BETAALDP,Betaald Parkeren,20130919,29991231,N,484,PARKEREN
353,HULPDNSTP,Hulpdienst,20130125,29991231,N,353,VERGUNP
1900,GARAGEP,Garage Parkeren,20131011,29991231,N,1900,PARKEREN
363,ABOP,Abonnement parkeren webportaal,20210201,29991231,J,363,PARKEREN
855,BETAALDP,Betaald Parkeren,20131008,29991231,N,855,PARKEREN
796,JO-VP,Jaarontheffing vergunninghouders parkeren (E9),20111027,29991231,N,796,VERGUNP
222,VERGUNP,Vergunning Parkeren,20131003,29991231,J,222,PARKEREN
275,PARKEREN,Parkeren,20120522,29991231,J,,
361,BEWONERP,Bewoner,20100101,29991231,N,361,VERGUNP
353,AUTODELERP,Autodeler,20130125,29991231,N,353,VERGUNP
856,VERGUNP,Vergunning Parkeren,20131008,29991231,J,856,PARKEREN
397,VERGUNP,Vergunning Parkeren,20120110,29991231,J,397,PARKEREN
119,VERGUNP,Vergunning Parkeren,20131010,29991231,J,119,PARKEREN
397,PARKEREN,Parkeren,20120110,29991231,J,,
203,PARKEREN,Parkeren,20120822,29991231,J,,
141,BETAALDP,Betaald Parkeren,20130917,29991231,N,141,PARKEREN
512,BETAALDP,Betaald Parkeren,20121121,29991231,N,512,PARKEREN
505,PARKEREN,Parkeren,20130212,29991231,J,,
2459,PARKEREN,Parkeren,20131111,29991231,J,,
917,PARKEREN,Parkeren,20120614,29991231,J,,
622,PARKEREN,Parkeren,20131017,29991231,J,,
90,OMS,Ontheffing medewerker Smallingerland,20201217,29991231,N,90,VERGUNP
1742,BETAALDP,Betaald Parkeren,20131009,29991231,N,1742,PARKEREN
858,VERGUNP,Vergunning Parkeren,20131017,29991231,J,858,PARKEREN
2449,BETAALDP,Betaald Parkeren,20130916,29991231,N,2449,PARKEREN
397,BETAALDP,Betaald Parkeren,20120110,29991231,N,397,PARKEREN
202,GARAGEP,Garage Parkeren,20130924,29991231,N,202,PARKEREN
90,VERGUNP,Vergunning Parkeren,20120807,29991231,J,90,PARKEREN
353,CARPOOL,Carpoolparkeren,20150722,29991231,N,353,PARKEREN
281,BETAALDP,Betaald Parkeren,20120418,29991231,N,281,PARKEREN
153,VERGUNP,VergunningParkeren,20110101,29991231,J,153,PARKEREN
200,STADSBREED,Parkeervergunningen die in de hele stad geldig zijn,20150727,29991231,N,200,PARKEREN
363,TOEGANG,TOEGANG tot een gebied centrum,20180501,29991231,N,363,VERGUNP
193,TERREINP,Terrein Parkeren,20131009,29991231,N,193,PARKEREN
34,GPKPB,Passagier/Bestuurder,20120309,20191230,N,34,PARKEREN
715,VERGUNP,Vergunning Parkeren,20120403,29991231,J,715,PARKEREN
2460,VERGUNP,Vergunning Parkeren,20131111,29991231,J,2460,PARKEREN
164,VERGUNP,Vergunning Parkeren,20120201,29991231,J,164,PARKEREN
2449,GARAGEP,Garageparkeren,20130916,29991231,N,2449,PARKEREN
303,PARKEREN,Parkeren,20120712,29991231,J,,
2463,PARKEREN,Parkeren,20131111,29991231,J,,
262,PARKEREN,Parkeren,20120220,29991231,J,,
758,GARAGEP,Garage Parkeren,20130926,29991231,N,758,PARKEREN
479,VERGUNP,Vergunning Parkeren,20130416,29991231,J,479,PARKEREN
717,BETAALDP,Betaald Parkeren,20121016,29991231,N,717,PARKEREN
569,PARKEREN,Parkeren,20120420,29991231,J,,
484,GARAGEP,Garageparkeren,20140101,29991231,N,484,PARKEREN
995,VERGUNP,Vergunning Parkeren,20131009,29991231,J,995,PARKEREN
58,CARPOOL,Carpoolparkeren,20150723,29991231,N,58,PARKEREN
301,PARKEREN,Parkeren,20121219,29991231,J,,
599,BETAALDP,Betaald parkeren,20131012,29991231,N,599,PARKEREN
479,TERREINP,Terrein Parkeren,20130930,20131001,N,479,PARKEREN
281,VERGUNPSCH,Vergunning Parkeren Schil,20120418,20161229,N,281,PARKEREN
448,BETAALDP,Betaald Parkeren,20120314,29991231,N,448,PARKEREN
575,TERREINP,Terrein Parkeren,20131017,29991231,N,575,PARKEREN
861,BETAALDP,Betaald Parkeren,20120322,29991231,N,861,PARKEREN
106,VERGUNP,Vergunning Parkeren,20121113,29991231,J,106,PARKEREN
