civity_id;zaaknummer;status;aanmaakdatum;aangepast;gesloten
201b8da5cc9dd633ba87e45b067ce046;7253798;open;2023-02-05 11:18:22.539921;;
55ead95961fdd04397637083ce30318d;7253779;open;2023-02-05 10:46:54.261466;;
98ca074d5c6d5d3616d6a80a5dbbd91e;7253770;open;2023-02-05 10:14:39.997487;;
db49b9273771df2c9d471c57c2c2ff13;7253758;open;2023-02-05 10:10:23.45047;;
40dd22994fc6f888db5944ee66a6c8ec;7253756;open;2023-02-05 10:10:09.003172;;
59225ec6166626b58e42c5281d0ca076;7253754;open;2023-02-05 09:20:46.950231;;
54b2c30a477eba6a24af34a122b96e1f;7253747;open;2023-02-05 09:17:22.783497;;
e3269bdfe5862b9d0705d3c496fd1a32;7253718;open;2023-02-05 03:44:50.365651;;
598c804e7b83c925ffc3cb34add7f1ec;7253707;open;2023-02-04 23:54:29.165915;;
f2df96f64f642994230cb968c9a19db2;7253699;open;2023-02-04 22:38:19.07725;;
aa5e8987b048d88385983ee48a413195;7253693;open;2023-02-04 22:12:18.741588;;
fcf0b72ddd2e82a27fdc925b504a7b16;7253687;open;2023-02-04 21:54:32.74297;;
acc19a6387e36e0addcb891ab714d5f5;7253685;open;2023-02-04 21:53:30.511029;;
238101b960ca171bf3eeda4f9b1afb56;7253663;open;2023-02-04 21:19:16.897525;;
bbdfabecc5e10e5c2a36adfb2cdb8673;7253659;open;2023-02-04 21:18:35.105623;;
6007d6e5199b5083ed322751dba2a7ba;7253656;open;2023-02-04 21:16:50.041772;;
33f3cd863a8fad9a39a0d534112a635a;7253653;open;2023-02-04 21:16:04.74867;;
f1a1c468fe70073e75233d7cb10b1a7e;7253649;open;2023-02-04 20:43:54.318313;;
c9f1a4c42387e5f15656785cada84ba8;7253643;open;2023-02-04 20:23:36.556648;;
baedf45392468d486884d90577d283ba;7253638;open;2023-02-04 19:58:55.866411;;
1ba5901310c80395192865199a54ebd1;7253633;open;2023-02-04 19:41:19.664039;;
75188a5136800a399245a1f34801fc22;7253612;open;2023-02-04 18:41:55.705793;;
fbb2aa15c209e0e78165c93064eed18c;7253599;open;2023-02-04 18:20:33.873144;;
