FID,waarde,GlobalID
1,100,e56af978-42ce-492d-98b9-fd27f82193cb
2,100,95b52acd-5f26-4600-bd44-1929577b4806
3,50,f3ec6089-9da0-4127-a6c2-7a90a963a52c
4,100,baaa23eb-2538-4d8b-80ff-906160741c19
5,100,be6c197e-be99-49bd-bd89-3f26b4311cf1
6,50,a157f64e-00f7-4bd1-89df-1a4dd37f2d74
7,100,6d2e8a54-d76f-46f2-b2ce-7b7a6a09931c
8,100,61a3959b-6daa-49dc-987b-735946f8e854
9,10,6a872475-99ec-43af-bb52-24885ba41efb
10,100,32ff067d-2320-48f4-b7e8-9d6c58b32385
11,100,8e4a9281-f766-4d4c-a217-781d943826ba
12,90,f9de19fc-f236-45fb-aaaa-a5ef74b6bf71
13,90,402a9422-406f-4f60-8670-0a5419373577
14,90,4a485414-113a-4a25-a653-92f4fecfa97c
15,50,ab46451d-b2e8-49c8-87b4-153032959d78
16,90,ff378e46-8350-42eb-b434-c9e55b911ddb
17,50,bd4c4cec-5279-4c5f-86eb-9eac6cb52749
18,90,975cdbaf-bf4c-4dc4-9f4f-dcfc5e1d9161
19,50,793253f0-a80d-4575-a7dc-9961c832b7e5
20,50,2c446b1f-bfbc-454e-8568-aba8eecd0f6d
21,50,472ea503-758e-428f-b7cd-54d651e2b131
22,100,2fc754ae-680b-4b28-9ced-40ab04799956
23,90,800baa55-44d6-4bca-b19d-cd187e8f64f7
24,100,88b7ffbb-5135-4ce3-8249-84306e63e8d1
25,100,76fbcd7d-31ea-40f9-a3bc-9c8cc1e39a13
26,90,da6a9cd0-b9ff-4eee-b560-21a877f4066f
27,90,3718430a-6a0a-4601-b4a0-a0fe6640e26d
28,90,323defd2-bbbb-4780-a208-0708dc25a7ee
29,100,0bbd557f-eda3-447d-97fd-f82fd5c31757
30,50,a49ff2fb-5b17-4d11-a37e-329fae49e17a
31,100,9298b8de-24aa-4d31-83f9-15f24aa2f82a
32,90,17f6a935-11f9-4bfc-bdda-62c1c57944d5
33,90,b2687205-6a73-486a-89d3-a06fc0be0362
34,100,8eea464b-95ac-4caa-b26b-851da24be16f
35,50,b1b1a6cd-97ba-4dd0-aa4c-3e5b11a45315
36,50,9d472da4-2d84-49b0-9872-1eab9dcdc112
37,100,6418ecc1-af3f-4be5-8f7e-a8d356263320
38,100,4e0b7004-0476-4de4-9e66-ffda999ec079
39,50,2b465290-88cb-496d-8b07-435c0f375ad7
40,100,44e5d1b6-2ae0-43bd-893e-354ca94ebf3a
41,50,d4794c6d-a871-400d-b1b2-6d90c4801900
42,50,1a29ed01-0107-41ad-8c46-d8a951eccbca
43,100,4a9d5619-c382-46dd-b0b0-e270b00e14c0
44,90,e4c5b505-8522-4da6-a6cd-400b609a7691
