OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,INWINMETHODE,AZIMUT,TIJDSTIP_REGISTRATIE,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,LATITUDE,LONGITUDE,KM_SPOORTAK,KM_SPOORTAK_T,STK_OFFSET,STK_OFFSET_T
1629,01b2982b-09ba-4927-b209-5cc501e87078,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.430059,"12,430059",19.363114,"19,363114",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84615.563,432603.336,0,51.87751742,4.3650341,,,,
1630,1586fb10-74d6-4ac1-8a29-1471770c3488,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.430696,"12,430696",19.354482,"19,354482",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84614.927,432603.307,0,51.87751708,4.36502487,,,,
1631,7ed64180-eae6-4b4a-857c-ae4c7e764a68,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.430143,"12,430143",10.038009,"10,038009",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84615.778,432594.013,0,51.87743366,4.36503912,,,,
1632,3bcd7e60-ae1d-451b-a97d-fdc3ba513f86,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,11.885428,"11,885428",38.569672,"38,569672",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,85159.195,432641.531,0,51.87792911,4.37292015,,,,
1633,a154f0fd-c3cb-48a2-a4a3-de7d7648ef45,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,11.885127,"11,885127",20.746164,"20,746164",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,85159.877,432623.718,0,51.87776911,4.37293366,,,,
1634,3b4324e2-227b-4fab-bd29-89d39e862018,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.027561,"12,027561",6.347375,"6,347375",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,85017.668,432604.148,0,51.87757538,4.37087269,,,,
1635,261499f5-9118-4bdd-b508-ac0ce69c3e36,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.028724,"12,028724",-7.387019,"-7,387019",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,85016.981,432590.381,0,51.87745157,4.37086551,,,,
1636,0b31e884-7d8d-4250-bcc6-f629a98686b7,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.168185,"12,168185",-7.395113,"-7,395113",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84877.455,432585.067,0,51.87738626,4.36884061,,,,
1637,458eb486-a773-489a-bdc6-7506b10b9f08,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.309668,"12,309668",-7.340376,"-7,340376",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84736.591,432579.791,0,51.8773211,4.36679628,,,,
1638,18f9a721-d4b4-4365-8b51-bb53c575cd51,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.928984,"16,928984",16.311571,"16,311571",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80234.272,431706.635,0,51.86888776,4.30161138,,,,
1639,2591c07f-ea8d-4be4-a73e-6534c824f423,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.927581,"16,927581",25.233224,"25,233224",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80234.683,431715.657,0,51.86896889,4.30161539,,,,
1640,8305baf8-0e07-4fee-8d94-4254f5504d65,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.927831,"16,927831",34.19647,"34,196470",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80233.446,431724.538,0,51.86904854,4.3015955,,,,
1641,c16945b3-7340-411c-b8ce-647694697f90,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.088235,"17,088235",36.029606,"36,029606",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80074.83,431710.954,0,51.86890514,4.29929577,,,,
1642,235b1c55-e6a8-45b7-97f2-85a0d5294078,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.088875,"17,088875",45.186858,"45,186858",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80073.411,431720.023,0,51.86898645,4.29927319,,,,
1643,a5d0d181-cbbf-4161-af2d-5f4226989d6b,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.089644,"17,089644",45.130278,"45,130278",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80072.653,431719.901,0,51.86898525,4.29926222,,,,
1644,cfd10afb-f371-4987-b2bb-1e491229f341,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.089479,"17,089479",58.582757,"58,582757",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80071.663,431733.318,0,51.8691057,4.29924493,,,,
1645,bc112924-4376-4f4d-8a04-37c3b4114d3f,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.653737,"17,653737",56.58953,"56,589530",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79511.489,431699.052,0,51.86872208,4.29112017,,,,
1646,82847054-7bf4-42a7-9380-757139058f41,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.827527,"17,827527",10.780365,"10,780365",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79341.014,431644.333,0,51.86820719,4.28865736,,,,
1647,fd447de4-40a8-43f8-a1ce-0351bb8c881c,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.826393,"17,826393",19.512013,"19,512013",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79341.656,431653.11,0,51.86828615,4.28866475,,,,
1648,0ad88651-f6f4-4600-af45-3f6dea2571de,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.660914,"17,660914",6.331177,"6,331177",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79507.035,431648.474,0,51.86826694,4.29106659,,,,
1649,0a0797e2-f2c6-4b45-a59b-1b4e5a4fb642,,60,Bestaand,,Terrestrial,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.372054,"0,372054",9.237108,"9,237108",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177412.467,317945.824,0,50.85090823,5.70544243,,,,
1650,5f534c8b-059f-49e2-9fbf-32cbd7b5aa3d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.602211,"0,602211",-7.14398,"-7,143980",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177329.729,318162.264,0,50.85285698,5.70428092,,,,
1651,f0d297e1-23e2-459b-8890-81f22fce4ab8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.257763,"51,257763",-6.680636,"-6,680636",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159736.236,464274.137,0,52.16660433,5.45643021,,,,
1652,93fe125b-06dc-40ac-b141-a4b62aeb24a4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.331984,"51,331984",-6.829068,"-6,829068",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159809.705,464265.34,0,52.16652462,5.45750393,,,,
1653,2fc01c67-0757-4f96-98b6-985a70b20e44,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.259551,"51,259551",6.728048,"6,728048",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159736.323,464260.611,0,52.16648276,5.45643129,,,,
1654,3d1b99e3-998c-4e2a-a024-74c17761e625,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.257628,"51,257628",6.744803,"6,744803",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159734.422,464260.834,0,52.16648478,5.45640351,,,,
1655,7d02e08d-9792-40b2-a67e-1066e8858cf6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.331922,"51,331922",6.482689,"6,482689",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159808.11,464252.124,0,52.16640585,5.45748043,,,,
1656,bd17d176-d185-4326-b8d9-265e46af299a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,51.259477,"51,259477",-6.57336,"-6,573360",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,159737.915,464273.817,0,52.16660144,5.45645474,,,,
1657,44ccaa1c-a0a4-4791-a0cf-09eca3a43cd1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlg-Hlgh,Harlingen - Harlingen Haven ,001,b,1,001_b,Harlingen Haven - Leeuwarden,100.345689,"100,345689",-2.826353,"-2,826353",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,156630.69,576276.542,0,53.17317729,5.41159353,,,,
1658,8cfff407-4b31-4611-acec-ea93bce6487e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlg-Hlgh,Harlingen - Harlingen Haven ,001,b,1,001_b,Harlingen Haven - Leeuwarden,100.447153,"100,447153",-2.296809,"-2,296809",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,156614.501,576377.003,0,53.17408005,5.41135193,,,,
1659,7fa56687-0be2-447c-b05f-bb8751a780ca,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlg-Hlgh,Harlingen - Harlingen Haven ,001,b,1,001_b,Harlingen Haven - Leeuwarden,100.532096,"100,532096",-2.643767,"-2,643767",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,156616.334,576462.153,0,53.17484518,5.41137976,,,,
1660,d019cf26-90d7-4936-bad1-001b9b226332,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,26.764375,"26,764375",21.486385,"21,486385",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,73203.897,436432.39,0,51.91036843,4.19842923,,,,
1661,02302a0a-4510-4b31-8b02-815b8f914872,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.99651,"17,996510",56.988365,"56,988365",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79173.601,431681.498,0,51.86851841,4.28621884,,,,
1662,014f162f-624f-4136-80c7-069667625525,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.957361,"17,957361",60.537173,"60,537173",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79211.809,431687.196,0,51.86857482,4.28677226,,,,
1663,d89af116-e24d-4919-9e35-6461d9142b43,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.309629,"12,309629",-6.484063,"-6,484063",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84736.609,432580.648,0,51.8773288,4.36679637,,,,
1664,5e5fe22c-7afa-4906-8d4a-19007a46c43f,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.166967,"12,166967",-5.189075,"-5,189075",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,84878.577,432587.321,0,51.87740666,4.36885644,,,,
1665,12b88c85-a587-438b-9193-082ab824a336,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.7983,"16,798300",51.017439,"51,017439",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80360.522,431754.5,0,51.86933485,4.30343383,,,,
1666,16243672-cddb-48c8-88b0-bb4051508222,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.162236,"27,162236",37.018904,"37,018904",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,72907.938,436698.663,0,51.91271776,4.1940653,,,,
1667,2afb3128-3e90-4a98-b79d-e2224f70335b,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.434089,"27,434089",32.880829,"32,880829",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,72696.575,436869.31,0,51.91422008,4.19095313,,,,
1668,1e18ac9d-6379-4d76-ad37-f31f779acb9f,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.75332,"16,753320",48.934344,"48,934344",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80405.542,431757.319,0,51.86936622,4.3040868,,,,
1669,2910f405-a428-4f0b-9141-4758c2102bec,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.450651,"16,450651",31.592075,"31,592075",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,80706.947,431772.834,0,51.86954595,4.30845912,,,,
1670,640dfb63-b049-44b5-b505-584fe2a24d7f,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,18.188045,"18,188045",10.77988,"10,779880",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,78985.479,431624.821,0,51.86798341,4.28350034,,,,
1671,4eb29c54-f247-486b-85a2-b630a34e1e34,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,18.188821,"18,188821",10.686447,"10,686447",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,78984.698,431624.685,0,51.86798208,4.28348903,,,,
1672,a13d347e-e311-4571-8d96-eb0a7d24ded9,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,18.188846,"18,188846",19.717109,"19,717109",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,78984.183,431633.701,0,51.86806304,4.28347957,,,,
1673,90581dba-102a-4729-bbf6-4c65f83cc52d,,120,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.160322,"27,160322",13.720477,"13,720477",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,72894.466,436679.558,0,51.91254408,4.19387409,,,,
1674,d2b74e16-c8f5-4b57-8d80-ff9239e53f95,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,16.736528,"16,736528",48.563426,"48,563426",Derden - Overig - Nedmag Vdm/ RSCG,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,255861.602,571383.493,0,53.11973884,6.89380418,,,,
1675,03602913-1dca-4e92-b8eb-66de4cfa080b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,16.735346,"16,735346",48.525951,"48,525951",Derden - Overig - Nedmag Vdm/ RSCG,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,255861.497,571382.305,0,53.11972819,6.89380224,,,,
1676,7832848a-515a-4788-b765-f0c2704e32e0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,15.365663,"15,365663",3.770748,"3,770748",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,255605.94,570047.796,0,53.10778783,6.88957084,,,,
1677,a1bac56e-b580-4310-b170-e4fb86dd2bd8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,15.365922,"15,365922",-1.552515,"-1,552515",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,255601.438,570050.648,0,53.10781429,6.88950452,,,,
1678,7d898fbe-3a20-433e-bb6b-07a0e27425de,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,53.452553,"53,452553",-2.040709,"-2,040709",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,257643.39,471553.165,0,52.22248921,6.8894312,,,,
1679,b8331d12-22b7-4059-a268-036ee038b106,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,543,c,543,543_c,Hengelo,45.704438,"45,704438",-63.954707,"-63,954707",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,251635.362,475690.796,0,52.26075396,6.80270954,,,,
1680,4fc0eb17-ed3a-497c-9af2-12130214ac35,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,53.422418,"53,422418",33.250436,"33,250436",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,257620.353,471512.569,0,52.22212873,6.88908185,,,,
1681,26cee3b1-1126-454f-b91a-f52240e13f2e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,543,c,543,543_c,Hengelo,45.333356,"45,333356",-1.073576,"-1,073576",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,251242.005,475756.936,0,52.26141715,6.79696818,,,,
1682,be3e7898-e6f4-496d-8db9-adc63ae99e56,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,52.925914,"52,925914",-27.927408,"-27,927408",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,257120.146,471472.623,0,52.22186267,6.88175151,,,,
