OBJECTID,PUIC,NAAM,AFKORTING,RICHTING,GELDIG_VANAF,PUBLICATIEDATUM,VLPOST_PUIC,VLPOST_NAAM,VLPOST_OMSCHRIJVING
124,357edb2f-a00f-4f25-af6c-0f9343084f68,Ledn_Vh,085007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
125,122dc18d-9a31-4c42-84e6-ca5b2cf061bf,Ampo_Mbga,135001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
126,d56008ea-16e0-4c5d-8133-a3567c69e23a,Coa_Gbg,204006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
127,7c391ff2-53c0-4159-99db-84243a74e175,Bhdv_Gr,118009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
128,08bd0cb4-2087-41ef-8efd-b7859a322358,Dvaz_Vspa,027006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
129,69acda78-0578-45ac-80d6-f8f5e78a1506,Asdma_Dgrw,586005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
130,65f45e91-2253-42ff-82cf-50bbb9eaf554,Nml_Rsa,044002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
131,0c7cbc8a-c5c2-4c1b-bb86-ec4708c8d365,Uhz_Ust,200004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
132,9d1fb4cd-a1c9-4518-9fc7-6575bb37c22b,Aml_Wdn,024005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
133,2ca7e203-aa22-45ca-bd57-5f91bf554f15,Alm_Almp,135004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
134,88b247af-440c-4996-b952-edab58d9b169,Whzan_Whzaz,950005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
135,49934ea2-006c-42a8-b918-146dcc15e97a,Dz_Dzw,201007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
136,3d718b28-1da0-4e0b-99bb-6d561fcb7c81,Aml_Amri,025001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
137,e46bbbe3-c5d2-43d1-9ee0-c0ed5528f9fc,Apn_Gwb,102003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
138,43f6a801-90bb-47c8-bfe6-9423f26394bb,Ddr_Ddzd,119004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
139,b776da05-f6db-4457-9b62-d963da92e41e,Dv_Ost,018003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
140,b9887c77-6071-4e1d-b4b0-5f083df0e134,Lwd_Arn,127008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
141,64d076f4-1937-4952-963a-34668ba84649,Zl_Ddv,014001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
142,13e012f8-0534-4cc0-a08b-020df12b140d,Bhv_Bloa,093000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
143,439b0a68-5055-4c2e-84c1-07980103d47f,Btl_Vg,053001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
144,7df2048b-ace2-47f9-8d65-62d272e82a99,Utza_Utvr,117006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
145,c6e2e052-a7e6-4352-a006-9ef7eb31c3c3,Dtcp_Sdm,112005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
146,368e7564-8b73-49c6-84c2-8c3ecaef5308,Hwd_Obd,216001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
147,b2f26b2a-1b2b-437c-9687-a28c7825dbca,Hdrz_Kgs,073002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
148,27453b0d-be32-42e4-b2a3-2c58653ab840,Sog_Vk,070005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
149,f2e842b6-1c9e-4294-b3dd-097a4891aaca,Apdo_Twl,023002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
150,29666f27-c415-41d9-b21d-57704856f25c,Tb_Tbi,124002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
151,05d17c98-9375-4904-bdce-818997bb676c,Lwd_Sloe,127014,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
152,cd244af0-950e-42e6-838a-8361b3c279c4,Mbtwaz_Zbm,046001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
153,0a9efa56-babd-4294-b0f0-6e1b02f47e79,Bzl_Gs,127006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
154,4198242b-3262-4040-a801-e06b2497ae92,Eml_Pt,017004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
155,a41e3153-d20b-4038-9def-d21c7894ecf6,Dtch_Oij,212005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
156,5d63f9f6-8760-49b4-8779-58feb1445033,Hto_Rs,047002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
157,609b2991-4099-48a6-bc9e-be693f72171f,Ahpr_Va,034099,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
158,596c6b8e-0a23-4f65-94d4-3d54df6cb2c6,Odo_Wdo,105001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
159,65c61a42-a587-4c3c-be34-c985ef44eba8,Hlo_Cas,075002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
160,c0f5ab23-16ab-457d-8228-8b4fb0264a63,Ec_Mbt,062002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
161,bb967090-1538-4da5-ba28-c995871fc18a,Hdg_Lwc,002004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
162,03a0a8ef-11f5-490b-9fc2-27f61d0b848e,Oelz_Rvs,047006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
163,b92f1a0b-38e1-436e-8382-82bf6512c257,Dvnk_Vkbr,104002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
164,c7cccfd7-43ad-49fe-9806-c542ac6b2202,Smvrt_Swk,009004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
165,c520f737-1789-4ff6-a023-864ee0aaad70,Bhv_Dld,093002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
166,6cd556da-46c4-4efc-95e5-6db93388c7ea,Har_Klp,108001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
167,c896291b-5447-4038-a83b-7677fc6c47f0,Atn_Ww,212001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
168,ad7c7955-ca32-4e07-a5d9-e0aee7aec9e6,Vdma_Zb,305001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
169,c9cb9a1f-b6c9-4807-876c-b2856a9383f3,Kw_Mth,004002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
170,56633c38-941b-4545-ab46-d88895c0cf60,Pmw_Zdk,079003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
171,ba51d1b7-cb22-4173-8f9a-5b959935f46e,Hmta_Zd,139001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
172,103d4e96-6b91-484e-b4bd-6d867d8c50f2,Bobr_Pmk,009011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
173,7a65bff6-d337-40cf-9612-f80c12679d3c,Dei_Drp,001004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
174,ae3e94f1-30a8-4e98-b412-0c80cbb71f59,Edn_Mtr,071002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
175,d5192803-d544-45b6-9d89-626c22ffe14f,Gp_Tgra,057001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
176,d83c765d-8af5-452a-aa7a-c029537cda97,Ut_Utzl,117009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
177,935fee67-9497-46d3-93a8-0b7d1688ff41,Utwa_Utlr,100001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
178,8b5b6d60-2d89-452f-a308-a677d50119d2,Bol_Hwd,074005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
179,6ed94086-3c9f-43da-a98a-da9cd2af6ea1,Cps_Rta,132003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
180,c3ce7db7-f1ae-4267-ad87-5c3588c7fff6,Brd_Kfhaz,116020,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
181,d3a41d7e-6934-494b-a2fc-26ddbf8e22f0,Es_Esk,028002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
182,1697b5c6-5d11-4844-b7f5-98046f536707,Bll_Sptz,082002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
183,8d02363e-3774-459a-a820-565551f30700,Hil_Lis,085004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
184,093ad6ee-96c9-4522-be5e-913a5590f863,Hlms_Hw,084001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
185,2dd0c108-15e7-4f97-ae52-9b8b1d6f7e51,Amfga_Brna,092002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
186,b2f55468-7aeb-4ca4-b1c9-86f3ebeaaad4,Gnd_Gr,118006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
187,050db7e3-6a01-4b3d-9bee-50709865b3db,Gk_Gka,002013,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
188,22b191e0-3848-4c91-969a-8837fd6459bb,Hdg_Fwd,002005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
189,59284333-846d-4b42-9269-d517aed7a9c3,Mvtah_Mvtyn,478001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
190,4a7ccad2-2103-4477-9eb2-da06f359a730,Crao_Hvsn,087005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
191,df27a7ca-4a93-4336-b764-f97d926029ac,Mbga_Vtbr,135101,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
192,c859547a-7ef9-4b85-95e6-1f5525a2e68e,El_Zvg,039002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
193,2d068038-ed2e-4de7-851a-50dffc0ff7f4,Ddnser_Go,031006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
194,f8f5e497-5cc6-41c2-bdcb-690ae140437f,Fn_Hlg,001006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
195,744c36d6-41c6-4fc3-bd87-70908631654c,Bunde_Wr,005018,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
196,9579460d-0980-453f-9a19-01f11659b0a0,Hna_Obd,216002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
197,328f9d17-9c19-4ba1-8800-7bdf9cf31b52,Hfd_Shl,133002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
198,f05134a4-08ca-409a-ba26-4bcf765e6051,Hno_Rat,206003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
199,afb6fd79-57fa-4800-97ce-0602ed8dc65f,Dl_Omn,204002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
200,02713604-dcea-4b51-8773-1ee0a2879549,Dvn_Zv,038003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
201,66fee6f3-75b7-4348-8ad4-73df226ff897,Kmr_Vdl,067002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
202,0c3bc02d-15f3-44c2-889b-ada5d9ed69bd,Hb_Hrla,064006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
203,f9cbc236-67fa-49ee-b442-4cf0c56920e9,Cvm_Egh,309002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
204,20b351bd-ef28-49e6-a60f-1155529c90e4,Lg_Eghm,066001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
205,0975d01e-ded3-4cf2-8e07-851966034c61,Sbk_Sn,064003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
206,891704bf-152e-4707-a342-efda85f07966,Nmd_Nmgo,047011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
207,8494c6c3-e42b-4feb-826e-f6c54b05b2b4,Kbd_Krg,127003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
208,b4aed565-dfe5-4e6c-90dd-0b1382774601,Bsd_Ldm,118002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
209,980a8dad-d947-4ddb-8e4d-fd5cb20c7c6b,Gnl_Hrna,011010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
210,4a9f414f-d161-4854-acfd-a8fd0e5fc921,Mrb_Vhp,205004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
211,6b63d914-5f2a-469b-8842-77fd4fec673d,Bnva_Sto,021001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
212,1279398f-2ae6-4f39-a889-5376227877dc,Rsd_Rsdg,126001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
213,94bace4f-ed04-4abb-9cf4-df082348c5fe,Bda_Etn,122003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
214,9ab99c2a-1fca-4ac7-b4ba-d3dade64f610,Btd_Stm,201003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
215,4116cda8-5378-45f0-9d6f-5e93cd3e127c,Vlgr_Kn,056002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
216,f13cefda-2128-4b1f-8aaa-0c7251c53239,Hde_Wz,017008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
217,13fd7b6e-ae95-41d9-905c-eac94f446382,Mes_Sgl,070003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
218,86e69e11-a142-470f-89d5-7a25ba1b5930,Vlb_Vry,052003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
219,dd17e70f-2e4c-4c02-a568-69beb58b7809,Akm_Brdl,009009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
220,4691e043-82da-4634-8a0f-ef9cd628b279,Kmw_Stv,008010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
221,b9719a55-1ccb-44a6-88b9-e886914936fa,Asdz_Skbr,144002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
222,c27230d0-fc9d-4b52-afcf-428453683bf6,Bda_Bdpb,121001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
223,3671a316-aee7-47d3-aab1-a6ef8228ab6a,Bsks_Wadn,226005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
224,4d414701-bac9-4ba2-af4e-339d1118dac0,Did_Wl,212007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
225,385c828e-fcd5-4a18-995d-d8429447dc64,Co_Dln,204008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
226,acdce95b-f494-4aac-86b5-06349ede610c,Swd_Wsm,007001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
227,96231f9b-a866-4171-9d2a-bd11d6842e46,Ztwo_Ztww,103002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
228,6bffc341-a913-43ea-903e-6ca87dee3485,Asra_Shl,133001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
229,25aacede-961f-48f9-ae1b-517c4011aefd,Hry_Wv,009006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
230,68a8d786-3cdd-45a1-ad03-c317da6ac916,Ass_Obpa,139010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
231,6bc5f0e0-e8da-4b3b-bafe-06f125bf9f52,Brdva_Brdv,950001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
232,2659490a-d748-478e-babe-9e591e60bbf5,Brda_IJsma,116010,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
233,5d7402f3-8b1d-4a9c-baf0-10f6e3b911cf,Did_Zv,212008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
234,896112e1-14ad-4b0a-b191-dc2eb81d1747,Bmn_Dr,033001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
235,f9f94669-09ed-44de-b4b7-95f869250847,Bd_Gz,123001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
236,bebab681-0608-4422-ace5-b9c98d7fdfd1,Eemia_Eem,200008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
237,72b99fb7-6db1-4d9c-9781-c2b1b03af6a2,Hk_Utg,076004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
238,76948995-aa89-4775-8183-2567b349b949,Mda_Wadt,226001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
239,ffa0637e-4882-463c-9202-08704d4409db,Hmt_Lnp,058011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
240,881c34b7-a4b4-439f-8881-80509c93da7f,Zlw_Zvb,120001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
241,e07dc721-fbdf-4c46-8aae-61f203445a62,IJt_Sk,008004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
242,bc683e94-f12f-4cac-90da-283e0615c6fb,Har_Mrn,035006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
243,819e03c9-c1ff-4cba-8448-317cd890f49d,Hmn_Op,042004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
244,52fb9f78-bfb3-4c0a-8f62-688da4108151,Mdbz_Wld,119002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
245,4a65203e-7986-4c7e-b4e5-aca9e4062963,Lis_Nwh,085005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
246,8a168b3a-5117-490a-80d2-922c41a76c9d,Hdp_Zh,002011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
247,f36f3148-05e3-4f62-aca5-7c8f2caba45f,Blz_Utm,032001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
248,4ec92610-f562-4bc2-ac82-d44dcc78d8b4,Ldm_Mkbr,118003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
249,878a0660-6f94-46d1-b587-291ed1cbe3e1,Asa_Asdm,096003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
