AreaManagerId,AreaId,ContactPersonId,ValidityStartOfPeriod,ValidityEndOfPeriod
80,80_ZAAI,29,20170714171403,
141,114123,1,20160218163249,
141,114124,1,20160218163249,
141,114104,1,20160218163249,
141,114100,1,20160218163249,
141,114142,1,20160218163249,
141,114112,1,20160218163249,
141,114110,1,20160218163249,
141,114113,1,20160218163249,
141,114103,1,20160218163249,
141,114102,1,20160218163249,
141,114111,1,20160218163249,
141,114141,1,20160218163249,
141,114121,1,20160218163249,
141,114105,1,20160218163249,
141,114101,1,20160218163249,
141,114120,1,20160218163249,
141,114140,1,20160218163249,
141,114122,1,20160218163249,
193,193_KAMP,12,20170725113521,
193,193_NOORD,12,20170620102026,
193,193_CPA28Z,12,20170725113521,
193,193_BAGW,12,20170725113521,
193,193_BISW,12,20170725113521,
193,193_DIEW,12,20170725113521,
193,193_HLAND,12,20170620102026,
193,193_TURF,12,20170725113521,
193,193_DEUX,12,20170620102026,
193,193_DIEZER,12,20170620102026,
545,CENTRUM3,3,20160220164448,
545,CENTRUM7,3,20160220164448,
545,CENTRUM1,3,20160220164448,
545,CENTRUM6,3,20160220164448,
545,CENTRUM2,3,20160220164448,
545,CENTRUM8,3,20160220164448,
545,CENTRUM5,3,20160220164448,
545,CENTRUM4,3,20160220164448,
193,193_ROIJ,12,20170620102026,
193,193_ASSEN,12,20170725113521,
193,193_PHILO,12,20170725113521,
193,193_CPA28O,12,20170725113521,
193,193_HEDON,12,20170725113521,
193,193_VECHT,12,20170725113521,
193,193_KATW,15,20170620111313,
193,193_WIPST,12,20170725113521,
193,193_HANZE,12,20170725113521,
193,193_SCHUT,12,20170725113521,
193,193_DIEC,12,20170725113521,
193,193_RIGA,12,20170725113521,
193,193_STPL,12,20170725113521,
193,193_STREEK,12,20170725113521,
193,193_CENTR,12,20170725113521,
193,193_DVEST,12,20170725113521,
80,80_OOSTSTR,29,20170714171403,
193,193_LUBECK,12,20170620102026,
193,193_CUY,12,20170725113521,
193,193_STB,12,20170725113521,
193,193_ASSTER,12,20170725113521,
193,193_EMMA,12,20170620102026,
193,193_OOST,12,20170725113521,
193,193_BLEK,12,20170725113521,
80,80_KLAN,29,20170714171403,
193,193_KATW,12,20170725113521,
80,80_OLDE,29,20170714171403,
80,80_HOEK,29,20170714170834,
537,CENTRING,32,20200102145910,
537,DAGKRT,32,20200102145910,
537,NOZUDUIN,32,20200102145910,
537,537_TRAM,32,20200102145910,
537,537_BOUL,32,20200102145910,
537,BASIS,32,20200102145910,
537,KONINGIN,32,20200102145910,
