ID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS
3519947,a5db93f5246041f98da51a49bb9d92c6,2015/04/13 15:32:21+00,G0531,Hendrik-Ido-Ambacht,bestaand,-1,,,,,,,,,,,,,,,,,,,103360.759432,427732.253,51.8357902902289,4.63796660071867,14.308054,283,
3519949,b62c35f50bfc47daacba41e7aef9be90,2015/09/14 14:08:05+00,P0028,Zuid-Holland,bestaand,-1,,,,,,,,,,,,,,,,,,,97268.255317,451410.327,52.0479981089261,4.54560060288372,1390.027711,283,
3519952,09b37e55dcf243a6b10ce195fec7e557,2015/08/27 12:49:10+00,P0028,Zuid-Holland,bestaand,-1,,,,,,,,,,,,,,,,,,,101600.817,467498.477338,52.1930215166658,4.60623084664757,8.141747,283,
3519959,047fc0f92861c003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105719.2915,422834.813824,51.7919864641683,4.67288179945994,25.680477,283,
3519960,047fc0f9289cc003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,119,a,119,119_a,Lage Zwaluwe - Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,27.798637,"27,798637",Randstad Zuid,RZ,Dordrecht,5,KUNSTWERKEN,Dordrecht,KUNSTWERKEN,Randstad Zuid,RZ,105976.941217,423418.505,51.7972552604592,4.67653349381324,70.382238,283,
3519961,047fc0f929efc003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,104273.459513,423240.2015,51.795500534975,4.65186679849895,28.724295,283,
3519962,047fc0f929f8c003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105981.1025,423489.4615,51.7978933706323,4.67658376647241,10.720001,283,
3519963,8e99c384ab7a4ca69f61fd3890e12d75,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105564.997373,423139.745,51.794713493493,4.67060194808993,3.097168,283,
3519964,047fc0f92899c003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105880.3055,423447.167539,51.7975043810126,4.67512863861225,49.906177,283,
3519965,047fc0f92939c003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105258.263126,422035.2355,51.7847591202113,4.66631456436415,5.641653,283,
3519966,047fc0f929f6c003e0532b00500a66e1,2015/11/06 08:29:42+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,105750.4615,423743.662138,51.8001577830195,4.67320428410638,21.902377,283,
3519970,cab29bb4f380452ab611d46475ff6fe8,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107182.450233,424064.5125,51.8031660271498,4.69391882100925,3.915636,283,
3519971,047fc0f9281fc003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108020.2575,423686.294759,51.7998377923791,4.70611629281155,20.962468,283,
3519972,047fc0f92885c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,106139.869116,423552.348,51.7984725006764,4.67887633428924,43.897737,283,
3519973,047fc0f928fbc003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108877.41072,423843.724,51.8013242199814,4.71852102609764,245.137017,283,
3519974,047fc0f92879c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107987.923,424157.497347,51.804070177246,4.70558355245201,70.233299,283,
3519975,047fc0f928a4c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,106000.207771,423384.129,51.7969483372623,4.67687562113707,40.780814,283,
3519976,047fc0f92913c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109320.8365,423632.916947,51.7994659661812,4.72497718209118,29.472139,283,
3519982,1c0d7774ad944e3e8155dc70dcdbfecc,2022/03/16 15:41:19+00,G0489,Barendrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,97449.378638,428625.2585,51.8432375538231,4.5520576136308,24.695871,283,
3519983,60974ec0acc64d35ae95cfeaad0c3003,2015/07/31 08:34:25+00,P0028,Zuid-Holland,bestaand,-1,,,,,,,,,,,,,,,,,,,89641.69,431201.153561,51.8655274165357,4.43828266060052,77.818471,283,
3519984,16fd01699cca1cac9e050210a7e24119,2015/02/27 15:37:28+00,G0599,Rotterdam,bestaand,-1,477,b,477,477_b,Rotterdam Europoort 3,Erp-Kon,"Rotterdam, Emplacement Europoort - Kolenoverslag ",201.112567,"201,112567",Randstad Zuid,RZ,Europoort,4,KUNSTWERKEN,Zee-Zevenaar,KUNSTWERKEN,Randstad Zuid,RZ,72187.6845,438318.414916,51.9271672735341,4.18320904472729,67.068902,283,
3519986,433ffec45aa242178d46a128316bcb4a,2022/03/16 15:41:19+00,G0489,Barendrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,97805.26,428394.686784,51.8412018926017,4.55725964334251,50.900317,283,
3519990,476f771fda7040d09278a441a148309b,2022/03/16 15:41:19+00,G0489,Barendrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,97816.9885,428445.22684,51.8416573281343,4.55742144910346,15.293691,283,
3519991,57c433edfa3f4ce5b11118de17cb05ce,2022/03/16 15:41:19+00,G0489,Barendrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,97556.723645,428674.4985,51.8436911711663,4.55360700109054,51.986449,283,
3520010,56c687626db442bdbbc30903b982dee6,2022/10/03 13:55:18+00,L0004,Prorail,bestaand,-1,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,27.767822,"27,767822",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,KUNSTWERKEN,Randstad Noord,RN,118076.157883,527435.4285,52.7330256615046,4.84055694615367,10.313871,283,gerealiseerd
3520012,d52fa27adcb646abbdee1b0298542368,2022/10/03 13:55:18+00,L0004,Prorail,bestaand,-1,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,27.768315,"27,768315",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,KUNSTWERKEN,Randstad Noord,RN,118063.177171,527431.021,52.7329851713491,4.8403652717635,2.389906,283,gerealiseerd
3520016,e1149e51373a4753e053c5fa010abc0c,2022/06/14 12:37:20+00,G0855,Tilburg,bestaand,-1,,,,,,,,,,,,,,,,,,,128088.9965,398318.191,51.5731490550811,4.99901338917071,1.320318,283,
3520019,e1149e5137384753e053c5fa010abc0c,2022/06/14 12:37:20+00,G0855,Tilburg,bestaand,-1,,,,,,,,,,,,,,,,,,,127970.061,398351.884,51.5734461946214,4.99729519619242,1.31988,283,
3520020,e1149e5137394753e053c5fa010abc0c,2022/06/14 12:37:20+00,G0855,Tilburg,bestaand,-1,,,,,,,,,,,,,,,,,,,128099.156993,398381.1175,51.5737151514205,4.99915511643093,1.444974,283,
3520024,047fc0f9287cc003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107138.2485,424180.024011,51.8042004389701,4.69326203113784,13.654344,283,
3520025,047fc0f928d4c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108925.639557,424224.07,51.8047467094491,4.71916956272466,35.4748,283,
3520026,047fc0f92928c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109353.75717,423737.5135,51.800408762076,4.72544061958468,1.833823,283,
3520027,047fc0f929d9c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109709.53841,424023.415,51.803007393715,4.73056086238543,65.34348,283,
3520028,047fc0f928d7c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108627.264504,423969.164,51.80243093741,4.71487785911083,46.040359,283,
3520029,e04f69bfcd9141e6868c1cf7f6519345,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109203.195,423950.563888,51.8023113060563,4.72322977695129,26.27767,283,
3520030,047fc0f9292ec003e0532b00500a66e1,2018/03/20 10:14:55+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,110038.649037,424213.574,51.8047431296215,4.73530745447768,76.122311,283,
3520032,047fc0f928dac003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108609.2025,424026.203829,51.8029421039262,4.71460836280308,57.131274,283,
3520033,047fc0f929d5c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109750.190692,423957.96,51.8024223870391,4.73115877835738,55.243489,283,
3520034,37ce016fe3a148e7b8338655419c323d,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109329.694723,424264.844,51.805146386006,4.725022207041,47.101282,283,
3520036,8e490a977d6c436a9204cc1aa5fd8e87,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108082.6785,423965.240073,51.8023501661415,4.70698336477189,3.358291,283,
3520038,b6fdd04c0f8d45f5bd0b812226806ca0,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108468.245651,423882.2095,51.8016361688366,4.71258420389188,20.993474,283,
3520040,047fc0f928f5c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107957.51,424130.508,51.8038250384834,4.70514629903571,0.667172,283,
3520041,047fc0f92820c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108021.81,423685.82715,51.7998337202121,4.70613886203134,24.391961,283,
3520042,047fc0f92887c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,106170.6795,423603.095381,51.7989313050822,4.67931580178624,11.31064,283,
3520043,bde834c1988046519544d7b5d340c5b2,2015/09/14 14:08:03+00,P0028,Zuid-Holland,bestaand,-1,,,,,,,,,,,,,,,,,,,98250.3655,453380.115126,52.0658026300806,4.55958893531074,34.976616,283,
3520053,a783690f1bad478aa7a511b42a3e934a,2020/06/16 09:53:32+00,G0344,Utrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,128452.048,457669.89787,52.1066290789607,4.99968941175716,25.593184,283,
3520084,047fc0f928fcc003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108760.739107,423875.714,51.8016020911247,4.7168253680306,18.014425,283,
3520085,047fc0f9287ac003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,108069.832803,424162.8915,51.8041255514378,4.70677033478286,208.211437,283,
3520086,047fc0f928d1c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,90.824647,"90,824647",Randstad Zuid,RZ,Dordrecht,5,KUNSTWERKEN,Dordrecht,KUNSTWERKEN,Randstad Zuid,RZ,108646.725,423929.404541,51.8020752002901,4.71516530908377,49.554316,283,
3520088,047fc0f92925c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109680.109441,423648.9655,51.7996394887089,4.73018324440466,42.055631,283,
3520089,047fc0f92881c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107672.346965,424265.357,51.805012938189,4.70099363967553,15.285897,283,
3520090,047fc0f928d5c003e0532b00500a66e1,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,109206.943771,424113.13,51.8037727404638,4.72326261376076,27.1287,283,
3520091,d0ae62ce21e94523bc3af53f27fa9ac5,2015/11/05 14:50:46+00,G0505,Dordrecht,bestaand,-1,,,,,,,,,,,,,,,,,,,107696.3955,423890.191098,51.8016430379362,4.70139357742324,14.194177,283,
