OBJECTID,GZNIDENT,GZNSOORT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GEONAUWKEURIGHEID,ADMINNAUWKEURIGHEID,BETROUWBAARHEID,INWINNINGSWIJZE,INWINNINGSDATUM,BRON,IDEALISATIE,OPMERKINGEN,GEONAUWKEURIGHEID_Z,IWS_KWLTGEO,IWS_EIGENAAR,GLOBALID,LEG_ZIENSWIJZE,LEG_GEREED_VOOR_CL,KWKSTATU,WSZDEELGEBIED,Shape__Area,Shape__Length
23,BC133547,2,JOSKOENJER,2019/05/15 06:15:02+00,HENKRINSMA,2022/03/21 08:34:05+00,,,,,,,,,,,,e8beb191-fc33-4c1d-8877-13ed3734421e,,,,11,288002.343978882,17765.2768926061
24,BC138028,2,JOSKOENJER,2019/08/05 07:53:14+00,HENKRINSMA,2020/08/31 11:10:10+00,,,,,,,,,,,,184d1e80-064f-475f-af11-878805dba93e,,,,17,18218.3969116211,2519.43343315788
25,BC138676,2,JOSKOENJER,2019/08/05 07:53:14+00,HENKRINSMA,2021/05/21 06:27:07+00,,,,,,,,,,,,b040235c-8e22-42eb-adac-3ef74d6c2c7c,,,,2,3148151.67272186,296049.723524791
26,BC140941,2,JOSKOENJER,2019/08/13 09:30:28+00,FONSTEMMINK,2019/11/25 09:08:36+00,,,,,,,,,,,,b3a88514-524f-4ad2-86ed-f335cc73db43,,,,2,32831.8228149414,4983.35476546241
27,BC147639,2,JOSKOENJER,2019/09/12 12:12:41+00,JOSKOENJER,2021/12/06 10:48:34+00,,,,,,,,,,,,e843cca3-4ac0-453e-a7c4-2e8691bf1487,,,,11,172697.972480774,21387.6887660165
28,BC147968,2,JOSKOENJER,2019/09/16 07:14:47+00,JOSKOENJER,2019/11/28 13:10:37+00,,,,,,,,,,,,e75b19aa-1ef5-4684-9096-7439facdd859,,,,19,59916.4869689941,2187.5594707283
29,BC148587,2,JOSKOENJER,2019/09/16 09:53:07+00,JOSKOENJER,2022/02/01 11:50:53+00,,,,,,,,,,,,bb4d9316-b680-4a38-83bf-3b7d3593ca06,,,,24,3186234.90293121,330030.377252927
30,BC165573,2,JOSKOENJER,2019/11/27 11:02:29+00,JOSKOENJER,2019/12/16 07:38:23+00,,,,,,,,,,,,78786498-ce59-4f12-8400-eb58de504fb7,,,,6,11718.1815185547,967.277923654926
31,172982,2,JOSKOENJER,2020/06/08 10:05:44+00,JOSKOENJER,2020/06/08 10:05:44+00,,,,,,,,,,,,1f2d0d0e-9d28-400a-973f-54e123acaaaf,,,,6,8474.47100067139,811.80158542699
32,173116,2,JOSKOENJER,2020/06/08 14:23:48+00,JOSKOENJER,2020/06/08 14:23:48+00,,,,,,,,,,,,d8b62e9b-ba91-4cc7-a18d-64015f4ca47a,,,,11,1416.26126098633,251.485549790029
33,173271,2,JOSKOENJER,2020/06/09 05:52:21+00,JOSKOENJER,2020/06/09 05:52:21+00,,,,,,,,,,,,349398a3-ebdf-44c3-9f03-dac74263681b,,,,11,5263.39975738525,740.882537501913
34,191522,2,FONSTEMMINK,2021/01/20 07:48:47+00,FONSTEMMINK,2021/01/20 07:48:47+00,,,,,,,,,,,,62bcdb26-4fb9-4724-89a1-ce02228904b1,,,,8,16050.3947525024,2242.16652673994
35,193704,2,JOSKOENJER,2021/02/24 07:26:42+00,JOSKOENJER,2021/02/24 07:27:02+00,,,,,,,,,,,,7742c93a-e199-4e7f-b9a8-0a926f0f08f5,,,,21,1113.88054656982,210.254969834929
36,193712,2,JOSKOENJER,2021/02/24 08:50:36+00,JOSKOENJER,2021/02/24 08:50:57+00,,,,,,,,,,,,ac1b6772-ab80-46e6-99a8-ff0aa145c266,,,,21,2851.56406402588,482.957131500462
37,BC203634,2,JOSKOENJER,2021/07/13 08:48:32+00,JOSKOENJER,2021/12/06 07:09:04+00,,,,,,,,,,,,1a8a3a24-b89f-4ce0-88d3-36d86e2d4622,,,,11,14872.7926254272,655.235197281455
38,BC208118,2,JOSKOENJER,2021/11/16 06:52:35+00,JOSKOENJER,2021/11/16 06:55:38+00,,,,,,,,,,,,5d874366-079d-475b-914e-099600bda898,,,,,3001.90998840332,467.519583973542
39,224750,2,FONSTEMMINK,2022/11/29 08:30:57+00,FONSTEMMINK,2022/11/29 08:30:57+00,,,,,,,,,,,,2b127135-6485-430d-a5c8-aabbb4963eb9,,,,13,0.00164794921875,0.962961371279746
40,226024,2,FONSTEMMINK,2022/12/02 11:01:53+00,FONSTEMMINK,2022/12/02 11:01:53+00,,,,,,MUG BV.,,,,,,35097f30-57bd-4839-8e05-8d8a0de20d6e,,,300,7,4314311.24339294,457207.655338953
41,226683,2,FONSTEMMINK,2022/12/06 08:04:18+00,FONSTEMMINK,2022/12/22 10:31:51+00,,,,,,,,,,,,cbebe629-4900-4942-8fa6-6697689787d1,,,,,6108052.13064575,695596.168130802
42,BC26159,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:53:10+00,,,,,,,,,,,,dc5b7a76-d47d-4904-91de-cd2d72bd1c4b,,,,13,6498.21579742432,1061.19604333084
43,BC26169,2,BLAEU,2015/06/30 00:00:00+00,FONSTEMMINK,2022/11/29 11:23:13+00,,,,,,,,,,,,ecc1c18c-7d3a-4356-8843-8ebbeaf248fe,,,,13,9709.44916534424,1394.9526728689
44,BC26181,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,733975b8-dda9-41e5-aa35-dafe46940193,,,,12,5124.53939819336,794.40698212364
45,BC26183,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2020/07/07 07:30:15+00,,,,,,,,,,,,406d25c4-56c7-4954-af6f-d64672838aae,,,,12,8964.74626922607,1105.12358511914
46,BC26185,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:51:35+00,,,,,,,,,,,,f004879c-c7c2-4f98-a6c9-60fd125db6be,,,,11,1942.92649078369,288.624343302051
47,BC26197,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 13:03:32+00,,,,,,,,,,,,6d1c2770-8236-4509-a1e7-79c394adda33,,,,16,2861.90022277832,452.655348100439
48,BC26212,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:51:35+00,,,,,,,,,,,,0ca2bbc3-edbe-4f82-942b-259aeb0b0340,,,,11,1407.54354095459,243.234615459553
49,BC26238,2,BLAEU,2015/06/30 00:00:00+00,FONSTEMMINK,2022/12/01 09:06:56+00,,,,,,,,,,,,ecf0b113-7f4a-4090-ab54-ec17770b469b,,,,13,2281873.43722534,232458.902415634
50,BC26251,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 13:00:34+00,,,,,,,,,,,,92d712c3-18eb-4453-96ac-8422e09ca09b,,,,15,6404.1003112793,1050.81916887166
51,BC43607,2,THESSANIJLAND,2016/05/26 07:58:42+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,35677be4-370d-4a34-b476-3db15c54bde7,,,,12,7596.03623199463,632.606513231156
52,BC75898,2,JOSKOENJER,2017/02/24 11:03:24+00,JOSKOENJER,2019/11/28 12:49:04+00,,,,,,,,,,,,f94c050d-e200-4211-a683-1e3b80eb4ba7,,,,9,35331.1551513672,4413.92019007092
53,BC75915,2,JOSKOENJER,2017/02/27 12:27:42+00,WIMDEBOER,2022/04/04 12:21:25+00,,,,,,intern,,20220404WdB aangepast ,,,,be8a864c-e5e8-4354-8fa2-4fd37dfc572b,,,,9,215141.125312805,28000.3948881093
54,BC78159,2,JOSKOENJER,2017/03/01 12:57:55+00,HENKRINSMA,2020/08/25 09:15:12+00,,,,,,,,,,,,d57a13d8-2876-4cc4-9975-f31e426aa166,,,,9,9187.05779266357,1062.17931629817
55,BC87752,2,HENKRINSMA,2017/04/25 08:58:44+00,FONSTEMMINK,2019/11/25 09:59:47+00,,,,,,BGT,,24-04-2017 HR BGT,,,,f68a3656-91db-4bb8-b49b-b87938c28f1d,,,,7,18343.8168029785,2848.56258077617
56,BC103114,2,HENKRINSMA,2017/12/06 07:16:44+00,JOSKOENJER,2019/11/28 13:09:09+00,,,,,,BGT,,01-12-2017 HR BGT Beschermingszone,,,,38b6aac2-e723-4ddf-b478-a59138262f4e,,,,17,10695.0521316528,1674.87003789587
57,BC138033,2,JOSKOENJER,2019/08/05 07:53:14+00,JOSKOENJER,2020/06/08 07:56:17+00,,,,,,,,,,,,3b58f609-d2e4-43b1-88d3-f058fa6cb235,,,,6,8246.02394866943,731.597015096155
58,BC138669,2,JOSKOENJER,2019/08/05 07:53:14+00,JOSKOENJER,2020/10/08 08:04:58+00,,,,,,,,,,,,dba0feb6-288a-402e-93b5-5eec0a26c396,,,,4,32035.1035842896,5016.71369029015
59,BC138715,2,JOSKOENJER,2019/08/05 07:53:14+00,JOSKOENJER,2019/11/28 13:11:34+00,,,,,,,,,,,,465423fc-c780-4f74-9d97-7fb2770fca8c,,,,20,2254.45652770996,326.470683022666
60,BC140924,2,JOSKOENJER,2019/08/13 09:02:21+00,FONSTEMMINK,2019/11/25 09:59:47+00,,,,,,,,,,,,757de1eb-572f-41a9-b799-37df96af3519,,,,7,20783.6079711914,2606.64083513058
61,BC146669,2,JOSKOENJER,2019/09/12 09:09:43+00,FONSTEMMINK,2019/11/25 09:58:47+00,,,,,,,,,,,,8df4683b-4f71-46f6-a108-930a07964309,,,,5,9823.30302429199,1303.02614860138
62,BC146989,2,JOSKOENJER,2019/09/12 10:45:46+00,FONSTEMMINK,2021/01/19 14:37:35+00,,,,,,BGT,,01-12-2017 HR BGT Beschermingszone,,,,98db465c-e738-4062-98b0-4b2075150093,,,,7,71614.0859603882,10523.853033928
63,BC146994,2,JOSKOENJER,2019/09/12 10:51:12+00,JOSKOENJER,2019/11/28 12:47:44+00,,,,,,Intern,,HR 16-08-2019 Kaartverbetering.,,,,5a97e822-0ba6-4b35-9023-b55b0ca44087,,,,8,20069.8863601685,2721.03822110425
64,BC147310,2,JOSKOENJER,2019/09/12 11:02:46+00,WIMDEBOER,2022/05/17 11:22:26+00,,,,,,,,,,,,98c57e5d-6d42-49fe-b99f-d5d75abefdea,,,,15,14436.5640335083,2180.88486179713
65,BC147972,2,JOSKOENJER,2019/09/16 07:30:55+00,JOSKOENJER,2019/11/28 13:11:34+00,,,,,,,,,,,,715f3e3c-3ca9-4499-80f6-a3a39530070c,,,,20,19128.1040344238,3016.60834853591
66,BC147973,2,JOSKOENJER,2019/09/16 07:30:55+00,JOSKOENJER,2021/10/12 13:06:29+00,,,,,,,,,,,,0e6e8959-8b64-4a88-8888-938228c22b28,,,,21,673057.699501038,75081.1812250886
67,BC148273,2,JOSKOENJER,2019/09/16 09:00:14+00,JOSKOENJER,2020/07/06 14:12:58+00,,,,,,,,,,,,88a46420-321c-4877-a858-7b7bb373549d,,,,16,6224961.8553009,33289.2242900724
68,BC148277,2,JOSKOENJER,2019/09/16 09:18:03+00,HENKRINSMA,2020/07/29 09:45:04+00,,,,,,,,,,,,5a5cfea5-c66e-437a-b22c-032bf7a53a4d,,,,21,1598409.83525848,168242.880806524
69,BC154040,2,JOSKOENJER,2019/09/23 14:10:47+00,FONSTEMMINK,2020/09/02 12:10:39+00,,,,,,,,,,,,60ebd075-1809-4f4c-8f58-94ab82845350,,,,4,184817.042533875,25469.2621880122
70,BC162677,2,JOSKOENJER,2019/11/27 06:55:24+00,JOSKOENJER,2019/11/28 12:30:48+00,,,,,,BGT,,24-04-2017 HR BGT,,,,bf272b75-6af5-4db9-8642-22bb752f5850,,,,4,7090.10530853271,1118.95038917107
71,BC163627,2,JOSKOENJER,2019/11/26 15:03:37+00,JOSKOENJER,2019/11/28 12:26:24+00,,,,,,,,,,,,d5486450-3ec1-41a4-b20b-2faf4927f5e7,,,,3,384.024528503418,89.6643390292306
72,172909,2,JOSKOENJER,2020/06/08 06:53:51+00,JOSKOENJER,2020/06/08 06:53:51+00,,,,,,,,,,,,9ff159e4-c442-4138-9950-d39ea0e0e04d,,,,6,2479.54732513428,321.38581017778
73,173057,2,JOSKOENJER,2020/06/08 12:07:07+00,JOSKOENJER,2020/06/08 12:07:07+00,,,,,,,,,,,,e9bc1b64-cc43-428e-8736-6c5d0013075c,,,,8,1378.91984558105,199.899505911545
74,173078,2,JOSKOENJER,2020/06/08 13:31:26+00,JOSKOENJER,2020/06/08 13:31:26+00,,,,,,,,,,,,fa8b90dd-fcc0-4689-b265-1abf253e6423,,,,11,5681.95090484619,979.582303878695
75,173249,2,JOSKOENJER,2020/06/09 05:32:25+00,FONSTEMMINK,2021/12/01 17:12:29+00,,,,,,,,,,,,a7394457-9010-4be4-9f5e-4647b9b727fc,,,,11,9443.54390716553,1374.98221445475
76,173261,2,JOSKOENJER,2020/06/09 05:43:02+00,JOSKOENJER,2020/06/09 05:43:02+00,,,,,,,,,,,,f5cb7433-5d5e-4d58-91df-4c1fcabc7d8d,,,,11,6966.75077819824,1035.43019975846
77,173262,2,JOSKOENJER,2020/06/09 05:44:02+00,JOSKOENJER,2020/06/09 05:44:02+00,,,,,,,,,,,,91e29e70-0dcd-4b50-a8f0-a6e307f3761e,,,,11,3296.42296600342,509.165259065854
78,173382,2,JOSKOENJER,2020/06/09 08:27:31+00,JOSKOENJER,2020/06/09 08:27:31+00,,,,,,,,,,,,bfa5f3a9-0a63-4cfe-91b3-771742a58f92,,,,14,1745.76736450195,256.126092133846
79,173798,2,JOSKOENJER,2020/06/09 12:25:37+00,FONSTEMMINK,2022/12/02 10:12:59+00,,,,,,,,,,,,7dee2cff-28b1-45df-a0e2-d921e4c7c32f,,,,14,20409.5372314453,3439.31364876755
80,173902,2,HENKRINSMA,2020/06/11 11:05:12+00,HENKRINSMA,2020/07/14 09:39:56+00,,,,,, ,,,,,,5a067e91-c1cb-4d6b-932d-baa28b6bced5,,,,6,124029.42540741,1449.95842771886
81,BC185709,2,JOSKOENJER,2020/10/12 14:11:43+00,JOSKOENJER,2021/12/15 12:06:04+00,,,,,,<Null>,,28-11-2018 HR,,,,d0eef923-934e-45e6-a22c-92d28a8696a5,,,,17,1131243.62654877,128002.816974034
82,BC207803,2,JOSKOENJER,2021/10/12 08:27:12+00,FONSTEMMINK,2022/12/02 11:19:24+00,,,,,,MUG BV.,,,,,,c87a75b5-e90a-4b5d-b589-7280aa70d29d,,,,8,1650057.35578918,142896.132522266
83,212299,2,FONSTEMMINK,2021/12/06 15:08:19+00,FONSTEMMINK,2021/12/06 15:08:19+00,,,,,,,,,,,,e4c56c86-b56e-4961-97ad-2966bf5eb49e,,,,12,3066.95457458496,464.937345228426
84,226040,2,FONSTEMMINK,2022/12/02 13:30:47+00,FONSTEMMINK,2022/12/02 13:31:36+00,,,,,,,,,,,,fefc8f1e-b0b2-43ad-af03-dcdae312c2dd,,,,,9709.78700256348,1357.99703121594
85,226456,2,FONSTEMMINK,2022/12/05 13:27:03+00,FONSTEMMINK,2022/12/05 13:27:03+00,,,,,,intern,,20220509WdB aangepast obv revisie Vechtdal verbinding,,,,146d0d39-654f-457e-a5e1-667407b0a272,,,,16,5153.43643951416,704.946687460941
86,BC25875,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 13:14:48+00,,,,,,,,,,,,7591ce1c-3615-488a-80e0-7a0e4fe9d212,,,,25,2268.42722320557,174.89200133742
87,BC26152,2,BLAEU,2015/06/30 00:00:00+00,FONSTEMMINK,2022/11/30 08:27:59+00,,,,,,,,,,,,61c3abcb-6987-4d3c-b21b-e0f552cb7c92,,,,13,26124.7850112915,3883.04629938806
88,BC26155,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,22706fc3-7e75-4cd1-84b5-91e35ab16f57,,,,12,15086.6976394653,2009.24458801427
89,BC26171,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 13:11:34+00,,,,,,,,,,,,57b9801c-9e5e-4227-a547-d8a3c30be001,,,,20,4311.23609924316,671.442343825858
90,BC26188,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,ccaa807e-ede3-4a96-abfb-f518e7e9cf58,,,,12,2945.47988891602,404.944786445387
91,BC26203,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,d66bea78-9e35-491e-b73b-8a5598ba8054,,,,12,2034.72161102295,332.567071918516
92,BC26213,2,BLAEU,2015/06/30 00:00:00+00,JOSKOENJER,2019/11/28 12:51:35+00,,,,,,,,,,,,27db8510-d37e-458d-ae84-5f5074e8163a,,,,11,2215.8127746582,362.051105175958
93,BC43605,2,JOSKOENJER,2016/03/10 09:04:06+00,JOSKOENJER,2019/11/28 13:12:09+00,,,,,,,,,,,,5986ca37-2097-4099-a414-ae5555d68981,,,,21,8358.56182861328,790.334628842925
94,BC43608,2,THESSANIJLAND,2016/05/31 09:16:23+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,,,,,,,da97e885-2741-4179-a94f-6458ca71486f,,,,12,457.60555267334,97.5000149951718
95,BC43609,2,THESSANIJLAND,2016/05/31 09:22:41+00,JOSKOENJER,2019/11/28 12:58:10+00,,,,,,Intern,,,,,,2be05aab-eefc-4688-b3f4-0385150a56b4,,,,12,9519.49026489258,935.311142788624
96,BC43614,2,THESSANIJLAND,2016/06/09 09:48:48+00,JOSKOENJER,2019/11/28 13:11:34+00,,,,,,,,,,,,3f7eaeb5-931c-46cf-89a6-6b7c0bc94673,,,,20,38672.2605438232,2644.02353051698
97,BC43617,2,THESSANIJLAND,2016/06/13 10:57:20+00,JOSKOENJER,2019/11/28 13:11:34+00,,,,,,,,,,,,e631b6d3-175a-422a-9ad4-ee732b44fa63,,,,20,3261.60875701904,569.223141710624
98,BC72052,2,JOSKOENJER,2017/02/13 14:09:11+00,JOSKOENJER,2021/05/03 14:59:13+00,,,,,,,,,,,,00536374-c296-4907-8ca0-51918605c9bc,,,,8,232813.138282776,27822.1773340416
99,BC75592,2,JOSKOENJER,2017/02/23 13:45:05+00,JOSKOENJER,2021/09/21 14:16:57+00,,,,,,,,,,,,cba48daa-ca85-4ad5-92f6-2bd8867955d5,,,,9,46285.6723175049,5753.07914776163
100,BC82317,2,JOSKOENJER,2017/03/20 08:21:28+00,HENKRINSMA,2020/08/31 11:22:37+00,,,,,,,,,,,,b4d95061-21bd-45bb-a34f-d3949ac6843b,,,,10,61899.8862533569,7302.82414040574
101,BC87746,2,JOSKOENJER,2017/04/07 07:15:05+00,HENKRINSMA,2022/07/29 06:46:17+00,,,,,,,,,,,,f8ec6854-ca97-4ba5-9bde-2d138aad96ee,,,,7,210334.742141724,28617.2461377201
102,BC122008,2,HENKRINSMA,2018/11/28 07:33:50+00,WIMDEBOER,2022/12/12 09:16:47+00,,,,,,BGT,,28-11-2018 HR,,,,02622bec-9888-474b-b45f-78feecb37939,,,,18,4806067.5391922,559566.705106199
103,BC145716,2,JOSKOENJER,2019/09/12 06:22:53+00,FONSTEMMINK,2022/11/10 13:40:00+00,,,,,,BGT,,28-11-2018 HR,,,,3b6c9a57-31d9-405d-8780-a6c163f70829,,,,4,926648.46232605,91241.7434893144
104,BC146990,2,JOSKOENJER,2019/09/12 10:45:46+00,FONSTEMMINK,2022/03/24 08:15:14+00,,,,,,BGT,,01-12-2017 HR BGT Beschermingszone,,,,1ec13b4c-0918-4c9e-99db-aa2a70df706d,,,,8,511642.750267029,32246.0894304428
105,BC146992,2,JOSKOENJER,2019/09/12 10:48:46+00,FONSTEMMINK,2021/12/01 13:57:06+00,,,,,,,,,,,,8ef78968-5fb4-45ea-ab10-35e897291351,,,,9,109032.571891785,8988.98635921423
106,BC146993,2,JOSKOENJER,2019/09/12 10:50:35+00,HENKRINSMA,2021/11/25 10:07:25+00,,,,,,Intern,,HR 16-08-2019 Kaartverbetering.,,,,92b504b6-69b3-49ba-9267-516f2018f44b,,,,8,51309.801864624,6474.37266350255
107,BC147306,2,JOSKOENJER,2019/09/12 10:52:49+00,HENKRINSMA,2020/08/31 13:07:33+00,,,,,,Intern,,HR 16-08-2019 Kaartverbetering.,,,,15d6c71e-31e4-4c8c-b26e-7dd1868b5c55,,,,8,64482.0329360962,7618.76859109708
108,BC147309,2,JOSKOENJER,2019/09/12 11:01:16+00,FONSTEMMINK,2022/12/05 08:07:27+00,,,,,,,,,,,,e76fe77a-2963-47ec-adab-da93a677ea49,,,,15,54089.8932342529,8316.7351250253
109,BC147311,2,JOSKOENJER,2019/09/12 11:05:09+00,FONSTEMMINK,2022/12/07 17:33:40+00,,,,,,,,,,,,dbf4b66c-7550-4008-bbfa-5c396a251366,,,,15,219781.532348633,27234.8609765581
110,BC147313,2,JOSKOENJER,2019/09/12 11:23:07+00,FONSTEMMINK,2022/12/05 08:14:17+00,,,,,,,,,,,,2fd012c9-3d01-4f2e-ba02-a91bca38709d,,,,15,1132089.76786041,126162.229100175
111,BC148275,2,JOSKOENJER,2019/09/16 09:18:03+00,JOSKOENJER,2019/11/28 13:12:09+00,,,,,,,,,,,,52d71003-5bf1-4ee6-a162-fc0b102e7915,,,,21,32806.5622253418,5153.45660085821
112,BC148584,2,JOSKOENJER,2019/09/16 09:51:16+00,FONSTEMMINK,2022/11/03 11:00:43+00,,,,,,,,,,,,879f4261-8ca1-42a9-aa7d-974325c074c4,,,,23,6040581.01620483,553385.261014162
113,BC165229,2,JOSKOENJER,2019/11/27 09:53:10+00,HENKRINSMA,2020/12/09 10:39:18+00,,,,,,,,,,,,e0891819-4651-4e5e-986a-4ab0d3e28620,,,,6,70891.1769256592,8406.23012107295
114,BC165230,2,JOSKOENJER,2019/11/27 09:55:01+00,JOSKOENJER,2020/06/08 10:09:55+00,,,,,,,,,,,,886039fb-3631-4d96-b207-eb94311fbca3,,,,6,170561.506271362,10125.3009311763
115,173067,2,JOSKOENJER,2020/06/08 12:20:30+00,JOSKOENJER,2020/06/08 12:20:30+00,,,,,,Intern,,HR 16-08-2019 Kaartverbetering.,,,,85f2f978-4ff0-41d8-8419-50700fac80b4,,,,9,3066.50151062012,363.872275644089
