OBJECTID,FYSIEK_VOORKOMEN,OP_TALUD,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,TIJDSTIP_REGISTRATIE,Shape__Area,Shape__Length
380,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,88.646,283,,2013/08/27 09:58:23+00,88.61179849,39.7587995061545
381,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,456.543,283,,2015/12/05 03:12:45+00,456.514244575,106.460378450413
382,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,4.762,283,,2016/12/22 15:31:37+00,4.761862,9.13766257958058
383,gesloten verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,21.032,283,,2015/02/16 13:57:05+00,21.022879905,17.0846533679204
384,open verharding: tegels,Nee,P0028,Zuid-Holland,bestaand,1,verkeerseiland,385.999,283,,2021/02/23 14:22:47+00,385.998671,173.294630898839
385,gesloten verharding: asfalt,Nee,G0080,Leeuwarden,bestaand,0,verkeerseiland,35.132,283,,2015/12/03 12:39:16+00,35.191120525,35.3445015338837
386,gesloten verharding,Nee,G0080,Leeuwarden,bestaand,1,verkeerseiland,7.031,283,,2015/12/03 12:39:16+00,7.0313145,18.8434643166942
387,gesloten verharding,Nee,G0080,Leeuwarden,bestaand,0,verkeerseiland,6.914,283,,2017/03/14 12:12:53+00,6.91248841,9.98027309012733
388,open verharding: betonstraatstenen,Nee,G0080,Leeuwarden,bestaand,0,verkeerseiland,63.214,283,,2015/12/03 12:39:16+00,63.19933358,67.4340330388693
389,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,26.223,283,,2015/10/22 11:05:10+00,26.222886,24.8983690644717
390,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,16.534,283,,2015/10/22 11:05:10+00,16.539207395,16.9793926451732
391,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,31.108,283,,2015/10/22 11:05:10+00,31.107625,50.7021012816973
392,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.508,283,,2015/10/22 11:05:10+00,2.507671,6.54391764813546
393,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.16,283,,2015/10/22 11:05:10+00,6.159603,12.4075102004099
394,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,30.679,283,,2015/10/22 11:05:10+00,30.678944,69.6306923878105
395,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,12.078,283,,2015/11/05 14:50:46+00,12.077732,13.4425678655437
396,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,13.76,283,,2015/10/22 11:05:10+00,13.7602965,22.0446088273655
397,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.144,283,,2015/10/22 11:05:10+00,4.143839,8.0708518693847
398,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,16.173,283,,2015/10/22 11:05:10+00,16.1734245,26.7865666946563
399,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.145,283,,2015/10/22 11:05:10+00,1.1450015,4.09414591464679
400,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,0.204,283,,2015/10/22 11:05:10+00,0.203737,2.45246669647125
401,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,69.275,283,,2015/10/22 11:05:10+00,69.27609798,36.5464271763419
402,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.494,283,,2015/10/22 11:05:10+00,9.494002,21.3846410167726
403,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,53.788,283,,2015/10/22 11:05:10+00,53.78786,79.8494918594698
404,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.301,283,,2015/10/22 11:05:10+00,4.3013335,8.91279658296504
405,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,24.737,283,,2015/10/22 11:05:10+00,24.737071,46.7211989652817
406,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,14.113,283,,2015/10/22 11:05:10+00,14.112939,30.784077169837
407,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,12.362,283,,2015/10/22 11:05:10+00,12.3619045,15.9263678040211
408,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,19.595,283,,2015/10/22 11:05:10+00,19.59485,23.5103486930791
409,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,10.506,283,,2015/11/06 08:29:42+00,10.505565,12.9977942319819
410,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,7.503,283,,2015/11/06 08:29:42+00,7.5026845,16.5786500811805
411,open verharding: gebakken klinkers,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,3.971,283,,2015/11/06 08:29:42+00,3.971423,7.59850376513881
412,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.559,283,,2015/11/06 08:29:42+00,9.5586335,17.4337349015368
413,open verharding: beton element,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,105.548,283,,2015/11/06 08:29:42+00,105.54822,252.59418201339
414,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,81.421,283,,2015/11/06 08:29:42+00,81.421109,213.992164736472
415,open verharding: tegels,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,14.01,283,,2017/02/06 11:16:48+00,14.00535917,14.3765721039273
416,gesloten verharding: cementbeton,Nee,G0505,Dordrecht,bestaand,2,verkeerseiland,162.887,283,,2021/12/16 22:09:18+00,162.887215,147.793142871672
417,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,18.389,283,,2015/11/06 08:29:42+00,18.3888305,19.9825462929218
418,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.232,283,,2015/11/06 08:29:42+00,6.232313,9.87352926242538
419,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,15.575,283,,2015/11/06 08:29:42+00,15.5746325,19.4130293660299
420,gesloten verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,0.87,283,,2015/11/06 08:29:42+00,0.869410055,5.41982938862925
421,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.801,283,,2015/11/06 08:29:42+00,1.8013675,4.85160980837009
422,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,3.608,283,,2015/11/20 10:55:54+00,3.603121435,8.6725314050362
423,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,5.967,283,,2015/11/20 10:55:54+00,5.96192941,12.9450967572892
424,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,2.399,283,,2015/11/20 10:55:54+00,2.397801185,6.68792795151923
425,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,1.832,283,,2015/11/20 10:55:54+00,1.83134388,9.012453206791
426,gesloten verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,84.042,283,,2015/11/20 10:55:54+00,83.93580558,60.2519997475511
427,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,6.084,283,,2015/11/20 10:55:54+00,6.080826335,13.2774124592145
428,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,104.112,283,,2013/08/28 09:48:28+00,104.10739612,44.5040482661832
429,gesloten verharding: cementbeton,Nee,G0193,Zwolle,bestaand,0,verkeerseiland,9.496,283,,2019/03/12 20:22:33+00,9.495858,11.6969370910331
430,gesloten verharding,Nee,G0599,Rotterdam,bestaand,0,verkeerseiland,47.148,283,,2019/03/12 14:52:56+00,47.14203654,42.111522168017
431,gesloten verharding,Nee,G0599,Rotterdam,bestaand,0,verkeerseiland,4.418,283,,2022/10/11 07:04:46+00,4.418002,8.79628258294588
432,open verharding: betonstraatstenen,Nee,G0638,Zoeterwoude,bestaand,0,verkeerseiland,9.4,283,,2015/10/09 09:06:03+00,9.40012,12.6430471678012
433,open verharding,Nee,G0638,Zoeterwoude,bestaand,0,verkeerseiland,5.396,283,,2016/10/04 12:03:08+00,5.3960145,21.649814014154
434,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,92.194,283,,2015/11/20 10:30:47+00,92.19044877,49.9741707472162
435,open verharding,Nee,G1742,Rijssen-Holten,bestaand,0,verkeerseiland,4.636,283,,2015/11/20 09:58:50+00,4.633363745,7.8655438207706
436,open verharding: betonstraatstenen,Nee,G0489,Barendrecht,bestaand,0,verkeerseiland,21.365,283,,2015/11/18 15:30:03+00,21.362310905,18.5696905239614
437,open verharding: betonstraatstenen,Nee,G0590,Papendrecht,bestaand,0,verkeerseiland,65.538,283,,2020/10/29 12:33:10+00,65.598413035,46.3526085035236
438,gesloten verharding: cementbeton,Nee,G0303,Dronten,bestaand,0,verkeerseiland,49.242,283,,2018/08/09 14:03:16+00,49.2422875,190.738063206922
439,gesloten verharding: cementbeton,Nee,G0303,Dronten,bestaand,0,verkeerseiland,49.225,283,,2018/08/09 14:03:16+00,49.2252855,190.740062689572
440,open verharding: tegels,Nee,P0028,Zuid-Holland,bestaand,0,verkeerseiland,12.45,283,,2019/02/21 11:20:55+00,12.449753,15.5146651313459
441,open verharding: betonstraatstenen,Nee,G0307,Amersfoort,bestaand,0,verkeerseiland,3.207,283,,2023/01/20 13:33:54+00,3.206200435,10.1250167462537
442,open verharding: betonstraatstenen,Nee,G0307,Amersfoort,bestaand,0,verkeerseiland,35.296,283,,2023/01/20 13:33:54+00,35.295716,97.3552325666771
443,open verharding: betonstraatstenen,Nee,G0307,Amersfoort,bestaand,0,verkeerseiland,89.416,283,,2023/01/20 13:33:54+00,89.415573,212.812289927029
444,open verharding,Nee,G1892,Zuidplas,bestaand,0,verkeerseiland,50.985,283,,2014/09/16 13:46:48+00,50.984992,36.4278060019712
445,open verharding: betonstraatstenen,Nee,G1892,Zuidplas,bestaand,0,verkeerseiland,27.69,283,,2022/04/04 18:58:35+00,27.6897965,33.4948813583568
446,open verharding,Nee,G1892,Zuidplas,bestaand,0,verkeerseiland,11.63,283,,2014/09/16 13:46:48+00,11.630137,15.4551027355607
447,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,15.063,283,,2022/03/18 17:07:59+00,15.06214298,25.5416825715587
448,open verharding: tegels,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,34.046,283,,2015/11/16 17:11:17+00,34.046409,25.6643916375157
449,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,47.418,283,,2015/11/16 17:11:17+00,47.4176045,94.225413137655
450,open verharding: betonstraatstenen,Nee,G0502,Capelle aan den IJssel,bestaand,0,verkeerseiland,32.497,283,,2015/11/16 17:11:17+00,32.4971825,39.8242565293575
451,gesloten verharding,Nee,G0014,Groningen,bestaand,0,verkeerseiland,4.452,283,,2019/08/20 15:25:49+00,4.4489876,7.95322818556829
452,gesloten verharding: asfalt,Nee,G0014,Groningen,bestaand,0,verkeerseiland,15.462,283,,2020/05/14 15:40:27+00,15.4623655,18.9880309450085
453,open verharding: betonstraatstenen,Nee,G0014,Groningen,bestaand,0,verkeerseiland,7.038,283,,2019/08/20 15:25:49+00,7.036877055,10.8723195077182
454,gesloten verharding,Nee,G0014,Groningen,bestaand,0,verkeerseiland,1.334,283,,2019/08/20 15:25:49+00,1.333615225,4.58537037543689
455,gesloten verharding,Nee,G0014,Groningen,bestaand,0,verkeerseiland,40.659,283,,2019/08/20 15:25:49+00,40.6591065,79.8454240820875
456,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,132.974,283,,2021/12/15 13:38:56+00,133.04347687,286.686163104297
457,open verharding,Nee,G1892,Zuidplas,bestaand,0,verkeerseiland,9.693,283,,2014/09/16 13:46:48+00,9.6926765,14.589157781199
458,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.856,283,,2015/10/16 07:18:07+00,6.856325,15.2647683362446
459,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,0.78,283,,2015/10/16 07:18:07+00,0.7800735,3.1534757437758
460,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,4.145,283,,2015/11/06 08:29:42+00,4.145138,11.553828470412
461,gesloten verharding: cementbeton,Nee,G0505,Dordrecht,bestaand,2,verkeerseiland,88.32,283,,2015/11/06 08:29:42+00,88.320042,157.809179741347
462,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,10.46,283,,2015/11/06 08:29:42+00,10.459962,12.9789178066742
463,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,125.833,283,,2015/10/22 11:05:10+00,125.8331595,102.170901889779
464,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.464,283,,2015/10/22 11:05:10+00,5.4644655,9.57992173578074
465,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,29.311,283,,2015/10/22 11:05:10+00,29.310935,38.0016526270862
466,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.285,283,,2015/10/22 11:05:10+00,6.2853255,10.6922900471255
467,gesloten verharding: asfalt,,G0505,Dordrecht,bestaand,0,verkeerseiland,14.237,283,,2021/09/02 18:13:11+00,14.2364748,14.9950198012155
468,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,42.99,283,,2015/11/05 14:50:46+00,42.990106,93.2962964029953
469,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,8.688,283,,2015/11/05 14:50:46+00,8.686473485,14.2215851522713
470,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,62.294,283,,2015/11/05 14:50:46+00,62.2944735,126.82150353434
471,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.165,283,,2015/11/05 14:50:46+00,9.1647045,13.5246288671338
472,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,6.19,283,,2015/11/05 14:50:46+00,6.190241,14.0671293847874
473,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,19.366,283,,2015/11/05 14:50:46+00,19.36534653,21.3579208944562
474,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.249,283,,2015/11/05 14:50:46+00,9.248923,20.3089436305356
475,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.859,283,,2015/11/05 14:50:46+00,1.8593845,5.72510061883137
476,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,23.852,283,,2015/11/05 14:50:46+00,23.84976582,32.728481073033
477,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,11.26,283,,2015/11/05 14:50:46+00,11.259613,18.2161501745807
478,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,9.639,283,,2015/11/05 14:50:46+00,9.639147,11.6947343746995
479,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,2.9,283,,2015/11/05 14:50:46+00,2.898868275,7.2301668807081
480,open verharding: beton element,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.348,283,,2015/11/05 14:50:46+00,1.3477215,8.34540922527522
481,open verharding: betonstraatstenen,Nee,G0281,Tiel,bestaand,0,verkeerseiland,35.288,283,,2019/03/07 11:28:04+00,35.287564,116.736911132326
482,gesloten verharding,Nee,G0758,Breda,bestaand,0,verkeerseiland,2.473,283,,2016/05/23 10:52:42+00,2.473373,6.47771225291203
483,open verharding: betonstraatstenen,Nee,G0453,Velsen,bestaand,0,verkeerseiland,1.744,283,,2018/08/31 14:56:08+00,1.742922005,5.08462853442868
484,open verharding: betonstraatstenen,Nee,G0453,Velsen,bestaand,0,verkeerseiland,1.776,283,,2018/08/31 14:56:08+00,1.775278045,5.17483305950979
485,open verharding,Nee,G0269,Oldebroek,bestaand,0,verkeerseiland,197.315,283,,2016/09/01 00:00:00+00,197.3154205,66.7049804120164
486,open verharding,Nee,G0758,Breda,bestaand,0,verkeerseiland,2.806,283,,2015/06/16 08:13:43+00,2.806067,7.12584620294081
487,open verharding,Nee,G0758,Breda,bestaand,0,verkeerseiland,28.566,283,,2018/06/14 13:24:16+00,28.566159,22.3234037616384
488,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,13.289,283,,2022/05/13 08:20:39+00,13.289443,27.4452760982396
489,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,13.461,283,,2022/05/13 08:20:39+00,13.4608125,27.4675048314591
490,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,14.803,283,,2022/05/13 08:20:39+00,14.803195,28.79366793497
491,open verharding: betonstraatstenen,,G0748,Bergen op Zoom,bestaand,0,verkeerseiland,58.892,283,,2018/10/18 08:41:44+00,58.891776,122.803881155658
492,open verharding,Nee,G1507,Horst aan de Maas,bestaand,0,verkeerseiland,7.874,283,,2018/04/25 10:05:42+00,7.87387061,34.7324910769696
493,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,7.235,283,,2022/05/04 13:32:21+00,7.2354275,16.42725666112
494,open verharding,Nee,G1507,Horst aan de Maas,bestaand,0,verkeerseiland,5.598,283,,2020/06/24 11:32:23+00,5.597858785,24.0548650592781
495,open verharding,Nee,G1507,Horst aan de Maas,bestaand,0,verkeerseiland,1.518,283,,2018/04/25 10:05:42+00,1.517845205,6.99417982409526
496,open verharding,Nee,G1507,Horst aan de Maas,bestaand,0,verkeerseiland,3.68,283,,2018/06/28 10:21:29+00,3.679578195,16.6089840883986
497,open verharding: gebakken klinkers,Nee,G0363,Amsterdam,bestaand,0,verkeerseiland,21.588,283,,2018/11/30 10:06:18+00,21.5868665,40.554390530942
498,open verharding: beton element,Nee,G0303,Dronten,bestaand,0,verkeerseiland,20.221,283,,2018/11/19 14:19:01+00,20.220655,39.8971592813916
499,open verharding: beton element,Nee,G0303,Dronten,bestaand,0,verkeerseiland,19.905,283,,2018/11/19 14:19:01+00,19.9052915,39.9427692348289
500,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,5.992,283,,2021/12/16 16:06:33+00,5.991749945,10.0652275200944
501,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,30.263,283,,2018/11/12 14:53:24+00,30.26100045,29.6706535786706
502,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,5.827,283,,2021/12/16 16:06:33+00,5.82649513,9.95518829032757
503,open verharding,Nee,G1916,Leidschendam-Voorburg,bestaand,0,verkeerseiland,5.818,283,,2021/12/16 16:06:33+00,5.81732157,9.84008219265697
504,open verharding: betonstraatstenen,Nee,G0400,,bestaand,0,verkeerseiland,12.884,283,,2020/01/01 10:46:27+00,12.84573744,14.4229096986926
505,open verharding: betonstraatstenen,Nee,G1948,Schijndel,bestaand,0,verkeerseiland,4.129,283,,2020/05/26 10:28:15+00,4.1293445,8.79404309398607
506,open verharding: betonstraatstenen,Nee,G1948,Schijndel,bestaand,0,verkeerseiland,12.972,283,,2020/05/26 10:28:15+00,12.971824,14.9476308851984
507,open verharding: betonstraatstenen,Nee,G1948,Schijndel,bestaand,0,verkeerseiland,13.594,283,,2020/05/26 10:28:15+00,13.5938025,15.4309529609587
508,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,32.795,283,,2018/11/30 10:27:56+00,32.794586,33.5367361789818
509,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,3.277,283,,2018/11/30 10:27:56+00,3.277452,8.51927573706936
510,open verharding: tegels,Nee,G0626,Voorschoten,bestaand,0,verkeerseiland,6.175,283,,2018/11/30 10:27:56+00,6.1748815,9.85085322945263
511,groenvoorziening: bodembedekkers,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,52.177,283,,2021/09/18 10:35:42+00,52.115734115,54.7820686974557
512,open verharding,Nee,G0363,Amsterdam,bestaand,0,verkeerseiland,16.947,283,,2021/12/24 15:53:11+00,16.94498444,17.6963690141267
513,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,22.534,283,,2021/09/07 07:32:58+00,22.53176783,21.2259664414703
514,open verharding,Nee,G0363,Amsterdam,bestaand,0,verkeerseiland,8.217,283,,2022/03/09 09:34:59+00,8.217188,12.4671988754047
515,gesloten verharding: cementbeton,Nee,G0345,Veenendaal,bestaand,0,verkeerseiland,17.053,283,,2021/02/02 16:54:35+00,17.046752115,15.7426058443053
516,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,4.379,283,,2022/12/16 15:13:08+00,4.378509715,8.58779459872462
517,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,15.192,283,,2014/10/24 07:56:11+00,15.191779035,15.7584731179869
518,groenvoorziening: gras- en kruidachtigen,Nee,G0345,Veenendaal,bestaand,0,verkeerseiland,12.675,283,,2021/02/02 16:54:35+00,12.674861,16.9154941463827
519,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,37.022,283,,2018/11/09 23:42:11+00,37.083894755,55.8753616175497
520,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,6.602,283,,2022/12/16 15:13:08+00,6.600109695,10.3234232620979
521,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,20.35,283,,2022/12/16 15:13:08+00,20.34940599,19.3845249627015
522,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,39.168,283,,2018/11/09 23:42:11+00,39.305306655,52.0824617253912
523,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,14.083,283,,2014/10/24 07:56:11+00,14.08185339,16.5981881302827
524,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,5.656,283,,2014/10/17 15:02:02+00,5.65552311,13.5786230217204
525,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,6.084,283,,2022/12/16 15:13:08+00,6.082294135,9.69971484860784
526,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,10.967,283,,2022/12/16 15:13:08+00,10.96636702,16.2345308021515
527,gesloten verharding: cementbeton,Nee,G1641,Maasgouw,bestaand,0,verkeerseiland,40.216,283,,2019/11/21 09:51:59+00,40.26153258,83.2049854712044
528,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,1.897,283,,2022/12/16 15:13:08+00,1.89482341,5.04970467902454
529,open verharding,Nee,G0268,Nijmegen,bestaand,0,verkeerseiland,13.302,283,,2019/08/14 09:17:43+00,13.289052255,86.0266222814895
530,open verharding,Nee,G0344,Utrecht,bestaand,0,verkeerseiland,9.544,283,,2020/05/19 07:55:34+00,9.544199,19.6977470079935
531,open verharding: betonstraatstenen,Nee,G0301,Zutphen,bestaand,0,verkeerseiland,46.151,283,,2022/12/16 15:13:08+00,46.14015162,27.8224742039191
532,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,21.554,283,,2017/03/17 13:55:18+00,21.551869775,20.7313767617379
533,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,15.622,283,,2014/10/17 15:02:02+00,15.621202515,26.9855670128519
534,open verharding: betonstraatstenen,Nee,G0627,Waddinxveen,bestaand,0,verkeerseiland,8.84,283,,2020/12/07 10:34:21+00,8.83858731,14.4299312386822
535,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,28.544,283,,2014/10/17 15:02:02+00,28.54015315,28.9724595687312
536,open verharding: betonstraatstenen,Nee,G0627,Waddinxveen,bestaand,0,verkeerseiland,12.684,283,,2020/12/07 10:34:21+00,12.68171992,15.4087484698629
537,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,15.321,283,,2014/10/17 15:02:02+00,15.319531335,27.0127576031652
538,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,9.024,283,,2018/03/08 16:40:51+00,9.024247385,14.1193065340451
539,open verharding: betonstraatstenen,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,23.139,283,,2014/10/06 15:25:09+00,23.138764,27.5073394626181
540,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,15.809,283,,2022/05/09 13:10:29+00,15.80726679,20.9689418929302
541,open verharding: betonstraatstenen,Nee,G0642,Zwijndrecht,bestaand,0,verkeerseiland,27.948,283,,2019/11/08 14:51:15+00,27.95350395,36.2415981378992
542,gesloten verharding: cementbeton,Nee,P0025,Gelderland,bestaand,0,verkeerseiland,7.733,283,,2022/05/09 13:10:29+00,7.730865505,10.8670433418069
543,open verharding,Nee,G0160,Hardenberg,bestaand,0,verkeerseiland,28.884,283,,2021/01/19 11:39:13+00,28.8840785,25.4646961658381
544,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,50.841,283,,2019/04/26 15:04:32+00,50.839727595,46.8140370659798
545,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,0.558,283,,2015/10/20 09:02:30+00,0.5582345,2.99642211584505
546,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,25.55,283,,2019/04/26 15:04:32+00,25.54823985,22.5659141582756
547,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,13.495,283,,2015/10/20 09:02:30+00,13.494611,15.2245940236256
548,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,17.865,283,,2015/10/20 09:02:30+00,17.864909,84.9046861112315
549,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,1.762,283,,2015/10/20 09:02:30+00,1.761924,5.12686969905167
550,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,13.383,283,,2015/10/20 09:02:30+00,13.382673,14.5727816435829
551,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,58.7,283,,2015/10/20 09:02:30+00,58.700419,55.9335713553414
552,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,26.207,283,,2015/10/20 09:02:30+00,26.2073675,24.8045069455588
553,open verharding,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,35.978,283,,2015/10/20 09:02:30+00,35.9783616,158.615420295541
554,gesloten verharding: asfalt,Nee,G0505,Dordrecht,bestaand,0,verkeerseiland,5.612,283,,2015/10/20 09:02:30+00,5.612043,13.621441791748
555,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,3.794,283,,2015/09/25 09:59:36+00,3.79348693,9.15730178278853
556,open verharding,,G0599,Rotterdam,bestaand,0,verkeerseiland,4.69,283,,2020/07/28 06:37:06+00,4.68865691,11.0988542573145
