FID,omschr,code,rijstrknrs,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
strooksignalering_kenmerk.76,Kruis-pijlsignalering,KP,123,R,7.75,009,KPK0001085434,I,,POINT (127676.44810000062 480675.75560000166)
strooksignalering_kenmerk.77,Kruis-pijlsignalering,KP,123,R,7.94999981,009,KPK0001085435,I,,POINT (127498.98629999906 480583.6145000011)
strooksignalering_kenmerk.78,Autosnelwegsignalering,AU,123,R,7.94999981,009,KPK0001085436,I,,POINT (127498.98629999906 480583.6145000011)
strooksignalering_kenmerk.79,Autosnelwegsignalering,AU,123,R,8.25,009,KPK0001085437,I,,POINT (127235.20490000024 480440.77329999954)
strooksignalering_kenmerk.80,Kruis-pijlsignalering,KP,123,R,8.25,009,KPK0001085438,I,,POINT (127235.20490000024 480440.77329999954)
strooksignalering_kenmerk.81,Kruis-pijlsignalering,KP,123,R,8.39999962,009,KPK0001085439,I,,POINT (127102.43490000069 480371.0080999993)
strooksignalering_kenmerk.82,Autosnelwegsignalering,AU,123,R,8.39999962,009,KPK0001085440,I,,POINT (127102.43490000069 480371.0080999993)
strooksignalering_kenmerk.83,Kruis-pijlsignalering,KP,123,R,8.69999981,009,KPK0001085441,I,,POINT (126839.84470000118 480225.9345000014)
strooksignalering_kenmerk.84,Autosnelwegsignalering,AU,123,R,8.69999981,009,KPK0001085442,I,,POINT (126839.84470000118 480225.9345000014)
strooksignalering_kenmerk.85,Kruis-pijlsignalering,KP,123,R,8.97000027,009,KPK0001085443,I,,POINT (126603.51350000128 480095.3682000004)
strooksignalering_kenmerk.86,Autosnelwegsignalering,AU,123,R,8.97000027,009,KPK0001085444,I,,POINT (126603.51350000128 480095.3682000004)
strooksignalering_kenmerk.87,Kruis-pijlsignalering,KP,123,R,9.24800014,009,KPK0001085445,I,,POINT (126360.17980000004 479960.9332999997)
strooksignalering_kenmerk.88,Autosnelwegsignalering,AU,123,R,9.24800014,009,KPK0001085446,I,,POINT (126360.17980000004 479960.9332999997)
strooksignalering_kenmerk.89,Autosnelwegsignalering,AU,123,R,9.55000019,009,KPK0001085447,I,,POINT (126095.8574000001 479814.85929999873)
strooksignalering_kenmerk.90,Kruis-pijlsignalering,KP,123,R,9.55000019,009,KPK0001085448,I,,POINT (126095.8574000001 479814.85929999873)
strooksignalering_kenmerk.91,Kruis-pijlsignalering,KP,123,R,9.77000046,009,KPK0001085449,I,,POINT (125908.59670000151 479699.5240000002)
strooksignalering_kenmerk.92,Autosnelwegsignalering,AU,123,R,9.77000046,009,KPK0001085450,I,,POINT (125908.59670000151 479699.5240000002)
strooksignalering_kenmerk.93,Autosnelwegsignalering,AU,123,R,10.02600002,009,KPK0001085451,I,,POINT (125699.83460000157 479551.3990999982)
strooksignalering_kenmerk.94,Kruis-pijlsignalering,KP,123,R,10.02600002,009,KPK0001085452,I,,POINT (125699.83460000157 479551.3990999982)
strooksignalering_kenmerk.95,Kruis-pijlsignalering,KP,12,R,10.22599983,009,KPK0001085453,I,,POINT (125526.5832999982 479451.64730000123)
strooksignalering_kenmerk.96,Autosnelwegsignalering,AU,12,R,10.22599983,009,KPK0001085454,I,,POINT (125526.5832999982 479451.64730000123)
strooksignalering_kenmerk.97,Autosnelwegsignalering,AU,123,R,10.52000046,009,KPK0001085455,I,,POINT (125269.32449999824 479316.2457000017)
strooksignalering_kenmerk.98,Kruis-pijlsignalering,KP,123,R,10.52000046,009,KPK0001085456,I,,POINT (125269.32449999824 479316.2457000017)
strooksignalering_kenmerk.99,Kruis-pijlsignalering,KP,123,R,10.67399979,009,KPK0001085457,I,,POINT (125121.95019999892 479235.61030000076)
strooksignalering_kenmerk.100,Autosnelwegsignalering,AU,123,R,10.67399979,009,KPK0001085458,I,,POINT (125121.95019999892 479235.61030000076)
strooksignalering_kenmerk.101,Autosnelwegsignalering,AU,12,R,10.95199966,009,KPK0001085460,I,,POINT (124882.86120000109 479104.2851999998)
strooksignalering_kenmerk.102,Kruis-pijlsignalering,KP,12,R,10.95199966,009,KPK0001085462,I,,POINT (124882.86120000109 479104.2851999998)
strooksignalering_kenmerk.103,Autosnelwegsignalering,AU,1234,R,114.35299683,002,KPK0001103331,I,,POINT (152135.52820000052 413282.11250000075)
strooksignalering_kenmerk.104,Kruis-pijlsignalering,KP,1234,R,114.35299683,002,KPK0001103332,I,,POINT (152135.52820000052 413282.11250000075)
strooksignalering_kenmerk.105,Autosnelwegsignalering,AU,1234,R,114.69999695,002,KPK0001103333,I,,POINT (152305.125500001 412985.31219999865)
strooksignalering_kenmerk.106,Kruis-pijlsignalering,KP,1234,R,114.69999695,002,KPK0001103334,I,,POINT (152305.125500001 412985.31219999865)
strooksignalering_kenmerk.107,Autosnelwegsignalering,AU,12345,R,11.28899956,004,KPK0001103735,I,,POINT (109623.0439000018 477675.97940000147)
strooksignalering_kenmerk.108,Kruis-pijlsignalering,KP,12345,R,11.28899956,004,KPK0001103736,I,,POINT (109623.0439000018 477675.97940000147)
strooksignalering_kenmerk.109,Kruis-pijlsignalering,KP,12345,R,11.88000011,004,KPK0001103737,I,,POINT (109228.91660000011 477235.6279999986)
strooksignalering_kenmerk.110,Autosnelwegsignalering,AU,12345,R,11.88000011,004,KPK0001103738,I,,POINT (109228.91660000011 477235.6279999986)
strooksignalering_kenmerk.111,Autosnelwegsignalering,AU,12,R,7.14599991,009,KPK0001022701,I,,POINT (128187.47940000147 480981.8418999985)
strooksignalering_kenmerk.112,Kruis-pijlsignalering,KP,12,R,7.14599991,009,KPK0001022702,I,,POINT (128187.47940000147 480981.8418999985)
strooksignalering_kenmerk.113,Autosnelwegsignalering,AU,1,R,41.43999863,016,KPK0001073115,I,,POINT (103310.64299999923 417825.72740000114)
strooksignalering_kenmerk.114,Kruis-pijlsignalering,KP,1,R,41.43999863,016,KPK0001073116,I,,POINT (103310.64299999923 417825.72740000114)
strooksignalering_kenmerk.115,Autosnelwegsignalering,AU,12,R,7.39799976,009,KPK0001022724,I,,POINT (127974.9664000012 480846.63489999995)
strooksignalering_kenmerk.116,Kruis-pijlsignalering,KP,12,R,7.39799976,009,KPK0001022725,I,,POINT (127974.9664000012 480846.63489999995)
strooksignalering_kenmerk.117,Autosnelwegsignalering,AU,123,R,7.63000011,009,KPK0001022726,I,,POINT (127769.06859999895 480739.8574000001)
strooksignalering_kenmerk.118,Kruis-pijlsignalering,KP,123,R,7.63000011,009,KPK0001022727,I,,POINT (127769.06859999895 480739.8574000001)
strooksignalering_kenmerk.119,Kruis-pijlsignalering,KP,123,R,7.84000015,009,KPK0001022728,I,,POINT (127579.70639999956 480649.1341000013)
strooksignalering_kenmerk.120,Autosnelwegsignalering,AU,123,R,7.84000015,009,KPK0001022729,I,,POINT (127579.70639999956 480649.1341000013)
strooksignalering_kenmerk.121,Kruis-pijlsignalering,KP,123,R,8.14000034,009,KPK0001022730,I,,POINT (127316.52430000156 480505.1466999985)
strooksignalering_kenmerk.122,Autosnelwegsignalering,AU,123,R,8.14000034,009,KPK0001022731,I,,POINT (127316.52430000156 480505.1466999985)
strooksignalering_kenmerk.123,Kruis-pijlsignalering,KP,123,R,8.39999962,009,KPK0001022732,I,,POINT (127086.41919999942 480384.1442000009)
strooksignalering_kenmerk.124,Autosnelwegsignalering,AU,123,R,8.39999962,009,KPK0001022733,I,,POINT (127086.41919999942 480384.1442000009)
strooksignalering_kenmerk.125,Kruis-pijlsignalering,KP,123,R,8.69999981,009,KPK0001022734,I,,POINT (126823.82550000027 480239.0767999999)
strooksignalering_kenmerk.126,Autosnelwegsignalering,AU,123,R,8.69999981,009,KPK0001022735,I,,POINT (126823.82550000027 480239.0767999999)
strooksignalering_kenmerk.127,Kruis-pijlsignalering,KP,123,R,9,009,KPK0001022736,I,,POINT (126561.23530000076 480094.0031000003)
strooksignalering_kenmerk.128,Autosnelwegsignalering,AU,123,R,9,009,KPK0001022737,I,,POINT (126561.23530000076 480094.0031000003)
strooksignalering_kenmerk.129,Autosnelwegsignalering,AU,123,R,9.30000019,009,KPK0001022738,I,,POINT (126298.64499999955 479948.9294999987)
strooksignalering_kenmerk.130,Kruis-pijlsignalering,KP,123,R,9.30000019,009,KPK0001022739,I,,POINT (126298.64499999955 479948.9294999987)
strooksignalering_kenmerk.131,Kruis-pijlsignalering,KP,123,R,9.60000038,009,KPK0001022740,I,,POINT (126036.55350000039 479802.96979999915)
strooksignalering_kenmerk.132,Autosnelwegsignalering,AU,123,R,9.60000038,009,KPK0001022741,I,,POINT (126036.55350000039 479802.96979999915)
strooksignalering_kenmerk.133,Autosnelwegsignalering,AU,123,R,9.80000019,009,KPK0001022742,I,,POINT (125868.39409999922 479694.8104999997)
strooksignalering_kenmerk.134,Kruis-pijlsignalering,KP,123,R,9.80000019,009,KPK0001022743,I,,POINT (125868.39409999922 479694.8104999997)
strooksignalering_kenmerk.135,Kruis-pijlsignalering,KP,123,R,9.94999981,009,KPK0001022744,I,,POINT (125745.70639999956 479608.5128999986)
strooksignalering_kenmerk.136,Autosnelwegsignalering,AU,123,R,9.94999981,009,KPK0001022745,I,,POINT (125745.70639999956 479608.5128999986)
strooksignalering_kenmerk.137,Kruis-pijlsignalering,KP,123,R,10.11999989,009,KPK0001022746,I,,POINT (125601.73550000042 479518.17749999836)
strooksignalering_kenmerk.138,Autosnelwegsignalering,AU,123,R,10.11999989,009,KPK0001022747,I,,POINT (125601.73550000042 479518.17749999836)
strooksignalering_kenmerk.139,Autosnelwegsignalering,AU,12,R,10.35200024,009,KPK0001022748,I,,POINT (125396.84180000052 479409.49340000004)
strooksignalering_kenmerk.140,Kruis-pijlsignalering,KP,12,R,10.35200024,009,KPK0001022749,I,,POINT (125396.84180000052 479409.49340000004)
strooksignalering_kenmerk.141,Kruis-pijlsignalering,KP,123,R,10.77000046,009,KPK0001022751,I,,POINT (125034.90619999915 479215.4382000007)
strooksignalering_kenmerk.142,Kruis-pijlsignalering,KP,123,R,11.18799973,009,KPK0001022770,I,,POINT (124655.76179999858 479071.76000000164)
strooksignalering_kenmerk.143,Autosnelwegsignalering,AU,123,R,11.18799973,009,KPK0001022771,I,,POINT (124655.76179999858 479071.76000000164)
strooksignalering_kenmerk.144,Kruis-pijlsignalering,KP,12,R,11.48499966,009,KPK0001022774,I,,POINT (124369.63109999895 479131.40569999814)
strooksignalering_kenmerk.145,Kruis-pijlsignalering,KP,123,R,11.96000004,009,KPK0001022778,I,,POINT (124299.7239000015 478743.2314000018)
strooksignalering_kenmerk.146,Kruis-pijlsignalering,KP,12345,R,6.96400023,009,KPK0001022700,I,,POINT (128328.27189999819 481091.09750000015)
strooksignalering_kenmerk.147,Autosnelwegsignalering,AU,12,R,11.48499966,009,KPK0001022773,I,,POINT (124369.63109999895 479131.40569999814)
strooksignalering_kenmerk.148,Autosnelwegsignalering,AU,123,R,7.14599991,009,KPK0001022946,I,,POINT (128183.11149999872 480988.3238000013)
strooksignalering_kenmerk.149,Kruis-pijlsignalering,KP,1234,R,7.4000001,009,KPK0001022948,I,,POINT (127963.99370000139 480858.73750000075)
strooksignalering_kenmerk.150,Autosnelwegsignalering,AU,1234,R,7.4000001,009,KPK0001022949,I,,POINT (127963.99370000139 480858.73750000075)
strooksignalering_kenmerk.151,Kruis-pijlsignalering,KP,123,R,7.54799986,009,KPK0001022950,I,,POINT (127833.12460000068 480788.6988000013)
strooksignalering_kenmerk.152,Autosnelwegsignalering,AU,123,R,7.54799986,009,KPK0001022951,I,,POINT (127833.12460000068 480788.6988000013)
strooksignalering_kenmerk.153,Kruis-pijlsignalering,KP,123,R,7.84000015,009,KPK0001022952,I,,POINT (127569.88419999927 480662.43290000036)
strooksignalering_kenmerk.154,Autosnelwegsignalering,AU,123,R,7.84000015,009,KPK0001022953,I,,POINT (127569.88419999927 480662.43290000036)
strooksignalering_kenmerk.155,Kruis-pijlsignalering,KP,123,R,8.09000015,009,KPK0001022954,I,,POINT (127350.52789999917 480542.5161000006)
strooksignalering_kenmerk.156,Autosnelwegsignalering,AU,123,R,8.09000015,009,KPK0001022955,I,,POINT (127350.52789999917 480542.5161000006)
strooksignalering_kenmerk.157,Autosnelwegsignalering,AU,123,R,8.34000015,009,KPK0001022956,I,,POINT (127129.24419999868 480426.23380000144)
strooksignalering_kenmerk.158,Kruis-pijlsignalering,KP,123,R,8.34000015,009,KPK0001022957,I,,POINT (127129.24419999868 480426.23380000144)
strooksignalering_kenmerk.159,Autosnelwegsignalering,AU,12,R,8.59700012,009,KPK0001022958,I,,POINT (126905.56199999899 480309.7655000016)
strooksignalering_kenmerk.160,Kruis-pijlsignalering,KP,12,R,8.59700012,009,KPK0001022959,I,,POINT (126905.56199999899 480309.7655000016)
strooksignalering_kenmerk.161,Kruis-pijlsignalering,KP,12,R,8.82499981,009,KPK0001022960,I,,POINT (126705.99230000004 480199.51139999926)
strooksignalering_kenmerk.162,Autosnelwegsignalering,AU,12,R,8.82499981,009,KPK0001022961,I,,POINT (126705.99230000004 480199.51139999926)
strooksignalering_kenmerk.163,Kruis-pijlsignalering,KP,12,R,9.05000019,009,KPK0001022962,I,,POINT (126509.04969999939 480090.7060999982)
strooksignalering_kenmerk.164,Autosnelwegsignalering,AU,12,R,9.05000019,009,KPK0001022963,I,,POINT (126509.04969999939 480090.7060999982)
strooksignalering_kenmerk.165,Autosnelwegsignalering,AU,12,R,9.25,009,KPK0001022964,I,,POINT (126333.98950000107 479993.9904000014)
strooksignalering_kenmerk.166,Kruis-pijlsignalering,KP,12,R,9.25,009,KPK0001022965,I,,POINT (126333.98950000107 479993.9904000014)
strooksignalering_kenmerk.167,Kruis-pijlsignalering,KP,123,R,9.5,009,KPK0001022966,I,,POINT (126119.63899999857 479868.9770999998)
strooksignalering_kenmerk.168,Autosnelwegsignalering,AU,123,R,9.5,009,KPK0001022967,I,,POINT (126119.63899999857 479868.9770999998)
strooksignalering_kenmerk.169,Kruis-pijlsignalering,KP,123,R,9.69999981,009,KPK0001022968,I,,POINT (125947.21279999986 479767.70589999855)
strooksignalering_kenmerk.170,Autosnelwegsignalering,AU,123,R,9.69999981,009,KPK0001022969,I,,POINT (125947.21279999986 479767.70589999855)
strooksignalering_kenmerk.171,Autosnelwegsignalering,AU,123,R,9.93000031,009,KPK0001022970,I,,POINT (125757.72370000184 479637.3973999992)
strooksignalering_kenmerk.172,Kruis-pijlsignalering,KP,123,R,9.93000031,009,KPK0001022971,I,,POINT (125757.72370000184 479637.3973999992)
strooksignalering_kenmerk.173,Autosnelwegsignalering,AU,12,R,57.79800034,006,KPK0000934414,I,,POINT (149071.20600000024 488377.5916999988)
strooksignalering_kenmerk.174,Kruis-pijlsignalering,KP,12,R,57.79800034,006,KPK0000934415,I,,POINT (149071.20600000024 488377.5916999988)
strooksignalering_kenmerk.175,Autosnelwegsignalering,AU,12,R,53.6629982,006,KPK0000915295,I,,POINT (146288.7153000012 485402.7886000015)
strooksignalering_kenmerk.176,Kruis-pijlsignalering,KP,123,R,58.5,006,KPK0000915370,I,,POINT (149750.74960000068 488631.0603)
strooksignalering_kenmerk.177,Autosnelwegsignalering,AU,1234,R,92.66000366,001,KPK0001123441,I,,POINT (203029.3429000005 469075.2049999982)
strooksignalering_kenmerk.178,Autosnelwegsignalering,AU,1234,R,90.30000305,001,KPK0001123455,I,,POINT (200813.5711000003 468264.5896999985)
strooksignalering_kenmerk.179,Kruis-pijlsignalering,KP,123,R,156.82099915,001,KPK0001123574,I,,POINT (248287.7386999987 478237.6805000007)
strooksignalering_kenmerk.180,Autosnelwegsignalering,AU,1234,R,92.02799988,001,KPK0001123440,I,,POINT (202437.59600000083 468853.2628000006)
strooksignalering_kenmerk.181,Kruis-pijlsignalering,KP,123,R,58.90299988,006,KPK0000915329,I,,POINT (150079.47360000014 488869.1237999983)
strooksignalering_kenmerk.182,Kruis-pijlsignalering,KP,12,R,45.19599915,006,KPK0001129003,I,,POINT (138724.6447999999 482501.39660000056)
strooksignalering_kenmerk.183,Autosnelwegsignalering,AU,12,R,59.19599915,006,KPK0000915334,I,,POINT (150334.67179999873 489025.13540000096)
strooksignalering_kenmerk.184,Kruis-pijlsignalering,KP,123,R,3.50200009,001,KPK0001216971,I,,POINT (125646.86780000106 484205.06760000065)
strooksignalering_kenmerk.185,Autosnelwegsignalering,AU,123,R,3.50200009,001,KPK0001216972,I,,POINT (125646.86780000106 484205.06760000065)
strooksignalering_kenmerk.186,Kruis-pijlsignalering,KP,12345,R,5.13000011,001,KPK0001216988,I,,POINT (126580.6501000002 484616.1970000006)
