Postcode,Voertuigsoort,Brandstof,Extern oplaadbaar,Aantal
1244,Motorrijtuig met beperkte snelheid,D,N,12
1244,Personenauto,B,N,774
1244,Personenauto,BE,N,48
1244,Personenauto,BG,N,16
1244,Personenauto,D,N,84
1244,Personenauto,E,N,23
1251,Bedrijfsauto,B,N,30
1251,Bedrijfsauto,BG,N,11
1251,Bedrijfsauto,D,N,344
1251,Bromfiets,B,N,735
1251,Bromfiets,E,N,106
1251,Land- of bosbouwtrekker,B,N,11
1251,Land- of bosbouwtrekker,D,N,31
1251,Motorfiets,B,N,427
1251,Motorrijtuig met beperkte snelheid,D,N,12
1251,Personenauto,B,N,5235
1251,Personenauto,BE,J,142
1251,Personenauto,BE,N,439
1251,Personenauto,BG,N,46
1251,Personenauto,D,N,566
1251,Personenauto,DE,J,19
1251,Personenauto,E,J,16
1251,Personenauto,E,N,246
1252,Bedrijfsauto,D,N,23
1252,Bromfiets,B,N,37
1252,Personenauto,B,N,163
1252,Personenauto,BE,N,11
1252,Personenauto,D,N,16
1261,Bedrijfsauto,B,N,20
1261,Bedrijfsauto,D,N,430
1261,Bromfiets,B,N,726
1261,Bromfiets,E,N,92
1261,Driewielig motorrijtuig,B,N,19
1261,Land- of bosbouwtrekker,D,N,64
1261,Motorfiets,B,N,371
1261,Motorrijtuig met beperkte snelheid,D,N,10
1261,Personenauto,B,N,5113
1261,Personenauto,BE,J,123
1261,Personenauto,BE,N,456
1261,Personenauto,BG,N,51
1261,Personenauto,D,N,560
1261,Personenauto,DE,J,18
1261,Personenauto,DE,N,14
1261,Personenauto,E,J,10
1261,Personenauto,E,N,222
1262,Bedrijfsauto,D,N,36
1262,Bromfiets,B,N,62
1262,Motorfiets,B,N,39
1262,Personenauto,B,N,477
1262,Personenauto,BE,J,14
1262,Personenauto,BE,N,57
1262,Personenauto,D,N,52
1262,Personenauto,E,N,35
1271,Bedrijfsauto,B,N,34
1271,Bedrijfsauto,BG,N,13
1271,Bedrijfsauto,D,N,729
1271,Bromfiets,B,N,516
1271,Bromfiets,E,N,58
1271,Driewielig motorrijtuig,B,N,15
1271,Land- of bosbouwtrekker,D,N,14
1271,Motorfiets,B,N,370
1271,Motorrijtuig met beperkte snelheid,E,N,10
1271,Personenauto,B,N,4044
1271,Personenauto,BE,J,45
1271,Personenauto,BE,N,302
1271,Personenauto,BG,N,40
1271,Personenauto,D,N,365
1271,Personenauto,E,N,138
1272,Bedrijfsauto,B,N,15
1272,Bedrijfsauto,D,N,184
1272,Bromfiets,B,N,374
1272,Bromfiets,E,N,39
1272,Land- of bosbouwtrekker,D,N,16
1272,Motorfiets,B,N,252
1272,Personenauto,B,N,2903
1272,Personenauto,BE,J,65
1272,Personenauto,BE,N,247
1272,Personenauto,BG,N,33
1272,Personenauto,D,N,328
1272,Personenauto,E,N,131
1273,Bedrijfsauto,B,N,13
1273,Bedrijfsauto,D,N,211
1273,Bromfiets,B,N,431
1273,Bromfiets,E,N,49
1273,Driewielig motorrijtuig,B,N,11
1273,Motorfiets,B,N,327
1273,Personenauto,B,N,3648
1273,Personenauto,BE,J,36
1273,Personenauto,BE,N,251
1273,Personenauto,BG,N,57
1273,Personenauto,D,N,290
1273,Personenauto,E,N,68
1274,Bedrijfsauto,D,N,177
1274,Bromfiets,B,N,379
1274,Bromfiets,E,N,41
1274,Driewielig motorrijtuig,B,N,11
1274,Motorfiets,B,N,254
1274,Personenauto,B,N,2725
1274,Personenauto,BE,J,15
1274,Personenauto,BE,N,157
1274,Personenauto,BG,N,36
1274,Personenauto,D,N,245
1274,Personenauto,E,N,50
1275,Bedrijfsauto,D,N,35
1275,Bromfiets,B,N,91
1275,Bromfiets,E,N,15
1275,Motorfiets,B,N,74
1275,Personenauto,B,N,867
1275,Personenauto,BE,N,63
1275,Personenauto,BG,N,11
1275,Personenauto,D,N,85
1275,Personenauto,E,N,17
1276,Bedrijfsauto,BG,N,10
1276,Bedrijfsauto,D,N,265
1276,Bromfiets,B,N,375
1276,Bromfiets,E,N,36
1276,Motorfiets,B,N,310
1276,Personenauto,B,N,2820
1276,Personenauto,BE,J,24
1276,Personenauto,BE,N,188
1276,Personenauto,BG,N,37
1276,Personenauto,D,N,307
1276,Personenauto,E,N,43
1277,Bedrijfsauto,D,N,44
1277,Bromfiets,B,N,88
1277,Bromfiets,E,N,14
1277,Motorfiets,B,N,105
1277,Personenauto,B,N,887
1277,Personenauto,BE,J,14
1277,Personenauto,BE,N,88
1277,Personenauto,D,N,77
1277,Personenauto,E,N,35
1309,Personenauto,B,N,19
1311,Bedrijfsauto,D,N,210
1311,Bromfiets,B,N,307
1311,Bromfiets,E,N,23
1311,Driewielig motorrijtuig,B,N,12
1311,Motorfiets,B,N,191
1311,Personenauto,B,N,1636
1311,Personenauto,BE,J,17
1311,Personenauto,BE,N,171
1311,Personenauto,BG,N,26
1311,Personenauto,D,N,189
1311,Personenauto,E,N,37
1312,Bedrijfsauto,D,N,139
1312,Bromfiets,B,N,408
1312,Bromfiets,E,N,43
1312,Driewielig motorrijtuig,B,N,10
1312,Land- of bosbouwtrekker,B,N,13
1312,Motorfiets,B,N,246
1312,Personenauto,B,N,2315
1312,Personenauto,BE,J,31
1312,Personenauto,BE,N,247
1312,Personenauto,BG,N,46
1312,Personenauto,D,N,255
1312,Personenauto,E,N,52
1313,Bedrijfsauto,D,N,131
1313,Bromfiets,B,N,300
1313,Bromfiets,E,N,27
1313,Motorfiets,B,N,196
1313,Personenauto,B,N,1504
1313,Personenauto,BE,J,17
1313,Personenauto,BE,N,132
1313,Personenauto,BG,N,18
1313,Personenauto,D,N,170
1313,Personenauto,E,N,36
1314,Bedrijfsauto,B,N,230
1314,Bedrijfsauto,BE,N,16
1314,Bedrijfsauto,BH,N,74
1314,Bedrijfsauto,D,N,11654
1314,Bedrijfsauto,DE,N,32
1314,Bedrijfsauto,E,N,376
1314,Bedrijfsauto,H,N,118
1314,Bromfiets,B,N,415
1314,Bromfiets,E,N,84
1314,Driewielig motorrijtuig,B,N,12
1314,Motorfiets,B,N,281
1314,Motorrijtuig met beperkte snelheid,D,N,13
1314,Motorrijtuig met beperkte snelheid,E,N,12
1314,Personenauto,B,N,44358
1314,Personenauto,BE,J,303
1314,Personenauto,BE,N,13385
1314,Personenauto,BG,N,72
1314,Personenauto,BH,N,70
1314,Personenauto,D,N,8892
1314,Personenauto,DE,N,305
1314,Personenauto,E,N,23615
1314,Personenauto,EW,N,25
1314,Personenauto,H,N,71
1315,Bedrijfsauto,D,N,182
1315,Bromfiets,B,N,257
1315,Bromfiets,E,N,25
1315,Motorfiets,B,N,65
1315,Personenauto,B,N,1055
1315,Personenauto,BE,J,25
1315,Personenauto,BE,N,95
1315,Personenauto,BG,N,18
1315,Personenauto,D,N,130
1315,Personenauto,E,N,35
1316,Bedrijfsauto,D,N,169
1316,Bromfiets,B,N,330
1316,Bromfiets,E,N,41
1316,Motorfiets,B,N,188
1316,Personenauto,B,N,1584
1316,Personenauto,BE,J,30
1316,Personenauto,BE,N,182
1316,Personenauto,BG,N,33
1316,Personenauto,D,N,233
1316,Personenauto,E,N,88
1317,Bedrijfsauto,D,N,118
1317,Bromfiets,B,N,342
1317,Bromfiets,E,N,31
1317,Driewielig motorrijtuig,B,N,12
1317,Motorfiets,B,N,179
1317,Personenauto,B,N,1331
1317,Personenauto,BE,J,11
1317,Personenauto,BE,N,100
1317,Personenauto,BG,N,37
1317,Personenauto,D,N,161
1317,Personenauto,E,N,18
1318,Bedrijfsauto,D,N,194
1318,Bromfiets,B,N,632
1318,Bromfiets,E,N,38
1318,Driewielig motorrijtuig,B,N,15
1318,Motorfiets,B,N,287
1318,Personenauto,B,N,2962
1318,Personenauto,BE,J,36
1318,Personenauto,BE,N,309
1318,Personenauto,BG,N,60
1318,Personenauto,D,N,389
1318,Personenauto,E,N,72
1319,Bedrijfsauto,BG,N,10
1319,Bedrijfsauto,D,N,159
1319,Bromfiets,B,N,413
1319,Bromfiets,E,N,63
1319,Driewielig motorrijtuig,B,N,15
1319,Motorfiets,B,N,250
1319,Personenauto,B,N,2263
1319,Personenauto,BE,J,61
1319,Personenauto,BE,N,269
1319,Personenauto,BG,N,30
1319,Personenauto,D,N,307
1319,Personenauto,E,J,13
1319,Personenauto,E,N,163
1321,Bedrijfsauto,D,N,308
1321,Bromfiets,B,N,611
1321,Bromfiets,E,N,56
1321,Driewielig motorrijtuig,B,N,18
1321,Motorfiets,B,N,293
1321,Personenauto,B,N,3127
1321,Personenauto,BE,J,57
1321,Personenauto,BE,N,322
1321,Personenauto,BG,N,63
1321,Personenauto,D,N,376
1321,Personenauto,E,N,120
1322,Bedrijfsauto,D,N,298
1322,Bromfiets,B,N,14
1322,Bromfiets,E,N,10
1322,Motorfiets,B,N,14
1322,Personenauto,B,N,219
1322,Personenauto,BE,N,48
1322,Personenauto,BG,N,14
1322,Personenauto,D,N,73
1322,Personenauto,E,N,56
1323,Bedrijfsauto,D,N,163
1323,Bromfiets,B,N,398
1323,Bromfiets,E,N,35
1323,Motorfiets,B,N,245
1323,Personenauto,B,N,2122
1323,Personenauto,BE,J,15
1323,Personenauto,BE,N,196
1323,Personenauto,BG,N,33
1323,Personenauto,D,N,205
1323,Personenauto,E,N,36
1324,Bedrijfsauto,D,N,347
1324,Bromfiets,B,N,764
1324,Bromfiets,E,N,52
1324,Driewielig motorrijtuig,B,N,15
1324,Motorfiets,B,N,278
1324,Personenauto,B,N,3094
1324,Personenauto,BE,J,25
1324,Personenauto,BE,N,174
1324,Personenauto,BG,N,60
1324,Personenauto,D,N,389
1324,Personenauto,E,N,39
1325,Bedrijfsauto,D,N,141
1325,Bromfiets,B,N,644
1325,Bromfiets,E,N,72
1325,Motorfiets,B,N,304
1325,Personenauto,B,N,3324
1325,Personenauto,BE,J,44
1325,Personenauto,BE,N,375
1325,Personenauto,BG,N,62
1325,Personenauto,D,N,362
1325,Personenauto,E,N,86
1326,Bedrijfsauto,D,N,216
1326,Bromfiets,B,N,815
1326,Bromfiets,E,N,72
1326,Driewielig motorrijtuig,B,N,17
1326,Motorfiets,B,N,356
1326,Personenauto,B,N,3626
1326,Personenauto,BE,J,43
1326,Personenauto,BE,N,345
1326,Personenauto,BG,N,62
1326,Personenauto,D,N,440
1326,Personenauto,E,N,84
1327,Bedrijfsauto,B,N,108
1327,Bedrijfsauto,BH,N,44
1327,Bedrijfsauto,D,N,12723
1327,Bedrijfsauto,E,N,615
1327,Bedrijfsauto,H,N,193
1327,Bromfiets,B,N,31
1327,Bromfiets,E,N,53
1327,Motorfiets,B,N,52
1327,Personenauto,B,N,40013
1327,Personenauto,BE,J,205
1327,Personenauto,BE,N,10446
1327,Personenauto,BG,N,49
1327,Personenauto,D,N,6342
1327,Personenauto,DE,N,160
1327,Personenauto,E,J,10
1327,Personenauto,E,N,17704
1328,Bedrijfsauto,D,N,222
1328,Bromfiets,B,N,665
1328,Bromfiets,E,N,66
1328,Driewielig motorrijtuig,B,N,18
1328,Motorfiets,B,N,356
1328,Personenauto,B,N,3227
1328,Personenauto,BE,J,53
1328,Personenauto,BE,N,327
1328,Personenauto,BG,N,53
1328,Personenauto,D,N,491
1328,Personenauto,E,N,120
1329,Bedrijfsauto,D,N,116
1329,Mobiele machine,D,N,33
1329,Motorrijtuig met beperkte snelheid,D,N,102
1329,Motorrijtuig met beperkte snelheid,E,N,50
1329,Personenauto,B,N,36
1331,Bedrijfsauto,D,N,33
1331,Bromfiets,B,N,26
1331,Land- of bosbouwtrekker,D,N,25
1331,Personenauto,B,N,66
1331,Personenauto,D,N,15
1331,Personenauto,E,N,10
1332,Bedrijfsauto,D,N,558
1332,Bromfiets,B,N,206
1332,Bromfiets,E,N,74
1332,Land- of bosbouwtrekker,D,N,20
1332,Motorrijtuig met beperkte snelheid,D,N,65
1332,Personenauto,B,N,240
1332,Personenauto,BE,N,46
1332,Personenauto,D,N,156
1332,Personenauto,E,N,35
1333,Bedrijfsauto,BG,N,11
1333,Bedrijfsauto,D,N,413
1333,Bromfiets,B,N,919
1333,Bromfiets,E,N,78
1333,Bus,D,N,16
1333,Driewielig motorrijtuig,B,N,24
1333,Motorfiets,B,N,478
1333,Personenauto,B,N,4073
1333,Personenauto,BE,J,29
1333,Personenauto,BE,N,318
1333,Personenauto,BG,N,121
1333,Personenauto,D,N,583
1333,Personenauto,E,N,79
1334,Bedrijfsauto,D,N,62
1334,Bromfiets,B,N,137
1334,Motorfiets,B,N,43
1334,Personenauto,B,N,613
1334,Personenauto,BE,N,65
1334,Personenauto,D,N,57
1334,Personenauto,E,N,14
1335,Bedrijfsauto,D,N,303
1335,Bromfiets,B,N,773
1335,Bromfiets,E,N,53
1335,Driewielig motorrijtuig,B,N,14
1335,Motorfiets,B,N,423
1335,Personenauto,B,N,4127
1335,Personenauto,BE,J,61
1335,Personenauto,BE,N,334
1335,Personenauto,BG,N,84
1335,Personenauto,D,N,644
1335,Personenauto,E,N,130
1336,Bedrijfsauto,D,N,161
1336,Bromfiets,B,N,490
1336,Bromfiets,E,N,42
1336,Driewielig motorrijtuig,B,N,12
1336,Motorfiets,B,N,299
1336,Personenauto,B,N,2844
1336,Personenauto,BE,J,36
1336,Personenauto,BE,N,280
1336,Personenauto,BG,N,48
1336,Personenauto,D,N,475
1336,Personenauto,E,N,142
1338,Bedrijfsauto,BG,N,10
1338,Bedrijfsauto,D,N,190
1338,Bromfiets,B,N,652
1338,Bromfiets,E,N,63
1338,Motorfiets,B,N,368
1338,Personenauto,B,N,3193
1338,Personenauto,BE,J,47
1338,Personenauto,BE,N,310
1338,Personenauto,BG,N,70
1338,Personenauto,D,N,369
1338,Personenauto,E,N,67
1339,Bedrijfsauto,BG,N,10
1339,Bedrijfsauto,D,N,224
1339,Bromfiets,B,N,697
1339,Bromfiets,E,N,60
1339,Driewielig motorrijtuig,B,N,13
1339,Motorfiets,B,N,428
1339,Personenauto,B,N,3687
1339,Personenauto,BE,J,42
1339,Personenauto,BE,N,332
1339,Personenauto,BG,N,85
1339,Personenauto,D,N,608
1339,Personenauto,E,N,125
1341,Bedrijfsauto,D,N,62
1341,Bromfiets,B,N,178
1341,Bromfiets,E,N,34
1341,Motorfiets,B,N,129
1341,Motorrijtuig met beperkte snelheid,D,N,13
1341,Personenauto,B,N,1132
1341,Personenauto,BE,J,16
1341,Personenauto,BE,N,116
1341,Personenauto,BG,N,11
1341,Personenauto,D,N,131
1341,Personenauto,E,N,98
1343,Bedrijfsauto,D,N,31
1343,Bromfiets,B,N,109
1343,Bromfiets,E,N,14
1343,Motorfiets,B,N,113
1343,Personenauto,B,N,691
1343,Personenauto,BE,J,19
1343,Personenauto,BE,N,94
1343,Personenauto,D,N,128
1343,Personenauto,E,N,73
1349,Bedrijfsauto,B,N,16
1349,Bedrijfsauto,D,N,225
1349,Bromfiets,B,N,223
1349,Bromfiets,E,N,59
1349,Land- of bosbouwtrekker,D,N,53
1349,Motorfiets,B,N,271
1349,Motorrijtuig met beperkte snelheid,D,N,27
1349,Personenauto,B,N,1629
1349,Personenauto,BE,J,35
1349,Personenauto,BE,N,205
1349,Personenauto,BG,N,65
1349,Personenauto,D,N,280
1349,Personenauto,E,J,10
1349,Personenauto,E,N,209
1351,Bedrijfsauto,BG,N,13
1351,Bedrijfsauto,D,N,271
1351,Bedrijfsauto,E,N,11
1351,Bromfiets,B,N,182
1351,Bromfiets,E,N,32
1351,Land- of bosbouwtrekker,D,N,23
1351,Motorfiets,B,N,130
1351,Motorrijtuig met beperkte snelheid,D,N,30
1351,Personenauto,B,N,836
1351,Personenauto,BE,J,13
1351,Personenauto,BE,N,89
1351,Personenauto,BG,N,11
