JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2020;Q2;Programma Kunst en Cultuur;Vereniging Vrienden van Museum Vlaardingen;500,00;Nee;Nee;Culturele activiteit Binnenhalen van de Balder ivm nieuwe haring.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Werkgroep Koempoelan;625,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Kracht van Vrouwen Vlaardingen;750,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Toneelvereniging Het Masker;1.000,00;Nee;Nee;Culturele activiteit: toneeluitvoeringen.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Varend Corso;1.000,00;Nee;Nee;Culturele activiteit Varend Corso.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Villa Musica;1.200,00;Nee;Nee;Culturele activiteit: Vlaardings Blaasfestival.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Mannenkoor Orpheus Vlaardingen;1.225,00;Nee;Nee;Culturele activiteit: concerten.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Vereniging Historische Markt Vlaardingen;2.500,00;Nee;Nee;Culturele activiteit: lentemarkt. ;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Gloria Toonkunst Vlaardingen;4.730,00;Nee;Nee;Culturele activiteit: opvoeren van twee concerten.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40;5.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Pluimage;5.000,00;;Nee;Voorjaarsconcert;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Jazz aan de Waterweg;5.000,00;Nee;Nee;Culturele activiteit Jazz festival in Oranje park. ;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;"Stichting Jongeren Cultuurcentrum Vlaardingen ""De Kroepoekfabriek""";5.160,00;Nee;Nee;Culturele activiteit X-Posure en Showcase festival. ;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Muziek bij de Buren;6.000,00;Nee;Nee;Culturele activiteit Muziek bij de Buren.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Historische Zitmuren;6.000,00;Nee;Nee;Culturele activiteit: 5e historische zitmuur aan de hoflaan.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Waterweg Cultuurprijs;6.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Internationale Orgelweek Vlaardingen;6.515,00;Nee;Nee;Culturele activiteit: internationale orgelweek.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stadsgehoorzaal Vlaardingen ;8.600,00;Nee;Nee;Culturele activiteit Moestuin Festival 2020.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;"Stichting Jongeren Cultuurcentrum Vlaardingen ""De Kroepoekfabriek""";8.600,00;Nee;Nee;Culturele activiteit Rock'n Ramps.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Museum Vlaardingen;9.204,40;Nee;Nee;Culturele activiteit Ontstaan van Holland en Flardinga. ;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Geuzenmaand;11.000,00;Nee;Nee;Culturele activiteit Geuzenmaand 2020.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Community Services Rotary Vlaardingen 80;12.000,00;Nee;Nee;Culturele activiteit Rotary Santarun 2020.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Urban Fit;12.900,00;Nee;Nee;Culturele activiteit Urban Haring Run / Urban Fit Festival.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Metamorphose;15.000,00;Nee;Nee;Culturele activiteit Open Ateliers 2020.;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Kwartiermakers ;17.500,00;Nee;Nee;Culturele actriviteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;CJV Vlaardingen;18.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Nationale Gedenkdagen Vlaardingen;20.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Nationale Gedenkdagen Vlaardingen;20.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Halen en Brengen;48.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40;50.000,00;Ja;Nee;Cultuurcoach activiteiten volgens uitvoeringskader 2020. De Cultuurcoach heeft als hoofddoel de inwoners van Vlaardingen kennis te laten maken met kunst en cultuur in de breedste zin van het woord. Door de expertise op het gebied van kunst-cultuur en door een up to date kennis van de aanbodmarkt en de vraag en behoeftes vanuit de diverse doelgroepen uit Vlaardingen wordt de verbinding gelegd tussen aanbieder en afnemer. ;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Vlaardingen 1018;50.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Zomerterras;72.000,00;Nee;Nee;Culturele;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Kunst en Cultuur;Stichting Het Vlaardings Museum;75.000,00;Nee;Nee;Culturele activiteit;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Onderwijs, economie en haven;Komkids Kinderopvang b.v.;8.960,00;Ja;Ja;het bieden van VVE activiteiten;2-9-2020;Vlaardingen;0622;NL
2020;Q2;Programma Onderwijs, economie en haven;Stichting Aanzet;10.000,00;Ja;Nee;zomerschool;2-9-2020;Vlaardingen;0622;NL
