FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2014_100.41,910507,9,10507,34,140.18,106.18,1.52,-,- - - - - -,1,,,"POLYGON ((74714.67500000075 455471.1770000011, 74598.23600000143 455568.881000001, 74726.79300000146 455722.08900000155, 74843.23200000077 455624.38599999994, 74714.67500000075 455471.1770000011))"
trend_2014_100.42,1603380,16,3380,72,87.3,15.3,2,-,- - - 4 - -,1,,,"POLYGON ((26867.81799999997 385286.69000000134, 26739.26000000164 385133.48099999875, 26586.050999999046 385262.0390000008, 26714.609000001103 385415.2479999997, 26867.81799999997 385286.69000000134))"
trend_2014_100.43,1603400,16,3400,-109,-27.12,81.88,-1.22,>2024,- - - 4 - -,3,,,"POLYGON ((26868.607999999076 385287.2479999997, 26947.028999999166 385380.7049999982, 27100.23699999973 385252.1479999982, 27021.81700000167 385158.69000000134, 26868.607999999076 385287.2479999997))"
trend_2014_100.44,1603420,16,3420,-146,-89.05,56.95,1.35,-,- - - 4 - -,1,,,"POLYGON ((27174.81700000167 385031.69000000134, 27088.041000001132 384928.2740000002, 26934.83199999854 385056.83100000024, 27021.607999999076 385160.2479999997, 27174.81700000167 385031.69000000134))"
trend_2014_100.45,1603440,16,3440,-144,-108.72,35.28,-0.18,>2024,- - - 4 - -,3,,,"POLYGON ((27174.607999999076 385033.2470000014, 27186.177999999374 385047.03599999845, 27339.38699999824 384918.4789999984, 27327.81700000167 384904.69000000134, 27174.607999999076 385033.2470000014))"
trend_2014_100.46,1603458,16,3458,-128,-113.71,14.29,0.13,-,- - - 4 - -,1,,,"POLYGON ((27467.81700000167 384787.69000000134, 27459.460999999195 384777.7320000008, 27306.252000000328 384906.2890000008, 27314.609000001103 384916.2479999997, 27467.81700000167 384787.69000000134))"
trend_2014_100.47,1700011,17,11,243,310.68,67.68,3.27,-,- - - - - -,1,,,"POLYGON ((28461.11499999836 381344.0549999997, 28634.39900000021 381621.3660000004, 28804.00800000131 381515.3830000013, 28630.72500000149 381238.0709999986, 28461.11499999836 381344.0549999997))"
trend_2014_100.48,1700031,17,31,197,248.78,51.78,-1.16,>2024,- - - 4 - -,3,,,"POLYGON ((28459.72500000149 381341.0709999986, 28398.254000000656 381242.6970000006, 28228.644999999553 381348.6810000017, 28290.11499999836 381447.0549999997, 28459.72500000149 381341.0709999986))"
trend_2014_100.49,1700051,17,51,157,189.54,32.54,-3.09,2024,- - - 4 - -,3,,,"POLYGON ((28274.754000000656 381454.65300000086, 28115.607000000775 381189.7879999988, 27944.17399999872 381292.7960000001, 28103.320000000298 381557.66000000015, 28274.754000000656 381454.65300000086))"
trend_2014_100.50,1700071,17,71,179,164.86,-14.14,-6.68,-,1 - - 4 - -,4,,,"POLYGON ((28102.754000000656 381557.65300000086, 27758.708999998868 380985.06500000134, 27587.27499999851 381088.0729999989, 27931.320000000298 381660.66099999845, 28102.754000000656 381557.65300000086))"
trend_2014_100.51,1700146,17,146,139,198.92,59.92,2.4,-,- - - - - -,1,,,"POLYGON ((27288.320000000298 382047.66000000015, 27411.9290000014 382253.37999999896, 27583.36300000176 382150.3729999997, 27459.754000000656 381944.65300000086, 27288.320000000298 382047.66000000015))"
trend_2014_100.52,1700161,17,161,108,154.94,46.94,2.24,-,- - - - - -,1,,,"POLYGON ((27160.320000000298 382124.66099999845, 27275.688999999315 382316.66600000113, 27447.12200000137 382213.6579999998, 27331.754000000656 382021.65300000086, 27160.320000000298 382124.66099999845))"
trend_2014_100.53,1700171,17,171,106,140.95,34.95,2.16,-,- - - 4 - -,1,,,"POLYGON ((26679.14699999988 382253.19900000095, 26709.208000000566 382467.09600000083, 26907.26199999824 382439.26199999824, 26877.20100000128 382225.36400000006, 26679.14699999988 382253.19900000095))"
trend_2014_100.54,1700188,17,188,104,135.48,31.48,-2.96,2024,- - - 4 - -,3,,,"POLYGON ((26728.20300000161 382246.0450000018, 26681.897999998182 381953.6889999993, 26484.36100000143 381984.9750000015, 26530.664999999106 382277.33100000024, 26728.20300000161 382246.0450000018))"
trend_2014_100.55,1700208,17,208,98,117.82,19.82,-3.15,2020,- - - 4 - -,3,,,"POLYGON ((26536.20300000161 382276.04399999976, 26486.925999999046 381964.9219999984, 26289.38800000027 381996.20899999887, 26338.664999999106 382307.33100000024, 26536.20300000161 382276.04399999976))"
trend_2014_100.56,1700230,17,230,78,114.28,36.28,1.07,-,- - - 4 - -,1,,,"POLYGON ((26120.664999999106 382340.33100000024, 26137.403000000864 382446.01300000027, 26334.940999999642 382414.7270000018, 26318.201999999583 382309.04399999976, 26120.664999999106 382340.33100000024))"
trend_2014_100.57,1700251,17,251,70,120.22,50.22,2.27,-,- - - 4 - -,1,,,"POLYGON ((25907.664999999106 382372.33100000024, 25943.175000000745 382596.53599999845, 26140.712999999523 382565.2490000017, 26105.201999999583 382341.04399999976, 25907.664999999106 382372.33100000024))"
trend_2014_100.58,1700271,17,271,75,121.47,46.47,-1.66,>2024,- - - 4 5 -,3,,,"POLYGON ((25908.201999999583 382371.04399999976, 25882.234000001103 382207.0879999995, 25684.6959999986 382238.375, 25710.664999999106 382402.33100000024, 25908.201999999583 382371.04399999976))"
trend_2014_100.59,1700290,17,290,66,106.57,40.57,-2.63,>2024,- - - 4 5 -,3,,,"POLYGON ((25725.201999999583 382399.04399999976, 25684.05999999866 382139.2820000015, 25486.52199999988 382170.5689999983, 25527.664999999106 382430.33100000024, 25725.201999999583 382399.04399999976))"
trend_2014_100.60,1700308,17,308,76,108.74,32.74,1.27,-,- - - 4 5 -,1,,,"POLYGON ((25344.664999999106 382458.33100000024, 25364.53200000152 382583.7670000009, 25562.070000000298 382552.48000000045, 25542.201999999583 382427.04399999976, 25344.664999999106 382458.33100000024))"
trend_2014_100.61,1700324,17,324,77,89.99,12.99,-3.44,2017,- - - 4 5 -,3,,,"POLYGON ((25384.20300000161 382451.04399999976, 25330.38899999857 382111.27899999917, 25132.85099999979 382142.56599999964, 25186.664999999106 382482.33100000024, 25384.20300000161 382451.04399999976))"
trend_2014_100.62,1700336,17,336,78,88.45,10.45,-3.48,2017,- - - 4 5 -,3,,,"POLYGON ((25253.20100000128 382472.36400000006, 25204.767999999225 382127.7509999983, 25006.71499999985 382155.5850000009, 25055.14699999988 382500.1979999989, 25253.20100000128 382472.36400000006))"
trend_2014_100.63,1700352,17,352,75,93.13,18.13,-2.9,2020,- - - 4 5 -,3,,,"POLYGON ((24886.0009999983 382507.5379999988, 24906.230000000447 382218.243999999, 24706.71700000018 382204.29300000146, 24686.48800000176 382493.5870000012, 24886.0009999983 382507.5379999988))"
trend_2014_100.64,1700373,17,373,67,88.56,21.56,-1.2,>2024,- - - 4 5 -,3,,,"POLYGON ((24672.0009999983 382493.5390000008, 24680.37200000137 382373.83100000024, 24480.859000001103 382359.87999999896, 24472.48800000176 382479.5870000012, 24672.0009999983 382493.5390000008))"
trend_2014_100.65,1700396,17,396,59,57.15,-1.85,-7.29,-,1 - - 4 5 -,4,,,"POLYGON ((24442.0009999983 382479.5379999988, 24492.85300000012 381752.3139999993, 24293.33999999985 381738.36300000176, 24242.48800000176 382465.5870000012, 24442.0009999983 382479.5379999988))"
trend_2014_100.66,1600760,16,760,190,277.23,87.23,-3.35,>2024,- - - - - -,3,,,"POLYGON ((30879.438000001013 402995.09899999946, 30873.59200000018 402660.1499999985, 30673.62200000137 402663.6400000006, 30679.469000000507 402998.58900000155, 30879.438000001013 402995.09899999946))"
trend_2014_100.67,1600780,16,780,200,302.03,102.03,-3.31,>2024,- - - - - -,3,,,"POLYGON ((30679.438000001013 402998.09899999946, 30673.662000000477 402667.1490000002, 30473.69200000167 402670.63899999857, 30479.469000000507 403001.58900000155, 30679.438000001013 402998.09899999946))"
trend_2014_100.68,1600800,16,800,211,314.87,103.87,-2.5,>2024,- - - - - -,3,,,"POLYGON ((30479.438000001013 403001.09800000116, 30475.074999999255 402751.13599999994, 30275.10599999875 402754.6270000003, 30279.469000000507 403004.58900000155, 30479.438000001013 403001.09800000116))"
trend_2014_100.69,1600820,16,820,227,320.99,93.99,-0.82,>2024,- - - - - -,3,,,"POLYGON ((30279.438000001013 403004.09899999946, 30278.006999999285 402922.11100000143, 30078.037999998778 402925.6020000018, 30079.469000000507 403007.58900000155, 30279.438000001013 403004.09899999946))"
trend_2014_100.70,1600840,16,840,227,323.24,96.24,0.36,-,- - - - - -,1,,,"POLYGON ((29879.469000000507 403010.58900000155, 29880.096999999136 403046.58399999887, 30080.06700000167 403043.0929999985, 30079.438000001013 403007.09899999946, 29879.469000000507 403010.58900000155))"
trend_2014_100.71,1600860,16,860,210,331.56,121.56,2.75,-,- - - - - -,1,,,"POLYGON ((29679.469000000507 403012.58900000155, 29684.267999999225 403287.5469999984, 29884.23800000176 403284.0560000017, 29879.438000001013 403009.09899999946, 29679.469000000507 403012.58900000155))"
trend_2014_100.72,1600880,16,880,199,316.68,117.68,4.3,-,- - - - - -,1,,,"POLYGON ((29479.469000000507 403015.58900000155, 29486.973000001162 403445.5240000002, 29686.94299999997 403442.0329999998, 29679.438000001013 403012.09899999946, 29479.469000000507 403015.58900000155))"
trend_2014_100.73,1600900,16,900,165,244.54,79.54,-1.61,>2024,- - - - - -,3,,,"POLYGON ((29479.438000001013 403015.09800000116, 29476.62799999863 402854.1229999997, 29276.659000001848 402857.61400000006, 29279.469000000507 403018.58900000155, 29479.438000001013 403015.09800000116))"
trend_2014_100.74,1600920,16,920,129,158.76,29.76,-4.46,2020,- - - - - -,3,,,"POLYGON ((29279.438000001013 403018.09800000116, 29271.653999999166 402572.16600000113, 29071.68499999866 402575.6570000015, 29079.469000000507 403021.58900000155, 29279.438000001013 403018.09800000116))"
trend_2014_100.75,1600940,16,940,67,93.16,26.16,-4.56,2019,- - - - - -,3,,,"POLYGON ((29080.438000001013 403021.09899999946, 29072.480000000447 402565.16800000146, 28872.51000000164 402568.65900000185, 28880.469000000507 403024.58900000155, 29080.438000001013 403021.09899999946))"
trend_2014_100.76,1600950,16,950,30,65.37,35.37,-6,2019,- - - - - -,3,,,"POLYGON ((28718.107000000775 403018.47399999946, 28863.26099999994 402436.2960000001, 28669.201999999583 402387.9120000005, 28524.04899999872 402970.08900000155, 28718.107000000775 403018.47399999946))"
trend_2014_100.77,1200550,12,550,321,1376.78,1055.78,-1.55,>2024,- - - - - -,3,,,"POLYGON ((59072.72500000149 429479.36499999836, 59040.4990000017 429327.7520000003, 58844.86899999902 429369.3350000009, 58877.096000000834 429520.9479999989, 59072.72500000149 429479.36499999836))"
trend_2014_100.78,1200555,12,555,314,1214.67,900.67,-4.15,>2024,- - - - - -,3,,,"POLYGON ((58885.51399999857 429515.5870000012, 58856.56500000134 429101.59800000116, 58657.052999999374 429115.5489999987, 58686.0009999983 429529.5379999988, 58885.51399999857 429515.5870000012))"
trend_2014_100.79,1200575,12,575,312,1089.28,777.28,-7.66,>2024,- - - - - -,3,,,"POLYGON ((58686.515000000596 429529.5870000012, 58633.08100000024 428765.4530000016, 58433.56799999997 428779.40399999917, 58487.00200000033 429543.5379999988, 58686.515000000596 429529.5870000012))"
trend_2014_100.80,1200600,12,600,306,983.15,677.15,-5.42,>2024,- - - - - -,3,,,"POLYGON ((58436.51399999857 429545.5870000012, 58398.70600000024 429004.9070000015, 58199.19299999997 429018.8590000011, 58237.0009999983 429559.5379999988, 58436.51399999857 429545.5870000012))"
trend_2014_100.81,1200625,12,625,298,933.23,635.23,-0.47,>2024,- - - - - -,3,,,"POLYGON ((58186.51399999857 429562.5870000012, 58183.23600000143 429515.7010000013, 57983.72300000116 429529.65300000086, 57987.00200000033 429576.5379999988, 58186.51399999857 429562.5870000012))"
trend_2014_100.82,1200650,12,650,286,940.83,654.83,6.46,-,- - - - - -,1,,,"POLYGON ((57738.00200000033 429593.5379999988, 57783.063999999315 430237.96400000155, 57982.57699999958 430224.01300000027, 57937.51399999857 429579.5870000012, 57738.00200000033 429593.5379999988))"
trend_2014_100.83,1200675,12,675,296,994.89,698.89,12.14,-,- - - - - -,1,,,"POLYGON ((57400.56199999899 429583.09899999946, 57379.375 430796.9140000008, 57579.34400000051 430800.40399999917, 57600.53200000152 429586.58900000155, 57400.56199999899 429583.09899999946))"
trend_2014_100.84,1200700,12,700,311,1016.76,705.76,12.88,-,- - - - - -,1,,,"POLYGON ((57147.56199999899 429578.09800000116, 57125.083000000566 430865.90199999884, 57325.052999999374 430869.3929999992, 57347.53200000152 429581.58900000155, 57147.56199999899 429578.09800000116))"
trend_2014_100.85,1200725,12,725,315,1017.18,702.18,13.25,-,- - - - - -,1,,,"POLYGON ((56900.56199999899 429573.09899999946, 56877.43800000101 430897.8969999999, 57077.40700000152 430901.38699999824, 57100.53200000152 429576.58900000155, 56900.56199999899 429573.09899999946))"
trend_2014_100.86,1200750,12,750,270,975.21,705.21,13.26,-,- - - - - -,1,,,"POLYGON ((56580.22399999946 429558.47199999914, 56464.65599999949 430879.42599999905, 56663.89499999955 430896.8570000008, 56779.46299999952 429575.90300000086, 56580.22399999946 429558.47199999914))"
trend_2014_100.87,1200775,12,775,291,889.15,598.15,7.8,-,- - - - - -,1,,,"POLYGON ((56216.27499999851 429476.36499999836, 56054.10399999842 430239.3200000003, 56249.7340000011 430280.90199999884, 56411.90500000119 429517.9470000006, 56216.27499999851 429476.36499999836))"
trend_2014_100.88,1200800,12,800,291,819.92,528.92,6.65,-,- - - - - -,1,,,"POLYGON ((55972.27499999851 429425.36499999836, 55834.01399999857 430075.83300000057, 56029.642999999225 430117.41600000113, 56167.903999999166 429466.9479999989, 55972.27499999851 429425.36499999836))"
trend_2014_100.89,301520,3,1520,-22,15.13,37.13,-9.62,2017,- - - 4 5 6,3,,,"POLYGON ((182896.00699999928 609694.5379999988, 182963.11199999973 608734.881000001, 182763.59899999946 608720.9299999997, 182696.49399999902 609680.5870000012, 182896.00699999928 609694.5379999988))"
trend_2014_100.90,301540,3,1540,-12,21.6,33.6,-10.89,2017,- - - 4 5 6,3,,,"POLYGON ((183076.46400000155 609711.9030000009, 183171.3759999983 608627.0469999984, 182972.13699999824 608609.6160000004, 182877.2250000015 609694.4719999991, 183076.46400000155 609711.9030000009))"
trend_2014_100.91,301560,3,1560,-9,31.27,40.27,-6.6,2020,- - - 4 5 6,3,,,"POLYGON ((183294.00600000098 609728.5379999988, 183340.0460000001 609070.1460000016, 183140.53299999982 609056.1950000003, 183094.49399999902 609714.5870000012, 183294.00600000098 609728.5379999988))"
trend_2014_100.92,301580,3,1580,-1,40.96,41.96,-4.52,2023,- - - 4 5 6,3,,,"POLYGON ((183494.00600000098 609745.5379999988, 183525.53599999845 609294.6400000006, 183326.02299999818 609280.688000001, 183294.49399999902 609731.5870000012, 183494.00600000098 609745.5379999988))"
trend_2014_100.93,301600,3,1600,6,55.45,49.45,5.02,-,- - - 4 5 6,1,,,"POLYGON ((183476.22399999946 609745.4719999991, 183432.47199999914 610245.561999999, 183631.7109999992 610262.9930000007, 183675.46400000155 609762.9030000009, 183476.22399999946 609745.4719999991))"
trend_2014_100.94,301620,3,1620,7,53.21,46.21,1.54,-,- - - 4 5 6,1,,,"POLYGON ((183674.22399999946 609763.4719999991, 183660.80299999937 609916.8859999999, 183860.04199999943 609934.3170000017, 183873.46299999952 609780.9030000009, 183674.22399999946 609763.4719999991))"
trend_2014_100.95,301640,3,1640,10,57.5,47.5,0.26,-,- - - 4 5 6,1,,,"POLYGON ((183874.22399999946 609782.4719999991, 183871.95800000057 609808.3729999997, 184071.19700000063 609825.8040000014, 184073.46299999952 609799.9030000009, 183874.22399999946 609782.4719999991))"
trend_2014_100.96,301660,3,1660,7,42.39,35.39,-1.83,>2024,- - - 4 5 6,3,,,"POLYGON ((184272.46299999952 609818.9030000009, 184288.41299999878 609636.6000000015, 184089.17399999872 609619.1680000015, 184073.22399999946 609801.4719999991, 184272.46299999952 609818.9030000009))"
trend_2014_100.97,301680,3,1680,13,48.87,35.87,4.15,-,- - - 4 5 6,1,,,"POLYGON ((184272.22399999946 609819.4719999991, 184236.0549999997 610232.8929999992, 184435.29399999976 610250.324000001, 184471.46299999952 609836.9030000009, 184272.22399999946 609819.4719999991))"
