ID,GEOCODE,GEOCODE_NAAM,GEOCODE_NR,NAAM,VERKORTING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,LIGGING,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LONGITUDE_BEGIN,LATITUDE_BEGIN,LONGITUDE_EIND,LATITUDE_EIND
1,152,Kijfhoek - Meteren Aansl.,152,Betuweroute Sophiatunnel,Brsptl,5.696,"5,696000",7.302,"7,302000",Verdiept,107237.01448,428767.49048,108691.30826,428082.89726,4.6940601,51.84544025,4.71525537,51.83940992
2,158,Ressen = Bemmel - Zevenaar,158,Pannerdensch Kanaal Tunnel,Pktl,100.337,"100,337000",100.415,"100,415000",Verdiept,196977.78542,436638.81742,197036.952777,436689.794621,5.99735301,51.91665068,5.9982192,51.91710439
3,163,Rotterdam Lombardijen - Rotterdam Centraal,163,Rotterdam Willemsspoortunnel,Rtwtl,45.403,"45,403000",45.652,"45,652000",Verdiept,94593.84151,435571.50958,94459.52424,435783.85092,4.50940717,51.90536458,4.50741821,51.90725839
4,163,Rotterdam Lombardijen - Rotterdam Centraal,163,Rotterdam Willemsspoortunnel,Rtwtl,48.383,"48,383000",48.695,"48,695000",Verdiept,92649.889079,437843.964921,92348.270523,437911.435864,4.48075005,51.92557354,4.47635333,51.92614603
5,165,Kijfhoek - Moerdijkbrug,165,HSL - Tunnel Dordtse Kil,Hstdk,223.672,"223,672000",224.352,"224,352000",Verdiept,101919.68392,417812.04228,102309.16396,417254.63692,4.61858037,51.74649474,4.62430431,51.74152173
6,165,Kijfhoek - Moerdijkbrug,165,HSL - Tunnel Dordtse Kil,Hstdk,225.837,"225,837000",225.91,"225,910000",Verdiept,103102.49229,416000.40493,103134.815,415935.004,4.6359772,51.73032311,4.63645481,51.72973829
7,119,Lage Zwaluwe - Dordrecht,119,HSL - Tunnel Dordtse Kil,Hstdk,225.91,"225,910000",226.163,"226,163000",Verdiept,103134.815,415935.004,103241.07036,415705.21184,4.63645481,51.72973829,4.63802696,51.7276828
8,116,Dordrecht - Rotterdam Barendrecht,116,Barendrecht Overkapping,Brdok,39.785,"39,785000",39.745,"39,745000",Verdiept,97178.322,430520.30055,97159.906,430556.30015,4.54780717,51.86024129,4.54753382,51.86056293
9,116,Dordrecht - Rotterdam Barendrecht,116,Barendrecht Overkapping,Brdok,38.251,"38,251000",38.214,"38,214000",Verdiept,98050.30542,429271.09536,98024.01803,429296.35674,4.56067057,51.84910376,4.56028492,51.84932812
10,165,Kijfhoek - Moerdijkbrug,165,HSL - Tunnel Oude Maas,Hstom,215.2,"215,200000",215.484,"215,484000",Verdiept,99764.79,425687.573,99807.34576,425406.7984,4.58612398,51.81706887,4.58678592,51.81454958
11,165,Kijfhoek - Moerdijkbrug,165,HSL - Tunnel Oude Maas,Hstom,217.04,"217,040000",217.725,"217,725000",Verdiept,99825.981,423854.7224,99775.21075,423171.58675,4.58730365,51.80060188,4.58667665,51.79445706
12,952,Botlektunnel,952,Botlektunnel,Bott,813.186,"813,186000",813.406,"813,406000",Verdiept,83869.283125,432480.112125,83650.1498,432458.94238,4.35422331,51.87631459,4.35104587,51.87609631
13,952,Botlektunnel,952,Botlektunnel,Bott,816.035,"816,035000",816.263,"816,263000",Verdiept,81118.5817,431797.69125,80897.66685,431761.22085,4.31442967,51.8698236,4.31123031,51.8694665
14,054,Boxtel - Eindhoven,54,Best Spoortunnel,Bettl,48.511,"48,511000",48.665,"48,665000",Verdiept,154987.31415,391447.8881,155063.18355,391313.3471,5.38701842,51.51203857,5.38811132,51.51082923
15,054,Boxtel - Eindhoven,54,Best Spoortunnel (alleen rechterkant spoor),Bettl,49.6,"49,600000",49.718,"49,718000",Verdiept,155525.83,390498.629,155584.63882,390395.31632,5.39477452,51.50350577,5.39562136,51.50257707
16,076,Santpoort Noord - Uitgeest,76,Velserspoortunnel,Vtl,8.182,"8,182000",8.792,"8,792000",Verdiept,105041.12148,495939.02568,105282.215592,496488.464898,4.65232528,52.44894037,4.6557898,52.45390001
17,076,Santpoort Noord - Uitgeest,76,Velserspoortunnel,Vtl,10.859,"10,859000",11.471,"11,471000",Verdiept,104977.824766,498522.673915,105233.832,499071.61,4.65100796,52.4721533,4.65469371,52.4771098
18,112,Den Haag HS - Schiedam Centrum,112,Rijswijk Tunnel,Rswtl,64.381,"64,381000",64.785,"64,785000",Verdiept,81376.13989,451159.91016,81625.05785,450830.9793,4.31401694,52.04386457,4.31771532,52.04094154
19,112,Den Haag HS - Schiedam Centrum,112,Rijswijk Tunnel,Rswtl,65.358,"65,358000",65.797,"65,797000",Verdiept,81968.92826,450379.83118,82237.06022,450030.36849,4.32282299,52.03693255,4.32680456,52.03382723
20,112,Den Haag HS - Schiedam Centrum,112,Delft Tunnel,Dttl,70.21,"70,210000",70.47,"70,470000",Verdiept,84444.5376,446255.1375,84525.4462,446011.4876,4.35974803,52.0001847,4.36097619,51.9980053
21,112,Den Haag HS - Schiedam Centrum,112,Delft Tunnel,Dttl,68.123,"68,123000",68.3,"68,300000",Verdiept,83647.3577,448163.7406,83777.2211,447959.5244,4.34774331,52.01723528,4.34967735,52.01541669
22,133,Amsterdam Riekerpolder - Warmond,133,Schiphol Spoortunnel,Shltl,11.391,"11,391000",11.629,"11,629000",Verdiept,114264.64651,482291.42384,114038.68604,482218.7291,4.789648,52.32705096,4.78634235,52.32638085
23,133,Amsterdam Riekerpolder - Warmond,133,Schiphol Spoortunnel,Shltl,16.851,"16,851000",17.17,"17,170000",Verdiept,110127.79541,478998.09201,109811.9117,478949.2057,4.72940558,52.29713112,4.72478177,52.29666592
24,139,Zaandam - Amsterdam Sloterdijk,139,Hemtunnel,Hmtl,172.08,"172,080000",172.416,"172,416000",Verdiept,116128.581099,493803.481426,116061.962003,493475.401903,4.81565726,52.43064691,4.8147159,52.4276937
