Nummer;Totaal van;Jaar;Maand;Type;Land bij nationaliteit;Aantal instroom
3;Jaar, Maand, Type;2020;1;Nareiziger;;470
3;Jaar, Maand, Type;2020;2;Nareiziger;;470
3;Jaar, Maand, Type;2020;3;Nareiziger;;130
3;Jaar, Maand, Type;2020;4;Nareiziger;;150
3;Jaar, Maand, Type;2020;5;Nareiziger;;50
3;Jaar, Maand, Type;2020;6;Nareiziger;;60
3;Jaar, Maand, Type;2020;7;Nareiziger;;240
3;Jaar, Maand, Type;2020;8;Nareiziger;;270
3;Jaar, Maand, Type;2020;9;Nareiziger;;350
3;Jaar, Maand, Type;2020;10;Nareiziger;;500
3;Jaar, Maand, Type;2020;11;Nareiziger;;640
3;Jaar, Maand, Type;2020;12;Nareiziger;;550
4;Jaar, Type;2020;;Nareiziger;;3.860
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Afghanistan;40
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;China (including Hong Kong);10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Congo, the Democratic Republic of the;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Egypt;30
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Eritrea;1.070
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Ethiopia;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Iran (Islamic Republic of);50
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Iraq;110
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Jordan;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Morocco;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Pakistan;100
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Russian Federation;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Somalia;30
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Stateless;130
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Sudan;10
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Syrian Arab Republic;1.460
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Turkey;260
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Uganda;30
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Unknown;40
7;Jaar, Type, Land bij nationaliteit;2020;;Nareiziger;Yemen;420
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;China (including Hong Kong);10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Eritrea;260
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Somalia;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Stateless;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Syrian Arab Republic;110
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Turkey;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Uganda;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;1;Nareiziger;Yemen;40
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Eritrea;200
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Iraq;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Pakistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Russian Federation;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Stateless;20
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Syrian Arab Republic;170
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Turkey;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Uganda;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Unknown;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;2;Nareiziger;Yemen;30
8;Jaar, Maand, Type, Land bij nationaliteit;2020;3;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;3;Nareiziger;Eritrea;50
8;Jaar, Maand, Type, Land bij nationaliteit;2020;3;Nareiziger;Stateless;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;3;Nareiziger;Syrian Arab Republic;40
8;Jaar, Maand, Type, Land bij nationaliteit;2020;4;Nareiziger;Eritrea;60
8;Jaar, Maand, Type, Land bij nationaliteit;2020;4;Nareiziger;Stateless;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;4;Nareiziger;Syrian Arab Republic;60
8;Jaar, Maand, Type, Land bij nationaliteit;2020;4;Nareiziger;Yemen;20
8;Jaar, Maand, Type, Land bij nationaliteit;2020;5;Nareiziger;Eritrea;30
8;Jaar, Maand, Type, Land bij nationaliteit;2020;5;Nareiziger;Pakistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;5;Nareiziger;Syrian Arab Republic;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;6;Nareiziger;Eritrea;30
8;Jaar, Maand, Type, Land bij nationaliteit;2020;6;Nareiziger;Syrian Arab Republic;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;6;Nareiziger;Turkey;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;7;Nareiziger;Eritrea;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;7;Nareiziger;Iraq;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;7;Nareiziger;Stateless;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;7;Nareiziger;Syrian Arab Republic;140
8;Jaar, Maand, Type, Land bij nationaliteit;2020;7;Nareiziger;Turkey;70
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Eritrea;30
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Pakistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Somalia;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Stateless;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Syrian Arab Republic;140
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Turkey;40
8;Jaar, Maand, Type, Land bij nationaliteit;2020;8;Nareiziger;Yemen;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;9;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2020;9;Nareiziger;Eritrea;80
8;Jaar, Maand, Type, Land bij nationaliteit;2020;9;Nareiziger;Iraq;20
8;Jaar, Maand, Type, Land bij nationaliteit;2020;9;Nareiziger;Pakistan;40
