FID,LOC_CODE,GEOMETRIE
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_317e,GE026800111,"POLYGON ((184870.05 428990.17, 184870.05 428990.17, 184925.97 429091.63, 184925.97 429091.63, 184892.42 429109.52, 184890.38 429107.08, 184876.97 429086.96, 184852.97 429041.82, 184836.5 429009.08, 184870.05 428990.17))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_317f,GE026800103,"POLYGON ((186392.96 429706.04, 186392.96 429706.04, 186407.37 429701.09, 186407.37 429701.09, 186372.7 429647.51, 186407.82 429628.14, 186451.05 429599.33, 186491.12 429653.81, 186598.28 429569.61, 186617.65 429576.82, 186646.46 429606.98, 186539.75 429686.68, 186526.24 429692.98, 186512.73 429697.49, 186510.03 429699.74, 186507.78 429702.89, 186505.53 429704.69, 186499.23 429707.39, 186494.27 429701.09, 186490.22 429703.79, 186487.97 429709.64, 186473.56 429726.3, 186415.48 429762.77, 186392.96 429706.04))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3180,GE026800192,"POLYGON ((187561.24 428671.17, 187561.24 428671.17, 187557.5 428666.86, 187557.5 428666.86, 187572.03 428654.7, 187575.7 428659.24, 187561.24 428671.17))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3181,GE026800204,"POLYGON ((186588.94 428955.34, 186588.94 428955.34, 186614.62 428945.45, 186614.62 428945.45, 186626.58 428979.42, 186602.65 428988.99, 186595.32 428969.85, 186589.74 428971.61, 186584.47 428959.33, 186589.74 428957.25, 186588.94 428955.34))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3182,GE026800255,"POLYGON ((184882.22 428297.56, 184882.22 428297.56, 184758.5 428255.21, 184758.5 428255.21, 184911.15 428089.14, 184979.09 428152.04, 184996.28 428173.43, 184882.22 428297.56))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3183,GE026800205,"POLYGON ((186426.09 425536.64, 186426.09 425536.64, 186399.57 425559.89, 186399.57 425559.89, 186393.04 425553.36, 186420.51 425529.72, 186426.09 425536.64))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3184,GE026800208,"POLYGON ((186971.95 425078.8, 186971.95 425078.8, 186987.04 425145.43, 186987.04 425145.43, 186964.3 425147.84, 186952.02 425080.41, 186971.95 425078.8))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3185,GE026800209,"POLYGON ((186415.19 427607.18, 186415.19 427607.18, 186436.61 427619.79, 186436.61 427619.79, 186428.99 427631.3, 186423.2 427627.25, 186416.62 427622.57, 186406.86 427624.55, 186401.39 427632.49, 186390.04 427625.27, 186388.46 427627.57, 186380.84 427622.25, 186380.6 427621.62, 186393.38 427603.21, 186407.26 427612.65, 186415.19 427607.18))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3186,GE026800206,"POLYGON ((186942.67 426148.2, 186942.67 426148.2, 186928.25 426165.02, 186928.25 426165.02, 186919.24 426156.41, 186933.66 426141.99, 186942.67 426148.2))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3187,NM026800029,"POLYGON ((188851.06 428221.11, 188851.06 428221.11, 188891.59 428277.37, 188891.59 428277.37, 188886.75 428280.8, 188845.21 428225.15, 188851.06 428221.11))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3188,GE026800166,"POLYGON ((184551.95 427893.28, 184551.95 427893.28, 184589.51 427923.78, 184589.51 427923.78, 184567.68 427950.2, 184526.7 427916.71, 184537.83 427902.91, 184541.15 427906.23, 184551.95 427893.28))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3189,GE026800148,"POLYGON ((186499.64 429472.81, 186499.64 429472.81, 186475.35 429490.91, 186475.35 429490.91, 186443.62 429451.49, 186469.15 429433.89, 186499.64 429472.81))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318a,GE026800160,"POLYGON ((180804.12 426434.08, 180804.12 426434.08, 180877.24 426571.85, 180877.24 426571.85, 180752.55 426622.65, 180688.67 426489.5, 180804.12 426434.08))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318b,GE026800211,"POLYGON ((188253.15 425034.66, 188253.15 425034.66, 188248.16 425081.08, 188248.16 425081.08, 188239.11 425078.88, 188244.27 425033.99, 188253.15 425034.66))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318c,GE026800212,"POLYGON ((187588.44 425272.35, 187588.44 425272.35, 187588.85 425317.48, 187588.85 425317.48, 187582.15 425317.48, 187581.9 425272.02, 187588.44 425272.35))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318d,GE026800213,"POLYGON ((186688.64 429398.87, 186688.64 429398.87, 186448.05 429594.82, 186448.05 429594.82, 186446.2 429592.6, 186440.3 429585.59, 186675.36 429385.22, 186688.64 429398.87))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318e,GE026800042,"POLYGON ((186062.77 429943.08, 186062.77 429943.08, 186075.34 429979.54, 186075.34 429979.54, 186059.25 429987.59, 186046.68 429990.86, 186037.12 429949.12, 186062.77 429943.08))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_318f,NM026800031,"POLYGON ((186067.66 429925.93, 186067.66 429925.93, 186085.46 429978.46, 186085.46 429978.46, 186027.42 430003.03, 186005.81 429947.11, 186067.66 429925.93))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3190,GE026800069,"POLYGON ((184900.6 425210.42, 184900.6 425210.42, 184959.53 425282.13, 184959.53 425282.13, 184901.47 425330.9, 184846.61 425245.55, 184900.6 425210.42))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3191,GE026800150,"POLYGON ((185445.72 424755.31, 185445.72 424755.31, 185430.35 424745.41, 185430.35 424745.41, 185453.7 424712.6, 185467.14 424723.54, 185445.72 424755.31))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3192,GE026800218,"POLYGON ((184596.21 429009.92, 184596.21 429009.92, 184604.98 429028.25, 184604.98 429028.25, 184578.88 429041, 184570.51 429023.47, 184596.21 429009.92))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3193,GE026800224,"POLYGON ((185226.13 428900.2, 185226.13 428900.2, 185147.51 428942.66, 185147.51 428942.66, 185113.54 428878.64, 185190.63 428835.3, 185226.13 428900.2))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3194,GE026800183,"POLYGON ((187333.04 427765.45, 187333.04 427765.45, 187344.31 427836.84, 187344.31 427836.84, 187328.53 427839.09, 187325.34 427823.12, 187316.88 427767.52, 187333.04 427765.45))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3195,NM026800032,"POLYGON ((185226.45 428899.57, 185226.45 428899.57, 185147.92 428942.8, 185147.92 428942.8, 185113.22 428878.69, 185190.86 428835.16, 185226.45 428899.57))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3196,GE026800147,"POLYGON ((188860.29 428213.26, 188860.29 428213.26, 188846.74 428224.55, 188846.74 428224.55, 188807.19 428170.32, 188888.54 428105.17, 188935.62 428070.14, 188941.27 428069.76, 188959.72 428058.46, 188961.98 428062.98, 188990.61 428100.27, 188900.97 428166.93, 188953.32 428242.63, 188903.23 428271.63, 188860.29 428213.26))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3197,GE026800167,"POLYGON ((186883.01 432096.89, 186883.01 432096.89, 186877.74 432105.91, 186877.74 432105.91, 186840.9 432111.93, 186789.03 431803.67, 186834.89 431793.15, 186836.39 431814.95, 186883.01 431813.44, 186886.02 431797.66, 186892.78 431800.66, 186883.01 432096.89))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3198,GE026800185,"POLYGON ((186115.73 433333.75, 186115.73 433333.75, 186082.51 433410.47, 186082.51 433410.47, 185903.35 433374.92, 185912.71 433333.75, 185914.58 433279.49, 185906.16 433212.59, 185896.33 433155.99, 185901.01 433130.73, 185989.89 433154.12, 186024.98 433163.01, 186041.35 433170.96, 186036.2 433180.32, 186026.38 433196.69, 185971.18 433331.41, 185978.66 433334.22, 185999.71 433286.5, 186115.73 433333.75))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_3199,GE026800184,"POLYGON ((182354.65 426152.24, 182354.65 426152.24, 182359.69 426135.43, 182359.69 426135.43, 182363.05 426049.71, 182832.01 426189.22, 182924.45 426212.75, 182904.28 426303.52, 182882.43 426301.84, 182863.94 426305.2, 182848.81 426330.41, 182845.45 426347.22, 182852.18 426374.11, 182872.35 426387.56, 182885.79 426394.28, 182874.03 426483.37, 182882.43 426538.84, 182899.24 426582.54, 182919.41 426624.56, 182875.71 426654.81, 182724.43 426735.5, 182690.81 426681.71, 182663.92 426643.05, 182595.01 426580.86, 182564.75 426548.92, 182551.3 426513.62, 182510.96 426570.77, 182494.16 426580.86, 182480.71 426580.86, 182457.18 426565.73, 182418.52 426528.75, 182401.71 426516.99, 182312.62 426516.99, 182238.67 426432.94, 182226.9 426444.71, 182075.62 426490.09, 181909.22 426543.88, 181776.43 426296.79, 181885.69 426190.9, 181915.94 426187.54, 182322.71 426216.11, 182331.11 426219.48, 182342.88 426160.65, 182354.65 426152.24))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319a,GE026800155,"POLYGON ((185936.95 427835.94, 185936.95 427835.94, 185947.59 427846.58, 185947.59 427846.58, 185920.67 427873.94, 185910.03 427862.72, 185936.95 427835.94))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319b,GE026800253,"POLYGON ((184120.79 428126.25, 184120.79 428126.25, 184148.44 428180.72, 184148.44 428180.72, 184125.36 428191.95, 184098.54 428137.48, 184120.79 428126.25))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319c,GE026800248,"POLYGON ((184455.08 429080.57, 184455.08 429080.57, 184411.19 429078.83, 184411.19 429078.83, 184411.25 429068.46, 184440.55 429053.75, 184454.11 429077.08, 184455.08 429080.57))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319d,GE026800249,"POLYGON ((184396.14 426223.85, 184396.14 426223.85, 184400.13 426223.1, 184400.13 426223.1, 184499.49 426266.04, 184499.74 426271.28, 184480.77 426322.95, 184371.92 426282.26, 184393.89 426225.84, 184396.14 426223.85))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319e,GE026800250,"POLYGON ((184652.76 428246.35, 184652.76 428246.35, 184645 428272.17, 184645 428272.17, 184610.83 428263.07, 184618.73 428235.91, 184652.76 428246.35))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_319f,GE026800251,"POLYGON ((186887.31 428511.01, 186887.31 428511.01, 186904.56 428523.27, 186904.56 428523.27, 186872.77 428539.9, 186861.75 428524.52, 186887.31 428511.01))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a0,GE026800256,"POLYGON ((189118.91 427618.8, 189118.91 427618.8, 189115 427605.8, 189115 427605.8, 189132.62 427600.99, 189140.63 427630.37, 189143.48 427639.8, 189141.17 427640.87, 189137.43 427625.03, 189135.29 427622, 189132.62 427622.53, 189133.87 427628.05, 189129.06 427629.66, 189125.5 427619.33, 189122.3 427617.55, 189118.91 427618.8))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a1,GE026800257,"POLYGON ((185900.04 429327.19, 185900.04 429327.19, 185896.74 429288.66, 185896.74 429288.66, 185897 429282.32, 185973.3 429277, 185975.58 429322.63, 185900.04 429327.19))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a2,GE026800258,"POLYGON ((187205.85 428135.39, 187205.85 428135.39, 187190.46 428151.39, 187190.46 428151.39, 187185.69 428146.98, 187200.56 428130.42, 187205.85 428135.39))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a3,GE026800260,"POLYGON ((189177.68 427711.69, 189177.68 427711.69, 189131.36 427723.22, 189131.36 427723.22, 189124.31 427692.27, 189161.46 427682.45, 189163.38 427687.36, 189244.07 427660.67, 189247.27 427669.85, 189218.24 427693.12, 189229.55 427712.55, 189207.57 427727.49, 189198.81 427707.64, 189182.38 427719.59, 189177.68 427711.69))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a4,NM026800034,"POLYGON ((185597.1 429394.99, 185597.1 429394.99, 185590.56 429469.06, 185590.56 429469.06, 185548.24 429466.26, 185554.15 429391.26, 185597.1 429394.99))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a5,NM026800033,"POLYGON ((186820.23 427639.26, 186820.23 427639.26, 186812.74 427600.13, 186812.74 427600.13, 186826.64 427597.35, 186830.49 427596.71, 186836.91 427637.55, 186820.23 427639.26))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a6,GE026800164,"POLYGON ((186783.76 427563.9, 186783.76 427563.9, 186826.24 427589.3, 186826.24 427589.3, 186836.8 427662.8, 186790.05 427674.04, 186769.37 427679.43, 186759.48 427645.49, 186757.24 427636.5, 186762.85 427634.93, 186766.23 427647.74, 186772.07 427646.84, 186768.25 427633.81, 186777.01 427623.47, 186766.23 427579.64, 186775.44 427562.56, 186783.76 427563.9))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a7,GE026800182,"POLYGON ((186684.46 424913.67, 186684.46 424913.67, 186691.24 424911.94, 186691.24 424911.94, 186694.09 424922.28, 186694.09 424922.59, 186655.51 424932.93, 186654.24 424932.47, 186651.59 424922.38, 186663.11 424919.33, 186664.48 424924.12, 186685.84 424918.31, 186684.46 424913.67))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a8,GE026800179,"POLYGON ((187212.8 428178.14, 187212.8 428178.14, 187209.47 428171.94, 187209.47 428171.94, 187226.31 428157.06, 187237.08 428169.66, 187218.67 428184.02, 187217.43 428183.3, 187213.58 428177.56, 187212.8 428178.14))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31a9,NM026800008,"POLYGON ((181716.11 426895.76, 181716.11 426895.76, 181714.93 426895.27, 181714.93 426895.27, 181714.09 426896.61, 181713.6 426890.43, 181719.37 426890.01, 181719.95 426896.12, 181718.19 426893.8, 181717.82 426893.42, 181717.24 426893.86, 181717.35 426894.55, 181717.33 426894.57, 181717.32 426894.58, 181717.32 426894.58, 181717.33 426894.58, 181717.35 426894.6, 181717.32 426894.63, 181717.33 426894.66, 181717.35 426894.66, 181717.44 426894.7, 181717.3 426893.86, 181717.3 426893.85, 181717.3 426893.83, 181717.07 426892.79, 181716.2 426893.57, 181716.31 426894.25, 181716.26 426894.23, 181716.11 426895.76))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31aa,GE026800195,"POLYGON ((184709.98 428779.2, 184709.98 428779.2, 184681.09 428720.53, 184681.09 428720.53, 184783.33 428663.88, 184806.8 428707.44, 184754.66 428737, 184762.79 428751.9, 184722.62 428771.98, 184709.98 428779.2))"
MIL_BOD_VERONT.fid-36cc8544_1861f90ef02_31ab,GE026800246,"POLYGON ((186955.32 425256.99, 186955.32 425256.99, 186940.19 425260.36, 186940.19 425260.36, 186933.46 425233.91, 186948.6 425229.93, 186955.32 425256.99))"
