FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2007_50.1,0,1701162,17,1162,45,66.43965,21.43965,-2.235,2016,- - 3 - - -,3,523.5,,,"POLYGON ((16824.35399999842 380176.0089999996, 16871.58199999854 380074.7289999984, 16735.63599999994 380011.3359999992, 16688.40799999982 380112.6160000004, 16824.35399999842 380176.0089999996))"
trend_2007_50.2,0,1701191,17,1191,65,83.17258,18.17258,-1.182,>2017,- - 3 - - -,3,418.2,,,"POLYGON ((16565.35399999842 380055.0089999996, 16590.33100000024 380001.4459999986, 16454.383999999613 379938.0529999994, 16429.40799999982 379991.6160000004, 16565.35399999842 380055.0089999996))"
trend_2007_50.3,0,1701214,17,1214,77,94.73173,17.73173,-3.467,2012,- - 3 - - -,3,646.7,,,"POLYGON ((16353.355000000447 379956.0089999996, 16426.616000000387 379798.8999999985, 16290.670000001788 379735.5080000013, 16217.409000001848 379892.6160000004, 16353.355000000447 379956.0089999996))"
trend_2007_50.4,0,1701262,17,1262,120,131.14204,11.14204,-2.516,2011,- - 3 - - -,3,551.6,,,"POLYGON ((15993.45699999854 379810.33900000155, 16036.482999999076 379692.1259999983, 15895.528999999166 379640.8229999989, 15852.50299999863 379759.03599999845, 15993.45699999854 379810.33900000155))"
trend_2007_50.5,0,1701282,17,1282,117,126.41899,9.41899,-3.421,2009,- - 3 - - -,3,642.1,,,"POLYGON ((15805.456000000238 379742.33900000155, 15863.958999998868 379581.6039999984, 15723.004999998957 379530.30099999905, 15664.50299999863 379691.03599999845, 15805.456000000238 379742.33900000155))"
trend_2007_50.6,0,1701300,17,1300,111,123.00745,12.00745,-1.855,2013,- - 3 - - -,3,485.5,,,"POLYGON ((15636.456000000238 379681.33900000155, 15668.1790000014 379594.18299999833, 15527.22500000149 379542.87999999896, 15495.50299999863 379630.03599999845, 15636.456000000238 379681.33900000155))"
trend_2007_50.7,0,1701318,17,1318,103,117.31503,14.31503,-1.537,2016,- - 3 - - -,3,453.7,,,"POLYGON ((15467.45699999854 379619.33900000155, 15493.741000000387 379547.1240000017, 15352.787000000477 379495.8209999986, 15326.50299999863 379568.03599999845, 15467.45699999854 379619.33900000155))"
trend_2007_50.8,0,1701335,17,1335,93,106.6207,13.6207,-1.53,2015,- - 3 - - -,3,453,,,"POLYGON ((15302.456000000238 379560.33900000155, 15328.620999999344 379488.4530000016, 15187.666999999434 379437.1499999985, 15161.502000000328 379509.03599999845, 15302.456000000238 379560.33900000155))"
trend_2007_50.9,0,1701354,17,1354,113,115.92264,2.92264,-1.256,2009,- - 3 - - -,3,425.6,,,"POLYGON ((15128.456000000238 379497.33900000155, 15149.934999998659 379438.3260000013, 15008.980999998748 379387.0229999982, 14987.502000000328 379446.03599999845, 15128.456000000238 379497.33900000155))"
trend_2007_50.10,0,1701363,17,1363,97,103.19457,6.19457,-2.303,2009,- - 3 - - -,3,530.3,,,"POLYGON ((14887.787000000477 379408.98600000143, 14943.613000001758 379308.2729999982, 14812.420000001788 379235.5520000011, 14756.594000000507 379336.26399999857, 14887.787000000477 379408.98600000143))"
