OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,AZIMUT,REF_OVERWEG_PUIC,REF_OVERWEG_NAAM,TYPE_ANDREASKRUIS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
392,941584a5-3063-4326-ad43-89892d7f8269,60,Bestaand,,,,869a49fb-5590-47dc-822e-74783ed38d47,36.2,Meervoudig spoor,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,36.262669,"36,262669",-8.333642,"-8,333642",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190946.37,348556.545,51.12536342,5.90066315,Susteren - Maasbracht,SRN-MBT,Vrije baan
393,0a665255-0acd-460a-adc4-0b6eb021fe80,60,Bestaand,,,,13e48194-77de-4663-b695-b051606f7a8b,45.1,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.196905,"45,196905",3.432602,"3,432602",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206705.532,475760.228,52.26743055,6.14467133,Deventer - Olst,DV-OST,Vrije baan
394,c2dc7a62-baa6-4479-bd16-dd7342a65731,60,Bestaand,,,,13e48194-77de-4663-b695-b051606f7a8b,45.1,Enkel spoor,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.179353,"45,179353",-4.092106,"-4,092106",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206706,475741.132,52.26725889,6.14467526,Deventer - Olst,DV-OST,Vrije baan
395,22531526-5b81-448b-8fe3-0c12a1b803dd,60,Bestaand,,,,c66c894e-7e2f-44c4-9543-06c523d6af18,14.6,Meervoudig spoor,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,14.694991,"14,694991",5.226261,"5,226261",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,103862.78,399090.071,51.57840455,4.64946151,Roosendaal - Breda,RSD-BD,Vrije baan
396,e27eac73-de35-4cbf-9871-4cde7fb96777,60,Bestaand,,,,c66c894e-7e2f-44c4-9543-06c523d6af18,14.6,Meervoudig spoor,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,14.691543,"14,691543",-5.612978,"-5,612978",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,103855.628,399098.919,51.57848343,4.64935705,Roosendaal - Breda,RSD-BD,Vrije baan
397,459f59dd-58df-41cd-bc50-fb98454a31f3,60,Bestaand,,,,c66c894e-7e2f-44c4-9543-06c523d6af18,14.6,Meervoudig spoor,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,14.663304,"14,663304",-5.657053,"-5,657053",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,103829.223,399088.692,51.5783891,4.64897763,Roosendaal - Breda,RSD-BD,Vrije baan
398,14c2af01-1a83-4e72-846c-d24565a7ba8c,60,Bestaand,,,,2d5c40d7-d93e-40eb-b023-0661e354e391,36.9,Enkel spoor,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,36.987075,"36,987075",4.525386,"4,525386",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,154103.574,431116.643,51.86859982,5.37418637,Wadenoijen,WNN,PPLG
399,38030f33-184d-4ce0-a4b5-63f8aa4760e0,60,Bestaand,,,,2d5c40d7-d93e-40eb-b023-0661e354e391,36.9,Enkel spoor,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,36.974904,"36,974904",-2.632818,"-2,632818",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,154116.835,431111.671,51.86855515,5.37437893,Wadenoijen,WNN,PPLG
400,01f80260-a411-4117-b981-ad4e907ac3dd,60,Bestaand,,,,3d0e8030-c5fa-4b40-b0b7-28db87390430,66.0,Meervoudig spoor,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,66.025281,"66,025281",5.710196,"5,710196",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,205369.997,495582.161,52.44569396,6.12807807,Zwolle - Olst,ZL-OST,Vrije baan
401,fabf7295-bd00-4568-8b43-43454f51b05f,60,Bestaand,,,,1659db2d-0ec6-42de-b398-383bccb58f0d,0.8,Meervoudig spoor,Hvs-Utm,Hilversum - Utrecht Maliebaan ,528,a,528,528_a,Hilversum,0.84892,"0,848920",7.543567,"7,543567",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,141311.751,470175.994,52.21950028,5.18689402,Hilversum,HVS,PPLG
402,4f3b11d1-e504-4b8c-875a-dd40899cc692,60,Bestaand,,,,1659db2d-0ec6-42de-b398-383bccb58f0d,0.8,Meervoudig spoor,Hvs-Utm,Hilversum - Utrecht Maliebaan ,528,a,528,528_a,Hilversum,0.864032,"0,864032",7.594428,"7,594428",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,141315.415,470161.824,52.21937301,5.18694821,Hilversum,HVS,PPLG
403,679a79e6-879d-4916-96ad-fadb11f588d8,60,Bestaand,,,,024b6988-ba3d-4e12-9a35-193cc6f5834d,201.0,Meervoudig spoor,Oelz-Owk,Oss Racc. Elzenburg - Oss Waalkade ,831,b,831,831_b,Oss Racc. Elzenburg,201.037908,"201,037908",-8.508425,"-8,508425",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,165872.759,421959.618,51.78618786,5.5447796,Oss Racc. Elzenburg,OELZ,NCBG
404,a165aa99-2bb3-4154-aee6-707781a71d8d,60,Bestaand,,,,024b6988-ba3d-4e12-9a35-193cc6f5834d,201.0,Meervoudig spoor,Oelz-Owk,Oss Racc. Elzenburg - Oss Waalkade ,831,b,831,831_b,Oss Racc. Elzenburg,201.063449,"201,063449",5.428172,"5,428172",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,165888.764,421983.781,51.78640474,5.54501231,Oss Racc. Elzenburg,OELZ,NCBG
405,9bd5a7b1-596b-49d3-b4aa-9a5304f2f493,60,Bestaand,,,,6f57ed1c-0e2c-4055-9d46-81a11f7702e6,22.8,Meervoudig spoor,Zd-Ekz,Zaandam - Enkhuizen ,079,,79,079__,Zaandam - Hoorn,22.89486,"22,894860",5.552128,"5,552128",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,128951.15,509961.674,52.5766226,5.00292706,Hoorn - Purmerend Overwhere,HN-PMO,Vrije baan
406,07fab354-d66f-4293-b20e-91f6f41c2dcc,60,Bestaand,,,,d3315c69-4fd5-48ac-9bd1-29b21822456e,7.6,Enkel spoor,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,7.655558,"7,655558",-3.31256,"-3,312560",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,100664.423,409762.11,51.6740231,4.60166325,Moerdijk Industrieterrein,MDKI,NCBG
407,32605d80-ee2c-40bf-85e5-6e62a337fd0b,60,Bestaand,0,,,d3315c69-4fd5-48ac-9bd1-29b21822456e,7.6,Enkel spoor,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,7.639381,"7,639381",-2.974224,"-2,974224",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,100678.073,409770.912,51.67410353,4.6018592,Moerdijk Industrieterrein,MDKI,NCBG
408,72bb5d7d-6b3f-4293-8553-a3a99d58d37b,60,Bestaand,,,,6a369068-8d5a-4a08-889f-a675093f7638,50.6,Enkel spoor,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,50.680311,"50,680311",-3.215992,"-3,215992",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,197637.031,398416.784,51.57305972,6.00223591,Vierlingsbeek - Venray,VLB-VRY,Vrije baan
409,70113e46-cea4-436a-b578-78e1248450b5,60,Bestaand,,,,6a369068-8d5a-4a08-889f-a675093f7638,50.6,Enkel spoor,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,50.69001,"50,690010",3.827763,"3,827763",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,197631.619,398406.139,51.57296445,6.00215655,Vierlingsbeek - Venray,VLB-VRY,Vrije baan
410,e6e620d7-63a5-4112-9d4b-22ba8d2bbeb3,60,Bestaand,,,,e2bd141c-7dc9-4294-a3dd-c39a36502deb,36.7,Enkel spoor,Zd-Ekz,Zaandam - Enkhuizen ,217,,217,217__,Hoorn - Enkhuizen,36.725374,"36,725374",3.31293,"3,312930",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,135948.405,519738.804,52.66477801,5.10558959,Hoorn - Hoogkarspel,HN-HKS,Vrije baan
411,82415598-2623-46dd-a861-6ccd992422a4,60,Bestaand,,,,799a36d7-8fbb-471c-9d05-ed2e4bf3da17,38.4,Meervoudig spoor,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,38.466505,"38,466505",-8.341276,"-8,341276",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149760.15,399979.364,51.58870012,5.31159078,Boxtel,BTL,PPLG
412,847ada06-1050-49e1-8ea9-f1a822066989,60,Bestaand,,,,799a36d7-8fbb-471c-9d05-ed2e4bf3da17,38.4,Meervoudig spoor,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,38.462159,"38,462159",5.475657,"5,475657",ProRail,Zuid,Z,BAAN,Brabant,330,Boxtel,23,149750.453,399968.625,51.5886035,5.31145101,Boxtel,BTL,PPLG
413,5d7cedd6-4d67-4743-b827-66a5072fd53d,60,Bestaand,,,,9337d7e1-09a5-42ff-8635-d90f96500468,5.4,Enkel spoor,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,5.418941,"5,418941",5.421591,"5,421591",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,149454.335,464347.483,52.16725626,5.30614512,Soest - Den Dolder,ST-DLD,Vrije baan
414,a3ca8ec0-ca3f-4731-8445-c3f60a7f7c55,60,Bestaand,,,,dd050e2b-1e80-40c7-bc7f-740c58e8b4c3,37.7,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,37.802868,"37,802868",8.463283,"8,463283",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,174617.873,387480.096,51.47603114,5.66958136,Helmond,HM,PPLG
415,4512bbc4-489d-4ece-be00-093de8b6898f,60,Bestaand,,,,dd050e2b-1e80-40c7-bc7f-740c58e8b4c3,37.7,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,37.784122,"37,784122",8.430082,"8,430082",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,174636.773,387477.609,51.47600812,5.66985326,Helmond,HM,PPLG
416,64a8835f-31f1-45a8-9406-6d18886b5be2,60,Bestaand,,,,dd050e2b-1e80-40c7-bc7f-740c58e8b4c3,37.7,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,37.808247,"37,808247",-7.744197,"-7,744197",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,174611.014,387464.471,51.47589093,5.66948176,Helmond,HM,PPLG
417,5db9b524-4c12-44ff-8cc3-c8d0e667124c,60,Bestaand,,,,70391a6d-cf0e-495c-aa49-dea695944347,83.0,Meervoudig spoor,Zl-Lw,Zwolle - Leeuwarden ,013,,13,013__,Herfte Aansl. - Meppel,83.013288,"83,013288",-5.852414,"-5,852414",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,209796.574,506664.079,52.54485758,6.19499944,Zwolle - Dedemsvaart,ZL-DDV,Vrije baan
418,b5b9699e-9a96-4bc3-89d1-a25d034268e8,60,Bestaand,,,,29ba3903-5761-44af-acd3-61aa6f85a0cf,25.1,Enkel spoor,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,25.150916,"25,150916",3.869817,"3,869817",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,173202.978,452696.019,52.06226065,5.6526436,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
419,af3f1d84-714b-443f-abee-647f5d64317c,60,Bestaand,,,,b32b9b63-ab80-4f2f-9662-132d216ec455,7.1,Meervoudig spoor,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,7.100018,"7,100018",-5.702816,"-5,702816",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,182084.254,436529.859,51.91659579,5.78087186,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
420,360b3a06-508e-4d8b-8c12-43ec17bfc8bb,60,Bestaand,,,,b32b9b63-ab80-4f2f-9662-132d216ec455,7.1,Meervoudig spoor,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,7.110059,"7,110059",5.876473,"5,876473",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,182075.056,436542.149,51.91670671,5.78073914,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
421,80c1ef40-9ad5-4357-b830-30e773f99616,60,Bestaand,,,,a49ef8be-1f41-449a-9efa-6049b3de0b5d,6.4,Enkel spoor,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,6.447818,"6,447818",-3.506131,"-3,506131",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,235417.546,496773.624,52.45281332,6.57024845,Vroomshoop,VHP,PPLG
422,5807f992-b080-4944-9005-d90a5a88544e,60,Bestaand,,,,a49ef8be-1f41-449a-9efa-6049b3de0b5d,6.4,Enkel spoor,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,6.458911,"6,458911",3.431322,"3,431322",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,235411.572,496761.875,52.45270863,6.57015776,Vroomshoop,VHP,PPLG
423,8acd0b98-ee5e-40bb-9cc1-ebbbfa46c86f,60,Bestaand,0,,,747e33b8-3790-4e5b-9d76-77b1d664cc8b,41.0,Enkel spoor,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,41.056007,"41,056007",4.109837,"4,109837",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,246972.699,475589.82,52.26064514,6.73440225,Hengelo - Delden,HGL-DDN,Vrije baan
424,883b86e5-101f-4fb0-afbd-a33dd31e2cb2,60,Bestaand,,,,fe3081dd-dd54-4137-a2ed-48c15086db97,17.9,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,17.91811,"17,918110",-5.382096,"-5,382096",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,194076.373,383441.141,51.43871356,5.94920931,Horst = Sevenum - Griendtsveen Overloopw.,HRT-GRVN,Vrije baan
425,7d5ccfd5-e0e1-4434-9983-6cb61f0ba340,60,Bestaand,,,,fe3081dd-dd54-4137-a2ed-48c15086db97,17.9,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,17.928365,"17,928365",6.088232,"6,088232",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,194068.13,383454.008,51.43882979,5.94909219,Horst = Sevenum - Griendtsveen Overloopw.,HRT-GRVN,Vrije baan
426,70ef573c-9a45-479d-a3e0-144c88500983,60,Bestaand,,,,52ad83cf-3178-4633-9c18-21d82a7a909f,13.7,Meervoudig spoor,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,13.729419,"13,729419",4.940531,"4,940531",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,125741.394,398853.017,51.57783885,4.96510506,Gilze = Rijen - Tilburg Universiteit,GZ-TBU,Vrije baan
427,f8f9ec24-f73e-41a7-81ee-a8623342a873,60,Bestaand,,,,52ad83cf-3178-4633-9c18-21d82a7a909f,13.7,Meervoudig spoor,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,13.721769,"13,721769",-6.36243,"-6,362430",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,125736.703,398865.806,51.57795356,4.96503632,Gilze = Rijen - Tilburg Universiteit,GZ-TBU,Vrije baan
428,a2a75e18-d7e7-4dc1-aac3-12e030cf9401,60,Bestaand,,,,5c39f67f-863d-4601-a4f8-36cbef5d712c,24.8,Enkel spoor,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,24.851791,"24,851791",4.196048,"4,196048",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,173010.188,452925.506,52.06432959,5.64984443,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
429,d71ff7ab-8c5a-4aea-9956-45c9b65da23a,60,Bestaand,,,,5b9f665b-d7ab-4178-994e-00d0ae993953,56.1,Meervoudig spoor,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,56.129998,"56,129998",-7.851151,"-7,851151",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,178459.997,424755.262,51.81092852,5.72739259,Wijchen - Ravenstein,WC-RVS,Vrije baan
430,702dee49-7187-4161-83b3-357fc2994710,60,Bestaand,0,,,1cdae8b3-ad33-47de-aa1c-5d7812fa9bb1,5.5,Enkel spoor,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,823,a,823,823_a,Oosterhout Weststad,5.570936,"5,570936",11.772715,"11,772715",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,116462.032,408733.119,51.66608372,4.83015275,Oosterhout Weststad,OTW,NCBG
431,266e85d1-6263-4cf3-8d94-ac2acb5948f1,60,Bestaand,,,,fb90a2e8-7dde-46c4-99f0-f1b0b0023c29,41.2,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,41.206861,"41,206861",-3.53859,"-3,538590",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157292.961,550874.898,52.94491558,5.42131867,Stavoren - Workum,STV-WK,Vrije baan
432,4a013293-4172-4413-aa15-ccf050ca36cf,60,Bestaand,,,,fb90a2e8-7dde-46c4-99f0-f1b0b0023c29,41.2,Enkel spoor,Lw-Stv,Leeuwarden - Stavoren ,008,,8,008__,Leeuwarden - Stavoren,41.247934,"41,247934",4.368358,"4,368358",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,157261.37,550847.066,52.94466561,5.42084851,Stavoren - Workum,STV-WK,Vrije baan
433,48eade88-876c-4ecc-afd3-ce568d376a97,,Onbekend,0,,,715bd172-dd6a-4abb-91c8-71e84a79778b,201.9,Enkel spoor,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,120,b,120,120_b,Lage Zwaluwe - Roosendaal,201.985032,"201,985032",8.098434,"8,098434",Derden - Overig - Gemeente Roosendaal,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,92552.424,397762.82,51.56533238,4.48654428,Roosendaal,RSD,NCBG
434,1c3b07e9-6ddf-4d19-9b58-ed61216f7e3d,60,Bestaand,0,,,caa8e938-e243-46dc-8762-3c03bdb21f2f,201.1,Enkel spoor,Erp-Kon,"Rotterdam, Emplacement Europoort - Kolenoverslag ",477,b,477,477_b,Rotterdam Europoort 3,201.112918,"201,112918",-28.994059,"-28,994059",Strukton Rail Short Line,Randstad Zuid,RZ,BAAN,n.v.t.,,n.v.t.,,72198.221,438318.741,51.92717165,4.18336223,"Rotterdam, Emplacement Europoort",ERP,NCBG
435,a78bac75-836c-43cd-a140-88e93ffc682b,60,Bestaand,,,,7fee0f63-6b89-4ad8-b80b-d09a9a4499b3,800.1,Enkel spoor,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,801,l,801,801_l,Moerdijk Industrieterrein,800.138686,"800,138686",-7.434177,"-7,434177",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,101085.22,411650.417,51.69103549,4.60745383,Moerdijk Industrieterrein,MDKI,NCBG
436,377ef63d-7e4d-47a3-a392-5c4c41ba843e,60,Bestaand,,,,7fee0f63-6b89-4ad8-b80b-d09a9a4499b3,800.1,Enkel spoor,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,801,l,801,801_l,Moerdijk Industrieterrein,800.113809,"800,113809",5.757678,"5,757678",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,101113.535,411645.712,51.69099593,4.60786403,Moerdijk Industrieterrein,MDKI,NCBG
437,d36f7eff-09ec-4853-ad96-ee97e328a70f,60,Bestaand,,,,23f4a7c0-58bb-4153-b807-3dd338ab31e9,46.8,Meervoudig spoor,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,46.836465,"46,836465",-6.508308,"-6,508308",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,166089.248,384598.019,51.45035783,5.54672922,Eindhoven - Helmond,EHV-HM,Vrije baan
438,96e357ab-ddb4-41c8-99ae-a3edc9f9a56b,60,Bestaand,0,,,372f65d2-fd20-45df-933e-8e6c3bde3a4f,59.7,Enkel spoor,Bdl-Rm,Budel - Roermond ,058,,58,058__,Budel Grens - Weert,59.755966,"59,755966",-6.040042,"-6,040042",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,172505.282,362260.629,51.24941168,5.63792367,Weert - Budel Grens,WT-BDLG,Vrije baan
439,a9950b15-0525-4bf4-adae-458032ea7c44,60,Bestaand,,,,00ae37df-1c91-4559-b7c4-a6a8c0fe5fa8,1.3,Enkel spoor,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.319603,"1,319603",4.255846,"4,255846",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105526.925,410275.513,51.67908814,4.67188276,Lage Zwaluwe,ZLW,PPLG
440,ce0ed54d-8445-4160-aacc-b228a101961c,60,Bestaand,,,,00ae37df-1c91-4559-b7c4-a6a8c0fe5fa8,1.3,Enkel spoor,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.318323,"1,318323",4.356897,"4,356897",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105526.005,410276.406,51.67909609,4.67186933,Lage Zwaluwe,ZLW,PPLG
441,ba13dd6d-9d1d-45e1-8fa7-c68df3187df5,60,Bestaand,,,,00ae37df-1c91-4559-b7c4-a6a8c0fe5fa8,1.3,Enkel spoor,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,1.309158,"1,309158",4.185287,"4,185287",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,105520.09,410283.391,51.67915835,4.67178282,Lage Zwaluwe,ZLW,PPLG
442,d9772226-4c50-4535-a646-40b81ba7f30e,60,Bestaand,0,,,535cbbce-884e-4595-bfa8-5de16e1e0040,102.8,Enkel spoor,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,102.873254,"102,873254",2.444672,"2,444672",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103938.981,422794.463,51.79146416,4.64708418,Dordrecht Zeehaventerrein,DDRZ,NCBG
443,bca50dce-30d5-48b8-8495-a1ddca8ab857,60,Bestaand,0,,,535cbbce-884e-4595-bfa8-5de16e1e0040,102.8,Enkel spoor,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,102.861885,"102,861885",3.280091,"3,280091",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103943.597,422805.723,51.79156578,4.64714942,Dordrecht Zeehaventerrein,DDRZ,NCBG
444,435adbc9-649d-4fcf-b7e2-e5d02d857bc2,60,Bestaand,0,,,535cbbce-884e-4595-bfa8-5de16e1e0040,102.8,Enkel spoor,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,102.861438,"102,861438",-1.796893,"-1,796893",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,103948.362,422803.907,51.7915499,4.64721875,Dordrecht Zeehaventerrein,DDRZ,NCBG
445,fd3f1009-0bb2-402c-bc92-1438c0ace387,60,Bestaand,,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.726886,"50,726886",-8.108585,"-8,108585",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205327.628,585808.35,53.25645891,6.1413148,Buitenpost,BP,PPLG
446,6a38fd49-7886-4b63-a4c6-4c3bbb531532,60,Bestaand,,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.744764,"50,744764",-6.445121,"-6,445121",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205345.503,585806.806,53.25644336,6.14158238,Buitenpost,BP,PPLG
447,70f0ebf0-e7e2-4d1e-95d9-91e52ae522e7,60,Bestaand,,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,Meervoudig spoor,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.734601,"50,734601",6.446276,"6,446276",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205335.434,585793.847,53.25632787,6.14142948,Buitenpost,BP,PPLG
448,2808c817-5e23-466d-8da1-d1c3eba9f543,60,Bestaand,,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,Meervoudig spoor,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.771291,"45,771291",5.875915,"5,875915",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169282.874,420661.415,51.77444228,5.59414824,Oss - Ravenstein,OSS-RVS,Vrije baan
449,cef9f261-11ad-47de-aeed-2a5a0e69fb1c,60,Bestaand,,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,Meervoudig spoor,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.75831,"45,758310",-6.027838,"-6,027838",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169266.323,420667.45,51.77449695,5.59390868,Oss - Ravenstein,OSS-RVS,Vrije baan
