GEMEENTE,CBS_GEMEENTECODE,BETREFT,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000011,Dorpsstraat,11,,,3626AC,Nieuwer Ter Aa,4.98061,52.191059,127197.61,467070.57,"POLYGON ((127193.093 467074.714,127193.928 467060.939,127196.748 467061.11,127196.947 467057.838,127199.566 467057.997,127199.368 467061.269,127202.433 467061.455,127201.597 467075.23,127201.088 467075.199,127200.847 467079.172,127202.594 467079.278,127202.485 467082.056,127205.096 467082.314,127204.487 467088.856,127204.443 467089.589,127196.558 467089.11,127196.926 467083.041,127194.576 467082.838,127193.276 467081.443,127193.416 467079.011,127193.344 467079.007,127193.602 467074.745,127193.093 467074.714))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000065,Kerklaan,2,,,3626AP,Nieuwer Ter Aa,4.978806,52.191777,127074.65,467151.19,"POLYGON ((127058.45 467153.674,127058.554 467151.476,127058.62 467150.077,127058.727 467147.83,127063.841 467148.072,127063.958 467145.629,127064.927 467145.69,127064.89 467146.469,127067.458 467146.591,127067.495 467145.812,127068.228 467145.847,127068.191 467146.626,127070.548 467146.738,127070.586 467145.944,127071.275 467145.977,127071.239 467146.771,127073.858 467146.895,127074.004 467143.801,127073.34 467143.225,127073.905 467142.572,127074.423 467143.048,127078.402 467143.237,127078.878 467142.719,127079.524 467143.284,127078.97 467143.888,127078.823 467146.984,127079.482 467147.015,127079.46 467147.809,127081.527 467147.9,127081.579 467147.157,127082.252 467147.181,127082.232 467147.929,127084.311 467148.028,127084.374 467147.304,127085.037 467147.329,127085.016 467148.069,127087.1 467148.161,127087.167 467147.43,127087.846 467147.485,127087.805 467148.344,127090.475 467150.11,127091.137 467149.745,127091.448 467150.357,127090.744 467150.718,127090.63 467153.946,127091.26 467154.334,127090.909 467154.928,127090.208 467154.495,127087.375 467156.022,127087.347 467156.826,127086.665 467156.819,127086.705 467155.991,127084.612 467155.892,127084.572 467156.742,127083.898 467156.703,127083.938 467155.86,127083.406 467155.834,127083.307 467158.842,127082.301 467159.325,127082.406 467159.466,127082.007 467159.806,127081.804 467159.533,127073.731 467159.15,127073.274 467159.699,127072.605 467159.142,127073.104 467158.543,127073.223 467156.035,127070.645 467155.913,127070.608 467156.695,127069.819 467156.658,127069.856 467155.876,127067.529 467155.765,127067.492 467156.547,127066.703 467156.51,127066.74 467155.728,127064.233 467155.609,127064.195 467156.391,127063.446 467156.355,127063.534 467153.915,127058.45 467153.674))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000067,Kerklaan,4,,,3626AP,Nieuwer Ter Aa,4.978315,52.191872,127041.14,467161.95,"POLYGON ((127035.909 467172.73,127036.344 467163.706,127036.575 467159.05,127036.826 467153.979,127036.984 467150.779,127046.377 467151.228,127045.572 467167.821,127044.218 467167.756,127044.089 467170.247,127043.94 467173.117,127035.909 467172.73))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000090,Doude van Troostwijkstraat,20,,,3626AV,Nieuwer Ter Aa,4.980634,52.189998,127198.55,466952.49,"POLYGON ((127164.608 466951.023,127169.004 466941.202,127170.565 466941.877,127171.721 466939.295,127175.122 466940.82,127177.194 466936.126,127197.567 466945.119,127201.887 466935.468,127204.344 466929.979,127207.682 466931.472,127205.243 466936.921,127208.807 466938.465,127195.233 466968.788,127188.313 466965.791,127189.256 466963.685,127182.808 466960.844,127182.598 466960.752,127183.315 466959.125,127164.783 466951.099,127164.608 466951.023))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000102,Doude van Troostwijkstraat,2,a,,3626AV,Nieuwer Ter Aa,4.981982,52.189496,127290.41,466896.16,"POLYGON Z ((127277.039 466898.892 0,127292.609 466882.693 0,127303.778 466893.428 0,127301.065 466896.25 0,127301.787 466896.944 0,127293.65 466905.41 0,127292.929 466904.718 0,127288.21 466909.628 0,127277.039 466898.892 0))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000160,Korte Zuwe,1,,,3626AK,Nieuwer Ter Aa,4.967092,52.191458,126273.51,467120.19,"POLYGON Z ((126265.172 467122.571 0,126265.588 467114.343 0,126281.899 467115.13 0,126281.61 467123.317 0,126273.735 467122.984 0,126273.587 467126.03 0,126269.084 467125.808 0,126269.234 467122.767 0,126265.172 467122.571 0))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000165,Laantje,3,,,3626AN,Nieuwer Ter Aa,4.974003,52.188691,126744.34,466809.71,"POLYGON ((126740.714 466807.999,126741.617 466805.749,126744.122 466804.929,126746.373 466806.475,126747.455 466810.055,126746.467 466812.503,126746.648 466813.038,126746.944 466813.911,126744.419 466814.66,126744.058 466813.545,126743.971 466813.275,126741.886 466811.762,126740.714 466807.999))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000178,Ruwielstraat,5,,,3626AJ,Nieuwer Ter Aa,4.981166,52.192266,127236.35,467204.68,"POLYGON Z ((127229.759 467207.61 0,127230.58 467202.678 0,127234.624 467203.351 0,127235.445 467198.419 0,127242.397 467199.576 0,127240.755 467209.44 0,127229.759 467207.61 0))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000349,Dreef,42,,,3628BK,Kockengen,4.947878,52.150539,124932.1,462575.43,"POLYGON ((124924.203 462578.688,124924.27 462578.519,124925.083 462576.468,124925.536 462576.38,124926.054 462575.062,124926.692 462574.805,124927.367 462573.125,124927.012 462572.602,124927.141 462572.246,124928.954 462567.249,124930.214 462567.707,124933.307 462568.835,124932.343 462571.796,124937.378 462573.68,124939.357 462579.342,124938.316 462582.209,124928.038 462581.191,124924.269 462579.815,124924.571 462578.96,124924.203 462578.688))"
Stichtse Vecht,G1904,StichtseVecht-bijeenkomstfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000350,Dreef,1,a,,3628BH,Kockengen,4.950362,52.147885,125100.34,462279.09,"POLYGON ((125084.789 462281.567,125085.179 462281.415,125085.361 462281.843,125089.369 462273.043,125092.853 462274.63,125094.073 462271.952,125092.842 462271.391,125095.889 462264.713,125111.355 462271.834,125115.411 462282.725,125099.152 462288.78,125097.224 462292.918,125096.965 462293.476,125088.281 462289.372,125088.44 462289.782,125088.05 462289.934,125087.813 462289.327,125084.789 462281.567))"
