OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,NAAM,OP_TALUD,Shape__Area,Shape__Length
563,d27c99bc1b1977dbe0530b29a8c0aed0,2021/12/14 16:36:11+00,L0004,Prorail,bestaand,0,gesloten verharding,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.073644,"27,073644",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,158169.844846,467175.224,52.19268962,5.43356224,22.044432,283,gerealiseerd,,Nee,22.044432,22.0200143691989
564,a935094c5aab0345e05332a1e90a7579,2020/07/09 18:11:35+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.168315,"3,168315",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,203115.954555,501991.707,52.50349762,6.09584875,1.769263,283,gerealiseerd,,,1.7692635,5.32480398088685
565,a935094c5a760345e05332a1e90a7579,2020/07/09 18:11:39+00,L0004,Prorail,bestaand,0,open verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.074895,"3,074895",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,203029.5165,502025.442636,52.5038084,6.09458065,1.715397,283,gerealiseerd,,,1.7153975,5.23953010149124
566,a987c4dbbaba6bf7e05332a1e90aaab9,2020/07/10 08:10:26+00,L0004,Prorail,bestaand,0,gesloten verharding,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,4.174542,"4,174542",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,195749.3275,445336.877,51.9949186,5.98053094,1.903774,283,gerealiseerd,,,1.903774,6.17440961241823
567,a976ee944c753762e05332a1e90abde0,2022/03/18 16:25:35+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.804874,"2,804874",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202794.198172,502159.755,52.50503605,6.09113439,38.852434,283,gerealiseerd,,,38.852434,25.626009004082
568,a976ee944c833762e05332a1e90abde0,2020/07/09 18:12:21+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.846968,"2,846968",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202810.112197,502099.2165,52.50449062,6.09136009,38.874677,283,gerealiseerd,,,38.874677,25.6460133721188
569,a7e3e20099dc446fe05332a1e90acaf2,2020/09/07 16:57:46+00,L0004,Prorail,bestaand,1,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,63.694506,"63,694506",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,113281.742174,500779.0445,52.49312687,4.772931,2.63499,283,gerealiseerd,,,2.6349895,9.29022389588559
570,a7e3e2009a80446fe05332a1e90acaf2,2020/06/29 09:30:36+00,L0004,Prorail,bestaand,1,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.58574,"62,585740",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,112186.431,500965.129771,52.49471459,4.75678034,11.117441,283,gerealiseerd,,,11.117441,13.6830436849362
571,a7e3e2009af7446fe05332a1e90acaf2,2022/08/08 12:53:08+00,L0004,Prorail,bestaand,0,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,65.309565,"65,309565",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,114808.467652,500266.1465,52.48863175,4.79547156,0.819444,283,gerealiseerd,,,0.819444,3.79074688611555
572,a935094c585e0345e05332a1e90a7579,2020/07/09 18:12:02+00,L0004,Prorail,bestaand,0,open verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.047298,"3,047298",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202998.082169,502025.9595,52.5038158,6.0941178,1.855499,283,gerealiseerd,,,1.8554995,5.43384553609739
573,a987c4dbbd2d6bf7e05332a1e90aaab9,2020/07/10 08:09:58+00,L0004,Prorail,bestaand,0,gesloten verharding,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,21.422978,"21,422978",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,207297.7675,457200.222574,52.10057143,6.15048477,1.624756,283,gerealiseerd,,,1.624756,5.18950664650847
574,a976ee944c813762e05332a1e90abde0,2020/07/09 18:11:13+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.847152,"2,847152",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202832.361451,502137.8835,52.50483616,6.0916933,38.872638,283,gerealiseerd,,,38.8726385,25.6460138646484
575,a935094c587c0345e05332a1e90a7579,2020/07/09 18:11:26+00,L0004,Prorail,bestaand,0,open verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.959719,"2,959719",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202910.268914,502048.9825,52.50403041,6.09282789,1.586979,283,gerealiseerd,,,1.586979,5.22881073194195
576,a7e3e20099f8446fe05332a1e90acaf2,2020/06/29 09:30:08+00,L0004,Prorail,bestaand,0,gesloten verharding,522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,57.746329,"57,746329",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,108482.216493,504048.0585,52.52211781,4.7018101,3.86492,283,gerealiseerd,,,3.8649195,8.89272478625944
577,a7e3e2009ad1446fe05332a1e90acaf2,2020/08/27 12:46:03+00,L0004,Prorail,bestaand,1,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,63.694649,"63,694649",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,113284.401812,500794.043,52.49326186,4.77296828,2.873775,283,gerealiseerd,,,2.873775,9.56635565160137
578,a7e3e2009ad6446fe05332a1e90acaf2,2022/08/08 12:53:08+00,L0004,Prorail,bestaand,0,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,65.027094,"65,027094",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,114547.161399,500379.8625,52.48963446,4.79161082,0.72617,283,gerealiseerd,,,0.72617,3.45895085924767
579,a7e3e2009a7f446fe05332a1e90acaf2,2020/06/29 09:30:51+00,L0004,Prorail,bestaand,1,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.5915,"62,591500",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,112194.931426,500979.2225,52.4948419,4.75690369,24.09218,283,gerealiseerd,,,24.09218,24.6093305496139
580,a935094c574d0345e05332a1e90a7579,2020/07/09 18:10:51+00,L0004,Prorail,bestaand,1,gesloten verharding,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.640902,"100,640902",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209769.306,522883.43705,52.69061286,6.19727557,48.050293,283,gerealiseerd,,,48.0502935,41.3760186231218
581,a976ee944c7c3762e05332a1e90abde0,2022/03/18 16:25:35+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.804787,"2,804787",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202784.179661,502142.3525,52.50488054,6.09098435,38.862339,283,gerealiseerd,,,38.862339,25.6294760316645
582,a976ee944c763762e05332a1e90abde0,2020/07/09 18:12:55+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.847065,"2,847065",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202822.342197,502120.4805,52.50468064,6.09154325,38.874677,283,gerealiseerd,,,38.874677,25.6460133721188
583,aaf0e73c7dd664bfe05332a1e90ae9de,2020/07/24 13:02:31+00,L0004,Prorail,bestaand,0,open verharding,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,24.017628,"24,017628",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,168151.078365,441107.7475,51.95824731,5.57853044,1.093339,283,gerealiseerd,,,1.093339,4.3611476446699
584,a588ccb66ad216bbe05332a1e90a122e,2020/05/15 10:47:54+00,L0004,Prorail,bestaand,0,gesloten verharding,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,114.590283,"114,590283",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,265269.854806,573766.832,53.13929702,7.03509831,0.827924,283,gerealiseerd,,,0.8279245,4.56295810337181
585,a6009d2ef07376f5e05332a1e90a8c71,2020/06/05 13:06:30+00,L0004,Prorail,bestaand,1,gesloten verharding,084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,9.237272,"9,237272",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,111399.893915,488864.1395,52.38590115,4.74677476,20.337158,283,gerealiseerd,,,20.337158,18.2022532856726
586,a55b0aa5d8897e58e05332a1e90abb40,2020/06/05 13:49:56+00,L0004,Prorail,bestaand,0,gesloten verharding,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,1.881716,"1,881716",Noord-Oost,NO,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Derden - Overig,259949.695265,556155.7475,52.98215893,6.94991945,1.101787,283,gerealiseerd,,,1.1017875,5.662892267248
587,a6009d2eef7876f5e05332a1e90a8c71,2020/06/05 13:06:12+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,176.358959,"176,358959",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,115510.989625,489752.0335,52.39419195,4.80705394,14.396758,283,gerealiseerd,,,14.396758,23.9682415843993
588,a55b0aa5d9217e58e05332a1e90abb40,2020/06/05 13:48:14+00,L0004,Prorail,bestaand,0,gesloten verharding,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,1.805531,"1,805531",Noord-Oost,NO,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Derden - Overig,259900.237939,556214.991,52.98270077,6.94920238,1.608816,283,gerealiseerd,,,1.608816,5.45008098026284
589,a6009d2eef9d76f5e05332a1e90a8c71,2020/06/05 13:09:13+00,L0004,Prorail,bestaand,0,gesloten verharding,084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,14.431509,"14,431509",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,106246.395557,488582.3295,52.38293498,4.67112276,4.316196,283,gerealiseerd,,,4.3161955,9.829885690947
590,a24b40667b0d5e70e05332a1e90a3683,2020/04/14 16:30:26+00,L0004,Prorail,bestaand,0,gesloten verharding,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,81.671916,"81,671916",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,189118.1495,467246.620283,52.19228509,5.8861756,2.753543,283,gerealiseerd,,,2.7535425,6.95006385377875
591,a21293059b112747e05332a1e90a8878,2020/04/14 16:30:49+00,L0004,Prorail,bestaand,0,gesloten verharding,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,80.032562,"80,032562",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,187628.271,467915.006562,52.19838242,5.86445146,23.353285,283,gerealiseerd,,,23.353285,36.7951485062528
592,afe1b776e2ab3562e0530b29a8c0f552,2020/10/09 10:55:42+00,L0004,Prorail,bestaand,1,open verharding,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.208044,"34,208044",Randstad Noord,RN,Utrecht,13,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,135504.922594,456487.009,52.09629073,5.10270469,1.063614,283,gerealiseerd,,,1.063614,4.21805621354516
593,b009c15c489a6907e0530b29a8c00e4d,2020/10/09 10:32:30+00,L0004,Prorail,bestaand,0,gesloten verharding,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.019369,"13,019369",Randstad Noord,RN,Heerhugowaard,6,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,125508.3655,501686.240684,52.5020755,4.95287384,0.676311,283,gerealiseerd,,,0.676311,3.42361759143462
594,b009c15c46c36907e0530b29a8c00e4d,2020/10/09 10:32:35+00,L0004,Prorail,bestaand,0,gesloten verharding,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.019549,"13,019549",Randstad Noord,RN,Heerhugowaard,6,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,125497.6655,501692.209643,52.50212856,4.95271573,0.691277,283,gerealiseerd,,,0.691277,3.50902453005401
595,9f6e87700b41499ea6f65cdaf5c803b9,2021/08/19 07:55:43+00,L0004,Prorail,bestaand,0,gesloten verharding,817,l,817,817_l,Vlissingen Sloehaven,Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,702.699764,"702,699764",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,37927.496019,389413.981,51.48159109,3.70174462,24.009358,283,gerealiseerd,,,24.009358,31.5943468177462
596,ab7c81b3b3970f19e0530b29a8c02470,2020/10/02 14:27:42+00,L0004,Prorail,bestaand,0,open verharding,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,73.764307,"73,764307",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,173003.419,449332.908117,52.03203955,5.6495563,3.843763,283,gerealiseerd,,,3.843763,8.08470986737546
597,af418b475c600188e0530b29a8c080eb,2020/09/18 18:08:14+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.353472,"21,353472",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148635.401,490335.351857,52.40081816,5.29368599,10.243186,283,gerealiseerd,,,10.2431855,16.3929001012331
598,af418b475eb10188e0530b29a8c080eb,2020/09/18 18:08:15+00,G0034,Almere,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.222708,"12,222708",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,140947.522,486146.897018,52.3630315,5.18089953,4.086647,283,gerealiseerd,,,4.0866465,8.34952911916092
599,af418b475c570188e0530b29a8c080eb,2021/03/02 15:04:50+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.506796,"16,506796",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144839.961,487609.791577,52.37626507,5.23800011,9.538345,283,gerealiseerd,,Nee,9.5383445,15.6945633794983
600,af418b475f520188e0530b29a8c080eb,2021/03/02 15:04:50+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.352418,"16,352418",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144685.72,487614.678141,52.37630611,5.23573488,4.016833,283,gerealiseerd,,Nee,4.0168325,8.36383126107057
601,af418b474ddd0188e0530b29a8c080eb,2021/11/16 12:44:09+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,11.696058,"11,696058",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,140529.134,485826.805592,52.36014381,5.17477097,10.252805,283,gerealiseerd,,Nee,10.2528055,16.7868229059636
602,b0230ccd8ccc6584e0530b29a8c05b98,2020/10/09 10:50:08+00,L0004,Prorail,bestaand,0,gesloten verharding,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,59.312362,"59,312362",Noord-Oost,NO,Twente,32,BASIS,Twente,BASIS,Noord-Oost,NO,ProRail,263427.5675,471266.672453,52.21880829,6.97396171,1.693421,283,gerealiseerd,,,1.6934215,5.20573997194326
603,af418b475eef0188e0530b29a8c080eb,2020/09/18 18:01:33+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,12.220954,"12,220954",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,140933.5795,486162.475772,52.36317116,5.18069419,6.835317,283,gerealiseerd,,,6.8353165,12.062602056503
604,af418b475b9e0188e0530b29a8c080eb,2020/11/10 16:05:23+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.997474,"40,997474",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160718.133864,503277.4895,52.51714109,5.47144569,11.386139,283,gerealiseerd,,,11.3861385,21.3531434823508
605,af418b475c620188e0530b29a8c080eb,2020/09/18 18:01:37+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,18.615219,"18,615219",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146701.797496,488457.0985,52.38391153,5.26532095,13.455448,283,gerealiseerd,,,13.455448,19.458304397225
606,af418b475f650188e0530b29a8c080eb,2020/09/18 18:01:38+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.197147,"14,197147",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,142573.3375,487253.935156,52.37302021,5.20472714,4.14677,283,gerealiseerd,,,4.14677,8.19479733762757
607,af418b474f180188e0530b29a8c080eb,2020/09/18 18:01:41+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.05633,"21,056330",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148382.511,490179.608405,52.39941543,5.28997321,9.590412,283,gerealiseerd,,,9.590412,15.8602374343459
608,af418b474f580188e0530b29a8c080eb,2020/11/13 11:07:37+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.491497,"39,491497",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160817.292832,501774.4965,52.5036322,5.47288026,12.518874,283,gerealiseerd,,,12.518874,23.3166424161724
609,af418b475b650188e0530b29a8c080eb,2022/01/21 09:15:43+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.231809,"20,231809",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,147690.819,489728.694181,52.39535407,5.27981996,11.145843,283,gerealiseerd,,Nee,11.145843,17.5061546447674
610,af418b475aeb0188e0530b29a8c080eb,2021/03/01 15:57:17+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.995155,"15,995155",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144329.326,487617.974518,52.37632893,5.230501,10.078041,283,gerealiseerd,,Nee,10.078041,16.5639135548214
611,af418b475f570188e0530b29a8c080eb,2020/09/18 18:09:58+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.093595,"21,093595",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,148414.3295,490199.240969,52.39959226,5.29044034,10.340796,283,gerealiseerd,,,10.340796,16.7907990276937
612,af418b475a300188e0530b29a8c080eb,2020/12/16 13:54:13+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,18.472431,"18,472431",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,146605.456785,488353.6135,52.38297999,5.26390849,7.764392,283,gerealiseerd,,Nee,7.7643925,12.6654056368058
613,af418b474e2e0188e0530b29a8c080eb,2020/09/18 18:10:03+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.144117,"37,144117",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160287.863214,499560.9865,52.48374406,5.46504785,12.250587,283,gerealiseerd,,,12.2505875,19.241882840575
614,af418b474dcc0188e0530b29a8c080eb,2021/03/01 15:57:17+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.901261,"15,901261",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144235.8305,487613.736474,52.37628902,5.22912812,10.395199,283,gerealiseerd,,Nee,10.3951985,16.8831249502147
615,af418b474f6d0188e0530b29a8c080eb,2020/09/18 18:10:07+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,14.315152,"14,315152",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,142686.293908,487290.509,52.37335146,5.20638449,1.295482,283,gerealiseerd,,,1.295482,4.99803064188773
616,af418b475b9d0188e0530b29a8c080eb,2020/09/18 18:10:08+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.893359,"40,893359",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160760.489279,503175.6575,52.51622545,5.47206792,9.119639,283,gerealiseerd,,,9.1196395,17.3881992692847
617,af418b475cc70188e0530b29a8c080eb,2020/09/18 18:10:09+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,37.864866,"37,864866",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160670.461328,500173.1585,52.48924202,5.47069052,19.430008,283,gerealiseerd,,,19.4300085,28.6638615980242
618,af418b475a9f0188e0530b29a8c080eb,2020/11/18 23:07:12+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.165909,"17,165909",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,145488.808,487716.901239,52.37723933,5.24752563,13.476853,283,gerealiseerd,,,13.4768535,18.925564924561
619,af418b475c090188e0530b29a8c080eb,2021/03/01 15:57:16+00,L0004,Prorail,bestaand,0,gesloten verharding,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.12732,"16,127320",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,144460.8435,487618.727761,52.37633824,5.23243236,9.586999,283,gerealiseerd,,Nee,9.5869995,15.4911045984532
