Type,OBJECTID,Wegbeheerder,Gestrooid_door,Soort,Shape__Length,GlobalID
 ,1261,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",146.402495479395,fdedd232-3ce8-40eb-a7fb-a6f26db5c63c
 ,1262,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",268.853872958343,61748eca-8770-44af-80d3-10008b7cb16b
 ,1263,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",63.1380077931953,e3bd2ec4-974d-41e2-a66d-7eac0138628c
 ,1264,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",60.6382601662036,e4193a89-476f-4439-8fc8-b239e5ffadba
 ,1265,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",236.205900622866,364ad653-8cfd-4eb2-b606-49aa2d6a2f65
 ,1266,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",62.2198919480924,8ba6fa60-be68-4a8b-ae5a-b87f602c6592
 ,1267,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",25.8540316765772,cfcb3f55-220e-463c-8ff9-78e82b5eced3
 ,1268,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",262.440583793787,10a69b66-d930-44d2-b3ab-efcf1220bb78
 ,1269,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",83.7024484783308,bf37fbce-2a53-4807-98ce-ea3e1aead86d
 ,1270,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",126.8331173566,1df75fc5-6784-4717-8672-ac498649d5af
 ,1271,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",218.286467048028,1552d9cc-82ce-4af4-a191-3a62fb2ea695
 ,1272,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",282.171023999501,febc512a-e105-4a02-938b-dcb01edd1740
 ,1273,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",136.273649760428,ebe8781d-4224-4c61-9c45-3d713e63dfac
 ,1274,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",906.516914869163,b38a6882-c7d9-46bf-9dea-e925419cc6e0
 ,1275,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",304.61529278726,aaa883d6-7139-4f6b-8b63-9443771334c1
 ,1276,Gemeente Zwartewaterland,Buurgemeente,"Gemeente Zwartewaterland, Buurgemeente",966.247342031174,32596453-2f0f-4a2c-8e57-cb08447c0ebb
 ,1277,Buurgemeente,Gemeente Zwartewaterland,"Buurgemeente, Gemeente Zwartewaterland",888.295022469634,cc676b3f-8459-4619-996a-c24cef6e1b6e
 ,1278,Provincie Overijssel,Provincie Overijssel,"Provincie Overijssel, Provincie Overijssel",1696.63083747645,4026e7bc-a2d3-419f-8b57-4ce9aae5bcbf
 ,1279,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",33.3200276580284,0cbffeac-738c-4814-a0e3-aa9de712569d
 ,1280,Provincie Overijssel,Provincie Overijssel,"Provincie Overijssel, Provincie Overijssel",31.3492170521014,8f49e9bd-9080-4377-9b53-9fd31ac2e778
 ,1281,Provincie Overijssel,Provincie Overijssel,"Provincie Overijssel, Provincie Overijssel",26.9973754840447,9ebce4bf-4dfa-4477-b841-9f0a5675d7ea
 ,1282,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",113.263962120842,233e69b3-9984-444b-be05-5aae87f85fe1
 ,1283,Provincie Overijssel,Provincie Overijssel,"Provincie Overijssel, Provincie Overijssel",36.163850416385,4ba6f503-def8-4a67-b471-b73be58199bf
 ,1284,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",1686.90638802646,c3f71533-d746-4243-bd2b-6aa85ab7cb1c
 ,1285,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",44.5052974549347,10c531a2-fb1e-4f03-a1e8-d2bc73c70cc2
 ,1286,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",136.08867139242,1913e3e4-a9f6-46e4-98d9-e2e58797adcc
 ,1287,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",57.7421584867406,c00e6e71-4893-4cec-b493-0e2f920b25f1
 ,1288,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",75.5843899227876,364c6592-c180-4471-8f08-839373db731c
 ,1289,Gemeente Zwartewaterland,Gemeente Zwartewaterland,"Gemeente Zwartewaterland, Gemeente Zwartewaterland",46.841235725269,6a8699b0-82f8-422c-8187-4f3bb74ff293
