ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BEWEEGBAAR,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,WEGNAAM,TIJDSTIP_REGISTRATIE
6066145,,,,,,,,,,,,,,,,156033.134565,389618.333,51.4955923960505,5.40207848317347,,,,,Best,G0753,bestaand,,65.217864,283,d82e03605bf1482fbed9cb0faad202a6,0,gerealiseerd,,2021/11/21 18:13:18+00
6066329,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.700658,"10,700658",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129690.6455,481989.440611,52.3252632942632,5.01595222347406,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,55.495691,283,b4a94897b7684bc68546bb219d2694cc,0,gerealiseerd,,2021/01/22 17:00:43+00
6066365,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,13.463214,"13,463214",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,131866.107237,480270.486409,52.3099099477812,5.04798052375459,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Weesp spoorbrug,681.28097,283,88b870c41c8b41438576f63b993560d1,1,gerealiseerd,,2021/11/04 08:32:55+00
6066411,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,6.810562,"6,810562",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,138057.084942,482034.5525,52.3259901024106,5.13867223880421,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Muiderberg spoorbrug,3789.483814,283,1d628fdb21f3420c9005b080f655f007,1,gerealiseerd,,2021/11/04 08:01:46+00
6066416,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,3.229645,"3,229645",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,134557.174695,480919.4025,52.3158486860272,5.08740106937295,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,59.16115,283,5e2eed85f88a476888b70363f23f0e2d,1,gerealiseerd,,2020/10/22 07:13:01+00
6066463,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,9.889289,"9,889289",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,139251.8275,484611.54351,52.3491864817091,5.15607703389553,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,795.027322,283,f1268b706cac4672b1b5157ca05948e8,1,gerealiseerd,,2021/11/04 08:57:01+00
6066464,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.696535,"10,696535",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129792.889575,481918.4685,52.3246301284971,5.01745727636847,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,3300.869579,283,d2dc5e1bbe214eb28c85bf5006911d05,1,gerealiseerd,,2021/01/22 16:58:14+00
6066473,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.948074,"10,948074",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129894.966,481847.504306,52.3239970069631,5.01895982669948,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,56.309561,283,e54ad224ecae493784b12a82a94293b6,0,gerealiseerd,,2021/01/22 16:59:28+00
6066510,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.933981,"10,933981",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129894.7215,481865.20257,52.3241560589229,5.01895492191928,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,57.644346,283,30df347b4bdb4baf8dc05b7da2a3d7fb,0,gerealiseerd,,2021/01/22 17:00:58+00
6066554,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,8.445039,"8,445039",Randstad Noord,RN,Duivendrecht,10,KUNSTWERKEN,Amstelsepoort,127776.79084,483248.2215,52.3364851299123,4.98777762474577,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,847.137276,283,26f7974fc54b404594a1bdd8b558efc7,1,gerealiseerd,,2016/08/23 08:54:52+00
6066561,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.686119,"10,686119",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129690.304,482007.598791,52.3254264750848,5.01594585039822,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,56.221799,283,97d91ccdfdc3462687c45abf5f9c7753,0,gerealiseerd,,2021/01/22 16:57:38+00
6066746,,,,,,,,,,,,,,,,142720.479132,487291.8145,52.3733639603997,5.20688642617536,Nee,,,,Prorail,L0004,bestaand,Almere spoorbrug,696.240291,283,e8f9401e09bb46c6bbeb69a89e962c03,1,gerealiseerd,,2021/11/04 08:59:14+00
6066753,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,15.462245,"15,462245",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,143782.688084,487554.8115,52.3757503650127,5.22247553307058,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Almere spoorbrug,1001.061409,283,0d92fee0d7644aa98ec700da692f47b1,1,gerealiseerd,,2021/11/04 08:59:14+00
6066792,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,17.473795,"17,473795",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,145744.283666,487784.2575,52.3778490603195,5.25127561302288,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Almere spoorbrug,1560.877179,120,b8792f914ee846cd95f60f01dfee9594,1,gerealiseerd,,2021/11/03 12:42:10+00
6066794,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.938418,"10,938418",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,129787.620931,481942.6805,52.3248474922545,5.01737818405052,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,4136.498317,283,71ed48cfee474a76a396b560c045fc79,1,gerealiseerd,,2015/05/19 14:17:06+00
6066798,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.00038,"20,000380",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,147559.964476,489595.7445,52.3941574225429,5.27790042651715,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,2074.440191,283,fb79d138075e4bf995da82f64a75be83,1,gerealiseerd,,2020/09/18 16:16:56+00
6066842,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,18.31489,"18,314890",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,136058.1315,478216.238534,52.29160745443,5.10956476383434,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,66.990881,283,1b68efcd938e414090c6997ce80015a0,1,gerealiseerd,,2020/10/16 08:01:52+00
6066845,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,10.080382,"10,080382",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,139352.9465,484776.427453,52.35067127108,5.15755342589187,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,862.297101,283,ab894a7a02784481baf6d534f275e3e4,1,gerealiseerd,,2020/09/18 16:16:06+00
6066881,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,50.72571,"50,725710",Noord-Oost,NO,Overijssel,34,KUNSTWERKEN,Drenthe,244257.1765,516372.554734,52.6275456185255,6.7055107259197,Nee,KUNSTWERKEN,Noord-Oost,NO,Prorail,L0004,bestaand,,8.693344,283,efac35483fe64d0ead53dcdaaf2da13d,0,gerealiseerd,,2022/02/07 08:03:20+00
6066990,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,35.726421,"35,726421",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,159304.734755,498600.3025,52.4751186860988,5.45056272263797,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Spoorbrug in de lijn Almere-Lelystad,1398.634973,283,8783678a4e794a0188c05823f9c88ac3,1,gerealiseerd,,2022/11/07 10:52:41+00
6067214,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,1.801299,"1,801299",Randstad Noord,RN,Alkmaar,7,KUNSTWERKEN,Hollands Noorderkwartier,115978.7575,496544.289825,52.4552680912319,4.8131350540116,Ja,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,38.881053,283,86e93d148e7045278bf24a6c0c9f2af8,0,gerealiseerd,,2021/01/21 13:25:07+00
6067270,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,12.463047,"12,463047",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,125081.181337,501377.8055,52.4992803623653,4.94661039911639,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,158.432177,283,d77976e33e0949dcaa586aa05aebbdae,1,gerealiseerd,,2016/07/14 11:05:01+00
6067276,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.671519,"13,671519",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,125813.119668,502264.1045,52.5072851605571,4.95731138466149,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,31.627856,283,dc38426606af4bc4bbb7eebda380ea9e,0,gerealiseerd,,2016/10/25 13:01:52+00
6067332,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,4.669771,"4,669771",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,132208.13775,520653.384,52.6728535517846,5.05024080379429,Nee,KUNSTWERKEN,Randstad Noord,RN,Medemblik,G0420,bestaand,,10.342443,283,138eec69277848d09ecf0f7e66f7c730,1,gerealiseerd,,2023/01/05 13:08:37+00
6067459,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,13.682864,"13,682864",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,125808.5725,502254.245874,52.5071963174707,4.95724527345164,Ja,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,Wherebrug spoorbrug,413.379218,283,11215f2ac52f4f938f209d2c0b886d33,1,gerealiseerd,,2021/11/01 11:46:36+00
6067462,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,44.259004,"44,259004",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,142644.088,523014.905768,52.694413109691,5.20444110146911,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,27.972325,283,3afc0f4e6b4148048ef01c1f35e8951a,1,gerealiseerd,,2022/02/17 14:16:49+00
6067626,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,18.313473,"18,313473",Randstad Noord,RN,Heerhugowaard,6,KUNSTWERKEN,Hollands Noorderkwartier,128626.032656,505389.8545,52.5355194653991,4.99849464840089,Nee,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,62.853821,283,9a8c4f9a48b44d03bb8e6193e88f0733,2,gerealiseerd,,2021/07/29 08:05:50+00
