Ministerie;Leveranciers;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
EZ;ARCUSPlus;;;1;;;;;1
EZ;Ardagh Glass Benelux;;;2;;;;;2
EZ;Ardis Organisatieontwikkeling B.V.;;;2;;;;;2
EZ;Ared Management B.V.;;;1;;;;;1
EZ;Arenda Oomen Fotografie;;;1;;;;;1
EZ;Arens Bureau voor Strand en Duin Onderzoek;;;2;;;;;2
EZ;Argument;;;1;;;;;1
EZ;Aristo Eindhoven B.V.;;;1;;;;;1
EZ;Arjan Klopstra;;;3;;;;;3
EZ;ARN Sustainability B.V.;;;2;;;2;;3
EZ;Arrix Optimus B.V.;;;2;;;;;2
EZ;Ars Grafisch B.V.;;;1;;;;;1
EZ;Art 4 You Decorations;;;1;;;;;1
EZ;Arthur Verdellen;;;1;;;;;1
EZ;Asp4all Hosting B.V.;;;1;;;;;1
EZ;ATG Europe B.V.;;;3;;;;;3
EZ;Atlantico Business Development;;;1;;;;;1
EZ;Atomos Applications;;;1;;;;;1
EZ;Atos Nederland B.V.;8;;3;;;7;;8
EZ;ATP Specials B.V.;;;1;;;;;1
EZ;Atradius Dutch State Business N.V.;;;2;;;;;2
EZ;Atrivé B.V.;;;1;;;;;1
EZ;Atticus B.V.;;;1;;;;;1
EZ;ATWORKZ;;;1;;;;;1
EZ;Automotive Publishing B.V.;;;2;;;;;2
EZ;AutomotiveNL B.V.;;;2;;;;;2
EZ;Avance PMC B.V.;;;2;;;;;2
EZ;Avantes B.V.;;;1;;;;;1
EZ;Aviareps Tourism B.V.;;;2;;;;;2
EZ;Axolution;;;2;;;;;2
EZ;Axxicom Airport Caddy B.V.;;;1;;;;;1
EZ;B & A Consulting B.V.;;;2;;;;;2
EZ;B.V. Hotel Bel Air Den Haag;;;1;;;;;1
EZ;Baker Tilly Berk Breda;3;;;;;;2;3
EZ;Baker Tilly Berk Den Haag;;;;;;;2;2
EZ;Bakkerij Schuurmans;;;1;;;;;1
EZ;Balance Ervaring op Projectbasis B.V.;;;2;;;;;2
EZ;Bamboe 8;;;2;;;;;2
EZ;BAMBOO;;;2;;;;;2
EZ;Bar Restaurant La Vina;;;1;;;;;1
EZ;Barbara Alberts Office Support;;;3;;;;;3
EZ;Barnel B.V.;;;1;;;;;1
EZ;Bart Poel Consultancy B.V.;;;2;;;;;2
EZ;Bas van Lier schrijft;;;1;;;;;1
EZ;BaseClear B.V.;;;3;;;;;3
EZ;BBA Binnenmilieu B.V.;;;2;;;;;2
EZ;bbn adviseurs;;;2;;;;;2
EZ;BDUmedia;;;1;;;;;1
EZ;BE Media;;;1;;;;;1
EZ;Beagle Sustainable Solutions;;;2;;;;;2
EZ;Beatex;;;3;;;;;3
EZ;Beaumont Communicatie & Management B.V.;;;2;;;;;2
EZ;Beheermij. Pepper B.V.;;;2;;;;;2
EZ;Beijer Tuin- en Landschapsinrichting;;;2;;;;;2
EZ;Beladon Holding B.V.;;;3;;;;;3
EZ;Beleidstheater;;;1;;;;;1
EZ;Ben Tiggelaar & Company B.V.;;;;2;;;;2
EZ;Benefit Inkoopadviesgroep B.V.;2;;2;;;;;2
EZ;Benfried B.V.;;;1;;;;;1
EZ;Benr Adviseurs voor Duurzaamheid B.V.;;;1;;;;;1
EZ;Berenschot B.V.;;;5;;;;;5
EZ;Berenschot BV;;;3;;;;;3
EZ;Berenschot Energy & Sustainability B.V.;;;2;;;;;2
EZ;Berenschot Groep;3;;4;;;;;5
EZ;Berenschot Groep B.V.;;;3;;;;;3
EZ;Berg Sustainable Strategy Consultancy;;;1;;;;;1
EZ;Bernadette Botman Consult;;;2;;;;;2
EZ;Beroepsorganisatie Nederlandse Ontwerpers;;;2;;;;;2
EZ;Beroepsvereniging Groene Zorg;;;1;;;;;1
EZ;Bestand Beheer Artikelen, 2BA B.V.;;;1;;;;;1
EZ;Between B.V.;7;;4;;;2;;7
EZ;Bex*communicatie;;;2;;;;;2
EZ;Bierfabriek Delft B.V.;;;1;;;;;1
EZ;BIJ12;;;3;;;;;3
EZ;Bikker & Company B.V.;;;5;;;;;5
EZ;Bilderberg Hotel 't Speulderbos;;;2;;;;;2
EZ;Binnenlands Bestuur B.V.;;;1;;;;;1
EZ;BioCandeo N.V.;;;;;2;;;2
EZ;BIOnetWORKS;;;3;;;;;3
EZ;Bionext;;;4;;;;;4
EZ;Bioniers;;;2;;;;;2
EZ;Birch Consultants B.V.;;;2;;;;;2
EZ;Bird Jazz Podium/Horeca B.V.;;;1;;;;;1
EZ;BKB;;;1;;;;;1
EZ;Blaauw Space Affairs;;;1;;;;;1
EZ;Blauw Research B.V.;;;3;;;;;3
EZ;BLDN B.V.;;;1;;;;;1
EZ;Blikopener Filmproducties;;;1;;;;;1
EZ;Blink2Blinked;;;2;;;;;2
EZ;BLIX Consultancy B.V.;;;6;;;;;6
EZ;BLIX Renewable Energy B.V.;;;1;;;;;1
EZ;bloem & styling aan de zeven alleetjes;;;1;;;;;1
EZ;Bloemsierkunst 'Baccara';;;1;;;;;1
EZ;Blonk Milieu Advies B.V.;;;1;;;;;1
EZ;Blueconomy B.V.;;;1;;;;;1
EZ;BMC Advies B.V.;;;2;;;;;2
EZ;BMC Implementatie;1;;;;;;;1
EZ;BodemenergieNL;;;2;;;;;2
EZ;Boekel De Nerée;;;1;;;;;1
EZ;Boerema & Van den Brink B.V.;;;1;;;;;1
EZ;Bond voor Materialenkennis;;;1;;;;;1
EZ;Bongaloo;;;1;;;;;1
EZ;Bons Negocios!;;;2;;;;;2
EZ;Bont Consult;;;2;;;;;2
EZ;Boom regionale uitgevers B.V.;;;1;;;;;1
EZ;Boon Consult;;;1;;;;;1
EZ;Boosten Consultancy;;;2;;;;;2
EZ;Boot Advocaten B.V.;;;1;;;;;1
EZ;Bourgonje Geluid- en Lichtservice B.V.;;;4;;;;;4
EZ;Bouwkennis B.V.;;;1;;;;;1
EZ;Bovenkamers;;;2;;;;;2
EZ;BPA Project & Advies B.V.;;;2;;;;;2
EZ;BPT B.V.;;;2;;;;;2
EZ;Brabanthallen;;;2;;;;;2
EZ;Braber Infinitus Energy Solutions;;;1;;;;;1
EZ;Branche Vereniging Organische Reststoffen;;;2;;;;;2
EZ;Branchever. Particul. Org. Int. Samenwerk.;;;;1;;;;1
EZ;Brand Webbing B.V.;;;1;;;;;1
EZ;BrandOutLoud V.O.F.;;;2;;;;;2
EZ;Brandwise B.V.;;;4;;;;;4
EZ;Braveheart Shipping B.V.;;;2;;;;;2
EZ;Bregman Advisering B.V.;;;2;;;;;2
EZ;Breijer Contractonderhoud B.V.;;;1;;;;;1
EZ;Bright Alley Knowledge & Learning B.V.;;;2;;;;;2
EZ;Brink Management/Advies;;;2;;;;;2
EZ;Brinkmann Consultancy;;;2;;;;;2
EZ;BRO;;;4;;;;;4
EZ;Bruggink & vd Velden Advocaten. Bel.adv. B.V.;;;2;;;;;2
EZ;Brunel Nederland B.V.;;;;;2;;;2
EZ;Brusse Expertisecentrum Nieuwe Landgoederen;;;1;;;;;1
EZ;Brussee Van Dun & Partners;;;;;2;;;2
EZ;BSI Group The Netherlands B.V.;;;1;;;;;1
EZ;BT Nederland N.V.;2;;;;;;;2
EZ;BT Professional Services Nederland B.V.;7;;4;;;2;;7
EZ;Bubbles Company B.V.;;;1;;;;;1
EZ;Buck Consultants International;;;2;;;;;2
EZ;Buck Consultants International B.V.;;;2;;;;;2
EZ;BuildDesk Benelux B.V.;;;2;;;;;2
EZ;Building Vision B.V.;;;2;;;;;2
EZ;Buildsight B.V.;;;3;;;;;3
EZ;Bureau Bartels B.V.;;;2;;;;;2
EZ;Bureau Berdt;;;1;;;;;1
EZ;Bureau Buitenkans;;;3;;;;;3
EZ;Bureau De Heer;;;3;;;;;3
EZ;Bureau Dirk Hilbers;;;2;;;;;2
EZ;Bureau Drift;;;1;;;;;1
EZ;Bureau Leeters;;;2;;;;;2
EZ;Bureau Mozaiek;;;2;;;;;2
EZ;Bureau Onderweg;;;1;;;;;1
EZ;Bureau Tromp B.V.;;;2;;;;;2
EZ;Bureau Van de Wetering;;;3;;;;;3
EZ;Bureau van Dijk Electronic Publishing B.V.;;;2;;;;;2
EZ;Bureau Veldkamp;;;2;;;;;2
EZ;Bureau Waardenburg B.V.;;;4;;;;;4
EZ;Buro Blink B.V.;;;3;;;;;3
EZ;Buro del Rey;;;1;;;;;1
EZ;Buro MW;;;2;;;;;2
EZ;Burosa;;;1;;;;;1
EZ;Business;;;1;;;;;1
EZ;Business Openers B.V.;;;1;;;;;1
EZ;Busser producties;;;1;;;;;1
EZ;Byte B.V.;;;1;;;;;1
EZ;C.B.A. Kronenburg B.V.;;;1;;;;;1
EZ;C.N. Min Beheer B.V.;;;1;;;;;1
EZ;Café Restaurant Land- en Zeezicht;;;1;;;;;1
EZ;Café-Restaurant De Plantage B.V.;;;1;;;;;1
EZ;Café-Restaurant Visafslag B.V.;;;1;;;;;1
EZ;Cailin Partners;;;2;;;;;2
EZ;Campus Deltion College;;;2;;;;;2
EZ;Can you imagine;;;2;;;;;2
EZ;Capgemini Nederland B.V.;5;;3;;;;;6
EZ;Capgemini Nederland BV;;;1;;;;;1
EZ;CapitalP B.V.;;;7;;;;;7
EZ;Capra advocaten;;;1;;1;;;1
EZ;Capricorn Projekt B.V.;;;2;;;;;2
EZ;Carat Nederland B.V.;;;3;1;;;;3
EZ;Carlson Wagonlit Travel;;;1;;;;;1
EZ;Carnegie Consult B.V.;;;3;;;;;3
EZ;Carwei Communications;;;3;;;;;3
EZ;CBD;;;1;;;;;1
EZ;CBS Solutions;;;2;;;3;;3
EZ;cc:K;;;3;;;;;3
EZ;CE Delft;;;5;;;;;5
EZ;Cees van Casteren;;;4;;;;;4
EZ;Cees Vulto Consulting B.V.;;;1;;;;;1
EZ;CelSian Glass & Solar B.V.;;;2;;;;;2
EZ;Centraal Boekhuis B.V.;;;1;;;;;1
EZ;Central Veterinary Institute of Wageningen UR;;;2;;;;;2
EZ;Certifield International;;;4;;;;;4
EZ;CertiQ B.V.;;;3;;;;;3
EZ;CGI Nederland B.V.;;;3;;;2;;3
EZ;CHEN Aanbestedingsadvies;;;1;;;;;1
EZ;Chinees Restaurant 'Paradijs';;;1;;;;;1
EZ;Chirppoint;;;2;;;;;2
EZ;Chris Westra Consulting B.V.;;;2;;;;;2
EZ;Christelijke Hogeschool Windesheim;;;4;;;;;4
EZ;Chromosoom;;;1;;;;;1
EZ;CIBIT Adviseurs/Opleiders;2;;;;;;;2
EZ;CIBT Netherlands;;;1;;;;;1
EZ;Ciezo B.V.;;;1;;;;;1
EZ;Cimsolutions;7;;;;;;;7
EZ;Cinop Advies B.V.;;;2;;;;;2
EZ;Citaat V.O.F.;;;2;;;;;2
EZ;Citadel Consulting;;;1;;;;;1
EZ;Citigate First Financial B.V.;;;1;;;;;1
EZ;Clear Conduct B.V.;;;2;;;;;2
EZ;Climatic Design Consult;;;2;;;;;2
EZ;Clipit News B.V.;;;1;;;;;1
EZ;CLM Onderzoek en Advies B.V.;;;3;;;;;3
EZ;clothing connect B.V.;;;3;;;;;3
EZ;CloudVPS;;;1;;;;;1
EZ;CMS Derks Star Busmann;;;1;;2;;;2
EZ;Co.;;;1;;;;;1
EZ;Co.-Motion Consult;;;3;;;;;3
EZ;CoÃ¶rdesign B.V.;2;;;;;;;2
EZ;Coastal & Marine Union;;;1;;;;;1
EZ;Communicatie Bureau Podium B.V.;;;2;;;;;2
EZ;Communicatiebureau De Lynx;;;2;;;1;;2
EZ;Communitas;;;1;;;;;1
EZ;Compass-Group Nederland BV;;;1;;;;;1
EZ;Computer Plan B.V.;;;1;;;1;;1
EZ;Concept7 B.V.;;;2;;;1;;2
EZ;Concepts To Go;;;2;;;;;2
EZ;Concorde Group B.V.;;;2;;;;;2
EZ;ConFusion Matching;;;1;;;;;1
EZ;Connecting Agri & Food B.V.;;;1;;;;;1
EZ;Connexxion Holding N.V.;;;2;;;;;2
EZ;Connexxion Taxi Services B.V.;;;2;;;;;2
EZ;ConPuls;;;2;;;;;2
EZ;Conquaestor B.V.;2;;2;;;;;2
EZ;CONSENS Advies B.V.;;;2;;;;;2
EZ;Conservation Consultancy Steven de Bie;;;1;;;;;1
EZ;Consultancy Bureau Santema;;;1;;;;;1
EZ;Continea;;;1;;;;;1
EZ;Control Union Certifications B.V.;;;1;;;;;1
EZ;Conversion Company B.V.;;;2;;;;;2
EZ;Cook Inn catering;;;1;;;;;1
EZ;Coöperat. Ver. Nuttig Landschap Nederland UA;;;2;;;;;2
EZ;Coöperatie ACS partners UA;;;1;;;;;1
EZ;coöperatie ADMONDO UA;2;;;;;;;2
EZ;Coöperatie Agrimaco UA;;;1;;;;;1
EZ;Coöperatie De Betekenaar UA;;;1;;;;;1
EZ;Coöperatie Dutch Creative Industries UA;;;3;;;;;3
EZ;Coöperatief Congrestolkensecretariaat UA;;;1;;;;;1
EZ;Coöperatieve Circle Economy UA;;;5;;;;;5
EZ;Coöperatieve Rabobank Peelland Zuid UA;;;1;;;;;1
EZ;Coöperatieve Rabobank UA;;;2;;;;;2
EZ;Coöperatieve vereniging OpenGeoGroep UA;;;2;;;;;2
EZ;Coppens Advies;;;1;;;;;1
EZ;Cormet Schoolcatering B.V.;;;1;;;;;1
EZ;Corps 3 op twee B.V.;;;2;;;2;;2
EZ;COT Inst. voor Veil.h.- & Crisismanagem. B.V.;;;1;;;;;1
EZ;Courage, Stichting Innovatie Rundveehouderij;;;4;;;;;4
EZ;Covision Management Consulting B.V.;;;2;;;;;2
EZ;Cownexxion;;;3;;;;;3
EZ;Creatz;;;1;;;;;1
EZ;CREM B.V.;;;5;;;;;5
EZ;Crimson Architectural Historians;;;2;;;;;2
EZ;Crop-r B.V.;;;3;;;;;3
EZ;Crosstree;;;1;;;;;1
EZ;Crowfield Consulting;;;1;;;;;1
EZ;CWTS;;;2;;;;;2
EZ;D.B. van den Brink;;;1;;;;;1
EZ;D.J. de Jong;;;1;;;;;1
EZ;D.K.J. Tommel Adv., Directievoer. & Toez.;;;2;;;;;2
EZ;Daccle B.V.;;;2;;;;;2
EZ;Damen Drukkers B.V.;;;1;;;;;1
EZ;DamenVanDeventer B.V.;;;1;;;;;1
EZ;Dammers Interaction;;;3;;;;;3
EZ;Damso Korean Restaurant;;;1;;;;;1
EZ;Dankers Coastal Zone Management;;;1;;;;;1
EZ;Daphna Laurens V.O.F.;;;2;;;;;2
EZ;Darryll Atema Fotografie en Beeldbewerking.;;;1;;;;;1
EZ;Dataplus Netherlands B.V.;;;;;;2;;2
EZ;David Redeker Comminicatieadviseur;;;1;;;;;1
EZ;De Argumentenfabriek B.V.;;;3;;;;;3
EZ;De Baaij, Verbeeten & Partners B.V.;;;4;;;;;4
EZ;de boer communicatie;;;1;;;;;1
EZ;De Booij Express;;;1;;;;;1
EZ;De Booij Party en Congresarchitekten;;;1;;;;;1
EZ;De Brasserie;;;1;;;;;1
EZ;De Broodfabriek B.V.;;;2;;;;;2
EZ;De Drie Musketiers B.V.;2;;;;;;;2
EZ;De Galan Groep B.V.;2;;5;1;;5;;6
EZ;De Groene Zaak, Ond. voor een Duurz. Economie;;;5;;;;;5
EZ;De Haagse Hogeschool;;;2;;;;;2
EZ;de Heer Projecten;;;1;;;;;1
EZ;De Heus Opleidingsconsultancy;;;3;;;;;3
EZ;De investeringsmaatschappij;;;2;;;;;2
EZ;De Karpendonkse Hoeve B.V.;;;1;;;;;1
EZ;De Klantcontact Monitor B.V.;;;2;;;;;2
EZ;De Kleijn Energy Consulting B.V.;;;2;;;;;2
EZ;De Koperen Tuin B.V.;;;1;;;;;1
EZ;De Laar B.V.;;;1;;;;;1
EZ;De Lof der Zotheid (Lords);;;1;;;;;1
EZ;de Melker & Partners B.V.;;;1;;;;;1
EZ;De Merkplaats B.V.;;;1;;;;;1
EZ;De Natuurverdubbelaars;;;1;;;;;1
EZ;De Nederlands-Vlaamse Bouwfysica Vereniging;;;1;;;;;1
EZ;De Nieuwe Lijn B.V.;;;2;;;;;2
EZ;De Onderzoekspartner;;;2;;;;;2
EZ;De Produktiewinkel B.V.;;;3;;;;;3
EZ;De Pudding;;;1;;;;;1
EZ;De Resolutie Utrecht B.V.;;;1;;;;;1
EZ;De schaal van Kampen;;;2;;;;;2
EZ;De Seedykstertoer;;;1;;;;;1
EZ;De Tombe Consultancy B.V.;;;1;;;;;1
EZ;De Twee Hanen;;;1;;;;;1
EZ;De Utrechtse Haven B.V.;;;1;;;;;1
EZ;De Utrechtse Watertoren B.V.;;;1;;;;;1
EZ;De Vlinderstichting;;;2;;;;;2
EZ;De Voort Advocaten  Mediators;;;1;;;;;1
EZ;De Weesper Koe;;;1;;;;;1
EZ;de Wijkondernemer;;;1;;;;;1
EZ;De Wijkplaats B.V.;;;2;;;;;2
EZ;De Zaak Emmerik B.V.;;;3;;;;;3
EZ;De Zevensprong Coöperatie UA;;;2;;2;;2;3
EZ;Decisio B.V.;;;2;;;;;2
EZ;Decoded;;;2;;;;;2
EZ;Deep B.V.;;;6;;;;;6
EZ;Deerns Nederland B.V.;;;2;;;;;2
EZ;DEKRA Certification B.V.;;;1;;;;;1
EZ;Deloitte Accountants;;;;;;;2;2
EZ;Deloitte Consulting B.V.;;;5;;;6;;6
EZ;Deloitte Risk Advisory B.V.;;;3;;;;;3
EZ;Delphy B.V.;;;3;1;;;;3
EZ;Deltalinqs;;;1;;;;;1
EZ;Demi Sec;;;1;;;;;1
EZ;Den Haag Centrum v. Strategische Studies B.V.;;;5;;;;;5
EZ;Department of the Future B.V.;;;1;;;;;1
EZ;Derix Tekstproducties;;;2;;;;;2
EZ;design#code;;;2;;;;;2
EZ;DesignThinkers;;;1;;;;;1
EZ;DesignThinkers B.V.;;;3;;;;;3
EZ;Det Norske Veritas B.V.;;;1;;;;;1
EZ;Det Norske Veritas Certification BV;;;1;;;;;1
EZ;DeWerking;;;1;;;;;1
EZ;DGB B.V.;;;1;;;;;1
EZ;DGMR Raadgevende Ingenieurs B.V.;;;4;;;;;4
EZ;DGMR Software B.V.;;;2;;;;;2
EZ;DhUET Duurzaam Ontwikkelen;;;2;;;;;2
EZ;DHV B.V.;;;1;;;;;1
EZ;DHV Holding B.V.;;;7;;;;;7
EZ;Dialogic Holding B.V.;;;2;3;;;;3
EZ;Dialogic Innovatie & Interactie;;;4;;;;;4
EZ;Dialogic Innovatie & Interactie B.V.;;;3;;;;;3
EZ;Dierenartsenpraktijk Schiffelers;;;1;;;;;1
EZ;Dierenkliniek Stapel & Haanebeek;;;1;;;;;1
EZ;Dietz Dröge & van Loo B.V.;;;2;;;;;2
EZ;DIG - Design Innovation Group B.V.;;;3;;;;;3
EZ;Digit Holding B.V.;;;1;;;;;1
EZ;Digital Action;;;1;;;;;1
EZ;Direct Teleservice B.V.;;;;1;;;;1
EZ;Dirks Water Advisory Services;;;2;;;;;2
EZ;DLV Intensief Advies B.V.;;;1;;;;;1
EZ;DNV GL Generators B.V.;;;4;;;;;4
EZ;Doekle Terpstra Advies;;;4;;;;;4
EZ;DOFCO Beheer B.V.;;;1;;;;;1
EZ;Donki Gotte;;;1;;;;;1
EZ;DoornRoos Imagineers;;;1;;;;;1
EZ;Dopper;;;1;;;;;1
EZ;Douw & Koren;;;1;;;;;1
EZ;Douw & Koren B.V.;;;1;;;;;1
EZ;Down to Earth B.V.;;;2;;;;;2
EZ;DPA Finance B.V.;1;;3;;;;3;4
EZ;DPI Animation House B.V.;;;1;;;;;1
EZ;Dr. van Haeringen Laboratorium B.V.;;;1;;;;;1
EZ;DR3 B.V.;;;1;;;;;1
EZ;Drentea Kantoormeubelen;;;;;;1;;1
EZ;Driebit B.V.;;;2;;;;;2
EZ;Driebit Hosting B.V.;;;1;;;;;1
EZ;Driven By Values B.V.;;;2;;;;;2
EZ;Dröge&V. Drimmelen, Corp.Comm.&Publ.Aff. B.V.;;;3;;;;;3
EZ;Drs. Jan P. Servaas, Market. Managem. Cons.;;;1;;;;;1
EZ;Druk - Print Sliedrecht;;;1;;;;;1
EZ;Du Baj;;;1;;;;;1
EZ;DucaRes B.V.;;;1;;;;;1
EZ;Dudok Den Haag B.V.;;;1;;;;;1
EZ;Duke Faunabeheer;;;1;;;;;1
EZ;Dun & Bradstreet B.V.;;;3;;;;;3
EZ;Dutch Digital Agencies (DDA);;;3;;;;;3
EZ;Dutch Operat. Train. Equipm. Services (DOTES);;;1;;;;;1
EZ;Duurzaam Vooruit;;;2;;;;;2
EZ;DuurzaamGebouw B.V.;;;2;;;;;2
EZ;Duurzaamheid4all;;;2;;;;;2
EZ;Duurzame Energieproductie Exloërmond B.V.;;;2;;;;;2
EZ;Duvedec Europe B.V.;;;2;;;;;2
EZ;DWA Installatie- en energieadvies;;;1;;;;;1
EZ;E & M Exportmanagement B.V.;;;2;;;;;2
EZ;E4 Consulting;;;2;;;;;2
EZ;E4S Consult B.V.;;;2;;;;;2
EZ;Eazie, Restaurant/Café;;;1;;;;;1
EZ;EcoChain Technologies B.V.;;;2;;;;;2
EZ;Ecofys Netherlands B.V.;;;5;;;;;5
EZ;Eco-movement B.V.;;;2;;;;;2
EZ;Economic Point of View B.V.;;;2;;;;;2
EZ;Economisch Adviesburo De Schepper;;;2;;;;;2
EZ;Ecorys B.V.;;;1;;;;;1
EZ;ECORYS Nederland B.V.;;;6;;;;;6
EZ;Ecorys Rutten Advies;;;4;;;;;4
EZ;Ecospace;;;2;;;;;2
EZ;EDC Environmental & Dredging Consultancy;;;3;;;;;3
EZ;E-Democracy B.V.;;;1;;;;;1
EZ;Eduard Voorn Communicatie;;;1;;;;;1
EZ;Educore B.V.;;;1;;;;;1
EZ;Edwin Mooibroek Media;;;1;;;;;1
EZ;Eetcafe De Fabriek;;;1;;;;;1
EZ;Efectis Nederland B.V.;;;1;;;;;1
EZ;Effectory B.V.;;;2;;;;;2
EZ;EG Media;;;1;;;;;1
EZ;EGC advies;;;1;;;;;1
EZ;EGG creation;;;1;;;;;1
EZ;Eggink van Manen B.V.;;;1;;;;;1
EZ;Eiffel B.V.;2;;;;;;;2
EZ;Eigeman-ID;;;1;;;;;1
EZ;Elannet B.V.;;;2;;;;;2
EZ;Elzinga & Oterdoom Procesmanagement;;;3;;;;;3
EZ;EMC/ESD VERENIGING;;;1;;;;;1
EZ;EMMA Communicatie B.V.;;;5;;;;;5
EZ;Emodz B.V.;;;2;;;;;2
EZ;EMSA Emerging Markets Africa;;;1;;;;;1
EZ;EN Stassen;;;1;;;;;1
EZ;Enclude B.V.;;;2;;;;;2
EZ;Endre Timar;;;1;;;;;1
EZ;Enerdeco B.V.;;;1;;;;;1
EZ;Energeia B.V.;;;1;;;;;1
EZ;Energetic Solutions B.V. i.o.;;;2;;;;;2
EZ;Energie ambassadeur;;;2;;;;;2
EZ;Energieonderzoek Centrum Nederland;;;6;;;;;6
EZ;enerGQ B.V.;;;1;;;;;1
EZ;Energy Circle B.V.;;;2;;;;;2
EZ;Energy Delta Institute B.V.;;;4;;;;;4
EZ;Energy Engin. Solutions (EES) Holland B.V.;;;3;;;;;3
EZ;Energy Indeed;;;2;;;;;2
EZ;Energy Matters;;;2;;;;;2
EZ;Enof creatieve communicatie B.V.;;;1;;;;;1
EZ;Entocare C.V.;;;1;;;;;1
EZ;Entopic B.V.;;;;;;4;;4
EZ;Entry Technology Holding B.V.;;;2;;;;;2
EZ;Enviu B.V.;;;2;;;;;2
EZ;EOM Data Solutions B.V.;;;;;;4;;4
EZ;Eric Luiten;;;4;;;;;4
EZ;Erik Loots AV;;;1;;;;;1
EZ;Ernst & Young Accountants LLP;;;5;;;;;5
EZ;ERS Railways B.V.;;;2;;;;;2
EZ;ETC Nederland B.V.;;;1;;;;;1
EZ;Eternal Sun;;;1;;;;;1
EZ;Eur. Regional Affairs Consultants (Erac) B.V.;;;2;;;;;2
EZ;Eurobras Trading;;;4;;;;;4
EZ;Euroconsult Mott MacDonald B.V.;;;2;;;;;2
EZ;Eurofins Agro Testing Wageningen B.V.;;;1;;;;;1
EZ;EuroFoodLink;;;1;;;;;1
EZ;Europees Dashboard Instituut;;;2;;;;;2
EZ;Eurotext Vertaalbureau Leidschendam;;;1;;;;;1
EZ;EV Consult B.V.;;;2;;;;;2
EZ;EVConsult B.V.;;;2;;;;;2
EZ;Event Medical Service B.V.;;;1;;;;;1
EZ;Eventco;;;1;;;;;1
EZ;Everest B.V.;;;;;;1;;1
EZ;Everest Energy B.V.;;;2;;;;;2
EZ;Everts & De Vries Ecol. Advies en Onderzoek;;;1;;;;;1
EZ;Everybody Likes Penguins;;;3;;;;;3
EZ;Evidente;;;1;;;;;1
EZ;Evite Services B.V.;;;2;1;;;;3
EZ;Exact Software Nederland B.V.;;;;;;1;;1
EZ;EXED B.V.;;;1;;;;;1
EZ;Exergy Business Development and Consultancy;;;1;;;;;1
EZ;Expand Online B.V.;;;3;;;;;3
EZ;Experience;;;2;;;;;2
EZ;Exploitatiemij. Grand Hotel Karel V B.V.;;;1;;;;;1
EZ;Expo Display Service;;;1;;;;;1
EZ;Extend Limits;;;1;;;;;1
EZ;F. Tel Beheer & Consultancy B.V.;;;1;;;;;1
EZ;Fabrique Communicatie en Design;;;2;;;;;2
EZ;FactorVeermans Trainingsacteurs B.V.;;;2;;;;;2
EZ;FairClimateFund;;;1;;;;;1
EZ;Farm Visit;;;1;;;;;1
EZ;Farmarts B.V.;;;1;;;;;1
EZ;Fashion Production Solutions;;;4;;;;;4
EZ;Fast Moving Targets;;;2;;;;;2
EZ;Federatie Ned. Rubber- en Kunststofindustrie;;;2;;;;;2
EZ;Federatie Nederlandse Levensmiddel. Industrie;;;3;;;;;3
EZ;Federatie Textielbeheer Nederland;;;4;;;;;4
EZ;Ferm P&O-advies en interimmanagement B.V.;;;1;;;;;1
EZ;Ferro Explore B.V.;;;2;;;;;2
EZ;Fier B.V.;;;2;;;;;2
EZ;Fietspunt B.V.;;;1;;;;;1
EZ;Filum Proces- en Projectmanagement;;;3;;;;;3
EZ;Firma Drieco;;;1;;;;;1
EZ;Fiselier Communicatie;;;;2;;;;2
EZ;Five Spices B.V.;;;3;;;;;3
EZ;Fleurop-Interflora Nederland B.V.;;;1;;;;;1
EZ;FlexBase B.V.;;;1;;;;;1
EZ;Floor Oudshoorn;;;2;;;;;2
EZ;FloraHolland;;;1;;;;;1
EZ;Flow Resulting B.V.;;;1;;;;;1
EZ;Flowcanto;;;2;;;;;2
EZ;FlowerWatch B.V.;;;2;;;;;2
EZ;Fluvius Projects;;;2;;;;;2
EZ;Fodis;;;1;;;;;1
EZ;follows.data.nl;;;2;;;;;2
EZ;Fondsenbeheer Nederland B.V.;;;2;;;;;2
EZ;Food & Biobased Research;;;3;;;;;3
EZ;Food Cabinet B.V.;;;4;;;;;4
EZ;FoodVentures B.V.;;;2;;;;;2
EZ;Foreco Dalfsen B.V.;;;1;;;;;1
EZ;Forestry Service;;;2;;;;;2
EZ;Forrester Research B.V.;1;;;;;;;1
EZ;Fotografie : Paul Voorham;;;1;;;;;1
EZ;Fotografie Hans de Lijser;;;1;;;;;1
EZ;Fotografie Jurgen Huiskes;;;1;;;;;1
EZ;Four C Management B.V.;;;1;;;;;1
EZ;Fraai Projecten B.V.;;;3;;;;;3
EZ;Franje Feesten;;;2;;;;;2
EZ;Frans Visser Communicatie;;;1;;;;;1
EZ;Freedom Scientific Benelux B.V.;1;;;;;;;1
EZ;FreedomLab B.V.;;;2;;;;;2
EZ;Frequin Producties;;;1;;;;;1
EZ;Frits H. Emmerik Concept & Copy;;;1;;;;;1
