Ministerie;Leveranciers;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
EZ;Fronteer Strategy B.V.;;;1;;;;;1
EZ;Fruit Consultancy Europe B.V.;;;2;;;;;2
EZ;Fruitmoment;;;1;;;;;1
EZ;Fugro Engineers B.V.;;;7;;;;;7
EZ;Fugro GeoServices B.V.;;;2;;;;;2
EZ;Fugro Survey B.V.;;;7;;;;;7
EZ;Futurevision;;;1;;;;;1
EZ;FutureWater;;;2;;;;;2
EZ;G.H. Heusinkveld;;;1;;;;;1
EZ;G4S Services;;;3;;;;;3
EZ;GaiaPark B.V.;;;4;;;;;4
EZ;Gartner Nederland B.V.;4;;;;;;;4
EZ;Gasterij Stadzigt;;;1;;;;;1
EZ;Gasunie Engineering B.V.;;;2;;;;;2
EZ;Gbned;;;3;;;;;3
EZ;Geelen Infinitus Energy Solutions;;;2;;;;;2
EZ;Gelderblom Ontwikkeling En Duurzaamheid;;;1;;;;;1
EZ;GEN B.V.;;;2;;;;;2
EZ;Genius Groups;;;3;;;;;3
EZ;GenomeScan B.V.;;;3;;;;;3
EZ;Geocontrol;;;2;;;;;2
EZ;Geocycli B.V.;;;2;;;;;2
EZ;Geodan B.V.;;;;;;1;;1
EZ;Geodev B.V.;;;3;;;;;3
EZ;GeoFort Exploitatie B.V.;;;1;;;;;1
EZ;Geonius Geotechniek B.V.;;;3;;;;;3
EZ;Geschreven en Gedrukt;;;1;;;;;1
EZ;Gesprek in Beweging;;;1;;;;;1
EZ;Gezondheidsdienst voor Dieren;;;7;;;;;7
EZ;GfK;;;4;;;;;4
EZ;GfK Intomart B.V.;;;2;;;;;2
EZ;GFM Decorations B.V.;;;1;;;;;1
EZ;GGN Van Mastrigt & Partners;;;;;;;3;3
EZ;GGN Zuid-West en Midden Nederland B.V.;;;;;;;1;1
EZ;GH+O;;;2;;;;;2
EZ;Gideon Consult B.V.;;;5;;;;;5
EZ;Gielissen's Bedrijven B.V.;;;5;;;;;5
EZ;Gilde Utrecht;;;1;;;;;1
EZ;Gimaris;;;4;;;;;4
EZ;GL events World Forum Convention Center B.V.;;;6;;;;;6
EZ;Glaswerk Gouda;;;1;;;;;1
EZ;Global Intelligence Alliance Benelux B.V.;;;2;;;;;2
EZ;Globalink Consulting;;;3;;;2;;3
EZ;Globally Cool B.V.;;;6;;;;;6
EZ;GLOEI Coöperatie UA;;;2;;;;;2
EZ;Gloudemans;;;2;;;;;2
EZ;GMP+ International B.V.;;;2;;;;;2
EZ;GMSP B.V.;;;2;;;;;2
EZ;Go! Good Opportunity;;;3;;;;;3
EZ;Goan Peng International;;;1;;;;;1
EZ;Goeie Dingen Doen;;;1;;;;;1
EZ;Goeije Communicatie;;;2;;;;;2
EZ;Gordian Logistic Experts B.V.;;;2;;;;;2
EZ;Goud & Wijs;;;2;;;;;2
EZ;Graydon Incasso B.V.;;;;;;;1;1
EZ;Green Bridges Advies;;;2;;;;;2
EZ;Green Dream Productions B.V.;;;3;;;;;3
EZ;Greenport Holland;;;5;;;;;5
EZ;GreenQ B.V.;;;4;;;;;4
EZ;Greenvis B.V.;;;2;;;;;2
EZ;Gridline B.V.;;;;;;1;;1
EZ;GripNet B.V.;;;1;;;;;1
EZ;Groeisaam;;;2;;;;;2
EZ;Groen Geregeld;;;2;;;;;2
EZ;Groene Vaert B.V.;;;3;;;;;3
EZ;Groeneveld;;;1;;;;;1
EZ;Groeneveld Horeca B.V.;;;1;;;;;1
EZ;Groenewegen Ecologie;;;1;;;;;1
EZ;Grontmij N.V.;;;4;;;;;4
EZ;Grontmij Nederland B.V.;4;;5;;;2;;6
EZ;Grontmij Noord BV;;;3;;;;;3
EZ;Groothuizen Assist;;;2;;;;;2
EZ;Grotenhuis Organisatieadvies B.V.;;;1;;;;;1
EZ;GroupMapping Holding B.V.;;;3;;;;;3
EZ;GTM-Advanced Structures B.V.;;;1;;;;;1
EZ;Guido Ypenburg advies;;;1;;;;;1
EZ;Gupta Strategists B.V.;;;3;;;;;3
EZ;Gyrinus Advies;;;4;;;;;4
EZ;H&N Communicatie B.V.;;;2;2;;;;2
EZ;H.B. Banket B.V.;;;1;;;;;1
EZ;H/O Bastiaan Heus Fotografie;;;1;;;;;1
EZ;H2Oost;;;1;;;;;1
EZ;Haan Totaal Reklame B.V.;;;1;;;;;1
EZ;Hackwerk Advies;;;3;;;;;3
EZ;Haka Prins;;;;;;1;;1
EZ;Halliard;;;3;;;;;3
EZ;Hans Roggen Fotografie;;;1;;;;;1
EZ;Hans Vos Advies;;;2;;;;;2
EZ;Happy Meat B.V.;;;1;;;;;1
EZ;HappyCustomers Midden NL B.V.;;;1;;;;;1
EZ;Harmelink Consulting & Projectmanagement;;;1;;;;;1
EZ;Harmsen Consultancy B.V.;;;2;;;;;2
EZ;Haseltine Lake LLP;;;1;;;;;1
EZ;Haskoning Nederland;;;2;;;;;2
EZ;HaskoningDHV Nederland B.V.;;;4;;;;;4
EZ;HCP international;;;2;;;;;2
EZ;HDidee Advies & coaching;;;1;;;;;1
EZ;Head Office Nederland B.V.;;;;3;;;;3
EZ;HeadFirst B.V.;9;;5;;;8;;9
EZ;HEC B.V.;3;;2;;;;;4
EZ;Heijkoop Beheer en Advies B.V.;;;1;;;;;1
EZ;Henk Bouwmeester, Tekstschrijver;;;1;;;;;1
EZ;Hermess B.V.;;;3;;;;;3
EZ;Hertenhouderij 't Keerpunt;;;2;;;;;2
EZ;Het Kabinet, Eten en Drinken;;;1;;;;;1
EZ;Het NIC B.V.;;;2;;;;;2
EZ;Het Notuleercentrum B.V.;;;;;1;;;1
EZ;Het Pleidooi;;;1;;;;;1
EZ;Het Prentenkabinet;;;1;;;;;1
EZ;Het Stormt B.V.;;;2;;;;;2
EZ;Het Wapen van Willemstad V.O.F.;;;1;;;;;1
EZ;Hezelburcht B.V.;;;1;;;;;1
EZ;Hilbrands Laboratorium B.V.;;;1;;;;;1
EZ;Hilhorst Grafische Vormgeving B.V.;;;1;;;;;1
EZ;HIMC Tax;;;1;;;;;1
EZ;HKV Lijn in Water B.V.;;;2;;;;;2
EZ;HMC-Advies;;;2;;;;;2
EZ;Hoefsloot Software;;;2;;;;;2
EZ;Hoffmann Bedrijfsrecherche B.V.;;;1;;;;;1
EZ;Hofstede de Nieuwe Ham B.V.;;;1;;;;;1
EZ;Hogeschool van Amsterdam;;;1;;;;;1
EZ;Hokra B.V.;;;1;;;;;1
EZ;Holland Promotion B.V.;;;1;;;;;1
EZ;Holland Reklame en Standbouw B.V.;;;1;;;;;1
EZ;Holland Solar;;;2;;;;;2
EZ;Hoogstraat Productions B.V.;;;2;;;;;2
EZ;Horeca Exploitatie Maatschappij Berlage B.V.;;;1;;;;;1
EZ;Horizon Marktonderzoek;;;2;;;;;2
EZ;Horvat & Partners B.V.;;;2;;;;;2
EZ;Hospitality Consultants B.V.;;;1;;;;;1
EZ;Hotel Breukelen;;;1;;;;;1
EZ;Hotel Contact B.V.;;;3;;;;;3
EZ;Hotel De Bilderberg;;;2;;;;;2
EZ;Hotel De Plataan B.V.;;;1;;;;;1
EZ;Hotel Emma B.V.;;;1;;;;;1
EZ;Hotel Exploitatie Huisduinen B.V.;;;1;;;;;1
EZ;Hotel Mitland;;;1;;;;;1
EZ;Hotel van Walsum B.V.;;;1;;;;;1
EZ;Hotel Zaanstad B.V.;;;1;;;;;1
EZ;Hotel-Café-Restaurant 'W.E.E.V.A.';;;1;;;;;1
EZ;Houthoff Buruma België B.V.;;;1;;;;;1
EZ;HPVL Consult;;;2;;;;;2
EZ;HTA Software;;;2;;;;;2
EZ;HTM Personenvervoer N.V.;;;1;;;;;1
EZ;Huize Bergen B.V.;;;1;;;;;1
EZ;Huize Molenaar B.V.;;;1;;;;;1
EZ;Hulskamp Audiovisueel Zwolle;;;2;;;;;2
EZ;Huygen Ingenieurs & Adviseurs B.V.;;;2;;;;;2
EZ;HVR PA/PR;;;2;;;;;2
EZ;Hygear B.V.;;;1;;;;;1
EZ;I & O Research B.V.;;;2;2;;;;2
EZ;I2L, instituut voor innovatie en leren;;;2;;;;;2
EZ;Ibis Den Haag City Centre;;;1;;;;;1
EZ;IBM Nederland B.V.;7;;;;;;;7
EZ;ICC Ned., Ond. v. ICC, The World Bus. Organ.;;;1;;;;;1
EZ;ICI Business;;;4;;;;;4
EZ;ICO Communicatie;;;2;;;;;2
EZ;id&dn;;;2;;;;;2
EZ;IDTV Live360 B.V.;;;4;;;;;4
EZ;IES Asset Management;;;4;;;;;4
EZ;If Technology B.V.;;;2;;;;;2
EZ;IIW;;;3;;;;;3
EZ;IJB Geotechniek B.V.;;;1;;;;;1
EZ;IJB Groep B.V.;;;1;;;;;1
EZ;Imagine People;;;1;;;;;1
EZ;Imagro B.V.;;;2;;;2;;2
EZ;IMARES;;;4;;;;;4
EZ;IMC Organisatie Personeel Subsidie B.V.;;;2;;;;;2
EZ;Im-mkb;;;1;;;;;1
EZ;Impactive;;;3;;;;;3
EZ;ImpactReporters;;;2;;;;;2
EZ;Impeccable Communicatie Evenementen;;;2;;;;;2
EZ;In de Keten B.V.;;;2;;;;;2
EZ;In De Ruimte;;;1;;;;;1
EZ;In Goede Aarde B.V.;;;2;;;;;2
EZ;In Tempore B.V.;;;1;;;;;1
EZ;In Your Face Media;;;1;;;;;1
EZ;In2Content B.V.;;;2;;;;;2
EZ;in60seconds B.V.;;;3;2;;;;3
EZ;Incassobureau Plaggemars;;;;;;;1;1
EZ;Incredible Crowds B.V.;;;2;;;;;2
EZ;Indema;;;1;;;;;1
EZ;Industrial Energy  Experts B.V.;;;3;;;;;3
EZ;Information Resources B.V.;;;2;;;;;2
EZ;Inge Diepman B.V.;;;1;;;;;1
EZ;Ingenieursbur. Beton/Staalkonstr. Palte B.V.;;;1;;;;;1
EZ;INNAX bouwkundig adviseurs B.V.;;;2;;;;;2
EZ;Innopay NL B.V.;;;4;;;;;4
EZ;Innovero Software Solutions B.V.;;;1;;;;;1
EZ;Instituut Maatschappelijke Innovatie;;;1;;;;;1
EZ;Insyde B.V.;;;1;;;;;1
EZ;Inter Access B.V.;7;;;;;2;;7
EZ;Interactive Affairs B.V.;;;2;;;;;2
EZ;Intercultural Communication B.V.;;;2;;;;;2
EZ;Interjim;;;1;;;;;1
EZ;Interned Services;;;;;;1;;1
EZ;Intersafe Groeneveld B.V.;;;1;;;;;1
EZ;Interseco Investigations;1;;;;;;;1
EZ;Intomart GfK Group B.V.;;;1;;;;;1
EZ;Intraservice Dienstverlening B.V.;;;4;;;;;4
EZ;Intraval B.V.;;;3;;;;;3
EZ;Intrum Justitia Nederland B.V.;;;;;;;1;1
EZ;Invenier;;;;;;2;;2
EZ;iOnline Cloud B.V.;;;1;;;;;1
EZ;Ipsos B.V.;;;4;;;;;4
EZ;IS Mooi en Lekker!;;;1;;;;;1
EZ;Isafor;;;2;;;;;2
EZ;IT Management Group;;;1;;;;;1
EZ;ItaQ;7;;;;;5;;7
EZ;Itera B.V.;;;2;;;;;2
EZ;IT-Staffing Nederland B.V.;9;;7;;;7;;10
EZ;IVN Consultentschap Groningen;;;4;;;;;4
EZ;Ivo Broekhuizen Communicatie;;;2;;;;;2
EZ;J. Bossert Praktijkvennootschap;;;1;;;;;1
EZ;J.A. de Jonge Beheer B.V.;;;2;;;;;2
EZ;J.E.de Vries Advies;;;1;;;;;1
EZ;J.G. Schuurman Beheer B.V.;;;2;;;;;2
EZ;J.H.A.M. Rodenberg Beheer B.V.;;;1;;;;;1
EZ;J.P. van Soest-Advies voor Duurzaamheid B.V.;;;1;;;;;1
EZ;Jaarbeurs B.V.;;;2;;;;;2
EZ;Jachthaven Lauwersmeer B.V.;;;1;;;;;1
EZ;Jackie Works Copy-Concept-Content-Communicat.;;;1;;;;;1
EZ;Jacques van Schie;;;1;;;;;1
EZ;JAM;;;2;;;;;2
EZ;Ja-maar® B.V.;;;1;;;;;1
EZ;Jan Oosting consultancy;;;1;;;;;1
EZ;Jan Spit CS Delft;;;2;;;;;2
EZ;JanVonk Fotografie;;;1;;;;;1
EZ;JAR Advies B.V.;;;1;;;;;1
EZ;JC Consulting Attorney/Emissions Trading;;;1;;;;;1
EZ;JEM-ID;;;1;;;;;1
EZ;Jenrick Nederland B.V.;4;;;;;;;4
EZ;Jeroen van den Berg Consulting B.V.;;;1;;;;;1
EZ;Jinke van Dam Consultancy;;;2;;;;;2
EZ;JKC (Jolanda Kleij Collectie);;;1;;;;;1
EZ;JLT AudioVisual;;;1;;;;;1
EZ;J-OB - Joining Objectives;;;1;;;;;1
EZ;jobdronkers;;;2;;;;;2
EZ;JOE Global (Automotive) Support B.V.;;;4;;;;;4
EZ;joinjoni;;;1;;;;;1
EZ;Jonge Honden B.V.;;;3;;;;;3
EZ;JongeHonden 4 CVEE;;;1;;;;;1
EZ;Joost Pierrot Consultancy;;;3;;;;;3
EZ;Jos Cozijnsen;;;1;;;;;1
EZ;Jos Feijtel Interimmanagement en Advies;;;2;;;;;2
EZ;Jos Rademakers Ecologie en Ontwikkeling;;;1;;;;;1
EZ;JP van den Bent;;;1;;;;;1
EZ;JT Productions & Events;;;1;;;;;1
EZ;Jules Dock Consultancy B.V.;;;2;;;;;2
EZ;Jungle Minds B.V.;;;4;;;;;4
EZ;Juricas B.V.;;;1;;;;;1
EZ;JVDT B.V.;;;1;;;;;1
EZ;KaapZ B.V.;;;1;;;;;1
EZ;Kade Communicatie;;;;2;;;;2
EZ;Kamerbeek Producties;;;1;;;;;1
EZ;Kasteelpark Born;;;2;;;;;2
EZ;KB Agro;;;2;;;;;2
EZ;KBBa B.V.;;;2;;;;;2
EZ;Kega Holding Company B.V.;;;2;;;;;2
EZ;KELSEY'S o.o.m. B.V.;;;2;;;;;2
EZ;KEMA;;;6;;;;;6
EZ;KEMA Nederland B.V.;;;4;;;;;4
EZ;Kern Konsult B.V.;;;2;;;;;2
EZ;Kettlitz Wulfse Verzekeringen B.V.;;;3;;;;;3
EZ;Keygene N.V.;;;2;;;;;2
EZ;Kinetic Vision;;;1;;;;;1
EZ;Kingsquare B.V.;;;1;;;;;1
EZ;Kirkman Company B.V.;;;1;;;;;1
EZ;Kiwa Nederland B.V.;;;1;;;;;1
EZ;Kleijnen Communicatie B.V.;;;2;;;;;2
EZ;Klein Holkenborg Management;;;2;;;;;2
EZ;Klinckenberg Consultants B.V.;;;1;;;;;1
EZ;Kloppenburg Beheer B.V.;;;1;;;;;1
EZ;Klus- en Schoonmaakbedrijf Maastricht;;;1;;;;;1
EZ;Kobalt Media Nederland B.V.;;;2;;;;;2
EZ;Koek en Ei;;;1;;;;;1
EZ;Koers Juridisch Advies;;;1;;;;;1
EZ;Kon. Nederl. Instituut voor Onderzoek der Zee;;;2;;;;;2
EZ;Konings/Van Dijk;;;2;;;;;2
EZ;Koninklijk Instituut van Ingenieurs;;;1;;;;;1
EZ;Koninklijk Instituut voor de Tropen;;;2;;;;;2
EZ;Koninklijk Nederlands Waternetwerk;;;2;;;;;2
EZ;'Koninklijke Metaalunie';;;2;;;;;2
EZ;Koninklijke Ver. v. Ned. Papier-/Kartonfabr.;;;4;;;;;4
EZ;Koole Communicatie B.V.;;;2;;;;;2
EZ;Koopman-works;;;3;;;;;3
EZ;kopconsult;;;2;;;2;;2
EZ;Koumans & Partners B.V.;;;2;;;;;2
EZ;KplusV organisatieadvies B.V.;;;4;;;;;4
EZ;KPMG Advisory N.V.;;;3;;;;;3
EZ;KPMG Staffing & Facility Services B.V.;3;;;;;;;3
EZ;KPN B.V.;;;6;1;;;;6
EZ;KPN Consulting B.V.;7;;;;;;;7
EZ;KPN TELECOM;;;;1;;;;1
EZ;Kris Kras context, content and design;;;1;1;;;;2
EZ;Kris Kras Design B.V.;;;2;;;;;2
EZ;Krull Advies;;;1;;;;;1
EZ;KSB Repro;;;1;;;;;1
EZ;KSG B.V.;;;1;;;;;1
EZ;Kubita;;;2;;;;;2
EZ;Kuiters idee en organisatie;;;1;;;;;1
EZ;Kurstjens, Ecologisch Adviesbureau;;;1;;;;;1
EZ;Kwa Bedrijfsadviseurs B.V.;;;4;;;;;4
EZ;Kwaliteitsinstituut Nederlandse Gemeenten;;;2;;;;;2
EZ;Kwink Groep B.V.;;;6;;;;;6
EZ;KWR Water B.V.;;;1;;;;;1
EZ;Kyboko Marketing;;;2;;;;;2
EZ;L. Lenssen;;;1;;;;;1
EZ;L.A. Advies;;;2;;;;;2
EZ;La Place B.V.;;;1;;;;;1
EZ;La Red B.V.;;;2;;;;;2
EZ;la vie en crêpes;;;1;;;;;1
EZ;Label A B.V.;;;1;;;;;1
EZ;Laboratorium Zeeuws-Vlaanderen;;;2;;;;;2
EZ;LaFenice;;;1;;;;;1
EZ;LaKay Catering;;;1;;;;;1
EZ;Lamoree Management en Advies;;;3;;;;;3
EZ;Landelijke Vereniging van Wereldwinkels;;;4;;;;;4
EZ;Landgoed Keukenhof B.V.;;;1;;;;;1
EZ;Landgoud;;;1;;;;;1
EZ;Lara Frank Managementadvies;;;2;;;;;2
EZ;Larive International B.V.;;;4;;;;;4
EZ;Làrk Consult;;;2;;;;;2
EZ;Lassche & De Bruijn B.V.;;;1;;;;;1
EZ;Laverbe;;;2;;;;;2
EZ;Lavifoto;;;1;;;;;1
EZ;LBVD Consultancy B.V.;;;2;;;;;2
EZ;Lectric Trainingen B.V.;;;1;;;;;1
EZ;Lemzo Creative;;;1;;;;;1
EZ;Leo van Rijn sediment consultancy;;;1;;;;;1
EZ;Léon Gommans;;;1;;;;;1
EZ;Licht Groen B.V.;;;2;;;;;2
EZ;Lichthart Solutions;;;2;;;;;2
EZ;Lijnspel;;;2;;;;;2
EZ;LIMES intern. immigration + relocation B.V.;;;2;;;;;2
EZ;LimoenGroen B.V.;;;2;;;;;2
EZ;Linkeroever;;;1;;;;;1
EZ;Linkit Consult;;;1;;;;;1
EZ;Lionix;;;2;;;;;2
EZ;Lloyd's Register EMEA;;;1;;;;;1
EZ;Logan ICT Services B.V.;;;2;;;;;2
EZ;Logischerwijs B.V.;;;2;;;;;2
EZ;Loods Lounge Restaurant;;;1;;;;;1
EZ;L'Orèl Consultancy B.V.;;;2;;;;;2
EZ;Louis Huijskes;;;1;;;;;1
EZ;Louk Grauwen Design;;;4;;;;;4
EZ;Loyens & Loeff N.V.;;;1;;;;;1
EZ;LTO Noord Projecten B.V.;;;2;;;;;2
EZ;Lubbers Internet Oplossingen B.V.;;;;;;5;;5
EZ;Lucom Benelux B.V.;3;;;;;;;3
EZ;Lysias Advies B.V.;;;4;;;;;4
EZ;M.A.M. Boersma Consultancy;;;1;;;;;1
EZ;M.A.M. Mooren;;;2;;;;;2
EZ;M.C. Korff;;;1;;;;;1
EZ;M.D. Koenka;;;1;;;;;1
EZ;M.M. Projects B.V.;;;1;;;;;1
EZ;M+P, raadgevende ingenieurs B.V.;;;1;;;;;1
EZ;M3 Consultancy B.V.;;;3;;;;;3
EZ;MAACC B.V.;;;2;;;;;2
EZ;Maakum B.V.;;;2;;;;;2
EZ;Maatschap voor Communicatie;;;1;;;;;1
EZ;Maatschappelijk Vastgoed B.V.;;;1;;;;;1
EZ;Machiel van Dalen;;;1;;;;;1
EZ;M-Act;;;1;;;;;1
EZ;MAD emergent art center;;;1;;;;;1
EZ;Madison Gurkha B.V.;;;1;;;;;1
EZ;Mae Be Productions;;;2;;;;;2
EZ;Malengo B.V.;;;;;;2;;2
EZ;Mampa B.V.;;;2;;;;;2
EZ;Management en Beheer Maatschappij Oosterveer B.V.;;;3;;;;;3
EZ;Managers;;;1;;;;;1
EZ;Mannen met plannen;;;2;;;;;2
EZ;Mannen Van de Maas;;;1;;;;;1
EZ;Mara Verduin communicatie, onderz. en advies;;;1;;;;;1
EZ;Marcel de Vries Art Director;;;1;;;;;1
EZ;Marcelien, Media & Presentatie;;;2;;;;;2
EZ;Mare Holland B.V.;;;2;;;;;2
EZ;Maren Bruin;;;1;;;;;1
EZ;Margaret Wines;;;1;;;;;1
EZ;Margot Kok Onderwijs Projecten;;;2;;;;;2
EZ;Margriet Brandsma Media;;;1;;;;;1
EZ;Margrietbloembinders B.V.;;;1;;;;;1
EZ;Maria Henneman Media Management B.V.;;;1;;;;;1
EZ;Mariette van Oort, Grafisch Ontwerpster;;;1;;;;;1
EZ;Maritime & Transport Business Solutions;;;2;;;;;2
EZ;Mark Waaijenberg Consultancy;;;1;;;;;1
EZ;Marketresponse Nederland B.V.;;;3;;;;;3
EZ;Marlous Wessels Onderwijsprofessional;;;1;;;;;1
EZ;Marnecs Management;1;;;;;;;1
EZ;Marstrat B.V.;;;2;;;;;2
EZ;Martijn Beekman Fotografie;;;1;;;;;1
EZ;Martijn de Groot Communicatie;;;2;;;;;2
EZ;Matchmark B.V.;;;1;;;;;1
EZ;Mattmo Creative B.V.;;;1;;;;;1
EZ;Maurice Mikkers;;;1;;;;;1
EZ;Maxlead Services B.V.;;;2;1;;;;2
EZ;Mayday.communications;1;;;;;;;1
EZ;McKinsey & Company Netherlands;;;3;;;;;3
EZ;MCW Studio's B.V.;;;1;;;;;1
EZ;MD Communicatie;;;2;;;;;2
EZ;MDF Training en Consultancy B.V.;;;4;;;;;4
EZ;MD-kwadraat;;;1;;;;;1
EZ;MECC Maastricht B.V.;;;1;;;;;1
EZ;Mediaan/ABS B.V.;;;;;;1;;1
EZ;Mediaplanet Publishing House B.V.;;;1;;;;;1
EZ;Medical Event Care;;;1;;;;;1
EZ;Meditech;;;1;;;;;1
EZ;Meester Ontwerpers B.V.;;;1;;;;;1
EZ;Meet & Discover! - Station033 B.V.;;;1;;;;;1
EZ;Méét Den Haag B.V.;;;2;;;;;2
EZ;Meeting Plaza Utrecht B.V.;;;1;;;;;1
EZ;Meijaard Innovation Realization;;;2;;;;;2
EZ;Meijer & Associates;;;1;;;;;1
EZ;Meine Bruinsma Management B.V.;;;1;;;;;1
EZ;Mekander;;;1;;;;;1
EZ;Mentes Advisory;;;2;;;;;2
EZ;Mercadero;;;3;;;;;3
EZ;Mercator Novus B.V.;;;4;;;;;4
EZ;Merck Sharp & Dohme B.V.;;;2;;;;;2
EZ;Merosch B.V.;;;2;;;;;2
EZ;MestMeester B.V.;;;2;;;;;2
EZ;Meta Menkveld Ontwerp;;;1;;;;;1
EZ;METABV B.V.;;;2;;;;;2
EZ;MetaSus;;;2;;;;;2
EZ;Metis IT B.V.;7;;;;;;;7
EZ;Metis IT Support B.V.;3;;;;;;;3
EZ;Metropolisfilm Post-Production B.V.;;;1;;;;;1
EZ;MET-support;;;2;;;;;2
EZ;Michiel Bonke;;;2;;;;;2
EZ;Micro Water Facility / P.A. Aidenvironment;;;4;;;;;4
EZ;Mier Entertainment;;;1;;;;;1
EZ;Mikrocentrum;;;1;;;;;1
EZ;Milieukundig Onderzoek Buro,BOOM- Stofberg;;;2;;;;;2
EZ;mim Marijke Idema Management;;;2;;;;;2
EZ;mind@work;;;2;;;;;2
EZ;Mindmatters Software;;;2;;;;;2
EZ;Miracampo B.V.;;;1;;;;;1
EZ;Misco Solutions B.V.;2;;;;;;;2
EZ;Misteli Productions B.V.;;;3;;;;;3
EZ;Mitra Rialto Slijterijen;;;1;;;;;1
EZ;MKB Cyber Advies Nederland B.V.;;;2;;;;;2
EZ;MKB Multifunds B.V.;;;2;;;;;2
EZ;Mobility Mixx B.V.;6;;;;;;;6
EZ;Mobius Consult B.V.;;;3;;;;;3
EZ;Modint B.V.;;;2;;;;;2
EZ;MODINT Ond.org. mode, inter, tapijt & textiel;;;4;;;;;4
EZ;Momice B.V.;;;1;;;;;1
EZ;Montefeltro Beheer B.V.;;;2;;;;;2
EZ;Mooi Werk;;;1;;;;;1
EZ;More Dutch Design;;;4;;;;;4
EZ;MOREA SubsidieBegeleiding;;;1;;;;;1
EZ;Moret Informatica Advies B.V.;;;2;;;;;2
EZ;Morgen;;;1;;;;;1
EZ;Motivaction International B.V.;;;4;;;;;4
EZ;Movares Nederland B.V.;;;2;;;;;2
EZ;Mr. Roel. L. Croes Juridisch adviseur;;;1;;;;;1
EZ;MTI Holland B.V.;;;1;;;;;1
EZ;MTS HofstraHeersche Landschapsarchitecten;;;1;;;;;1
EZ;Mts. v Middelaar,v Middelaar,Brouwer,Brouwer;;;1;;;;;1
EZ;Multicopy Netherlands B.V.;;;1;;;;;1
EZ;Munckhof Regie;;;1;;;;;1
EZ;MWM2 B.V.;;;2;;;;;2
EZ;Myler;6;;3;;;1;;6
EZ;N.V. KEMA;;;2;;;;;2
EZ;N.V. Nederlandse Gasunie;;;2;;;;;2
EZ;Nabc;;;1;;;;;1
EZ;NAK;;;6;;;;;6
EZ;Naktuinbouw;;;6;;;;;6
EZ;Nash/N.I.J. B.V.;;;4;;;;;4
EZ;Nature and Information;;;2;;;;;2
EZ;Natuurbalans/Limes Divergens B.V.;;;2;;;;;2
EZ;Natuurlijk in je kracht;;;1;;;;;1
EZ;Natuurvoormensen Omgev.psychologisch onderz.;;;1;;;;;1
EZ;Navingo B.V.;;;2;;;;;2
EZ;Navis Advies B.V.;;;2;;;;;2
EZ;NCB Naturalis;;;4;;;;;4
EZ;NEC B.V.;;;4;;;;;4
EZ;Ned. Br.- & Banketbakk. Ondernem. Vereniging;;;3;;;;;3
EZ;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;8;;;;;8
EZ;Ned. Ver. 'De Rijw.- en Automobiel-Industrie';;;1;;;;;1
EZ;Ned. ver. ondernemingen koudetechn./luchtbeh.;;;1;;;;;1
EZ;Ned. Vereniging voor Luchtvaarttechniek;;;4;;;;;4
EZ;Nederl. techn. veren. voor inst. in geb. TVVL;;;1;;;;;1
EZ;Nederl. ver. van Biomassa Ketel Leveranciers;;;2;;;;;2
EZ;Nederland Distributieland (Ndl);;;3;;;;;3
EZ;Nederlands Debat Instituut Holding B.V.;;;1;;;;;1
EZ;Nederlands Instituut voor Biologie;;;2;;;;;2
EZ;Nederlandse Aardappel Organisatie;;;2;;;;;2
EZ;Nederlandse Elasmobranchen Vereniging.;;;3;;;;;3
EZ;Nederlandse Fruittelers Organisatie, NFO;;;2;;;;;2
EZ;Nederlandse Industriële Ruimtevaart Vereniging;;;1;;;;;1
EZ;Nederlandse Organisatie TNO;;;4;;;;;4
EZ;Nederlandse Organisatie voor toegepast-natuurwetenschappelij;;;2;;;;;2
EZ;Nederlandse Uitgevers Combinatie B.V.;;;1;;;;;1
EZ;NEMO Science Museum;;;3;;;;;3
EZ;Neo, Netherl. Geomat. & Earth Observat. B.V.;;;3;;;;;3
EZ;Net2Legal Consultants;;;1;;;;;1
EZ;Netbeheer Nederland;;;3;;;;;3
EZ;Netherlands Maritime Technology B.V.;;;2;;;;;2
EZ;Netherlands.Info;;;2;;;;;2
EZ;Netprofiler B.V.;;;1;;;;;1
EZ;Netrex Internet Solutions;;;2;;;;;2
EZ;Netto4concepts;;;2;;;;;2
EZ;Netwerk Gebruikersgroep Nederland;;;4;;;;;4
EZ;Netwerk Groene Bureaus;;;1;;;;;1
EZ;New Babylon Meeting Center B.V.;;;1;;;;;1
EZ;Newcom Research & Consultancy;;;1;;;;;1
EZ;New-Energy-Works B.V.;;;2;;;;;2
EZ;NewForesight Consultancy B.V.;;;2;;;;;2
EZ;Next Kitchen;;;1;;;;;1
EZ;NFGD Zoetermeer B.V.;;;1;;;;;1
EZ;NH Den Haag;;;1;;;;;1
EZ;NIAS;;;1;;;;;1
EZ;Nielen Schuman B.V.;;;1;;;;;1
EZ;Nieman Consultancy B.V.;;;3;;;;;3
