OBJECTID;VOLTAGE_KABEL;CLASS_CABLE;CROSSSECTION;CABLE_TYPE;CABLE_MATERIAL;NOMINAL_VOLTAGE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KABEL;LENGTH;INFOTEXT;DATE_MODIFIED;BEHEERDER_OMS;FUNCTIE_KABEL;OPNAMELIGGING
727;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.2;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
846;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;13.92;OV Onb. 0;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
851;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.16;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
853;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;15.46;OV Onb. 0;2013-05-03;Gemeente Den Haag;Aansluiting;Onbekend
855;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.51;OV Onb. 0;2016-06-07;Gemeente Den Haag;Aansluiting;Onbekend
856;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.08;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
857;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.57;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
858;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.05;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
860;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.66;OV 4x2,5 CU;2014-04-16;Gemeente Den Haag;Aansluiting;Analoog ingemeten
862;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.52;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
863;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.31; ;2013-07-24;Gemeente Den Haag;Aansluiting;Analoog ingemeten
864;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;21.26; ;2013-07-26;Gemeente Den Haag;Aansluiting;Analoog ingemeten
865;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.11;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
866;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;14.9;OV Onb. 0;2017-03-31;Gemeente Den Haag;Aansluiting;Onbekend
867;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.28;OV 4x2,5 CU;2014-04-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
868;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.04;OV Onb. 0;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
869;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.85;OV Onbekend Onb.;2017-03-21;Gemeente Den Haag;Aansluiting;Onbekend
872;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.4; ;2013-08-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
873;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.17; ;2014-02-25;Gemeente Den Haag;Aansluiting;Analoog ingemeten
874;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.86;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
728;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.85;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
729;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;11.58; ;2020-05-14;Gemeente Den Haag;Aansluiting;Analoog ingemeten
730;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;25.3;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
731;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.38; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
732;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.54;OV 4x2,5 CU;2017-03-15;Gemeente Den Haag;Aansluiting;Analoog ingemeten
734;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.44;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
735;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;5.25; ;2014-01-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
737;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;5.93; ;2013-09-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
738;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.46; ;2016-04-01;Gemeente Den Haag;Aansluiting;Analoog ingemeten
739;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.77;OV Onbekend Onb.;2016-11-02;Gemeente Den Haag;Aansluiting;Onbekend
740;Openbare verlichting;Ondergronds;4 x 2,5;Onbekend;Onbekend;400;1800;Gemeente Den Haag;In bedrijf;1.85;OV 4x2,5 Onb.;2014-12-19;Gemeente Den Haag;Aansluiting;Analoog ingemeten
742;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;19.58;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
744;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.98;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
745;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.19;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
746;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;8.47;OV 4x2,5 CU;2014-04-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
747;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.89;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
748;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.26;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
750;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.02;OV 4x2,5 CU;2014-02-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
754;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;20.22;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
755;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;8.33; ;2013-11-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
756;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.41;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
757;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.21; ;2016-07-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
758;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.78; ;2013-07-24;Gemeente Den Haag;Aansluiting;Analoog ingemeten
759;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;15.17;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
760;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.77;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
762;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Buiten bedrijf;16.81; ;2015-10-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
763;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.25; ;2013-08-12;Gemeente Den Haag;Aansluiting;Analoog ingemeten
764;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.23;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
801;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.77;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
802;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.47;OV 4x2,5 CU;2014-04-16;Gemeente Den Haag;Aansluiting;Analoog ingemeten
803;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.55;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
804;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.01;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
805;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.2;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
806;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.17;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
807;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.96; ;2013-08-12;Gemeente Den Haag;Aansluiting;Analoog ingemeten
808;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1900;Gemeente Den Haag;In bedrijf;1.03;OV Onb. 0;2016-07-27;Gemeente Den Haag;Aansluiting;Onbekend
811;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.96; ;2013-08-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
813;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.16; ;2013-06-03;Gemeente Den Haag;Aansluiting;Vermoedelijke ligging
814;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.45;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
815;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.44;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
818;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;3.6; ;2019-01-23;Gemeente Den Haag;Aansluiting;Analoog ingemeten
822;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.43;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
823;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6;OV Onb. 0;2013-04-12;Gemeente Den Haag;Aansluiting;Onbekend
825;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;6.42;OV Onb. 0;2019-06-11;Gemeente Den Haag;Aansluiting;Onbekend
827;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.23;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
829;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;86.02; ;2014-01-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
830;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.02;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
832;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;13.13;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
834;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;23.68; ;2013-08-15;Gemeente Den Haag;Aansluiting;Analoog ingemeten
835;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.13;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
836;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;28.62;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
837;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.35;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
838;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.6; ;2013-05-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
895;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.74;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
896;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Buiten bedrijf;6.82;OV Onb. 0;2015-10-05;Gemeente Den Haag;Aansluiting;Onbekend
897;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.25;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
898;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.66;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
899;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.87;OV 4x2,5 CU;2016-05-18;Gemeente Den Haag;Aansluiting;Analoog ingemeten
900;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.17; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
901;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;18.83;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
902;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.86;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
903;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.14;OV 4x2,5 CU;2015-01-05;Gemeente Den Haag;Aansluiting;Analoog ingemeten
905;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.4;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
906;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;11.18; ;2013-11-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
907;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.98;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
908;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10.19;OV 4x2,5 CU;2017-03-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
839;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.33;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
840;Openbare verlichting;Ondergronds;4 x 16;Onbekend;Koper;0;1800;Gemeente Den Haag;In bedrijf;2.4;OV 4x16 CU;2016-09-26;Gemeente Den Haag;Aansluiting;Onbekend
841;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;14.34;OV 4x2,5 CU;2014-04-16;Gemeente Den Haag;Aansluiting;Analoog ingemeten
843;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.22;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
844;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;31.09; ;2014-10-17;Gemeente Den Haag;Aansluiting;Analoog ingemeten
845;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;20.8; ;2013-12-09;Gemeente Den Haag;Aansluiting;Analoog ingemeten
682;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.38;OV Onb. 0;2016-05-18;Gemeente Den Haag;Aansluiting;Onbekend
683;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;32.22; ;2013-05-28;Gemeente Den Haag;Aansluiting;Vermoedelijke ligging
684;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.88;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
685;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.77;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
686;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;19.68;OV Onb. 0;2014-04-07;Gemeente Den Haag;Aansluiting;Onbekend
687;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;23.73;OV Onbekend Onb.;2017-03-08;Gemeente Den Haag;Aansluiting;Onbekend
689;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.56;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
690;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.47;OV Onb. 0;2013-05-21;Gemeente Den Haag;Aansluiting;Onbekend
691;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.98;OV Onbekend Onb.;2016-03-24;Gemeente Den Haag;Aansluiting;Onbekend
692;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;17.53;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
693;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.25; ;2014-10-17;Gemeente Den Haag;Aansluiting;Analoog ingemeten
694;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.63; ;2014-03-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
695;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;14.94; ;2018-02-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
696;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.95; ;2013-05-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
697;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.5;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
699;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;8.55;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
700;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.48;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
701;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.79;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
702;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.71;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1023;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.81;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1024;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.72;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1025;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.32; ;2013-08-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1026;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;8.92;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1028;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.74; ;2013-08-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1029;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.89;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1030;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;15.59;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1065;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10.15; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1066;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11.28;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1067;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.29; ;2013-06-10;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1068;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;11.3; ;2013-07-31;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1069;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.43;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1070;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;14.38; ;2014-03-18;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1073;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.64;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1074;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.57;OV Onb. 0;2013-01-14;Gemeente Den Haag;Aansluiting;Onbekend
1075;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.7;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1077;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;24.39;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1078;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.15;OV Onb. 0;2016-07-27;Gemeente Den Haag;Aansluiting;Onbekend
1079;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.1; ;2013-11-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
875;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;26.47;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
876;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;14.67;OV Onb. 0;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
877;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.11;OV Onbekend Onb.;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
