FID,datummutatie,naammuteerder,bron,status,genormeerd,type,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,kerendehoogte,drempelhoogte,doorstroombreedte,capaciteit,afvoerdebiet,profielurl,opmerkingen,brondocumentparameters,gdb_geomattr_data,shape
waterreguleringswerk_legger.45,2014-10-13T00:00:00,Fugro,CIV:BKN,Vastgesteld,0,Aflaat,Spuiwerk Sluis IV,ZN,Wilhelminakanaal - Amertak,44G-350,,-99,12.7,6,26.8,,https://downloads.rijkswaterstaatdata.nl/rws_legger/dwarsprofielen/44G-350.html,<Null>,,,"POLYGON ((142449.42009999976 389870.51110000163, 142449.33509999886 389872.5929999985, 142450.46409999952 389872.68510000035, 142450.0791000016 389878.382100001, 142449.07459999993 389878.34420000017, 142448.8911000006 389880.4921000004, 142449.02910000086 389880.49909999967, 142449.12110000104 389880.5040999986, 142451.4241000004 389880.6290999986, 142451.5260999985 389878.7360999994, 142451.68510000035 389878.3850999996, 142450.35709999874 389878.38809999824, 142450.74309999868 389872.7111000009, 142451.78810000047 389872.7910999991, 142451.7925999984 389872.7917999998, 142451.79610000178 389872.7380999997, 142451.84699999914 389872.0014999993, 142451.92309999838 389870.9001000002, 142449.63709999993 389870.53009999916, 142449.5491000004 389870.5230999999, 142449.42009999976 389870.51110000163))"
waterreguleringswerk_legger.46,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Aflaat,Regelwerk Hondsbroeksche Pleij,ON,IJssel,"RL1.KR.R.878,460.ov",3E1DBB98-E935-4F82-935F-2427FE1E2A51,-99,-99,-99,,,,,,,"POLYGON ((194156.0089999996 440623.53400000185, 194154.13599999994 440621.0789999999, 194148.62999999896 440625.26999999955, 194150.51300000027 440627.83900000155, 194156.0089999996 440623.53400000185))"
waterreguleringswerk_legger.47,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Aflaat,Regelwerk Hondsbroeksche Pleij,ON,IJssel,"RL1.KR.R.878,460.ov",F89899E9-DB17-40F2-874F-3966F77C9F99,-99,-99,-99,,,,,,,"POLYGON ((194167.688000001 440614.4230000004, 194165.90900000185 440612.0150000006, 194160.36199999973 440616.1479999982, 194162.21299999952 440618.6090000011, 194167.688000001 440614.4230000004))"
waterreguleringswerk_legger.57,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Inlaat,Inlaat Nevengeul Afferdensche- en Deestsche,ON,Boven-Rijn - Waal,"BR2.BO.L.898,645.--",5C4889F9-754A-42D0-AD73-846FBAAF4727,-99,-99,-99,,,,KRW Code BW899b NURG-RWS,,,"POLYGON ((174407.82070000097 433883.819600001, 174408.2210999988 433883.44139999896, 174408.7773000002 433883.5304000005, 174409.51150000095 433883.5304000005, 174410.2901000008 433882.8407999985, 174410.35920000076 433881.14079999924, 174406.46339999884 433880.625599999, 174401.4635999985 433879.3814999983, 174392.85069999844 433877.2382999994, 174388.19000000134 433876.3071000017, 174366.93360000104 433912.3696999997, 174366.9679000005 433915.9679000005, 174368.5177000016 433916.30409999937, 174369.625500001 433916.5443999991, 174377.7762000002 433918.31280000135, 174383.68189999834 433922.3229999989, 174387.10110000148 433926.93620000035, 174397.02320000157 433940.3229999989, 174396.42430000007 433942.0271999985, 174427.92210000008 433963.52910000086, 174427.72140000015 433960.28489999846, 174427.45960000157 433956.0546000004, 174427.37570000067 433954.6983000003, 174426.68149999902 433946.0300000012, 174426.72679999843 433941.5194000006, 174425.9138999991 433937.1603000015, 174417.23180000111 433916.9195000008, 174410.3735000007 433900.9305000007, 174410.3676000014 433900.8935999982, 174409.71169999987 433896.8229999989, 174411.6783999987 433893.7353999987, 174412.13529999927 433890.56379999965, 174412.379900001 433888.86520000175, 174411.75840000063 433888.84739999846, 174410.6015000008 433888.2467, 174410.24560000002 433887.57930000126, 174410.11210000142 433886.71169999987, 174409.82290000096 433886.13329999894, 174408.9774999991 433885.88859999925, 174408.4213999994 433885.4880999997, 174407.9096999988 433884.86520000175, 174407.82070000097 433883.819600001))"
waterreguleringswerk_legger.48,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Stortsteen,Uiterwaard Empelse Waard,ZN,Maas,NM3.KR.L.217.800.st,6FA68F5A-5539-4828-87C2-2227E7284E1A,-99,-99,-99,,,,,,,"POLYGON ((147978.89449999854 416653.1042999998, 147979.81049999967 416651.3658000007, 147979.32059999928 416651.1283, 147979.83040000126 416650.18019999936, 147979.83300000057 416650.1770000011, 147980.27899999917 416650.34600000083, 147980.27849999815 416650.3493999988, 147979.98840000108 416651.02809999883, 147980.12829999998 416650.76260000095, 147981.2329000011 416649.0333000012, 147982.2302000001 416647.6499999985, 147982.84470000118 416646.83579999954, 147983.40549999848 416646.0196999982, 147984.51779999956 416644.40100000054, 147984.7393000014 416643.9283000007, 147985.56769999862 416642.16010000184, 147987.23189999908 416639.866799999, 147987.82759999856 416639.06390000135, 147985.46819999814 416639.54360000044, 147985.10909999907 416639.62139999866, 147976.998399999 416641.37739999965, 147968.84970000014 416643.3649000004, 147965.83900000155 416643.4294000007, 147965.51680000126 416643.8216999993, 147964.81960000098 416644.66800000146, 147964.28049999848 416645.3289999999, 147962.11100000143 416648.16490000114, 147961.52679999918 416648.93250000104, 147961.6339999996 416649.08100000024, 147961.24700000137 416649.60500000045, 147961.11989999935 416649.46709999815, 147960.17489999905 416650.7083999999, 147960.14059999958 416650.7534000017, 147958.2782999985 416653.1838000007, 147957.79839999974 416653.81390000135, 147955.88309999928 416656.32820000127, 147954.25230000168 416658.01370000094, 147954.001600001 416658.27270000055, 147953.71229999885 416658.5716999993, 147952.99390000105 416659.3240999989, 147951.3898999989 416661.0042000003, 147955.13809999824 416660.5100999996, 147966.0623999983 416658.05689999834, 147974.44260000065 416656.14829999954, 147977.43609999865 416655.4342, 147977.6367000006 416654.9387000017, 147978.89449999854 416653.1042999998), (147973.07600000128 416651.62900000066, 147973.37700000033 416650.2969999984, 147974.0300000012 416650.33999999985, 147973.78799999878 416651.61400000006, 147973.07600000128 416651.62900000066), (147971.70100000128 416651.7289999984, 147972.28500000015 416650.5881000012, 147972.77699999884 416650.5540000014, 147972.36499999836 416652.0709999986, 147971.70100000128 416651.7289999984), (147966.19099999964 416652.1330000013, 147966.77800000086 416650.8570000008, 147967.3449999988 416651.0870000012, 147966.85599999875 416652.08999999985, 147966.19099999964 416652.1330000013), (147968.49300000072 416651.89759999886, 147968.45800000057 416651.9759999998, 147968.38709999993 416651.94949999824, 147968.2815000005 416651.91010000184, 147967.58999999985 416651.65199999884, 147968.05200000107 416650.96400000155, 147968.78799999878 416651.23699999973, 147968.54430000111 416651.78269999847, 147968.49300000072 416651.89759999886), (147974.29899999872 416650.9620000012, 147974.7650000006 416649.97399999946, 147975.3740000017 416650.24599999934, 147975.12299999967 416651.01999999955, 147974.29899999872 416650.9620000012), (147970.92700000107 416652.20699999854, 147970.34099999815 416651.86300000176, 147970.9360000007 416650.91899999976, 147971.3599999994 416651.1790000014, 147970.92700000107 416652.20699999854), (147978.67159999907 416651.07829999924, 147978.43820000067 416650.93560000136, 147978.13599999994 416650.7529999986, 147978.6240000017 416649.8599999994, 147978.97780000046 416650.09329999983, 147979.17130000144 416650.2195000015, 147978.67159999907 416651.07829999924), (147963.28400000185 416649.75, 147963.60300000012 416650.1730000004, 147963.30700000003 416650.79399999976, 147962.39600000158 416650.47199999914, 147963.28400000185 416649.75), (147962.6090000011 416649.5560000017, 147961.90199999884 416650.1790000014, 147961.49300000072 416649.66899999976, 147962.30700000003 416649.0329999998, 147962.6090000011 416649.5560000017), (147969.70100000128 416652.1499999985, 147969.07200000063 416651.93400000036, 147969.2985999994 416651.502700001, 147969.35909999907 416651.38749999925, 147969.52899999917 416651.0639999993, 147969.79740000144 416651.17489999905, 147969.88960000128 416651.2129999995, 147970.10500000045 416651.3020000011, 147969.70100000128 416652.1499999985), (147977.26199999824 416649.993999999, 147978.0300000012 416649.9200000018, 147977.9140000008 416650.8020000011, 147977.15199999884 416650.5789999999, 147977.26199999824 416649.993999999), (147964.91600000113 416651.31700000167, 147965.41970000044 416650.73750000075, 147966.0709999986 416650.87999999896, 147965.54300000146 416651.65900000185, 147964.91600000113 416651.31700000167), (147963.8599999994 416651.12900000066, 147964.21400000155 416650.5089999996, 147964.84699999914 416650.9079999998, 147964.34699999914 416651.5769999996, 147963.8599999994 416651.12900000066), (147975.80000000075 416650.8520000018, 147976.39600000158 416649.9470000006, 147976.74300000072 416650.09099999815, 147976.42399999872 416650.9519999996, 147975.80000000075 416650.8520000018))"
waterreguleringswerk_legger.49,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,Inlaat,Inlaat Bosscherveld,ZN,Maas,"MM2.KU.L.14,911.ov",9462BE23-577C-4BCD-B934-6CB2EDBC7187,-99,-99,-99,,,,,,,"POLYGON ((176832.92119999975 319502.59629999846, 176833.7303000018 319512.3060000017, 176863.06190000102 319509.6088999994, 176862.25279999897 319499.3597000018, 176832.92119999975 319502.59629999846))"
waterreguleringswerk_legger.50,2022-07-04T00:00:00,RHDHV,Projectplan,Vastgesteld,0,Open doorlaat,Doorlaat Gamerensche Waarden,ON,Boven-Rijn - Waal,"BR4.KV.L.937,225.ov",AF7C99CE-CE50-48D0-AB55-E64829E5AB9A,-99,-99,-99,,,,,,,"POLYGON ((142852.11410000175 424101.82770000026, 142856.25600000098 424102.41519999877, 142858.23000000045 424088.08309999853, 142854.08799999952 424087.50499999896, 142852.11410000175 424101.82770000026))"
waterreguleringswerk_legger.51,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Nevengeul Gelderse Toren De  Schans,ON,IJssel,"YS1.BO.L.914,120.--",5B40EF94-3AF9-414E-B936-339AA4F0274F,-99,-99,-99,,,,KRW Code YS914c KRW1-WVV,,,"POLYGON ((207347.5 453567.73999999836, 207330.2340000011 453541.9059999995, 207328.94299999997 453545.58999999985, 207328.23999999836 453546.23999999836, 207327.5 453547.0399999991, 207326.75 453546.23000000045, 207326.2410000004 453546.77899999917, 207325.18299999833 453546.73800000176, 207324.26000000164 453545.73999999836, 207323.66600000113 453545.26000000164, 207320.54100000113 453547.41000000015, 207316.5159999989 453547.2509999983, 207316 453547.23000000045, 207315 453547.26999999955, 207314.2410000004 453547.23999999836, 207313.5 453548.0399999991, 207312.7410000004 453547.22100000083, 207311.25 453547.2800000012, 207310.24399999902 453547.23999999836, 207308.1046999991 453547.6127000004, 207319.98999999836 453565.51000000164, 207323.75499999896 453566.24500000104, 207325.35799999908 453566.79399999976, 207325.96799999848 453566.7809999995, 207328.24500000104 453566.7349999994, 207328.7740000002 453567.28500000015, 207331 453567.23999999836, 207333.5399999991 453567.29199999943, 207337.38699999824 453566.63500000164, 207343.25 453566.75499999896, 207344.23000000045 453566.7349999994, 207346.74500000104 453567.75499999896, 207347.5 453567.73999999836))"
waterreguleringswerk_legger.52,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Kribvakverdediging Opijnen,ON,Boven-Rijn - Waal,"BR3.BO.R.929,430.--",A14A165E-0BEC-44F8-BFEA-77277EDE7028,-99,-99,-99,,,,KRW Code BW930a,,,"POLYGON ((149314.66169999912 426384.1030000001, 149313.12200000137 426384.2729999982, 149311.64600000158 426384.70600000024, 149311.55359999835 426384.7457000017, 149310.49300000072 426385.2019999996, 149307.8440000005 426385.9840000011, 149306.9791000001 426385.80700000003, 149305.813000001 426385.5683000013, 149303.1339999996 426385.01999999955, 149302.9728000015 426386.2098999992, 149302.54659999907 426389.35550000146, 149301.7927000001 426394.9199000001, 149301.36939999834 426398.04459999874, 149301.2580000013 426398.8669999987, 149304.15720000118 426398.9679999985, 149305.7402999997 426399.0230999999, 149306.90700000152 426399.0637000017, 149312.08399999887 426399.243999999, 149313.48319999874 426399.6583000012, 149314.66169999912 426384.1030000001))"
waterreguleringswerk_legger.53,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Stortsteen,Uitlaat Bakenhof Meinerswijk,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.BO.L.880,620.st",6F6D346B-985F-4729-8DB4-E5E5B49FF120,-99,-99,-99,,,,,,,"POLYGON ((191744.81700000167 442507.0560000017, 191743.63800000027 442505.79199999943, 191742.44260000065 442507.4536000006, 191740.0560999997 442510.7708999999, 191738.09200000018 442513.5009999983, 191739.65300000086 442514.70600000024, 191741.1009999998 442516.4239999987, 191743.17130000144 442513.2507000007, 191745.43070000038 442509.7873999998, 191746.58700000122 442508.0150000006, 191744.81700000167 442507.0560000017))"
waterreguleringswerk_legger.54,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Bodem Nevengeul Graafsche Waard,ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL4.BO.R.958,330.--",8CDE5ACE-CB55-425D-ABDA-3F3B2FFA8B66,-99,-99,-99,,,,KRW Code,,,"POLYGON ((128161.47810000181 443433.58410000056, 128198.0020999983 443383.1719999984, 128197.53390000015 443381.4609999992, 128196.94099999964 443380.5551000014, 128196.21389999986 443380.2329999991, 128189.81300000101 443379.05799999833, 128188.42309999838 443378.5150000006, 128187.31489999965 443377.7041000016, 128186.25699999928 443376.43510000035, 128185.34310000017 443374.90900000185, 128184.96709999815 443373.57510000095, 128185.10110000148 443371.118999999, 128185.36400000006 443370.60119999945, 128185.83900000155 443369.66310000047, 128185.99379999936 443369.4675000012, 128187.01199999824 443368.1823000014, 128188.70910000056 443367.3770999983, 128147.17000000179 443352.69999999925, 128090.95399999991 443332.8381999992, 128092.39200000092 443334.9501999989, 128092.89710000157 443337.18290000036, 128092.88540000096 443337.34699999914, 128092.70219999924 443339.86410000175, 128089.31309999898 443349.28489999846, 128088.21920000017 443352.5370000005, 128088.01110000163 443353.15520000085, 128086.7089000009 443357.02519999817, 128086.74410000071 443358.9930999987, 128087.24199999869 443360.5689999983, 128087.96319999918 443361.7681999989, 128088.16310000047 443362.1009999998, 128089.32009999827 443363.6339999996, 128089.81210000068 443364.40509999916, 128090.06199999899 443364.7991000004, 128090.22100000083 443366.3819999993, 128088.24300000072 443369.4371000007, 128087.22899999842 443370.6039999984, 128086.87700000033 443371.67610000074, 128086.97800000012 443372.7980999984, 128088.17000000179 443374.98600000143, 128089.58810000122 443376.9871000014, 128091.4010999985 443379.0469999984, 128092.78119999915 443381.2960000001, 128094.22500000149 443384.27899999917, 128095.14510000125 443386.0491000004, 128098.98710000142 443391.01209999993, 128106.02290000021 443400.35610000044, 128112.03420000151 443409.88610000163, 128112.45199999958 443410.7170000002, 128112.87200000137 443411.5529999994, 128114.44900000095 443413.870099999, 128117.73220000044 443418.73409999907, 128117.96189999953 443419.07400000095, 128120.63010000065 443422.78009999916, 128121.5399999991 443424.8060999997, 128123.19590000063 443427.6180999987, 128126.83700000122 443433.1592000015, 128131.27409999818 443439.22509999946, 128137.52230000123 443439.8761, 128144.52400000021 443439.01410000026, 128153.39090000093 443436.4221000001, 128161.47810000181 443433.58410000056))"
waterreguleringswerk_legger.55,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Nevengeul Gamerense Waard,ON,Boven-Rijn - Waal,"BR4.BO.L.936,665.--",55DF4E62-B12E-4330-8179-056DB71D5060,-99,-99,-99,,,,KRW Code BW936c,,,"POLYGON ((141792.70169999823 424567.49819999933, 141765.52299999818 424537.55959999934, 141776.51819999889 424528.1425999999, 141776.21730000153 424527.1810000017, 141776.27659999952 424525.76199999824, 141776.44029999897 424524.57279999927, 141777.0351999998 424523.5073999986, 141778.64339999855 424522.4230999984, 141779.29830000177 424521.98149999976, 141786.89279999956 424515.66270000115, 141789.2666000016 424514.1132000014, 141790.74940000102 424513.1453000009, 141794.80260000005 424511.9582000002, 141796.03290000185 424511.6574999988, 141796.84209999815 424511.45969999954, 141800.29630000144 424510.6154999994, 141806.18059999868 424508.8284999989, 141807.5267000012 424507.93140000105, 141801.80799999833 424504.69099999964, 141755.37330000103 424480.6688000001, 141750.1363000013 424479.03009999916, 141749.3546999991 424482.18670000136, 141747.246199999 424486.6640000008, 141744.9664000012 424489.52519999817, 141743.85819999874 424490.8251999989, 141742.48559999838 424490.8482999988, 141738.79549999908 424492.06920000166, 141736.97069999948 424493.7688000016, 141733.35660000145 424498.0507999994, 141730.7349999994 424499.87900000066, 141727.84099999815 424501.80999999866, 141724.23299999908 424504.7989999987, 141719.26300000027 424509.6490000002, 141715.6640000008 424512.8570000008, 141712.311999999 424518.1099999994, 141709.72800000012 424521.59099999815, 141706.12799999863 424525.4979999997, 141702.6959999986 424528.30000000075, 141698.3740000017 424531.6469999999, 141693.1240000017 424536.8579999991, 141689.81599999964 424540.4789999984, 141686.65900000185 424543.0879999995, 141684.88899999857 424544.66099999845, 141681.92799999937 424548.3660000004, 141678.28599999845 424553.20600000024, 141673.79300000146 424558.5009999983, 141671.9609999992 424561.1240000017, 141667.71599999815 424566.1009999998, 141662.08300000057 424572.40300000086, 141657.29800000042 424578.5390000008, 141652.65799999982 424584.2670000009, 141647.78599999845 424590.07499999925, 141641.78599999845 424598.33900000155, 141635.41600000113 424605.9600000009, 141633.75950000063 424609.1149000004, 141634.1383999996 424609.5441999994, 141646.81720000133 424623.9072000012, 141659.8103 424618.883200001, 141671.75470000133 424614.26469999924, 141792.70169999823 424567.49819999933))"
waterreguleringswerk_legger.56,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Inlaat,Inlaat Nevengeul Afferdensche- en Deestsche ,ON,Boven-Rijn - Waal,"BR2.BO.L.899,215.--",87F881DB-97F5-4201-9696-11DC6AA48B77,-99,-99,-99,,,,KRW Code BW899b NURG-RWS,,,"MULTIPOLYGON (((173699.90450000018 433830.6607000008, 173692.81549999863 433826.5603, 173692.807599999 433826.5549999997, 173692.79960000142 433826.54949999973, 173692.6539000012 433826.4343999997, 173694.04930000007 433824.2547999993, 173694.93059999868 433822.8781999983, 173694.933699999 433822.873399999, 173695.5522999987 433821.90729999915, 173695.99870000035 433821.11140000075, 173696.1405000016 433820.870099999, 173682.11580000073 433813.1217, 173682.0364000015 433812.1691999994, 173681.95710000023 433810.184799999, 173680.68710000068 433807.72410000116, 173674.41640000045 433803.27910000086, 173659.57330000028 433797.0084999986, 173645.8414000012 433825.18670000136, 173659.17639999837 433832.33040000126, 173661.3541000001 433834.10830000043, 173661.627700001 433834.0438000001, 173662.27120000124 433833.89189999923, 173662.55700000003 433833.82449999824, 173663.3574000001 433833.6358000003, 173664.56080000103 433833.3519000001, 173668.6458999999 433831.4948000014, 173676.15819999948 433829.47150000185, 173691.90320000052 433838.53610000014, 173692.41739999875 433838.83210000023, 173692.9785999991 433839.15619999915, 173698.0240000002 433842.07030000165, 173699.51049999893 433842.92880000174, 173700.18349999934 433843.31749999896, 173700.48530000076 433843.4919000007, 173702.27219999954 433844.5238999985, 173708.51799999923 433848.1312999986, 173709.25360000134 433848.556499999, 173711.91070000082 433850.0929999985, 173727.87269999832 433846.81219999865, 173725.999499999 433845.7947999984, 173724.09169999883 433844.71020000055, 173718.93230000138 433841.77710000053, 173713.95549999923 433838.94779999927, 173713.55680000037 433838.7212000005, 173713.20439999923 433838.5208999999, 173713.15340000018 433838.4904000014, 173707.25979999825 433834.9642000012, 173706.66910000145 433834.61080000177, 173706.65900000185 433834.60489999875, 173706.65560000017 433834.6028999984, 173706.39220000058 433834.4490999989, 173706.00070000067 433834.2206000015, 173699.90450000018 433830.6607000008)), ((173713.8209999986 433838.31230000034, 173713.36919999868 433838.0540000014, 173713.79210000113 433838.30779999867, 173713.80689999834 433838.31610000134, 173714.1191000007 433838.4910000004, 173714.55070000142 433838.7327999994, 173714.56480000168 433838.74069999903, 173714.83199999854 433838.8903999999, 173714.12750000134 433838.4875999987, 173713.8209999986 433838.31230000034)))"
waterreguleringswerk_legger.58,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat KRW De Zande,ON,IJssel,"YS3.BO.L.988,675.--",77B4794B-525A-4FA0-8F71-EC779B5347CD,-99,-99,-99,,,,"Doorstroomopening in kade zonder erosiebescherming drempelhoogte -0,61 m NAP",,,"POLYGON ((195046.4422999993 503317.0709999986, 195058.26449999958 503307.6246000007, 195058.27210000157 503307.6185000017, 195061.9162000008 503304.7791999988, 195063.2237999998 503304.382100001, 195064.54580000043 503304.45430000126, 195067.76999999955 503305.85500000045, 195064.83199999854 503301.91000000015, 195063.04899999872 503299.3189999983, 195061.94999999925 503295.7650000006, 195060.6710000001 503292.2250000015, 195060.58399999887 503294.3724000007, 195059.97960000113 503295.68560000136, 195058.97610000148 503297.4578999989, 195056.49650000036 503300.4015999995, 195054.28979999945 503302.315200001, 195049.6259999983 503306.3596000001, 195040.7221999988 503312.4092999995, 195039.60300000012 503312.5771000013, 195038.22260000184 503312.03649999946, 195044.6660999991 503320.16589999944, 195044.6314000003 503319.29780000076, 195045.08309999853 503318.49909999967, 195046.4422999993 503317.0709999986))"
waterreguleringswerk_legger.59,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Inlaat,Inlaat Nevengeul Bakenhof (Meinerswijk),ON,Pannerdensch Kanaal - Nederrijn - Lek,"RL2.KZ.L.880,755.--",72833BCC-FB88-4701-BE9D-D3D93BE983E6,-99,-99,-99,,,,KRW Code NL881a RWS,,,"POLYGON ((192478.94700000063 441878.9059999995, 192478.76529999822 441869.815200001, 192476.93499999866 441870.6979999989, 192475.97100000083 441871.3680000007, 192474.64799999818 441872.188000001, 192472.65900000185 441872.9290000014, 192470.60500000045 441873.493999999, 192468.45899999887 441873.7879999988, 192464.8900000006 441874.2199999988, 192464.7580000013 441874.22100000083, 192462.27199999988 441874.2569999993, 192462.1400000006 441874.2589999996, 192456.19399999827 441875.6283, 192447.22100000083 441876.1700000018, 192444.563000001 441876.11300000176, 192442.7109999992 441875.493999999, 192441.36470000073 441874.71759999916, 192442.0876000002 441881.22309999913, 192444.37700000033 441880.188000001, 192446.8590000011 441879.5610000007, 192450.82600000128 441878.8139999993, 192453.87900000066 441878.6559999995, 192456.53409999982 441878.38430000097, 192462.50400000066 441877.52419999987, 192462.6339999996 441877.50499999896, 192464.8049999997 441877.1939999983, 192464.936999999 441877.1950000003, 192467.30000000075 441877.2259999998, 192467.43200000003 441877.2270000018, 192467.5639999993 441877.22399999946, 192469.68400000036 441877.16899999976, 192469.81599999964 441877.16699999943, 192469.94799999893 441877.1710000001, 192471.58100000024 441877.2289999984, 192471.71299999952 441877.2340000011, 192471.8449999988 441877.2430000007, 192473.9699999988 441877.3990000002, 192474.1009999998 441877.4079999998, 192475.30299999937 441877.6070000008, 192476.8299999982 441878.0020000003, 192478.16200000048 441878.47199999914, 192478.94700000063 441878.9059999995))"
waterreguleringswerk_legger.60,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat West. Nevengeul  Brakelsche Benedenwaarde,ON,Boven-Rijn - Waal,"BR4.BO.L.948,995.--",B8B96412-E036-46FD-9FC4-0000CA7FF1CE,-99,-99,-99,,,,Project Munnikenland,,,"POLYGON ((130984.87409999967 425162.75250000134, 130766.51300000027 425151.5544999987, 130720.64970000088 425166.08850000054, 130720.64200000092 425166.1460000016, 130720.93200000003 425167.92599999905, 130720.79769999906 425169.9519000016, 130720.59299999848 425173.0390000008, 130720.6649999991 425174.46599999815, 130719.90700000152 425177.9389999993, 130719.96939999983 425180.98420000076, 130719.97399999946 425181.2109999992, 130719.51099999994 425183.36499999836, 130719.16530000046 425186.1532999985, 130719.12000000104 425186.51900000125, 130718.53400000185 425188.76900000125, 130718.35399999842 425190.438000001, 130716.50899999961 425194.4849999994, 130715.37200000137 425195.6070000008, 130714.99599999934 425196.3299999982, 130713.58300000057 425197.9919999987, 130712.38259999827 425199.71869999915, 130710.92500000075 425200.54199999943, 130708.8040000014 425202.3370000012, 130708.1559999995 425203.4200000018, 130707.65700000152 425206.4149999991, 130706.2109999992 425208.5080000013, 130705.72100000083 425210.2280000001, 130705.67700000107 425210.19999999925, 130704.95899999887 425215.18400000036, 130704.96700000018 425218.7870000005, 130707.30999999866 425224.2800000012, 130708.81300000101 425226.68200000003, 130709.90799999982 425228.0469999984, 130711.73600000143 425228.66699999943, 130712.6640000008 425229.5249999985, 130713.33199999854 425234.10500000045, 130713.71200000122 425238.3839999996, 130714.56899999827 425241.55799999833, 130713.14400000125 425242.8819999993, 130711.24100000039 425245.15300000086, 130709.40799999982 425247.68200000003, 130710.34019999951 425247.564100001, 130719.51190000027 425246.4039000012, 130755.40370000154 425241.86389999837, 130976.02259999886 425213.95749999955, 130976.92799999937 425211.2120000012, 130977.2340000011 425204.9780000001, 130977.57200000063 425191.6700000018, 130978.74799999967 425184.00400000066, 130981.09499999881 425175.0219999999, 130984.32800000161 425163.7890000008, 130984.87409999967 425162.75250000134))"
waterreguleringswerk_legger.61,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Bodem nevengeul Stadswaard,ON,Boven-Rijn - Waal,"BR1.BO.L.882,505,--",7BAF8732-8B6B-47E9-AFD9-27553B9A1E25,-99,-99,-99,,,,KRW Code BW882a,,,"POLYGON ((188675.99020000175 429203.6125999987, 188658.9785999991 429180.1112000011, 188656.1649999991 429180.69099999964, 188647.63500000164 429183.51300000027, 188636.89499999955 429187.5029999986, 188627.7509999983 429191.19099999964, 188617.73299999908 429195.4444999993, 188638.22529999912 429220.43510000035, 188639.17300000042 429218.3979999982, 188643.47800000012 429214.8579999991, 188649.77210000157 429211.77870000154, 188653.9668999985 429209.7263999991, 188654.67300000042 429209.381000001, 188663.7190000005 429206.50499999896, 188673.84800000116 429203.993999999, 188675.99020000175 429203.6125999987))"
waterreguleringswerk_legger.62,2022-07-04T00:00:00,RHDHV,BKN,Vastgesteld,0,Uitlaat,Uitlaat Bodem Plassengebied Zalkerbos en de Welle,ON,IJssel,"YS3.BO.L.980,761.--",909153CC-B531-4272-86B2-42F55A9849CF,-99,-99,-99,,,,KRW Code YS988a KRW1-WVV,,,"POLYGON ((193666.38969999924 503940.30490000173, 193624.76529999822 503978.2329000011, 193624.70699999854 503981.09800000116, 193625.70899999887 503984.1860000007, 193626.25499999896 503985.24500000104, 193626.74500000104 503987.75499999896, 193627.25499999896 503989.24500000104, 193627.74500000104 503990.75499999896, 193629.25499999896 503993.24500000104, 193630.24500000104 503995.75499999896, 193630.75499999896 503996.24500000104, 193631.6710000001 503998.1330000013, 193633.25499999896 504000.74500000104, 193634.19299999997 504002.6779999994, 193636.21299999952 504005.6579999998, 193636.74500000104 504006.75499999896, 193637.25499999896 504007.74500000104, 193637.98999999836 504009.26000000164, 193638.75499999896 504010.74500000104, 193639.29899999872 504011.86499999836, 193641.51000000164 504013.98999999836, 193642.24500000104 504017.75499999896, 193643.24300000072 504021.6490000002, 193643.26000000164 504022.5, 193643.24500000104 504023.25400000066, 193644.73800000176 504029.8900000006, 193644.76000000164 504031, 193644.74500000104 504031.75, 193644.7659999989 504032.76399999857, 193647.25939999893 504038.21719999984, 193648.54100000113 504041.01999999955, 193650.2650000006 504045.26900000125, 193650.25230000168 504045.8942000009, 193669.7162999995 503961.9092000015, 193666.60399999842 503962.73600000143, 193663.88899999857 503961.26099999994, 193663.26399999857 503959.23600000143, 193662.65100000054 503958.1070000008, 193661.76399999857 503955.23600000143, 193661.20600000024 503954.73699999973, 193661.2800000012 503953.5, 193661.18100000173 503951.83999999985, 193663 503951.5, 193663.24700000137 503950.7199999988, 193664.2589999996 503950.76000000164, 193664.62220000103 503950.1979999989, 193664.7809999995 503949.17500000075, 193666.38969999924 503940.30490000173))"
