VERSIE,DATUM_BESTAND,PEILDATUM,JAAR,BEHANDELEND_SPECIALISME_CD,TYPERENDE_DIAGNOSE_CD,ZORGPRODUCT_CD,ZORGACTIVITEIT_CD,ZORGPROFIELKLASSE_CD,AANTAL_PAT,AANTAL_SUBTRAJECT,AANTAL_ZAT,SOM_AANTAL_ZAT
2.0,2023-02-03,2023-02-01,2012,0308,1120,972802045,087002,7,3,3,4,4
2.0,2023-02-03,2023-02-01,2012,0308,2301,199299079,190204,3,12,12,90,90
2.0,2023-02-03,2023-02-01,2012,0308,2515,131999205,083390,7,226,228,241,736
2.0,2023-02-03,2023-02-01,2012,0308,3205,069499029,039609,6,149,159,182,182
2.0,2023-02-03,2023-02-01,2012,0308,4840,182199025,089070,7,18,18,20,20
2.0,2023-02-03,2023-02-01,2012,0310,03,029899007,039660,5,8,8,9,9
2.0,2023-02-03,2023-02-01,2012,0310,04,129999064,190035,2,102,104,114,213
2.0,2023-02-03,2023-02-01,2012,0310,06,120301010,039601,4,175,175,177,375
2.0,2023-02-03,2023-02-01,2012,0310,08,120301010,039601,4,245,245,251,350
2.0,2023-02-03,2023-02-01,2012,0310,09,099799009,085002,7,23,23,23,122
2.0,2023-02-03,2023-02-01,2012,0310,13,120201012,190011,1,245,258,289,289
2.0,2023-02-03,2023-02-01,2012,0310,15,029899004,190011,1,1775,1787,1798,1798
2.0,2023-02-03,2023-02-01,2012,0310,15,029899004,190012,1,988,991,1019,6662
2.0,2023-02-03,2023-02-01,2012,0310,15,029899006,190011,1,192,194,196,196
2.0,2023-02-03,2023-02-01,2012,0310,15,029899011,038902,6,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0310,18,119499047,190013,1,661,723,947,4115
2.0,2023-02-03,2023-02-01,2012,0310,18,119499048,039064,5,64,83,132,138
2.0,2023-02-03,2023-02-01,2012,0310,21,010501008,039445,6,79,79,199,613
2.0,2023-02-03,2023-02-01,2012,0310,22,129999065,190009,1,44,44,49,49
2.0,2023-02-03,2023-02-01,2012,0310,23,199199010,039063,5,15,15,17,19
2.0,2023-02-03,2023-02-01,2012,0310,24,099799029,190013,1,14262,14830,22297,31504
2.0,2023-02-03,2023-02-01,2012,0313,002,182199008,086902,7,74,75,80,180
2.0,2023-02-03,2023-02-01,2012,0313,002,182199008,086970,7,42,43,50,50
2.0,2023-02-03,2023-02-01,2012,0313,003,182199019,039932,4,20,20,22,121
2.0,2023-02-03,2023-02-01,2012,0313,006,119499071,087042,7,682,689,769,1462
2.0,2023-02-03,2023-02-01,2012,0313,007,109699003,039757,4,498,498,556,557
2.0,2023-02-03,2023-02-01,2012,0313,008,182199008,190013,1,250,264,587,1973
2.0,2023-02-03,2023-02-01,2012,0313,014,182199028,190012,1,81,81,91,3358
2.0,2023-02-03,2023-02-01,2012,0313,015,182199003,089602,7,9,9,16,16
2.0,2023-02-03,2023-02-01,2012,0313,015,182199019,039757,4,39,39,45,243
2.0,2023-02-03,2023-02-01,2012,0313,015,182199028,085002,7,708,710,722,1514
2.0,2023-02-03,2023-02-01,2012,0313,018,099499005,190011,1,1550,1562,1625,1724
2.0,2023-02-03,2023-02-01,2012,0313,076,979002157,039757,4,44,46,47,1037
2.0,2023-02-03,2023-02-01,2012,0313,076,979002162,190205,3,4,4,477,477
2.0,2023-02-03,2023-02-01,2012,0313,076,979002176,082002,7,9,9,9,108
2.0,2023-02-03,2023-02-01,2012,0313,107,099899031,080077,4,10,10,10,10
2.0,2023-02-03,2023-02-01,2012,0313,126,099699051,190012,1,56,56,59,158
2.0,2023-02-03,2023-02-01,2012,0313,202,049899003,190012,1,130,130,141,636
2.0,2023-02-03,2023-02-01,2012,0313,206,049899009,087111,7,51,52,55,154
2.0,2023-02-03,2023-02-01,2012,0313,206,049899009,190011,1,3249,3418,3628,3925
2.0,2023-02-03,2023-02-01,2012,0313,206,049899015,190011,1,1247,1262,1276,1276
2.0,2023-02-03,2023-02-01,2012,0313,207,049899015,190012,1,296,296,296,2771
2.0,2023-02-03,2023-02-01,2012,0313,231,040401005,190012,1,273,281,306,1692
2.0,2023-02-03,2023-02-01,2012,0313,233,131999069,039163,6,53,53,156,156
2.0,2023-02-03,2023-02-01,2012,0313,241,040401030,190012,1,61,61,61,556
2.0,2023-02-03,2023-02-01,2012,0313,243,029699008,190013,1,941,981,1231,8062
2.0,2023-02-03,2023-02-01,2012,0313,263,029699003,085002,7,58,59,60,159
2.0,2023-02-03,2023-02-01,2012,0313,323,140301048,190013,1,569,586,1172,1667
2.0,2023-02-03,2023-02-01,2012,0313,324,140301051,039737,4,140,141,161,161
2.0,2023-02-03,2023-02-01,2012,0313,324,140301051,120102,7,56,56,56,56
2.0,2023-02-03,2023-02-01,2012,0313,326,140301007,039679,4,55,87,87,87
2.0,2023-02-03,2023-02-01,2012,0313,326,140301007,192052,6,5801,154053,433372,1037272
2.0,2023-02-03,2023-02-01,2012,0313,326,140301023,190012,1,70,74,74,668
2.0,2023-02-03,2023-02-01,2012,0313,335,140301041,192069,6,9,176,1051,1051
2.0,2023-02-03,2023-02-01,2012,0313,401,109999006,082070,7,4,4,4,4
2.0,2023-02-03,2023-02-01,2012,0313,411,119499070,190012,1,805,808,855,1548
2.0,2023-02-03,2023-02-01,2012,0313,411,119499076,190035,2,153,155,166,265
2.0,2023-02-03,2023-02-01,2012,0313,421,149999027,190009,1,31,32,44,44
2.0,2023-02-03,2023-02-01,2012,0313,431,019999005,039680,6,181,181,203,216
2.0,2023-02-03,2023-02-01,2012,0313,431,019999006,039757,4,214,214,445,545
2.0,2023-02-03,2023-02-01,2012,0313,461,011301005,039757,4,22,22,62,458
2.0,2023-02-03,2023-02-01,2012,0313,461,011301008,083302,7,13,13,13,310
2.0,2023-02-03,2023-02-01,2012,0313,469,019999004,039757,4,109,109,127,127
2.0,2023-02-03,2023-02-01,2012,0313,491,129999057,039830,4,37,38,38,38
2.0,2023-02-03,2023-02-01,2012,0313,493,039899011,039680,6,32,35,94,1282
2.0,2023-02-03,2023-02-01,2012,0313,501,039899021,039680,6,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0313,519,131999164,085042,7,14,14,14,14
2.0,2023-02-03,2023-02-01,2012,0313,733,099799028,190012,1,185,186,189,1278
2.0,2023-02-03,2023-02-01,2012,0313,739,039899010,190017,1,9,9,116,116
2.0,2023-02-03,2023-02-01,2012,0313,749,039899010,190013,1,80,83,245,938
2.0,2023-02-03,2023-02-01,2012,0313,752,028999021,086042,7,38,55,57,57
2.0,2023-02-03,2023-02-01,2012,0313,754,028999013,085002,7,65,66,78,78
2.0,2023-02-03,2023-02-01,2012,0313,754,028999019,190013,1,263,413,928,928
2.0,2023-02-03,2023-02-01,2012,0313,754,028999060,190204,3,6,6,175,175
2.0,2023-02-03,2023-02-01,2012,0313,754,979003013,039939,6,3,3,20,119
2.0,2023-02-03,2023-02-01,2012,0313,754,979003016,038407,4,11,11,13,13
2.0,2023-02-03,2023-02-01,2012,0313,756,028999031,190035,2,8,15,34,430
2.0,2023-02-03,2023-02-01,2012,0313,756,979003017,085042,7,6,6,13,13
2.0,2023-02-03,2023-02-01,2012,0313,757,028999024,190011,1,5,5,5,5
2.0,2023-02-03,2023-02-01,2012,0313,757,028999026,087070,7,613,622,644,1040
2.0,2023-02-03,2023-02-01,2012,0313,759,028999027,190012,1,19,20,23,518
2.0,2023-02-03,2023-02-01,2012,0313,759,028999058,190035,2,1,1,3,3
2.0,2023-02-03,2023-02-01,2012,0313,761,028999057,190012,1,28,28,33,231
2.0,2023-02-03,2023-02-01,2012,0313,761,028999061,039928,6,68,69,171,171
2.0,2023-02-03,2023-02-01,2012,0313,761,979003004,190205,3,27,28,589,589
2.0,2023-02-03,2023-02-01,2012,0313,761,979003021,190204,3,2,2,115,115
2.0,2023-02-03,2023-02-01,2012,0313,763,028999031,085002,7,15,19,34,331
2.0,2023-02-03,2023-02-01,2012,0313,763,028999060,039680,6,3,3,63,63
2.0,2023-02-03,2023-02-01,2012,0313,772,028999017,039146,6,10,15,15,15
2.0,2023-02-03,2023-02-01,2012,0313,802,029799032,081093,7,31,36,40,40
2.0,2023-02-03,2023-02-01,2012,0313,811,020107022,083102,7,12,13,13,13
2.0,2023-02-03,2023-02-01,2012,0313,811,020107030,080077,4,128,132,156,354
2.0,2023-02-03,2023-02-01,2012,0313,811,020107037,085090,7,265,302,324,2107
2.0,2023-02-03,2023-02-01,2012,0313,811,020107040,082042,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0313,821,020108155,081342,7,10,10,10,10
2.0,2023-02-03,2023-02-01,2012,0313,821,020108161,190035,2,523,1552,1695,16347
2.0,2023-02-03,2023-02-01,2012,0313,821,020108166,039923,6,106,156,182,479
2.0,2023-02-03,2023-02-01,2012,0313,821,020108177,190035,2,23,24,47,47
2.0,2023-02-03,2023-02-01,2012,0313,821,020108181,190011,1,112,113,118,118
2.0,2023-02-03,2023-02-01,2012,0313,822,020108089,190013,1,21,21,70,70
2.0,2023-02-03,2023-02-01,2012,0313,832,020109025,089202,7,31,32,44,44
2.0,2023-02-03,2023-02-01,2012,0313,832,020109051,190012,1,156,176,215,512
2.0,2023-02-03,2023-02-01,2012,0313,834,020110028,190013,1,60,60,137,137
2.0,2023-02-03,2023-02-01,2012,0313,834,020110075,039928,6,48,50,104,500
2.0,2023-02-03,2023-02-01,2012,0313,842,029499025,190012,1,85,87,91,1081
2.0,2023-02-03,2023-02-01,2012,0313,842,029499048,190011,1,15,15,15,15
2.0,2023-02-03,2023-02-01,2012,0313,843,029399025,080047,4,4,4,5,104
2.0,2023-02-03,2023-02-01,2012,0313,913,119999002,190013,1,212,228,484,484
2.0,2023-02-03,2023-02-01,2012,0313,914,029199203,190013,1,107,109,299,299
2.0,2023-02-03,2023-02-01,2012,0313,914,029199205,039680,6,8,9,18,18
2.0,2023-02-03,2023-02-01,2012,0313,916,119999002,039757,4,69,69,74,74
2.0,2023-02-03,2023-02-01,2012,0313,916,119999002,086970,7,4,4,5,5
2.0,2023-02-03,2023-02-01,2012,0313,922,119899018,034477,4,2,2,2,2
2.0,2023-02-03,2023-02-01,2012,0313,923,119899011,190035,2,795,814,997,997
2.0,2023-02-03,2023-02-01,2012,0313,923,119899014,190204,3,85,88,998,998
2.0,2023-02-03,2023-02-01,2012,0313,924,119499071,039680,6,122,124,156,159
2.0,2023-02-03,2023-02-01,2012,0313,924,119499073,034686,4,69,69,76,76
2.0,2023-02-03,2023-02-01,2012,0313,927,029199007,087090,7,44,44,45,45
2.0,2023-02-03,2023-02-01,2012,0313,929,119499074,190011,1,316,320,329,329
2.0,2023-02-03,2023-02-01,2012,0313,931,119499074,034690,4,100,100,100,100
2.0,2023-02-03,2023-02-01,2012,0313,932,119499074,034620,4,68,69,69,69
2.0,2023-02-03,2023-02-01,2012,0313,933,119499070,085002,7,98,98,107,107
2.0,2023-02-03,2023-02-01,2012,0313,936,119499046,034693,4,27,31,35,35
2.0,2023-02-03,2023-02-01,2012,0313,936,119499048,087511,7,7,7,7,7
2.0,2023-02-03,2023-02-01,2012,0313,941,110801002,085002,7,33,33,39,138
2.0,2023-02-03,2023-02-01,2012,0313,943,110801002,190013,1,9,9,21,21
2.0,2023-02-03,2023-02-01,2012,0313,946,110801006,087070,7,18,18,27,126
2.0,2023-02-03,2023-02-01,2012,0313,946,110801007,039757,4,127,130,170,171
2.0,2023-02-03,2023-02-01,2012,0313,959,110801010,085002,7,51,51,52,52
2.0,2023-02-03,2023-02-01,2012,0316,3202,990016354,039757,4,454,461,729,729
2.0,2023-02-03,2023-02-01,2012,0316,3207,990016307,190012,1,29,29,30,30
2.0,2023-02-03,2023-02-01,2012,0316,3299,990016284,190012,1,164,168,208,802
2.0,2023-02-03,2023-02-01,2012,0316,3303,990016473,120030,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0316,3307,990016347,190011,1,18,19,20,20
2.0,2023-02-03,2023-02-01,2012,0316,3314,990016396,190013,1,72,76,186,1176
2.0,2023-02-03,2023-02-01,2012,0316,3320,990016416,190012,1,1251,1282,1538,6191
2.0,2023-02-03,2023-02-01,2012,0316,3327,990016138,190012,1,100,102,131,230
2.0,2023-02-03,2023-02-01,2012,0316,3401,990016312,190204,3,5,5,61,61
2.0,2023-02-03,2023-02-01,2012,0316,3403,990016069,087070,7,14,14,20,20
2.0,2023-02-03,2023-02-01,2012,0316,3499,990016114,190035,2,3,3,9,108
2.0,2023-02-03,2023-02-01,2012,0316,3503,990016270,039445,6,6,6,8,8
2.0,2023-02-03,2023-02-01,2012,0316,3503,990016270,039702,4,42,42,68,68
2.0,2023-02-03,2023-02-01,2012,0316,3505,990016004,083190,7,54,59,94,4153
2.0,2023-02-03,2023-02-01,2012,0316,3599,990016431,081093,7,173,178,187,286
2.0,2023-02-03,2023-02-01,2012,0316,3599,990016433,190204,3,32,32,315,315
2.0,2023-02-03,2023-02-01,2012,0316,4101,990016018,039837,4,354,391,594,861
2.0,2023-02-03,2023-02-01,2012,0316,4199,990016018,088311,7,44,44,45,45
2.0,2023-02-03,2023-02-01,2012,0316,5004,990016034,039757,4,8,8,8,8
2.0,2023-02-03,2023-02-01,2012,0316,5107,990016034,190012,1,31,31,33,33
2.0,2023-02-03,2023-02-01,2012,0316,6202,990016155,190035,2,4,4,27,27
2.0,2023-02-03,2023-02-01,2012,0316,6202,990016155,190204,3,3,3,20,20
2.0,2023-02-03,2023-02-01,2012,0316,6204,990016331,190011,1,174,177,187,187
2.0,2023-02-03,2023-02-01,2012,0316,7112,990016169,039832,4,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0316,7113,990016197,039865,4,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0316,7113,990016238,190011,1,311,313,351,351
2.0,2023-02-03,2023-02-01,2012,0316,7606,990016428,190204,3,613,627,5995,7678
2.0,2023-02-03,2023-02-01,2012,0316,7699,990016259,039715,4,11,11,13,13
2.0,2023-02-03,2023-02-01,2012,0316,7705,990016295,085002,7,51,51,56,254
2.0,2023-02-03,2023-02-01,2012,0316,8908,990016448,190205,3,6,6,53,53
2.0,2023-02-03,2023-02-01,2012,0316,9902,990017014,039694,6,28,28,29,29
2.0,2023-02-03,2023-02-01,2012,0316,9902,990017019,039679,4,91,91,144,146
2.0,2023-02-03,2023-02-01,2012,0316,9902,990017022,190206,3,28,28,421,421
2.0,2023-02-03,2023-02-01,2012,0316,9902,990017026,190205,3,130,131,1163,1163
2.0,2023-02-03,2023-02-01,2012,0316,9902,990017037,039848,6,8,8,54,90
2.0,2023-02-03,2023-02-01,2012,0316,9999,990016401,190204,3,389,394,897,897
2.0,2023-02-03,2023-02-01,2012,0318,204,119499075,087070,7,1368,1384,1445,3227
2.0,2023-02-03,2023-02-01,2012,0318,204,119499078,039757,4,85,85,85,86
2.0,2023-02-03,2023-02-01,2012,0318,205,119499074,190012,1,3555,3573,3713,15791
2.0,2023-02-03,2023-02-01,2012,0318,205,119499074,190013,1,15935,16249,26731,39997
2.0,2023-02-03,2023-02-01,2012,0318,207,049999002,034686,4,207,209,221,815
2.0,2023-02-03,2023-02-01,2012,0318,207,049999003,190204,3,505,523,1311,10914
2.0,2023-02-03,2023-02-01,2012,0318,303,119999002,190013,1,2028,2153,3155,4145
2.0,2023-02-03,2023-02-01,2012,0318,304,119999013,080001,7,15,15,27,225
2.0,2023-02-03,2023-02-01,2012,0318,306,119999003,190204,3,13,14,37,37
2.0,2023-02-03,2023-02-01,2012,0318,307,029199151,039132,6,16,17,21,21
2.0,2023-02-03,2023-02-01,2012,0318,402,119999013,039757,4,59,60,73,73
2.0,2023-02-03,2023-02-01,2012,0318,403,119999012,034620,4,133,136,194,293
2.0,2023-02-03,2023-02-01,2012,0318,404,119499067,039757,4,36,36,44,44
2.0,2023-02-03,2023-02-01,2012,0318,404,119499068,034688,4,343,345,356,851
2.0,2023-02-03,2023-02-01,2012,0318,406,119999013,190013,1,16,16,29,29
2.0,2023-02-03,2023-02-01,2012,0318,407,029199203,190013,1,338,359,742,940
2.0,2023-02-03,2023-02-01,2012,0318,410,119999011,034477,4,154,157,190,10585
2.0,2023-02-03,2023-02-01,2012,0318,601,119899019,034620,4,82,83,87,681
2.0,2023-02-03,2023-02-01,2012,0318,607,028899033,034686,4,2499,2575,2666,16922
2.0,2023-02-03,2023-02-01,2012,0318,612,119499070,087002,7,52,54,56,56
2.0,2023-02-03,2023-02-01,2012,0318,613,119499074,039680,6,335,342,362,362
2.0,2023-02-03,2023-02-01,2012,0318,631,119499047,039680,6,97,97,100,100
2.0,2023-02-03,2023-02-01,2012,0318,708,110801002,034688,4,3,3,3,3
2.0,2023-02-03,2023-02-01,2012,0318,708,110801003,190011,1,475,491,505,505
2.0,2023-02-03,2023-02-01,2012,0318,709,110801003,039680,6,7,7,11,12
2.0,2023-02-03,2023-02-01,2012,0318,712,029199266,190011,1,83,85,87,87
2.0,2023-02-03,2023-02-01,2012,0318,732,110901015,087090,7,176,176,179,575
2.0,2023-02-03,2023-02-01,2012,0318,735,029199261,190204,3,51,55,606,6150
2.0,2023-02-03,2023-02-01,2012,0318,753,110901015,190205,3,42,51,80,80
2.0,2023-02-03,2023-02-01,2012,0318,763,979002166,190013,1,4,4,7,7
2.0,2023-02-03,2023-02-01,2012,0318,763,979002177,190013,1,94,97,150,150
2.0,2023-02-03,2023-02-01,2012,0320,201,099499016,039775,4,29,29,37,38
2.0,2023-02-03,2023-02-01,2012,0320,202,099499015,085141,7,907,911,918,918
2.0,2023-02-03,2023-02-01,2012,0320,202,099499015,120241,7,1476,1485,1515,1812
2.0,2023-02-03,2023-02-01,2012,0320,202,099499026,032410,6,25,25,74,74
2.0,2023-02-03,2023-02-01,2012,0320,202,979001097,039494,7,222,222,289,883
2.0,2023-02-03,2023-02-01,2012,0320,203,979001089,190012,1,78,78,89,89
2.0,2023-02-03,2023-02-01,2012,0320,204,099499019,039757,4,216,222,252,254
2.0,2023-02-03,2023-02-01,2012,0320,204,099499028,087070,7,71,71,84,183
2.0,2023-02-03,2023-02-01,2012,0320,204,979001083,039755,6,376,377,690,690
2.0,2023-02-03,2023-02-01,2012,0320,301,099899024,039520,7,19,19,19,19
2.0,2023-02-03,2023-02-01,2012,0320,301,979001089,190204,3,9,9,150,150
2.0,2023-02-03,2023-02-01,2012,0320,302,099899066,085002,7,1195,1209,1217,2009
2.0,2023-02-03,2023-02-01,2012,0320,302,979001084,039757,4,8,8,51,58
2.0,2023-02-03,2023-02-01,2012,0320,401,099899063,039845,4,433,438,451,451
2.0,2023-02-03,2023-02-01,2012,0320,401,099899063,120044,7,348,350,353,353
2.0,2023-02-03,2023-02-01,2012,0320,401,099899064,033260,6,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0320,401,099899064,039756,4,269,321,343,343
2.0,2023-02-03,2023-02-01,2012,0320,401,099899072,190013,1,26228,27362,30977,79190
2.0,2023-02-03,2023-02-01,2012,0320,402,099899063,039445,6,75,75,81,84
2.0,2023-02-03,2023-02-01,2012,0320,402,099899064,033694,4,340,343,356,362
2.0,2023-02-03,2023-02-01,2012,0320,404,099899075,039735,4,32,33,43,43
2.0,2023-02-03,2023-02-01,2012,0320,404,099899076,190009,1,80,80,85,85
2.0,2023-02-03,2023-02-01,2012,0320,404,099899087,190011,1,413,414,437,437
2.0,2023-02-03,2023-02-01,2012,0320,409,099899051,033285,6,43,43,87,384
2.0,2023-02-03,2023-02-01,2012,0320,409,099899058,190205,3,55,55,264,264
2.0,2023-02-03,2023-02-01,2012,0320,501,099899083,085042,7,447,447,458,557
2.0,2023-02-03,2023-02-01,2012,0320,501,979001080,033266,6,234,244,283,6025
2.0,2023-02-03,2023-02-01,2012,0320,502,179799011,038941,5,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0320,502,179799021,190013,1,952,971,1044,4509
2.0,2023-02-03,2023-02-01,2012,0320,601,099699031,039757,4,1405,1443,2151,2151
2.0,2023-02-03,2023-02-01,2012,0320,602,090501002,081093,7,2,3,3,3
2.0,2023-02-03,2023-02-01,2012,0320,702,099899027,033605,5,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0320,801,219699013,039680,6,28,29,41,437
2.0,2023-02-03,2023-02-01,2012,0320,802,219699008,039778,4,152,153,153,153
2.0,2023-02-03,2023-02-01,2012,0320,802,219699009,039477,7,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0320,802,219699009,190011,1,984,997,1063,1063
2.0,2023-02-03,2023-02-01,2012,0320,803,219699014,190011,1,16521,17091,19006,19105
2.0,2023-02-03,2023-02-01,2012,0320,804,219699016,190011,1,7194,7472,8000,8000
2.0,2023-02-03,2023-02-01,2012,0320,822,099899094,085420,7,1,1,1,1
2.0,2023-02-03,2023-02-01,2012,0320,902,090301002,085190,7,127,127,128,722
2.0,2023-02-03,2023-02-01,2012,0322,1101,109699008,190206,3,1,1,14,14
2.0,2023-02-03,2023-02-01,2012,0322,1102,109699017,039680,6,117,117,117,117
2.0,2023-02-03,2023-02-01,2012,0322,1201,100501045,120034,7,39,39,41,41
2.0,2023-02-03,2023-02-01,2012,0322,1241,100501025,039832,4,1158,1182,1304,7442
2.0,2023-02-03,2023-02-01,2012,0322,1241,100501029,039680,6,45,47,105,105
2.0,2023-02-03,2023-02-01,2012,0322,1241,990003012,190009,1,145,148,153,153
2.0,2023-02-03,2023-02-01,2012,0322,1302,109699016,039832,4,247,249,258,654
2.0,2023-02-03,2023-02-01,2012,0322,1303,029099017,190013,1,2923,2950,7028,17819
2.0,2023-02-03,2023-02-01,2012,0322,1303,029099041,190017,1,52,53,62,161
2.0,2023-02-03,2023-02-01,2012,0322,1303,029099043,087042,7,67,71,86,86
2.0,2023-02-03,2023-02-01,2012,0322,1303,029099044,190011,1,77,77,77,77
2.0,2023-02-03,2023-02-01,2012,0322,1304,029099036,083190,7,1,2,2,2
2.0,2023-02-03,2023-02-01,2012,0322,1305,029099006,190204,3,85,87,286,286
2.0,2023-02-03,2023-02-01,2012,0322,1305,029099040,039892,6,17,41,48,48
2.0,2023-02-03,2023-02-01,2012,0322,1307,029099005,120501,7,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0322,1307,029099007,039757,4,148,148,161,359
2.0,2023-02-03,2023-02-01,2012,0322,1307,029099007,083290,7,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0322,1401,109999038,039837,4,517,520,619,2220
2.0,2023-02-03,2023-02-01,2012,0322,1402,100501052,190206,3,6,6,106,106
2.0,2023-02-03,2023-02-01,2012,0322,1402,100501055,087042,7,42,43,45,45
2.0,2023-02-03,2023-02-01,2012,0322,1403,049799018,039839,4,73,74,118,514
2.0,2023-02-03,2023-02-01,2012,0322,1404,100501051,032484,5,3,3,3,3
2.0,2023-02-03,2023-02-01,2012,0322,1404,100501051,190204,3,282,309,2576,14951
2.0,2023-02-03,2023-02-01,2012,0322,1404,100501055,190012,1,349,352,395,3167
2.0,2023-02-03,2023-02-01,2012,0322,1601,109999060,039836,4,26,26,57,57
2.0,2023-02-03,2023-02-01,2012,0322,1601,109999061,039932,4,624,636,786,2073
2.0,2023-02-03,2023-02-01,2012,0322,1603,109999059,080001,7,17,17,17,17
2.0,2023-02-03,2023-02-01,2012,0322,1701,109599006,190205,3,18,18,56,56
2.0,2023-02-03,2023-02-01,2012,0322,1701,109599013,085002,7,348,359,1339,3814
2.0,2023-02-03,2023-02-01,2012,0322,1701,109599014,039607,6,14,14,14,14
2.0,2023-02-03,2023-02-01,2012,0322,1702,109599010,190009,1,9,9,10,10
2.0,2023-02-03,2023-02-01,2012,0322,1803,090501003,039832,4,99,103,117,315
2.0,2023-02-03,2023-02-01,2012,0322,1901,060607013,032480,4,11,11,12,12
2.0,2023-02-03,2023-02-01,2012,0322,1903,060607007,039830,4,272,272,276,276
2.0,2023-02-03,2023-02-01,2012,0322,2101,109699021,039680,6,35,35,36,36
2.0,2023-02-03,2023-02-01,2012,0322,2102,109699021,190012,1,130,130,133,2113
2.0,2023-02-03,2023-02-01,2012,0322,9901,109699008,085002,7,358,369,932,1823
2.0,2023-02-03,2023-02-01,2012,0322,9903,199199010,190035,2,26,28,45,45
2.0,2023-02-03,2023-02-01,2012,0324,101,131999015,190204,3,296,312,3257,30284
2.0,2023-02-03,2023-02-01,2012,0324,101,131999090,089402,7,351,352,616,1245
2.0,2023-02-03,2023-02-01,2012,0324,101,131999091,087070,7,176,176,192,390
2.0,2023-02-03,2023-02-01,2012,0324,106,099899009,089602,7,8,9,19,20
2.0,2023-02-03,2023-02-01,2012,0324,112,131999208,083302,7,9,9,9,9
2.0,2023-02-03,2023-02-01,2012,0324,113,131999119,190013,1,17,17,88,88
2.0,2023-02-03,2023-02-01,2012,0324,115,131999156,084602,7,270,276,503,1108
2.0,2023-02-03,2023-02-01,2012,0324,115,131999209,190011,1,218,218,222,222
2.0,2023-02-03,2023-02-01,2012,0324,202,131999157,084602,7,11,11,16,17
2.0,2023-02-03,2023-02-01,2012,0324,301,131999118,085002,7,65,65,80,179
2.0,2023-02-03,2023-02-01,2012,0324,301,131999206,190011,1,742,742,759,759
2.0,2023-02-03,2023-02-01,2012,0324,303,039899011,190204,3,9,11,57,1146
2.0,2023-02-03,2023-02-01,2012,0324,304,131999206,190011,1,176,177,181,181
2.0,2023-02-03,2023-02-01,2012,0324,305,131999206,039445,6,12,12,16,808
2.0,2023-02-03,2023-02-01,2012,0324,306,131999156,039832,4,17,17,18,315
2.0,2023-02-03,2023-02-01,2012,0324,310,131999156,120034,7,14,14,14,14
2.0,2023-02-03,2023-02-01,2012,0324,405,131999209,080080,7,115,115,119,119
2.0,2023-02-03,2023-02-01,2012,0324,717,131999208,085002,7,6,6,6,6
2.0,2023-02-03,2023-02-01,2012,0324,719,131999209,089070,7,5,5,6,6
2.0,2023-02-03,2023-02-01,2012,0324,801,131999209,080080,7,116,116,116,116
2.0,2023-02-03,2023-02-01,2012,0326,C1,990026014,190013,1,24,24,47,47
2.0,2023-02-03,2023-02-01,2012,0326,D6,990026010,190011,1,30,30,31,31
2.0,2023-02-03,2023-02-01,2012,0326,I1,990026010,039601,4,151,151,191,191
2.0,2023-02-03,2023-02-01,2012,0326,J1,990026009,039602,6,2,2,32,32
2.0,2023-02-03,2023-02-01,2012,0327,0000,990027013,190013,1,2,2,4,4
2.0,2023-02-03,2023-02-01,2012,0327,0114,990027002,190011,1,206,212,212,212
2.0,2023-02-03,2023-02-01,2012,0327,0115,990027046,190204,3,19,20,1107,1107
2.0,2023-02-03,2023-02-01,2012,0327,0117,990027009,190012,1,59,64,69,86
2.0,2023-02-03,2023-02-01,2012,0327,0215,990027052,190204,3,10,10,819,819
2.0,2023-02-03,2023-02-01,2012,0327,0216,990027013,190012,1,277,286,329,1017
2.0,2023-02-03,2023-02-01,2012,0327,0311,990027013,038698,6,13,13,40,40
2.0,2023-02-03,2023-02-01,2012,0327,0313,990027018,190012,1,1718,1797,1874,2679
2.0,2023-02-03,2023-02-01,2012,0327,0411,990027013,039445,6,6,6,14,14
2.0,2023-02-03,2023-02-01,2012,0327,0414,990027027,089202,7,7,7,10,208
2.0,2023-02-03,2023-02-01,2012,0327,0613,990027007,190013,1,11,13,44,46
2.0,2023-02-03,2023-02-01,2012,0327,0613,990027049,190204,3,8,8,527,527
2.0,2023-02-03,2023-02-01,2012,0327,0713,990027043,190204,3,10,10,442,442
2.0,2023-02-03,2023-02-01,2012,0327,0716,990027026,190013,1,180,185,235,257
2.0,2023-02-03,2023-02-01,2012,0327,0911,990027052,190204,3,1,1,89,89
2.0,2023-02-03,2023-02-01,2012,0328,2280,979001008,190204,3,6,6,65,65
2.0,2023-02-03,2023-02-01,2012,0328,2280,979001117,039605,6,3,3,3,3
