FID,cte,dtm,gradenhoek,htxt,omschr,stxt,txg350,txt200,txt300,txt350,txt500,vdtxt,se_anno_cad_data
dtb_rivieren_1993_2000_punt.1,R5101,N,   0.00000, ,aankondigingsbord, ab, , , , , , ,
dtb_rivieren_1993_2000_punt.2,R5101,N,   0.00000, ,aankondigingsbord, ab, , , , , , ,
dtb_rivieren_1993_2000_punt.3,R11,N,   0.00000, ,bolder, bd, , , , , , ,
dtb_rivieren_1993_2000_punt.4,R11,N,   0.00000, ,bolder, bd, , , , , , ,
dtb_rivieren_1993_2000_punt.5,R11,N,   0.00000, ,bolder, bd, , , , , , ,
dtb_rivieren_1993_2000_punt.6,R11,N,   0.00000, ,bolder, bd, , , , , , ,
dtb_rivieren_1993_2000_punt.7,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.8,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.9,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.10,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.11,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.12,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.13,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.14,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.15,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.16,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.17,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.18,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.19,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.20,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.21,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.22,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.23,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.24,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.25,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.26,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.27,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.28,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.29,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.30,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.31,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.32,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.33,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.34,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.35,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.36,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.37,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.38,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.39,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.40,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.41,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.42,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.43,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.44,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.45,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.46,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.47,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.48,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.49,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.50,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.51,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.52,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.53,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.54,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.55,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.56,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.57,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.58,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.59,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.60,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.61,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.62,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.63,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.64,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.65,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.66,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.67,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.68,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.69,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.70,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.71,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.72,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.73,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.74,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.75,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.76,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.77,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.78,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.79,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.80,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.81,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.82,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.83,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.84,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.85,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.86,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.87,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.88,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.89,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.90,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.91,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.92,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.93,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.94,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.95,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.96,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.97,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.98,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.99,Q09,N,   0.00000, ,boom, , , , , , , ,
dtb_rivieren_1993_2000_punt.100,Q09,N,   0.00000, ,boom, , , , , , , ,
