FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_don_2008.1,1194.56005859,deel2_a_1,2009-01-31T00:00:00,,,"LINESTRING (185851.6719999984 511283.313000001, 184657.125 511277.25)"
vliegln_krib_don_2008.2,3608.30004883,deel2_a_2,2009-01-31T00:00:00,,,"LINESTRING (188172.438000001 510914.063000001, 184564.5469999984 510968.25)"
vliegln_krib_don_2008.3,7842.89013672,deel2_a_3,2009-01-31T00:00:00,,,"LINESTRING (188729.0159999989 510557.063000001, 180889.3440000005 510781.7190000005)"
vliegln_krib_don_2008.4,8496.24023438,deel2_a_4,2009-01-31T00:00:00,,,"LINESTRING (189901.1409999989 510307.2190000005, 181405.1559999995 510372.625)"
vliegln_krib_don_2008.5,11869.59960938,deel2_b_1,2009-01-31T00:00:00,,,"LINESTRING (194439.436999999 502591.2190000005, 186694.4059999995 511585.75)"
vliegln_krib_don_2008.6,11372.29980469,deel2_b_2,2009-01-31T00:00:00,,,"LINESTRING (194592.4059999995 502878.3440000005, 187183.6090000011 511506.125)"
vliegln_krib_don_2008.7,10573.5,deel2_b_3,2009-01-31T00:00:00,,,"LINESTRING (194981.313000001 502899.6559999995, 188111.5159999989 510937.4059999995)"
vliegln_krib_don_2008.8,9155.80957031,deel2_b_4,2009-01-31T00:00:00,,,"LINESTRING (195241.5469999984 503112.5940000005, 189260.7340000011 510045.0309999995)"
vliegln_krib_don_2008.9,8837.33007813,deel2_b_5,2009-01-31T00:00:00,,,"LINESTRING (195521.313000001 503285.813000001, 189761.5780000016 509988.3440000005)"
vliegln_krib_don_2008.10,4356.31005859,deel2_c_1,2009-01-31T00:00:00,,,"LINESTRING (196716.8909999989 505377.688000001, 193242.813000001 502749.3440000005)"
vliegln_krib_don_2008.11,4069.93994141,deel2_c_2,2009-01-31T00:00:00,,,"LINESTRING (193607.0780000016 502642, 196849.688000001 505101.6559999995)"
vliegln_krib_don_2008.12,4139.10986328,deel2_c_3,2009-01-31T00:00:00,,,"LINESTRING (196990.4530000016 504769.061999999, 193665.561999999 502303.8440000005)"
vliegln_krib_don_2008.13,2652.82006836,deel2_c_4,2009-01-31T00:00:00,,,"LINESTRING (195628.5940000005 503297.936999999, 194035.688000001 505419.2809999995)"
vliegln_krib_don_2008.14,2006.66003418,deel2_d_1,2009-01-31T00:00:00,,,"LINESTRING (206267.6559999995 491401.625, 204886.7030000016 492857.5309999995)"
vliegln_krib_don_2008.15,5551.70996094,deel2_d_2,2009-01-31T00:00:00,,,"LINESTRING (206388.5159999989 491686.4059999995, 202829.375 495947.1559999995)"
vliegln_krib_don_2008.16,5689.75,deel2_d_3,2009-01-31T00:00:00,,,"LINESTRING (206383.0940000005 492199.0940000005, 202710.75 496545.0309999995)"
vliegln_krib_don_2008.17,15327.29980469,deel2_d_4,2009-01-31T00:00:00,,,"LINESTRING (205907.438000001 493269.436999999, 196019.1719999984 504980.5309999995)"
vliegln_krib_don_2008.18,12958.5,deel2_d_5,2009-01-31T00:00:00,,,"LINESTRING (204150.5309999995 495875.688000001, 195792.0309999995 505778.061999999)"
vliegln_krib_don_2008.19,12406.70019531,deel2_d_6,2009-01-31T00:00:00,,,"LINESTRING (204215.4530000016 496252.5, 196220.9840000011 505740.125)"
vliegln_krib_don_2008.20,11959.79980469,deel2_d_7,2009-01-31T00:00:00,,,"LINESTRING (204158.3909999989 496813, 196455.9530000016 505962.25)"
vliegln_krib_don_2008.21,12200,deel2_d_8,2009-01-31T00:00:00,,,"LINESTRING (204546.0940000005 496863.186999999, 196674.5940000005 506184.125)"
vliegln_krib_don_2008.22,10520.90039063,deel2_d_9,2009-01-31T00:00:00,,,"LINESTRING (203903.8440000005 498115.936999999, 197118.4059999995 506156.3440000005)"
vliegln_krib_don_2008.23,7489.35986328,deel2_e_1,2009-01-31T00:00:00,,,"LINESTRING (204574.1559999995 487568.9059999995, 206226.2340000011 494873.7809999995)"
vliegln_krib_don_2008.24,6773.35009766,deel2_e_2,2009-01-31T00:00:00,,,"LINESTRING (204612.7969999984 486225.1559999995, 206041.311999999 492846.1559999995)"
vliegln_krib_don_2008.25,5682.39990234,deel2_e_3,2009-01-31T00:00:00,,,"LINESTRING (205337.0469999984 488057.186999999, 206592.25 493599.2190000005)"
vliegln_krib_don_2008.26,1823.64001465,deel2_f_1,2009-01-31T00:00:00,,,"LINESTRING (201735.0159999989 487208.9690000005, 203269.0940000005 488195)"
vliegln_krib_don_2008.27,3476.62011719,deel2_f_2,2009-01-31T00:00:00,,,"LINESTRING (203846.1409999989 488174.125, 200913.561999999 486306.813000001)"
vliegln_krib_don_2008.28,5522.37988281,deel2_f_3,2009-01-31T00:00:00,,,"LINESTRING (205720.5309999995 488963.186999999, 201054.5940000005 486009.25)"
vliegln_krib_don_2008.29,5321.00976563,deel2_f_4,2009-01-31T00:00:00,,,"LINESTRING (201231.3909999989 485753.311999999, 205730.0469999984 488595)"
vliegln_krib_don_2008.30,7686.49023438,deel2_g_1,2009-01-31T00:00:00,,,"LINESTRING (204485.5469999984 476266.6559999995, 202377.438000001 483658.4059999995)"
vliegln_krib_don_2008.31,12811.09960938,deel2_g_2,2009-01-31T00:00:00,,,"LINESTRING (205255.0940000005 474824.9059999995, 201692 487130.5)"
vliegln_krib_don_2008.32,15004.70019531,deel2_g_3,2009-01-31T00:00:00,,,"LINESTRING (205999.9530000016 473252.4690000005, 201897.7340000011 487685.563000001)"
vliegln_krib_don_2008.33,5547.58007813,deel2_g_4,2009-01-31T00:00:00,,,"LINESTRING (203548.9690000005 482937.0940000005, 202072.7340000011 488284.6559999995)"
vliegln_krib_don_2008.34,5964.62011719,deel2_g_5,2009-01-31T00:00:00,,,"LINESTRING (204153.5940000005 482074.1559999995, 202511.9219999984 487808.4059999995)"
vliegln_krib_don_2008.35,3951.77001953,deel2_g_6,2009-01-31T00:00:00,,,"LINESTRING (204016.5780000016 483627.4059999995, 202952.0309999995 487433.0940000005)"
vliegln_krib_don_2008.36,2496.61010742,deel2_g_7,2009-01-31T00:00:00,,,"LINESTRING (204595.9690000005 482908.438000001, 203869.75 485297.0940000005)"
vliegln_krib_don_2008.37,9279.5703125,deel2_h_1,2009-01-31T00:00:00,,,"LINESTRING (210117.2340000011 469045.375, 204329.6719999984 476298.9690000005)"
vliegln_krib_don_2008.38,10912.20019531,deel2_h_2,2009-01-31T00:00:00,,,"LINESTRING (210848.688000001 468639.625, 204039.4059999995 477166.6559999995)"
vliegln_krib_don_2008.39,10546,deel2_h_3,2009-01-31T00:00:00,,,"LINESTRING (210316.6559999995 469819.75, 203752.9059999995 478074.1559999995)"
vliegln_krib_don_2008.40,3662.90991211,deel2_h_4,2009-01-31T00:00:00,,,"LINESTRING (208824.2340000011 472231.1559999995, 206522.1090000011 475080.2190000005)"
vliegln_krib_don_2008.41,2605.45996094,deel2_h_5,2009-01-31T00:00:00,,,"LINESTRING (208494.063000001 473102.5309999995, 206900.875 475164.125)"
vliegln_krib_don_2008.42,1672.90002441,deel2_k_10,2008-10-10T00:00:00,,,"LINESTRING (210168.5469999984 468082.875, 209927.9219999984 469738.375)"
vliegln_krib_don_2008.43,4279.25,deel1_10,2008-10-09T00:00:00,,,"LINESTRING (201632.2340000011 430349.313000001, 198392.061999999 433144.5309999995)"
vliegln_krib_don_2008.44,10477.70019531,deel1_11,2008-10-09T00:00:00,,,"LINESTRING (203621.875 428774.938000001, 196039.5159999989 436006.125)"
vliegln_krib_don_2008.45,10941.70019531,deel1_12,2008-10-09T00:00:00,,,"LINESTRING (204219.0159999989 428587.688000001, 196322.0940000005 436161.313000001)"
vliegln_krib_don_2008.46,11172.20019531,deel1_13,2008-10-09T00:00:00,,,"LINESTRING (204765 428542.7809999995, 196653.688000001 436225.5)"
