FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vliegln_krib_don_2008.47,1592.56994629,deel1_14,2008-10-09T00:00:00,,,"LINESTRING (198976.4840000011 434358.875, 197824.9059999995 435458.938000001)"
vliegln_krib_don_2008.48,9783.34960938,deel1_16_1,2008-10-09T00:00:00,,,"LINESTRING (197692.7030000016 434941.2190000005, 191926.8909999989 442844.9690000005)"
vliegln_krib_don_2008.49,9304.45019531,deel1_16_2,2008-10-14T00:00:00,,,"LINESTRING (197389.3590000011 435349.5, 191894.0940000005 442857.813000001)"
vliegln_krib_don_2008.50,10045.79980469,deel1_17,2008-10-09T00:00:00,,,"LINESTRING (197191.3909999989 435317.5, 191164.375 443354.438000001)"
vliegln_krib_don_2008.51,10830.09960938,deel1_18,2008-10-09T00:00:00,,,"LINESTRING (196863.936999999 435322.7809999995, 190280.063000001 443921.8440000005)"
vliegln_krib_don_2008.52,3817.89990234,deel1_19,2008-10-09T00:00:00,,,"LINESTRING (194749.313000001 439433.625, 192556.2809999995 442558.8440000005)"
vliegln_krib_don_2008.53,5205.60009766,deel1_1_1,2008-10-09T00:00:00,,,"LINESTRING (208776.25 427904.1559999995, 203671.186999999 428922.2809999995)"
vliegln_krib_don_2008.54,5203.35009766,deel1_1_2,2008-10-14T00:00:00,,,"LINESTRING (208772.2030000016 427883.625, 203671.2340000011 428910.7190000005)"
vliegln_krib_don_2008.55,6037.97021484,deel1_2,2008-10-09T00:00:00,,,"LINESTRING (208805.311999999 428093.25, 202872.6559999995 429216.063000001)"
vliegln_krib_don_2008.56,1321.56994629,deel1_20,2008-10-10T00:00:00,,,"LINESTRING (196390.563000001 442833.563000001, 197425.1409999989 443655.875)"
vliegln_krib_don_2008.57,4711.29980469,deel1_21_a,2008-10-10T00:00:00,,,"LINESTRING (196868.75 443534.2809999995, 193178.2659999989 440605.686999999)"
vliegln_krib_don_2008.58,7254.37988281,deel1_21_b,2008-10-10T00:00:00,,,"LINESTRING (201979.875 447625.5, 196328.375 443077.25)"
vliegln_krib_don_2008.59,11202.79980469,deel1_22,2008-10-10T00:00:00,,,"LINESTRING (201761.4840000011 447749.0309999995, 192932.2030000016 440853.6559999995)"
vliegln_krib_don_2008.60,10995.79980469,deel1_23_1,2008-10-10T00:00:00,,,"LINESTRING (201406.7340000011 447857.0309999995, 192732.4530000016 441099.4059999995)"
vliegln_krib_don_2008.61,11024.40039063,deel1_23_2,2008-10-10T00:00:00,,,"LINESTRING (201442.2030000016 447858.25, 192715.2190000005 441122)"
vliegln_krib_don_2008.62,5955.39990234,deel1_24,2008-10-10T00:00:00,,,"LINESTRING (193729.063000001 442093.875, 198375.1090000011 445819.5940000005)"
vliegln_krib_don_2008.63,3192.15991211,deel1_27,2008-10-10T00:00:00,,,"LINESTRING (202984.0469999984 445073.188000001, 201357.0469999984 447819.5940000005)"
vliegln_krib_don_2008.64,3342.98999023,deel1_28,2008-10-10T00:00:00,,,"LINESTRING (203316.7190000005 444922.9690000005, 201672.1090000011 447833.438000001)"
vliegln_krib_don_2008.65,2929.55004883,deel1_29,2008-10-10T00:00:00,,,"LINESTRING (203651.5780000016 445005.125, 202132.1559999995 447509.8440000005)"
vliegln_krib_don_2008.66,6284.02001953,deel1_3,2008-10-09T00:00:00,,,"LINESTRING (208644.811999999 428265.688000001, 202525.3280000016 429694.2809999995)"
vliegln_krib_don_2008.67,3810.31005859,deel1_30,2008-10-10T00:00:00,,,"LINESTRING (206014.938000001 447470.5309999995, 203126.688000001 444985.2809999995)"
vliegln_krib_don_2008.68,3324.59008789,deel1_31,2008-10-10T00:00:00,,,"LINESTRING (205930.9059999995 447130, 203500.688000001 444861.313000001)"
vliegln_krib_don_2008.69,1333.45996094,deel1_32,2008-10-10T00:00:00,,,"LINESTRING (204041.5940000005 445092.686999999, 205055.438000001 445958.8440000005)"
vliegln_krib_don_2008.70,10011.70019531,deel1_34,2008-10-10T00:00:00,,,"LINESTRING (191215.3440000005 443224.2190000005, 181426.061999999 441125.4059999995)"
vliegln_krib_don_2008.71,10012.70019531,deel1_35_1,2008-10-10T00:00:00,,,"LINESTRING (190817.5159999989 443428.25, 181029.5309999995 441318.936999999)"
vliegln_krib_don_2008.72,8137.75976563,deel1_36_1_a,2008-10-11T00:00:00,,,"LINESTRING (188613.6409999989 443220.4059999995, 180649.125 441550.188000001)"
vliegln_krib_don_2008.73,7488.06982422,deel1_36_1_b,2008-10-11T00:00:00,,,"LINESTRING (190479.438000001 443689.688000001, 183164.75 442087.625)"
vliegln_krib_don_2008.74,10054.90039063,deel1_37,2008-10-11T00:00:00,,,"LINESTRING (190160.125 443934.561999999, 180344.125 441755.7190000005)"
vliegln_krib_don_2008.75,10127.09960938,deel1_38,2008-10-11T00:00:00,,,"LINESTRING (189882.7190000005 444082.125, 179970.5940000005 442006.688000001)"
vliegln_krib_don_2008.76,5998.93994141,deel1_4,2008-10-09T00:00:00,,,"LINESTRING (208749.4530000016 428770.436999999, 202845.7340000011 429835.0309999995)"
vliegln_krib_don_2008.77,12677.59960938,deel1_42,2008-10-11T00:00:00,,,"LINESTRING (182381.125 442489.311999999, 170163.188000001 439106.5940000005)"
vliegln_krib_don_2008.78,11283.70019531,deel1_43,2008-10-11T00:00:00,,,"LINESTRING (181506.7190000005 442638.75, 170653.5 439551.625)"
vliegln_krib_don_2008.79,8964.58007813,deel1_44,2008-10-11T00:00:00,,,"LINESTRING (172027.5309999995 440205.1559999995, 180642.6719999984 442683.6559999995)"
vliegln_krib_don_2008.80,1011.28997803,deel1_45_1,2008-10-11T00:00:00,,,"LINESTRING (172483.2969999984 440581.2809999995, 173465.188000001 440823.3440000005)"
vliegln_krib_don_2008.81,1008.58001709,deel1_45_2,2008-10-11T00:00:00,,,"LINESTRING (172464.25 440558.188000001, 173433.9219999984 440835.625)"
vliegln_krib_don_2008.82,7523.22998047,deel1_45_4_a,2008-10-11T00:00:00,,,"LINESTRING (172529.2659999989 440560.6559999995, 179747.1409999989 442682.2809999995)"
vliegln_krib_don_2008.83,1695.2800293,deel1_45_4_b,2008-10-11T00:00:00,,,"LINESTRING (173543.4219999984 440865.2190000005, 172029.4219999984 440102.4690000005)"
vliegln_krib_don_2008.84,1364.63000488,deel1_46,2008-10-11T00:00:00,,,"LINESTRING (172104.2969999984 439420.2190000005, 170796.3280000016 439031.0940000005)"
vliegln_krib_don_2008.85,8903.0703125,deel1_48,2008-10-11T00:00:00,,,"LINESTRING (167877.9219999984 439999.7190000005, 160035.375 444213.875)"
vliegln_krib_don_2008.86,4997.35986328,deel1_49_a,2008-10-11T00:00:00,,,"LINESTRING (165099.5159999989 441726.5940000005, 160778.8440000005 444237.6559999995)"
vliegln_krib_don_2008.87,4166.04003906,deel1_49_b,2008-10-11T00:00:00,,,"LINESTRING (168613.5940000005 439798.5940000005, 164978.9840000011 441834.6559999995)"
vliegln_krib_don_2008.88,1948.5300293,deel1_5,2008-10-09T00:00:00,,,"LINESTRING (207895.938000001 429031.0309999995, 205992.4840000011 429447.7190000005)"
vliegln_krib_don_2008.89,4799.81982422,deel1_50_a,2008-10-11T00:00:00,,,"LINESTRING (165303.2190000005 441925.561999999, 161170.375 444366.436999999)"
vliegln_krib_don_2008.90,6322.95019531,deel1_50_b,2008-10-11T00:00:00,,,"LINESTRING (170712.625 438949.9690000005, 165172.7340000011 441997.813000001)"
vliegln_krib_don_2008.91,11447.79980469,deel1_51,2008-10-11T00:00:00,,,"LINESTRING (171280.6559999995 438989.75, 161237.938000001 444484.75)"
vliegln_krib_don_2008.92,4288.72021484,deel1_53,2008-10-11T00:00:00,,,"LINESTRING (162852.7340000011 443740.0940000005, 158582.2190000005 444134.8440000005)"
vliegln_krib_don_2008.93,4151.43994141,deel1_54,2008-10-11T00:00:00,,,"LINESTRING (163071.0469999984 443559.7190000005, 158932.5159999989 443886.8440000005)"
vliegln_krib_don_2008.94,7719.14013672,deel1_55,2008-10-13T00:00:00,,,"LINESTRING (151693.4840000011 441869.1559999995, 158942.7030000016 444521.311999999)"
vliegln_krib_don_2008.95,10310.70019531,deel1_56_1,2008-10-11T00:00:00,,,"LINESTRING (159270.688000001 444357.6559999995, 149630.8909999989 440699.0309999995)"
vliegln_krib_don_2008.96,6606.85009766,deel1_56_2,2008-10-11T00:00:00,,,"LINESTRING (155851.938000001 442988.4059999995, 149627 440774.688000001)"
vliegln_krib_don_2008.97,10504.79980469,deel1_57_1,2008-10-11T00:00:00,,,"LINESTRING (159750.75 444267.061999999, 149932.375 440532.1559999995)"
vliegln_krib_don_2008.98,10246.70019531,deel1_57_2,2008-10-13T00:00:00,,,"LINESTRING (159738.7659999989 444264.0940000005, 150161.0309999995 440622.438000001)"
vliegln_krib_don_2008.99,11739.20019531,deel1_58_1,2008-10-11T00:00:00,,,"LINESTRING (161511.3440000005 444543, 150459.625 440584.625)"
vliegln_krib_don_2008.100,10729.90039063,deel1_58_2,2008-10-13T00:00:00,,,"LINESTRING (160498.7030000016 444217, 150413.2340000011 440554.5309999995)"
vliegln_krib_don_2008.101,1206.93994141,deel1_59_1,2008-10-13T00:00:00,,,"LINESTRING (152088.1559999995 442246.4059999995, 153220.875 442663.125)"
vliegln_krib_don_2008.102,1461.79003906,deel1_59_2,2008-10-13T00:00:00,,,"LINESTRING (152029.125 442213.436999999, 153401.4840000011 442716.875)"
vliegln_krib_don_2008.103,6783.79980469,deel1_61,2008-10-13T00:00:00,,,"LINESTRING (150322.5159999989 440469.5940000005, 144187.375 443364.4059999995)"
vliegln_krib_don_2008.104,7129.56982422,deel1_62,2008-10-13T00:00:00,,,"LINESTRING (150829.5469999984 440503.375, 144409.813000001 443604.625)"
vliegln_krib_don_2008.105,7161.62011719,deel1_63,2008-10-13T00:00:00,,,"LINESTRING (151233.0469999984 440588.0309999995, 144773.436999999 443680.311999999)"
vliegln_krib_don_2008.106,2075.75,deel1_65,2008-10-13T00:00:00,,,"LINESTRING (147669.936999999 441447.375, 145799.6409999989 442347.7809999995)"
vliegln_krib_don_2008.107,1868.20996094,deel1_67,2008-10-13T00:00:00,,,"LINESTRING (143052.5159999989 441057.625, 144227.8280000016 442509.811999999)"
vliegln_krib_don_2008.108,3623.58007813,deel1_68,2008-10-13T00:00:00,,,"LINESTRING (144954.188000001 443734, 142646.6719999984 440940.125)"
vliegln_krib_don_2008.109,3453.29003906,deel1_69,2008-10-13T00:00:00,,,"LINESTRING (144576.5940000005 443643.1559999995, 142362.688000001 440992.9059999995)"
vliegln_krib_don_2008.110,4549.70019531,deel1_70,2008-10-13T00:00:00,,,"LINESTRING (142661.4530000016 440940.125, 138476.2030000016 442724.3440000005)"
vliegln_krib_don_2008.111,4893.02978516,deel1_71,2008-10-13T00:00:00,,,"LINESTRING (143062.1409999989 441076.875, 138541.7030000016 442949.688000001)"
vliegln_krib_don_2008.112,5102.06982422,deel1_72,2008-10-13T00:00:00,,,"LINESTRING (143354.2030000016 441262.5, 138610.188000001 443140.125)"
vliegln_krib_don_2008.113,4949.06005859,deel1_74,2008-10-13T00:00:00,,,"LINESTRING (139087.5940000005 442256.0940000005, 136239.438000001 446303.4690000005)"
vliegln_krib_don_2008.114,4589.75,deel1_75,2008-10-13T00:00:00,,,"LINESTRING (139424.7659999989 442137.4690000005, 136855.375 445940.625)"
vliegln_krib_don_2008.115,2355.39990234,deel1_76,2008-10-13T00:00:00,,,"LINESTRING (138627.6409999989 443914.811999999, 137219.9530000016 445803.2809999995)"
vliegln_krib_don_2008.116,1418.31005859,deel1_77,2008-10-13T00:00:00,,,"LINESTRING (138589.7809999995 444385.7190000005, 137793.9530000016 445559.7190000005)"
vliegln_krib_don_2008.117,1025.88000488,deel1_79,2008-10-13T00:00:00,,,"LINESTRING (136447.7340000011 445636.8440000005, 135672.563000001 446308.813000001)"
vliegln_krib_don_2008.118,1276.07995605,deel1_81,2008-10-14T00:00:00,,,"LINESTRING (131173.563000001 442555.7809999995, 130001.14799999818 442051.9690000005)"
vliegln_krib_don_2008.119,10172.70019531,deel1_82,2008-10-14T00:00:00,,,"LINESTRING (121917.42199999839 439080.875, 131344.2030000016 442904.375)"
vliegln_krib_don_2008.120,12401,deel1_83,2008-10-14T00:00:00,,,"LINESTRING (131572.0309999995 443352.625, 120116.1090000011 438604.25)"
vliegln_krib_don_2008.121,13722.29980469,deel1_84,2008-10-14T00:00:00,,,"LINESTRING (132246.688000001 443994.9690000005, 119601.68699999899 438665.25)"
vliegln_krib_don_2008.122,18463.40039063,deel1_85,2008-10-14T00:00:00,,,"LINESTRING (119522.61699999869 438957, 136546.563000001 446104.0940000005)"
vliegln_krib_don_2008.123,13331.40039063,deel1_86,2008-10-13T00:00:00,,,"LINESTRING (135743.125 446403.375, 123427.61699999869 441299)"
vliegln_krib_don_2008.124,14039.5,deel1_87,2008-10-14T00:00:00,,,"LINESTRING (123248.1799999997 440877.1559999995, 136192.4840000011 446313.375)"
vliegln_krib_don_2008.125,5112.56982422,deel1_88,2008-10-14T00:00:00,,,"LINESTRING (123605 441652.813000001, 128363.8200000003 443521.5)"
vliegln_krib_don_2008.126,2230.52001953,deel1_9,2008-10-09T00:00:00,,,"LINESTRING (200528.5940000005 430980.688000001, 198723.9690000005 432291.625)"
vliegln_krib_don_2008.127,1190.93994141,deel2_i_1_a,2008-10-10T00:00:00,,,"LINESTRING (208599.436999999 455517.688000001, 209373.0780000016 456423.125)"
vliegln_krib_don_2008.128,1900.18994141,deel2_i_1_b,2008-10-10T00:00:00,,,"LINESTRING (204427.5159999989 450809.9690000005, 205697.9059999995 452223.063000001)"
vliegln_krib_don_2008.129,7992.60986328,deel2_i_2,2008-10-10T00:00:00,,,"LINESTRING (204447.8440000005 450414.561999999, 209722.4059999995 456419.625)"
vliegln_krib_don_2008.130,6553.89013672,deel2_i_3,2008-10-10T00:00:00,,,"LINESTRING (205936.6409999989 451849.686999999, 210391.9530000016 456656.311999999)"
vliegln_krib_don_2008.131,3475.80004883,deel2_i_4,2008-10-10T00:00:00,,,"LINESTRING (208373.2659999989 454238.686999999, 210815.625 456711.75)"
vliegln_krib_don_2008.132,2761.58007813,deel2_i_5,2008-10-10T00:00:00,,,"LINESTRING (206344.4059999995 448914.7190000005, 204447.2659999989 450921.5)"
vliegln_krib_don_2008.133,2802.30004883,deel2_i_6,2008-10-10T00:00:00,,,"LINESTRING (206343.4059999995 448527.688000001, 204450.125 450593.686999999)"
vliegln_krib_don_2008.134,3164.69995117,deel2_i_7,2008-10-10T00:00:00,,,"LINESTRING (206220.0469999984 449443.1559999995, 205318.9059999995 446409.4690000005)"
vliegln_krib_don_2008.135,2229.90991211,deel2_i_8,2008-10-10T00:00:00,,,"LINESTRING (205654.1559999995 446918.9690000005, 206306.125 449051.436999999)"
vliegln_krib_don_2008.136,864.63397217,deel2_k_1,2008-10-10T00:00:00,,,"LINESTRING (207538.875 467182.7809999995, 207440.3280000016 468041.7809999995)"
vliegln_krib_don_2008.137,2503.61010742,deel2_k_10,2008-10-10T00:00:00,,,"LINESTRING (211813.6090000011 456318.375, 211452.9840000011 458795.875)"
vliegln_krib_don_2008.138,2091.37011719,deel2_k_11,2008-10-10T00:00:00,,,"LINESTRING (212033.2969999984 456579.7809999995, 211673.5 458639.9690000005)"
vliegln_krib_don_2008.139,1487.40002441,deel2_k_2,2008-10-10T00:00:00,,,"LINESTRING (207727.0309999995 466940.7809999995, 207541.7030000016 468416.5940000005)"
vliegln_krib_don_2008.140,1578.06005859,deel2_k_3,2008-10-10T00:00:00,,,"LINESTRING (207858.0159999989 468535.8440000005, 208042.9690000005 466968.6559999995)"
vliegln_krib_don_2008.141,12646.20019531,deel2_k_4,2008-10-10T00:00:00,,,"LINESTRING (209936.438000001 456053.7809999995, 208164.563000001 468575.2809999995)"
vliegln_krib_don_2008.142,12583.5,deel2_k_5,2008-10-10T00:00:00,,,"LINESTRING (210207.2190000005 456092.5940000005, 208526.625 468563.4059999995)"
vliegln_krib_don_2008.143,12649.5,deel2_k_6,2008-10-10T00:00:00,,,"LINESTRING (210509.3440000005 456193.875, 208795.063000001 468726.688000001)"
vliegln_krib_don_2008.144,12692.20019531,deel2_k_7,2008-10-10T00:00:00,,,"LINESTRING (210761.375 456238.5940000005, 209073.2030000016 468818)"
vliegln_krib_don_2008.145,12966.29980469,deel2_k_8,2008-10-10T00:00:00,,,"LINESTRING (211148.2659999989 456161.0940000005, 209400.875 469009.1559999995)"
vliegln_krib_don_2008.146,13526.5,deel2_k_9,2008-10-10T00:00:00,,,"LINESTRING (211441.5780000016 456199.4690000005, 209626.3280000016 469603.625)"
vliegln_krib_don_2008.147,2618.65991211,deel3_101_a,2008-10-14T00:00:00,,,"LINESTRING (143905.2659999989 424293.6559999995, 141291.1719999984 424448.2809999995)"
vliegln_krib_don_2008.148,2329.37011719,deel3_101_b,2008-10-14T00:00:00,,,"LINESTRING (153611.1719999984 423741.436999999, 151284.8280000016 423860.125)"
vliegln_krib_don_2008.149,3412.63989258,deel3_102_a,2008-10-14T00:00:00,,,"LINESTRING (144482.7969999984 424522.125, 141072.0940000005 424636.9690000005)"
vliegln_krib_don_2008.150,2901.15991211,deel3_102_b,2008-10-14T00:00:00,,,"LINESTRING (153909.0469999984 424091.375, 151010.4840000011 424214.188000001)"
vliegln_krib_don_2008.151,5071.77001953,deel3_103_a,2008-10-14T00:00:00,,,"LINESTRING (145380.125 424848.625, 140311.3440000005 425022.7190000005)"
vliegln_krib_don_2008.152,3364.83007813,deel3_103_b,2008-10-14T00:00:00,,,"LINESTRING (154131.5940000005 424365.813000001, 150772.3280000016 424559.188000001)"
vliegln_krib_don_2008.153,8581.58984375,deel3_104,2008-10-14T00:00:00,,,"LINESTRING (151803.5159999989 424828.063000001, 143230.2340000011 425205.5309999995)"
vliegln_krib_don_2008.154,7412.39990234,deel3_105,2008-10-14T00:00:00,,,"LINESTRING (151537.4530000016 425151.2190000005, 144132.186999999 425476.438000001)"
vliegln_krib_don_2008.155,6625.37988281,deel3_106,2008-10-14T00:00:00,,,"LINESTRING (151334.0940000005 425476.813000001, 144714.8909999989 425762.9059999995)"
vliegln_krib_don_2008.156,5201.20019531,deel3_107,2008-10-14T00:00:00,,,"LINESTRING (151072.625 425763.75, 145876.7969999984 426000)"
vliegln_krib_don_2008.157,3435.45996094,deel3_108,2008-10-14T00:00:00,,,"LINESTRING (150741.0940000005 426151.4690000005, 147308.6559999995 426295.5940000005)"
vliegln_krib_don_2008.158,2092.07006836,deel3_109,2008-10-14T00:00:00,,,"LINESTRING (150195.5469999984 426381.0940000005, 148105.2969999984 426468.2809999995)"
vliegln_krib_don_2008.159,1292.91003418,deel3_111,2008-10-14T00:00:00,,,"LINESTRING (153087.9840000011 423619.9690000005, 151795.6719999984 423659.375)"
vliegln_krib_don_2008.160,660.6550293,deel3_91,2008-10-14T00:00:00,,,"LINESTRING (131179.0940000005 425058.8440000005, 130519.35200000182 425093.561999999)"
vliegln_krib_don_2008.161,16004.59960938,deel3_92,2008-10-14T00:00:00,,,"LINESTRING (144105.5309999995 424322.6559999995, 128142.1409999989 425470.436999999)"
vliegln_krib_don_2008.162,10899,deel3_93_a,2008-10-14T00:00:00,,,"LINESTRING (139023.3440000005 424954.311999999, 128146.36699999869 425647.4059999995)"
vliegln_krib_don_2008.163,5266.12011719,deel3_93_b,2008-10-14T00:00:00,,,"LINESTRING (144265.7969999984 424620.875, 139018.125 425061.25)"
vliegln_krib_don_2008.164,13040.09960938,deel3_94_a,2008-10-14T00:00:00,,,"LINESTRING (141132.1559999995 425110.5, 128129.88300000131 426103.061999999)"
vliegln_krib_don_2008.165,3488.91992188,deel3_94_b,2008-10-14T00:00:00,,,"LINESTRING (144614.436999999 424941.6559999995, 141131.2030000016 425140.811999999)"
vliegln_krib_don_2008.166,13605.59960938,deel3_95,2008-10-14T00:00:00,,,"LINESTRING (141697.1719999984 425461.7190000005, 128116.43800000101 426283.5309999995)"
