FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
parkeerplaats__service__66.133,7012,1359,P3.3,Parkeerplaats (service),A1, ,Honswijck, ,0, ,130,139,-1,-1, ,1,1,1,0,0, ,2450,3000,0,7013,7010,0,1,0,0, , ,0,0,1,421,,POINT (133904.87200000137 481557.2159000002)
parkeerplaats__service__66.134,7013,1360,P3.3,Parkeerplaats (service),A1, ,Hackelaar, ,0, ,-1,-1,142,134, ,1,0,0,1,1, ,2450,3000,0,7014,7012,0,0,1,0, , ,0,0,1,421,,POINT (134302.13610000163 481456.4626000002)
parkeerplaats__service__66.153,7033,1379,P3.3,Parkeerplaats (service),A1, ,De Slaag, ,0, ,368,376,-1,-1, ,1,1,1,0,0, ,2379,3000,0,7034,7031,0,1,0,0, , ,0,0,1,434,,POINT (152057.93129999936 469311.0386000015)
parkeerplaats__service__66.155,7035,1381,P3.3,Parkeerplaats (service),A1, ,Neerduist, ,0, ,-1,-1,403,396, ,1,0,0,1,1, ,2379,3000,0,7037,7034,0,0,1,0, , ,0,0,1,434,,POINT (154603.2916000001 468647.5753999986)
parkeerplaats__service__66.163,7046,1389,P3.3,Parkeerplaats (service),A1, ,De Middelaar, ,0, ,-1,-1,485,481, ,1,0,0,1,1, ,2379,3001,0,7047,7044,0,0,1,0, , ,0,0,1,434,,POINT (161191.27950000018 464143.2509999983)
parkeerplaats__service__66.164,7047,1390,P3.3,Parkeerplaats (service),A1, ,Palmpol, ,0, ,518,525,-1,-1, ,1,1,1,0,0, ,2305,3001,0,7048,7046,0,1,0,0, , ,0,0,1,610,,POINT (165050.12959999964 463950.0740999989)
parkeerplaats__service__66.169,7053,1395,P3.3,Parkeerplaats (service),A1, ,Tolnegen, ,0, ,-1,-1,625,617, ,1,0,0,1,1, ,2305,3001,0,7054,22476,0,0,1,0, , ,0,0,1,610,,POINT (174836.497299999 466470.7591999993)
parkeerplaats__service__66.173,7059,1399,P3.3,Parkeerplaats (service),A1, ,Lucasgat, ,0, ,734,742,-1,-1, ,1,1,1,0,0, ,2303,3001,0,7062,7057,0,1,0,0, , ,0,0,1,610,,POINT (185676.47459999844 467596.4963000007)
parkeerplaats__service__66.174,7062,1400,P3.3,Parkeerplaats (service),A1, ,De Hucht, ,0, ,-1,-1,782,775, ,1,0,0,1,1, ,2303,3001,0,7063,7059,0,0,1,0, , ,0,0,1,610,,POINT (189458.54030000046 466438.50400000066)
parkeerplaats__service__66.184,7074,1410,P3.3,Parkeerplaats (service),A1, ,Vundelaar, ,0, ,-1,-1,933,926, ,1,0,0,1,1, ,2361,3002,0,7075,7071,0,0,1,0, , ,0,0,1,610,,POINT (203327.29740000144 469216.000500001)
parkeerplaats__service__66.185,7075,1411,P3.3,Parkeerplaats (service),A1, ,De Paal, ,0, ,929,936,-1,-1, ,1,1,1,0,0, ,2361,3002,0,7076,7074,0,1,0,0, , ,0,0,1,610,,POINT (203564.26790000126 469338.2248999998)
parkeerplaats__service__66.195,7088,1421,P3.3,Parkeerplaats (service),A1, ,Bolder, ,0, ,1215,1226,-1,-1, ,1,1,1,0,0, ,2285,3002,0,7089,7086,0,1,0,0, , ,0,0,1,630,,POINT (226340.6196999997 474449.7197000012)
parkeerplaats__service__66.196,7089,1422,P3.3,Parkeerplaats (service),A1, ,Struik, ,0, ,-1,-1,1227,1216, ,1,0,0,1,1, ,2285,3002,0,7090,7088,0,0,1,0, , ,0,0,1,630,,POINT (226670.69940000027 474611.32119999826)
parkeerplaats__service__66.206,7114,1432,P3.3,Parkeerplaats (service),A1, ,t Lonnekermeer, ,0, ,1636,1644,-1,-1, ,1,1,1,0,0, ,2260,3003,0,7116,7113,0,1,0,0, , ,0,0,1,630,,POINT (254969.3051000014 478099.60069999844)
parkeerplaats__service__66.207,7116,1433,P3.3,Parkeerplaats (service),A1, ,Veelsveld, ,0, ,-1,-1,1651,1643, ,1,0,0,1,1, ,2260,3003,0,7117,7114,0,0,1,0, , ,0,0,1,630,,POINT (255530.8258999996 478526.17639999837)
parkeerplaats__service__66.281,7262,1507,P3.3,Parkeerplaats (service),A12, ,Knorrestein, ,0, ,-1,-1,112,103, ,1,0,0,1,1, ,2562,3020,0,7263,7260,0,0,1,0, , ,0,0,12,425,,POINT (89888.89519999921 451810.2747000009)
parkeerplaats__service__66.290,7273,1516,P3.3,Parkeerplaats (service),A12, ,De Andel, ,0, ,301,309,-1,-1, ,1,1,1,0,0, ,2483,3020,0,7274,7272,0,1,0,0, , ,0,0,12,425,,POINT (108252.79899999872 450489.1862999983)
parkeerplaats__service__66.292,7275,1518,P3.3,Parkeerplaats (service),A12, ,Bodegraven, ,0, ,-1,-1,355,340, ,1,0,0,1,1, ,2483,3020,0,7276,7274,0,0,1,0, , ,0,0,12,425,,POINT (110804.50409999862 453255.8988999985)
parkeerplaats__service__66.297,7281,1523,P3.3,Parkeerplaats (service),A12, ,Bijleveld, ,0, ,505,517,-1,-1, ,1,1,1,0,0, ,2561,3020,0,7282,7280,0,1,0,0, , ,0,0,12,434,,POINT (127194.7210999988 454776.3095000014)
parkeerplaats__service__66.298,7282,1524,P3.3,Parkeerplaats (service),A12, ,Hellevliet, ,0, ,-1,-1,517,504, ,1,0,0,1,1, ,2561,3020,0,21897,7281,0,0,1,0, , ,0,0,12,434,,POINT (127233.1651000008 454776.0067999996)
parkeerplaats__service__66.314,7298,1540,P3.3,Parkeerplaats (service),A12, ,De Forten, ,0, ,650,657,-1,-1, ,1,1,1,0,0, ,2383,3021,0,22225,7296,0,1,0,0, , ,0,0,12,434,,POINT (140638.20419999957 452670.7377999984)
parkeerplaats__service__66.319,7303,1545,P3.3,Parkeerplaats (service),A12, ,Oudenhorst, ,0, ,-1,-1,858,849, ,1,0,0,1,1, ,2405,3021,0,7304,7302,0,0,1,0, , ,0,0,12,434,,POINT (160235.6864 451373.5590999983)
parkeerplaats__service__66.320,7304,1546,P3.3,Parkeerplaats (service),A12, ,Bloemheuvel, ,0, ,848,859,-1,-1, ,1,1,1,0,0, ,2405,3021,0,7306,7303,0,1,0,0, , ,0,0,12,434,,POINT (160290.23409999907 451369.25360000134)
