FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.613,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600429684,2021-01-01T00:00:00,17,060042968420210101,KPK0001155862,I,,POINT (120352.10280000046 478808.06280000135)
kruispunten_wegvak.614,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,RW 20O VBW. d                  RW 200 VBW.d,600119411,2021-10-01T00:00:00,22,060011941120211001,KPK0001155891,I,,POINT (108797.14029999822 488675.48589999974)
kruispunten_wegvak.615,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,EIGENWEG RWS,600243672,2021-10-01T00:00:00,196,060024367220211001,KPK0001133612,I,,POINT (121916.97590000182 453689.80860000104)
kruispunten_wegvak.616,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,SPOORWEGOVERGANG,600125687,2021-12-01T00:00:00,343,060012568720211201,KPK0001158127,I,,POINT (126880.63129999861 486564.15210000053)
kruispunten_wegvak.617,Kruispunt zonder voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,BUSBAAN,235378066,2021-12-01T00:00:00,8,023537806620211201,KPK0001158149,I,,POINT (117982.68400000036 489426.65520000085)
kruispunten_wegvak.618,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,STELLINGENWEG,600146285,2020-12-01T00:00:00,2,060014628520201201,KPK0001195433,I,,POINT (197739.9796999991 544005.9006000012)
kruispunten_wegvak.619,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600123750,2021-10-01T00:00:00,236,060012375020211001,KPK0001156146,I,,POINT (118978.11600000039 491293.5705000013)
kruispunten_wegvak.620,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600123755,2021-10-01T00:00:00,288,060012375520211001,KPK0001156147,I,,POINT (119684.04560000077 492444.9050000012)
kruispunten_wegvak.621,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,PROVINCIALEWEG (N217),600114148,2021-10-01T00:00:00,20,060011414820211001,KPK0001156275,I,,POINT (93067.1286999993 425851.626699999)
kruispunten_wegvak.622,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor met linksaf toegestaan en keerverbod voor de rechter zijstraat (D6L + F7),,WEG OM HELEVOETSSLUIS,130218039,2021-10-01T00:00:00,2,013021803920211001,KPK0001143270,I,,POINT (65496.36969999969 409481.4572999999)
kruispunten_wegvak.623,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,POLDERPAD (WERKVERKEER),194320001,2022-05-01T00:00:00,728,019432000120220501,KPK0001211241,I,,POINT (97979.71350000054 460077.52800000086)
kruispunten_wegvak.624,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,GEMENEWEG,600939712,2022-05-01T00:00:00,17,060093971220220501,KPK0001211263,I,,POINT (100245.25769999996 459647.6862999983)
kruispunten_wegvak.625,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,ONBEKEND,92136005,2021-10-01T00:00:00,55,009213600520211001,KPK0001156399,I,,POINT (46374.079900000244 368222.0181999989)
kruispunten_wegvak.626,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,CALAMITEITEN TERREIN,600101222,2021-10-01T00:00:00,89,060010122220211001,KPK0001185257,I,,POINT (74224.45540000126 435573.51949999854)
kruispunten_wegvak.627,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BS.ARNEMUIDEN,72182055,2021-11-01T00:00:00,3,007218205520211101,KPK0001152579,I,,POINT (36236.82609999925 391080.91640000045)
kruispunten_wegvak.628,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITENPAD RWS,600279082,2021-12-01T00:00:00,347,060027908220211201,KPK0001159362,I,,POINT (94875.23250000179 428113.6656000018)
kruispunten_wegvak.629,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,KILWEG,600474697,2021-12-01T00:00:00,1,060047469720211201,KPK0001159381,I,,POINT (95062.30959999934 428767.0256000012)
kruispunten_wegvak.630,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITEN,600120055,2022-05-01T00:00:00,3032,060012005520220501,KPK0001155768,I,,POINT (108100.496199999 492223.8927000016)
kruispunten_wegvak.631,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,CALIMITEITEN,215385013,2022-05-01T00:00:00,144,021538501320220501,KPK0001155769,I,,POINT (107935.67210000008 492515.48600000143)
kruispunten_wegvak.632,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,LAAN VAN EUROPA                VBW.c & d =RW. 16,600937203,2022-05-01T00:00:00,44,060093720320220501,KPK0001210535,I,,POINT (104156.16340000182 420723.21819999814)
kruispunten_wegvak.633,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,LAAN VAN EUROPA                VBW.c & d =RW. 16,600112239,2022-05-01T00:00:00,3,060011223920220501,KPK0001210535,I,,POINT (104146.93820000067 420699.67599999905)
kruispunten_wegvak.634,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,LAAN VAN EUROPA                VBW.c & d =RW. 16,208241008,2022-05-01T00:00:00,4,020824100820220501,KPK0001210536,I,,POINT (104143.23200000077 420681.80139999837)
kruispunten_wegvak.635,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan EN keerverbod (D5R of D5L of D7 + F7),,LAAN VAN EUROPA                VBW.c & d =RW. 16,600937199,2022-05-01T00:00:00,16,060093719920220501,KPK0001210536,I,,POINT (104149.83549999818 420697.5854000002)
kruispunten_wegvak.636,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600938781,2022-05-01T00:00:00,3,060093878120220501,KPK0001210650,I,,POINT (79188.99219999835 400757.97940000147)
kruispunten_wegvak.637,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SYLSTERDYK,600143404,2021-10-01T00:00:00,203,060014340420211001,KPK0001140715,I,,POINT (178769.33159999922 579876.4428000003)
kruispunten_wegvak.638,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TREKWEI,354559036,2021-11-01T00:00:00,2,035455903620211101,KPK0001152260,I,,POINT (177244.5837999992 579889.0949000008)
kruispunten_wegvak.639,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OOSTERHESSELERWEG,491454094,2021-11-01T00:00:00,7,049145409420211101,KPK0001152344,I,,POINT (245671.7109999992 527272.7294000015)
kruispunten_wegvak.640,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,VEGHELSEDIJK                   MOLENEINDSTRAAT,339214078,2022-05-01T00:00:00,18,033921407820220501,KPK0001152362,I,,POINT (169718.88589999825 407053.85500000045)
kruispunten_wegvak.641,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,600108189,2022-05-01T00:00:00,455,060010818920220501,KPK0001207821,I,,POINT (79363.6660999991 400581.91110000014)
kruispunten_wegvak.642,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,158201058,2021-10-01T00:00:00,2,015820105820211001,KPK0001207822,I,,POINT (79145.8275000006 400697.5364000015)
kruispunten_wegvak.643,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600108187,2019-02-01T00:00:00,16,060010818720190201,KPK0001207823,I,,POINT (79357.52100000158 400591.3344999999)
kruispunten_wegvak.644,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,VBW.c & d =RW.  4,600112343,2021-06-01T00:00:00,11,060011234320210601,KPK0001207829,I,,POINT (94975.1612999998 461635.9193000011)
kruispunten_wegvak.645,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,VBW.c & d =RW.  4,600112340,2020-05-01T00:00:00,15,060011234020200501,KPK0001207829,I,,POINT (94966.29179999977 461623.58359999955)
kruispunten_wegvak.646,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,'BODEGRAVEN'VBW. c,600934459,2022-04-01T00:00:00,2,060093445920220401,KPK0001207853,I,,POINT (110271.72619999945 455691.32290000096)
kruispunten_wegvak.647,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600113426,2021-10-01T00:00:00,560,060011342620211001,KPK0001208300,I,,POINT (103582.89209999889 425109.0186999999)
kruispunten_wegvak.648,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,207250091,2021-10-01T00:00:00,37,020725009120211001,KPK0001208305,I,,POINT (103557.68870000169 425081.15949999914)
kruispunten_wegvak.649,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,De OVERSTEEK,600167064,2022-04-01T00:00:00,1,060016706420220401,KPK0001150608,I,,POINT (149377.45600000024 470276.9620000012)
kruispunten_wegvak.650,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,Tjerkwerderweg,326526046,2022-03-01T00:00:00,0,032652604620220301,KPK0001151124,I,,POINT (163178 563445.186999999)
kruispunten_wegvak.651,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,Tjerkwerderweg,326526050,2022-03-01T00:00:00,16,032652605020220301,KPK0001151124,I,,POINT (163178 563445.186999999)
kruispunten_wegvak.652,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,BUSBAAN,600247174,2021-11-01T00:00:00,1,060024717420211101,KPK0001151128,I,,POINT (221280.0148999989 578134.1660000011)
kruispunten_wegvak.653,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RW. 15 =A 18,454281018,2018-03-01T00:00:00,4,045428101820180301,KPK0001158757,I,,POINT (227428.99430000037 440536.89719999954)
kruispunten_wegvak.654,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RW. 15 =A 18,600152429,2021-04-01T00:00:00,11,060015242920210401,KPK0001158757,I,,POINT (227426.22450000048 440540.2745999992)
kruispunten_wegvak.655,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,CALIMITEITEN,600280580,2021-10-01T00:00:00,447,060028058020211001,KPK0001130412,I,,POINT (106077.06309999898 496126.27540000156)
kruispunten_wegvak.656,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW. y,391287003,2021-10-01T00:00:00,40,039128700320211001,KPK0001133813,I,,POINT (195657.35379999876 443745.67990000173)
kruispunten_wegvak.657,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AERT DE GELDERLAAN,600119363,2021-11-01T00:00:00,6,060011936320211101,KPK0001151284,I,,POINT (109555.7573999986 515561.2426000014)
kruispunten_wegvak.658,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600280125,2021-10-01T00:00:00,84,060028012520211001,KPK0001218325,I,,POINT (126587.48070000112 488789.93840000033)
kruispunten_wegvak.659,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,420396003,2021-10-01T00:00:00,1147,042039600320211001,KPK0001218639,I,,POINT (210966.3841000013 497240.42390000075)
kruispunten_wegvak.660,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,423392008,2021-10-01T00:00:00,83,042339200820211001,KPK0001218646,I,,POINT (211567.8852000013 496422.41860000044)
kruispunten_wegvak.661,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,OMMERWEG,600149724,2019-02-01T00:00:00,5,060014972420190201,KPK0001218699,I,,POINT (216410.39339999855 489179.72940000147)
kruispunten_wegvak.662,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600280120,2022-11-01T00:00:00,208,060028012020221101,KPK0001218350,I,,POINT (126798.64209999889 486965.4182000011)
kruispunten_wegvak.663,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600280121,2021-10-01T00:00:00,269,060028012120211001,KPK0001218351,I,,POINT (126810.66429999843 486949.93470000103)
kruispunten_wegvak.664,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,HENRIËTTE ROLAND HOLSTLAAN,600432878,2021-10-01T00:00:00,26,060043287820211001,KPK0001218584,I,,POINT (240880.67190000042 482346.46240000054)
kruispunten_wegvak.667,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,422393001,2021-10-01T00:00:00,150,042239300120211001,KPK0001218644,I,,POINT (211324.83729999885 496753.1383999996)
kruispunten_wegvak.668,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,423392008,2021-10-01T00:00:00,1,042339200820211001,KPK0001218645,I,,POINT (211519.4862000011 496488.6118000001)
kruispunten_wegvak.669,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,423392008,2021-10-01T00:00:00,214,042339200820211001,KPK0001218647,I,,POINT (211645.36030000076 496316.7846999988)
kruispunten_wegvak.670,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,423392008,2021-10-01T00:00:00,398,042339200820211001,KPK0001218648,I,,POINT (211759.72129999846 496172.6964999996)
kruispunten_wegvak.671,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,RAALTERDWARSWEG                BERKENDIJK,426387028,2021-10-01T00:00:00,260,042638702820211001,KPK0001218662,I,,POINT (213405.5337000005 493846.19949999824)
kruispunten_wegvak.672,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,OMMERWEG,432378020,2021-10-01T00:00:00,1,043237802020211001,KPK0001218697,I,,POINT (216404.14770000055 489173.1050999984)
kruispunten_wegvak.673,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSESTRAAT                 HOOILANDWEG,433377018,2021-10-01T00:00:00,127,043337701820211001,KPK0001218698,I,,POINT (216781.78510000184 488896.2135999985)
kruispunten_wegvak.674,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSESTRAAT                 HOOILANDWEG,600150065,2021-10-01T00:00:00,0,060015006520211001,KPK0001218700,I,,POINT (216785.72700000182 488905.0159999989)
kruispunten_wegvak.675,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,ALMELOSEWEG                    KLINKENBELTWEG,448374003,2022-05-01T00:00:00,1531,044837400320220501,KPK0001218760,I,,POINT (226002.1895999983 487115.7980000004)
kruispunten_wegvak.676,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,600457137,2021-07-01T00:00:00,3,060045713720210701,KPK0001218761,I,,POINT (226802.13540000096 487109.4600000009)
kruispunten_wegvak.677,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,600457127,2021-07-01T00:00:00,1,060045712720210701,KPK0001218761,I,,POINT (226805.70960000157 487102.9604999982)
kruispunten_wegvak.678,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,453374029,2021-10-01T00:00:00,1,045337402920211001,KPK0001218761,I,,POINT (226806.96770000085 487102.06280000135)
kruispunten_wegvak.679,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,600457137,2021-07-01T00:00:00,3,060045713720210701,KPK0001218762,I,,POINT (226802.13540000096 487109.4600000009)
kruispunten_wegvak.680,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,600457131,2021-07-01T00:00:00,3372,060045713120210701,KPK0001218762,I,,POINT (226806.08040000126 487112.43459999934)
kruispunten_wegvak.681,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,NIJVERDALSEBERGWEG,600457127,2021-07-01T00:00:00,1,060045712720210701,KPK0001218762,I,,POINT (226805.70960000157 487102.9604999982)
kruispunten_wegvak.682,Kruispunt met voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,BARON VAN STERNBACHLAAN,460373064,2015-08-01T00:00:00,8,046037306420150801,KPK0001218764,I,,POINT (230173.3845999986 486828.3550999984)
kruispunten_wegvak.683,Kruispunt met voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,BARON VAN STERNBACHLAAN,460373057,2015-08-01T00:00:00,10,046037305720150801,KPK0001218765,I,,POINT (230167.98699999973 486846.3205000013)
kruispunten_wegvak.684,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERMEESTER H.BOERSINGEL,460373063,2021-10-01T00:00:00,1460,046037306320211001,KPK0001218766,I,,POINT (231619.16000000015 486609.34699999914)
kruispunten_wegvak.685,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SCHAPENDIJK                    WESTERVEENWEG,463373035,2021-10-01T00:00:00,579,046337303520211001,KPK0001218767,I,,POINT (232477.0524000004 486539.54619999975)
kruispunten_wegvak.686,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,NIJVERDALSESTRAAT              DWARSDIJK,464373004,2021-10-01T00:00:00,682,046437300420211001,KPK0001218768,I,,POINT (233157.96590000018 486478.0962000005)
kruispunten_wegvak.687,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,NOTTERMORSWEG                  VOSSENBOSWEG,466372001,2021-10-01T00:00:00,862,046637200120211001,KPK0001218769,I,,POINT (234017.70919999853 486402.83889999986)
kruispunten_wegvak.688,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600278964,2021-10-01T00:00:00,152,060027896420211001,KPK0001431422,I,,POINT (85020.70850000158 435989.45270000026)
kruispunten_wegvak.689,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600278963,2022-02-01T00:00:00,299,060027896320220201,KPK0001431423,I,,POINT (85430.54769999906 434376.49430000037)
kruispunten_wegvak.690,Kruispunt zonder voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BILTSE RADING,600946307,2022-06-01T00:00:00,11,060094630720220601,KPK0001464552,I,,POINT (138927.73479999974 457252.6534000002)
kruispunten_wegvak.691,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BILTSE RADING,600129049,2021-10-01T00:00:00,13,060012904920211001,KPK0001464554,I,,POINT (139024.8660000004 457343.25620000064)
kruispunten_wegvak.692,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEARREWEI,600958821,2022-07-01T00:00:00,7,060095882120220701,KPK0001428417,I,,POINT (197523.03170000017 573312.0483999997)
kruispunten_wegvak.693,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEARREWEI,600955080,2022-07-01T00:00:00,7,060095508020220701,KPK0001428417,I,,POINT (197524.27580000088 573305.1306999996)
