FID,datummutatie,naammuteerder,bron,status,genormeerd,objecttype,oevertype,objectnaam,rwsdienst,waterlichaam,beheerobjectcode,objectcode,opmerkingen,gdb_geomattr_data,shape
oeverconstructie_verticaal_legger.11,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal verankerd,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.R.35,335",, Type BZ-IIN // Groutankers,,"LINESTRING (133706.2800000012 456670.03500000015, 133705.1009999998 456660.07499999925, 133704.31899999827 456653.2039999999, 133704.0540000014 456648.3759999983, 133704.30799999833 456644.18400000036, 133705.02699999884 456636.72100000083, 133706.5700000003 456623.0069999993, 133707.50499999896 456614.86199999973, 133708.23900000006 456608.4670000002, 133710.12200000137 456592.8060000017, 133711.90399999917 456577.20699999854, 133714.13599999994 456558.4539999999, 133716.49799999967 456540.21499999985, 133719.2039999999 456517.8520000018, 133719.56599999964 456514.8669999987, 133720.90799999982 456503.8200000003, 133723.2049999982 456485.0370000005, 133726.0799999982 456459.2100000009)"
oeverconstructie_verticaal_legger.12,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.L.28,788",,Damwand,,"LINESTRING (130170.53400000185 461672.6579999998, 130176.3740000017 461673.1479999982)"
oeverconstructie_verticaal_legger.13,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.R.35,32",,Damwand,,"LINESTRING (133705.64600000158 456686.18400000036, 133706.59299999848 456686.375, 133707.37200000137 456686.2870000005, 133708.3049999997 456685.8830000013, 133708.58399999887 456685.69900000095, 133709.4360000007 456684.6559999995, 133709.73000000045 456683.45899999887, 133709.6710000001 456682.6000000015, 133709.4210000001 456680.8590000011, 133708.86300000176 456676.98099999875, 133708.70899999887 456675.38699999824, 133708.40799999982 456672.29399999976, 133708.03299999982 456671.493999999, 133707.4530000016 456670.70800000057, 133706.3509999998 456670.0469999984, 133705.77100000158 456669.9510000013, 133705.27899999917 456669.87000000104, 133704.2650000006 456670.11300000176)"
oeverconstructie_verticaal_legger.14,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal verankerd,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.R.35,060",, Type BZ-IIN // Groutankers,,"LINESTRING (133651.90399999917 456937.83399999887, 133655.63699999824 456934.7019999996, 133658.5549999997 456931.6409999989, 133660.9910000004 456928.8729999997, 133662.83900000155 456926.4670000002, 133664.6009999998 456923.75400000066, 133666.0460000001 456921.1469999999, 133667.44900000095 456918.20899999887, 133668.86899999902 456914.4919999987, 133668.87799999863 456914.4690000005, 133670.0450000018 456910.8830000013, 133670.90100000054 456907.20699999854, 133671.68499999866 456902.7479999997, 133672.5240000002 456897.6570000015, 133673.64799999818 456889.87000000104, 133674.91200000048 456881.3040000014, 133676.22199999914 456873.19299999997, 133677.99599999934 456861.70600000024, 133679.70800000057 456850.34600000083, 133681.15799999982 456841.05099999905, 133682.69999999925 456832.1079999991, 133684.1240000017 456822.2340000011, 133685.23900000006 456815.1169999987, 133685.60599999875 456812.7719999999, 133686.67300000042 456807.16600000113, 133690.0390000008 456789.868999999, 133694.0390000008 456769.45699999854, 133697.9059999995 456749.1979999989, 133701.2410000004 456731.95600000024, 133703.7030000016 456719.0210000016, 133704.26199999824 456716.125, 133705.2580000013 456710.97100000083, 133707.83799999952 456698.5469999984, 133708.4600000009 456694.1700000018, 133708.5639999993 456691.30799999833, 133708.5089999996 456688.8929999992, 133708.1409999989 456685.9539999999)"
oeverconstructie_verticaal_legger.15,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.L.37,11",,Damwand,,"LINESTRING (134027.37299999967 454927.5799999982, 134027.66099999845 454925.68200000003, 134028.20600000024 454924.2479999997, 134028.98299999908 454923.15199999884, 134030.66099999845 454921.63599999994, 134032.94799999893 454920.4210000001, 134037.7580000013 454918.97399999946, 134041.0399999991 454917.9849999994, 134043.25699999928 454917.3209999986, 134046.17599999905 454916.375, 134047.5522999987 454915.92969999835)"
oeverconstructie_verticaal_legger.16,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal verankerd,2,,MN,Amsterdam-Rijnkanaal," ARK1.OX.R.35,545",,Type BZ-IN // Groutankers,,"LINESTRING (133726.08100000024 456459.12999999896, 133827.27899999917 455566.6220000014)"
oeverconstructie_verticaal_legger.17,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal verankerd,2,,MN,Amsterdam-Rijnkanaal,"ARK1.OX.R.18,705",, Type BZ-250 // Groutankers //,,"LINESTRING (128939.91899999976 470897.65199999884, 128939.87200000137 470897.4919999987, 128939.19799999893 470895.2199999988, 128933.3359999992 470862.2349999994, 128923.95899999887 470807.44000000134, 128914.11100000143 470749.89499999955, 128907.11600000039 470709.59699999914, 128900.7659999989 470673.0170000009, 128890.29199999943 470611.7490000017, 128889.47599999979 470606.9780000001, 128880.61300000176 470555.54199999943, 128873.20199999958 470512.79399999976, 128867.53400000185 470480.1020000018, 128858.61100000143 470429.10500000045, 128855.97300000116 470413.86199999973, 128846.17500000075 470357.2520000003, 128838.84800000116 470314.9120000005, 128835.19099999964 470293.7740000002, 128821.75400000066 470215.95699999854, 128821.57499999925 470214.91800000146, 128810.70800000057 470152.49500000104, 128804.54500000179 470117.0219999999, 128802.37000000104 470104.5009999983, 128788.42399999872 470023.4699999988, 128787.49199999869 470018.05999999866, 128780.17799999937 469975.5780000016, 128772.59699999914 469931.80000000075, 128770.38399999961 469919.1070000008, 128764.54199999943 469885.5920000002, 128753.18899999931 469820.16899999976, 128753.03000000119 469819.2509999983, 128743.22700000182 469762.56500000134, 128736.08100000024 469721.2170000002, 128727.10000000149 469669.24500000104, 128718.9690000005 469622.2650000006, 128713.20699999854 469588.97100000083, 128702.00800000131 469523.9230000004, 128700.1950000003 469513.38899999857, 128685.43299999833 469427.05900000036, 128685.17599999905 469425.55799999833, 128679.25200000033 469390.9690000005, 128671.66000000015 469346.8370000012, 128668.25499999896 469327.20899999887, 128663.58100000024 469300.26099999994, 128654.25899999961 469246.24599999934, 128651.2490000017 469228.875, 128645.7349999994 469197.0489999987, 128637.42799999937 469148.95800000057, 128634.25200000033 469130.5390000008, 128629.2809999995 469101.7010000013, 128621.08399999887 469055.061999999, 128617.14999999851 469032.1330000013, 128615.24199999869 469021.01399999857)"
oeverconstructie_verticaal_legger.18,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand beton,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.38,28",,Betonnen damwand (met houten gording),,"LINESTRING (135846.7190000005 454604.8420000002, 135848.25600000098 454602.09899999946, 135848.8599999994 454600.86499999836, 135849.3449999988 454599.8680000007, 135850.04100000113 454598.5029999986, 135851.94399999827 454594.631000001, 135853.07200000063 454592.4129999988, 135858.5709999986 454581.0089999996, 135864.26399999857 454568.9820000008, 135869.95699999854 454556.94299999997, 135875.48600000143 454545.0210000016, 135881.41200000048 454531.75499999896, 135883.51799999923 454527.1939999983, 135885.76700000092 454522.06799999997, 135887.19399999827 454518.7520000003, 135890.29899999872 454511.05999999866, 135894.72800000012 454500.04300000146, 135899.55999999866 454487.6070000008, 135904.1000000015 454475.5329999998, 135905.12200000137 454472.80999999866, 135908.62000000104 454463.3449999988, 135912.64799999818 454452.0949999988, 135914.37200000137 454447.1959999986, 135917.1950000003 454438.76000000164, 135919.5159999989 454431.74599999934, 135920.97700000182 454426.86199999973, 135922.74500000104 454420.9549999982, 135935.54199999943 454375.2960000001)"
oeverconstructie_verticaal_legger.19,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand beton,2,,MN,Amsterdam-Rijnkanaal,"ARK5.OX.L.35,6",,Betonnen damwand (met houten gording),,"LINESTRING (134023.0789999999 456273.9459999986, 134022.51799999923 456273.97100000083, 134014.8759999983 456282.7190000005, 134010.55099999905 456287.73800000176, 134006.87900000066 456292.0480000004, 134002.12900000066 456297.7340000011, 133998.5850000009 456302.0009999983, 133991.28299999982 456311.31700000167, 133987.6959999986 456315.9239999987, 133984.98800000176 456319.4829999991, 133982.0240000002 456323.3539999984, 133978.23900000006 456328.3299999982, 133975.70100000128 456331.6770000011, 133972.7800000012 456335.5610000007, 133970.39799999818 456338.70899999887, 133967.3359999992 456342.77800000086, 133964.45800000057 456346.5639999993, 133959.94900000095 456352.50400000066, 133956.05000000075 456357.5940000005, 133950.20800000057 456365.2650000006, 133947.07499999925 456369.4050000012, 133941.26199999824 456377.1460000016, 133938.5399999991 456380.7479999997, 133931.06799999997 456390.7289999984, 133923.311999999 456401.4910000004, 133914.8049999997 456413.2870000005, 133911.61499999836 456417.7250000015, 133909.063000001 456421.41099999845, 133906.54199999943 456425.07499999925)"
oeverconstructie_verticaal_legger.20,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal verankerd,2,,MN,Amsterdam-Rijnkanaal," ARK5.OX.R35,6",,Staal,,"LINESTRING (133949.99500000104 456295.58399999887, 133975.4140000008 456269.92500000075, 134006.8280000016 456239.47100000083, 134018.5780000016 456229.15900000185, 134047.11400000006 456204.4600000009, 134091.47700000182 456166.33100000024, 134120.49300000072 456142.11100000143, 134157.90199999884 456110.6970000006, 134170.13199999928 456100.5780000016)"
oeverconstructie_verticaal_legger.21,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Steenzetting/Stortsteen,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht," ARK5.OX.R.36,720",,Basaltblokken,,"LINESTRING (134700.36800000072 455657.00400000066, 134702.8110000007 455653.33900000155, 134704.12700000033 455650.05000000075, 134705.34899999946 455646.5720000006, 134707.1339999996 455643.94099999964, 134709.10799999908 455641.7800000012, 134715.49799999967 455636.1409999989, 134721.51300000027 455630.69000000134, 134740.96599999815 455614.99599999934, 134758.1640000008 455600.8990000002, 134773.10599999875 455589.05799999833, 134779.40300000086 455583.9829999991, 134784.2899999991 455582.48000000045, 134788.04899999872 455582.1979999989, 134792.27800000086 455580.7879999988)"
oeverconstructie_verticaal_legger.22,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht," ARK5.OX.R.36,850",,Perkoenen,,"LINESTRING (134802.98600000143 455574.1400000006, 134804.58999999985 455571.67500000075, 134805.95199999958 455567.8579999991, 134806.79800000042 455563.4549999982, 134807.79800000042 455558.243999999, 134808.4210000001 455556.56799999997, 134829.38699999824 455539.3779999986, 134833.49399999902 455536.09099999815, 134840.57200000063 455529.34800000116, 134847.08399999887 455523.5549999997, 134853.76300000027 455517.33100000024, 134873.84899999946 455496.91000000015, 134880.83900000155 455489.15300000086, 134884.2259999998 455485.15399999917, 134888.8590000011 455480.0560000017, 134891.4690000005 455477.20699999854, 134891.94799999893 455476.1770000011, 134891.8040000014 455475.5309999995, 134890.60700000077 455474.28599999845, 134888.45199999958 455472.75400000066, 134894.49599999934 455466.0529999994, 134898.81799999997 455467.7270000018, 134900.8049999997 455467.1039999984, 134902.50600000098 455465.84699999914, 134910.38100000098 455458.65300000086, 134911.5309999995 455457.16899999976, 134912.0089999996 455455.8520000018, 134911.5789999999 455453.38699999824, 134911.1959999986 455451.6629999988, 134910.7650000006 455450.84899999946, 134910.21400000155 455450.3220000006, 134909.42399999872 455450.2259999998, 134908.2749999985 455449.98699999973, 134913.20600000024 455445.60599999875, 134912.36899999902 455444.6730000004)"
oeverconstructie_verticaal_legger.23,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.37,030",, ,,"LINESTRING (134919.04399999976 455441.0329999998, 134919.70600000024 455441.96400000155, 134920.36800000072 455442.65100000054, 134920.93200000003 455443.16600000113, 134921.83900000155 455443.7049999982, 134922.9910000004 455444.1460000016, 134925.2960000001 455444.243999999, 134928.40900000185 455444.243999999, 134935.19999999925 455444.3909999989, 134942.70100000128 455444.61199999973, 134945.936999999 455444.80799999833, 134947.13800000027 455444.51399999857, 134947.84899999946 455444.1220000014, 134948.46200000122 455443.7049999982)"
oeverconstructie_verticaal_legger.24,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.L.37,030",, ,,"LINESTRING (134995.99300000072 455519.2569999993, 134995.25499999896 455518.9290000014, 134994.76300000027 455518.2729999982, 134992.46599999815 455514.6220000014, 134986.8049999997 455504.5729999989, 134979.75 455491.8979999982, 134973.30999999866 455480.0850000009, 134972.57200000063 455478.7729999982, 134971.83399999887 455477.58300000057, 134971.34200000018 455476.188000001, 134971.50600000098 455475.28599999845, 134971.99799999967 455473.97300000116, 134972.81799999997 455472.98900000006)"
oeverconstructie_verticaal_legger.25,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.37,030",, ,,"LINESTRING (134953.48999999836 455437.16699999943, 134956.93400000036 455431.16800000146, 134960.48900000006 455427.3900000006, 134963.37799999863 455424.5020000003, 135051.25699999928 455351.06500000134, 135111.60599999875 455300.18200000003, 135126.89299999923 455287.20600000024, 135133.44799999893 455281.9840000011, 135146.11300000176 455272.20699999854, 135149.55700000003 455269.3189999983, 135171.22199999914 455251.43200000003)"
oeverconstructie_verticaal_legger.26,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand beton,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.L.39,95",,Betonnen damwand (met houten gording),,"LINESTRING (136191.3500000015 452998.3680000007, 136192.76700000092 452989.8359999992, 136194.21499999985 452981.813000001, 136197.29100000113 452962.29100000113, 136199.05099999905 452950.1220000014, 136201.7659999989 452932.4219999984, 136202.3440000005 452929.0789999999, 136204.5549999997 452920.563000001, 136209.3590000011 452909.41699999943, 136213.12799999863 452907.2259999998, 136215.375 452906.27899999917, 136236.30999999866 452898.0249999985, 136236.4910000004 452898.0142999999)"
oeverconstructie_verticaal_legger.27,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,ARK6.OX.R.44,,Staal (met houten gording),,"LINESTRING (134724.7349999994 449288.7270000018, 134728.20199999958 449280.84800000116, 134731.5949999988 449273.4530000016, 134731.99799999967 449272.8720000014, 134735.16699999943 449266.16099999845, 134738.69099999964 449258.756000001, 134742.08399999887 449251.6420000009, 134745.72100000083 449244.09699999914, 134749.5540000014 449236.3269999996, 134753.18100000173 449228.9690000005, 134756.8740000017 449221.6579999998, 134760.94200000167 449213.78400000185, 134762.16099999845 449211.44099999964, 134762.96700000018 449209.93200000003, 134764.78500000015 449206.55799999833, 134768.6000000015 449199.47199999914, 134772.51799999923 449192.0489999987, 134776.60399999842 449184.22199999914, 134780.18499999866 449177.38899999857, 134784.43100000173 449169.2719999999, 134788.1240000017 449162.2989999987, 134792.5949999988 449154.13500000164, 134796.75600000098 449146.6739999987, 134800.92700000107 449139.2410000004, 134805.27600000054 449131.84600000083, 134808.61300000176 449126.26000000164, 134810.02899999917 449124.1409999989, 134814.7899999991 449116.9990000017, 134815.22100000083 449116.40900000185, 134820.33900000155 449109.65100000054, 134825.80299999937 449102.47100000083, 134831.46499999985 449095.3660000004, 134837.38800000027 449087.8680000007, 134843.311999999 449080.42599999905, 134849.40399999917 449072.9840000011, 134854.72800000012 449066.52600000054, 134860.5399999991 449059.3370000012, 134865.94799999893 449052.625, 134872.3590000011 449044.7989999987, 134877.91699999943 449038.00400000066, 134883.79399999976 449030.6550000012, 134889.37099999934 449023.5879999995, 134895.3599999994 449016.22100000083, 134901.09600000083 449009.2190000005, 134907.23600000143 449001.6649999991, 134912.88800000027 448994.6629999988, 134918.1649999991 448988.16699999943, 134923.6099999994 448981.51300000027, 134929.48699999973 448974.37999999896, 134934.5859999992 448968.17500000075, 134940.29399999976 448961.2010000013, 134945.85200000182 448954.0870000012, 134951.12000000104 448947.23600000143, 134957.2410000004 448939.8590000011, 134963.3049999997 448932.55799999833, 134969.3500000015 448925.3220000006, 134975.0399999991 448918.44200000167, 134980.86100000143 448911.34600000083, 134986.78400000185 448904.0170000009, 134992.51099999994 448896.7719999999, 134998.2659999989 448889.38599999994, 135003.62700000033 448882.4780000001, 135004.71499999985 448881.1279999986, 135010.39499999955 448875.02600000054, 135016 448869.0370000005, 135019.07400000095 448865.73800000176)"
oeverconstructie_verticaal_legger.28,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.37,395",,Basaltblokken,,"LINESTRING (135202.11300000176 455225.36499999836, 135203.93499999866 455223.81599999964, 135205.58900000155 455222.9510000013, 135209.1950000003 455220.98800000176, 135215.06599999964 455217.83999999985, 135217.78299999982 455216.4210000001, 135220.77100000158 455214.381000001, 135226.29300000146 455210.0379999988, 135233.2250000015 455204.85500000045, 135240.37799999863 455199.80900000036, 135245.54399999976 455196.22199999914, 135246.24700000137 455196.4699999988, 135250.71299999952 455193.1030000001, 135250.74300000072 455192.5069999993, 135254.54800000042 455189.5179999992, 135259.66800000146 455185.7270000018, 135265.27299999818 455181.1739999987, 135270.15100000054 455177.02800000086, 135277.4919999987 455170.7049999982, 135281.19200000167 455167.7899999991, 135281.3280000016 455167.68299999833, 135280.44399999827 455166.73600000143, 135281.19399999827 455166.02800000086, 135282.08399999887 455166.98000000045, 135282.21700000018 455166.86499999836, 135285.3909999989 455164.1279999986, 135291.186999999 455159.26900000125, 135297.188000001 455154.2129999995, 135304.01199999824 455148.5789999999, 135313.24599999934 455141.0240000002, 135324.4919999987 455131.53400000185, 135336.2960000001 455121.73000000045, 135342.8040000014 455116.30099999905, 135358.29199999943 455103.0870000012, 135372.30999999866 455091.5639999993, 135373.24500000104 455091.7529999986, 135379.28599999845 455086.71499999985)"
oeverconstructie_verticaal_legger.29,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand staal,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.37,6",,zonder gording,,"LINESTRING (135379.28599999845 455086.71499999985, 135380.22899999842 455085.9290000014, 135385.16099999845 455081.4219999984, 135385.1490000002 455080.94299999997, 135399.0080000013 455069.2100000009, 135404.813000001 455064.2250000015, 135405.9050000012 455063.57499999925, 135407.6499999985 455062.73699999973, 135411.6400000006 455059.6700000018, 135422.97399999946 455050.3729999997, 135430.91000000015 455043.5859999992, 135437.85399999842 455037.93200000003, 135446.2259999998 455031.08300000057, 135455.1240000017 455023.6169999987, 135463.686999999 455016.3379999995, 135471.34099999815 455009.7749999985, 135475.9759999998 455005.66600000113, 135477.75699999928 455003.83999999985, 135478.4539999999 455002.6970000006, 135479.77199999988 455001.3049999997, 135486.94999999925 454995.1479999982, 135495.38899999857 454988.0610000007)"
oeverconstructie_verticaal_legger.30,2014-10-13T00:00:00,Fugro,Regionaal: MN,Vastgesteld,1,Damwand overig,2,,MN,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,"ARK5.OX.R.37,750",,Basaltblokken,,"LINESTRING (135495.43299999833 454988.0150000006, 135531.2030000016 454958.0170000009)"
