OBJECTID,PUIC,NAAM,REF_BORDSEIN_PUIC,REF_BORDSEIN_NAAM,AZIMUT,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
408,1c91d7d3-b249-4b8f-88a1-ebe046b64524,SJ_1321L,ef30650a-eabe-43ec-a0dd-8a38d21a0bbd,,-76,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,885774",-126.252766,"-126,252766",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83172.766,454284.156,0.504,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07217782,4.33954436,23.885774
409,65df39a0-9ba7-4106-b8d0-603a3810b68c,SJ_67BV,0d8c626b-6509-467e-944b-999f8cfde2ab,,-239,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,622467",41.44721,"41,447210",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121686.384,488059.639,5.416,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37939166,4.89794301,80.622467
410,b089f884-9c23-4fcc-98b6-b2c5d4e58f01,SJ_17L,,,-336,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"47,104901",-47.517621,"-47,517621",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,NCBG,148783.22899999,412077.25199999,6.59799999,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69743229,5.29727906,47.104901
411,eb1536b9-1d8c-48cb-9212-2f8411a8d727,SJ_921L,e0cbd482-fcab-4f25-9a20-93bd19e36be3,,-341,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,713309",-67.546594,"-67,546594",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,NCBG,188001.654,334714.591,49.203,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.00112337,5.85732967,21.713309
412,47bd0854-183f-4480-bf70-06ff81b0f40e,SJ_1281BV,12a93ca7-59ef-4377-a04f-e6d73646014a,,-241,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,578868",32.216207,"32,216207",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82640.48299999,454750.78499999,0.531,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07630205,4.3316829,24.578868
413,56e1cee9-4f88-4796-a505-f743a61861dd,SJ_906BP,3ebfa609-9878-4dea-9689-e86fcd175763,,-336,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"21,553436",9.694494,"9,694494",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,91456.576,396126.57699999,4.112,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.55050347,4.47103775,21.553436
414,b56a145f-6678-46f5-b622-3e737965f79d,SJ_1101BR,45ad0e6f-8068-402d-94f9-98c1d75dc4aa,,-6,60,Bestaand,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,"0,625901",-14.947512,"-14,947512",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Den Helder,HDR,NCBG,112911.577,552366.02099999,0.826,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.95668034,4.76089984,0.625901
415,17f837d2-6725-4fbb-9739-8ba91b2e3fc6,SJ_821L,a56db181-9d37-4f4b-a062-5cc19b49e470,AL_821L,-86,283,Bestaand,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"90,610162",-54.365663,"-54,365663",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Arnhem Berg,AHB,NCBG,189023.95499999,444425.50699999,29.649,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.98718033,5.88251988,90.610162
416,977b8b19-7088-42ac-be71-c42a46198ab4,SJ_119V,27207d1f-08f7-409d-bdc5-1a0e2d2a5f80,,-94,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,492244",-11.571275,"-11,571275",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233699.389,581105.579,2.165,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.2107882,6.5652132,80.492244
417,cf06cf5d-3412-4fb9-840b-c2c9ed1fa6f5,SJ_1471P,9414906f-06f3-4279-8157-4a2ea9b7ecf8,,-235,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,061413",60.924725,"60,924725",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135223.015,456570.423,1.951,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09703041,5.09858563,1.061413
418,336a8bda-e8ba-41d4-93e0-b2e11803eb15,SJ_702V,c5c5edaa-058e-46cb-8d19-e9edd72f3efa,,-40,60,Bestaand,092,,92,092__,Baarn - Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"42,163646",-7.981925,"-7,981925",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort - Baarn,AMF-BRN,Vrije baan,152061.439,463988.93199999,3.76299999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.16405362,5.34425513,42.163646
419,84fa6174-c274-430b-9470-3d6fce4ed904,SJ_951T,5bd2b310-6282-4706-a3bd-216ba403e5cf,,-139,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"21,109300",-85.578538,"-85,578538",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp Opstelterrein,HFDO,NCBG,106532.342,477100.97399999,-3.516,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.27977688,4.67697416,21.1093
420,cd43423c-a210-4f99-bd85-7c0df4c14d77,SJ_11V,0bcda439-cb67-4fbd-af18-cc4f33159ca9,,-92,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"79,453627",8.703739,"8,703739",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN_NTM,NCBG,232664.87,581020.42799999,0,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21017415,6.54971066,79.453627
421,67ca5b8d-59c0-40f3-a644-ba5f36f58e6e,SJ_243AL,84fbd334-eb0a-4c95-ab8f-c7983c975c2f,,-169,60,Bestaand,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,"23,984332",0.382192,"0,382192",Randstad Noord,RN,Maarn,16,Baan,Eemland,ProRail,Veenendaal Centrum,VNDC,PPLG,168135.72099999,441076.81099999,23.079,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,51.95796952,5.57830573,23.984332
422,5782b60c-99e4-4bfd-bf7a-ab8388a5b2b1,SJ_943AV,9367a94f-bc97-47b7-96be-4ac6da4d7b00,,-314,60,Bestaand,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"148,180250",3.814389,"3,814389",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Diemen Zuid,DMNZ,PPLG,126100.73299999,482917.041,5.61899999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.33342325,4.96321416,148.18025
423,77440b36-eab1-4cba-ad84-9d997c33cb50,SJ_951R,cf9cd912-3057-4407-9402-2822c9e2703e,,-103,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"49,734230",-12.182287,"-12,182287",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,NCBG,93995.213,439948.287,-1.119,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94463523,4.49993268,49.73423
424,ff572fa9-ab63-48f6-b17e-8658d5b5da72,SJ_1239R,a7bf76dc-2dd8-4972-984b-2ff22213c893,,-353,60,Bestaand,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,"200,170969",-47.029206,"-47,029206",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE,PPLG,40411.64699999,386295.19,2.47,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45407782,3.73851064,200.170969
425,f60d6567-f607-4aec-bbf6-91817cb8356b,SJ_901L,2587394e-e4a7-4c4a-aa50-5d17d53f9845,,-82,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,260650",-26.332178,"-26,332178",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,208103.533,474459.33299999,10.329,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25560615,6.16494516,43.26065
426,2d1af05d-46c3-47c3-9457-398ef754d190,SJ_379L,a0245783-0c44-410e-9b20-945240654431,,-40,60,Bestaand,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,"42,763380",19.143058,"19,143058",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,,,,152397.334,463478.521,5.152,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15946774,5.34916828,42.76338
427,3473df7e-e3e6-42f0-8dbe-2b8946a51495,SJ_939BT,a1672850-28d7-43ad-875a-64dd8450a309,AL_939BL,-65,283,Bestaand,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"75,857899",33.599803,"33,599803",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,117826.537,490761.541,0.778,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40342648,4.84095865,75.857899
428,ba7d0f30-8677-4d98-a5a1-3df73af775dd,SJ_907R,28379091-976e-4673-b747-f554b0d1acb2,,209,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,554630",-25.370252,"-25,370252",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,NCBG,110742.103,516583.449,1.46399999,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63495777,4.73343537,42.55463
429,36807b18-bfdd-4b6c-b5cb-ed4a1261f40b,SJ_920L,288fd8cd-f3da-42da-8077-bf04dafeee79,,-85,60,Bestaand,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,"500,942005",76.809826,"76,809826",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM_125,NCBG,103100.07799999,489252.26799999,4.34999999,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.38866716,4.62481024,500.942005
430,81195dd3-3ed4-4e4d-ab6a-7e0a03c1d9e7,SJ_875R,88678307-dd3e-4178-8da9-92c3c385074c,,-90,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,830453",58.022515,"58,022515",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Cartesiusweg,UTCTW,NCBG,134447.003,456674.482,2.119,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09793746,5.08725473,1.830453
431,16e3f5cc-3eb7-4f6f-b86b-6c95930548d2,SJ_948V,91078652-305f-414a-9b2a-f056aa8fcbc3,AL_948V,-9,60,Bestaand,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,"74,341090",-3.802013,"-3,802013",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Blerick,BR_108,NCBG,207553.394,378110.993,19.57999999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.38971067,6.1422327,74.34109
432,6014987c-1626-4865-b0c8-657ae9e62992,SJ_2241R,0e5aae71-61cf-4236-8d6f-838054df5af1,2272,-240,60,Bestaand,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"84,703184",165.284716,"165,284716",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen Losplaats,GNL,PPLG,237257.765,578981.221,0,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19116873,6.61792129,84.703184
433,be6b2acd-2fd8-47f1-ba25-d67082167a8e,SJ_65S,42d5f7c4-aaf6-4d0b-a04b-c1df8cd8e72f,,-241,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"24,457731",-9.61496,"-9,614960",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82724.08299999,454654.096,0.2,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07544404,4.33292267,24.457731
434,2ab407a9-1d91-41fa-b986-dec6cb181b23,SJ_1189L,3a49488a-7fe6-4285-803f-08b2c3d1e804,,-19,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,849133",-113.652739,"-113,652739",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61633.053,439134.411,5.18599999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93282794,4.02957341,0.849133
435,1fe24963-3294-4e97-b66d-31c6784b0afe,SJ_403V,6593fd1d-7ee0-4a32-846e-098c529c78e3,,-350,60,Bestaand,654,,654,654__,Assen,Mp-Gn,Meppel - Groningen ,"49,038979",-7.623647,"-7,623647",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Assen,ASN,PPLG,234432.935,556488.229,0,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.98951023,6.57014416,49.038979
436,662e23dc-1700-45c8-8009-6e0e9c33c02c,SJ_907L,bb09e3b1-5631-47f2-bd31-066ad407f508,,209,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,554651",-31.480805,"-31,480805",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,NCBG,110747.38,516580.368,1.53,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63493051,4.73351373,42.554651
437,03cc666b-154e-4ad0-b332-30bdb5d8d3d9,SJ_275AL,d57dae1f-7697-433e-9a84-190da95807b2,,-305,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"22,510313",2.605588,"2,605588",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Almere Oostvaarders - Lelystad Centrum,ALMO-LLS,Vrije baan,149625.503,490934.965,0.864,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.40621818,5.30822339,22.510313
438,f406eff4-d561-4be7-9759-ab9ce8aa4d67,SJ_921R,f6b2b168-50b4-456e-a657-e785398c2c9b,,-341,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,713254",-63.003464,"-63,003464",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,NCBG,188005.89,334712.94799999,49.28499999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.00110835,5.85738986,21.713254
439,84a6deb8-2618-4802-a989-24379ecda67e,SJ_87AP,e3368870-66e1-4454-8f3a-059662d9234d,,-253,60,Bestaand,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,"20,827438",8.261529,"8,261529",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg Universiteit,TBU,PPLG,132649.50399999,397155.06599999,14.832,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.562894,5.06487063,20.827438
440,aac385ec-e510-4a3c-94a1-78c5fa4bc6fb,SJ_1003R,222ee986-4497-4405-b6ee-543df4abd4cb,,-2,60,Bestaand,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,"36,961758",232.84799,"232,847990",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht Lijnwerkplaats,MTWPL,NCBG,177150.784,318926.36499999,46.94299999,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85973222,5.70178658,36.961758
441,da431686-ecd8-48e3-98a6-6ba25cd81ac5,SJ_2199R,1d81a167-9074-4a75-85f4-1868b729d077,,-138,60,Bestaand,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,"144,122002",-17.034585,"-17,034585",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,105212.448,475741.989,-4.078,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.26744571,4.65783459,144.122002
442,fc687ffc-5223-4662-8f35-8cf05832f980,SJ_909P,3cabcbeb-e219-4d5c-bd69-fc65fcf25ac5,,38,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,360415",-12.834817,"-12,834817",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,NCBG,110847.117,516743.514,2.17799999,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63640472,4.7349652,42.360415
443,bed7512e-4969-4765-9f8c-d845775d5794,SJ_928L,fdce74e5-ef76-4e35-8367-d3eb57e86579,,-38,60,Bestaand,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,"18,398110",-27.35873,"-27,358730",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),Leidschendam Werkplaats,LDD,NCBG,86213.69199999,454581.395,0.175,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07523504,4.38383208,18.39811
444,5b8ef48f-f27c-45bc-a561-d9d050eb9fb7,SJ_7BQ,319ce375-5a88-4ba0-9620-fdb23b349f22,,-110,60,Bestaand,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,"41,029377",11.4514,"11,451400",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,Oss,OSS,PPLG,164747.689,419528.51299999,7.796,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.76435696,5.52840569,41.029377
445,7947e74e-bb30-4577-b5d4-9306c71daa98,SJ_9V,7a7ded64-cadf-4f97-a24e-e612aba295a7,,-75,60,Bestaand,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,"32,459269",-33.148598,"-33,148598",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,Derden - Overig - SHM,Hoorn,HN,NCBG,132468.692,517616.628,0,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.64557361,5.05429831,32.459269
446,ca0b0fc0-fa70-466e-bae0-2ddaf4ac3e3e,SJ_932L,8cd8d163-2013-4650-9505-96d6914c9764,,-35,60,Bestaand,527,b,527,527_b,Haarlem,Hlm-Utg,Haarlem - Uitgeest ,"0,940523",11.805261,"11,805261",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Haarlem,HLM_130,NCBG,103118.505,489436.032,4.16899999,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.39032037,4.62505251,0.940523
447,64900deb-cc7d-40eb-b65a-d63840face28,SJ_905R,a1e1c869-092e-462b-ab32-809c3233cd54,,-81,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,267678",-17.601645,"-17,601645",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,208099.128,474469.69699999,10.315,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25569971,6.16488228,43.267678
448,ac113623-ff85-4e8e-a424-f978dfda3fa4,SJ_977L,850171e8-6053-40f7-aa36-4a4a333c8b80,,-38,60,Bestaand,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,"18,410562",-141.356882,"-141,356882",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),Leidschendam Werkplaats,LDD,NCBG,86116.12799999,454521.079,-0.803,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07468086,4.38242132,18.410562
449,225c619d-8cf9-4864-82f1-79b22d3423c5,SJ_43BL,f8f52cd3-fc38-4ab8-8d2a-2ed311b83459,AL_43BL,-105,283,Bestaand,804,a,804,804_a,"Beverwijk Hoogovens, Van Gelder",Bv-Bvhg,Beverwijk - Beverwijk Hoogovens ,"0,447685",-3.572614,"-3,572614",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,Strukton Rail Short Line,"Beverwijk HOOGOVENS, VAN GELDER",BHVG,NCBG,104908.124,499013.576,2.592,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.47655857,4.64990818,0.447685
450,9c5aef07-90d8-4655-86e2-3863853edf14,SJ_879L,cf737174-ecc1-4f9c-8522-a8c551421f40,,-90,60,Bestaand,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,828804",28.035884,"28,035884",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Cartesiusweg,UTCTW,NCBG,134444.70699999,456644.538,2.12,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09766824,5.08722303,1.828804
451,a1468ecf-1504-4376-9432-1b1594efee63,SJ_2235L,3a2f3452-4315-440c-859e-6be36b263c73,2268,-240,60,Bestaand,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"84,722931",147.063223,"147,063223",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen Losplaats,GNL,PPLG,237283.47399999,578989.16099999,0,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19123611,6.61830789,84.722931
452,2731bd84-bc19-4201-9bd1-20ad5e740fc7,SJ_179AV,91dfc504-30d6-413e-a9d5-8367e78d6c47,,-90,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"82,722009",-18.556992,"-18,556992",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,90686.652,437625.98599999,1.58,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92339137,4.45225249,82.722009
453,3a8ba0b5-e7b6-4b52-b949-63c3b404e3ab,SJ_407BT,,,-345,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"48,063904",-36.132774,"-36,132774",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,,,,148533.41099999,411156.34999999,6.554,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68915195,5.29368265,48.063904
454,55478316-f918-40b1-80e1-6713098b1dc6,SJ_908Q,ef3dff43-a267-4d69-8326-fd05737635a4,,209,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,554498",-40.421626,"-40,421626",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,NCBG,110755.191,516576.015,1.51699999,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63489203,4.73362969,42.554498
455,a6823bb6-8006-4fb3-b724-df296725fe39,SJ_145AL,218ecbd6-19b6-4a98-a623-ad179606f78b,,-336,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"16,442921",9.046398,"9,046398",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,187205.489,428975.526,23.30699999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.84842391,5.85460012,16.442921
