FID,length,filenaam,br_links,br_rechts,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_oschelde_2010.23,22812.398,grd_25,547.29998779,-483.29998779,2010-05-19T00:00:00,,,"LINESTRING (63997.3909999989 401860.4059999995, 44364.10200000182 413476.75)"
vlieglijnen_oschelde_2010.24,23196.092,grd_2601,514.79998779,-485.6000061,2010-05-19T00:00:00,,,"LINESTRING (64514.48000000045 402227.625, 44548.96900000051 414035.9690000005)"
vlieglijnen_oschelde_2010.25,6734.607,grd_2602,459.20001221,-460.3999939,2010-05-19T00:00:00,,,"LINESTRING (64886.64799999818 402060.2190000005, 59069 405452.8440000005)"
vlieglijnen_oschelde_2010.26,25906.377,grd_27,519.5,-502.8999939,2010-05-19T00:00:00,,,"LINESTRING (68068.5700000003 400882.4059999995, 45750.64799999818 414037.2809999995)"
vlieglijnen_oschelde_2010.27,9383.165,grd_28,518.29998779,-477.8999939,2010-05-19T00:00:00,,,"LINESTRING (68850.39799999818 401017.0309999995, 60787.98000000045 405817.1559999995)"
vlieglijnen_oschelde_2010.28,9646.367,grd_29,474,-433.70001221,2010-05-19T00:00:00,,,"LINESTRING (70121.92199999839 401049.4690000005, 61839.4299999997 405994.438000001)"
vlieglijnen_oschelde_2010.29,9780.802,grd_30,472.79998779,-434.79998779,2010-05-19T00:00:00,,,"LINESTRING (71180.49199999869 401095.938000001, 62778.98800000176 406103.811999999)"
vlieglijnen_oschelde_2010.30,3455.759,grd_301,490.3999939,-514.90002441,2010-05-25T00:00:00,,,"LINESTRING (39251.1409999989 400951.125, 36241.8590000011 402650.0940000005)"
vlieglijnen_oschelde_2010.31,3553.458,grd_302,470.6000061,-509.70001221,2010-05-25T00:00:00,,,"LINESTRING (39315.26199999824 400958.625, 36168.9299999997 402610.186999999)"
vlieglijnen_oschelde_2010.32,8687.419,grd_303,427.20001221,-532,2010-05-25T00:00:00,,,"LINESTRING (70367.5700000003 382614.061999999, 62856.050999999046 386978.5)"
vlieglijnen_oschelde_2010.33,9817.867,grd_31,492.79998779,-512.29998779,2010-05-19T00:00:00,,,"LINESTRING (71688.2809999995 401550.5309999995, 63243.8590000011 406558.75)"
vlieglijnen_oschelde_2010.34,9331.188,grd_32,486.29998779,-428.70001221,2010-05-19T00:00:00,,,"LINESTRING (71717.11699999869 402215.9059999995, 63700.66000000015 406991.625)"
vlieglijnen_oschelde_2010.35,9256.601,grd_33,492.70001221,-512.29998779,2010-05-19T00:00:00,,,"LINESTRING (72488.8440000005 402481.75, 64531.120999999344 407210.311999999)"
vlieglijnen_oschelde_2010.36,8864.764,grd_34,479.3999939,-441.5,2010-05-18T00:00:00,,,"LINESTRING (72226.9609999992 403332.0309999995, 64590.3200000003 407833.7809999995)"
vlieglijnen_oschelde_2010.37,3102.965,grd_35,436.8999939,-491.6000061,2010-05-18T00:00:00,,,"LINESTRING (67426.36699999869 406872.2809999995, 64752.33999999985 408446.438000001)"
vlieglijnen_oschelde_2010.38,7406.831,grd_36,494.5,-516.29998779,2010-05-18T00:00:00,,,"LINESTRING (71140.5 405411.311999999, 64738.289000000805 409135.938000001)"
vlieglijnen_oschelde_2010.39,10254.133,grd_37,438,-506.6000061,2010-05-18T00:00:00,,,"LINESTRING (73128.9059999995 404891.5, 64238.789000000805 410001.5940000005)"
vlieglijnen_oschelde_2010.40,10247.603,grd_38,648.29998779,-698.70001221,2010-05-18T00:00:00,,,"LINESTRING (73851.9690000005 405109.75, 65039.8590000011 410340.438000001)"
vlieglijnen_oschelde_2010.41,8733.429,grd_39,464.70001221,-425.70001221,2010-05-18T00:00:00,,,"LINESTRING (73026.25800000131 406361.3440000005, 65526.98800000176 410837.25)"
vlieglijnen_oschelde_2010.42,7377.725,grd_40,435,-527.59997559,2010-05-18T00:00:00,,,"LINESTRING (72931.1090000011 406981.2190000005, 66670.8909999989 410885.125)"
vlieglijnen_oschelde_2010.43,5371.373,grd_41,486.6000061,-468.79998779,2010-05-18T00:00:00,,,"LINESTRING (71883.57800000161 408546.063000001, 67156.0390000008 411095.9690000005)"
vlieglijnen_oschelde_2010.44,4054.249,grd_42,395.70001221,-505.1000061,2010-05-18T00:00:00,,,"LINESTRING (71719.3440000005 408968.438000001, 68331.10200000182 411194.813000001)"
vlieglijnen_oschelde_2010.45,4045.419,grd_43,329.20001221,-496.5,2010-05-18T00:00:00,,,"LINESTRING (73209.74199999869 409482.311999999, 69529.3590000011 411161.6559999995)"
vlieglijnen_oschelde_2010.46,3923.84,grd_50,629.59997559,-378.5,2010-05-18T00:00:00,,,"LINESTRING (73289.42199999839 409617.875, 70098.74199999869 411901.75)"
vlieglijnen_oschelde_2010.47,45310.359,grd_801,493,-521.59997559,2010-05-24T00:00:00,,,"LINESTRING (76107.24199999869 382720.6559999995, 37073.73800000176 405729.6559999995)"
vlieglijnen_oschelde_2010.48,19527.064,grd_802,459.6000061,-492.6000061,2010-05-24T00:00:00,,,"LINESTRING (53882.66000000015 395792.313000001, 37103.39799999818 405780.438000001)"
