id;type;titel_kunstwerk;achternaam_kunstenaar;voornaam_kunstenaar;tussenvoegsel_kunstenaar;jaartal_plaatsing;jaartal_vervaardiging;collectie;wijk;adres;materiaal_1;materiaal_2;materiaal_3;materiaal_4;materiaal_5;latitude;longitude;omschrijving;samenvatting;foto_1;foto_2;foto_3;foto_4;foto_5;geo_point
2797.0;Buitenkunst;Compositie in hardsteen;Oddens;Henk;;1980;;Eindhoven;Centrum;Anne Frankplantsoen;Hardsteen;;;;;51.4323624131632;5.478797099861152;;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/377500e307e74479e258153ad7ca1a06;;;;;51.4323624132, 5.47879709986
2798.0;Buitenkunst;Euville staand en liggend;Reijnders (1935 - );Heinz (Hendrikus Wilhelmus Johannes);;1980;;Eindhoven;Stratum;Achterbeekseweg, gemeentelijke Begraafplaats Stratum;Euville (kalksteen);Witsteen;;;;51.40896260896696;5.495494572769166;Euville-kalksteen 146 x 60 x 62 cm (staand), 62 x 145 x 60 cm (liggend)Gemonogrammeerd: HR 80;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/909cd383fa5ba3d58e473845e5b117fc;;;;;51.408962609, 5.49549457277
2814.0;Buitenkunst;Monumentale stapelingen;Wils;Jan;;1983;;Eindhoven;Centrum;Deken van Somerenstraat;Beton;;;;;51.43408043094056;5.4749043790985;1983 - 1988. Ongesigneerd. Uitgevoerd door de kunstenaar bij Hurks Beton BV te Veldhoven.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/561d1e14d22d6104a53da9a9e6439987;http://beheer.kunstwacht.nl/cache/8/1/2/8128e18b5778491f90beccadf1b3bd2b_700_540.jpg;http://beheer.kunstwacht.nl/cache/9/f/8/9f825728b7b44d72854f1a35aabc6ebb_700_540.jpg;http://beheer.kunstwacht.nl/cache/d/2/e/d2e525210ca0b5e97948a428dbb91c75_700_540.jpg;;51.4340804309, 5.4749043791
2815.0;Buitenkunst;Bewustwording;Reijnders (1935 - );Heinz (Hendrikus Wilhelmus Johannes);;1991;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Brons;;;;;51.42466247289868;5.481049116979979;Gemonogrammeerd. Gegoten bij Eijsbouts Asten. Opmerking: Aanvankelijk is het beeld in opdracht gegeven om in schuttersbos geplaatst te worden.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/0380056255aa32834e3430d84050b6f6;;;;;51.4246624729, 5.48104911698
2816.0;Buitenkunst;Gestelse Blauwbuik;Frehe;Mieke;;1986;;Eindhoven;Gestel;Franz Leharplein;Brons;;;;;51.423477038352566;5.4625001317987465;Gemonogrammeerd en gedateerd: MCF 86. Gegoten bij Kemner Cuyk. Herkomst: schenking Stichting Nieuw Gestels monument. Onthuld op 1 december 1986 door burgemeester dr. G.W.B. Borrie. Opmerking: het beeld is ter vervanging van de in 1982 afgebroken M.G. van den Hurkbank ter herdenking aan de laatste burgemeester van Strijp tot stand gekomen.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/86256d906409a554d4e4da32c53d5efc;;;;;51.4234770384, 5.4625001318
2817.0;Buitenkunst;Tafel zonder midden;Blersch;Jos;;1986;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Brons;;;;;51.42797664786708;5.48217236995697;Ongesigneerd.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/736c9c2c29cb0cdebb3cdd50b6019696;;;;;51.4279766479, 5.48217236996
2818.0;Buitenkunst;Triade I,II,III;Brunschot;Theo;van;1987;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Sardisch Rosa Graniet;;;;;51.42661366087405;5.482180416584015;;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/a992b22f88396314f846c6290e85444b;;;;;51.4266136609, 5.48218041658
2820.0;Buitenkunst;Wandelaars;Kuipers;Michel;;1986;;Eindhoven;Woensel-Noord;Henri Dunantpark;Keramiek;Geglazuurd;;;;51.48340405862162;5.470742186044326;Gesigneerd en gedateerd: M. Kuipers 86;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/26c011dafeb935a824ac4978537c0ae2;;;;;51.4834040586, 5.47074218604
2822.0;Buitenkunst;Gildetamboer;Goddefroy;Hans;;1982;;Eindhoven;Centrum;Kerkstraat;Brons;;;;;51.43721560152132;5.479404520484912;Gesigneerd en gedateerd: H. Goddefroy 1982. Opschriften: die scut. si . stut . waekt. als . t craekt . St . Catharina - Gilde Eindhoven Stad. Uitgevoerd door Firma H. Kluijtmans Eindhoven. Herkomst: aangeboden door het Sint-Catharinagilde Eindhoven - Stad ter gelegenheid van Eindhoven 750 jaar stad. Onthuld op 1 mei 1982 door dr. G.W.B Borrie met het roeren van de trom.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/47cf02745b3dc17325e1e9542cb379dd;;;;;51.4372156015, 5.47940452048
2825.0;Buitenkunst;Kistjesproject;Barnier;Marjan;;1987;;Eindhoven;Centrum;Veldmaarschalk Montgomerylaan;Hardsteen;;;;;51.44462354836647;5.47750398516655;Een beeldverhaal door de stad, Kistjesproject op vijf locaties. Uitgevoerd door Firma H. Kluijtmans Eindhoven (zie ook 99.2, 99.3, 99.4 en 99.5)  - 99.1 Opschrift: Geef ons heden ons dagelijks brood en vergeef ons onze schuld.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/9372a635056c0849c089f98690a17b08;;;;;51.4446235484, 5.47750398517
2829.0;Buitenkunst;Kistjesproject;Barnier;Marjan;;1987;;Eindhoven;Centrum;Stadhuisplein;Hardsteen;;;;;51.4351232;5.4801132;Een beeldverhaal door de stad, Kistjesproject op vijf locaties. Uitgevoerd door Firma H. Kluijtmans Eindhoven (zie ook 99.1, 99.2, 99.3 en 99.4)  - 99.5 Opschrift: Ontelbare namen geregistreerd ontelbare karakters nooit gekend;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/f98e7c19648ef139e612c1bfa1604970;;;;;51.4351232, 5.4801132
2833.0;Buitenkunst;Buikje;Bronner;Jan;;1989;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Brons;;;;;51.42636698096911;5.481021702289581;1930-1940. Ongesigneerd. Gegoten in 1988-1989 bij Stijlaart Rumpt. Herkomst: Aankoop Gemeente Eindhoven in 1988. Onthuld 13 mei 1989 door de dochter van de beeldhouwer, Hanna Bensink-Bronner.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/276c2026a1da44ab9cb36c53f2d6505e;;;;;51.426366981, 5.48102170229
2837.0;Buitenkunst;Parkbeeld;Dijck;Henck;van;1989;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Brons;Hardsteen;Cortenstaal;;;51.42573647780462;5.481877326965332;Ongesigneerd. Herkomst: Opdracht Gemeente Eindhoven.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/b8c7ad40e08ecd05e2eb3bfff98ca1c9;;;;;51.4257364778, 5.48187732697
2839.0;Buitenkunst;Gebroeders Hornemannmonument;Brunschot;Theo;van;1988;;Eindhoven;Stratum;Lex en Edo Hornemannplantsoen;Vanga graniet;;;;;51.429960850118604;5.479364097118378;Gedenkteken voor Joodse kinderen uit Eindhoven. Ongesigneerd. Opschrift: Gebroeders Hornemann plantsoen ter nagedachtenis aan alle Joodse kinderen uit Eindhoven die door vervolging zijn omgekomen in de jaren 1940-1945;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/7213dd6367b332e82ddc340d5da37b99;;;;;51.4299608501, 5.47936409712
2840.0;Buitenkunst;Zonder titel - Henk Oddens;Oddens;Henk;;1986;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Hardsteen;Dolomiet;;;;51.42573982267192;5.481882691383362;Ongesigneerd;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/d9fcf06bb34fb09b8509a517ea141d39;;;;;51.4257398227, 5.48188269138
2841.0;Buitenkunst;Waaier;Coenen;Theo;;1990;;Eindhoven;Woensel-Zuid;Rachelsmolen;Staal;;;;;51.451144549780245;5.478108823299408;Ongesigneerd. Herkomst: Aankoop Gemeente Eindhoven in 1986;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/47f55675ad88c6d007f1cfdd14e8b742;;;;;51.4511445498, 5.4781088233
2847.0;Buitenkunst;Vleugel;Reijnders (1935 - );Heinz (Hendrikus Wilhelmus Johannes);;1991;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Brons;;;;;51.42754434289819;5.483046770095825;;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/392c879822c509f621f227607c374a9d;;;;;51.4275443429, 5.4830467701
2849.0;Buitenkunst;Zonder titel - Huib Benschop;Benschop;Huib;;1992;;Eindhoven;Gestel;Maria van BourgondiÃ«laan;Cortenstaal;;;;;51.43420322525717;5.463053584098816;Kunstwerk bestaat uit gekantelde elementen ieder 20 cm diep. Ongesigneerd. Opdracht Gemeente Eindhoven ter vervanging van een eerder per abuis vernietigd object.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/911db58a73187dae9bc0f9a7e0b68cb0;;;;;51.4342032253, 5.4630535841
2858.0;Buitenkunst;Museumteken;Coenen;Theo;;1993;;Eindhoven;Strijp;Vonderweg;Cortenstaal;;;;;51.43946509589406;5.468715727329254;Gemonogrammeerd en gedateerd: TC 93. Herkomst: Schenking Museum Kempenland Eindhoven. Onthuld op 10 september 1993 door Wethouder dr. Jan van der Veen tegelijk met de overzichtstentoonstellling 'Beelden als tekens' Opmerking: Ook wel aangeduid als Nonnenkappen.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/95bc20a71f6084e25561ec1442e4edc2;;;;;51.4394650959, 5.46871572733
2859.0;Buitenkunst;Fossile Line;Kuipers;Michel;;1993;;Eindhoven;Strijp;Engelsbergenstraat;Keramiek;Geglazuurd;;;;51.43629333223418;5.456943511962891;Ongesigneerd. Onthuld 22 oktober 1993 door Wethouder Dr. Jan van der Veen. Eigenaar: Partuculier bezit. Opmerking: De Gemeente Eindhoven heeft de sokkel- en plaatsingskosten voor haar rekening genomen.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/5aec7bda283841dff0e3d0feed6fa9ab;;;;;51.4362933322, 5.45694351196
2860.0;Buitenkunst;Huis met trap;Blersch;Jos;;1994;;Eindhoven;Centrum;Rechtestraat;Brons;;;;;51.43817874662165;5.478611465220653;Ongesigneerd. Gegoten bij Sociale Werkplaats Sittard.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/ac9d44dce91c9beb961e2a1d5468848f;;;;;51.4381787466, 5.47861146522
2864.0;Buitenkunst;BevrijdingsreliÃ«f;Reniers;Jos;;1994;;Eindhoven;Centrum;Markt;Brons;;;;;51.43948922117391;5.478023355225332;Herdenkingsreli;;;;;;;51.4394892212, 5.47802335523
2866.0;Buitenkunst;De bekoring, de wijsheid en het gevaar;Dijck;Henck;van;1995;;Eindhoven;Centrum;Stratumseind;Brons;Verf;Acrylaat;;;51.4360559720109;5.482545114749922;Gesigneerd en gedateerd: Henck van Dijck 1995. Gegoten bij Jos Boerekamps Nederweert.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/73041ff6863c339b7eab89fa56dc20b4;;;;;51.436055972, 5.48254511475
2867.0;Buitenkunst;Stem-pel;Rademaker;VÃ©ronique;;1996;;Eindhoven;Tongelre;Vlinderplein;Hardsteen;;;;;51.44977748689912;5.517460456483474;Opschrift: N - W - Z - 0. Geplaatst op betontegels, gestraald;;;;;;;51.4497774869, 5.51746045648
2869.0;Buitenkunst;Accolade (Kunstroute de Rode Loper 13 - Stadhuisplein. hoek oude Gracht);Weiner;Lawrence;;1997;;Eindhoven;Centrum;Stadhuisplein;Iers Hardsteen;;;;;51.43534952288091;5.4813971292915475;Opschrift: Binnen het gegeven van reactie: . Opmerking: De gebogen wand bestaat uit tien delen en is 47 cm diep. (http://www.eindhoven.nl/web/show/id=418938/contentid=28147 - De wensput (of misschien wel de hele Rode Loper) is tussen haken gezet door twee accolades. De accolades zijn zowel in het vooraanzicht als in het bovenaanzicht gekromd. Op de accolades is een tekst aangebracht. Op de ene accolade staat: 'binnen het gegeven van (een) reactie' en op de andere staat: 'binnen het gegeven van reactie');;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/3faba255c49f5fe02278e4cb701734f5;;;;;51.4353495229, 5.48139712929
2870.0;Buitenkunst;Wensput (Kunstroute De Rode Loper - 6 );Weiner;Lawrence;;1997;;Eindhoven;Centrum;Stadhuisplein;RVS;Graniet;Iers Hardsteen;;;51.4359655040095;5.480591839967923;Geplaatst op plateau 19 x 600 x 400 cm. Tekst: Wens wat/omhoog (in) de lucht omlaag op (in) de grond/krijg wat/omhoog (in) de lucht omlaag op (in) de grond. Opmerking: De wanden van de put zijn 10 cm diep.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/cb2a5891f1963031e8fa16cc5187c2a7;;;;;51.435965504, 5.48059183997
2872.0;Buitenkunst;Draadsculptuur (kunstroute De Rode Loper - 5);Mullican;Matt;;1997;;Eindhoven;Centrum;Begijnenhof;Staal;;;;;51.436316217107354;5.480269304333882;Opmerking: Het lijnenpatroon van een huis de in de kubus elf keer herhaald aanwezig.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/66f88ce63aa499abda29ed3f782fd26a;;;;;51.4363162171, 5.48026930433
2874.0;Buitenkunst;Bas-ReliÃ«f Plattegrond Stadshart (12);Mullican;Matt;;1997;;Eindhoven;Centrum;Oude Stadsgracht;Aluminium;;;;;51.435500672794156;5.481251797726805;Kunstroute De Rode Loper (12);;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/04a5749c0cbecec906ebfa694adc2fcc;;;;;51.4355006728, 5.48125179773
2875.0;Buitenkunst;Archeologische plattegrond;Mullican;Matt;;1997;;Eindhoven;Centrum;Stadhuisplein;Aluminium;;;;;51.435481652921744;5.4809235623986074;Kunstroute De Rode Loper (10);;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/4dbfb3ab945095004686caacc9a93a38;;;;;51.4354816529, 5.4809235624
2881.0;Buitenkunst;Boilerput (Energie);Mullican;Matt;;1997;;Eindhoven;Centrum;Stadhuisplein;Gietijzer;;;;;51.43505014812851;5.481680184602737;Kunstroute De Rode Loper. (14) Rioolbuis + gietijzeren boiler + verlichting. (weg);;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/05315cb0fbec2a856d585b2bdcc01ff2;;;;;51.4350501481, 5.4816801846
2883.0;Buitenkunst;Herdenking bombardement;Engels;Gerard;;1997;;Eindhoven;Centrum;Kerkstraat;Brons;;;;;51.437500534453534;5.47944188117981;Reli;;;;;;;51.4375005345, 5.47944188118
2884.0;Buitenkunst;Beelden Hoogspoor, Het Verkeer (6 beelden);Hekman;Joop;;1997;;Eindhoven;Centrum;Vestdijk tunnel;Kunststof;;;;;51.442359905598565;5.477503056483459;1950-1953/1997-1998 Herkomst: In opdracht van de Nederlandse Spoorwegen i.s.m. het Nederlands Spoorwegmuseum en de Gemeente Eindhoven zijn in 1997-1998 replica's geplaatst, uitgevoerd door Toon Grassens. Opmerking: De acht originele beelden van Joop Hekman in Franse kalksteen stonden op de borstwering van de Boschdijktunnel, piazzatunnel en Vestdijktunnel, replica's van de elementen (1950) en het licht (1953) ontbreken, De beelden van Hekman staan nu opgesteld in de tuin van Het Nederlands Spoorwegmuseum in Utrecht. Origineel is van 1951;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/6e704a1aa6f1c797b73aa9f88761ac5a;;;;;51.4423599056, 5.47750305648
2885.0;Buitenkunst;Beelden Hoogspoor, Het  jonge bloeiende Eindhoven  (6 beelden);Hekman;Joop;;1997;;Eindhoven;Centrum;Vestdijktunnel;Kunststof;;;;;51.442383311146195;5.477604980426025;1950-1953/1997-1998 Herkomst: In opdracht van de Nederlandse Spoorwegen i.s.m. het Nederlands Spoorwegmuseum en de Gemeente Eindhoven zijn in 1997-1998 replica's geplaatst, uitgevoerd door Toon Grassens. Opmerking: De acht originele beelden van Joop Hekman in Franse kalksteen stonden op de borstwering van de Boschdijktunnel, piazzatunnel en Vestdijktunnel, replica's van de elementen (1950) en het licht (1953) ontbreken, De beelden van Hekman staan nu opgesteld in de tuin van Het Nederlands Spoorwegmuseum in Utrecht. Origineel is van 1951;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/a4fd74f51811fa1bfd0e445eb284874e;;;;;51.4423833111, 5.47760498043
2889.0;Buitenkunst;Beelden Hoogspoor, De Textiel (6 beelden);Hekman;Joop;;1997;;Eindhoven;Centrum;Vestdijktunnel;Kunststof;;;;;51.44285141957949;5.477519149737549;1950-1953/1997-1998 Herkomst: In opdracht van de Nederlandse Spoorwegen i.s.m. het Nederlands Spoorwegmuseum en de Gemeente Eindhoven zijn in 1997-1998 replica's geplaatst, uitgevoerd door Toon Grassens. Opmerking: De acht originele beelden van Joop Hekman in Franse kalksteen stonden op de borstwering van de Boschdijktunnel, piazzatunnel en Vestdijktunnel, replica's van de elementen (1950) en het licht (1953) ontbreken, De beelden van Hekman staan nu opgesteld in de tuin van Het Nederlands Spoorwegmuseum in Utrecht. Origineel is van 1951;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/98149ca4bf3b3a1734d7f3d47a5ae90a;;;;;51.4428514196, 5.47751914974
2893.0;Buitenkunst;Beeldengroep, Stadswandelpark (3 zuilen);Reijnders (1935 - );Heinz (Hendrikus Wilhelmus Johannes);;1988;;Eindhoven;Stratum;Alberdingk Thijmlaan, In het Stadswandelpark;Euville (kalksteen);Witsteen;;;;51.42687617145843;5.483777901949325;Herkomst: Opdracht Gemeente Eindhoven. Drie beeldengroepen. Linker beeldengroep;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/97344e5da3220ef8f0ef2d12503cae2d;;;;;51.4268761715, 5.48377790195
2894.0;Buitenkunst;Great Void;Dobbelsteen (1954 - );Jan (Johannes Anthonius Gerardus Maria);van den;1998;;Eindhoven;Stratum;Achterbeekseweg De Roosten;Beton;Kalkzandsteen;;;;51.40983258541929;5.495290724884034;ABRI (schuilplaats), wit, monumentaal kunstobject. Gemetseld-gepleisterde cilinder met vijf toegangen en inwendig een kruisvormige constructie. Deze Abri is de vierde in een reeks verspreid over heel Nederland.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/ea58c6ceeb5e40e867984371b9f46404;;;;;51.4098325854, 5.49529072488
2902.0;Buitenkunst;De Band;Geeven;Wim;;2019;;Eindhoven;Gestel;Vivaldistraat;Staal;;;;;51.42965147743517;5.4525768756866455;Herkomst: geplaatst in het kader van het project Kunst in de Buurt. Onthuld op 9 september 2001 door wethouder Han Scherf. Opmerking: De 'muziekinstrumenten' versterken elkaar, waarbij hun locatie op het grasveld, naar de bebouwing toe als het ware een podiumfunctie krijgt.;;https://data.eindhoven.nl/api/v2/catalog/datasets/kunstwerken/files/b082a7be0591e1a9db94e359ac4a0ca3;http://beheer.kunstwacht.nl/cache/4/3/4/434b003fd7e544b487dad175cbb78361_700_540.jpg;http://beheer.kunstwacht.nl/cache/1/3/7/13772fd3b6407ba6aa07dcaf6a6f6585_700_540.jpg;http://beheer.kunstwacht.nl/cache/b/9/2/b926fa467854d82a5f6434d4c251ad9b_700_540.jpg;;51.4296514774, 5.45257687569
2908.0;Buitenkunst;Milieuboom;CombÃ©;Henk;;1987;;Eindhoven;Centrum;Dommeloever;Brons;;;;;51.434614918210364;5.480747704507438;Gesigneerd: H.Comb;;;;;;;51.4346149182, 5.48074770451
