FID,OVW_STARTDATUM,GEOMETRIE,LATITUDE,LONGITUDE,NIEUWNUMMER,OVW_MAX_SIZE

Zoutkisten.31105,2023-02-03,POINT (52.153087347502456 5.376683873429322),52.1530837700486,5.37668404128504,1,0

Zoutkisten.31106,2023-02-03,POINT (52.14863050903324 5.383315907728399),52.1486269813923,5.38331610765801,2,0

Zoutkisten.31107,2023-02-03,POINT (52.158811900772605 5.38524446907124),52.158808342077,5.38524452597241,3,0

Zoutkisten.31108,2023-02-03,POINT (52.157949345693154 5.386349193293842),52.157945796261,5.38634925692152,4,0

Zoutkisten.31109,2023-02-03,POINT (52.15635948242141 5.390518972721029),52.1563559609743,5.39051904000304,5,0

Zoutkisten.31110,2023-02-03,POINT (52.15763917017353 5.387539737630489),52.1576356281017,5.38753980028948,6,0

Zoutkisten.31111,2023-02-03,POINT (52.159539692323456 5.385575562906339),52.159536132162,5.38557560864297,7,0

Zoutkisten.31112,2023-02-03,POINT (52.152060328718626 5.3805132575289845),52.1520567740743,5.38051342330128,8,0

Zoutkisten.31113,2023-02-03,POINT (52.1552560149426 5.387218222306171),52.1552524811381,5.38721831838626,9,0

Zoutkisten.31114,2023-02-03,POINT (52.15771831664067 5.3968522286632545),52.1577148225884,5.39685225014649,10,0

Zoutkisten.31115,2023-02-03,POINT (52.18619071168357 5.384876123578782),52.1861870124821,5.38487581734677,11,0

Zoutkisten.31116,2023-02-03,POINT (52.154967457395905 5.379497235658325),52.1549638861424,5.37949736767971,12,0

Zoutkisten.31117,2023-02-03,POINT (52.15319783778278 5.370970848788274),52.1531942324774,5.37097103838451,13,0

Zoutkisten.31118,2023-02-03,POINT (52.181365286503976 5.407638526691728),52.181361735013,5.40763815623833,14,0

Zoutkisten.31119,2023-02-03,POINT (52.18434819041307 5.400074458278366),52.1843445808969,5.40007408819989,15,0

Zoutkisten.31120,2023-02-03,POINT (52.14462200151381 5.368192120409601),52.1446184151164,5.36819242726745,16,0

Zoutkisten.31121,2023-02-03,POINT (52.18221059379767 5.392041782037482),52.1822069540271,5.39204148804362,17,0

Zoutkisten.31122,2023-02-03,POINT (52.138133278216785 5.364971294550165),52.1381296983056,5.36497169188457,18,0

Zoutkisten.31123,2023-02-03,POINT (52.149777797134135 5.37844846866079),52.1497742411044,5.37844867220979,19,0

Zoutkisten.31124,2023-02-03,POINT (52.14715448063607 5.378850469972402),52.1471509362946,5.37885070597707,20,0

Zoutkisten.31125,2023-02-03,POINT (52.145038992255756 5.359634073646178),52.1450353651578,5.35963440610076,21,0

Zoutkisten.31126,2023-02-03,POINT (52.14415882399116 5.360109801263549),52.144155202102,5.36011014248153,22,0

Zoutkisten.31127,2023-02-03,POINT (52.144217988402424 5.385399667793496),52.1442144870649,5.38539991865097,23,0

Zoutkisten.31128,2023-02-03,POINT (52.18723055106254 5.389282775757457),52.1872268681622,5.38928242930396,24,0

Zoutkisten.31129,2023-02-03,POINT (52.1895690976924 5.394991545668251),52.1895654304884,5.39499113254975,25,0

Zoutkisten.31130,2023-02-03,POINT (52.192284750680905 5.391201353792331),52.1922810471353,5.39120092665511,26,0

Zoutkisten.31131,2023-02-03,POINT (52.15085953200892 5.409116748103543),52.1508561321346,5.40911681748914,27,0

Zoutkisten.31132,2023-02-03,POINT (52.191583357333215 5.394036905125305),52.1915796728637,5.39403646993525,28,0

Zoutkisten.31133,2023-02-03,POINT (52.14584768761914 5.3790470627581835),52.1458441489381,5.37904731498661,29,0

Zoutkisten.31134,2023-02-03,POINT (52.147759732472466 5.369939783130489),52.1477561430609,5.36994004466516,30,0

