VERSIE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,OFFSET_VLAKPUNT,OFFSET_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,BEHEERDER,FYSIEK_VOORKOMEN,OPPERVLAKTE,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,OBJECTID
03,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,18.152198,"18,152198",-48.043703,"-48,043703",Noord-Oost,NO,28,Maas en Waal,BAAN,Gelre,ProRail,gesloten verharding,50.005263,187266.685588,427374.919,51.83403449,5.85533917,BAAN,Noord-Oost,NO,Prorail,L0004,bestaand,,283,7f525c8accf5462ba3bd45bd66dd8be0,0,gerealiseerd,2015/03/11 15:01:32+00,1
03,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,18.152101,"18,152101",-55.099616,"-55,099616",Noord-Oost,NO,28,Maas en Waal,BAAN,Gelre,ProRail,gesloten verharding,51.033843,187261.687092,427369.938,51.83399001,5.85526619,BAAN,Noord-Oost,NO,Prorail,L0004,bestaand,,283,0bac33eb81014766874aae21007e2312,0,gerealiseerd,2015/03/11 15:01:32+00,2
03,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.826482,"35,826482",83.451331,"83,451331",Randstad Zuid,RZ,99,Kijfhoek,BAAN,Zee-Zevenaar,ProRail,gesloten verharding,74.714335,99964.592142,427820.4695,51.83625834,4.58868185,BAAN,Randstad Zuid,RZ,Prorail,L0004,bestaand,,283,49b6b3401e2645bc9c6122d7c3063673,0,gerealiseerd,2021/12/23 10:46:21+00,3
03,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.575306,"25,575306",-30.844023,"-30,844023",Noord-Oost,NO,36,Friesland,BAAN,Wadden,ProRail,gesloten verharding,50.357459,181430.710961,578741.752,53.19467809,5.78267485,BAAN,Noord-Oost,NO,Prorail,L0004,bestaand,,283,a89aeb1ed83d4aa585599a4b046cc740,0,gerealiseerd,2020/11/13 13:34:17+00,4
03,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,50.451827,"50,451827",-60.170439,"-60,170439",Zuid,Z,24,Eindhoven,BAAN,De Peel,ProRail,gesloten verharding,126.19786,162541.221523,383942.065,51.44452075,5.49567455,BAAN,Zuid,Z,Prorail,L0004,bestaand,,283,2e5efd8a356d472b945ee0347876f608,0,gerealiseerd,2020/09/11 14:46:49+00,5
03,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.914166,"22,914166",91.658276,"91,658276",Zuid,Z,19,Roosendaal,BAAN,Zeeland,ProRail,gesloten verharding,67.077686,90576.010882,395136.131,51.54150143,4.45852606,BAAN,Zuid,Z,Prorail,L0004,bestaand,,283,39cb7505392e4a22a57931f5d7e8316d,0,gerealiseerd,2015/06/29 11:15:05+00,6
03,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,2.852967,"2,852967",26.059249,"26,059249",Randstad Zuid,RZ,71,A15trace,BAAN,Zee-Zevenaar,ProRail,gesloten verharding,19.278254,184336.362754,434198.8325,51.89553053,5.8134068,BAAN,Randstad Zuid,RZ,Prorail,L0004,bestaand,,283,ac11c594918b45c7a1b5364a1c694af9,0,gerealiseerd,2022/07/12 16:02:07+00,7
03,607,b,607,607_b,Winterswijk,Zp-Ww,Zutphen - Winterswijk ,44.102184,"44,102184",-10.480917,"-10,480917",Noord-Oost,NO,30,Achterhoek,BAAN,Gelre,ProRail,gesloten verharding,64.9563,246599.479,442572.711435,51.964016,6.72005446,BAAN,Noord-Oost,NO,Prorail,L0004,bestaand,,283,989dbc7137af41fc80754e5e45b7dc68,0,gerealiseerd,2015/01/15 14:02:11+00,8
03,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.214064,"3,214064",-26.935589,"-26,935589",Noord-Oost,NO,34,Overijssel,BAAN,Drenthe,ProRail,gesloten verharding,53.191115,203130.290564,501932.848,52.50296741,6.09605138,BAAN,Noord-Oost,NO,Prorail,L0004,bestaand,,283,7321feec7f264d22a75c9eb288bc5d71,0,gerealiseerd,2022/04/07 14:26:20+00,9
03,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,200.403971,"200,403971",-26.271192,"-26,271192",Zuid,Z,18,Goes,BAAN,Zeeland,ProRail,gesloten verharding,56.681441,40320.3865,386505.720938,51.45595068,3.73712807,BAAN,Zuid,Z,Prorail,L0004,bestaand,,283,b001f0eb2d7f4e20a19b76fd73160b51,0,gerealiseerd,2015/07/10 11:24:46+00,10
