FID,PEILBUIS_ID,LOCATIE,LATITUDE,LONGITUDE,ACTIEF
Peilbuizen.24701,32C02BC8-A75D-4B1C-AFF3-3DB4C9C3E535,Fuchsiastraat 66 in verlengde van poort,52.15983545,5.36443746,1

Peilbuizen.24702,846BE754-0AE2-41D7-8242-54F481C381EE,Poort Spaarnestraat 167-169,52.16231588,5.36329625,1

Peilbuizen.24703,BDAE1DB9-D3B5-47B8-909A-9B5EA3FCE385,Seringstraat t/o nr 56,52.1599957,5.3575103,1

Peilbuizen.24704,B5B51AE6-A664-4B3E-B78C-AC7B3E1C2C81,De Arnhemse Poortwal voor nr 45,52.15371686,5.38668009,0

Peilbuizen.24705,FD672DB0-86F2-4C27-B8F8-BE5F3DD29F78,Rondweg Noord N-zijde 25 m O v. voetpad Lancering,52.19500705,5.39052629,1

Peilbuizen.24706,BAD2FD11-55CB-4D87-8268-8C4EBDAF3FE2,Rooke-erf voor nr 10,52.1933165,5.372552,1

Peilbuizen.24707,BB103B56-B041-4787-81E3-FAA95EC117FF,De Brand langs de weg voor ingang nr 5,52.18846217,5.40756207,1

Peilbuizen.24708,FF5C025B-C3FF-46B5-9285-2916C1139DFC,Beeldschermweg voor nr 5,52.17864524,5.41768936,1

Peilbuizen.24709,2782C608-69B6-42A6-96E7-794DC0C589F7,Cobolweg - Basicweg voor nr 21,52.17389061,5.41790537,1

Peilbuizen.24710,25B00EDD-60E2-43D1-9298-2C6410EF0C59,Cobolweg voor nr 3,52.1757152,5.41771659,0

Peilbuizen.24711,13F7ED32-BE4B-4CE6-95F4-7AB2CDA936CF,Snouckaertlaan voor nr 70,52.15402229,5.38096674,1

Peilbuizen.24712,8E58CCE3-1A80-4994-AB05-52E4781849CF,Koppelweg bij inrit naar Koppelweg nr. 116,52.16243489,5.37981102,0

Peilbuizen.24713,CE9C15B2-B8B2-423B-ADAC-801AD1763BE4,Eggerspad naast nr 1,52.16185089,5.38564238,1

Peilbuizen.24714,CC995B7C-5B58-4BC5-B592-647A6A7CA5E4,Korvetweg naast Kwekersweg nr 52,52.16413355,5.37909459,1

Peilbuizen.24715,DAB37659-177B-4F3F-8692-EA0F58E14BE8,Amsterdamseweg Tunnel,52.15723104,5.38238379,0

Peilbuizen.24716,942E8617-E953-46BB-A553-0787D2EC257D,Amersfoort,52.1668456,5.41161547,0

Peilbuizen.24717,F0090B5F-9549-4D64-98ED-D811649F1D9F,Parelhoenstraat,52.16819588,5.39743793,0

Peilbuizen.24718,357219E9-8420-4B77-BA62-0976AE85C0AB,Parelhoenstraat,52.16918445,5.39846136,0

Peilbuizen.24719,AFB46361-C208-4D37-9370-4129833C348F,Argonweg X Nijverheidsweg,52.17096672,5.35808257,1

Peilbuizen.24720,2C89DC09-FC9B-4644-AEA1-6A16BE3A9EE4,Wielewaalstraat X Merelstraat,52.16603772,5.40606092,0

Peilbuizen.24721,77F1C57F-B195-422B-96B5-B55443B0DDD2,J. van der Heydenstraat X Stephensonstraat t/o nr 87,52.13956984,5.38307218,0

Peilbuizen.24722,CD7D4A8D-D2A6-4D10-85A9-5A9216B753F5,Arnhemseweg X Bosweg,52.14187063,5.39357524,1

Peilbuizen.24723,D7F9AC43-E648-45F0-8734-F6351B029756,Lageweg X Wiekslag,52.16190233,5.41132045,0

Peilbuizen.24724,C3885573-6AAA-4A29-A963-C4001B5019B6,Trekvogelweg X Ganzenstraat,52.16468829,5.41263738,0

Peilbuizen.24725,4B2CB8CF-F61B-4069-B7FB-8D593A976DA7,Schuilenburg,52.15588085,5.40927139,0

Peilbuizen.24726,8462E506-2A89-4410-BF1C-0F630EC8130F,Schuilenburg,52.15381352,5.40985485,0

Peilbuizen.24727,D6197A78-0FB7-4278-9773-1739DF637B23,Schuilenburg,52.15650869,5.41540915,0

Peilbuizen.24728,AEB1A263-123E-40E4-88AA-70B957ABB9DE,Schanssteeg,52.15695926,5.41000258,0

Peilbuizen.24729,001D1FD2-4ED4-429A-AFEA-7C9058BA5033,Schanssteeg,52.1549816,5.41160894,0

Peilbuizen.24730,D14C8A0D-906A-4FC6-B178-BC6B77A1CF0A,Patrijzenhof,52.17071229,5.39948498,0

Peilbuizen.24731,EEF2CBBE-2E42-4842-B027-9948184F0FFD,Randenbroekerweg X Hogeweg,52.15714025,5.40240383,0

Peilbuizen.24732,8D9F7BC3-E6C8-4427-B49F-942A41E15059,Hamseweg 44 (in tuin particulier),52.17857676,5.37551007,1

Peilbuizen.24733,47BF077B-3729-4BCE-843C-FB033827A68B,Van Tuylstraat bij cafe,52.18751164,5.43206998,0

Peilbuizen.24734,60A004C6-4CEF-4D0B-8502-F247F4E5BDDF,Viaduct Heideweg kant H.L.,52.18745511,5.40984281,0

Peilbuizen.24735,897F3A18-A456-4C65-8AA9-1C197DF89E35,Viaduct Heideweg kant Hooglanderveen,52.18756289,5.41022307,0

Peilbuizen.24736,DECE32F1-035B-4F78-BF1D-13C7818E048A,Molenweg (oud),52.18225329,5.38317073,0

Peilbuizen.24737,42A1023A-573F-403D-9C31-66669269A03F,Reiniersteeg,52.19520469,5.39277865,0

Peilbuizen.24738,307B76F6-D54A-4BB7-BE7D-03A17ADB5CC9,Nieuwlandseweg,52.20004879,5.37639678,0

Peilbuizen.24739,0E8F96FA-DA76-4CB2-8E2A-C9E168853292,Engweg naast Seringpad nr 8,52.18801449,5.38280465,1

Peilbuizen.24740,AFAACCFE-1DFD-4EA1-89C7-E129FB0DC92D,Engweg voor nr 6,52.18932672,5.38299463,1

Peilbuizen.24741,E87C266A-9526-4031-995D-A52CAFCE2D04,Esdoornlaan voor nr 28,52.18645037,5.37844721,1

Peilbuizen.24742,F668F74F-A0EF-419B-B1E5-2A18221D7DB3,Fluitekamp naast nr 95,52.18895719,5.37094482,1

Peilbuizen.24743,17C13052-7CBA-4F01-B617-7B2D05ABC82A,Hamseweg voor nr 4,52.18120092,5.37281912,0

Peilbuizen.24744,AFEA6C93-1AE0-44BF-8AD7-3FC899317773,Oude Kerklaan voor nr 15,52.19153775,5.38362328,1

Peilbuizen.24745,5457F472-4925-4FF0-A657-961722761581,Zevenhuizerstraat voor nr 116,52.18956026,5.38005523,1

Peilbuizen.24746,EB304B63-45E3-455E-8D27-6DF38A29CBB7,Zevenhuizerstraat voor nr 132,52.19197804,5.38093232,1

Peilbuizen.24747,01FC6A8A-EBF3-4AE4-8FFA-157D7D6DDBD6,Zevenhuizerstraat voor nr 64,52.18658499,5.3761514,1

Peilbuizen.24748,ECFA687C-BC31-45A8-A826-6738CC24A759,Zevenhuizerstraat tussen nr 84-86 (diep),52.18793333,5.37808134,0

Peilbuizen.24749,85C71E6D-34DF-4F32-9981-2531049716BD,Hoek Brink - van Tuyllstraat in struiken,52.18745764,5.43226003,0

Peilbuizen.24750,707D7BC7-D76D-4357-BFE6-77F15CB76E3B,De Hofstede voor nr 10,52.18908434,5.43252491,1

Peilbuizen.24751,FF2F313E-D29A-4222-BDC6-C0980969E2CD,Eindweg voor nr 1,52.1865576,5.43541764,1

Peilbuizen.24752,C5409B6E-38F7-4F5E-9AA9-7475B2C3CC97,Johannes Marie Goeslaan voor nr 3,52.18624588,5.42788661,1

Peilbuizen.24753,CDA1C2A7-A632-444E-A919-BC6F2535171F,Van Beeklaan voor nr 67,52.18598381,5.43180523,1

Peilbuizen.24754,2FC76606-BB88-43D9-9662-F26E477120AE,Textielweg voor nr 5,52.16418667,5.37111453,0

Peilbuizen.24755,D1BEDCF2-E5E2-42F5-A480-042760AEED2A,Vanadiumweg naast Neonweg 27,52.17215508,5.35298526,0

Peilbuizen.24756,00A36445-3FDE-4F0E-851D-E4CBB8D972F8,Assoer voor nr 5,52.18938967,5.38960455,1

Peilbuizen.24757,FDD9D6EF-4BD6-42A7-87C1-1215D5BA58DD,Bovist nr 2,52.18636974,5.39051099,1

Peilbuizen.24758,AD9543E5-9589-431B-BADC-55343E691C9A,Jeneverbes voor nr 23,52.18738541,5.38631425,1

Peilbuizen.24759,31A508A5-59E7-4278-ADB0-462CEEE15649,Hoek Laan der Winden- Gesloten Stad,52.18765494,5.39211964,1

Peilbuizen.24760,793F5D01-D37A-40BD-930A-9182D393C406,"Rustenburg, bij Bergstijnhof",52.17151916,5.412232,0

Peilbuizen.24761,461AD922-48A4-4356-9150-4B21376698D1,"Rustenburg, bij vijver t/o Scholeksterstraat",52.16669275,5.41187848,0

Peilbuizen.24762,D95997DF-8BB5-47F6-BDDF-8DA34A8D9342,Spreeuwenstraat voor nr 32,52.16103017,5.41289834,1

Peilbuizen.24763,43944016-C279-4EF6-8F04-8F470E3F5EE6,Zangvogelweg schuin t/o 63,52.16310763,5.40627889,1

Peilbuizen.24764,B1064984-A50C-440F-9E9C-ED6D1ACBFFB5,Geelgorsstraat hoek Vinkenbaan,52.16588529,5.40360536,1

Peilbuizen.24765,52D15824-F0FE-4427-B6D2-AA4C23E096B3,Liendertsedreef,52.16688347,5.3993816,1

Peilbuizen.24766,6999AB84-E5F2-4C19-A15F-89938BD5A148,Vinkenbaan in parkeerplaats,52.16733217,5.40478983,1

Peilbuizen.24767,7583C683-E645-4C08-8C61-0E8D8FBCADCB,Liendertseweg X Korhoenstraat,52.16750341,5.40135501,0

Peilbuizen.24768,08083795-E4FE-482B-AB4B-AC16C2396E12,Kemphaanpad,52.16918361,5.40518523,0

Peilbuizen.24769,FFF67D95-B3C1-4F01-BBD1-3CA90DFC309D,Liendertseweg,52.16418724,5.39799239,1

Peilbuizen.24770,2D7B2E08-32C0-45A4-8CF7-9EA085A1C0CC,Op terrein school in knik Willem Barendzstraat,52.16296465,5.40034511,0

Peilbuizen.24771,C0242DC7-2ECA-4332-8437-D0EADAB244B7,School Banckaertstraat,52.16280337,5.39467444,0

Peilbuizen.24772,49EFFB4A-7405-4442-A016-85E6C188E147,Nanssenstraat,52.15811973,5.40388013,1

Peilbuizen.24773,8BAFF907-9E77-4416-8AFF-188BBE0EE9F7,Ariaweg: asfaltpad langs speeltuintje,52.15884564,5.41497222,1

Peilbuizen.24774,165D8F48-9C0D-48D1-AB7F-3B9F2A556BD8,plantsoen Ariaplein (achter plein bij dikste boom),52.15611282,5.41700169,1

Peilbuizen.24775,31639B70-514C-4B1B-A37C-E21CC377D623,Operaweg t/o 87 (bij 3e boom voetpad),52.15642821,5.41364093,1

Peilbuizen.24776,931783D5-7BBE-4C54-AF04-66CBA43F276E,Weberstraat plantsoen X Ringweg Randenbroek,52.15080296,5.40776392,1

Peilbuizen.24777,FC67C73F-F05D-4554-87C3-83D0D8022E26,Heiligenbergerweg X Ringweg Randenbroek,52.148449,5.40207941,0

Peilbuizen.24778,4CABF502-4485-4417-83D3-E0E0E7A84DC0,Rubensstraat X Bosboomstraat (ijsbaan),52.14800028,5.39518326,1

Peilbuizen.24779,A34BC2EF-999B-4EF9-853A-787CEE46243E,Lange Beekstraat 1-3,52.15058008,5.38565735,1

Peilbuizen.24780,B318A99D-4C46-4EB3-BF3F-80CFFFEFB3A6,Kleine Haag X Ringweg,52.15300675,5.39115131,0

Peilbuizen.24781,DE11D866-873C-4EB9-BD28-3AFD5F832A94,Soesterwg/ Plataanwg in groenstrk a Goudenregenstr,52.15968851,5.35169413,0

Peilbuizen.24782,E07FC730-0DB0-458E-ABD7-603218FAFF10,Chromiumweg achter Nissan garage Koops,52.16552462,5.36361609,1

Peilbuizen.24783,697F66A6-E90D-4FA5-9043-D92CA5EAD5F3,Berkenweg X Utrechtseweg,52.15065178,5.37995904,0

Peilbuizen.24784,54DA3E54-27A2-4C22-8970-A2277601AB5E,Station Pr. Marielaan/Pr. Hendriklaan nr 23,52.15208029,5.37354436,1

Peilbuizen.24785,94233D29-B493-4484-973F-2B479BE6E887,vml Lyceum Barchman Wuytierlaan (Gr v Prinsterenl),52.15180018,5.36395935,0

Peilbuizen.24786,7EAB5CCE-1463-4DCF-8907-FCA323162F96,Fazantenlaan,52.17134993,5.40356353,1

Peilbuizen.24787,FDE67898-3DEF-4508-A088-DEE18E02015C,Amsterdamseweg hoek Middelhoefseweg,52.16049489,5.34405023,1

Peilbuizen.24788,7DCDE86F-EE3B-4461-8662-3EF5809712F8,Soesterweg hoek Hulstweg,52.1583154,5.35930888,1

Peilbuizen.24789,D9207C95-9645-43B6-A99B-56F87AF7A135,Soesterweg hoek Hulstweg,52.15830641,5.35929427,0

Peilbuizen.24790,37C74C22-67AA-4962-B61C-AB234AFB247D,Parkje achter gemeentehuis (Smallepad),52.15760859,5.38447345,0

Peilbuizen.24791,7BA293ED-2BF8-48DB-BDE9-4981D5F529E8,Witte de Withstraat,52.16564348,5.39553726,1

Peilbuizen.24792,D39D1EB4-E345-4729-B23D-21A8B004E4EA,Crijnssenstraat,52.16416962,5.3930962,0

Peilbuizen.24793,8B8E2DC2-2D79-49CA-B72C-8F8AE76ADC74,De Wieken (noordelijk van A1 bij Hoevelaken),52.17277938,5.43502262,0

Peilbuizen.24794,88CDC200-193D-4044-AB14-B0847060F837,De Wieken (zuidoostelijk knooppunt Hoevelaken A28),52.1732309,5.42949734,1

Peilbuizen.24795,FC489F5E-6F76-4654-9398-A8787AA30D29,De Wieken (Oude Lageweg t. nrd spoor v Duinkerken),52.16943768,5.43042923,1

Peilbuizen.24796,8A3460B9-D689-40A7-A4FC-6697A33DD6F1,De Wieken (Oude Lageweg t. zuiden spoorbaan),52.16784819,5.42653965,0

Peilbuizen.24797,F2618330-A58B-49AD-AF11-B98ED046A913,Vermeerstraat 125,52.14641858,5.3920419,1

Peilbuizen.24798,CAF68545-A3EF-4D03-A515-23D3687E9E15,Pothstraat 14,52.1583544,5.39407452,0

Peilbuizen.24799,31B70EE2-000F-47EA-85D7-DAFBE7FCA08F,Elkerlijkpad naast Egidiushof 12,52.16822313,5.38059939,0

Peilbuizen.24800,04405989-BF16-4035-B337-A561B1078875,Beatrijspad voor perceel 5,52.16851982,5.38254339,0

Peilbuizen.24801,C6AF66F7-132C-492A-A07A-B7BF9C85F90A,Klarissenpad rechts voor perceel 16,52.16765671,5.37783693,0

Peilbuizen.24802,524BFF61-FAAB-486E-B982-D0A5CF1203AA,Balladelaan voor perceel 25,52.16768377,5.3792255,0

Peilbuizen.24803,C00B18DF-EFE4-4575-99E0-3D058EAFCAB3,Mellemastraat voor perceel 7,52.16805706,5.41949456,0

Peilbuizen.24804,2E64ED9A-DFFF-4872-AF24-79DE9602E93B,Mulderstraat voor perceel 8,52.16734695,5.41974253,0

Peilbuizen.24805,B76D5096-D3F7-402C-811B-330B4DAD8E1C,Rustenbergerweg voor perceel 37,52.16660087,5.42003431,0

Peilbuizen.24806,FB486ACC-2EA1-463C-B0EE-F8AA7A9B987C,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14870962,5.40225483,0

Peilbuizen.24807,2FF8ACB0-A624-415D-9C0A-57D47900EC51,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14876354,5.40235712,0

Peilbuizen.24808,E85F7665-8715-4E39-A6C9-68157D782F5D,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14876354,5.40235712,0

Peilbuizen.24809,6B461737-1045-47DB-AF4F-037625A00447,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14876354,5.40235712,0

Peilbuizen.24810,F97D482B-0F69-4D63-A712-FE4B0AADEF0C,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14891624,5.40307308,0

Peilbuizen.24811,A3BBE2A2-B632-4A41-A555-D3A8F585B005,plantsoen Ringweg Randenbroek X Heiligenbergerweg,52.14910491,5.40361374,0

Peilbuizen.24812,D0FD9EFB-4FB0-4411-B68B-E368E4B9288A,Ringweg Randenbroek X Wagnerstraat,52.15028189,5.40641947,0

Peilbuizen.24813,0E70C2FB-3FC8-47A1-ACA6-A632C26C4634,F. van Blankenheijmstr. X H. van Viandenstr,52.15216188,5.39134119,1

Peilbuizen.24814,4A4959E4-71F3-45F9-AFE3-63C0D88FA76E,Dupontplein rand grasveld-bestrating rotonde (1),52.14663418,5.39429182,1

Peilbuizen.24815,61AB5822-D94B-467E-9BC3-246C75BB47AE,St. Radboudstraat 24-26,52.1522785,5.39549088,1

Peilbuizen.24816,E438C033-E694-436A-839A-517BC297C424,Manonstraat naast 12 (hoek Mignonpad in groenstrk),52.15426224,5.4131136,1

Peilbuizen.24817,1BE290AE-6D4A-4FBC-89BB-C488EBC140CB,Melisandeplts X Peleaspad (ing. Julietstr t/o flat,52.15492795,5.41020611,1

Peilbuizen.24818,090A6EEC-D66E-42F8-ABAF-D4EAA5FC225D,Romeostraat X Leonorestraat (in bossage l voetpad),52.15699525,5.40976879,1

Peilbuizen.24819,6A0C4EB3-BC56-4CC3-B823-C1BEF7C5A6FC,Zwaluwenstr (tussen Ekster- en Spechtstr),52.15989862,5.40829425,1

Peilbuizen.24820,8FD99543-2392-4107-B927-A27553305462,Rozemarijnsteeg t/o 9-11 tussen tuinmuur en boom,52.15444484,5.39004091,0

Peilbuizen.24821,45C9A001-6B46-447D-9017-AB48850F5150,Muurhuizen bij loods naast 100a-100b,52.15720407,5.39166316,0

Peilbuizen.24822,033DAB15-059D-46AC-A7D7-5F41C67021B7,Knik Den Wijnbergh in groenstr. naast Monuta,52.14446785,5.39744701,1

Peilbuizen.24823,801E121F-E115-4EA7-B79E-72FE31E91D27,Elisabethziekenhuis (helicopter landingsplaats),52.14450331,5.40203426,0

Peilbuizen.24824,3DC2A384-43FB-4B9C-BD16-55B124C2905D,Elisabethziekenhuis in gazon t/ hoofdingang,52.14688518,5.40147988,1

Peilbuizen.24825,13CD95D9-ACE7-415C-9B2E-7E351A421E34,Haydnstraat (flat Berliozstraat 1A-7E),52.14678569,5.405892,1

Peilbuizen.24826,C5CF3997-CF9D-446D-8E97-DDC459FE63EC,Verdiweg /zigeunerkamp in rand bos,52.1484206,5.41080176,1

Peilbuizen.24827,EC539AC4-A965-46BB-8F3C-73AE0A25BB41,Albert Cuypstraat t/o 29 (hoek Hobbemastraat),52.14833307,5.39005511,1

Peilbuizen.24828,BE04AA6E-0576-47E9-9B41-CCA658D12090,Heiligenbergerwg tussen trafo en flat Beethovenwg,52.15184666,5.4000934,1

Peilbuizen.24829,C719E063-956F-4950-879C-DD2575AE4426,Memlingstraat t/o nr 1/3 naast pad naar nr 4,52.14950141,5.39258284,1

Peilbuizen.24830,A834F3A8-00CA-49AB-B7CC-D53C51FC5AB8,Fr. v Blankenheimstr. bij boom in pleintje t/o 35,52.15162266,5.38922249,1

Peilbuizen.24831,ADDCBC05-E5F1-4E7F-B523-837B0B0F19B2,Schumannstraat in bocht t/o 35 (groenstrk voor 10),52.1540119,5.40626036,1

Peilbuizen.24832,392CE860-2DE4-4611-85BE-ED9E2465EB32,Parkje achter gemeentehuis (Smallepad),52.15760859,5.38447345,0

Peilbuizen.24833,70495680-2848-431F-9E8D-17B5424D0ECB,St. Radboudstraat 24-26,52.1522785,5.39549088,1

Peilbuizen.24834,FFF0095C-7D82-4A64-9650-C32ABA6DC92A,Zwaluwenstr (tussen Ekster- en Spechtstr),52.15989862,5.40829425,1

Peilbuizen.24835,FB3F088A-423F-4185-A3B1-2690A2021301,Rozemarijnsteeg t/o 9-11 tussen tuinmuur en boom,52.15444484,5.39004091,1

Peilbuizen.24836,DD05D6CB-5490-4E4D-B43C-7012131DC64B,Muurhuizen bij loods naast 100a-100b,52.15720407,5.39166316,1

Peilbuizen.24837,7439D0F5-C076-4893-A767-EFCA04099E7B,Knik Den Wijnbergh in groenstr. naast Monuta,52.14446785,5.39744701,1

Peilbuizen.24838,57F6D9A3-3C55-4661-97B8-320194AFBFE4,Elisabethziekenhuis in gazon t/o hoofdingang,52.14687619,5.40147988,1

Peilbuizen.24839,E1BCE4F5-EF86-47A7-B8BD-2456470D2A81,Verdistraat voor toegang woonwagenkamp in rand bos,52.1484206,5.41080176,1

Peilbuizen.24840,A8160C25-A34E-49EB-BBA1-92594C4DA067,Memlingstraat t/o 1/3 naast pad naar nr 4,52.14950141,5.39258284,1

Peilbuizen.24912,CC3D13E6-4852-4B64-A23F-702E6226050F,Achterkant toegangspad Meerval 41-75,52.20353492,5.36750189,0

Peilbuizen.24913,41FBFC45-2228-4DFA-8982-BECE657F4C29,In toegang achterzijde Karper 38-76,52.2060249,5.36975369,1

Peilbuizen.24914,AB4084CE-1A96-4C64-8583-98F909FB12A1,Hoek Boreelstraat-Heiligenbergerweg voor nr 31-33,52.15421975,5.39720088,1

Peilbuizen.24915,0193288A-0FE3-49B4-8F21-95C62AD1A0AA,Randenbroekerweg voor nr 98,52.15137877,5.40412598,1

Peilbuizen.24916,1753776D-0CDA-49BD-A689-67B8640B7FDF,Wagnerstraat voor nr 51,52.14856501,5.40755834,0

Peilbuizen.24917,5D6741F6-6E21-4181-BE51-A785F9FB3906,Bevrijdingsweg voor nr 18,52.16272814,5.41607078,0

Peilbuizen.24918,5FFDA7F6-8803-4D80-9BBB-4680EE254ED6,Bunnikpad in poort naast nr 20,52.17039535,5.41372235,1

Peilbuizen.24919,D27558D4-13DD-476E-B8B3-F728BAB5E05E,Amelisweerd voor nr 30,52.17457771,5.38501337,0

Peilbuizen.24920,4AD51441-5A36-4B94-A713-FA35B6D51B8F,Erasmusstraat tussen nr 19-21,52.17752411,5.40665061,1

Peilbuizen.24921,F478EAA6-1705-4170-9628-D70B5AF7A19F,Eva Bonheurstraat voor nr 2,52.17188121,5.38094969,1

Peilbuizen.24922,2B6F0BD1-3CED-4281-99C2-8BCE5C46CE01,Leeuwendalersplein voor nr 23,52.17363352,5.39765848,1

Peilbuizen.24923,8832D8A7-BAAD-417C-B5EA-24D8F9299EE4,Queekhoven tussen Slangevecht nr 18-33,52.17612315,5.39774679,1

Peilbuizen.24924,BF4313A9-0792-4119-B886-236371BCA2BD,Wielandstraat voor garage 9/1-4,52.17004747,5.39637129,1

Peilbuizen.24925,4B0C3B65-DCBB-4B99-A7CE-F239B3E941A7,Zwartesteeg achter Overtoom 54,52.17550332,5.3930685,1

Peilbuizen.24926,5DC71C8F-5CD1-4527-A7C3-39999D2E2B98,Verdiweg naast Nabuccostraat nr 2,52.15010096,5.41258518,1

Peilbuizen.24927,A774806E-0B34-4639-A99E-A7D1CD1BE26D,Verdiweg tussen nr 5 en 12,52.15271606,5.41426702,1

