Verkiezing,Gemeente_naam,Stembureau_naam,Stembureau_nummer,Partij,Partij_lijstnummer,Naam_kandidaat,Kandidaat_volgnummer_partij,Aantal_stemmen,Stembureau_woonplaats,Stembureau_wijknaam,Stembureau_buurtnaam,Stembureau_huisnummer,Stembureau_huisletter,Stembureau_huisnummertoevoeging,Stembureau_postcode,Stembureau_latitude,Stembureau_longitude,Stembureau_X,Stembureau_Y,Stembureau_BAG_referentie_nummer
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Nederend, R. (Rick) (m)",1,121,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Wisseborn, A.L. (Arjan) (m)",2,9,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"de Vries, B.M. (Babet) (v)",3,72,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"van Vrouwerf, J. (Jeffrey) (m)",4,0,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"van Schaik, B.A. (Bas) (m)",5,6,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"van Luipen, M.V. (Mishael) (m)",6,1,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Haan, P. (Peter) (m)",7,1,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Beekman, J.A. (Rianne) (v)",8,3,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Brussaard, P. (Paul) (m)",9,2,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
"GR2022","Stichtse Vecht","Gemeentekantoor",1,"VVD",1,"Petter, H. (Herman) (m)",10,1,"Maarssen","Maarssen","Omgeving Goudestein",1,"","","3601GR",52.144571860740818,5.032985240331235,130753.674,461879.71899999998,"0333200000018209"
