FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,se_anno_cad_data,gdb_geomattr_data,shape
nwb_wegen_hectopunten_2010.1,151,20,214349002,2000-07-01T00:00:00, ,y,,,POINT (107170.5850000009 474769.9759999998)
nwb_wegen_hectopunten_2010.2,150,125,214349002,2000-07-01T00:00:00, ,y,,,POINT (107251.45899999887 474826.31500000134)
nwb_wegen_hectopunten_2010.3,149,235,214349002,2000-07-01T00:00:00, ,y,,,POINT (107301.93200000003 474916.65300000086)
nwb_wegen_hectopunten_2010.4,149,39,214350002,2000-07-01T00:00:00, ,p,,,POINT (107159.03000000119 475048.9310000017)
nwb_wegen_hectopunten_2010.5,148,148,214350002,2000-07-01T00:00:00, ,p,,,POINT (107247.98099999875 475098.7569999993)
nwb_wegen_hectopunten_2010.6,306,82,216300053,2000-11-01T00:00:00, ,x,,,POINT (108372.3209999986 450459.3209999986)
nwb_wegen_hectopunten_2010.7,305,2,216300053,2000-11-01T00:00:00, ,x,,,POINT (108314.98600000143 450403.98800000176)
nwb_wegen_hectopunten_2010.8,140,5,184336004,2000-11-01T00:00:00, ,n,,,POINT (92342.9299999997 468170.368999999)
nwb_wegen_hectopunten_2010.9,681,117,398546015,2000-08-01T00:00:00, ,y,,,POINT (199142.92300000042 573231.4710000008)
nwb_wegen_hectopunten_2010.10,680,14,398546015,2000-08-01T00:00:00, ,y,,,POINT (199043.21700000018 573234.3520000018)
nwb_wegen_hectopunten_2010.11,208,70,117214030,2001-02-01T00:00:00,Li, ,,,POINT (59055.85300000012 407255.2490000017)
nwb_wegen_hectopunten_2010.12,1017,158,291350003,2001-01-01T00:00:00, ,q,,,POINT (145867.47899999842 475173.4789999984)
nwb_wegen_hectopunten_2010.13,1016,59,291350003,2001-01-01T00:00:00, ,q,,,POINT (145828.31700000167 475082.4620000012)
nwb_wegen_hectopunten_2010.14,1186,86,385232011,2001-03-01T00:00:00, , ,,,POINT (192838 416115)
nwb_wegen_hectopunten_2010.15,1185,185,385232011,2001-03-01T00:00:00, , ,,,POINT (192905 416043)
nwb_wegen_hectopunten_2010.16,1184,283,385232011,2001-03-01T00:00:00, , ,,,POINT (192973 415972)
nwb_wegen_hectopunten_2010.17,1183,380,385232011,2001-03-01T00:00:00, , ,,,POINT (193039 415901)
nwb_wegen_hectopunten_2010.18,1182,477,385232011,2001-03-01T00:00:00, , ,,,POINT (193105.63100000098 415829.8049999997)
nwb_wegen_hectopunten_2010.19,169,7,391026005,2001-03-01T00:00:00, , ,,,POINT (195923.25499999896 313354.37900000066)
nwb_wegen_hectopunten_2010.20,283,9,391044074,2001-03-01T00:00:00, , ,,,POINT (195749 322051)
nwb_wegen_hectopunten_2010.21,282,109,391044074,2001-03-01T00:00:00, , ,,,POINT (195830 321993)
nwb_wegen_hectopunten_2010.22,281,212,391044074,2001-03-01T00:00:00, , ,,,POINT (195913 321932)
nwb_wegen_hectopunten_2010.23,280,319,391044074,2001-03-01T00:00:00, , ,,,POINT (195993 321861)
nwb_wegen_hectopunten_2010.24,279,417,391044074,2001-03-01T00:00:00, , ,,,POINT (196058 321788)
nwb_wegen_hectopunten_2010.25,246,104,395038022,2001-03-01T00:00:00, , ,,,POINT (197845 319091)
nwb_wegen_hectopunten_2010.26,245,193,395038022,2001-03-01T00:00:00, , ,,,POINT (197912 319032)
nwb_wegen_hectopunten_2010.27,244,278,395038022,2001-03-01T00:00:00, , ,,,POINT (197974 318974)
nwb_wegen_hectopunten_2010.28,243,377,395038022,2001-03-01T00:00:00, , ,,,POINT (198043 318903)
nwb_wegen_hectopunten_2010.29,242,473,395038022,2001-03-01T00:00:00, , ,,,POINT (198107 318831)
nwb_wegen_hectopunten_2010.30,241,576,395038022,2001-03-01T00:00:00, , ,,,POINT (198171 318750)
nwb_wegen_hectopunten_2010.31,240,680,395038022,2001-03-01T00:00:00, , ,,,POINT (198231 318665)
nwb_wegen_hectopunten_2010.32,239,796,395038022,2001-03-01T00:00:00, , ,,,POINT (198297 318570)
nwb_wegen_hectopunten_2010.33,238,882,395038022,2001-03-01T00:00:00, , ,,,POINT (198346 318499)
nwb_wegen_hectopunten_2010.34,79,27,400148001,2001-03-01T00:00:00, , ,,,POINT (200429 374105)
nwb_wegen_hectopunten_2010.35,78,132,400148001,2001-03-01T00:00:00, , ,,,POINT (200533 374117)
nwb_wegen_hectopunten_2010.36,77,232,400148001,2001-03-01T00:00:00, , ,,,POINT (200632 374132)
nwb_wegen_hectopunten_2010.37,76,332,400148001,2001-03-01T00:00:00, , ,,,POINT (200731 374144)
nwb_wegen_hectopunten_2010.38,75,430,400148001,2001-03-01T00:00:00, , ,,,POINT (200829 374156)
nwb_wegen_hectopunten_2010.39,390,578,391183001,2001-03-01T00:00:00, , ,,,POINT (196419 392058)
nwb_wegen_hectopunten_2010.40,389,482,391183001,2001-03-01T00:00:00, , ,,,POINT (196328 392029)
nwb_wegen_hectopunten_2010.41,388,385,391183001,2001-03-01T00:00:00, , ,,,POINT (196235 392001)
nwb_wegen_hectopunten_2010.42,387,283,391183001,2001-03-01T00:00:00, , ,,,POINT (196137 391972)
nwb_wegen_hectopunten_2010.43,386,184,391183001,2001-03-01T00:00:00, , ,,,POINT (196042 391944)
nwb_wegen_hectopunten_2010.44,385,80,391183001,2001-03-01T00:00:00, , ,,,POINT (195942 391917)
nwb_wegen_hectopunten_2010.45,545,145,395151005,2001-03-01T00:00:00, , ,,,POINT (197641.22300000116 375524.5529999994)
nwb_wegen_hectopunten_2010.46,544,47,395151005,2001-03-01T00:00:00, , ,,,POINT (197588 375607)
nwb_wegen_hectopunten_2010.47,471,207,407189019,2001-03-01T00:00:00, , ,,,POINT (203972 394594)
nwb_wegen_hectopunten_2010.48,470,109,407189019,2001-03-01T00:00:00, , ,,,POINT (203886 394546)
nwb_wegen_hectopunten_2010.49,469,11,407189019,2001-03-01T00:00:00, , ,,,POINT (203795 394512)
nwb_wegen_hectopunten_2010.50,1237,60,377237035,2001-03-01T00:00:00, , ,,,POINT (188607 418770)
nwb_wegen_hectopunten_2010.51,1236,159,377237035,2001-03-01T00:00:00, , ,,,POINT (188683 418708)
nwb_wegen_hectopunten_2010.52,177,151,392113025,2001-03-01T00:00:00, , ,,,POINT (196186 356812)
nwb_wegen_hectopunten_2010.53,176,51,392113025,2001-03-01T00:00:00, , ,,,POINT (196092 356846)
nwb_wegen_hectopunten_2010.54,40,10,408150006,2001-03-01T00:00:00, , ,,,POINT (204061.08799999952 375362.0150000006)
nwb_wegen_hectopunten_2010.55,39,104,408150006,2001-03-01T00:00:00, , ,,,POINT (204154 375378)
nwb_wegen_hectopunten_2010.56,38,206,408150006,2001-03-01T00:00:00, , ,,,POINT (204255 375396)
nwb_wegen_hectopunten_2010.57,491,21,408192024,2001-03-01T00:00:00, , ,,,POINT (204328.63100000098 396395.26099999994)
nwb_wegen_hectopunten_2010.58,490,121,408192024,2001-03-01T00:00:00, , ,,,POINT (204297.94399999827 396300.4759999998)
