FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE
Gemeentelijke_bomen.15955704,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4032,gewone beuk,Fagus sylvatica,POINT (52.140067147152486 5.390909483049114),1990 (geschat),5.390909771013,52.1400636878327,0

Gemeentelijke_bomen.15955705,2023-02-03,Geen vrije uitgroei,15-18 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4033,treurberk,Betula pendula Tristis,POINT (52.1401147792078 5.391032191483871),1960,5.39103247839188,52.140111320368,0

Gemeentelijke_bomen.15955706,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,569,zomereik,Quercus robur,POINT (52.16332856527449 5.457435065738444),1950,5.45743472885854,52.1633254065909,0

Gemeentelijke_bomen.15955707,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,570,zomereik,Quercus robur,POINT (52.16332176391723 5.457511950331056),1950,5.45751161321494,52.1633186057714,0

Gemeentelijke_bomen.15955708,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,644,zwarte els,Alnus glutinosa,POINT (52.165043065247325 5.459124815877958),1990,5.45912444115384,52.1650399098603,0

Gemeentelijke_bomen.15955709,2023-02-03,Gekandelaberde boom,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,647,gewone es,Fraxinus excelsior,POINT (52.16298129996826 5.45911110359849),1950,5.4591107650701,52.1629781539362,0

Gemeentelijke_bomen.15955710,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,26-50 cm,Ruw gras,Randenbroek,1771,zomereik,Quercus robur,POINT (52.14352949441374 5.402217684532979),1950,5.4022178856581,52.143526083345,0

Gemeentelijke_bomen.15955711,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,26-50 cm,Ruw gras,Randenbroek,1772,zomereik,Quercus robur,POINT (52.143504585058714 5.402128513057215),1950,5.40212871485025,52.1435011735932,0

Gemeentelijke_bomen.15955712,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1180,zomereik,Quercus robur,POINT (52.16336480480977 5.463447003484489),1985,5.46344663822158,52.1633616859753,0

Gemeentelijke_bomen.15955713,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1184,ruwe berk,Betula pendula,POINT (52.163369270734115 5.463687638460437),1980 (geschat),5.46368727200745,52.163366153497,0

Gemeentelijke_bomen.15955714,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,15,Bomenrij,51-75 cm,Heesters,Randenbroek,1835,gewone es,Fraxinus excelsior,POINT (52.14675010577374 5.40546875156374),1960,5.40546889470641,52.146746701075,0

Gemeentelijke_bomen.15955715,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,15,Bomenrij,51-75 cm,Heesters,Randenbroek,1836,gewone es,Fraxinus excelsior,POINT (52.14675008170364 5.405622154642875),1960,5.40562229722084,52.1467466778454,0

Gemeentelijke_bomen.15955716,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Bosplantsoen,Randenbroek,1663,gewone haagbeuk cv. (zuilvorm),Carpinus betulus Frans Fontaine,POINT (52.155537651009475 5.405196200371322),1964,5.40519621746523,52.1555342109444,0

Gemeentelijke_bomen.15955578,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Ruw gras,Rustenburg,402,Canadese populier,Populus x canadensis,POINT (52.16159627750039 5.419295862128426),1980 (geschat),5.41929572780798,52.1615928908098,0

Gemeentelijke_bomen.15955579,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Heesters,Rustenburg,403,Canadese populier,Populus x canadensis,POINT (52.16160893203133 5.419363307903557),1980 (geschat),5.41936317308485,52.1616055456739,0

Gemeentelijke_bomen.15955580,2023-02-03,Geen vrije uitgroei,18-24 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,9,Bomenrij,51-75 cm,Ruw gras,Rustenburg,404,Canadese populier,Populus x canadensis,POINT (52.16140047331773 5.419164595315659),1980 (geschat),5.41916446457643,52.1613970867388,0

Gemeentelijke_bomen.15955581,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,82,zomereik,Quercus robur,POINT (52.16833627196805 5.434781616454313),1950,5.43478130329423,52.1683329460095,0

Gemeentelijke_bomen.15955582,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,83,zomereik,Quercus robur,POINT (52.16841268218368 5.434749540963403),1950,5.43474922672678,52.1684093556604,0

Gemeentelijke_bomen.15955583,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-100 cm,Ruw gras,Buitengebied-Oost,85,zomereik,Quercus robur,POINT (52.16646044998621 5.432788451916212),1950,5.4327881786058,52.166457120855,0

Gemeentelijke_bomen.15955584,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,532,zomereik,Quercus robur,POINT (52.16294219232246 5.453883570194408),1950,5.4538832563601,52.1629390121163,0

Gemeentelijke_bomen.15955585,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,533,zomereik,Quercus robur,POINT (52.16293874607103 5.454004399498866),1950,5.45400408516896,52.1629355666678,0

Gemeentelijke_bomen.15955586,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,535,zomereik,Quercus robur,POINT (52.162942036401205 5.45415819377115),1950,5.45415787867814,52.1629388579857,0

Gemeentelijke_bomen.15955587,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,87,zomereik,Quercus robur,POINT (52.166420181375365 5.43268382790855),1950,5.43268355574536,52.1664168518,0

Gemeentelijke_bomen.15955588,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,425,zomereik,Quercus robur,POINT (52.16217254736949 5.449353922283114),1950,5.44935364231697,52.1621693413349,0

Gemeentelijke_bomen.15955589,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,11-25 cm,Ruw gras,Buitengebied-Oost,426,zomereik,Quercus robur,POINT (52.16218829380459 5.449452423777165),1995,5.44945214309551,52.1621850883318,0

Gemeentelijke_bomen.15955590,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,279,zomereik,Quercus robur,POINT (52.16267282209921 5.445166849276069),1980 (geschat),5.44516657999304,52.1626695871328,0

Gemeentelijke_bomen.15955591,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,280,zomereik,Quercus robur,POINT (52.162702730309384 5.444661207509067),1980 (geschat),5.44466094004199,52.1626994920111,0

Gemeentelijke_bomen.15955592,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,18,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,541,zomereik,Quercus robur,POINT (52.1629805522964 5.454732215973208),1950,5.45473189757829,52.1629773774535,0

Gemeentelijke_bomen.15955593,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,542,zomereik,Quercus robur,POINT (52.162990641324 5.454809126031467),1950,5.45480880710879,52.162987466938,0

Gemeentelijke_bomen.15955594,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,121,zomereik,Quercus robur,POINT (52.16535217585633 5.437211973162497),1983,5.43721169668544,52.1653488789513,0

Gemeentelijke_bomen.15955595,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,122,zomereik,Quercus robur,POINT (52.16530362868515 5.437241150434322),1983,5.4372408746098,52.1653003321859,0

Gemeentelijke_bomen.15955596,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,123,zomereik,Quercus robur,POINT (52.165253284573865 5.437268863899493),1983,5.43726858876385,52.1652499884795,0

Gemeentelijke_bomen.15955597,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,272,zomereik,Quercus robur,POINT (52.16266263643926 5.445770437009791),1980 (geschat),5.44577016513352,52.1626594053423,0

Gemeentelijke_bomen.15955598,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,273,zomereik,Quercus robur,POINT (52.16266447768001 5.4456827492018025),1980 (geschat),5.44568247769616,52.1626612460188,0

Gemeentelijke_bomen.15955599,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,274,zomereik,Quercus robur,POINT (52.162666318792645 5.445595061481465),1950,5.44559479034648,52.1626630865673,0

Gemeentelijke_bomen.15955600,2023-02-03,Geen vrije uitgroei,6-9 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,275,zomereik,Quercus robur,POINT (52.16266816062739 5.445505912119506),1980 (geschat),5.44550564136187,52.1626649278289,0

Gemeentelijke_bomen.15955601,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,276,zomereik,Quercus robur,POINT (52.16266820188337 5.44542260646095),1980 (geschat),5.44542233608409,52.162664968557,0

Gemeentelijke_bomen.15955602,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,277,zomereik,Quercus robur,POINT (52.16267094305622 5.4453319968177585),1980 (geschat),5.44533172680991,52.1626677091437,0

Gemeentelijke_bomen.15955603,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,278,zomereik,Quercus robur,POINT (52.16267278246603 5.4452472319593515),1980 (geschat),5.44524696230888,52.1626695480086,0

Gemeentelijke_bomen.15955604,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,79,zomereik,Quercus robur,POINT (52.16813041820136 5.434857403647369),1950,5.43485709344088,52.168127093698,0

Gemeentelijke_bomen.15955605,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,80,zomereik,Quercus robur,POINT (52.16820592785569 5.434829712539605),1950,5.43482940124897,52.1682026028195,0

Gemeentelijke_bomen.15955801,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Heesters,Randenbroek,1311,kleinbladige linde,Tilia cordata,POINT (52.15504689128309 5.398088461501286),2014,5.39808851521945,52.1550434148801,0

Gemeentelijke_bomen.15955802,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1192,ruwe berk,Betula pendula,POINT (52.163427445454225 5.464240863992656),1980 (geschat),5.46424049394978,52.1634243316766,0

Gemeentelijke_bomen.15955803,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,229,zomereik,Quercus robur,POINT (52.16220607963949 5.447491469774712),1950,5.44749119771812,52.1622028615387,0

Gemeentelijke_bomen.15955804,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,230,zomereik,Quercus robur,POINT (52.16217636634605 5.447595195177726),1950,5.44759492315019,52.16217314904,0

Gemeentelijke_bomen.15955805,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,1048,zomereik,Quercus robur,POINT (52.16430226491206 5.470472190186966),1950,5.47047177547117,52.1642991895317,0

Gemeentelijke_bomen.15955806,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,1049,zomereik,Quercus robur,POINT (52.16426534023937 5.470370602881658),1950,5.47037018931068,52.1642622643309,0

Gemeentelijke_bomen.15955807,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1018,ruwe berk,Betula pendula,POINT (52.16396745126627 5.4682844515693985),1970,5.46828405310681,52.1639643624419,0

Gemeentelijke_bomen.15955808,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1139,ruwe berk,Betula pendula,POINT (52.16335539230789 5.46167675523689),1980 (geschat),5.46167639831121,52.1633522616534,0

Gemeentelijke_bomen.15955809,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1141,ruwe berk,Betula pendula,POINT (52.16335785909929 5.461653542002517),1980 (geschat),5.46165318514039,52.1633547282785,0

Gemeentelijke_bomen.15955810,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Heesters,Randenbroek,1404,zomereik,Quercus robur,POINT (52.15530538608063 5.401407052480764),1986,5.40140708872907,52.1553019263905,0

Gemeentelijke_bomen.15955811,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,11-25 cm,Elementverharding,Randenbroek,1308,honingboom cv.,Sophora japonica Regent,POINT (52.15480510475076 5.398208223862526),2014,5.39820828048384,52.1548016299687,0

Gemeentelijke_bomen.15955812,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1144,ruwe berk,Betula pendula,POINT (52.16337280107218 5.461792682488861),1980 (geschat),5.46179232472043,52.1633696711134,0

Gemeentelijke_bomen.15955813,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1145,ruwe berk,Betula pendula,POINT (52.16335545532039 5.461798292010836),1980 (geschat),5.46179793452311,52.1633523254779,0

Gemeentelijke_bomen.15955814,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1146,zomereik,Quercus robur,POINT (52.16335773290033 5.4618528136067805),1970,5.46185245582716,52.163354603412,0

Gemeentelijke_bomen.15955815,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1147,ruwe berk,Betula pendula,POINT (52.163374545744894 5.461906616317331),1980 (geschat),5.4619062579921,52.1633714165399,0

Gemeentelijke_bomen.15955816,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1116,zomereik,Quercus robur,POINT (52.16383167570567 5.465500718886613),1970,5.46550033579449,52.1638285685897,0

Gemeentelijke_bomen.15955817,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1118,zomereik,Quercus robur,POINT (52.163810930178286 5.46540480525558),1970,5.46540442297961,52.1638078225085,0

Gemeentelijke_bomen.15955818,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1119,zomereik,Quercus robur,POINT (52.16381904275763 5.465372860006437),1970,5.46537247773366,52.1638159348348,0

Gemeentelijke_bomen.15955819,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1120,zomereik,Quercus robur,POINT (52.16379970195589 5.465357241752591),1970,5.46535685989808,52.1637965940158,0

Gemeentelijke_bomen.15955820,2023-02-03,Geen vrije uitgroei,15-18 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,18,Bomenrij,51-75 cm,Elementverharding,Leusderkwartier,3462,koningslinde,Tilia x europaea Koningslinde,POINT (52.145812265969646 5.383971921916446),1954,5.38397215670686,52.1458087518553,0

Gemeentelijke_bomen.15955821,2023-02-03,Geen vrije uitgroei,0-6 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3463,sierpeer cv.,Pyrus calleryana Chanticleer,POINT (52.14587877926281 5.384072723115376),1987,5.38407295665771,52.1458752654176,0

Gemeentelijke_bomen.15955822,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1502,kleinbladige linde,Tilia cordata,POINT (52.15539011103046 5.399294090284855),1986,5.39929413414538,52.1553866396531,0

Gemeentelijke_bomen.15955823,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1503,kleinbladige linde,Tilia cordata,POINT (52.15543505213766 5.399279489974207),1986,5.39927953326083,52.1554315804981,0

Gemeentelijke_bomen.15955824,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1504,kleinbladige linde,Tilia cordata,POINT (52.15551774380939 5.399253209813972),1986,5.39925325204236,52.1555142716903,0

Gemeentelijke_bomen.15955825,2023-02-03,Geen vrije uitgroei,15-18 m,Schuilenburg-Midden,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Gazon,Schuilenburg,2307,zwarte berk,Betula nigra,POINT (52.155364147023 5.410500519424034),1970,5.4105005169016,52.1553607369908,0

Gemeentelijke_bomen.15955826,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Heesters,Leusderkwartier,4016,gewone beuk,Fagus sylvatica,POINT (52.14291602024645 5.391919287773215),2000 (geschat),5.39191953337131,52.1429125567246,0

Gemeentelijke_bomen.15955827,2023-02-03,Geen vrije uitgroei,0-6 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,26-50 cm,Heesters,Leusderkwartier,4017,tweestijlige meidoorn,Crataegus laevigata,POINT (52.14280934587985 5.391590478475711),1990 (geschat),5.39159072667368,52.1428058810153,0

Gemeentelijke_bomen.15955828,2023-02-03,Geen vrije uitgroei,15-18 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4018,gewone beuk,Fagus sylvatica,POINT (52.13942725533752 5.388803036641715),1990 (geschat),5.38880334022429,52.1394237872419,0

Gemeentelijke_bomen.15955912,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1220,amberboom,Liquidambar styraciflua,POINT (52.15395866863402 5.395479917436346),1988,5.39547999713035,52.1539551828323,0

Gemeentelijke_bomen.15955913,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1221,amberboom,Liquidambar styraciflua,POINT (52.153825629223974 5.395728298587277),1988,5.39572837911693,52.1538221452636,0

Gemeentelijke_bomen.15955914,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1222,amberboom,Liquidambar styraciflua,POINT (52.15351190553146 5.3963185638292135),1988,5.39631864632575,52.1535084259386,0

Gemeentelijke_bomen.15955915,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1223,amberboom,Liquidambar styraciflua,POINT (52.15337796565255 5.396565478661003),1988,5.39656556202433,52.153374487898,0

Gemeentelijke_bomen.15955916,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1224,amberboom,Liquidambar styraciflua,POINT (52.15428492021248 5.395621718288428),1988,5.39562179286123,52.1542814338444,0
