FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE

Gemeentelijke_bomen.15955762,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Elementverharding,Buitengebied-Oost,73,zomereik,Quercus robur,POINT (52.166174668245034 5.432535718599332),1950,5.43253545107919,52.166171338929,0

Gemeentelijke_bomen.15955763,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,441,zomereik,Quercus robur,POINT (52.16261284266073 5.450780358262533),1950,5.45078006429845,52.1626096438259,0

Gemeentelijke_bomen.15955764,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,461,zomereik,Quercus robur,POINT (52.1628804408538 5.452579103366515),1950,5.45257879658325,52.1628772524462,0

Gemeentelijke_bomen.15955765,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,462,zomereik,Quercus robur,POINT (52.162880378956466 5.45269042654583),1950,5.45269011925266,52.1628771912714,0

Gemeentelijke_bomen.15955766,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,464,zomereik,Quercus robur,POINT (52.16287632495302 5.452876681365732),1950,5.45287637328729,52.1628731384954,0

Gemeentelijke_bomen.15955767,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,465,zomereik,Quercus robur,POINT (52.16288153445833 5.452979450802569),1950,5.45297914216298,52.1628783486446,0

Gemeentelijke_bomen.15955768,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,530,zomereik,Quercus robur,POINT (52.162942967375436 5.453773811048124),1950,5.45377349770461,52.1629397864508,0

Gemeentelijke_bomen.15955769,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,127,zomereik,Quercus robur,POINT (52.164940431806976 5.437440977935493),1983,5.43744070708476,52.1649371382257,0

Gemeentelijke_bomen.15955770,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,128,zomereik,Quercus robur,POINT (52.16489548224764 5.437464312397593),1983,5.43746404216956,52.1648921890184,0

Gemeentelijke_bomen.15955771,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,296,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16922798192043 5.422645650758896),1994,5.42264538331689,52.1692245791147,0

Gemeentelijke_bomen.15955772,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,297,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16915886890944 5.422617492694429),1994,5.4226172264604,52.1691554662761,0

Gemeentelijke_bomen.15955634,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,665,zomereik,Quercus robur,POINT (52.163204568612066 5.457846191435686),1950,5.45784585482265,52.163201413203,0

Gemeentelijke_bomen.15955635,2023-02-03,Geen vrije uitgroei,15-18 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,51-75 cm,Gazon,Leusderkwartier,4035,gewone beuk,Fagus sylvatica,POINT (52.14026665765968 5.391528866901425),1960 (geschat),5.39152915008848,52.1402632008972,0

Gemeentelijke_bomen.15955636,2023-02-03,Geen vrije uitgroei,18-24 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,21,Bomenrij,51-75 cm,Gazon,Leusderkwartier,4036,gewone beuk,Fagus sylvatica,POINT (52.14034304711567 5.391737765074274),1940,5.39173804652254,52.1403395911876,0

Gemeentelijke_bomen.15955637,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Noord,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,26-50 cm,Heesters,Rustenburg,283,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.17025086598792 5.42298745896161),1994,5.42298717399079,52.1702474601629,0

Gemeentelijke_bomen.15955638,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Noord,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,284,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.17016677188754 5.422976150310482),2000 (geschat),5.42297586669818,52.1701633664112,0

Gemeentelijke_bomen.15955639,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Noord,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,285,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.17009189538718 5.422962975173421),2000 (geschat),5.42296269278618,52.1700884902027,0

Gemeentelijke_bomen.15955640,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Noord,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,286,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.17000895623508 5.4229441717438585),1994,5.4229438907345,52.170005551349,0

Gemeentelijke_bomen.15955641,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,956,zomereik,Quercus robur,POINT (52.16359734737132 5.464957941563997),1950,5.46495756517535,52.1635942376567,0

Gemeentelijke_bomen.15955642,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,957,zomereik,Quercus robur,POINT (52.1636158270988 5.464984294572889),1950,5.46498391773228,52.1636127174779,0

Gemeentelijke_bomen.15955643,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,959,ruwe berk,Betula pendula,POINT (52.16363381301005 5.465035175645606),1970,5.46503479824821,52.1636307036507,0

Gemeentelijke_bomen.15955644,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,960,ruwe berk,Betula pendula,POINT (52.16365044704772 5.4650783523799245),1990 (geschat),5.46507797448548,52.1636473379042,0

Gemeentelijke_bomen.15955645,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,962,ruwe berk,Betula pendula,POINT (52.1636873688745 5.465191212571847),2000 (geschat),5.46519083349495,52.1636842603251,0

Gemeentelijke_bomen.15955646,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Groep,51-75 cm,Ruw gras,Buitengebied-Oost,77,zomereik,Quercus robur,POINT (52.167362830315916 5.434907738841682),1950,5.43490744078962,52.1673595097993,0

Gemeentelijke_bomen.15955647,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,964,ruwe berk,Betula pendula,POINT (52.16371275256835 5.465266454563887),1970,5.46526607468467,52.1637096444116,0

Gemeentelijke_bomen.15955648,2023-02-03,Geen vrije uitgroei,12-15 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,89,zomereik,Quercus robur,POINT (52.16630568198707 5.43246209349381),1950,5.43246182422736,52.1663023516082,0

Gemeentelijke_bomen.15955649,2023-02-03,Geen vrije uitgroei,12-15 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,90,zomereik,Quercus robur,POINT (52.1662505982765 5.432344801626356),1950,5.43234453380325,52.166247267447,0

Gemeentelijke_bomen.15955650,2023-02-03,Geen vrije uitgroei,12-15 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,91,zomereik,Quercus robur,POINT (52.16613901606701 5.432112516066462),1950,5.43211225113952,52.166135684357,0

Gemeentelijke_bomen.15955651,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,92,zomereik,Quercus robur,POINT (52.165303652179695 5.430380446621243),1950,5.4303802032502,52.165300313934,0

Gemeentelijke_bomen.15955652,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,18,Solitair,76-100 cm,Ruw gras,Vermeerkwartier,3187,scharlakeneik,Quercus coccinea Splendens,POINT (52.149897626202495 5.395462272093943),1970,5.39546240833806,52.1498941561442,0

Gemeentelijke_bomen.15955653,2023-02-03,Vrije uitgroei,0-6 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,18,Groep,11-25 cm,Ruw gras,Vermeerkwartier,3189,tweestijlige meidoorn,Crataegus laevigata,POINT (52.149164876863736 5.3961724621809575),2005 (geschat),5.39617260590008,52.149161413306,0

Gemeentelijke_bomen.15955654,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,26-50 cm,Gazon,Randenbroek,1911,zomereik,Quercus robur,POINT (52.147963025705494 5.4023441261195195),1961,5.40234426343513,52.1479595995835,0

Gemeentelijke_bomen.15955655,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Solitair,26-50 cm,Gazon,Randenbroek,1912,Japanse notenboom,Ginkgo biloba,POINT (52.147706827673346 5.402662539238418),1980,5.40266267902589,52.1477034042146,0

Gemeentelijke_bomen.15955656,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Groep,26-50 cm,Ruw gras,Randenbroek,1787,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.14350784084721 5.401277678918688),1976,5.40127788364345,52.1435044247797,0

Gemeentelijke_bomen.15955657,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Bosplantsoen,Buitengebied-Oost,1132,zomereik,Quercus robur,POINT (52.16331538678127 5.4611722082651415),1950,5.46117185437385,52.1633122529398,0

Gemeentelijke_bomen.15955658,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1133,ruwe berk,Betula pendula,POINT (52.16331996733101 5.461241774254846),1970,5.46124141996181,52.1633168339329,0

Gemeentelijke_bomen.15955659,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1134,ruwe berk,Betula pendula,POINT (52.16332570504297 5.461311340665193),1970,5.46131098594996,52.163322572083,0

Gemeentelijke_bomen.15955660,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1185,ruwe berk,Betula pendula,POINT (52.163351389319125 5.463655666026754),1980 (geschat),5.46365530003931,52.1633482719483,0

Gemeentelijke_bomen.15955661,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1458,kleinbladige linde,Tilia cordata,POINT (52.15510577288707 5.40205870829283),1986,5.40205874467564,52.1551023175292,0

Gemeentelijke_bomen.15955662,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1130,zomereik,Quercus robur,POINT (52.16331315254212 5.461048129789848),1950,5.46104777651034,52.1633100178832,0

Gemeentelijke_bomen.15955663,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1131,ruwe berk,Betula pendula,POINT (52.16331080737042 5.461100762733833),1970,5.46110040925289,52.1633076730732,0

Gemeentelijke_bomen.15955664,2023-02-03,Geen vrije uitgroei,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Groep,11-25 cm,Ruw gras,Vermeerkwartier,3172,gewone esdoorn,Acer pseudoplatanus,POINT (52.147699114772045 5.398962110654896),1990 (geschat),5.39896226438486,52.1476956714452,0

Gemeentelijke_bomen.15955665,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,18,Bomenrij,76-100 cm,Ruw gras,Buitengebied-Oost,540,zomereik,Quercus robur,POINT (52.16297215522887 5.4546498160339665),1950,5.45464949816271,52.1629689798856,0

Gemeentelijke_bomen.15955666,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,468,zomereik,Quercus robur,POINT (52.16287835015792 5.453290287966289),1950,5.45328997795474,52.1628751663787,0

Gemeentelijke_bomen.15955667,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,18,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,543,zomereik,Quercus robur,POINT (52.16300577319106 5.454927237423676),1950,5.45492691769661,52.1630025995086,0

Gemeentelijke_bomen.15955668,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,76-100 cm,Bosplantsoen,Buitengebied-Oost,724,zomereik,Quercus robur,POINT (52.163301372703756 5.461010601750394),1950,5.4610102488517,52.1632982378481,0

Gemeentelijke_bomen.15955669,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,725,zomereik,Quercus robur,POINT (52.16327170123433 5.460828721863708),1950,5.46082837032676,52.1632685653009,0

Gemeentelijke_bomen.15955670,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,303,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16868199278067 5.422424140057127),1994,5.42242388214733,52.1686785913352,0

Gemeentelijke_bomen.15955671,2023-02-03,Geen vrije uitgroei,18-24 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,93,zomereik,Quercus robur,POINT (52.16525156201287 5.430272238531463),1950,5.43027199650009,52.1652482233592,0

Gemeentelijke_bomen.15955672,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,95,zomereik,Quercus robur,POINT (52.164973146907776 5.429694644955102),1950,5.42969441006964,52.16496980608,0

Gemeentelijke_bomen.15955673,2023-02-03,Geen vrije uitgroei,15-18 m,De Wieken,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,96,zomereik,Quercus robur,POINT (52.164919261126016 5.429579128780855),1950,5.42957889529388,52.1649159198555,0

Gemeentelijke_bomen.15955674,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,963,ruwe berk,Betula pendula,POINT (52.1637035264444 5.465232599397229),1970,5.46523221983981,52.163700418101,0

Gemeentelijke_bomen.15955675,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Heesters,Buitengebied-Oost,810,ruwe berk,Betula pendula,POINT (52.15867484978324 5.459048525600803),1950,5.45904826280091,52.1586717222903,0

Gemeentelijke_bomen.15955676,2023-02-03,Geen vrije uitgroei,0-6 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,11-25 cm,Ruw gras,Buitengebied-Oost,863,zomereik,Quercus robur,POINT (52.160951761945356 5.45921486035922),2011,5.45921455692892,52.1609486256642,0

Gemeentelijke_bomen.15955677,2023-02-03,Knotboom,0-6 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,216,schietwilg,Salix alba,POINT (52.16252846741579 5.446268631671546),1950,5.4462683597676,52.1625252400846,0

Gemeentelijke_bomen.15955678,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,56,zomereik,Quercus robur,POINT (52.16516251889728 5.4304431577388295),1950,5.43044291631515,52.1651591816851,0

Gemeentelijke_bomen.15955679,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,21,Bomenrij,51-75 cm,Open grond,Buitengebied-Oost,57,zomereik,Quercus robur,POINT (52.16521730311582 5.430557214839809),1950,5.43055697200601,52.1652139663348,0

Gemeentelijke_bomen.15955680,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,437,zomereik,Quercus robur,POINT (52.16251821103518 5.450476219592956),1950,5.45047592863225,52.1625150106659,0

Gemeentelijke_bomen.15955681,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,438,zomereik,Quercus robur,POINT (52.16254581630357 5.45055761906576),1950,5.45055732726273,52.1625426163346,0

Gemeentelijke_bomen.15955682,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,439,zomereik,Quercus robur,POINT (52.16256947830777 5.450626148925955),1950,5.45062585640641,52.1625662786739,0

Gemeentelijke_bomen.15955683,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Heesters,Buitengebied-Oost,30,zomereik,Quercus robur,POINT (52.16380724561514 5.427625449733632),1950,5.42762524295026,52.1638038977925,0

Gemeentelijke_bomen.15955684,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Midden,Gemeente Amersfoort,Pareltjes,15,Bomenrij,51-75 cm,Gazon,Randenbroek,1765,zomereik,Quercus robur,POINT (52.151658044184614 5.407723860682789),1989,5.40772392386316,52.1516546335105,0

Gemeentelijke_bomen.15955685,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,666,zomereik,Quercus robur,POINT (52.16321777958246 5.457773422700641),1950,5.45777308619238,52.1632146236333,0

Gemeentelijke_bomen.15955686,2023-02-03,Knotboom,6-9 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,9,Solitair,51-75 cm,Heesters,Randenbroek,1675,treurwilg,Salix x sepulcralis Chrysocoma,POINT (52.15549969243569 5.406508404338529),1965,5.40650841649738,52.155496259724,0

Gemeentelijke_bomen.15955687,2023-02-03,Geen vrije uitgroei,0-6 m,Rivierenbuurt-Oost,Gemeente Amersfoort,,3,Groep,11-25 cm,Heesters,Soesterkwartier,74683,gewone plataan,Platanus x hispanica,POINT (52.16052918891852 5.373913783358858),2013,5.37391386799285,52.1605255670036,0

Gemeentelijke_bomen.15955688,2023-02-03,Geen vrije uitgroei,0-6 m,Rivierenbuurt-Oost,Gemeente Amersfoort,,3,Groep,11-25 cm,Heesters,Soesterkwartier,74684,gewone plataan,Platanus x hispanica,POINT (52.16047525868738 5.373884570880614),2013,5.37388465632956,52.1604716368687,0

Gemeentelijke_bomen.15955689,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1110,ruwe berk,Betula pendula,POINT (52.16391916150264 5.466066739107134),1980 (geschat),5.46606635182015,52.1639160578187,0

Gemeentelijke_bomen.15955690,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1112,zomereik,Quercus robur,POINT (52.163909988450634 5.465953925259081),1970,5.46595353866059,52.1639068840443,0

Gemeentelijke_bomen.15955691,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,1157,ruwe berk,Betula pendula,POINT (52.163369028203284 5.462270176062588),1990 (geschat),5.46226981615672,52.163365901456,0

Gemeentelijke_bomen.15955692,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1158,ruwe berk,Betula pendula,POINT (52.16336320700961 5.462335965573999),1985,5.46233560546753,52.1633600807292,0

Gemeentelijke_bomen.15955693,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1159,zomereik,Quercus robur,POINT (52.163350414034156 5.462208339312713),2000 (geschat),5.46220798002175,52.1633472869575,0

Gemeentelijke_bomen.15955694,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1161,ruwe berk,Betula pendula,POINT (52.163352923504824 5.462356546130461),1980 (geschat),5.4623561861111,52.1633497974091,0

Gemeentelijke_bomen.15955695,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1162,ruwe berk,Betula pendula,POINT (52.16334947693064 5.462422046269097),1995 (geschat),5.46242168600849,52.1633463512892,0

Gemeentelijke_bomen.15955696,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1164,ruwe berk,Betula pendula,POINT (52.163346059882095 5.462479753570496),1990 (geschat),5.46247939310411,52.1633429346427,0

Gemeentelijke_bomen.15955697,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1165,zomereik,Quercus robur,POINT (52.16336235627578 5.462695689714393),1990 (geschat),5.46269532796266,52.1633592324095,0

Gemeentelijke_bomen.15955698,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Gazon,Leusderkwartier,4049,gewone beuk,Fagus sylvatica,POINT (52.14099907553354 5.393654396073142),2005 (geschat),5.39365466210248,52.1409956274361,0

Gemeentelijke_bomen.15955699,2023-02-03,Geen vrije uitgroei,18-24 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,24,Bomenrij,51-75 cm,Gazon,Leusderkwartier,4050,gewone beuk,Fagus sylvatica,POINT (52.141022441286005 5.393705527305525),1950,5.39370579284065,52.1410189933788,0

Gemeentelijke_bomen.15955700,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4051,gewone beuk,Fagus sylvatica,POINT (52.14107905617154 5.393866223430649),2000 (geschat),5.39386648764392,52.1410756089183,0

Gemeentelijke_bomen.15955701,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4052,gewone beuk,Fagus sylvatica,POINT (52.14119768015535 5.39415255843539),1975,5.39415282004544,52.1411942340096,0

Gemeentelijke_bomen.15955702,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4053,gewone beuk,Fagus sylvatica,POINT (52.14124980336577 5.394266509322451),1975,5.39426676982746,52.1412463576448,0

Gemeentelijke_bomen.15955703,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4031,gewone beuk,Fagus sylvatica,POINT (52.140028503281464 5.3907750896193525),1990 (geschat),5.39077537855453,52.1400250433925,0

