GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,STATUS,PUIC,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,84.141313,"84,141313",Randstad Zuid,RZ,92050.72,437873.393072,51.9257705358652,4.47203493931086,Prorail,L0004,bestaand,1052.314335,283,-1,,977be8d0b0984dfea25c0a499ea070b3,2017/11/16 15:05:51+00,2618025,0,0
664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,42.279047,"42,279047",Randstad Zuid,RZ,96041.053346,432780.431,51.8804350453306,4.53091284046194,Prorail,L0004,bestaand,1213.45352,283,-1,gerealiseerd,28e7fc6c89d84ba4b3928fefc135ed68,2017/11/16 15:17:06+00,2618026,0,0
551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,22.119047,"22,119047",Zuid,Z,133921.1485,396901.266915,51.5606620223779,5.08322544130169,Prorail,L0004,bestaand,157.228589,283,-1,,93abbfb9c9cd4dcc8a56dfd1d0fd20d1,2020/04/14 14:17:31+00,2618027,0,0
053,,53,053__,Vught Aansl. - Boxtel,Ut-Btl,Utrecht Centraal - Boxtel ,51.86244,"51,862440",Zuid,Z,148411.940684,407397.901,51.6553679529334,5.29199750884944,Prorail,L0004,bestaand,76.114428,283,-1,,b7a4882ba7f44e4b8f416c6b4a110f15,2021/09/16 08:41:18+00,2618028,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,17.036724,"17,036724",Noord-Oost,NO,187064.9475,428401.431025,51.8432725309773,5.85250771427172,Prorail,L0004,bestaand,219.866301,283,-1,,dd072098454c42f4bd2aa32e05078183,2017/11/16 15:48:54+00,2618029,0,0
087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,22.090559,"22,090559",Randstad Noord,RN,139305.077104,477000.1395,52.2807797006636,5.15721277229323,Prorail,L0004,bestaand,90.841497,283,-1,,b552e55351554e5e91ad24216746bd44,2017/11/16 07:09:32+00,2618032,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.937675,"83,937675",Randstad Zuid,RZ,91855.1435,437799.976649,51.9250885519755,4.46920544180896,Prorail,L0004,bestaand,3735.545343,283,-1,gerealiseerd,68031707d436403993c367c6590de027,2015/08/03 08:57:19+00,2618034,0,0
073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,21.291915,"21,291915",Randstad Noord,RN,115741.466402,533303.6735,52.7855962723294,4.80529463449689,Prorail,L0004,bestaand,112.17049,283,-1,gerealiseerd,19102c5fab154147a901b0ac44e16c20,2022/10/06 11:42:29+00,2618073,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.914688,"69,914688",Zuid,Z,209595.113181,375374.055,51.3649180108355,6.17114268561793,Prorail,L0004,bestaand,120.660863,283,-1,,6e58f9be75a54a388e3ddb630c6068af,2017/11/20 09:43:39+00,2618167,0,0
586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.731562,"80,731562",Randstad Noord,RN,121796.432,488051.663572,52.3793265519478,4.89956073171129,Prorail,L0004,bestaand,2282.611031,283,-1,gerealiseerd,a65a073a6cca4376825e0820b594c328,2015/09/15 14:55:01+00,2618175,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,67.700213,"67,700213",Randstad Noord,RN,115472.423149,498088.504,52.4691096691764,4.8055039097967,Prorail,L0004,bestaand,314.269035,283,-1,gerealiseerd,fc2f498af9c84c4db9e0fcb49d8c8487,2015/09/08 11:08:25+00,2618178,0,0
