Nummer;Totaal van;Jaar;Maand;Soort uitstroom;Land van herkomst;Aantal uitgestroomd uit opvang
1;Jaar;2021;*Alle*;*Alle*;*Alle*;33920
2;Jaar, Maand;2021;1;*Alle*;*Alle*;2030
2;Jaar, Maand;2021;2;*Alle*;*Alle*;2250
2;Jaar, Maand;2021;3;*Alle*;*Alle*;3040
2;Jaar, Maand;2021;4;*Alle*;*Alle*;2670
2;Jaar, Maand;2021;5;*Alle*;*Alle*;2530
2;Jaar, Maand;2021;6;*Alle*;*Alle*;2660
2;Jaar, Maand;2021;7;*Alle*;*Alle*;2660
2;Jaar, Maand;2021;8;*Alle*;*Alle*;3060
2;Jaar, Maand;2021;9;*Alle*;*Alle*;2930
2;Jaar, Maand;2021;10;*Alle*;*Alle*;2800
2;Jaar, Maand;2021;11;*Alle*;*Alle*;3560
2;Jaar, Maand;2021;12;*Alle*;*Alle*;3740
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Afghanistan;1190
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Albanië;60
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Algerije;1470
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Angola;30
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Armenië;80
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Azerbeidzjan;110
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Bangladesh;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Belarus;100
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Benin;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Bosnië-Herzegovina;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Brazilië;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Burundi;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;China;200
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Colombia;150
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Congo;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Cuba;30
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Dominicaanse Republiek;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Egypte;250
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;El Salvador;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Eritrea;2340
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Ethiopië;420
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Filipijnen;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Frankrijk;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Gambia;390
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Gazastrook en Westelijke Jordaanoever met inbegrip van Oost-Jeruzalem;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Georgië;120
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Ghana;80
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Guinee;240
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Guinee-Bissau;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Haïti;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Honduras;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;India;110
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Indonesië;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Irak;1280
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Iran;1560
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Israël;50
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Ivoorkust;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Jamaica;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Jemen;1350
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Joegoslavië;30
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Jordanië;90
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Kameroen;50
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Kazachstan;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Kenya;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Kirgizië;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Koeweit;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Kosovo;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Libanon;110
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Liberia;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Libië;380
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Litouwen;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Macedonië;50
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Mali;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Marokko;1310
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Mauritanië;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Mexico;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Moldavië;70
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Mongolië;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Myanmar;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Nederland;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Nicaragua;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Niger;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Nigeria;1350
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Oekraïne;80
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Oezbekistan;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Onbekend;490
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Pakistan;660
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Palestijnse autoriteit;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Peru;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Qatar;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Rusland;390
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Saoedi-Arabië;180
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Senegal;110
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Servië;50
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Sierra Leone;150
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Soedan;280
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Somalië;410
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Sovjet-Unie;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Sri Lanka;40
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Suriname;30
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Syrië;12150
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Tadzjikistan;30
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Tanzania;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Thailand;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Togo;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Trinidad en Tobago;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Tsjaad;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Tunesië;380
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Turkije;2130
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Turkmenistan;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Turks- en Caicoseilanden;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Uganda;200
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Venezuela;150
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Verenigde Arabische Emiraten;60
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Verenigde Staten van Amerika;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Vietnam;20
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Westelijke Sahara;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Zimbabwe;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Zuid-Afrika;10
3;Jaar, Land van herkomst;2021;*Alle*;*Alle*;Zuid-Soedan;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Afghanistan;50
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Algerije;170
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Angola;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Azerbeidzjan;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Belarus;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;China;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Colombia;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Egypte;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Eritrea;130
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Ethiopië;50
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Gambia;40
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Georgië;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Ghana;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Guinee;20
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Irak;90
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Iran;50
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Ivoorkust;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Jemen;100
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Kameroen;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Kazachstan;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Kosovo;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Libanon;20
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Libië;40
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Marokko;110
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Moldavië;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Nigeria;100
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Onbekend;40
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Pakistan;40
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Rusland;30
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Saoedi-Arabië;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Senegal;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Sierra Leone;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Soedan;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Somalië;20
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Syrië;550
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Tunesië;50
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Turkije;120
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Uganda;10
4;Jaar, Maand, Land van herkomst;2021;1;*Alle*;Venezuela;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Afghanistan;70
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Algerije;120
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Armenië;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Azerbeidzjan;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Belarus;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;China;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Egypte;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Eritrea;140
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Ethiopië;20
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Gambia;30
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Georgië;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Ghana;20
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Guinee;20
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;India;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Irak;60
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Iran;90
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Jemen;140
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Koeweit;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Libië;40
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Marokko;90
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Moldavië;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Nigeria;140
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Oekraïne;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Onbekend;30
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Pakistan;40
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Rusland;40
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Saoedi-Arabië;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Senegal;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Sierra Leone;10
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Soedan;30
4;Jaar, Maand, Land van herkomst;2021;2;*Alle*;Somalië;20
