FID,jaar,bed_zosnol,bed_zosmar,bed_rupmar,bedzostot,bio_zosnol,bio_zosmar,bio_rupmar,biozostot,bio_tot,type_ws,hoofdgeb,gebied,deelgeb,gdb_geomattr_data,shape
zostera_noltei_1994.255125,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59580.00010000169 422000.0001000017, 59559.99989999831 422000.0001000017, 59559.99989999831 422020.0001000017, 59580.00010000169 422020.0001000017, 59580.00010000169 422000.0001000017))"
zostera_noltei_1994.255316,1994,0,30,0,0,0,10440,0,0,10440,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59540 421940, 59520 421940, 59520 421960, 59540 421960, 59540 421940))"
zostera_noltei_1994.255680,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59580.00010000169 422060, 59559.99989999831 422060, 59559.99989999831 422080, 59580.00010000169 422080, 59580.00010000169 422060))"
zostera_noltei_1994.255912,1994,0,0.5,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59600.00010000169 422060, 59580.00010000169 422060, 59580.00010000169 422080, 59600.00010000169 422080, 59600.00010000169 422060))"
zostera_noltei_1994.256077,1994,0,2,0,0,0,696,0,0,696,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59600.00010000169 422000.0001000017, 59580.00010000169 422000.0001000017, 59580.00010000169 422020.0001000017, 59600.00010000169 422020.0001000017, 59600.00010000169 422000.0001000017))"
zostera_noltei_1994.257551,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59540 421960, 59520 421960, 59520 421979.9998999983, 59540 421979.9998999983, 59540 421960))"
zostera_noltei_1994.257949,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59540 422000.0001000017, 59520 422000.0001000017, 59520 422020.0001000017, 59540 422020.0001000017, 59540 422000.0001000017))"
zostera_noltei_1994.258305,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59559.99989999831 422099.9998999983, 59540 422099.9998999983, 59540 422120.0001000017, 59559.99989999831 422120.0001000017, 59559.99989999831 422099.9998999983))"
zostera_noltei_1994.258337,1994,0,12,0,0,0,4176,0,0,4176,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59600.00010000169 422040, 59580.00010000169 422040, 59580.00010000169 422060, 59600.00010000169 422060, 59600.00010000169 422040))"
zostera_noltei_1994.259322,1994,0,50,0,0,0,17400,0,0,17400,Kust- en Overgangswater,Delta_ZW_Nederland,Grevelingenmeer,Grevelingen,,"POLYGON ((59559.99989999831 421979.9998999983, 59540 421979.9998999983, 59540 422000.0001000017, 59559.99989999831 422000.0001000017, 59559.99989999831 421979.9998999983))"
