gemcode;gm_naam;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm9812;lbm0206;lbm0208;lbm0210;lbm0212;lbm0608;lbm0610;lbm0612;lbm0810;lbm0812;lbm1012;bev;lftsam;publ;veilig;vrz;won
7;Bellingwedde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;1,02911;25,53088;-8,81444;36,47042;-28,0948;37,08371
7;Bellingwedde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;1,51582;23,85451;-9,44344;36,02592;-27,45749;37,06941
9;Ten Boer;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,69791;14,60834;-1,7662;38,69497;9,45976;37,23663
9;Ten Boer;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,03141;10,70404;-4,10836;32,88258;-25,38201;36,88509
9;Ten Boer;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;9,77412;4,2011;,23838;25,37648;-30,36415;36,21948
9;Ten Boer;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;16,28647;7,33374;-8,62686;28,70313;-30,59778;36,97171
9;Ten Boer;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;17,39488;6,83666;13,79618;30,52142;-28,95198;36,86086
9;Ten Boer;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;19,94553;5,06726;7,38325;30,03441;-31,36506;37,08051
10;Delfzijl;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-22,3601;3,31714;-6,35521;15,19021;7,61712;-5,31434
10;Delfzijl;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,1749;13,67427;-9,6313;12,47219;-4,9313;1,81212
10;Delfzijl;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-16,50472;6,92573;-9,98645;16,85162;-6,5828;7,46528
10;Delfzijl;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-6,32707;10,70143;-12,79695;11,94337;-8,99484;13,04429
10;Delfzijl;2010;5; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-8,92268;12,71265;1,19331;9,80714;-9,55834;15,43535
10;Delfzijl;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;-2,99333;9,48372;2,2538;12,88377;-10,131;15,08133
14;Groningen;1998;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-33,07944;-16,80485;-11,8064;-31,47696;2,3187;-33,28925
14;Groningen;2002;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-6,99042;-11,47434;-12,64351;-29,69953;17,06151;-28,18072
14;Groningen;2006;4; ;4; ; ; ;3; ; ; ; ; ; ; ; ; ;-13,92746;-13,18851;-10,05157;-27,58844;11,84188;-26,27815
14;Groningen;2008;5; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;1,40832;-10,84375;-2,81884;-22,47297;11,13601;-21,48528
14;Groningen;2010;5; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;1,72907;-9,34251;5,66422;-23,96768;12,03141;-21,73657
14;Groningen;2012;5; ; ; ; ;5; ; ; ;3; ; ;4; ;3;3;6,92022;-10,14126;9,32655;-16,76565;9,65264;-22,26106
15;Grootegast;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,75245;13,33501;-17,7638;35,02416;7,62058;31,9888
15;Grootegast;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,07334;11,91711;-19,47505;27,80978;-34,66916;35,13338
15;Grootegast;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;3,06527;12,03357;-19,43898;25,00157;-36,57109;35,81304
15;Grootegast;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,10444;17,61998;-32,47016;27,99311;-37,80921;35,79293
15;Grootegast;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;13,05079;15,28847;-4,95457;32,06126;-37,35723;36,78259
15;Grootegast;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;14,21771;6,80965;-7,98822;33,26897;-37,79365;36,34482
17;Haren;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19,55999;-5,51195;-20,77509;39,13982;30,71699;28,90454
17;Haren;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24,82055;28,80266;-21,4168;34,80712;14,43969;27,44777
17;Haren;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;20,51701;22,35858;-19,40099;31,64378;12,60064;28,18905
17;Haren;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;26,68804;22,03397;-28,80888;37,30012;10,76077;29,03316
17;Haren;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;27,45558;23,90405;-,78027;32,81266;11,32848;28,71239
17;Haren;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;28,9113;18,85515;3,6827;37,22719;12,83818;28,22678
18;Hoogezand-Sappemeer;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-27,50297;2,09998;-7,8378;14,62964;-28,93224;-7,0908
18;Hoogezand-Sappemeer;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-10,59928;11,83047;-7,737;13,26847;-25,74106;-1,58631
18;Hoogezand-Sappemeer;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-27,07703;6,58943;-4,99587;-6,2709;-27,80606;1,15503
18;Hoogezand-Sappemeer;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-7,95776;8,23326;-8,85159;7,8874;-29,21085;5,14338
18;Hoogezand-Sappemeer;2010;5; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-5,45936;6,74;8,00021;1,02824;-31,88616;5,10413
18;Hoogezand-Sappemeer;2012;5; ; ; ; ;3; ; ; ;3; ; ;4; ;3;3;-1,28553;4,96819;10,1523;1,66113;-32,22499;5,02251
22;Leek;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,53993;3,90146;-7,62077;32,25485;12,24627;20,98383
22;Leek;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14,49702;11,07675;-9,60837;22,49107;-25,609;24,25142
22;Leek;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;6,53824;11,00312;-8,70605;14,75416;-38,28523;26,36423
22;Leek;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;12,62989;12,25458;-16,87149;30,72233;-26,7173;27,3555
22;Leek;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,13458;12,09785;7,73518;28,20948;-26,98541;27,29257
22;Leek;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;15,79622;9,85608;2,98806;28,20178;-27,06446;27,49044
24;Loppersum;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9,45008;12,28379;-7,46956;41,15855;11,11131;33,07448
24;Loppersum;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,21748;12,36072;-8,34329;25,69572;-27,80149;33,77212
24;Loppersum;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-1,00892;2,13153;-7,30173;22,75833;-33,66409;33,19044
24;Loppersum;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;5,45979;5,83788;-17,00475;28,5605;-36,45074;33,58917
24;Loppersum;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;5,32437;8,68354;-7,44241;32,50655;-36,45564;33,91994
24;Loppersum;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;7,7791;3,33598;-10,58353;34,61566;-38,24143;34,25053
25;Marum;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-2,2962;1,61321;-17,54802;34,87439;-14,13862;35,0314
25;Marum;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11,67642;14,58502;-20,7781;23,83471;-34,83924;35,9098
25;Marum;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;4,11592;12,99652;-19,16757;8,65339;-36,25094;35,82713
25;Marum;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;26,00181;10,92354;-32,09721;27,92146;-35,96254;37,05046
25;Marum;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;16,30437;7,79354;-4,08558;33,34848;-36,73022;37,23745
25;Marum;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;15,63887;3,25484;-4,01095;37,02576;-36,36788;37,93241
34;Almere;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,35672;-,17844;10,75268;-14,57039;,22262;-12,2995
34;Almere;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-5,21447;-3,97631;4,7174;-17,98469;-3,84563;-4,7896
34;Almere;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-19,99505;-10,7503;4,79443;-28,28864;-6,13915;-4,62715
34;Almere;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-15,27682;-12,85509;9,61705;-22,70941;-7,52847;-,46164
34;Almere;2010;5; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-21,17694;-14,36513;,42347;-23,06063;-7,82562;,62564
34;Almere;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;-19,46248;-17,13896;-5,31348;-17,67815;-8,21122;,68924
37;Stadskanaal;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,71043;1,91113;-3,02669;30,64511;-10,05076;6,77127
37;Stadskanaal;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,69324;17,35971;-4,03272;16,50307;4,62152;9,31173
37;Stadskanaal;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,84179;11,28904;-4,60683;,20603;1,9994;11,38871
37;Stadskanaal;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;2,61334;13,13824;-7,77726;1,78829;1,38258;14,23713
37;Stadskanaal;2010;5; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;5,01476;15,04015;2,70488;1,44453;2,8946;16,2944
37;Stadskanaal;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;5,6059;11,84931;6,02547;7,26862;2,49347;17,76776
40;Slochteren;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-,92043;22,76295;-7,95062;39,69222;-32,25377;35,89211
40;Slochteren;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11,39676;25,15022;-8,98325;38,23061;-32,10636;37,12071
40;Slochteren;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;4,32839;19,13433;-7,21677;25,05846;-33,60487;36,69776
40;Slochteren;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,50832;18,00551;-19,06348;31,25949;-33,23135;37,37532
40;Slochteren;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,75199;17,77585;14,98604;25,85602;-34,22438;37,60416
40;Slochteren;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;19,24019;9,44801;11,36414;27,64945;-33,22654;36,96305
47;Veendam;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-12,25271;7,48464;-3,02592;8,13423;-32,67249;12,85093
47;Veendam;2002;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,52772;7,86908;-1,9412;18,91144;8,53364;15,63997
47;Veendam;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,55569;,40537;,94071;-8,21481;8,92667;16,26879
47;Veendam;2008;5; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;1,68906;2,12542;7,20414;10,71816;6,9253;19,72133
47;Veendam;2010;5; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-2,84325;3,15482;11,88452;4,13656;9,00658;19,75394
47;Veendam;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;2,33575;,59938;9,23735;8,91016;7,4756;19,65403
48;Vlagtwedde;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-10,38514;14,0909;-1,70024;36,49426;-,88752;29,451
48;Vlagtwedde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,61679;23,12298;-2,1175;33,40336;-34,0283;29,4878
48;Vlagtwedde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-1,0694;13,22047;-,25685;22,95367;-35,5266;28,87246
48;Vlagtwedde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;11,55742;16,45811;-10,45311;29,56243;-35,83852;30,34275
48;Vlagtwedde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;9,66419;18,33356;1,43007;23,68087;-36,94209;30,91278
48;Vlagtwedde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;9,86138;12,31452;3,31424;22,51431;-36,21519;30,56403
50;Zeewolde;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22,10314;13,77566;16,19787;26,70248;-9,08782;16,35253
50;Zeewolde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25,48967;8,06849;12,95;17,07384;-30,82571;19,4599
50;Zeewolde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;19,01152;4,32447;14,89444;11,49865;-27,12143;17,27337
50;Zeewolde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;24,62383;-2,08956;15,5693;17,30207;-26,7529;18,96108
50;Zeewolde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;23,48209;-6,27592;7,22403;24,13263;-26,53835;19,06885
50;Zeewolde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;22,59933;-16,2815;6,87146;30,16042;-26,9823;19,42513
51;Skarsterlân;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,86239;14,42561;8,61719;33,45586;-30,51975;26,2885
51;Skarsterlân;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14,5335;11,10017;8,34752;33,28619;-23,51549;28,61186
51;Skarsterlân;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;7,71654;9,56705;10,64385;34,79672;-24,62939;28,29606
51;Skarsterlân;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;18,36572;10,71798;4,02989;38,07871;6,71533;28,75082
51;Skarsterlân;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;19,07102;12,21594;15,52396;38,19765;5,74042;29,70725
51;Skarsterlân;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;18,58157;3,21237;12,31356;39,87137;5,56256;29,18174
53;Winsum;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,78067;15,97772;2,33102;27,8494;22,15781;28,11254
53;Winsum;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,97326;11,10349;1,02224;23,64632;-25,9239;27,51392
53;Winsum;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;5,55776;6,97684;3,5675;18,8854;-29,92474;27,7332
53;Winsum;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;13,4515;5,65427;-3,88154;29,16442;-29,7617;28,85642
53;Winsum;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,68763;7,17097;2,59241;28,63273;-31,36744;29,7966
53;Winsum;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;17,4632;5,31408;-2,34677;37,74644;-32,6499;29,94565
55;Boarnsterhim;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,03867;-1,72323;16,2117;36,37381;-2,33913;16,19363
55;Boarnsterhim;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15,62815;6,57125;15,89007;30,28477;-25,5106;19,96115
55;Boarnsterhim;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;8,58155;-,06126;15,79744;34,08044;-30,0098;20,50835
55;Boarnsterhim;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;17,66882;4,91636;11,86202;41,76507;-30,88853;24,58074
55;Boarnsterhim;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,83649;7,64964;26,54856;40,33789;-31,09699;25,60918
55;Boarnsterhim;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;20,20563;4,47752;26,35368;40,41115;-31,10458;25,14292
56;Zuidhorn;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,15789;15,22856;-,77744;38,16941;7,23926;33,74337
56;Zuidhorn;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17,72321;14,89145;-3,33538;35,77214;-34,77329;35,20185
56;Zuidhorn;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;14,66345;7,97789;-2,59328;36,22593;-35,03582;35,12546
56;Zuidhorn;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;19,66799;10,06672;-11,43996;33,82496;-37,74829;35,73506
56;Zuidhorn;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;21,05863;12,87128;3,45894;36,05502;-37,70373;36,65164
56;Zuidhorn;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;22,63722;6,12685;-4,85018;38,77794;-37,56344;36,44714
58;Dongeradeel;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9,71981;4,15063;7,89744;33,66674;15,05199;19,14071
58;Dongeradeel;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,65916;9,34899;6,28381;30,09737;5,55745;22,5667
58;Dongeradeel;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-,07546;5,98623;7,59748;30,66937;3,52229;22,01157
58;Dongeradeel;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;9,30523;9,09016;3,7587;33,34531;3,90323;24,12512
58;Dongeradeel;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;8,68971;10,20669;20,35697;34,61998;3,51391;25,33867
58;Dongeradeel;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,60325;1,26124;21,29081;34,45203;3,84074;24,95161
59;Achtkarspelen;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-19,69205;-2,65501;6,28347;27,6691;-12,26778;17,64103
59;Achtkarspelen;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,71714;4,94911;5,17286;30,33932;-24,92717;18,59566
59;Achtkarspelen;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-6,31498;-,27847;5,79303;34,60762;-26,83913;18,08816
59;Achtkarspelen;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;10,21993;3,05328;-12,07947;39,53538;-28,5846;19,48235
59;Achtkarspelen;2010;6; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;10,01499;3,87349;-2,79496;39,26949;-28,27593;19,3285
59;Achtkarspelen;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;8,3456;-2,84656;-4,37504;39,25803;-33,07223;19,41488
60;Ameland;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,4601;-3,94397;3,15305;36,47602;22,3478;43,38724
60;Ameland;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,57242;5,47666;3,04164;32,2277;-28,6898;39,50992
60;Ameland;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;4,17954;5,15166;4,63833;29,24072;-24,46336;40,08576
60;Ameland;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;12,15397;6,47546;-15,70487;33,73219;-28,69412;40,19287
60;Ameland;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;13,94362;9,80957;23,57005;23,06346;-28,51936;40,65317
60;Ameland;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;13,54874;18,75191;30,52408;26,25706;-25,77987;38,41879
63;het Bildt;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-15,23568;-1,67417;4,97001;36,82814;37,379;19,55633
63;het Bildt;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,29988;7,81281;2,77318;33,939;-30,02132;25,96815
63;het Bildt;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-6,04388;10,61463;1,84107;33,11261;-31,97866;27,62829
63;het Bildt;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;5,87652;9,51781;-5,63037;36,07741;-31,80772;28,48798
63;het Bildt;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;2,16622;8,68348;18,27472;32,13334;-33,09527;30,09632
63;het Bildt;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;4,32242;5,25671;12,7702;34,91109;-32,89266;30,85901
70;Franekeradeel;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-7,36375;-1,49398;11,46402;28,76335;-25,31317;13,33848
70;Franekeradeel;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,8913;4,89433;12,01682;27,78584;12,33366;16,3776
70;Franekeradeel;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-2,66417;2,45931;13,3579;32,13494;6,86186;19,5669
70;Franekeradeel;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;8,59185;6,79319;7,80047;30,0176;6,05265;19,64779
70;Franekeradeel;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;7,02624;7,22133;22,77224;25,90429;6,44578;20,24157
70;Franekeradeel;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,27103;2,97443;21,60227;27,26084;6,03998;20,56915
72;Harlingen;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-19,5807;-3,25037;17,29956;7,81485;-33,34194;-13,95429
72;Harlingen;2002;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,68805;1,13517;16,22006;12,14583;20,68374;-4,53247
72;Harlingen;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-10,63433;-2,04896;19,22775;14,68547;21,15056;-4,24812
72;Harlingen;2008;5; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;6,30278;2,39747;17,03111;21,92418;21,01178;,355
72;Harlingen;2010;5; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;3,30303;5,03579;25,11572;21,30088;21,31634;,93431
72;Harlingen;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;5,99971;3,2017;23,91544;27,35032;21,12171;2,01001
74;Heerenveen;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-8,15987;-6,01144;-5,98271;24,26457;-25,78455;7,40977
74;Heerenveen;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7,98116;12,3374;-5,81547;19,49608;2,59187;11,32015
74;Heerenveen;2006;5; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-1,59396;7,6426;-5,2592;24,74231;3,29844;12,01182
74;Heerenveen;2008;6; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;11,65289;7,90549;-8,70781;32,13209;2,4702;16,25969
74;Heerenveen;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;9,42843;8,54366;-3,93889;29,1944;,16649;17,17948
74;Heerenveen;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;11,91144;5,64759;-3,93149;28,61059;-1,02595;16,40272
79;Kollumerland en Nieu;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-18,1826;1,99927;3,45698;32,74943;-26,02739;24,5543
79;Kollumerland en Nieu;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,65725;8,00354;2,96661;34,14466;-33,91713;30,90886
79;Kollumerland en Nieu;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-,94762;4,48438;4,77475;33,36208;-34,29245;30,60377
79;Kollumerland en Nieu;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;11,21734;5,77003;-2,863;28,99352;-36,14518;31,27056
79;Kollumerland en Nieu;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;11,46418;6,12475;3,53863;30,72952;-34,3015;31,42254
79;Kollumerland en Nieu;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;8,54556;-,81898;-2,5338;31,71915;-35,88644;31,60234
80;Leeuwarden;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-26,7698;-9,33314;17,68946;-4,99072;-5,81473;-18,87207
