FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wschelde_2013.1,L0004_r,2013-03-26T00:00:00,3061.50161108,,,"LINESTRING (34787.30200000107 388202.4219999984, 37524.017999999225 386830.1319999993)"
vlieglijnen_wschelde_2013.2,L0005_r,2013-03-26T00:00:00,3417.22351225,,,"LINESTRING (34504.59800000116 387780.29199999943, 37558.710999999195 386247.3830000013)"
vlieglijnen_wschelde_2013.3,L0006_r,2013-03-26T00:00:00,17149.9256337,,,"LINESTRING (34244.11699999869 387323.7019999996, 49641.86499999836 379771.9270000011)"
vlieglijnen_wschelde_2013.4,L0007_r,2013-03-26T00:00:00,17359.4384717,,,"LINESTRING (33780.45199999958 387017.48699999973, 49354.56300000101 379349.55700000003)"
vlieglijnen_wschelde_2013.5,L0008_r,2013-03-26T00:00:00,17543.1106403,,,"LINESTRING (33343.25800000131 386659.65100000054, 49085.12200000137 378916.6259999983)"
vlieglijnen_wschelde_2013.6,L0009_r,2013-03-26T00:00:00,17552.6845378,,,"LINESTRING (33049.22500000149 386262.88599999994, 48793.7340000011 378503.55700000003)"
vlieglijnen_wschelde_2013.7,L0010_r,2013-03-26T00:00:00,17723.33566,,,"LINESTRING (32629.60099999979 385896.05099999905, 48536.18400000036 378079.5799999982)"
vlieglijnen_wschelde_2013.8,L0012_r,2013-03-26T00:00:00,19563.5939557,,,"LINESTRING (30471.88899999857 385843.0520000011, 48033.40100000054 377221.7109999992)"
vlieglijnen_wschelde_2013.9,L0013_r,2013-03-26T00:00:00,23101.5467945,,,"LINESTRING (27016.11499999836 386994.91800000146, 47745.70100000128 376798.55900000036)"
vlieglijnen_wschelde_2013.10,L0014_r,2013-03-27T00:00:00,23192.4795504,,,"LINESTRING (26666.289000000805 386601.3359999992, 47477.471000000834 376364.8420000002)"
vlieglijnen_wschelde_2013.11,L0015_r,2013-03-27T00:00:00,23189.7208995,,,"LINESTRING (26447.065999999642 386143.3500000015, 47255.77199999988 375908.0729999989)"
