FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wschelde_2013.12,L0016_r,2013-03-27T00:00:00,23126.8092374,,,"LINESTRING (26227.719999998808 385720.69999999925, 46968.21700000018 375489.3229999989)"
vlieglijnen_wschelde_2013.13,L0017_r,2013-03-27T00:00:00,23101.8089119,,,"LINESTRING (25968.041000001132 385269.5, 46697.86199999973 375073.0249999985)"
vlieglijnen_wschelde_2013.14,L0018_r,2013-03-27T00:00:00,23096.9584616,,,"LINESTRING (25677.70600000024 384873.05000000075, 46391.43299999833 374654.87900000066)"
vlieglijnen_wschelde_2013.15,L0019_r,2013-03-27T00:00:00,23062.5104175,,,"LINESTRING (25439.31799999997 384415.48800000176, 46131.92300000042 374232.3909999989)"
vlieglijnen_wschelde_2013.16,L0020_r,2013-03-27T00:00:00,23126.1774101,,,"LINESTRING (25148.20699999854 383987.6429999992, 45907.71700000018 373796.33199999854)"
vlieglijnen_wschelde_2013.17,L0021_r,2013-03-27T00:00:00,23483.9715364,,,"LINESTRING (24911.6790000014 383564.31599999964, 45980.44799999893 373191.0850000009)"
vlieglijnen_wschelde_2013.18,L0022_r,2013-04-01T00:00:00,25939.1778479,,,"LINESTRING (24624.644999999553 383135.4290000014, 47945.32999999821 371778.2019999996)"
vlieglijnen_wschelde_2013.19,L0023_r,2013-04-01T00:00:00,23223.8028558,,,"LINESTRING (24352.48800000176 382686.84699999914, 45223.12700000033 372500.51000000164)"
vlieglijnen_wschelde_2013.20,L0024_r,2013-04-01T00:00:00,20660.2043422,,,"LINESTRING (24196.644999999553 382225.1460000016, 42735.5540000014 373106.3260000013)"
vlieglijnen_wschelde_2013.21,L0025_r,2013-04-01T00:00:00,20696.9387502,,,"LINESTRING (24052.48800000176 381972.5949999988, 42482.050999999046 372553.7580000013)"
vlieglijnen_wschelde_2013.22,L0026_r,2013-04-02T00:00:00,16906.5181494,,,"LINESTRING (44650.38399999961 371966.8759999983, 53607.51900000125 386305.63699999824)"
vlieglijnen_wschelde_2013.23,L0027_r,2013-04-02T00:00:00,17097.3718919,,,"LINESTRING (45025.88399999961 371587.6330000013, 54039.60399999842 386115.9840000011)"
vlieglijnen_wschelde_2013.24,L0028_r,2013-04-02T00:00:00,16642.0995909,,,"LINESTRING (46066.90700000152 372269.37999999896, 54824.33199999854 386420.9510000013)"
vlieglijnen_wschelde_2013.25,L0029_r,2013-04-02T00:00:00,17076.7193902,,,"LINESTRING (46657.52400000021 372194.7329999991, 55548.79500000179 386774.1579999998)"
vlieglijnen_wschelde_2013.26,L0030_r,2013-04-02T00:00:00,18590.6093746,,,"LINESTRING (46773.22300000116 371536.686999999, 56586.289000000805 387326.3819999993)"
vlieglijnen_wschelde_2013.27,L0031_r,2013-04-02T00:00:00,18403.9144134,,,"LINESTRING (47423.45300000161 371696.6939999983, 57164.93299999833 387311.03400000185)"
vlieglijnen_wschelde_2013.28,L0032_r,2013-04-02T00:00:00,17474.5586477,,,"LINESTRING (48361.33900000155 372232.68200000003, 57596.677999999374 387067.39499999955)"
vlieglijnen_wschelde_2013.29,L0033_r,2013-04-02T00:00:00,16995.7163441,,,"LINESTRING (48978.90900000185 372252.256000001, 57955.64499999955 386683.9079999998)"
vlieglijnen_wschelde_2013.30,L0034_r,2013-04-02T00:00:00,15033.8265867,,,"LINESTRING (50337.69000000134 373522.3960000016, 58302.664999999106 386272.8900000006)"
vlieglijnen_wschelde_2013.31,L0035_r,2013-04-02T00:00:00,13574.3766381,,,"LINESTRING (51516.493000000715 374448.53500000015, 58664.04399999976 385988.7349999994)"
vlieglijnen_wschelde_2013.32,L0036_r,2013-04-02T00:00:00,13530.5961268,,,"LINESTRING (52411.99399999902 374955.993999999, 59562.94099999964 386442.55099999905)"
vlieglijnen_wschelde_2013.33,L0037_r,2013-04-03T00:00:00,13060.2874435,,,"LINESTRING (53094.55600000173 375108.0240000002, 60004.38300000131 386190.6860000007)"
vlieglijnen_wschelde_2013.34,L0038_r,2013-04-03T00:00:00,12196.3128329,,,"LINESTRING (53729.028999999166 375229.02899999917, 60222.38399999961 385553.09800000116)"
vlieglijnen_wschelde_2013.35,L0039_r,2013-04-03T00:00:00,11822.1906591,,,"LINESTRING (54462.92300000042 375439.41099999845, 60737.89400000125 385458.83900000155)"
vlieglijnen_wschelde_2013.36,L0040_r,2013-04-03T00:00:00,11540.1622258,,,"LINESTRING (55100.45899999887 375489.22399999946, 61187.243000000715 385293.6319999993)"
vlieglijnen_wschelde_2013.37,L0041_r,2013-03-27T00:00:00,4497.94714948,,,"LINESTRING (71671.52100000158 381039.7470000014, 75489.97300000116 378662.5729999989)"
vlieglijnen_wschelde_2013.38,L0042_r,2013-03-27T00:00:00,5506.40438703,,,"LINESTRING (71189.02899999917 380712.1570000015, 75881.36100000143 377830.7490000017)"
vlieglijnen_wschelde_2013.39,L0043_r,2013-03-27T00:00:00,6970.33972521,,,"LINESTRING (70341.27299999818 380695.61199999973, 76241.60300000012 376984.58100000024)"
vlieglijnen_wschelde_2013.40,L0044_r,2013-03-27T00:00:00,7438.61571505,,,"LINESTRING (69875.46599999815 380340.5949999988, 76232.1950000003 376477.3049999997)"
vlieglijnen_wschelde_2013.41,L0045_r,2013-03-27T00:00:00,8110.49408047,,,"LINESTRING (69436.26000000164 380069.1629999988, 76324.8040000014 375788.0329999998)"
vlieglijnen_wschelde_2013.42,L0046_r,2013-03-27T00:00:00,9163.04076611,,,"LINESTRING (68967.44700000063 379747.1810000017, 76757.36800000072 374922.4070000015)"
vlieglijnen_wschelde_2013.43,L0047_r,2013-03-27T00:00:00,21097.8479428,,,"LINESTRING (60114.68699999899 384690.3669999987, 78024.25800000131 373538.39499999955)"
vlieglijnen_wschelde_2013.44,L0048_r,2013-03-27T00:00:00,21653.4082241,,,"LINESTRING (59846.05700000003 384269.05999999866, 78228.32899999991 372825.19000000134)"
vlieglijnen_wschelde_2013.45,L0049_r,2013-03-27T00:00:00,22071.5887907,,,"LINESTRING (59586.42399999872 383844.05900000036, 78322.5850000009 372177.3839999996)"
vlieglijnen_wschelde_2013.46,L0050_r,2013-03-27T00:00:00,22540.1929754,,,"LINESTRING (59339.06300000101 383400.22100000083, 78483.28700000048 371502.36400000006)"
vlieglijnen_wschelde_2013.47,L0051_r,2013-03-27T00:00:00,22576.4998526,,,"LINESTRING (59080.9990000017 382979.26900000125, 78242.3359999992 371040.1939999983)"
vlieglijnen_wschelde_2013.48,L0052_r,2013-03-27T00:00:00,22164.4679439,,,"LINESTRING (58781.18200000003 382561.9829999991, 77601.80000000075 370855.2340000011)"
vlieglijnen_wschelde_2013.49,L0053_r,2013-03-27T00:00:00,19576.7711074,,,"LINESTRING (58560.97500000149 382122.4629999995, 75178.33999999985 371772.9140000008)"
vlieglijnen_wschelde_2013.50,L0054_r,2013-04-08T00:00:00,19507.6800636,,,"LINESTRING (58357.1959999986 381710.2980000004, 74870.27100000158 371324.34800000116)"
vlieglijnen_wschelde_2013.51,L0055_r,2013-04-08T00:00:00,19591.2047656,,,"LINESTRING (58040.3759999983 381286.23900000006, 74664.03200000152 370919.49500000104)"
vlieglijnen_wschelde_2013.52,L0056_r,2013-04-08T00:00:00,17506.3948589,,,"LINESTRING (57845.17700000107 380842.8209999986, 72635.51700000092 371476.94200000167)"
vlieglijnen_wschelde_2013.53,L0057_r,2013-04-08T00:00:00,17467.7942683,,,"LINESTRING (57503.00499999896 380417.9699999988, 72346.11899999902 371208.96400000155)"
vlieglijnen_wschelde_2013.54,L0058_r,2013-04-08T00:00:00,14031.202038,,,"LINESTRING (60146.10500000045 378209.2509999983, 72034.8350000009 370757.22300000116)"
vlieglijnen_wschelde_2013.55,L0059_r,2013-04-08T00:00:00,13972.4194454,,,"LINESTRING (59828.72300000116 377797.1770000011, 71698.13899999857 370425.23900000006)"
vlieglijnen_wschelde_2013.56,L0060_r,2013-04-08T00:00:00,13994.0401642,,,"LINESTRING (59559.164000000805 377374.0929999985, 71439.15300000086 369978.21499999985)"
vlieglijnen_wschelde_2013.57,L0003_r,2013-03-26T00:00:00,2471.3440212,,,"LINESTRING (35209.06899999827 388534.4149999991, 37424.99100000039 387440.2340000011)"
vlieglijnen_wschelde_2013.58,L0011_r,2013-03-26T00:00:00,17988.8490437,,,"LINESTRING (32111.515000000596 385601.2120000012, 48249.54300000146 377653.71400000155)"
