GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,FYSIEK_VOORKOMEN,OPPERVLAKTE,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,NAAM,STATUS,ID,Shape__Area,Shape__Length
135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.942483,"16,942483",Randstad Noord,RN,gesloten verharding,9.440521,145276.1855,487644.428228,52.3765842566972,5.24440522320346,Prorail,L0004,bestaand,283,ce4e3d5f50f14b2b899df24e14ab0dda,0,2015/08/18 09:52:14+00,,gerealiseerd,119560,0,0
135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,16.942025,"16,942025",Randstad Noord,RN,gesloten verharding,9.461188,145271.641,487668.94409,52.3768045133759,5.24433777597138,Prorail,L0004,bestaand,283,6b4ecf6e7d104f43b1e0b48a8a7ba05a,0,2015/08/18 08:46:58+00,,gerealiseerd,120363,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.585876,"51,585876",Zuid,Z,gesloten verharding,13.810611,161428.271,383749.478512,51.4428034647773,5.47966226878462,Prorail,L0004,bestaand,283,3a19a950be984aa7aeecb2ca40cd27de,0,2019/11/19 08:05:31+00,,,127923,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.5857,"51,585700",Zuid,Z,gesloten verharding,13.924598,161423.836634,383770.1885,51.4429896705401,5.4795988651224,Prorail,L0004,bestaand,283,26bd8b57c8c649d9a8892aa30dfa0b86,0,2019/11/19 11:05:50+00,,,127925,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.080111,"27,080111",Randstad Noord,RN,gesloten verharding,8.580823,158172.646059,467181.69,52.1927477234392,5.43360326627585,Prorail,L0004,bestaand,283,2cfe44ab83c44ce7909e6db6786785b6,0,2016/12/21 12:20:55+00,,gerealiseerd,132250,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.58457,"51,584570",Zuid,Z,gesloten verharding,13.91765,161420.334128,383791.0825,51.4431775196623,5.47954886786029,Prorail,L0004,bestaand,283,b4823f58f19e4c1783a3d4304c129415,0,2019/11/19 11:02:32+00,,,171118,0,0
071,,71,071__,Eijsden - Maastricht,Fvs-Mt,Visé (B) - Maastricht ,27.100058,"27,100058",Zuid,Z,gesloten verharding,9.776525,178292.722387,316462.99,50.8375446318885,5.71784815246208,Prorail,L0004,bestaand,283,2f69cffec55f42dab95af95c8f9bb2f3,1,2021/08/11 08:29:07+00,,,186216,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,24.207002,"24,207002",Randstad Noord,RN,gesloten verharding,6.179286,156120.62039,465172.198,52.1746946689846,5.40358590182308,Prorail,L0004,bestaand,283,9d2209974f2043309a0c40a80376b5f9,0,2021/12/14 16:38:34+00,,gerealiseerd,275514,0,0
,,,,,,,,,,,gesloten verharding,35.589233,112424.0915,480387.068334,52.3097966448285,4.76289055213914,Prorail,L0004,bestaand,283,810136d552544ea7bdef997802db9353,-1,2020/12/04 12:38:38+00,,gerealiseerd,276194,0,0
,,,,,,,,,,,gesloten verharding,41.162217,112326.362,480331.231628,52.3092872545251,4.76146464011386,Prorail,L0004,bestaand,283,b31fed5c96a742af8fa0e1c06208357f,-1,2020/12/04 12:37:01+00,,gerealiseerd,276352,0,0
,,,,,,,,,,,gesloten verharding,10.396699,117618.4745,489236.099825,52.3897027583146,4.83807196643338,Prorail,L0004,bestaand,283,ba6db754570c395ce0531529a8c0318d,2,2022/12/01 10:08:05+00,,gerealiseerd,276743,0,0
,,,,,,,,,,,gesloten verharding,36.008242,112409.1105,480398.88357,52.3099016715369,4.76266939771077,Prorail,L0004,bestaand,283,ab7a4fc96b5a4eaea486d227ed741e15,-1,2020/12/04 12:37:13+00,,gerealiseerd,276769,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.153829,"14,153829",Randstad Noord,RN,gesloten verharding,21.303628,112371.7965,480387.949772,52.3098005166673,4.76212365458501,Prorail,L0004,bestaand,283,92634215af2e4ecda85410bf16e85549,-1,2020/12/04 12:37:19+00,,gerealiseerd,276860,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,54.29372,"54,293720",Randstad Noord,RN,gesloten verharding,9.860922,117424.9205,487365.815521,52.3728809075247,4.83543798496991,Prorail,L0004,bestaand,283,da2c811524a043c1a80067a0ec213e42,0,2018/03/16 21:46:12+00,,gerealiseerd,276938,0,0
,,,,,,,,,,,gesloten verharding,35.6098,112425.4115,480386.021216,52.3097873362882,4.76291003912632,Prorail,L0004,bestaand,283,a6176add63ba4be6a54d76ba1876890e,-1,2020/12/04 12:39:34+00,,gerealiseerd,277327,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.624432,"44,624432",Randstad Noord,RN,gesloten verharding,10.033252,154097.9075,462844.270406,52.1537718991722,5.37402201652554,Prorail,L0004,bestaand,283,d54053df0a414773af49ea410ed353ad,0,2020/10/12 09:27:20+00,,gerealiseerd,278149,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.623898,"44,623898",Randstad Noord,RN,gesloten verharding,10.071192,154099.4395,462817.040057,52.1535271571797,5.37404447355487,Prorail,L0004,bestaand,283,3058a61d1d4644c0a8983d1846342b31,0,2020/10/12 09:26:52+00,,gerealiseerd,278379,0,0
506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.624908,"44,624908",Randstad Noord,RN,gesloten verharding,9.979394,154096.519,462868.842903,52.153992752794,5.37400166307903,Prorail,L0004,bestaand,283,f686ed45b5df433d88cb8ad0759a2e73,0,2020/10/12 09:26:51+00,,gerealiseerd,278617,0,0
514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,17.025692,"17,025692",Noord-Oost,NO,gesloten verharding,5.062418,187058.575,428412.113,51.8433689082624,5.8524162358038,Prorail,L0004,bestaand,283,fcdc41e10d5b49829d5a0659b7f6a0a8,0,2015/03/11 15:01:33+00,,gerealiseerd,283180,0,0
517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.920842,"69,920842",Zuid,Z,gesloten verharding,8.435375,209585.9675,375371.467227,51.3648956354012,6.17101097332288,Prorail,L0004,bestaand,283,da7c8df5648a4d75a5538a85e78b6ccc,0,2015/03/12 08:39:17+00,,gerealiseerd,283296,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.065177,"27,065177",Randstad Noord,RN,gesloten verharding,9.395808,158187.4645,467144.564475,52.1924139584696,5.43381963419921,Prorail,L0004,bestaand,283,bd513471c933492bab0c2d1a61105182,0,2016/12/21 12:20:56+00,,gerealiseerd,284163,0,0
017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.074044,"27,074044",Randstad Noord,RN,gesloten verharding,9.447479,158179.512086,467165.7265,52.1926042059715,5.43370353097398,Prorail,L0004,bestaand,283,d34cb3b7f76447f483182cbd8e2102c5,0,2016/12/21 12:18:48+00,,gerealiseerd,286223,0,0
,,,,,,,,,,,gesloten verharding,31.020997,124287.157,481829.702935,52.323552437874,4.93670750096719,Prorail,L0004,bestaand,283,b8ef780300e127f4e0531529a8c0d55b,3,2021/01/22 19:00:39+00,,gerealiseerd,286226,0,0
,,,,,,,,,,,gesloten verharding,36.018525,112410.4335,480397.843001,52.3098924221222,4.76268892795132,Prorail,L0004,bestaand,283,41456c520f0649e9a4d53df032003994,-1,2020/12/04 12:38:13+00,,gerealiseerd,303516,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.154509,"14,154509",Randstad Noord,RN,gesloten verharding,21.283029,112372.693,480386.376325,52.3097864451867,4.76213699861954,Prorail,L0004,bestaand,283,31fe328a9cf148bb9061ebb9f1980611,-1,2020/12/04 12:38:03+00,,gerealiseerd,303598,0,0
,,,,,,,,,,,gesloten verharding,22.851578,112378.807,480327.792289,52.3092604100869,4.76223405154834,Prorail,L0004,bestaand,283,2c0648e8b29b4d038fa812bb70c7bf74,-1,2020/12/04 12:38:32+00,,gerealiseerd,303676,0,0
,,,,,,,,,,,gesloten verharding,41.401586,112327.2735,480329.619296,52.3092728348151,4.76147820906091,Prorail,L0004,bestaand,283,28ab6b31a525416e88c10c31f1003d41,-1,2020/12/04 12:39:17+00,,gerealiseerd,303678,0,0
,,,,,,,,,,,gesloten verharding,21.300131,112404.1155,480362.131567,52.3095709856876,4.76260080016687,Prorail,L0004,bestaand,283,5cdfd59102644b7599dc3d49659c962b,-1,2020/12/04 12:37:14+00,,gerealiseerd,303690,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.123263,"14,123263",Randstad Noord,RN,gesloten verharding,40.486003,112391.9925,480410.478811,52.3100045551726,4.76241693568922,Prorail,L0004,bestaand,283,daf51652ce3543528cd782883db5b9a3,-1,2020/12/04 12:37:52+00,,gerealiseerd,303844,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,24.282906,"24,282906",Randstad Noord,RN,gesloten verharding,10.091102,104358.482,474787.340003,52.2587879178925,4.64546886027519,Prorail,L0004,bestaand,283,9a7b065060004ae3b78cc603920cc238,0,2015/09/18 11:50:15+00,,gerealiseerd,303892,0,0
,,,,,,,,,,,gesloten verharding,21.170377,112346.5225,480353.667063,52.3094904506771,4.7617574061243,Prorail,L0004,bestaand,283,7eef0273c9524ed3bb4d9d541adba8b8,-1,2020/12/04 12:38:14+00,,gerealiseerd,303909,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.008667,"154,008667",Randstad Noord,RN,gesloten verharding,21.791161,121133.6385,483341.689238,52.3369560506543,4.89030119906022,Prorail,L0004,bestaand,283,b2822c54b56d46c689916efb4ae2e44d,0,2016/10/25 15:27:35+00,,gerealiseerd,304103,0,0
,,,,,,,,,,,gesloten verharding,39.552843,112343.539,480317.011715,52.3091607889241,4.76171829737034,Prorail,L0004,bestaand,283,bad9bb62c489451bb3aa2d6b37ab9c0c,-1,2020/12/04 12:38:49+00,,gerealiseerd,304193,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.256405,"71,256405",Randstad Noord,RN,gesloten verharding,9.979841,116039.6945,494618.926784,52.4379690783272,4.81425554882858,Prorail,L0004,bestaand,283,4a825463314c4441bfbed521d1e3d27f,0,2021/04/23 10:43:58+00,,gerealiseerd,304267,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.122581,"14,122581",Randstad Noord,RN,gesloten verharding,40.126605,112391.097,480412.054212,52.3100186443193,4.76240360609332,Prorail,L0004,bestaand,283,d33e6436c552435a882aa020fd3038f7,-1,2020/12/04 12:37:00+00,,gerealiseerd,304279,0,0
027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.836284,"148,836284",Randstad Noord,RN,gesloten verharding,27.839963,125554.701729,482555.288,52.3301429155829,4.95523594416339,Prorail,L0004,bestaand,283,33897e390d99416d873191e82fefc5ce,0,2021/01/22 19:03:28+00,,gerealiseerd,304431,0,0
,,,,,,,,,,,gesloten verharding,21.307773,112389.2225,480374.054442,52.3096769860618,4.76238092289316,Prorail,L0004,bestaand,283,82bd63c5753740a9854e7ec8f464e51e,-1,2020/12/04 12:36:46+00,,gerealiseerd,304433,0,0
,,,,,,,,,,,gesloten verharding,21.174503,112345.634,480355.251204,52.3095046188416,4.76174417800713,Prorail,L0004,bestaand,283,6b2e605cfef04a56be8d1f18db0d06a0,-1,2020/12/04 12:38:36+00,,gerealiseerd,304505,0,0
050,,50,050__,Amsterdam Muiderpoort - Diemen,Asd-Zp,Amsterdam Centraal - Zutphen ,5.133903,"5,133903",Randstad Noord,RN,gesloten verharding,8.2004,125085.937954,485086.8275,52.3528695820708,4.9481343423277,Prorail,L0004,bestaand,283,bf802213756f4d4fa5f5a25e7ef14352,0,2019/12/18 13:34:50+00,,gerealiseerd,348938,0,0
603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.803995,"2,803995",Noord-Oost,NO,gesloten verharding,15.882306,202772.96079,502124.325,52.5047195068502,6.09081655008946,Prorail,L0004,bestaand,283,a976ee944c6e3762e05332a1e90abde0,0,2020/07/09 18:13:00+00,,gerealiseerd,349093,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.745979,"91,745979",Noord-Oost,NO,gesloten verharding,8.669229,190152.276592,444224.3335,51.9853020406301,5.89892463003797,Prorail,L0004,bestaand,283,90e3ca80d4954e0ebb1862ccf6ade9d7,0,2015/11/02 10:14:59+00,,gerealiseerd,355326,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.751066,"91,751066",Noord-Oost,NO,gesloten verharding,8.664979,190149.326377,444180.5795,51.9849089719076,5.89887719655944,Prorail,L0004,bestaand,283,95ecb45fe51748258206e41dfb7ce0d0,0,2015/11/02 10:16:26+00,,gerealiseerd,355454,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.924611,"91,924611",Noord-Oost,NO,gesloten verharding,7.543381,190323.307727,444164.5,51.9847534054056,5.90140811587246,Prorail,L0004,bestaand,283,f876fcfc97c147bdacd8d5cecba89489,0,2015/11/02 10:09:15+00,,gerealiseerd,355681,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.928012,"91,928012",Noord-Oost,NO,gesloten verharding,7.180927,190321.623544,444141.2795,51.984544809645,5.9013812065515,Prorail,L0004,bestaand,283,26dee289a6a44e32af843859e6b8b372,0,2015/11/02 10:10:47+00,,gerealiseerd,356818,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.748184,"91,748184",Noord-Oost,NO,gesloten verharding,8.796508,190150.9595,444205.1655,51.9851298444253,5.8989034912577,Prorail,L0004,bestaand,283,d44bbb755c1e43b6a21c2bf54fe56a4c,0,2015/11/02 10:15:40+00,,gerealiseerd,357215,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.921425,"91,921425",Noord-Oost,NO,gesloten verharding,6.795706,190324.525752,444184.5275,51.9849333325407,5.90142791061061,Prorail,L0004,bestaand,283,83c9763f4bf34afb9375f24ef7a7e5c8,0,2015/11/02 10:08:37+00,,gerealiseerd,357285,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.74362,"91,743620",Noord-Oost,NO,gesloten verharding,8.666697,190153.388803,444243.2675,51.9854721466409,5.89894276258432,Prorail,L0004,bestaand,283,c991dc6243f144c6b12fa36c54fddf84,0,2015/11/02 10:13:21+00,,gerealiseerd,357497,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.931332,"47,931332",Zuid,Z,gesloten verharding,29.042769,148533.6075,411293.712602,51.6903868641811,5.29368351574108,Prorail,L0004,bestaand,283,4ac6992f34f94d4c967202f0ab3d6bc7,0,2020/06/08 16:45:20+00,,gerealiseerd,366971,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.903908,"47,903908",Zuid,Z,gesloten verharding,7.46193,148538.163,411321.031918,51.6906324758856,5.29374889182874,Prorail,L0004,bestaand,283,b526bc45b3f74edba925b20bfa4f37ed,0,2015/05/26 10:22:00+00,,gerealiseerd,366978,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.931646,"47,931646",Zuid,Z,gesloten verharding,29.184872,148529.438,411294.451821,51.6903934605498,5.29362320193494,Prorail,L0004,bestaand,283,b9a5464406984be4ab82a192c33e8ee1,0,2020/06/08 16:44:56+00,,gerealiseerd,367027,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.509342,"51,509342",Zuid,Z,gesloten verharding,13.691556,161493.141432,383808.2845,51.4433313075533,5.48059642011863,Prorail,L0004,bestaand,283,eeaf23da90cb432d9801f965b13c75d0,0,2015/07/03 08:54:46+00,,gerealiseerd,367281,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.508701,"51,508701",Zuid,Z,gesloten verharding,14.178779,161503.3395,383765.433933,51.4429460204508,5.48074231387988,Prorail,L0004,bestaand,283,51e94f3395e3454dadc57aba1c19e5bb,0,2015/07/03 08:54:46+00,,gerealiseerd,367398,0,0
617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,39.174927,"39,174927",Zuid,Z,gesloten verharding,7.171857,150290.9805,399512.525962,51.5845087845022,5.31925759308469,Prorail,L0004,bestaand,283,bb0df50b75684d6e9b02afed751520ed,0,2015/06/30 12:55:56+00,,gerealiseerd,367606,0,0
545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.941663,"22,941663",Zuid,Z,gesloten verharding,6.725954,90629.088147,395042.1335,51.5406626893722,4.45930832558956,Prorail,L0004,bestaand,283,d5e91d59f8ba483fbce5f5e6de5d990c,0,2015/08/21 10:32:37+00,,gerealiseerd,367626,0,0
